Date,GO,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-03-27,1.0,-0.5163938868415348,-0.05733795794493823,-0.5997181877303274,-0.5362833297203555,-0.0,0.0
2020-03-30,1.0,-0.517288998402426,-0.05095989818851371,-0.6017167149549159,-0.5378137607971623,-0.0,0.0
2020-03-31,1.0,-0.5046494703646802,-0.064688283334681,-0.5982588070402415,-0.5277485782054392,-0.0,0.0
2020-04-01,1.0,-0.5113562796719896,-0.08583297367285284,-0.5683804488562797,-0.5318569270608546,-0.0,0.0
2020-04-02,1.0,-0.530252145636761,-0.02668052668052668,-0.5634895250279865,-0.5449650834266219,-0.0,0.0
2020-04-03,1.0,-0.5280157505454158,-0.03336348640451232,-0.5656627467674133,-0.533523120310754,-0.0,0.0
2020-04-06,1.0,-0.5292960965110408,-0.026971009486355058,-0.5644514123242899,-0.536497223181782,-0.0,0.0
2020-04-07,1.0,-0.516967792615868,-0.013642314742079078,-0.5566378633150039,-0.5312385441214977,-0.0,0.0
2020-04-08,1.0,-0.5176288767812238,-0.011944677284157585,-0.559723386420788,-0.5301236378876781,-0.0,0.0
2020-04-09,1.0,-0.5221986761897287,-0.0,-0.5716976689427831,-0.5223294874813593,-0.0,0.0
2020-04-13,1.0,-0.5385264490269501,-0.0,-0.5852803122198197,-0.51318495859923,-0.0,0.0
2020-04-14,1.0,-0.5385264490269501,-0.0,-0.5873899055956965,-0.5110753652233532,-0.0,0.0
2020-04-15,1.0,-0.5239270245439034,-0.0,-0.5740910880693004,-0.5269982937393358,-0.0,0.0
2020-04-16,1.0,-0.5251611888661739,-0.0,-0.5765057398962101,-0.5192902447974,-0.0,0.0
2020-04-17,1.0,-0.5272870455440346,-0.0,-0.5813098831867699,-0.5164457277857987,-0.0,0.0
2020-04-20,1.0,-0.5279605694360695,-0.0,-0.5826495031853813,-0.5111029546705818,-0.0,0.0
2020-04-21,1.0,-0.5275142812221582,-0.0,-0.5831717415229809,-0.5097479167758503,-0.0,0.0
2020-04-22,1.0,-0.5191966614501825,-0.0,-0.5717005738132498,-0.5173448095983307,-0.0,0.0
2020-04-23,1.0,-0.512800499531689,-0.0,-0.5675148298470184,-0.5214382349880321,-0.0,0.0
2020-04-24,1.0,-0.5158856546142802,-0.0,-0.5718313536091895,-0.5229082365226472,-0.0,0.0
2020-04-27,1.0,-0.5164803593815295,-0.0,-0.5721374843292938,-0.523192645215211,-0.0,0.0
2020-04-28,1.0,-0.5165517961570594,-0.0,-0.5720029239766081,-0.5221386800334169,-0.0,0.0
2020-04-29,1.0,-0.5172080635053269,-0.0,-0.5724357635262168,-0.5215688322540213,-0.0,0.0
2020-04-30,1.0,-0.5077628425549651,-0.0,-0.5771334792122538,-0.5201104511826613,-0.0,0.0
2020-05-01,1.0,-0.5022211769624751,-0.0,-0.5828890979408383,-0.5280390927145395,-0.0,0.0
2020-05-04,1.0,-0.49746034226771907,-0.0,-0.5843817561407622,-0.5229090151337554,-0.0,0.0
2020-05-05,1.0,-0.49723886428757486,-0.0,-0.5793956759572805,-0.5281844230268299,-0.0,0.0
2020-05-06,1.0,-0.5,-0.0,-0.5842256463828676,-0.5274223034734917,-0.0,0.0
2020-05-07,1.0,-0.5133403361344537,-0.0,-0.5921743697478992,-0.5205357142857142,-0.0,0.0
2020-05-08,1.0,-0.511640725478359,-0.0,-0.5940313394052337,-0.5190424945536628,-0.0,0.0
2020-05-11,1.0,-0.5115126403021085,-0.0,-0.5953529843700829,-0.5156036924367985,-0.0,0.0
2020-05-12,1.0,-0.5111851249639402,-0.0,-0.5903595499724634,-0.5209934174293882,-0.0,0.0
2020-05-13,1.0,-0.5074595558352343,-0.0,-0.5954272529431814,-0.519101182516584,-0.0,0.0
2020-05-14,1.0,-0.5060783902745756,-0.0,-0.5969660448543282,-0.5169513728778034,-0.0,0.0
2020-05-15,1.0,-0.5061184917328302,-0.0,-0.5968870371826114,-0.5173073395697403,-0.0,0.0
2020-05-18,1.0,-0.5063539892571728,-0.0,-0.5934232935936067,-0.5204244726843967,-0.0,0.0
2020-05-19,1.0,-0.5044088019048117,-0.0,-0.5995185640649939,-0.5125461158062744,-0.0,0.0
2020-05-20,1.0,-0.5045118091700886,-0.0,-0.6007637381319803,-0.5102660005754192,-0.0,0.0
2020-05-21,1.0,-0.4996599884919181,-0.0,-0.610765287440498,-0.5050478631584453,-0.0,0.0
2020-05-22,1.0,-0.4997123731827215,-0.0,-0.6100826273402363,-0.5049942474636544,-0.0,0.0
2020-05-26,1.0,-0.4997123731827215,-0.0,-0.609951887877837,-0.5050988390335739,-0.0,0.0
2020-05-27,1.0,-0.5022507197068831,-0.0,-0.6225595393875949,-0.49230567914158596,-0.0,0.0
2020-05-28,1.0,-0.503400826662481,-0.0,-0.6236592894888296,-0.48896039344948466,-0.0,0.0
2020-05-29,1.0,-0.5038290060319959,-0.0,-0.6225019669551535,-0.49627589824285345,-0.0,0.0
2020-06-01,1.0,-0.5038029794376836,-0.0,-0.6228493495593789,-0.49609211078472515,-0.0,0.0
2020-06-02,1.0,-0.5033879609202647,-0.0,-0.6233322828028154,-0.4996060510557832,-0.0,0.0
2020-06-03,1.0,-0.503361697657317,-0.0,-0.6234373358546066,-0.499500998003992,-0.0,0.0
2020-06-04,1.0,-0.5026388341866876,-0.0,-0.6266246553761323,-0.4964421688328738,-0.0,0.0
2020-06-05,1.0,-0.5044538455474683,-0.0,-0.6294505610006044,-0.49373308458365084,-0.0,0.0
2020-06-08,1.0,-0.5020523412376794,-0.0,-0.6455332165546811,-0.4668618787419279,-0.0,0.0
2020-06-09,1.0,-0.5178688653730011,-0.0,-0.6506840322453588,-0.45729065462279755,-0.0,0.0
2020-06-10,1.0,-0.49373251838806587,-0.0,-0.6544597534445249,-0.44165026416658026,-0.0,0.0
2020-06-11,1.0,-0.4976247955766685,-0.0,-0.6703008592269553,-0.4279521324922773,-0.0,0.0
2020-06-12,1.0,-0.48567832095974517,-0.0,-0.6758804942584838,-0.4073522233925039,-0.0,0.0
2020-06-15,1.0,-0.48551376642073063,-0.0,-0.6827424869533921,-0.40252962801100284,-0.0,0.0
2020-06-16,1.0,-0.4853236004729347,-0.0,-0.6833907366473038,-0.4015833033465275,-0.0,0.0
2020-06-17,1.0,-0.4882072432014435,-0.0,-0.6851913906431241,-0.40425312540275804,-0.0,0.0
2020-06-18,1.0,-0.48992388078957555,-0.0,-0.6893820152238421,-0.4010063217649335,-0.0,0.0
2020-06-19,1.0,-0.48850530226797734,-0.0,-0.6900172871997317,-0.4016564749593622,-0.0,0.0
2020-06-22,1.0,-0.4870902009337358,-0.0,-0.6915318940390519,-0.4007583378472491,-0.0,0.0
2020-06-23,1.0,-0.48711599473806394,-0.0,-0.6915576878433801,-0.4007067502385927,-0.0,0.0
2020-06-24,1.0,-0.516003163722647,-0.0,-0.6948325863432638,-0.42559978908515683,-0.0,0.0
2020-06-25,1.0,-0.5129412383607764,-0.0,-0.6970119417118207,-0.42037982008522273,-0.0,0.0
2020-06-26,1.0,-0.5089814087457449,-0.0,-0.6923278345116523,-0.4172034564021995,-0.0,0.0
2020-06-29,1.0,-0.5032548168675328,-0.0,-0.6988314031005725,-0.4121983738987216,-0.0,0.0
2020-06-30,1.0,-0.5042427426769999,-0.0,-0.6948115066333903,-0.4280309996059372,-0.0,0.0
2020-07-01,1.0,-0.5029298158026118,-0.0,-0.686575400057808,-0.4381059988963922,-0.0,0.0
2020-07-02,1.0,-0.4998302561825921,-0.0,-0.6846943305564985,-0.4269448724309926,-0.0,0.0
2020-07-06,1.0,-0.4943788060167595,-0.0,-0.6818039868838808,-0.4262218289699683,-0.0,0.0
2020-07-07,1.0,-0.49195509338299964,-0.0,-0.6701329608360496,-0.4246986393501992,-0.0,0.0
2020-07-08,1.0,-0.48805962451000623,-0.0,-0.6694089127295235,-0.4214720445636476,-0.0,0.0
2020-07-09,1.0,-0.4844302262583524,-0.0,-0.6685586027192281,-0.42692396996981496,-0.0,0.0
2020-07-10,1.0,-0.4828164075592338,-0.0,-0.6686776497280016,-0.426689354680692,-0.0,0.0
2020-07-13,1.0,-0.4945861436287051,-0.0,-0.6698710494353568,-0.41972245910535705,-0.0,0.0
2020-07-14,1.0,-0.5011658031088083,-0.0,-0.6769170984455959,-0.4125906735751296,-0.0,0.0
2020-07-15,1.0,-0.5008934814699713,-0.0,-0.6797969595732007,-0.4091109211923446,-0.0,0.0
2020-07-16,1.0,-0.5035251425609124,-0.0,-0.6813374805598755,-0.40715396578538104,-0.0,0.0
2020-07-17,1.0,-0.5025932264924019,-0.0,-0.6822778901509258,-0.4083294434935947,-0.0,0.0
2020-07-20,1.0,-0.5115388622629715,-0.0,-0.6809752031673266,-0.4122212961033549,-0.0,0.0
2020-07-21,1.0,-0.4972354178023518,-0.0,-0.6783220413778781,-0.42029436959738337,-0.0,0.0
2020-07-22,1.0,-0.49009978172747115,-0.0,-0.6728770398087517,-0.4355316495166823,-0.0,0.0
2020-07-23,1.0,-0.49534343776902406,-0.0,-0.6741449925651527,-0.4392299063470117,-0.0,0.0
2020-07-24,1.0,-0.48216665360194405,-0.0,-0.6697499412087481,-0.4610540618222675,-0.0,0.0
2020-07-27,1.0,-0.4828100470957614,-0.0,-0.6712715855572999,-0.4623495552066981,-0.0,0.0
2020-07-28,1.0,-0.4877709911657536,-0.0,-0.6724250924056938,-0.4612420373817076,-0.0,0.0
2020-07-29,1.0,-0.48869628778781393,-0.0,-0.6603665222158409,-0.46152038845089544,-0.0,0.0
2020-07-30,1.0,-0.4731357698368322,-0.0,-0.6368372896863722,-0.43155593961266714,-0.0,0.0
2020-07-31,1.0,-0.4710524988652983,-0.0,-0.6322305713853448,-0.4182762620404458,-0.0,0.0
2020-08-03,1.0,-0.460128961585381,-0.0,-0.6202106206587497,-0.4092663131426295,-0.0,0.0
2020-08-04,1.0,-0.45780732551480285,-0.0,-0.6182116979158885,-0.4139588157665397,-0.0,0.0
2020-08-05,1.0,-0.45777678282715223,-0.0,-0.6180135810760391,-0.41158620003482327,-0.0,0.0
2020-08-06,1.0,-0.45851701421566204,-0.0,-0.6140472534548517,-0.40400713259695875,-0.0,0.0
2020-08-07,1.0,-0.45723415322880284,-0.0,-0.6141784944638478,-0.40558816972579326,-0.0,0.0
2020-08-10,1.0,-0.451988312781657,-0.0,-0.6114990343188234,-0.41261823404149955,-0.0,0.0
2020-08-11,1.0,-0.4538126792602116,-0.0,-0.6077044802690139,-0.4110374839283948,-0.0,0.0
2020-08-12,1.0,-0.4511954159257064,-0.0,-0.6099091088717644,-0.40876309029836,-0.0,0.0
2020-08-13,1.0,-0.4506903353057199,-0.0,-0.5999753451676528,-0.41481755424063116,-0.0,0.0
2020-08-14,1.0,-0.4467206059562748,-0.0,-0.5981358974989548,-0.4143570321914271,-0.0,0.0
2020-08-17,1.0,-0.4476286529568041,-0.0,-0.5975597756567943,-0.4146905441306701,-0.0,0.0
2020-08-18,1.0,-0.4474144084274779,-0.0,-0.589751162962416,-0.4241305471461272,-0.0,0.0
2020-08-19,1.0,-0.4475681269403243,-0.0,-0.5874932242645248,-0.4288424579904401,-0.0,0.0
2020-08-20,1.0,-0.44653545828509494,-0.0,-0.5873586718230411,-0.42936670197305216,-0.0,0.0
2020-08-21,1.0,-0.4361263568727894,-0.0,-0.558214416392243,-0.444981095255519,-0.0,0.0
2020-08-24,1.0,-0.43474039371798917,-0.0,-0.5409131732893172,-0.4516833750030342,-0.0,0.0
2020-08-25,1.0,-0.4312416878249305,-0.0,-0.5416757344940152,-0.4451698706323299,-0.0,0.0
2020-08-26,1.0,-0.43002950708653803,-0.0,-0.5417694577468195,-0.4468146858220868,-0.0,0.0
2020-08-27,1.0,-0.42208137790894573,-0.0,-0.5404228554840582,-0.456577483187382,-0.0,0.0
2020-08-28,1.0,-0.4209595347710201,-0.0,-0.5408044584443906,-0.4613036103707293,-0.0,0.0
2020-08-31,1.0,-0.42117253580863284,-0.0,-0.5447759385376021,-0.4576476575943385,-0.0,0.0
2020-09-01,1.0,-0.4211559432933479,-0.0,-0.5419362656003877,-0.4602689930934205,-0.0,0.0
2020-09-02,1.0,-0.42275614605052614,-0.0,-0.5417737477573583,-0.45994763128545796,-0.0,0.0
2020-09-03,1.0,-0.4272286821705426,-0.0,-0.541593992248062,-0.4536579457364341,-0.0,0.0
2020-09-04,1.0,-0.42116307677464476,-0.0,-0.5367953882148628,-0.4540389300272558,-0.0,0.0
2020-09-08,1.0,-0.419546045973688,-0.0,-0.5372030263601755,-0.45277336031998455,-0.0,0.0
2020-09-09,1.0,-0.4112605927131709,-0.0,-0.5022262651409968,-0.4803705654234691,-0.0,0.0
2020-09-10,1.0,-0.4059472261429153,-0.0,-0.4916389560058372,-0.49472500657879004,-0.0,0.0
2020-09-11,1.0,-0.40223850320979404,-0.0,-0.48834212347564615,-0.49588334964083713,-0.0,0.0
2020-09-14,1.0,-0.40027690912129094,-0.0,-0.48805232627533357,-0.49884223341529205,-0.0,0.0
2020-09-15,1.0,-0.4005813122409111,-0.0,-0.4836327250202507,-0.4982131795873636,-0.0,0.0
2020-09-16,1.0,-0.40236276849642005,-0.0,-0.4875656324582339,-0.49670644391408114,-0.0,0.0
2020-09-17,1.0,-0.40073897497020267,-0.0,-0.48638855780691304,-0.49666269368295596,-0.0,0.0
2020-09-18,1.0,-0.3971138938580799,-0.0,-0.4884675014907573,-0.4996302921884317,-0.0,0.0
2020-09-21,1.0,-0.40391527291896295,-0.0,-0.4835146403412086,-0.5086979441222984,-0.0,0.0
2020-09-22,1.0,-0.4040992448759439,-0.0,-0.48291981301690035,-0.5102001678053457,-0.0,0.0
2020-09-23,1.0,-0.4129111426577802,-0.0,-0.4807150934770578,-0.5124756382185223,-0.0,0.0
2020-09-24,1.0,-0.4126816126238815,-0.0,-0.4790483979601655,-0.5137111517367459,-0.0,0.0
2020-09-25,1.0,-0.4129561473142334,-0.0,-0.47893964542589784,-0.5136272882538307,-0.0,0.0
2020-09-28,1.0,-0.4097137235140259,-0.0,-0.475871667506539,-0.5140258680680537,-0.0,0.0
2020-09-29,1.0,-0.40948358610097907,-0.0,-0.4772029180264927,-0.5130063351890958,-0.0,0.0
2020-09-30,1.0,-0.41087620559443927,-0.0,-0.48216562041513344,-0.5121581643697236,-0.0,0.0
2020-10-01,1.0,-0.41111966140823397,-0.0,-0.48141111966140826,-0.5122402847248942,-0.0,0.0
2020-10-02,1.0,-0.4121709418162568,-0.0,-0.4826507531642524,-0.5114779344530536,-0.0,0.0
2020-10-05,1.0,-0.4094329190605543,-0.0,-0.4790740162023125,-0.5153729656962908,-0.0,0.0
2020-10-06,1.0,-0.4075516139111207,-0.0,-0.47708318311822534,-0.5188069315259451,-0.0,0.0
2020-10-07,1.0,-0.4048144240913014,-0.0,-0.47285892394744417,-0.5199482113743167,-0.0,0.0
2020-10-08,1.0,-0.404115167193638,-0.0,-0.4726933026731819,-0.5185158570470442,-0.0,0.0
2020-10-09,1.0,-0.4038654979163673,-0.0,-0.4727211764142357,-0.5183934473343871,-0.0,0.0
2020-10-12,1.0,-0.40815495857874834,-0.0,-0.47014317866206967,-0.5159699276923814,-0.0,0.0
2020-10-13,1.0,-0.4029035503809113,-0.0,-0.47110823630875376,-0.521656844425279,-0.0,0.0
2020-10-14,1.0,-0.4029782853312265,-0.0,-0.47116282410400057,-0.5199789317436376,-0.0,0.0
2020-10-15,1.0,-0.4048132700512968,-0.0,-0.4716669063713505,-0.520566661872573,-0.0,0.0
2020-10-16,1.0,-0.4046021093000959,-0.0,-0.47145254074784276,-0.5208772770853307,-0.0,0.0
2020-10-19,1.0,-0.40470999736470137,-0.0,-0.4676457200354568,-0.5233703073716489,-0.0,0.0
2020-10-20,1.0,-0.40448469167744716,-0.0,-0.46828134732403814,-0.52292654879977,-0.0,0.0
2020-10-21,1.0,-0.4027432018383761,-0.0,-0.468618345461509,-0.5223573343546534,-0.0,0.0
2020-10-22,1.0,-0.40389451749658695,-0.0,-0.46554573543148664,-0.5257119589949941,-0.0,0.0
2020-10-23,1.0,-0.4039949225205374,-0.0,-0.4653797331928245,-0.5256388762484133,-0.0,0.0
2020-10-26,1.0,-0.4044698893307143,-0.0,-0.4652421788913908,-0.5257270157619892,-0.0,0.0
2020-10-27,1.0,-0.39747341374634215,-0.0,-0.466847476982371,-0.5147622106440178,-0.0,0.0
2020-10-28,1.0,-0.39933428435568236,-0.0,-0.4740846409890633,-0.5041607227769853,-0.0,0.0
