Date,IWF,IWM,KNSA,MTUM,SPY,VLUE,VXX
2019-01-24,-0.0,-2.8119667590027704,1.0,-0.0,-4.168421052631579,-3.0999445983379506,0.0
2019-01-25,-0.0,-2.8157482078853047,1.0,-0.0,-4.284274193548387,-3.1006944444444446,0.0
2019-01-28,-0.0,-2.7795872838817623,1.0,-0.0,-4.291689905186838,-3.083212493028444,0.0
2019-01-29,-0.0,-2.7758102238556632,1.0,-0.0,-4.282993651854327,-3.0781824256598735,0.0
2019-01-30,-0.0,-2.8590998043052838,1.0,-0.0,-4.450097847358121,-3.2021411304247724,0.0
2019-01-31,-0.0,-2.874221093930302,1.0,-0.0,-4.370297715208863,-3.2949457650588507,0.0
2019-02-01,-0.0,-2.883639748661857,1.0,-0.0,-4.397137537817081,-3.3553642075866885,0.0
2019-02-04,-0.0,-2.8869747410080318,1.0,-0.0,-4.403678267954836,-3.3494354557094637,0.0
2019-02-05,-0.0,-2.843057176196033,1.0,-0.0,-4.411901983663944,-3.413768961493582,0.0
2019-02-06,-0.0,-2.8525835866261398,1.0,-0.0,-4.406593406593406,-3.4312602291325693,0.0
2019-02-07,-0.0,-2.852449432947504,1.0,-0.0,-4.4048871740909625,-3.4343505202852804,0.0
2019-02-08,-0.0,-2.920987362702256,1.0,-0.0,-4.483878587457187,-3.4056926892642023,0.0
2019-02-11,-0.0,-2.919782300047326,1.0,-0.0,-4.484619025082821,-3.4272361571225742,0.0
2019-02-12,-0.0,-2.9199999999999995,1.0,-0.0,-4.4868639053254435,-3.4273372781065086,0.0
2019-02-13,-0.0,-2.9193910067272513,1.0,-0.0,-4.479287147409418,-3.4035170541720765,0.0
2019-02-14,-0.0,-2.9268177525967896,1.0,-0.0,-4.4881964117091595,-3.388574126534466,0.0
2019-02-15,-0.0,-2.9365922777187388,1.0,-0.0,-4.485063171566891,-3.3861140630534896,0.0
2019-02-19,-0.0,-2.8870529918564856,1.0,-0.0,-4.526141862386404,-3.3890003540658564,0.0
2019-02-20,-0.0,-2.8874070577127346,1.0,-0.0,-4.531452850230143,-3.383335300365868,0.0
2019-02-21,-0.0,-2.8818879056047195,1.0,-0.0,-4.5329793510324485,-3.3845427728613564,0.0
2019-02-22,-0.0,-2.8844475887277445,1.0,-0.0,-4.534488857446056,-3.372125928546162,0.0
2019-02-25,-0.0,-2.867586369531895,1.0,-0.0,-4.53814408678222,-3.385331918405848,0.0
2019-02-26,-0.0,-2.869488328224475,1.0,-0.0,-4.538198538080641,-3.3819853808064133,0.0
2019-02-27,-0.0,-2.8511066398390343,1.0,-0.0,-4.57509764469168,-3.409515919043674,0.0
2019-02-28,-0.0,-2.859493371212121,1.0,-0.0,-4.5788352272727275,-3.398910984848485,0.0
2019-03-01,-0.0,-2.858426966292135,1.0,-0.0,-4.578001182732112,-3.390892962743939,0.0
2019-03-04,-0.0,-2.837585636664304,1.0,-0.0,-4.571698558941649,-3.402669501535554,0.0
2019-03-05,-0.0,-2.8195001178967223,1.0,-0.0,-4.581348738505069,-3.388823390709738,0.0
2019-03-06,-0.0,-2.816660775303405,1.0,-0.0,-4.582184517497349,-3.383999057381878,0.0
2019-03-07,-0.0,-2.733895525884282,1.0,-0.0,-4.627547434996487,-3.3507847271023663,0.0
2019-03-08,-0.0,-2.7218334499650103,1.0,-0.0,-4.61173314672265,-3.329717751341265,0.0
2019-03-11,-0.0,-2.7220342937128192,1.0,-0.0,-4.6123877289163655,-3.3301061472063456,0.0
2019-03-12,-0.0,-2.6677821370874684,1.0,-0.0,-4.580775444264943,-3.2907915993537964,0.0
2019-03-13,-0.0,-2.667705088265836,1.0,-0.0,-4.5804776739356186,-3.289719626168224,0.0
2019-03-14,-0.0,-2.66628268632646,1.0,-0.0,-4.572629881350076,-3.2804976385209077,0.0
2019-03-15,-0.0,-2.6629420573666627,1.0,-0.0,-4.577122451330492,-3.279345697500288,0.0
2019-03-18,-0.0,-2.6743837825385857,1.0,-0.0,-4.576019350380097,-3.2676802580050683,0.0
2019-03-19,-0.0,-2.6667050161067647,1.0,-0.0,-4.576622181316153,-3.261504832029453,0.0
2019-03-20,-0.0,-2.6593760791988026,1.0,-0.0,-4.582134223552434,-3.2699435938759063,0.0
2019-03-21,-0.0,-2.6553548832393883,1.0,-0.0,-4.635108708155988,-3.2130449787185094,0.0
2019-03-22,-0.0,-2.6679832713754648,1.0,-0.0,-4.73524628252788,-3.2137546468401483,0.0
2019-03-25,-0.0,-2.3717890941865707,1.0,-0.16786840919333032,-4.629562866155926,-3.097115817936007,0.0
2019-03-26,-0.0,-2.39278059785674,1.0,-0.1688663282571912,-4.6359842075578115,-3.0826847151720247,0.0
2019-03-27,-0.0,-2.3731594919635834,1.0,-0.17196807912779588,-4.632460379903339,-3.06226818028549,0.0
2019-03-28,-0.0,-2.3737090255949704,1.0,-0.17040862146385272,-4.62550516389762,-3.056241580601706,0.0
2019-03-29,-0.0,-2.3874127448772797,1.0,-0.15030398558883135,-4.656946633641072,-3.064062148164828,0.0
2019-04-01,-0.0,-2.3978434235650905,1.0,-0.14848927327867012,-4.6497809727058295,-3.0360552622711445,0.0
2019-04-02,-0.0,-2.3985239852398523,1.0,-0.25841440232584145,-4.61209884826121,-2.9130045845913006,0.0
2019-04-03,-0.0,-2.3990605077731795,1.0,-0.25936696119002345,-4.610558103120456,-2.915445699586176,0.0
2019-04-04,-0.0,-2.3953280429194144,1.0,-0.2636637979210909,-4.611154576953169,-2.906784397004583,0.0
2019-04-05,-0.0,-2.3861884009386523,1.0,-0.2876299027824338,-4.610124036205162,-2.8903788132752264,0.0
2019-04-08,-0.0,-2.452209660842754,1.0,-0.25191275550987785,-4.732671006052301,-2.9827566518214,0.0
2019-04-09,-0.0,-2.501047242262043,1.0,-0.2284151733767745,-4.848498952757738,-3.058063765417733,0.0
2019-04-10,-0.0,-2.4546620046620045,1.0,-0.28146853146853146,-4.887179487179488,-3.0318181818181813,0.0
2019-04-11,-0.0,-2.405430602493882,1.0,-0.3020626966554015,-4.9124810628131925,-3.0337955949190074,0.0
2019-04-12,-0.0,-2.409313725490196,1.0,-0.30870681605975725,-4.917950513538749,-3.035364145658263,0.0
2019-04-15,-0.0,-2.4114765570328904,1.0,-0.31817121530207604,-4.895148122229998,-3.0383718217867974,0.0
2019-04-16,-0.0,-2.424306287319986,1.0,-0.3016040276314249,-4.92108652382625,-3.0612340475354176,0.0
2019-04-17,-0.0,-2.4215582893966023,1.0,-0.3362624487404804,-4.92888107791447,-3.0298769771529,0.0
2019-04-18,-0.0,-2.4151341220569287,1.0,-0.33114677287103195,-4.931357619772753,-3.0361953847955956,0.0
2019-04-22,-0.0,-2.4124677759550037,1.0,-0.33208343098195453,-4.93414576986173,-3.0391375673775483,0.0
2019-04-23,-0.0,-2.4119025304592316,1.0,-0.3342314901593252,-4.931935332708528,-3.037136832239925,0.0
2019-04-24,-0.0,-2.348055914483731,1.0,-0.3545166216374956,-4.951016093034183,-3.0931516504170093,0.0
2019-04-25,-0.0,-2.3394603511252505,1.0,-0.34004948745139624,-4.982561564746082,-3.120537292329445,0.0
2019-04-26,-0.0,-2.3068639053254434,1.0,-0.40023668639053256,-5.044378698224852,-3.082721893491124,0.0
2019-04-29,-0.0,-2.2901088499763373,1.0,-0.39221486038807385,-5.047917652626597,-3.101277804070043,0.0
2019-04-30,-0.0,-2.2776986951364173,1.0,-0.40865954922894426,-5.069750889679715,-3.1061684460260977,0.0
2019-05-01,-0.0,-2.307902880266603,1.0,-0.38145679600095217,-5.103784813139729,-3.108664603665794,0.0
2019-05-02,-0.0,-2.293803418803419,1.0,-0.3741690408357075,-5.095204178537512,-3.107549857549858,0.0
2019-05-03,-0.0,-2.308194774346793,1.0,-0.37351543942992876,-5.090142517814727,-3.104513064133017,0.0
2019-05-06,-0.0,-2.247403210576015,1.0,-0.38597733711048154,-5.084277620396601,-3.0859301227573184,0.0
2019-05-07,-0.0,-2.2583461130116786,1.0,-0.3905862923203964,-5.072785183437537,-3.074908576147222,0.0
2019-05-08,-0.0,-2.209939619136089,1.0,-0.4731769623780771,-4.899790989317232,-3.0286809103576404,0.0
2019-05-09,-0.0,-2.2033248081841434,1.0,-0.48302720297605206,-4.9179260637061155,-3.020925366193908,0.0
2019-05-10,-0.0,-2.2027890761185356,1.0,-0.48355607205113305,-4.916560139453805,-3.0182452062754215,0.0
