Date,IWF,IWM,LASR,MTUM,SPY,VLUE,VXX
2019-02-15,-0.0,-2.2300894156789353,1.0,-0.0,-3.6799750467872734,-3.4872114784778536,0.0
2019-02-19,-0.0,-2.185681865071178,1.0,-0.0,-3.6730967608830203,-3.456777388075098,0.0
2019-02-20,-0.0,-2.1867712310391085,1.0,-0.0,-3.681457021979156,-3.4506242905788875,0.0
2019-02-21,-0.0,-2.1838250464204663,1.0,-0.0,-3.681761914586342,-3.4501753662059005,0.0
2019-02-22,-0.0,-2.183204533745492,1.0,-0.0,-3.680473982483256,-3.4402885110767647,0.0
2019-02-25,-0.0,-2.1677845423588895,1.0,-0.0,-3.6907439892683933,-3.4603240119698695,0.0
2019-02-26,-0.0,-2.177935943060498,1.0,-0.0,-3.7508896797153026,-3.5379945572535063,0.0
2019-02-27,-0.0,-2.1736082042695686,1.0,-0.0,-3.752511511092507,-3.538509836751779,0.0
2019-02-28,-0.0,-2.166929796863488,1.0,-0.0,-3.7721292495526786,-3.5861488264393224,0.0
2019-03-01,-0.0,-2.171530924033295,1.0,-0.0,-3.794331471920767,-3.5704351490886106,0.0
2019-03-04,-0.0,-2.1510109519797806,1.0,-0.0,-3.790122156697557,-3.589616680707666,0.0
2019-03-05,-0.0,-2.1297766486715357,1.0,-0.0,-3.854768709643273,-3.6008256589393457,0.0
2019-03-06,-0.0,-2.125674389082831,1.0,-0.0,-3.8585634190204168,-3.594414471596319,0.0
2019-03-07,-0.0,-2.031342338539468,1.0,-0.0,-3.945757703672436,-3.575875897002955,0.0
2019-03-08,-0.0,-2.0195521917376222,1.0,-0.0,-3.9310417323662357,-3.561337117628508,0.0
2019-03-11,-0.0,-2.0197603531637585,1.0,-0.0,-3.92999789783477,-3.560962791675425,0.0
2019-03-12,-0.0,-1.9719013424914145,1.0,-0.0,-3.9023831824331356,-3.5326256634405246,0.0
2019-03-13,-0.0,-1.976487723678735,1.0,-0.0,-3.89658759883479,-3.530586766541823,0.0
2019-03-14,-0.0,-1.9820297081126002,1.0,-0.0,-3.88314116547211,-3.5221772099304043,0.0
2019-03-15,-0.0,-1.983896103896104,1.0,-0.0,-3.882597402597402,-3.523116883116883,0.0
2019-03-18,-0.0,-1.9797044129891757,1.0,-0.0,-3.8935262281432137,-3.5347626977518734,0.0
2019-03-19,-0.0,-1.9726440607447473,1.0,-0.0,-3.8985853962970665,-3.5302683586436445,0.0
2019-03-20,-0.0,-1.9650327817670934,1.0,-0.0,-3.903736080757623,-3.5381413258403582,0.0
2019-03-21,-0.0,-1.9597671275600377,1.0,-0.0,-3.95966316664934,-3.476660775548394,0.0
2019-03-22,-0.0,-1.9458036543821615,1.0,-0.0,-3.9572623103127906,-3.4200474863218746,0.0
2019-03-25,-0.0,-1.678274111675127,1.0,-0.0,-4.048629441624365,-3.425279187817259,0.0
2019-03-26,-0.0,-1.650445651060342,1.0,-0.0,-4.095584468804426,-3.4989242905440014,0.0
2019-03-27,-0.0,-1.6329928498467825,1.0,-0.0,-4.097037793667007,-3.4843718079673134,0.0
2019-03-28,-0.0,-1.6438594694253816,1.0,-0.0,-4.103246952780908,-3.495544402335348,0.0
2019-03-29,-0.0,-1.6297092547092547,1.0,-0.0,-4.104217854217854,-3.5035831285831285,0.0
2019-04-01,-0.0,-1.6440539436044137,1.0,-0.0,-4.0986922762566405,-3.4738455251328157,0.0
2019-04-02,-0.0,-1.6621046228710463,1.0,-0.0,-4.097729115977291,-3.3781427412814273,0.0
2019-04-03,-0.0,-1.661831828785881,1.0,-0.0,-4.112283193021605,-3.3689015113094634,0.0
2019-04-04,-0.0,-1.6596046629498227,1.0,-0.0,-4.116877850988343,-3.3603649265078563,0.0
2019-04-05,-0.0,-1.6577188006482981,1.0,-0.0,-4.1191247974068075,-3.3528160453808753,0.0
2019-04-08,-0.0,-1.6484216916228247,1.0,-0.0,-4.119283690813436,-3.3497571833265885,0.0
2019-04-09,-0.0,-1.6513863590366322,1.0,-0.0,-4.118903056061526,-3.349119611414693,0.0
2019-04-10,-0.0,-1.6254666532136008,1.0,-0.0,-4.13923922913934,-3.32509333064272,0.0
2019-04-11,-0.0,-1.5877723970944309,1.0,-0.0,-4.17181194511703,-3.32909604519774,0.0
2019-04-12,-0.0,-1.573873873873874,1.0,-0.0,-4.1430430430430425,-3.293193193193193,0.0
2019-04-15,-0.0,-1.5794429973953115,1.0,-0.0,-4.1315367661791225,-3.3070526948507313,0.0
2019-04-16,-0.0,-1.5465023847376789,1.0,-0.0,-4.101848171701113,-3.2881558028616853,0.0
2019-04-17,-0.0,-1.4274697383834438,1.0,-0.0,-4.081511128465443,-3.252733307301835,0.0
2019-04-18,-0.0,-1.4227206240858117,1.0,-0.0,-4.0576304241833245,-3.2709897610921503,0.0
2019-04-22,-0.0,-1.423309886674482,1.0,-0.0,-4.064282923016803,-3.2817506838608828,0.0
2019-04-23,-0.0,-1.4363760750586396,1.0,-0.0,-4.076035965598123,-3.2608483189992183,0.0
2019-04-24,-0.0,-1.3866692652504387,1.0,-0.0,-4.075813681543559,-3.282206197622296,0.0
2019-04-25,-0.0,-1.39980449657869,1.0,-0.0,-4.096969696969697,-3.278396871945259,0.0
2019-04-26,-0.0,-1.366686286050618,1.0,-0.0,-4.167647635864234,-3.2752599568373553,0.0
2019-04-29,-0.0,-1.3485351562499999,1.0,-0.0,-4.14716796875,-3.269921875,0.0
2019-04-30,-0.0,-1.3507368010149312,1.0,-0.0,-4.1509710159070945,-3.25724602322631,0.0
2019-05-01,-0.0,-1.3473036342321218,1.0,-0.0,-4.161391168425165,-3.2606486908948806,0.0
2019-05-02,-0.0,-1.349838851450337,1.0,-0.0,-4.119542924113683,-3.29719699189374,0.0
2019-05-03,-0.0,-1.345578895945286,1.0,-0.0,-4.12457254518808,-3.300244259892526,0.0
2019-05-06,-0.0,-1.2758754863813229,1.0,-0.0,-4.131906614785993,-3.319941634241245,0.0
2019-05-07,-0.0,-1.269748390871855,1.0,-0.0,-4.146479422664326,-3.3360639750341328,0.0
2019-05-08,-0.0,-1.2914340712223291,1.0,-0.0,-4.044947064485081,-3.2882579403272376,0.0
2019-05-09,-0.0,-1.2953695714696576,1.0,-0.0,-4.031732336305244,-3.2598025117438403,0.0
2019-05-10,-0.0,-1.0408234778799825,1.0,-0.0,-3.802540516863776,-2.9170389837932547,0.0
2019-05-13,-0.0,-1.0346573548668703,1.0,-0.0,-3.779223046704496,-2.915844609340899,0.0
2019-05-14,-0.0,-0.9260578309166455,1.0,-0.012634613753921818,-3.688968031883321,-2.851946069702366,0.0
2019-05-15,-0.0,-0.9467744652181237,1.0,-0.026191679299309416,-3.6730672056594242,-2.7757284823985175,0.0
2019-05-16,-0.0,-0.9517879680269247,1.0,-0.04434160706773244,-3.6499789650820365,-2.767858645351283,0.0
2019-05-17,-0.0,-0.973054900639946,1.0,-0.0059784439205119565,-3.6256315257662513,-2.815594476254631,0.0
2019-05-20,-0.0,-0.9687710437710437,1.0,-0.007575757575757575,-3.6253367003367005,-2.8158249158249156,0.0
2019-05-21,-0.0,-0.9848016701461377,1.0,-0.02722338204592902,-3.554739039665971,-2.784050104384134,0.0
2019-05-22,-0.0,-0.958725923455349,1.0,-0.058617526890686236,-3.552155423997332,-2.768781789377137,0.0
2019-05-23,-0.0,-0.927551867219917,1.0,-0.07593360995850623,-3.5608298755186722,-2.7345228215767636,0.0
2019-05-24,-0.0,-0.8988709677419355,1.0,-0.08032258064516129,-3.4532258064516133,-2.632016129032258,0.0
2019-05-28,-0.0,-0.8891211707003297,1.0,-0.09101873442148428,-3.4407011337139184,-2.61976360858728,0.0
2019-05-29,-0.0,-0.8822268106734433,1.0,-0.09299555273189326,-3.4025571791613722,-2.5637706480304954,0.0
2019-05-30,-0.0,-0.8774004126329155,1.0,-0.08704967465481671,-3.4027932074273926,-2.568005078558959,0.0
2019-05-31,-0.0,-0.8637083993660856,1.0,-0.09548335974643422,-3.3969096671949286,-2.567828843106181,0.0
2019-06-03,-0.0,-0.8684003771213074,1.0,-0.1352137020741672,-3.3748428661219356,-2.4782369578881207,0.0
2019-06-04,-0.0,-0.8588947409794828,1.0,-0.14998820847417657,-3.4015407593742633,-2.4505935067997804,0.0
2019-06-05,-0.0,-0.8712420285453993,1.0,-0.18076222289705438,-3.317491648952323,-2.2222897054357724,0.0
2019-06-06,-0.0,-0.8734656766176694,1.0,-0.15744809819669647,-3.30504621912411,-2.2410213668737686,0.0
2019-06-07,-0.0,-0.9161862864077669,1.0,-0.16171116504854366,-3.2747269417475726,-2.232327063106796,0.0
2019-06-10,-0.0,-0.9210147671336615,1.0,-0.1425217720560394,-3.2648996592199926,-2.2445285876561907,0.0
2019-06-11,-0.0,-0.9126006991944065,1.0,-0.21637026903784767,-3.2495820033439733,-2.2214622283021734,0.0
2019-06-12,-0.0,-0.9019578199410386,1.0,-0.22201224582356946,-3.2307808602313104,-2.2043994255045734,0.0
2019-06-13,-0.0,-0.947064192272589,1.0,-0.26498326741709766,-3.223836324916337,-2.1698357164587767,0.0
2019-06-14,-0.0,-0.912795497185741,1.0,-0.3386116322701688,-3.1807879924953095,-2.07249530956848,0.0
2019-06-17,-0.0,-0.9032790575523374,1.0,-0.340511743077962,-3.191866136414797,-2.0679072559465745,0.0
2019-06-18,-0.0,-0.9142557337730475,1.0,-0.3451506520761505,-3.1751611452555837,-2.0606355868685355,0.0
2019-06-19,-0.0,-0.8823222147600925,1.0,-0.37683754943660924,-3.1606596522647563,-2.0423102753525857,0.0
2019-06-20,-0.0,-0.9018276762402089,1.0,-0.35591197314434914,-3.15852293920179,-2.0436404326743753,0.0
2019-06-21,-0.0,-0.913531598513011,1.0,-0.3539776951672862,-3.1349442379182157,-2.0324907063197024,0.0
2019-06-24,-0.0,-0.8814798239725516,1.0,-0.3601103900947267,-3.1356753934511823,-2.081599164615499,0.0
2019-06-25,-0.0,-0.9008828548111878,1.0,-0.36078344090807923,-3.098672008309222,-2.058609689146079,0.0
2019-06-26,-0.0,-0.8904892716608509,1.0,-0.34004009206325636,-3.0854554903853293,-2.108471304476947,0.0
2019-06-27,-0.0,-0.8833333333333334,1.0,-0.3627232142857143,-3.090178571428572,-2.1042410714285715,0.0
2019-06-28,-0.0,-0.868596881959911,1.0,-0.3701559020044544,-3.087602078693393,-2.097624350408315,0.0
2019-07-01,-0.0,-0.882538517975055,1.0,-0.35707997065297137,-3.045707997065297,-2.051430667644901,0.0
2019-07-02,-0.0,-0.8786918311482496,1.0,-0.3368390721798012,-2.9696729577870626,-2.0182970753493734,0.0
2019-07-03,-0.0,-0.8981755246268119,1.0,-0.3222759068291628,-2.9607701737938994,-2.030071392514603,0.0
2019-07-05,-0.0,-0.9007639089074662,1.0,-0.3133467858172384,-2.9545978668204094,-2.037979244739118,0.0
2019-07-08,-0.0,-0.9014693171996543,1.0,-0.3086286372803227,-2.9509507346586004,-2.0414866032843566,0.0
2019-07-09,-0.0,-0.8974358974358975,1.0,-0.30380293863439933,-2.958225295303947,-2.0430711610486894,0.0
2019-07-10,-0.0,-0.8478464757232522,1.0,-0.28692013563234975,-3.0098838467643025,-2.0698362311521534,0.0
2019-07-11,-0.0,-0.8261928643072073,1.0,-0.3294884653961886,-2.981945837512537,-2.0267230262215215,0.0
2019-07-12,-0.0,-0.8204052612868824,1.0,-0.3434767152506221,-2.9851404194809814,-1.9608247422680412,0.0
2019-07-15,-0.0,-0.8523599658800114,1.0,-0.3731873756042081,-2.965027011657663,-1.9177566107477961,0.0
2019-07-16,-0.0,-0.8604799772791821,1.0,-0.3499005964214712,-2.9578244816813406,-1.9321215563760294,0.0
2019-07-17,-0.0,-0.9343065693430657,1.0,-0.2266719274018544,-2.7393963306372062,-1.6756099164858287,0.0
2019-07-18,-0.0,-0.9347126436781609,1.0,-0.2304761904761905,-2.7403612479474546,-1.6625944170771758,0.0
2019-07-19,-0.0,-0.9426726410121243,1.0,-0.23464681075382182,-2.7552055877701633,-1.6567606747496044,0.0
2019-07-22,-0.0,-0.9271046550016507,1.0,-0.2179597226807527,-2.759854737537141,-1.6979201056454274,0.0
2019-07-23,-0.0,-0.9046639686857295,1.0,-0.2324023087640151,-2.7859085782525046,-1.711404498109202,0.0
2019-07-24,-0.0,-0.9003579952267302,1.0,-0.22825510474675154,-2.788849111641474,-1.7120127287191729,0.0
2019-07-25,-0.0,-0.8799630655586335,1.0,-0.24066745811898166,-2.779118849755969,-1.6956865848832607,0.0
2019-07-26,-0.0,-0.8302094818081589,1.0,-0.22913288799533044,-2.747000453985343,-1.6791620727673648,0.0
2019-07-29,-0.0,-0.7674150096215522,1.0,-0.21751122514432328,-2.7214239897370107,-1.7079538165490697,0.0
2019-07-30,-0.0,-0.7768722325611244,1.0,-0.22101007508181994,-2.713084771866778,-1.7062183148302639,0.0
2019-07-31,-0.0,-0.8210614237985093,1.0,-0.21716782318170133,-2.696479054227705,-1.6903752248779234,0.0
2019-08-01,-0.0,-0.8496384925459082,1.0,-0.22637404824364962,-2.6614626655576172,-1.6609507965960713,0.0
2019-08-02,-0.0,-0.8364193589579875,1.0,-0.21542587153620227,-2.649086962073809,-1.6839484101647297,0.0
2019-08-05,-0.0,-0.8306670882073979,1.0,-0.17957635156496995,-2.622383812835915,-1.6904204868795447,0.0
2019-08-06,-0.0,-0.828943329035427,1.0,-0.19230060784674896,-2.4499293915392646,-1.6687542211579787,0.0
2019-08-07,-0.0,-0.8989570552147238,1.0,-0.14533742331288343,-2.399325153374233,-1.691288343558282,0.0
2019-08-08,-0.0,-0.9130835380835381,1.0,-0.17162162162162162,-2.3921375921375923,-1.6656633906633909,0.0
2019-08-09,-0.0,-0.881161542215715,1.0,-0.15141532454856024,-2.3626159102000974,-1.7053440702781844,0.0
2019-08-12,-0.0,-0.8697530113152453,1.0,-0.16248935393600195,-2.3754106338970677,-1.675812142596423,0.0
2019-08-13,-0.0,-0.8710518338890573,1.0,-0.15277356774780235,-2.375992725068202,-1.6625644134586235,0.0
2019-08-14,-0.0,-0.8837433671008201,1.0,-0.14785335262904006,-2.3481669078630008,-1.6500844187168358,0.0
2019-08-15,-0.0,-0.9203534644194756,1.0,-0.19534176029962547,-2.246196161048689,-1.4901685393258426,0.0
2019-08-16,-0.0,-0.9221896955503514,1.0,-0.19601873536299766,-2.2391686182669788,-1.4974238875878219,0.0
2019-08-19,-0.0,-0.8603671207573308,1.0,-0.1972408219810667,-2.238108981759409,-1.4765643038559226,0.0
2019-08-20,-0.0,-0.8416501836677028,1.0,-0.23424696241876236,-2.147386267307149,-1.4280305170952248,0.0
2019-08-21,-0.0,-0.8436847746375584,1.0,-0.2652451063349692,-2.1276019631071246,-1.4045241721667512,0.0
2019-08-22,-0.0,-0.8457596576191012,1.0,-0.2653451965311409,-2.126816082892218,-1.3933438450275935,0.0
2019-08-23,-0.0,-0.846218818627175,1.0,-0.26549918351258517,-2.126414775606735,-1.392871220226364,0.0
2019-08-26,-0.0,-0.82032073691804,1.0,-0.26347039564952,-2.1046556794850453,-1.3605793241218578,0.0
2019-08-27,-0.0,-0.808385231316726,1.0,-0.25622775800711745,-2.109263790035587,-1.3866214412811388,0.0
2019-08-28,-0.0,-0.8115087094440426,1.0,-0.24892871055707053,-2.1126384328565866,-1.3920641104123768,0.0
2019-08-29,-0.0,-0.7858136300417246,1.0,-0.263643949930459,-2.1270653685674548,-1.386815020862309,0.0
2019-08-30,-0.0,-0.7763383712561589,1.0,-0.27282289763605155,-2.118861761612135,-1.3681005370093562,0.0
2019-09-03,-0.0,-0.7609710550887021,1.0,-0.24803646948975666,-2.1080902949415057,-1.375295216125666,0.0
2019-09-04,-0.0,-0.7029894457644914,1.0,-0.2561197988616898,-2.143338674918495,-1.4233298336740896,0.0
2019-09-05,-0.0,-0.7153875819514076,1.0,-0.24786513139771915,-2.1482012010357554,-1.3978293206985841,0.0
2019-09-06,-0.0,-0.7250967385295743,1.0,-0.23250414593698177,-2.1545605306799334,-1.4157545605306798,0.0
2019-09-09,-0.0,-0.7501499863648758,1.0,-0.22492500681756203,-2.1016634851377147,-1.3772566130351787,0.0
2019-09-10,-0.0,-0.756494744294973,1.0,-0.22057622133870705,-2.084799302870214,-1.384456184303687,0.0
2019-09-11,-0.0,-0.7723754496893055,1.0,-0.19878992695955522,-2.078164177477379,-1.401449907336749,0.0
2019-09-12,-0.0,-0.7257338180239813,1.0,-0.21561499647333296,-2.075253648743964,-1.409039118875807,0.0
2019-09-13,-0.0,-0.7281205942956296,1.0,-0.21743845569894804,-2.0722806637024185,-1.4046198893829303,0.0
2019-09-16,-0.0,-0.7509478293373205,1.0,-0.2169594702835478,-1.9973834570406366,-1.374646232712127,0.0
2019-09-17,-0.0,-0.7552589428723973,1.0,-0.21441537640149494,-1.9991991457554725,-1.370154831820609,0.0
2019-09-18,-0.0,-0.7102149111170071,1.0,-0.1824356593260812,-2.0024409657734146,-1.4113557972937116,0.0
2019-09-19,-0.0,-0.688665785997358,1.0,-0.1781241743725231,-2.027582562747688,-1.3895904887714663,0.0
2019-09-20,-0.0,-0.7003384810662154,1.0,-0.19880473873492702,-2.0079331499894226,-1.381637402157817,0.0
2019-09-23,-0.0,-0.6905601659751038,1.0,-0.15860995850622406,-1.9894190871369295,-1.3481846473029044,0.0
2019-09-24,-0.0,-0.685635874067937,1.0,-0.12629453189726594,-2.0055923777961886,-1.3606048053024025,0.0
2019-09-25,-0.0,-0.671724209113898,1.0,-0.12994787634824792,-2.012901893998039,-1.3461836197553803,0.0
2019-09-26,-0.0,-0.6298670590089853,1.0,-0.24507382691398244,-2.0685197835111135,-1.3111765014975565,0.0
2019-09-27,-0.0,-0.5752240213802862,1.0,-0.21961955667347902,-2.098569407325892,-1.3468008174815282,0.0
2019-09-30,-0.0,-0.5922157875515208,1.0,-0.18025773464809305,-2.101006939009756,-1.3438201074763918,0.0
2019-10-01,-0.0,-0.5788456516061635,1.0,-0.19070253329851136,-2.1025332985113607,-1.351214416296683,0.0
2019-10-02,-0.0,-0.6203124178193867,1.0,-0.2385210119391995,-2.090043654341766,-1.3107347604270763,0.0
2019-10-03,-0.0,-0.7047544409613377,1.0,-0.21938349007314525,-2.068443051201672,-1.2320794148380356,0.0
2019-10-04,-0.0,-0.7252315905165646,1.0,-0.22630449573454756,-2.0461610927932172,-1.235986811116345,0.0
2019-10-07,-0.0,-0.7310862986538662,1.0,-0.20056349786079516,-2.043149326933111,-1.2427214859647293,0.0
2019-10-08,-0.0,-0.7277386622489128,1.0,-0.14418098985297162,-2.0697349347691034,-1.2354007040795196,0.0
2019-10-09,-0.0,-0.7302584165551325,1.0,-0.11798620405641924,-2.0811798620405644,-1.2182641820240916,0.0
2019-10-10,-0.0,-0.7722980062959077,1.0,-0.1816894018887723,-2.0421825813221406,-1.2504197271773347,0.0
2019-10-11,-0.0,-0.7872115740007392,1.0,-0.2638470880194308,-1.9706425893658588,-1.2584085748983578,0.0
2019-10-14,-0.0,-0.7171045689564209,1.0,-0.34341036192888047,-2.0185185185185186,-1.1968977524533082,0.0
2019-10-15,-0.0,-0.7257012566944164,1.0,-0.34577655230924226,-2.026035314703855,-1.204994962617318,0.0
2019-10-16,-0.0,-0.7398607345984161,1.0,-0.3712326582682188,-2.017275288364429,-1.1870515069366927,0.0
2019-10-17,-0.0,-0.7096619387863923,1.0,-0.4143649354804308,-2.0073051082435747,-1.200863815719313,0.0
2019-10-18,-0.0,-0.7223021582733812,1.0,-0.4053290700772715,-2.0162536637356783,-1.1851851851851851,0.0
2019-10-21,-0.0,-0.600410699241786,1.0,-0.4080665543386689,-1.9846251053074977,-1.2722725358045492,0.0
2019-10-22,-0.0,-0.5403309741881765,1.0,-0.4021128226477935,-1.9597731057452124,-1.3017797668609492,0.0
2019-10-23,-0.0,-0.5463220675944335,1.0,-0.31888667992047715,-1.8133697813121274,-1.2916003976143142,0.0
2019-10-24,-0.0,-0.5207577188882812,1.0,-0.4298712275642619,-1.7604037189877193,-1.2608760503157161,0.0
2019-10-25,-0.0,-0.5223287467090557,1.0,-0.42143957081118677,-1.7619094928220158,-1.2617853062441013,0.0
2019-10-28,-0.0,-0.5521771584971387,1.0,-0.43936302562826574,-1.736849962677283,-1.2480218959940286,0.0
2019-10-29,-0.0,-0.5551762225123005,1.0,-0.49457776885229443,-1.7110653680088364,-1.259765036650266,0.0
2019-10-30,-0.0,-0.5217034376603387,1.0,-0.5200615700359159,-1.7842483324781941,-1.3048742945100051,0.0
2019-10-31,-0.0,-0.5012081641046733,1.0,-0.548866382191147,-1.7633540691995273,-1.3277466454166882,0.0
2019-11-01,-0.0,-0.5008998817298298,1.0,-0.5483622152517098,-1.7662878593099194,-1.3266313570216486,0.0
2019-11-04,-0.0,-0.5100249987245549,1.0,-0.4771185143615122,-1.7943982449875007,-1.3202387633284016,0.0
2019-11-05,-0.0,-0.5207915702904138,1.0,-0.5199691595990747,-1.7744538679002828,-1.3249036237471086,0.0
2019-11-06,-0.0,-0.5124655208996394,1.0,-0.5221727137704223,-1.8191173350307661,-1.4506683640993,0.0
2019-11-07,-0.0,-0.4980674253811467,1.0,-0.5680695726862787,-1.8348722353446425,-1.4673072793643978,0.0
2019-11-08,-0.0,-0.4686796095677357,1.0,-0.5717043869998928,-1.8409846615896173,-1.4817118953126678,0.0
2019-11-11,-0.0,-0.4505221013904669,1.0,-0.6103446410214792,-1.850348969323162,-1.499161391548991,0.0
2019-11-12,-0.0,-0.4473627206758367,1.0,-0.6178381891042998,-1.8493447416874258,-1.5007581501137226,0.0
2019-11-13,-0.0,-0.45782601509558696,1.0,-0.7431546471268801,-1.8162084733623491,-1.492149192881935,0.0
2019-11-14,-0.0,-0.4598315070756016,1.0,-0.746159352458565,-1.8149330983976655,-1.485380760971312,0.0
2019-11-15,-0.0,-0.4559325768425691,1.0,-0.7710697366971465,-1.7940398810179572,-1.4873857001211852,0.0
2019-11-18,-0.0,-0.4961836798014273,1.0,-1.0521874030406453,-1.9690350605026374,-1.6879925535215639,0.0
2019-11-19,-0.0,-0.6370160528800756,1.0,-1.0089392508655965,-1.9496380232924142,-1.69971671388102,0.0
2019-11-20,-0.0,-0.6410901995342103,1.0,-1.0139736891798325,-1.9459935796563226,-1.6933971171397997,0.0
2019-11-21,-0.0,-0.6161642078255292,1.0,-1.1225144323284155,-1.9352790250160357,-1.7404746632456702,0.0
2019-11-22,-0.0,-0.6185873136214304,1.0,-1.0401187768511497,-1.892532221379833,-1.7666793025018952,0.0
2019-11-25,-0.0,-0.6202035526898034,1.0,-1.0517731841456477,-1.8968329224350464,-1.752702446425185,0.0
2019-11-26,-0.0,-0.5919500346981262,1.0,-1.0552646520724245,-1.8949593085609742,-1.7665131537442431,0.0
2019-11-27,-0.0,-0.5868180384736676,1.0,-1.0549984232103438,-1.8970040996531061,-1.7683380637023023,0.0
2019-11-29,-0.0,-0.5844522524783536,1.0,-1.0399673735725938,-1.8788430166896726,-1.7710503199899612,0.0
2019-12-02,-0.0,-0.607436969466616,1.0,-1.1197896870644877,-1.859685797542126,-1.7477511719244898,0.0
2019-12-03,-0.0,-0.5983699772554966,1.0,-1.1029820571139752,-1.8629643669446552,-1.7536012130401817,0.0
2019-12-04,-0.0,-0.6376056427527482,1.0,-1.1148249348668742,-1.8585499142149076,-1.743470801296308,0.0
2019-12-05,-0.0,-0.609672068393518,1.0,-1.153375015949981,-1.8128110246267706,-1.804198034962358,0.0
2019-12-06,-0.052495974235104666,-0.6787761674718197,1.0,-1.1596135265700482,-1.8197101449275361,-1.7306280193236714,0.0
2019-12-09,-0.01244514311914587,-0.5980873780048471,1.0,-1.2595794851640794,-1.8960503045785027,-1.783978515752931,0.0
2019-12-10,-0.10768793923475545,-0.5797543834741251,1.0,-1.5691062681905303,-2.0959750124228016,-1.7462199190743237,0.0
2019-12-11,-0.12222301085953581,-0.5601533110937612,1.0,-1.5751295336787567,-2.0861665128823907,-1.7540634537582511,0.0
