Date,BBN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.12698440853539564,-0.2395657803714281,-0.0,-0.21634709189917875,-0.19089344945633857,0.0
2018-09-25,1.0,-0.12833153050910573,-0.23901902718422496,-0.0,-0.2159665206674587,-0.18997038639547462,0.0
2018-09-26,1.0,-0.12683856262687418,-0.23952063819936606,-0.0,-0.2181167420492183,-0.19621425264432493,0.0
2018-09-27,1.0,-0.12879057517084283,-0.23590546697038728,-0.0,-0.2185364464692483,-0.19639806378132119,0.0
2018-09-28,1.0,-0.12876239297983302,-0.23612965237357825,-0.0,-0.21859703458464605,-0.19648991651981987,0.0
2018-10-01,1.0,-0.12856862989545673,-0.23697661579012982,-0.0,-0.2186147571639744,-0.19679780583803808,0.0
2018-10-02,1.0,-0.1290724808065694,-0.23555816811842037,-0.0,-0.21922371257058376,-0.19743850086392706,0.0
2018-10-03,1.0,-0.1286149569679799,-0.22975356818303308,-0.0,-0.22175299798649348,-0.20174266317421286,0.0
2018-10-04,1.0,-0.13075319399155397,-0.22668876178257694,-0.0,-0.22458616204272913,-0.19983606849485933,0.0
2018-10-05,1.0,-0.13423370312807045,-0.23052325062079065,-0.0,-0.22391339300069674,-0.19777765868124408,0.0
2018-10-08,1.0,-0.1399107531562908,-0.24200043535045712,-0.0,-0.22768828907270353,-0.20436076041213178,0.0
2018-10-09,1.0,-0.14516569307200958,-0.24459973430874776,-0.0,-0.22767556550381246,-0.2023621044203017,0.0
2018-10-10,1.0,-0.15522691561142435,-0.2515574452352343,-0.0,-0.23974489324336812,-0.202088917644884,0.0
2018-10-11,1.0,-0.14031749483527237,-0.24279656409698813,-0.0,-0.23070928926099094,-0.19836178463991883,0.0
2018-10-12,1.0,-0.139998563011927,-0.2384142836614456,-0.0,-0.22553527805719215,-0.19226900416726542,0.0
2018-10-15,1.0,-0.13884902411021813,-0.23841130884041328,-0.0,-0.22499282433983925,-0.191679822043628,0.0
2018-10-16,1.0,-0.1345096489021454,-0.24681065152549683,-0.0,-0.22445825996334495,-0.19105544974305527,0.0
2018-10-17,1.0,-0.12700299895302822,-0.23178890209926714,-0.0,-0.22213546749951205,-0.1936010505208241,0.0
2018-10-18,1.0,-0.12742382271468145,-0.23300660558278288,-0.0,-0.2215178634846225,-0.19374600468783293,0.0
2018-10-19,1.0,-0.12244502396391316,-0.22698759515083167,-0.0,-0.22074992951790245,-0.19186989004792782,0.0
2018-10-22,1.0,-0.12260941603652195,-0.22716937232298662,-0.0,-0.2208414855551443,-0.19202227980187897,0.0
2018-10-23,1.0,-0.12185014724294203,-0.22735368283693946,-0.0,-0.2216579378934561,-0.19250912553562927,0.0
2018-10-24,1.0,-0.12125964825714589,-0.22383956578437247,-0.0,-0.22255313149825542,-0.19456878017833856,0.0
2018-10-25,1.0,-0.1077137019932357,-0.20289456967740827,-0.0,-0.22553951276460588,-0.1806960015108074,0.0
2018-10-26,1.0,-0.09866616697613409,-0.19758785752005859,-0.0,-0.23002231572492035,-0.17723114661942316,0.0
2018-10-29,1.0,-0.09263653930908228,-0.1985456148082856,-0.0,-0.22626029765738886,-0.17766213513238635,0.0
2018-10-30,1.0,-0.09244851258581235,-0.19854224934316467,-0.0,-0.22625646241206882,-0.1778286295448767,0.0
2018-10-31,1.0,-0.09467704962243796,-0.18980919633225457,-0.0,-0.22535733549083065,-0.17570118662351672,0.0
2018-11-01,1.0,-0.08355940485618481,-0.1991844575125954,-0.0,-0.22570643840463714,-0.1765548384922574,0.0
2018-11-02,1.0,-0.084860189772441,-0.1924426904022168,-0.0,-0.22708875640272064,-0.17502729028465863,0.0
2018-11-05,1.0,-0.08679702487126847,-0.18841921044660587,-0.0,-0.22759398243193216,-0.17997172954598997,0.0
2018-11-06,1.0,-0.08709188825311344,-0.18864018848872435,-0.0,-0.22743184113093237,-0.1797711208347358,0.0
2018-11-07,1.0,-0.08693458038252559,-0.18860497586085082,-0.0,-0.22700893232627378,-0.17962218446683598,0.0
2018-11-08,1.0,-0.07526630380338598,-0.18898387150632784,-0.0,-0.2229438674992487,-0.182422279360203,0.0
2018-11-09,1.0,-0.07446026335138026,-0.1895261011964441,-0.0,-0.22440010694472295,-0.18262482454381393,0.0
2018-11-12,1.0,-0.07440273037542662,-0.18183634396070922,-0.0,-0.2274202946807625,-0.18122034462665446,0.0
2018-11-13,1.0,-0.061049295077095785,-0.17925182421500974,-0.0,-0.23054445801829168,-0.1800277346716413,0.0
2018-11-14,1.0,-0.0624255853948935,-0.17922344225426642,-0.0,-0.2317270803016272,-0.18026524672575736,0.0
2018-11-15,1.0,-0.06222757891956149,-0.179170519085986,-0.0,-0.23264760269449217,-0.17697464007396643,0.0
