Date,IWF,IWM,MTUM,SPY,TA,VLUE,VXX
2018-11-12,-0.9498619261304798,-2.3545909561615463,-0.0,-2.226354849844667,1.0,-2.098722816706938,0.0
2018-11-13,-0.8770094411839755,-2.3311218848345665,-0.0,-2.2187632899549206,1.0,-2.0786765331291996,0.0
2018-11-14,-0.8881466255566974,-2.3455806783144912,-0.0,-2.2377526550188422,1.0,-2.09309695101062,0.0
2018-11-15,-0.8831512461590987,-2.340645271423694,-0.0,-2.2353192215773303,1.0,-2.0762205530897915,0.0
2018-11-16,-0.8729738952397201,-2.319740658590684,-0.0,-2.239720184268896,1.0,-2.098532673605187,0.0
2018-11-19,-0.869865938007002,-2.323541969088891,-0.0,-2.2440440611390997,1.0,-2.101613867304244,0.0
2018-11-20,-0.755834677077145,-2.3041670202834594,-0.0,-2.2616481371467367,1.0,-2.1651531867945346,0.0
2018-11-21,-0.757517540928834,-2.2707985299031073,-0.0,-2.2373872368860677,1.0,-2.0871199465419314,0.0
2018-11-23,-0.7573713143428286,-2.24704314509412,-0.0,-2.240046643344994,1.0,-2.084624354489422,0.0
2018-11-26,-0.756280777898339,-2.2674234204156583,-0.0,-2.239629413237626,1.0,-2.0831316250730323,0.0
2018-11-27,-0.7275068538672426,-2.279720860679571,-0.0,-2.2292099360305726,1.0,-2.071363296502451,0.0
2018-11-28,-0.7297881179891982,-2.2738678853344414,-0.0,-2.2320731200664725,1.0,-2.073369339426672,0.0
2018-11-29,-0.6471066981362416,-2.2225929844551153,-0.0,-2.2030601448685605,1.0,-2.0659233336046228,0.0
2018-11-30,-0.6475903614457831,-2.224519700423315,-0.0,-2.206528817974601,1.0,-2.062031911429502,0.0
2018-12-03,-0.6426074941071284,-2.2228724701292366,-0.0,-2.203690156872308,1.0,-2.0588474355848168,0.0
2018-12-04,-0.6196909635142788,-2.2276514845077258,-0.0,-2.191489361702128,1.0,-2.0510476498665153,0.0
2018-12-06,-0.5728709055876685,-2.038304431599229,-0.0,-2.1479768786127167,1.0,-1.9479768786127165,0.0
2018-12-07,-0.5817003548835056,-2.039577225736769,-0.0,-2.1504397469526304,1.0,-1.9431414905107234,0.0
2018-12-10,-0.5056704980842911,-2.068888888888889,-0.0,-2.1715708812260535,1.0,-1.916704980842912,0.0
2018-12-11,-0.48410549926521784,-2.100549153066749,-0.0,-2.1865573516899994,1.0,-1.9634155773841755,0.0
2018-12-12,-0.4854203728053214,-2.1002397710573133,-0.0,-2.18648000618764,1.0,-1.962487431355867,0.0
2018-12-13,-0.4846867749419954,-2.0910286156225832,-0.0,-2.1988399071925753,1.0,-1.9593967517401394,0.0
2018-12-14,-0.4882534775888718,-2.0839258114374037,-0.0,-2.1983771251931996,1.0,-1.9574188562596604,0.0
2018-12-17,-0.45170933619500236,-2.0732791660279015,-0.0,-2.166487812356278,1.0,-1.9737084163728347,0.0
2018-12-18,-0.4206828826106663,-2.0341441305333134,-0.0,-2.140353527723221,1.0,-1.9589061791811453,0.0
2018-12-19,-0.438439350235312,-2.0404584788219218,-0.0,-2.1456657051768633,1.0,-1.9661454379839076,0.0
2018-12-20,-0.4325493171471927,-2.0141122913505307,-0.0,-2.1760242792109254,1.0,-1.9645675265553868,0.0
2018-12-21,-0.4170544963218736,-1.999774808587299,-0.0,-2.163188710403843,1.0,-1.92636240804684,0.0
2018-12-24,-0.3655562165377752,-1.9472784057108865,-0.0,-2.1538518738845926,1.0,-1.9693634741225465,0.0
2018-12-26,-0.3576979472140763,-1.9568181818181818,-0.0,-2.0906158357771263,1.0,-1.9262463343108502,0.0
2018-12-27,-0.2267228865694339,-1.8493122278288519,-0.0,-1.920854358194512,1.0,-1.9154627773553607,0.0
2018-12-28,-0.21825341992538344,-1.8584358159458338,-0.0,-1.9204780986596655,1.0,-1.9117037446455714,0.0
2018-12-31,-0.2227832341956011,-1.8546133628441002,-0.0,-1.923710056716005,1.0,-1.9155484852676719,0.0
2019-01-02,-0.21561723280861642,-1.8524578845622757,-0.0,-1.9193592930129801,1.0,-1.916666666666667,0.0
2019-01-03,-0.21133771171793986,-1.8565502938126512,-0.0,-1.9198755617006569,1.0,-1.9254752851711026,0.0
2019-01-04,-0.1315083568333448,-1.8885067748813535,-0.0,-1.9030882454089002,1.0,-1.9550175390329458,0.0
2019-01-07,-0.0741660514128465,-1.822874018390496,-0.0,-1.8992549835559431,1.0,-1.9156319216054767,0.0
2019-01-08,-0.08235452043761325,-1.78830794013021,-0.0,-1.9272434391569904,1.0,-1.9140210752399487,0.0
2019-01-09,-0.0789156626506024,-1.7753012048192771,-0.0,-1.9235609103078983,1.0,-1.9156626506024097,0.0
2019-01-10,-0.08355704697986577,-1.7714765100671144,-0.0,-1.9383221476510069,1.0,-1.9180536912751678,0.0
2019-01-11,-0.09198694464797175,-1.7066542329980683,-0.0,-1.9271964297608737,1.0,-1.9350562845533867,0.0
2019-01-14,-0.1034505728750333,-1.7047029043431923,-0.0,-1.9224620303756996,1.0,-1.9307220889954702,0.0
2019-01-15,-0.10694795687475044,-1.6973246372953545,-0.0,-1.9200053241048847,1.0,-1.9309197391188606,0.0
2019-01-16,-0.08021496815286625,-1.7032908704883227,-0.0,-1.9012738853503184,1.0,-1.9501061571125267,0.0
2019-01-17,-0.0734642597368247,-1.703431858758183,-0.0,-1.8948621305296567,1.0,-1.9406863717516363,0.0
2019-01-18,-0.09150594993844892,-1.7452468882505812,-0.0,-1.9540418547394336,1.0,-2.048215018465326,0.0
2019-01-22,-0.0,-1.7841494845360824,-0.0,-2.183061282932417,1.0,-2.1920103092783507,0.0
2019-01-23,-0.0,-1.6965299231266613,-0.0,-2.219412314103024,1.0,-2.2684819311732163,0.0
2019-01-24,-0.0,-1.6881091617933723,-0.0,-2.258104108006642,1.0,-2.273482059057108,0.0
2019-01-25,-0.0,-1.5969433623014684,-0.0,-2.464189391669164,1.0,-2.4306263110578366,0.0
2019-01-28,-0.0,-1.5769201892033935,-0.0,-2.498310683985284,1.0,-2.4328403033260755,0.0
2019-01-29,-0.0,-1.53685079555689,-0.0,-2.5030021014710298,1.0,-2.4654758330831585,0.0
2019-01-30,-0.0,-1.5348243770639447,-0.0,-2.5009756829780847,1.0,-2.4694536175322725,0.0
2019-01-31,-0.0,-1.5739110810200858,-0.0,-2.4247348228390884,1.0,-2.524110434063041,0.0
2019-02-01,-0.0,-1.5858033135734915,-0.0,-2.460252317981456,1.0,-2.5538835689314485,0.0
2019-02-04,-0.0,-1.5927446954141,-0.0,-2.466423302152255,1.0,-2.5459730778005936,0.0
2019-02-05,-0.0,-1.584271372071798,-0.0,-2.458016428354122,1.0,-2.5634317006388803,0.0
2019-02-06,-0.0,-1.5742107265119816,-0.0,-2.459946747812856,1.0,-2.5732978318752378,0.0
2019-02-07,-0.0,-1.5727653100038037,-0.0,-2.4681627995435527,1.0,-2.5665271966527197,0.0
2019-02-08,-0.0,-1.5758107592521937,-0.0,-2.4985883250667684,1.0,-2.556276230446395,0.0
2019-02-11,-0.0,-1.539353264185479,-0.0,-2.5062538133007934,1.0,-2.5809182428309945,0.0
2019-02-12,-0.0,-1.548073268982291,-0.0,-2.502546173139774,1.0,-2.5498973930227256,0.0
2019-02-13,-0.0,-1.5584257711593983,-0.0,-2.5012915970217295,1.0,-2.537912171402523,0.0
2019-02-14,-0.0,-1.5430817370067924,-0.0,-2.5367473097763873,1.0,-2.5520109898496526,0.0
2019-02-15,-0.0,-1.5837788299984727,-0.0,-2.5180998930808003,1.0,-2.535206965022147,0.0
2019-02-19,-0.0,-1.5308053284892524,-0.0,-2.5258098698153195,1.0,-2.5123372691492585,0.0
2019-02-20,-0.0,-1.55067721807944,-0.0,-2.544589864556384,1.0,-2.51392482118399,0.0
2019-02-21,-0.0,-1.5183500151653018,-0.0,-2.5411737943585075,1.0,-2.523127085228996,0.0
2019-02-22,-0.0,-1.4959196010276559,-0.0,-2.5508538612664347,1.0,-2.5095964938794015,0.0
2019-02-25,-0.0,-1.4985520499923792,-0.0,-2.5839048925468675,1.0,-2.5383325712543816,0.0
2019-02-26,-0.0,-1.5022865853658536,-0.0,-2.5844512195121947,1.0,-2.5352134146341463,0.0
2019-02-27,-0.0,-1.5128694722370735,-0.0,-2.59344688001222,1.0,-2.5312762544871306,0.0
2019-02-28,-0.0,-1.511230356458413,-0.0,-2.5992334227673433,1.0,-2.555308547336144,0.0
2019-03-01,-0.0,-1.5147892720306513,-0.0,-2.5984674329501916,1.0,-2.549501915708812,0.0
2019-03-04,-0.0,-1.5058958652373662,-0.0,-2.591960183767228,1.0,-2.559111791730475,0.0
2019-03-05,-0.0,-1.496231349023227,-0.0,-2.6269804645439163,1.0,-2.5678357175819104,0.0
2019-03-06,-0.0,-1.4929653263627278,-0.0,-2.6291227800415164,1.0,-2.566002921503806,0.0
2019-03-07,-0.0,-1.4240293488229898,-0.0,-2.6656221339040047,1.0,-2.55327117089575,0.0
2019-03-08,-0.0,-1.412998065764023,-0.0,-2.74073500967118,1.0,-2.5831334622823983,0.0
2019-03-11,-0.0,-1.4361886732923173,-0.0,-2.7844297207761475,1.0,-2.667139927433349,0.0
2019-03-12,-0.0,-1.3583480636349026,-0.0,-2.869998393058011,1.0,-2.8063634902780006,0.0
2019-03-13,-0.0,-1.4139640738031374,-0.0,-2.89474112005202,1.0,-2.819393643826709,0.0
2019-03-14,-0.0,-1.4190507152145644,-0.0,-2.8919050715214567,1.0,-2.81648244473342,0.0
2019-03-15,-0.0,-1.421009572118138,-0.0,-2.9129509940276526,1.0,-2.8472551746707024,0.0
2019-03-18,-0.0,-1.490640147083403,-0.0,-2.9683269262911582,1.0,-2.8981280294166805,0.0
2019-03-19,-0.0,-1.486576344443521,-0.0,-2.9244451832765357,1.0,-2.900839497963594,0.0
2019-03-20,-0.0,-1.4924559932942163,-0.0,-2.9497904442581726,1.0,-2.9400670578373846,0.0
2019-03-21,-0.0,-1.4938912133891216,-0.0,-2.9620920502092054,1.0,-2.9122175732217572,0.0
2019-03-22,-0.0,-1.4734509574379129,-0.0,-2.998996571619701,1.0,-2.8894556401036877,0.0
2019-03-25,-0.0,-1.2727272727272727,-0.0,-3.0614561908679554,1.0,-2.8928835870012337,0.0
2019-03-26,-0.0,-1.295152722443559,-0.0,-3.067314077025232,1.0,-2.9376660026560426,0.0
2019-03-27,-0.0,-1.261255285631374,-0.0,-3.0887986070806734,1.0,-2.941132576071636,0.0
2019-03-28,-0.0,-1.2596161834344106,-0.0,-3.0879787322422527,1.0,-2.9602060314031737,0.0
2019-03-29,-0.0,-1.2412014310674766,-0.0,-3.0999251185622763,1.0,-2.9790331974373907,0.0
2019-04-01,-0.0,-1.2529660665394506,-0.0,-3.080809756906994,1.0,-2.9629137973948394,0.0
2019-04-02,-0.0,-1.2821233669588226,-0.0,-3.096328758061849,1.0,-2.8900281131139405,0.0
2019-04-03,-0.0,-1.277428949107733,-0.0,-3.111450760079313,1.0,-2.8728519497686715,0.0
2019-04-04,-0.0,-1.275236200895077,-0.0,-3.1286258909332005,1.0,-2.883888612630532,0.0
2019-04-05,-0.0,-1.2498966685955195,-0.0,-3.127717615937836,1.0,-2.888815408779036,0.0
2019-04-08,-0.0,-1.2364881590890338,-0.0,-3.126908160739335,1.0,-2.8881095799983494,0.0
2019-04-09,-0.0,-1.2324463234684573,-0.0,-3.1634750891154773,1.0,-2.893890408687723,0.0
2019-04-10,-0.0,-1.2038369304556353,-0.0,-3.177788803440007,1.0,-2.8876209377325726,0.0
2019-04-11,-0.0,-1.1575061525840853,-0.0,-3.2064807219031994,1.0,-2.8394585726004924,0.0
2019-04-12,-0.0,-1.1622907778142435,-0.0,-3.205037742041352,1.0,-2.837463078437808,0.0
2019-04-15,-0.0,-1.148578811369509,-0.0,-3.128956718346253,1.0,-2.7973998708010335,0.0
2019-04-16,-0.0,-1.1559291892328833,-0.0,-3.128930563414437,1.0,-2.7985611510791366,0.0
2019-04-17,-0.0,-1.1037281054153945,-0.0,-3.150490117306765,1.0,-2.780572071348224,0.0
2019-04-18,-0.0,-1.1048451788865714,-0.006337237285416332,-3.1376544200224608,1.0,-2.772902294240333,0.0
2019-04-22,-0.0,-1.1158919092810038,-0.0,-3.145166479009168,1.0,-2.7814058227440883,0.0
2019-04-23,-0.0,-1.1189277136437592,-0.02959634306965213,-2.98659642054699,1.0,-2.612535833268769,0.0
2019-04-24,-0.0,-1.1009875019287145,-0.03803425397315229,-2.965977472612251,1.0,-2.6099367381576912,0.0
2019-04-25,-0.0,-1.084472241525751,-0.05721565902246931,-2.970813064628214,1.0,-2.6089105088410167,0.0
2019-04-26,-0.0,-1.0604823175899531,-0.053702134216811775,-2.9753447877340324,1.0,-2.6151475460359044,0.0
2019-04-29,-0.0,-1.049765041214082,-0.044757722825668284,-2.980509976118943,1.0,-2.6285340112472073,0.0
2019-04-30,-0.0,-1.0677150927551722,-0.044888922818535765,-2.9413695701961986,1.0,-2.5802733033055962,0.0
2019-05-01,-0.0,-1.093654667480171,-0.043090298962782186,-2.922589993898719,1.0,-2.5672666259914583,0.0
2019-05-02,-0.0,-1.0959969500571867,-0.03438810522302707,-2.9107891727030117,1.0,-2.583606557377049,0.0
2019-05-03,-0.0,-1.1032484367851152,-0.0332469116974226,-2.9073509226780536,1.0,-2.5815921915510143,0.0
2019-05-06,-0.0,-1.0466372489348752,-0.053864881314668295,-2.9156269020085213,1.0,-2.5919811320754715,0.0
2019-05-07,-0.0,-1.0477999848012767,-0.06672239531879322,-2.8980925602249408,1.0,-2.5867467132760846,0.0
2019-05-08,-0.0,-1.0272435897435899,-0.12232905982905984,-2.874542124542125,1.0,-2.60721916971917,0.0
2019-05-09,-0.0,-1.0379746835443038,-0.12013808975834293,-2.886536248561565,1.0,-2.627004219409283,0.0
2019-05-10,-0.0,-1.043921265920494,-0.11555384021613277,-2.90775762253956,1.0,-2.6517946738710925,0.0
2019-05-13,-0.0,-1.0437702640111164,-0.10236220472440945,-2.91230507951212,1.0,-2.661185734136174,0.0
2019-05-14,-0.0,-0.8386134923592994,-0.23622810286992177,-2.8050689526649277,1.0,-2.5745061498322777,0.0
2019-05-15,-0.0,-0.8431091676718938,-0.28354945717732205,-2.8517792521109766,1.0,-2.560841375150784,0.0
2019-05-16,-0.0,-0.8441706593657313,-0.2838999163434482,-2.893451973534109,1.0,-2.583542474712906,0.0
2019-05-17,-0.0,-0.8417480170835876,-0.2913361805979256,-2.879957291031117,1.0,-2.613483831604637,0.0
2019-05-20,-0.0,-0.8186658553282118,-0.3098805811211683,-2.8688674222256028,1.0,-2.608960219061383,0.0
2019-05-21,-0.0,-0.8130692167577415,-0.3161809350333941,-2.858151183970856,1.0,-2.6021554341226474,0.0
2019-05-22,-0.0,-0.782193235249507,-0.3472622478386167,-2.860988927650538,1.0,-2.593280752313059,0.0
2019-05-23,-0.0,-0.7836429542365201,-0.381739918441323,-2.838921613049388,1.0,-2.547424860293007,0.0
2019-05-24,-0.0,-0.7405376990087114,-0.392610393511565,-2.830504656052869,1.0,-2.5461099429258036,0.0
2019-05-28,-0.0,-0.7565794434808838,-0.3827765628534801,-2.8447326747605763,1.0,-2.556896161677098,0.0
2019-05-29,-0.0,-0.7706953642384106,-0.38643889223359423,-2.845650210716436,1.0,-2.5228025285972304,0.0
2019-05-30,-0.0,-0.7641331421239339,-0.3831232545852517,-2.8562910408332702,1.0,-2.5441165370971395,0.0
2019-05-31,-0.0,-0.7599488452569022,-0.3780937335439705,-2.839389152185361,1.0,-2.5453998344993605,0.0
2019-06-03,-0.0,-0.7615923661845833,-0.40867750111823464,-2.8156403757268524,1.0,-2.469062173848218,0.0
2019-06-04,-0.0,-0.7565411852404026,-0.4108087961237421,-2.820797614610511,1.0,-2.4661945583302276,0.0
2019-06-05,-0.0,-0.7174264705882353,-0.4597058823529412,-2.826764705882353,1.0,-2.3490441176470584,0.0
2019-06-06,-0.0,-0.748245549235429,-0.41006131343724606,-2.823003619708946,1.0,-2.405924503213415,0.0
2019-06-07,-0.0,-0.7730061349693252,-0.4160691847143174,-2.8044940498189077,1.0,-2.398033853204228,0.0
2019-06-10,-0.0,-0.7777450257921887,-0.4118644067796611,-2.7815033161385414,1.0,-2.3981577008106116,0.0
2019-06-11,-0.0,-0.7839263165713436,-0.4830275570080963,-2.7731560573423457,1.0,-2.387655054594073,0.0
2019-06-12,-0.0,-0.7909117690381499,-0.4759905729857122,-2.7364118426866986,1.0,-2.3614670790985413,0.0
2019-06-13,-0.0,-0.8517026730135481,-0.5222262907359941,-2.671475649945075,1.0,-2.2779934090076894,0.0
2019-06-14,-0.0,-0.8368944826576906,-0.5437582321088833,-2.677886726181765,1.0,-2.258890677594029,0.0
2019-06-17,-0.0,-0.8269455822118197,-0.5476887068461088,-2.6879754242246925,1.0,-2.251609128145114,0.0
2019-06-18,-0.0,-0.8293003874552234,-0.5452152935156078,-2.687623364281015,1.0,-2.2483368667300243,0.0
2019-06-19,-0.0,-0.8221326493220961,-0.5783070721876146,-2.705166727739099,1.0,-2.2230853792598024,0.0
2019-06-20,-0.0,-0.839825881658551,-0.5588756086764055,-2.7331415080419066,1.0,-2.24597904677586,0.0
2019-06-21,-0.0,-0.8650293091934407,-0.5570230763523039,-2.7305038213252204,1.0,-2.2674927654522516,0.0
2019-06-24,-0.0,-0.8524309433400341,-0.56734420370784,-2.729134092770456,1.0,-2.2965527510982056,0.0
2019-06-25,-0.0,-0.8345125493408803,-0.5761525284873762,-2.7376182319207567,1.0,-2.299471214716616,0.0
2019-06-26,-0.0,-0.832463854523774,-0.5565658071247578,-2.719555820539574,1.0,-2.3440900283201667,0.0
2019-06-27,-0.0,-0.8109919571045575,-0.5828120345546618,-2.711870717902889,1.0,-2.3413762287756925,0.0
2019-06-28,-0.0,-0.7776951672862453,-0.5893680297397769,-2.7271375464684016,1.0,-2.3406691449814123,0.0
2019-07-01,-0.0,-0.7781110542102567,-0.5755358841173458,-2.678689004316336,1.0,-2.2835613431853097,0.0
2019-07-02,-0.0,-0.772355389694273,-0.5495909286637003,-2.607506817855605,1.0,-2.2473087412085544,0.0
2019-07-03,-0.0,-0.7679105540521294,-0.5471442814413902,-2.5829653895456492,1.0,-2.223472439823387,0.0
2019-07-05,-0.0,-0.7479374110953059,-0.550284495021337,-2.5832147937411096,1.0,-2.230867709815078,0.0
2019-07-08,-0.0,-0.7593632293369341,-0.5354985431028356,-2.5760073910880537,1.0,-2.235946272475304,0.0
2019-07-09,-0.0,-0.7561096902529127,-0.5317561807331629,-2.5780761579994316,1.0,-2.2383489627735154,0.0
2019-07-10,-0.0,-0.7504797100419301,-0.5297420225996731,-2.5836827517589365,1.0,-2.2429109516025867,0.0
2019-07-11,-0.0,-0.7350397050482133,-0.55218377765173,-2.5791264889393077,1.0,-2.2238372093023253,0.0
2019-07-12,-0.0,-0.7387731973367333,-0.5446238844028899,-2.5678566369174107,1.0,-2.2318317042073947,0.0
2019-07-15,-0.0,-0.7689576824765691,-0.5789548423743255,-2.5655353592729337,1.0,-2.1868787276341948,0.0
2019-07-16,-0.0,-0.76111228144091,-0.6557123797486132,-2.5134470893897896,1.0,-2.0917070430447295,0.0
2019-07-17,-0.0,-0.770495258166491,-0.6529680365296804,-2.5106427818756583,1.0,-2.090762205830699,0.0
2019-07-18,-0.0,-0.767307020607754,-0.6625916870415648,-2.486203283269298,1.0,-2.0695773663988826,0.0
2019-07-19,-0.0,-0.776,-0.6652631578947369,-2.5059649122807017,1.0,-2.0703157894736846,0.0
2019-07-22,-0.0,-0.7321814254859612,-0.6415383543510068,-2.4967602591792657,1.0,-2.0966348498571725,0.0
2019-07-23,-0.0,-0.73798705768966,-0.6362384689522236,-2.4543577034283355,1.0,-2.055555555555556,0.0
2019-07-24,-0.0,-0.7264817835780315,-0.6529363784665579,-2.4095296356715608,1.0,-2.0082925502990756,0.0
2019-07-25,-0.0,-0.7138432534338809,-0.6463102612442768,-2.3951656342580123,1.0,-1.9777134392674385,0.0
2019-07-26,-0.0,-0.7091545032622587,-0.6453218537700949,-2.395977668662138,1.0,-1.9759198224255063,0.0
2019-07-29,-0.0,-0.6902071563088512,-0.6456147430723702,-2.3973634651600753,1.0,-1.9926688189400052,0.0
2019-07-30,-0.0,-0.6785690178872763,-0.6560917988525143,-2.405062436719541,1.0,-2.0101923725953426,0.0
2019-07-31,-0.0,-0.6617278939178675,-0.6656518503484203,-2.4141127122657466,1.0,-2.023949665110615,0.0
2019-08-01,-0.0,-0.6829922844682993,-0.6706474337470647,-2.3683327742368334,1.0,-1.9871855082187189,0.0
2019-08-02,-0.0,-0.6718320252230495,-0.6639833635204937,-2.3668075400818407,1.0,-2.0055678540283086,0.0
2019-08-05,-0.0,-0.6674029451137884,-0.6514056224899598,-2.3671352074966534,1.0,-2.007496653279786,0.0
2019-08-06,-0.0,-0.6481748004710193,-0.6182127436870339,-2.291639408609185,1.0,-1.9839722622007065,0.0
2019-08-07,-0.0,-0.6699048244174597,-0.5827371184771906,-2.293665900886117,1.0,-2.017525434853954,0.0
2019-08-08,-0.0,-0.6735243854344684,-0.5820297094781123,-2.296963323254897,1.0,-2.0203759695017744,0.0
2019-08-09,-0.0,-0.6407513696843203,-0.5598747717192799,-2.2751108792068875,1.0,-2.046569266892773,0.0
2019-08-12,-0.0,-0.6395789748953974,-0.5668802301255229,-2.279354079497908,1.0,-2.051843619246862,0.0
2019-08-13,-0.0,-0.6057090719499478,-0.5604796663190823,-2.285258081334724,1.0,-2.0658237747653807,0.0
2019-08-14,-0.0,-0.642171052631579,-0.5653947368421053,-2.291184210526316,1.0,-2.080263157894737,0.0
2019-08-15,-0.0,-0.6655544147843943,-0.5623074948665298,-2.2286960985626285,1.0,-1.9603439425051334,0.0
2019-08-16,-0.0,-0.6588688946015425,-0.5701799485861182,-2.238624678663239,1.0,-1.959125964010283,0.0
2019-08-19,-0.0,-0.6128908742820677,-0.5770899808551372,-2.248308870453095,1.0,-1.9433950223356733,0.0
2019-08-20,-0.0,-0.44883443227246766,-0.10715954519495352,-2.0462592804111934,1.0,-1.5895851721094438,0.0
2019-08-21,-0.0,-0.43987213314390095,-0.2237162573574183,-1.9152628374264258,1.0,-1.4952303633042419,0.0
2019-08-22,-0.0,-0.4371912491178546,-0.23394495412844035,-1.903316866619619,1.0,-1.4664280673454986,0.0
2019-08-23,-0.0,-0.4207410431764826,-0.23496988874145144,-1.9334490150045933,1.0,-1.5144431968970093,0.0
2019-08-26,-0.0,-0.392630944003217,-0.23318588519151504,-1.916758821755303,1.0,-1.4840152809892428,0.0
2019-08-27,-0.0,-0.3944371661795828,-0.26176559508213243,-1.9240149148443013,1.0,-1.4585810742718937,0.0
2019-08-28,-0.0,-0.43626373626373627,-0.22557442557442559,-1.8896103896103897,1.0,-1.4435064935064936,0.0
2019-08-29,-0.0,-0.43925655027303234,-0.22098091277992085,-1.8941936776714592,1.0,-1.4553379089223986,0.0
2019-08-30,-0.0,-0.42191944901931433,-0.2265309178020662,-1.9012327194689824,1.0,-1.4410839946099716,0.0
2019-09-03,-0.0,-0.44871469857526747,-0.2469198397809664,-1.9700349845358214,1.0,-1.4046037621051566,0.0
2019-09-04,-0.0,-0.4369547575573139,-0.2516230472712518,-1.9731182795698923,1.0,-1.4103266382633393,0.0
2019-09-05,-0.0,-0.45553024550746646,-0.2387243735763098,-1.9902303214376107,1.0,-1.3775246772968868,0.0
