Date,IWF,IWM,MTUM,PUK,SPY,VLUE,VXX
2018-11-30,-0.08514394350896252,-0.5128191200434545,-0.0,1.0,-0.5642857142857143,-0.5536936447582835,0.0
2018-12-03,-0.08357990173457477,-0.5133146936670376,-0.0,1.0,-0.5642661310024703,-0.5533809278210593,0.0
2018-12-04,-0.0823835884076848,-0.513459242374905,-0.0,1.0,-0.564284163681754,-0.5534028003907522,0.0
2018-12-06,-0.07666444296197464,-0.48539026017344894,-0.0,1.0,-0.5645630420280187,-0.541854569713142,0.0
2018-12-07,-0.0560745125726389,-0.5031227936783794,-0.0,1.0,-0.5845598218649867,-0.5717156356921741,0.0
2018-12-10,-0.03944815693037292,-0.5053352015520587,-0.0,1.0,-0.5863602069411511,-0.5634296184522527,0.0
2018-12-11,-0.03373968390959599,-0.5081719618102379,-0.0,1.0,-0.5852527105021846,-0.5698527428663898,0.0
2018-12-12,-0.027493745240944195,-0.5170238224736213,-0.0,1.0,-0.5917545958881758,-0.5831882954421843,0.0
2018-12-13,-0.028999862429495118,-0.5333058192323566,-0.0,1.0,-0.5942495528958591,-0.5948548631173477,0.0
2018-12-14,-0.031023102310231025,-0.5284653465346535,-0.0,1.0,-0.5963146314631463,-0.5944444444444444,0.0
2018-12-17,-0.023978052126200272,-0.5277914951989026,-0.0,1.0,-0.5916872427983539,-0.6,0.0
2018-12-18,-0.0145413870246085,-0.5199978174278387,-0.0,1.0,-0.5903857696295084,-0.6032902275331479,0.0
2018-12-19,-0.017681246418729025,-0.5192774700537532,-0.0,1.0,-0.5889383066386532,-0.6027176730606565,0.0
2018-12-20,-0.01582166644012505,-0.5080875356803045,-0.0,1.0,-0.5958406959358434,-0.5987494902813647,0.0
2018-12-21,-0.011061407076047174,-0.5126203063575979,-0.0,1.0,-0.6047986986579911,-0.5826487732140436,0.0
2018-12-24,-0.00927960927960928,-0.5145841812508479,-0.0,1.0,-0.6069732736399404,-0.5824718491385158,0.0
2018-12-26,-0.010651206687339895,-0.528353781852501,-0.0,1.0,-0.5857085074828097,-0.5717945260887151,0.0
2018-12-27,-0.0,-0.5047576607512648,-0.0,1.0,-0.5398044509685707,-0.57676479068914,0.0
2018-12-28,-0.0,-0.5092662979370364,-0.0,1.0,-0.5382578835618234,-0.5738027209101156,0.0
2018-12-31,-0.0,-0.5192252019896307,-0.0,1.0,-0.5388583309208622,-0.573676869226518,0.0
2019-01-02,-0.0,-0.5185399463524957,-0.0,1.0,-0.5373691684636828,-0.5738705096512913,0.0
2019-01-03,-0.0,-0.5191229501724093,-0.0,1.0,-0.5529204285225447,-0.5601589850227685,0.0
2019-01-04,-0.0,-0.518796992481203,-0.0,1.0,-0.5502129449497871,-0.55994005994006,0.0
2019-01-07,-0.0,-0.5133055969856347,-0.0,1.0,-0.547583536122668,-0.5557736086035011,0.0
2019-01-08,-0.0,-0.5091089678245642,-0.0,1.0,-0.5499359627799995,-0.5547191510494263,0.0
2019-01-09,-0.0,-0.5026105570928836,-0.0,1.0,-0.5495222680520022,-0.5584242677387354,0.0
2019-01-10,-0.0,-0.5041017870205874,-0.0,1.0,-0.5490646880551783,-0.5594105967185704,0.0
2019-01-11,-0.0,-0.49875664214852233,-0.0,1.0,-0.5521294139203727,-0.566735596680889,0.0
2019-01-14,-0.0,-0.4980860993130932,-0.0,1.0,-0.5510723087410204,-0.5726233548319438,0.0
2019-01-15,-0.0,-0.4937801805584716,-0.0,1.0,-0.5504671425572119,-0.5801753096787738,0.0
2019-01-16,-0.0,-0.4945199014106665,-0.0,1.0,-0.5416907021867953,-0.585819917143007,0.0
2019-01-17,-0.0,-0.49369378818470255,-0.0,1.0,-0.5417835697616488,-0.5866743582347851,0.0
2019-01-18,-0.0,-0.4928569549317267,-0.0,1.0,-0.5442921413349471,-0.5938067299850036,0.0
2019-01-22,-0.0,-0.4625387484894657,-0.0,1.0,-0.5392738927126569,-0.6252035937582094,0.0
2019-01-23,-0.0,-0.4373799310508171,-0.0,1.0,-0.5472249269717625,-0.6470170267638622,0.0
2019-01-24,-0.0,-0.43304393580636674,-0.0,1.0,-0.5544330439358064,-0.6434096290449882,0.0
2019-01-25,-0.0,-0.39555650047836716,-0.0,1.0,-0.5708249176145423,-0.691213989582226,0.0
2019-01-28,-0.0,-0.386404769509209,-0.0,1.0,-0.586021505376344,-0.6891302033429149,0.0
2019-01-29,-0.0,-0.38172659186012414,-0.0,1.0,-0.5845038513819664,-0.6990857965297582,0.0
2019-01-30,-0.0,-0.38604079888924486,-0.0,1.0,-0.5900619459574922,-0.6939816298195022,0.0
2019-01-31,-0.0,-0.3887954284493578,-0.0,1.0,-0.5774520013885551,-0.704050842479105,0.0
2019-02-01,-0.0,-0.3876776744683125,-0.0,1.0,-0.5796462541412846,-0.7044725873677461,0.0
2019-02-04,-0.0,-0.38797595190380757,-0.0,1.0,-0.5789712758851036,-0.7050634602538409,0.0
2019-02-05,-0.0,-0.3863569538371067,-0.0,1.0,-0.5750447729277485,-0.7116088850872738,0.0
2019-02-06,-0.0,-0.3820311873110975,-0.0,1.0,-0.5797202236071362,-0.7129750982961993,0.0
2019-02-07,-0.0,-0.38017280582082763,-0.0,1.0,-0.5780167455795415,-0.7168499050370489,0.0
2019-02-08,-0.0,-0.37761994103457514,-0.0,1.0,-0.5851782363977486,-0.7174216027874565,0.0
2019-02-11,-0.0,-0.36442551356014447,-0.0,1.0,-0.5787728473607592,-0.7526554159702378,0.0
2019-02-12,-0.0,-0.369316340857544,-0.0,1.0,-0.5812452748676963,-0.7495409871476402,0.0
2019-02-13,-0.0,-0.3741430499325236,-0.0,1.0,-0.5797300944669366,-0.7452091767881242,0.0
2019-02-14,-0.0,-0.35631406702188084,-0.0,1.0,-0.5973818732588646,-0.7510074919535876,0.0
2019-02-15,-0.0,-0.366538399002764,-0.0,1.0,-0.594629017397431,-0.7487128068939352,0.0
2019-02-19,-0.0,-0.36299753099818216,-0.0,1.0,-0.6006728708250807,-0.7494912770979731,0.0
2019-02-20,-0.0,-0.362338895672229,-0.0,1.0,-0.6005426672093339,-0.7504273504273504,0.0
2019-02-21,-0.0,-0.36035082002823937,-0.0,1.0,-0.6007928749864234,-0.7541816009557945,0.0
2019-02-22,-0.0,-0.3607015829057044,-0.0,1.0,-0.6000108604164969,-0.7543916809209632,0.0
2019-02-25,-0.0,-0.35732766838249314,-0.0,1.0,-0.6068578587575237,-0.7593485306533758,0.0
2019-02-26,-0.0,-0.35502148742233053,-0.0,1.0,-0.6090110311225467,-0.7731913612350478,0.0
2019-02-27,-0.0,-0.3448294769163286,-0.0,1.0,-0.6204627700405747,-0.7762364294330519,0.0
2019-02-28,-0.0,-0.32871260683760684,-0.0,1.0,-0.5771634615384615,-0.7650908119658119,0.0
2019-03-01,-0.0,-0.33124916499665996,-0.0,1.0,-0.5844221776887107,-0.7563393453573813,0.0
2019-03-04,-0.0,-0.33396478121664885,-0.0,1.0,-0.568863393810032,-0.7652881536819636,0.0
2019-03-05,-0.0,-0.3231102435894008,-0.0,1.0,-0.5878499425118319,-0.7629080991470361,0.0
2019-03-06,-0.0,-0.3217656337726921,-0.0,1.0,-0.5932144480389274,-0.7586022511563244,0.0
2019-03-07,-0.0,-0.31175386587613174,-0.0,1.0,-0.6024891167908555,-0.7564831877787571,0.0
2019-03-08,-0.0,-0.3053564692568842,-0.0,1.0,-0.6185267015142533,-0.7705178638788597,0.0
2019-03-11,-0.0,-0.3018374846876276,-0.0,1.0,-0.6271131073907718,-0.7932489451476793,0.0
2019-03-12,-0.0,-0.27968938645593244,-0.0,1.0,-0.6397212161123916,-0.8245252990890133,0.0
2019-03-13,-0.0,-0.2904647767033088,-0.0,1.0,-0.64244978923878,-0.8221340606661708,0.0
2019-03-14,-0.0,-0.2839905014358295,-0.0,1.0,-0.6549039098740889,-0.8222884912745748,0.0
2019-03-15,-0.0,-0.26641557506438834,-0.0,1.0,-0.6646542413248774,-0.8382951618710017,0.0
2019-03-18,-0.0,-0.26966481861931163,-0.0,1.0,-0.6802690456758507,-0.8643514479497932,0.0
2019-03-19,-0.0,-0.27075751163774864,-0.0,1.0,-0.6759768655663705,-0.8745380166455071,0.0
2019-03-20,-0.0,-0.27729714447271697,-0.0,1.0,-0.6739892564320045,-0.8759683347469607,0.0
2019-03-21,-0.0,-0.27819740303827545,-0.0,1.0,-0.6755495204956293,-0.8751874169000536,0.0
2019-03-22,-0.0,-0.27426832389999717,-0.0,1.0,-0.7073580022184931,-0.8625956369635086,0.0
2019-03-25,-0.0,-0.24995050205062935,-0.0,1.0,-0.7157969169848679,-0.8627068307170133,0.0
2019-03-26,-0.0,-0.2515678651494084,-0.0,1.0,-0.7148897528306706,-0.8713073583245835,0.0
2019-03-27,-0.0,-0.23886903749078328,-0.0,1.0,-0.7239804889115763,-0.8730361295445522,0.0
2019-03-28,-0.0,-0.24096590909090912,-0.0,1.0,-0.7215909090909092,-0.878380681818182,0.0
2019-03-29,-0.0,-0.23570131638674535,-0.0,1.0,-0.717572628234226,-0.8837664548343168,0.0
2019-04-01,-0.0,-0.24388791196324236,-0.0,1.0,-0.7134267400306313,-0.878921095921493,0.0
2019-04-02,-0.0,-0.24757143668692838,-0.0,1.0,-0.7200193148895074,-0.8728341759927286,0.0
2019-04-03,-0.0,-0.24610734044373467,-0.0,1.0,-0.746620658187418,-0.8590372440540694,0.0
2019-04-04,-0.0,-0.24815302674531817,-0.0,1.0,-0.7306282572590345,-0.8847145066147415,0.0
2019-04-05,-0.0,-0.23922209792616816,-0.0,1.0,-0.7430226888104867,-0.8861543756991653,0.0
2019-04-08,-0.0,-0.246662830840046,-0.0,1.0,-0.742577675489068,-0.8876582278481012,0.0
2019-04-09,-0.0,-0.24539718212464343,-0.0,1.0,-0.7514334284150171,-0.884432535223442,0.0
2019-04-10,-0.0,-0.2320092112838227,-0.0,1.0,-0.7612262521588947,-0.8852907311456534,0.0
2019-04-11,-0.0,-0.22069243620024193,-0.0,1.0,-0.7799124373523821,-0.879716573535342,0.0
2019-04-12,-0.0,-0.21905969117308136,-0.0,1.0,-0.7802777137589306,-0.8815107167550127,0.0
2019-04-15,-0.0,-0.21966551326412917,-0.0,1.0,-0.7788638985005768,-0.8849769319492503,0.0
2019-04-16,-0.0,-0.21577350859453995,-0.0,1.0,-0.7883576484183158,-0.8848187202080022,0.0
2019-04-17,-0.0,-0.21251523770824865,-0.0,1.0,-0.7761943460846346,-0.9137110350031926,0.0
2019-04-18,-0.0,-0.19924418604651165,-0.0,1.0,-0.7690697674418606,-0.9386918604651163,0.0
2019-04-22,-0.0,-0.20353260077530677,-0.0,1.0,-0.7712262088664782,-0.9399282986971348,0.0
2019-04-23,-0.0,-0.2038591582138277,-0.0,1.0,-0.7713361315145155,-0.9395476273755393,0.0
2019-04-24,-0.0,-0.19748413021955624,-0.0,1.0,-0.7700483373129113,-0.9443538524256012,0.0
2019-04-25,-0.0,-0.1908049995629753,-0.0,1.0,-0.7694257494974216,-0.9532674882731696,0.0
2019-04-26,-0.0,-0.1787255130597015,-0.0,1.0,-0.7793551772388059,-0.9570020988805971,0.0
2019-04-29,-0.0,-0.1765871859150003,-0.0,1.0,-0.7791348452165803,-0.9591908121028393,0.0
2019-04-30,-0.0,-0.16958979139960378,-0.0,1.0,-0.7788719263489104,-0.9649807714718565,0.0
2019-05-01,-0.0,-0.16059819840830247,-0.0,1.0,-0.7926711949392181,-0.9619275282045302,0.0
2019-05-02,-0.0,-0.16453483290113924,-0.0,1.0,-0.776172022959704,-0.9729902974855045,0.0
2019-05-03,-0.0,-0.16641417084255913,-0.0,1.0,-0.7749679524530941,-0.9720312317911666,0.0
2019-05-06,-0.0,-0.14728817504655495,-0.0,1.0,-0.7769145716945998,-0.9854806797020484,0.0
2019-05-07,-0.0,-0.14244507895810268,-0.0,1.0,-0.7800827457607364,-0.9910552998077035,0.0
2019-05-08,-0.0,-0.16088364899174135,-0.0,1.0,-0.7809554381766716,-0.9764204628359647,0.0
2019-05-09,-0.0,-0.1622824885060816,-0.0,1.0,-0.785427457370657,-0.9621428155735319,0.0
2019-05-10,-0.0,-0.16460594070927764,-0.0,1.0,-0.7782270968492713,-0.9664271375789137,0.0
2019-05-13,-0.0,-0.1632142441522169,-0.0,1.0,-0.7776969626440124,-0.9684336087513091,0.0
2019-05-14,-0.0,-0.19253208868144692,-0.0,1.0,-0.7322195975752056,-0.9212795628539715,0.0
2019-05-15,-0.0,-0.1952254793037632,-0.0,1.0,-0.7374013617069767,-0.9161325242856735,0.0
2019-05-16,-0.0,-0.197748967089329,-0.0,1.0,-0.7354323977774612,-0.9162558769055422,0.0
2019-05-17,-0.0,-0.1972864895744073,-0.0,1.0,-0.7469865752642101,-0.9120822622107968,0.0
2019-05-20,-0.0,-0.19622350454207851,-0.0,1.0,-0.7473575958407132,-0.9130720447923214,0.0
2019-05-21,-0.0,-0.19833271476289718,-0.0,1.0,-0.7435977959859537,-0.9130099637422558,0.0
2019-05-22,-0.0,-0.19365242457972998,-0.0,1.0,-0.7482661186745441,-0.9121785540999514,0.0
2019-05-23,-0.0,-0.18989616613418533,-0.0,1.0,-0.7510554541305341,-0.9116271109082611,0.0
2019-05-24,-0.0,-0.19667201283079389,-0.0,1.0,-0.7545824263947759,-0.9127620575094512,0.0
2019-05-28,-0.0,-0.20347522400022905,-0.0,1.0,-0.7520682449260013,-0.9070792660235308,0.0
2019-05-29,-0.0,-0.21367594575303356,-0.0,1.0,-0.7517487508922198,-0.8896788008565311,0.0
2019-05-30,-0.0,-0.21064497716894978,-0.0,1.0,-0.7489440639269407,-0.8942636986301371,0.0
2019-05-31,-0.0,-0.21189368201672992,-0.0,1.0,-0.7560738858594798,-0.886972906614897,0.0
2019-06-03,-0.0,-0.21503416856492027,-0.0,1.0,-0.7561503416856492,-0.8762243735763098,0.0
2019-06-04,-0.0,-0.22049441786283894,-0.0,1.0,-0.7806447938026886,-0.8468899521531101,0.0
2019-06-05,-0.0,-0.22050597688747553,-0.0,1.0,-0.78275930605639,-0.8361111899826799,0.0
2019-06-06,-0.0,-0.23017786729454484,-0.0,1.0,-0.7699923406428186,-0.8366003801310602,0.0
2019-06-07,-0.0,-0.23800209768404346,-0.0,1.0,-0.7640955863593843,-0.8326388298324688,0.0
2019-06-10,-0.0,-0.24473468464648176,-0.0,1.0,-0.74930031379866,-0.8329516863144206,0.0
2019-06-11,-0.0,-0.23994928863220172,-0.0,1.0,-0.7479926750246514,-0.8293562473587829,0.0
2019-06-12,-0.0,-0.23766727708127908,-0.0,1.0,-0.7478799830962107,-0.831722777856036,0.0
2019-06-13,-0.0,-0.23467516714152725,-0.0,1.0,-0.7473553555812575,-0.8388953143953284,0.0
2019-06-14,-0.0,-0.2315023685991428,-0.0,1.0,-0.7595871870065418,-0.8286713286713285,0.0
2019-06-17,-0.0,-0.23647962063904257,-0.0,1.0,-0.7531895675736706,-0.832956983177148,0.0
2019-06-18,-0.0,-0.23812346515369637,-0.0,1.0,-0.7519688373274622,-0.8326417704011067,0.0
2019-06-19,-0.0,-0.22033179775598452,-0.0,1.0,-0.7555040556199305,-0.850408388209027,0.0
2019-06-20,-0.0,-0.2233916143269394,-0.0,1.0,-0.7554461608102755,-0.8503649635036497,0.0
2019-06-21,-0.0,-0.2229756568121205,-0.0,1.0,-0.7667253021619475,-0.8475004255802077,0.0
2019-06-24,-0.0,-0.2194914292201158,-0.0,1.0,-0.7679078215461459,-0.8506073334090134,0.0
2019-06-25,-0.0,-0.20286402949099674,-0.0,1.0,-0.7774564015312633,-0.8553806890684814,0.0
2019-06-26,-0.0,-0.20742518351214,-0.0,1.0,-0.7750141163184641,-0.8408243929983059,0.0
2019-06-27,-0.0,-0.2049956203554576,-0.0,1.0,-0.7771184764488147,-0.8434630273233308,0.0
2019-06-28,-0.0,-0.20054805356234814,-0.0,1.0,-0.7808633256116164,-0.8436069834453923,0.0
2019-07-01,-0.0,-0.19915290131300295,-0.0,1.0,-0.7846110405195539,-0.8398983481575603,0.0
2019-07-02,-0.0,-0.19785219725872547,-0.0,1.0,-0.7888935989826198,-0.8393104422778013,0.0
2019-07-03,-0.0,-0.1994068634373676,-0.0,1.0,-0.7864990820505579,-0.8385538765711058,0.0
2019-07-05,-0.0,-0.193000790871088,-0.0,1.0,-0.7907016156366512,-0.8408371935374533,0.0
2019-07-08,-0.0,-0.19312759409323207,-0.0,1.0,-0.7872490611853066,-0.8431544173701895,0.0
2019-07-09,-0.0,-0.18917393390342338,-0.0,1.0,-0.7866677955578133,-0.846386137216719,0.0
2019-07-10,-0.0,-0.20059770503820237,-0.0,1.0,-0.7736333135977895,-0.8451041754771773,0.0
2019-07-11,-0.0,-0.19839142091152814,-0.0,1.0,-0.7842810780301961,-0.8393960773246789,0.0
2019-07-12,-0.0,-0.1985099057402495,-0.0,1.0,-0.7811141841169499,-0.8424959078850822,0.0
2019-07-15,-0.0,-0.21842290873183806,-0.0,1.0,-0.7838623219071801,-0.8189589504866694,0.0
2019-07-16,-0.0,-0.22390501170431792,-0.0,1.0,-0.7931579095806187,-0.8032546464731929,0.0
2019-07-17,-0.0,-0.22484489565707838,-0.0,1.0,-0.792301184433164,-0.8029610829103214,0.0
2019-07-18,-0.0,-0.2259427187473598,-0.0,1.0,-0.7901095496916274,-0.8001351769973809,0.0
2019-07-19,-0.0,-0.23502613264764247,-0.0,1.0,-0.7671259677464435,-0.792755526985103,0.0
2019-07-22,-0.0,-0.22798086873828768,-0.0,1.0,-0.7702290716862921,-0.7987581461695522,0.0
2019-07-23,-0.0,-0.23181678364698977,-0.0,1.0,-0.7689382287967339,-0.7955873717177931,0.0
2019-07-24,-0.0,-0.23230008105766276,-0.0,1.0,-0.769628532297286,-0.7931632054112979,0.0
2019-07-25,-0.0,-0.2199689285912445,-0.0,1.0,-0.7832214392720414,-0.7710425567330633,0.0
2019-07-26,-0.0,-0.22940406207338476,-0.0,1.0,-0.7828824561892291,-0.7737441841027498,0.0
2019-07-29,-0.0,-0.23222222222222222,-0.0,1.0,-0.7745555555555556,-0.7710277777777778,0.0
2019-07-30,-0.0,-0.23983310152990267,-0.0,1.0,-0.7754102920723227,-0.7663977746870654,0.0
2019-07-31,-0.0,-0.25780924614743855,-0.0,1.0,-0.759822296265445,-0.758989310009718,0.0
2019-08-01,-0.0,-0.2554788849020149,-0.0,1.0,-0.7523875241512559,-0.752304719845432,0.0
2019-08-02,-0.0,-0.2517858620404336,-0.0,1.0,-0.7556333949306341,-0.7506412554817001,0.0
2019-08-05,-0.0,-0.25412861861278413,-0.0,1.0,-0.7543922950956173,-0.7670210108523688,0.0
2019-08-06,-0.0,-0.2606880708242282,-0.0,1.0,-0.7743038045609907,-0.766599428475374,0.0
2019-08-07,-0.0,-0.2517886703515614,-0.0,1.0,-0.7869868971128756,-0.7670099043236722,0.0
2019-08-08,-0.0,-0.24829425803734378,-0.0,1.0,-0.7865506106977397,-0.7729608311104871,0.0
2019-08-09,-0.0,-0.23393905507408444,-0.0,1.0,-0.7716801789208834,-0.7900195694716242,0.0
2019-08-12,-0.0,-0.23362078620226231,-0.0,1.0,-0.7691230820920596,-0.797093739500504,0.0
2019-08-13,-0.0,-0.23302111002376624,-0.0,1.0,-0.7675380959038165,-0.795470431986579,0.0
2019-08-14,-0.0,-0.23640523422895565,-0.0,1.0,-0.7601908428894283,-0.7935046455177032,0.0
2019-08-15,-0.0,-0.24429071511918654,-0.0,1.0,-0.7540701227982441,-0.7799077624048454,0.0
2019-08-16,-0.0,-0.2432192085371276,-0.0,1.0,-0.7592263228101378,-0.7765673632725657,0.0
2019-08-19,-0.0,-0.2233470157532727,-0.0,1.0,-0.7803416907033504,-0.769774794763701,0.0
2019-08-20,-0.0,-0.23065620581630675,-0.0,1.0,-0.7852014083335643,-0.7564525519115078,0.0
2019-08-21,-0.0,-0.23635658485234637,-0.0,1.0,-0.7862485456257965,-0.7476314477256357,0.0
2019-08-22,-0.0,-0.23840766270797,-0.0,1.0,-0.7838219416991944,-0.7460897489134347,0.0
2019-08-23,-0.0,-0.2390702822357499,-0.0,1.0,-0.7820697288323187,-0.7458494742667405,0.0
2019-08-26,-0.0,-0.2313586553514048,-0.0,1.0,-0.7760566861662684,-0.7389799785779022,0.0
2019-08-27,-0.0,-0.2281144550218101,-0.0,1.0,-0.7714191654549943,-0.7438753394968588,0.0
2019-08-28,-0.0,-0.22566929997805574,-0.0,1.0,-0.7732609172701338,-0.7440750493745886,0.0
2019-08-29,-0.0,-0.2242286403244369,-0.0,1.0,-0.7890612155422809,-0.7268592097331068,0.0
2019-08-30,-0.0,-0.21761006289308174,-0.0,1.0,-0.7950779327317473,-0.7217938200710964,0.0
2019-09-03,-0.0,-0.21040092014459413,-0.0,1.0,-0.7890513747398401,-0.7390732829444627,0.0
2019-09-04,-0.0,-0.2177718032427094,-0.0,1.0,-0.790211516830814,-0.7354530739897396,0.0
2019-09-05,-0.0,-0.2251432330930124,-0.0,1.0,-0.7831903286822556,-0.7329696537734038,0.0
2019-09-06,-0.0,-0.223690677734695,-0.0,1.0,-0.7765550761837147,-0.7303533395226912,0.0
2019-09-09,-0.0,-0.2402141549892103,-0.0,1.0,-0.7767762025731377,-0.7145783823649922,0.0
2019-09-10,-0.0,-0.24557176882853782,-0.0,1.0,-0.7490623374490104,-0.743066772524434,0.0
2019-09-11,-0.0,-0.2560277441373996,-0.0,1.0,-0.7064020698007266,-0.7899647693493339,0.0
2019-09-12,-0.0,-0.24643102736900016,-0.0,1.0,-0.713051849814331,-0.7911704029707056,0.0
2019-09-13,-0.0,-0.24392256077439226,-0.0,1.0,-0.713920360796392,-0.7921020789792103,0.0
2019-09-16,-0.0,-0.2561801464515774,-0.0,1.0,-0.7024445300886417,-0.7942245223806639,0.0
