Date,AGCO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.31656724511930584,-0.7445431127982646,-0.008270065075921908,-0.6516404555314532,-0.6683839479392624,0.0
2018-09-25,1.0,-0.3194604487222938,-0.7424930522605572,-0.01257371382091778,-0.6496644750220294,-0.6649156103843287,0.0
2018-09-26,1.0,-0.3201369352269261,-0.7433820289462088,-0.014066366132257736,-0.6493237975799071,-0.6625766871165644,0.0
2018-09-27,1.0,-0.3269517990495588,-0.7329938900203666,-0.01778682959945689,-0.6521724372029871,-0.6645281737949763,0.0
2018-09-28,1.0,-0.3246740016299918,-0.7356017386579734,-0.018541157294213528,-0.6522344471610975,-0.6647989676718282,0.0
2018-10-01,1.0,-0.32494566693833193,-0.7352281988590057,-0.01874490627546862,-0.6522344471610975,-0.6646631350176582,0.0
2018-10-02,1.0,-0.3251481506709352,-0.7528438117294463,-0.01440637558749404,-0.6507731080989033,-0.6625911041482188,0.0
2018-10-03,1.0,-0.3253673337197014,-0.7411447857362017,-0.012341049330106024,-0.6574165615518359,-0.6728599188627143,0.0
2018-10-04,1.0,-0.32418713129373034,-0.7550418438743313,-0.012175881465221567,-0.6563314583619153,-0.6821237481135959,0.0
2018-10-05,1.0,-0.30821847532405355,-0.7474263825712234,-0.0,-0.6678408974315128,-0.6966380519169603,0.0
2018-10-08,1.0,-0.30910710004452513,-0.7497688118642326,-0.0,-0.6682535876973662,-0.6978799191697777,0.0
2018-10-09,1.0,-0.3062510703887652,-0.7496146600445281,-0.0,-0.6693611919849289,-0.7000171262202433,0.0
2018-10-10,1.0,-0.3053138756975978,-0.7662657284481265,-0.0,-0.6768692155707303,-0.7178758362508232,0.0
2018-10-11,1.0,-0.23903080137494104,-0.7514659297701691,-0.0,-0.6537035788906114,-0.7257194850711061,0.0
2018-10-12,1.0,-0.24395845815857795,-0.7438253112309433,-0.0,-0.6350442713534384,-0.7058451501231608,0.0
2018-10-15,1.0,-0.20831667333066775,-0.7823870451819273,-0.0,-0.6310142609622817,-0.7102492336398774,0.0
2018-10-16,1.0,-0.20334688979265284,-0.7912860857390492,-0.0,-0.6298753250216681,-0.7090472698179878,0.0
2018-10-17,1.0,-0.18564112664959623,-0.7587157770336813,-0.0,-0.6242203400958571,-0.7142012999803034,0.0
2018-10-18,1.0,-0.18563267450259371,-0.7592750673057981,-0.0,-0.6239739969794471,-0.7142950948847593,0.0
2018-10-19,1.0,-0.1736036300721444,-0.7527829464956093,-0.0,-0.6237717494205596,-0.7142950412953352,0.0
2018-10-22,1.0,-0.17440417890956578,-0.7528240287300032,-0.0,-0.623571661769507,-0.7140058765915769,0.0
2018-10-23,1.0,-0.175159131712094,-0.7527338012077689,-0.0,-0.6228170393340949,-0.7135629182307818,0.0
2018-10-24,1.0,-0.17447421869881413,-0.760728559260958,-0.0,-0.6255978510122518,-0.7150953285723647,0.0
2018-10-25,1.0,-0.15189913922754472,-0.7300886371636107,-0.0,-0.6233080541422674,-0.6946017727432723,0.0
2018-10-26,1.0,-0.13664025356576862,-0.7183201267828843,-0.0,-0.6282725832012679,-0.6863391442155309,0.0
2018-10-29,1.0,-0.10698558530017425,-0.7388880088705845,-0.0,-0.6200538571202281,-0.7021384444796452,0.0
2018-10-30,1.0,-0.08804113241081629,-0.7418433413736193,-0.0,-0.6234924463628285,-0.7203884727688206,0.0
2018-10-31,1.0,-0.08764940239043825,-0.7494820717131475,-0.0,-0.6264223107569722,-0.7236972111553786,0.0
2018-11-01,1.0,-0.10603190908799075,-0.7425443805977335,-0.0,-0.6330454881063208,-0.7285480401913261,0.0
2018-11-02,1.0,-0.10801215416600032,-0.730625299856069,-0.0,-0.6345114345114345,-0.7253158483927715,0.0
2018-11-05,1.0,-0.10592109469914956,-0.7360764754779717,-0.0,-0.6347272843532196,-0.7204424835347529,0.0
2018-11-06,1.0,-0.11584916541184762,-0.7461314196008073,-0.0,-0.6302181783231345,-0.7115945279210585,0.0
2018-11-07,1.0,-0.1173028071642175,-0.748898678414097,-0.0,-0.6348114087269687,-0.7145567381587833,0.0
2018-11-08,1.0,-0.09343796854563434,-0.7498644208377196,-0.0,-0.6266628385491434,-0.7201008070947778,0.0
2018-11-09,1.0,-0.09365530000956969,-0.7496889852945868,-0.0,-0.6266547577275193,-0.7198953714632046,0.0
