Date,IWF,IWM,MTUM,PPG,SPY,VLUE,VXX
2018-09-24,-0.285243636750093,-0.40073861522928955,-0.08302779106222435,1.0,-0.4444710133375844,-0.443381688718848,0.0
2018-09-25,-0.2839201373980249,-0.41380420781451266,-0.07417346500644054,1.0,-0.4553993130098754,-0.45625805066552166,0.0
2018-09-26,-0.2833960236432026,-0.4137829124126814,-0.0715475550779151,1.0,-0.45706609349811933,-0.4609618484685653,0.0
2018-09-27,-0.2830569070723905,-0.4153920593532432,-0.07123464422999382,1.0,-0.4572457729630924,-0.46117039864519765,0.0
2018-09-28,-0.2795979953656302,-0.42151209786064553,-0.07185967559411542,1.0,-0.4586948321388155,-0.46276337770113707,0.0
2018-10-01,-0.2795861176977797,-0.4215887044621685,-0.07202522095279155,1.0,-0.45861176977796936,-0.46273442552274197,0.0
2018-10-02,-0.2807405211673718,-0.4118138456978092,-0.07564202754048883,1.0,-0.46107413295965943,-0.46546659839931015,0.0
2018-10-03,-0.28049470535930804,-0.4046021609678549,-0.07452914073235793,1.0,-0.4641769730283189,-0.47067065448764583,0.0
2018-10-04,-0.28697553863599545,-0.39805065068308226,-0.075031049192721,1.0,-0.473270694961931,-0.46660186835142287,0.0
2018-10-05,-0.2783188936124415,-0.3916213743744283,-0.06613571543884196,1.0,-0.4798740784588065,-0.47468116020018297,0.0
2018-10-08,-0.2771822358346095,-0.3894306977244029,-0.06388866500094033,1.0,-0.48179790978211223,-0.47435587437199433,0.0
2018-10-09,-0.27428093915950075,-0.3933471709302639,-0.05291533008059951,1.0,-0.49020136399169745,-0.4849179178909345,0.0
2018-10-10,-0.31161223746509653,-0.5225203350734491,-0.02315770304722593,1.0,-0.5789122253247542,-0.5988527376472017,0.0
2018-10-11,-0.24390098241213531,-0.5299949237062916,-0.0,1.0,-0.5754725432231479,-0.6366866732359878,0.0
2018-10-12,-0.2408484129338475,-0.5247404331059032,-0.0,1.0,-0.5695935924058142,-0.6312666864431918,0.0
2018-10-15,-0.20720185394259907,-0.5616495335432884,-0.0,1.0,-0.5662546794224256,-0.6359557905995603,0.0
2018-10-16,-0.19980942171401347,-0.5772139836817343,-0.0,1.0,-0.5656601750938002,-0.6351319159073313,0.0
2018-10-17,-0.18694309660344066,-0.5532715777091604,-0.0,1.0,-0.5615938832524628,-0.6389354506690192,0.0
2018-10-18,-0.18642124143609043,-0.5522949807403922,-0.0,1.0,-0.562586374195066,-0.6390955335352406,0.0
2018-10-19,-0.1681117815923604,-0.5415372898236569,-0.0,1.0,-0.5727049036264572,-0.6469037436288008,0.0
2018-10-22,-0.1691341276394951,-0.5280464787070898,-0.0,1.0,-0.5897133419841926,-0.6622625928984311,0.0
2018-10-23,-0.17271279419571758,-0.5284020527340294,-0.0,1.0,-0.5871822096384121,-0.6610334454078924,0.0
2018-10-24,-0.17096536477523952,-0.5274576271186441,-0.0,1.0,-0.5874723655121592,-0.6617833456153279,0.0
2018-10-25,-0.1466463589861486,-0.49425254324961204,-0.0,1.0,-0.5908385539398816,-0.6419909190183344,0.0
2018-10-26,-0.1621210347653049,-0.5126126653400445,-0.0,1.0,-0.5966580826407585,-0.6549806859417066,0.0
2018-10-29,-0.14638268115730893,-0.517438303079747,-0.0,1.0,-0.589988636694735,-0.6598292590542233,0.0
2018-10-30,-0.13883305659937664,-0.5176381485041801,-0.0,1.0,-0.5904046141746045,-0.6661131987532408,0.0
2018-10-31,-0.14163239297920407,-0.5040549151364189,-0.0,1.0,-0.5883102589352951,-0.6623703875340323,0.0
2018-11-01,-0.13479732662095303,-0.5087810664583514,-0.0,1.0,-0.587564736857333,-0.6620663715533953,0.0
2018-11-02,-0.13729614475883134,-0.4949288307497263,-0.0,1.0,-0.5902437618855529,-0.6588486140724947,0.0
2018-11-05,-0.13368675809611616,-0.5053589950443702,-0.0,1.0,-0.5913622219661173,-0.6507721562752103,0.0
2018-11-06,-0.13865836791147995,-0.5095666205624712,-0.0,1.0,-0.5879725680036884,-0.6453146611341632,0.0
2018-11-07,-0.1385359951603146,-0.509463313456054,-0.0,1.0,-0.5876184714660214,-0.645176158787774,0.0
2018-11-08,-0.125472454472569,-0.5082178444622609,-0.0,1.0,-0.5824075134577941,-0.6472626274195395,0.0
2018-11-09,-0.1255225333562389,-0.5081601099467445,-0.0,1.0,-0.582460058409208,-0.6470537708297543,0.0
2018-11-12,-0.12485733850719014,-0.4971182378452408,-0.0,1.0,-0.5861960739557178,-0.6450582058890664,0.0
2018-11-13,-0.11079916056945154,-0.4929669332425841,-0.0,1.0,-0.587232715104078,-0.644886847030798,0.0
2018-11-14,-0.1101589103291714,-0.49409761634506244,-0.0,1.0,-0.5877412031782066,-0.6457150964812713,0.0
2018-11-15,-0.10985547573752805,-0.4980550271160453,-0.0,1.0,-0.5952184900195917,-0.6362474800533803,0.0
2018-11-16,-0.10973983601441258,-0.4963259284478112,-0.0,1.0,-0.5944903112321616,-0.6365648140267257,0.0
2018-11-19,-0.11063515928626139,-0.49598592947717796,-0.0,1.0,-0.593883861450739,-0.6362940058438059,0.0
2018-11-20,-0.06753892672450335,-0.48981264306101113,-0.0,1.0,-0.6039223443637494,-0.6646226015203324,0.0
2018-11-21,-0.06959840597199225,-0.4846911570734993,-0.0,1.0,-0.6023349142648668,-0.6497628602699745,0.0
2018-11-23,-0.07009031244741122,-0.48154484770292255,-0.0,1.0,-0.6032983676445841,-0.6498008638581926,0.0
2018-11-26,-0.06922861150070127,-0.4870967741935484,-0.0,1.0,-0.601234221598878,-0.6475175315568023,0.0
2018-11-27,-0.060692430212088186,-0.49110012015536364,-0.0,1.0,-0.5982339955849889,-0.6442842372928717,0.0
2018-11-28,-0.058655542178794415,-0.5033737435954868,-0.0,1.0,-0.595038777052944,-0.6427191533443458,0.0
2018-11-29,-0.04264771212794314,-0.4958907152376722,-0.0,1.0,-0.5927920924033763,-0.6451854731230564,0.0
2018-11-30,-0.04308931796082789,-0.497152382275316,-0.0,1.0,-0.5954715932768441,-0.6424503403250452,0.0
2018-12-03,-0.042744063324538256,-0.4971253992501042,-0.0,1.0,-0.5952784335508957,-0.642244132759339,0.0
2018-12-04,-0.03877924381860517,-0.4981705288834682,-0.0,1.0,-0.5934970617585098,-0.6414790996784565,0.0
2018-12-06,-0.03194905567952974,-0.46598269199368636,-0.0,1.0,-0.5935612039405649,-0.629918902737713,0.0
2018-12-07,-0.029537473116815944,-0.4665559578580568,-0.0,1.0,-0.5943429613698854,-0.631911360357172,0.0
2018-12-10,-0.01652423193422761,-0.4667892687148421,-0.0,1.0,-0.5949264387710949,-0.6262170056252705,0.0
2018-12-11,-0.021285227457132037,-0.4652999404987288,-0.0,1.0,-0.5961486449937794,-0.6218964677881754,0.0
2018-12-12,-0.021017040843927512,-0.46548552880714095,-0.0,1.0,-0.5959697051663512,-0.6223965377332973,0.0
2018-12-13,-0.021000567582907647,-0.4630935971242466,-0.0,1.0,-0.5977458850239196,-0.6209357009648909,0.0
2018-12-14,-0.01722687935758661,-0.47896150402864823,-0.0,1.0,-0.5933913892732157,-0.6233417433059332,0.0
2018-12-17,-0.006354786371011357,-0.4783666846944294,-0.0,1.0,-0.5857220118983234,-0.6336938885884261,0.0
2018-12-18,-0.0026727861771058316,-0.4766738660907127,-0.0,1.0,-0.5858261339092872,-0.6346112311015119,0.0
2018-12-19,-0.0014310400691219353,-0.4771573604060913,-0.0,1.0,-0.5865914245598877,-0.6349227778377794,0.0
2018-12-20,-0.0005109587199139438,-0.46663977410246066,-0.0,1.0,-0.591286809197257,-0.6308457711442786,0.0
2018-12-21,-0.0,-0.4695092518101368,-0.0,1.0,-0.5984178063824082,-0.6137302225797802,0.0
2018-12-24,-0.0,-0.4510478323468245,-0.0,1.0,-0.5898522903002187,-0.62531328320802,0.0
2018-12-26,-0.0,-0.45840169356972743,-0.0,1.0,-0.5719237893622651,-0.6158772161947605,0.0
2018-12-27,-0.0,-0.4363659827074461,-0.0,1.0,-0.5303910181958962,-0.6142211898309459,0.0
2018-12-28,-0.0,-0.4356924827978685,-0.0,1.0,-0.5333436804801076,-0.6177246624243365,0.0
2018-12-31,-0.0,-0.43523811987479627,-0.0,1.0,-0.5336420311974545,-0.6179734588819618,0.0
2019-01-02,-0.0,-0.43485118816745527,-0.0,1.0,-0.5329299511286945,-0.6180280816073229,0.0
2019-01-03,-0.0,-0.43476237265346235,-0.0,1.0,-0.5430521797590113,-0.6078760924652221,0.0
2019-01-04,-0.0,-0.43467675093244923,-0.0,1.0,-0.546881475341898,-0.6085526315789473,0.0
2019-01-07,-0.0,-0.41570049542877574,-0.0,1.0,-0.5418305327136218,-0.5962255477807856,0.0
2019-01-08,-0.0,-0.4065519439133206,-0.0,1.0,-0.5482982791586999,-0.5945188017845762,0.0
2019-01-09,-0.0,-0.40242970660146704,-0.0,1.0,-0.5478300733496333,-0.5966024857375714,0.0
2019-01-10,-0.0,-0.4011863241770831,-0.0,1.0,-0.5487385759018355,-0.595835136580026,0.0
2019-01-11,-0.0,-0.39928616953473556,-0.0,1.0,-0.5505417463352454,-0.5995666029318037,0.0
2019-01-14,-0.0,-0.4025537120574968,-0.0,1.0,-0.5532787929760176,-0.592782322807554,0.0
2019-01-15,-0.0,-0.3987603305785124,-0.0,1.0,-0.5533874094480156,-0.5986123864911743,0.0
