Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WCLD
2020-05-06,-0.37090033147351303,-0.24846101583249264,-0.2593316999855881,-0.18012805995347017,-0.0,0.007288299602643554,0.9927117003973565
2020-05-07,-0.38036124387064735,-0.24821550493451675,-0.263794922723605,-0.17662880433658162,-0.0,0.0054207270394968235,0.9945792729605032
2020-05-08,-0.3929926028373253,-0.25563169254625845,-0.2580834433477924,-0.1888267219882232,-0.0,0.00362523836466126,0.9963747616353387
2020-05-11,-0.39908468740815384,-0.24671453163706597,-0.2620187261199983,-0.1915228618213881,-0.0,0.00197338035856741,0.9980266196414326
2020-05-12,-0.39671788439427197,-0.23965715480296856,-0.26790007316818226,-0.18624438172885963,-0.0,0.005226298735235706,0.9947737012647643
2020-05-13,-0.4013740809786138,-0.23614922184286044,-0.2696843384093337,-0.18742799689993928,-0.0,0.0029534362497643536,0.9970465637502356
2020-05-14,-0.40335008375209386,-0.23523869346733672,-0.269786432160804,-0.18542713567839197,-0.0,0.002763819095477387,0.9972361809045226
2020-05-15,-0.4035267754298519,-0.2356907998073258,-0.2698485832164024,-0.1852185386081384,-0.0,0.0025759701773859136,0.997424029822614
2020-05-18,-0.403024519160182,-0.23965434066740776,-0.27275206074207686,-0.1820374604106802,-0.0,0.0023701155693520983,0.9976298844306478
2020-05-19,-0.4113273149990575,-0.20268939949311943,-0.30276689776511745,-0.17774333410133425,-0.0,0.0025344029491234316,0.9974655970508766
2020-05-20,-0.4173953253741382,-0.19961745417857743,-0.30664620817218763,-0.17824112998150327,-0.0,0.0003573230200100891,0.9996426769799899
2020-05-21,-0.4176491604144337,-0.19952504045562489,-0.306601097030452,-0.17783662232309858,-0.0,0.0003993022718197676,0.9996006977281802
2020-05-22,-0.4180560519731724,-0.2011016966970124,-0.30593108088219834,-0.17738578306666947,-0.0,0.0,1.0
2020-05-26,-0.41836584390716075,-0.20202849146728952,-0.307198619615765,-0.17663026324095701,-0.0,0.0,1.0
2020-05-27,-0.42374023458063975,-0.19002295268377942,-0.3202425824927878,-0.17155551811998568,-0.0,0.0,1.0
2020-05-28,-0.43126026359004593,-0.17714430081266583,-0.3258874057855068,-0.17105983409827785,-0.0,0.0004210703608572993,0.9995789296391427
2020-05-29,-0.43391416110069325,-0.17308948399738733,-0.32751100903900043,-0.17247845599544892,-0.0,0.0,1.0
2020-06-01,-0.43444941732815406,-0.15907363621009965,-0.34525418003715586,-0.17235264313460566,-0.0,0.0024066880594494173,0.9975933119405507
2020-06-02,-0.4392336774138737,-0.16467014995114906,-0.3467567223142602,-0.17329340299902296,-0.0,0.0,1.0
2020-06-03,-0.43890576216468785,-0.16424187073890786,-0.34868211456364295,-0.17207909436526983,-0.0,0.0,1.0
2020-06-04,-0.439052877468677,-0.16194521129751538,-0.35177320025483116,-0.17082183053726907,-0.0,0.0,1.0
2020-06-05,-0.44868760527943025,-0.15806307170728587,-0.3588989104245293,-0.16661336062602614,-0.0,0.0,1.0
2020-06-08,-0.4485035680051124,-0.14597933752263287,-0.3734583022686122,-0.1622323996165726,-0.0,0.0,1.0
2020-06-09,-0.44792687603869263,-0.1467166659564495,-0.37322623258192356,-0.16278177866791665,-0.0,0.0,1.0
2020-06-10,-0.4469613024207296,-0.14907944084555064,-0.37118564609614735,-0.16369757927037165,-0.0,0.0,1.0
2020-06-11,-0.4516053333333333,-0.13834666666666667,-0.38214400000000004,-0.16123733333333332,-0.0,0.0,1.0
2020-06-12,-0.4437277816803968,-0.13447005981650595,-0.3843583029993401,-0.16614513485322602,-0.0,0.0,1.0
2020-06-15,-0.44389568919638106,-0.134944119212347,-0.3839914848323577,-0.16598190526875997,-0.0,0.0,1.0
2020-06-16,-0.4421768707482993,-0.1398929477747212,-0.3875205254515599,-0.16290277866632547,-0.0,0.0,1.0
2020-06-17,-0.4418034534214453,-0.1395011724578981,-0.38752931144745256,-0.16290769558729482,-0.0,0.0,1.0
2020-06-18,-0.4433877777303936,-0.13595462493070065,-0.3897394345174634,-0.1632265768263039,-0.0,0.0,1.0
2020-06-19,-0.44474088619482627,-0.13568257491675917,-0.38980192948006487,-0.16415521215743192,-0.0,0.0,1.0
2020-06-22,-0.4455236306194766,-0.13582803227596807,-0.3876104683430816,-0.16569184135251674,-0.0,0.0,1.0
2020-06-23,-0.4495752466137419,-0.13692679691010634,-0.38895427214174133,-0.16438063038966041,-0.0,0.0,1.0
2020-06-24,-0.44822273106636135,-0.13702411778552934,-0.3902715658370605,-0.1644803013118192,-0.0,0.0,1.0
2020-06-25,-0.4488273149038976,-0.13567656553994828,-0.39135826224531245,-0.1621020674320655,-0.0,0.0,1.0
2020-06-26,-0.44891409008237937,-0.13662137584251632,-0.39210441853000966,-0.16210548839199743,-0.0,0.0,1.0
2020-06-29,-0.44761070642770173,-0.13504795676414671,-0.39437763014547245,-0.15910110439407857,-0.0,0.0,1.0
2020-06-30,-0.45571813631112823,-0.11885508920549352,-0.4029221751593719,-0.16172506738544476,-0.0,0.0,1.0
2020-07-01,-0.45590877973643673,-0.11879599520794112,-0.40315334588396373,-0.16147526955331165,-0.0,0.0,1.0
2020-07-02,-0.4621288455354272,-0.11090148997748955,-0.4070532747346983,-0.16376889270018224,-0.0,0.0,1.0
2020-07-06,-0.46249490856861103,-0.11106823589941475,-0.4063926940639269,-0.1637833086800866,-0.0,0.0,1.0
2020-07-07,-0.45834225744270723,-0.11535660741058043,-0.4037052902120368,-0.16438209466695225,-0.0,0.0,1.0
2020-07-08,-0.45879103231194196,-0.11353075951264427,-0.40560159311363786,-0.16335838633005717,-0.0,0.0,1.0
2020-07-09,-0.4636035881368299,-0.11257993905317824,-0.40744237950126616,-0.16241040387999484,-0.0,0.0,1.0
2020-07-10,-0.46612716266689563,-0.10906710170437471,-0.4101232129824411,-0.1612286953161894,-0.0,0.0,1.0
2020-07-13,-0.47429258964828225,-0.10405431536428679,-0.4109318264830372,-0.15927207098811852,-0.0,0.0,1.0
2020-07-14,-0.494234937147811,-0.10127871694841786,-0.4254009536194192,-0.14642392717815345,-0.0,0.0,1.0
2020-07-15,-0.49559113460580195,-0.10011482548692506,-0.42465931494681197,-0.1461533461880105,-0.0,0.0,1.0
2020-07-16,-0.49783334055553147,-0.0944880183732721,-0.4264635784547385,-0.14785284049053168,-0.0,0.0,1.0
2020-07-17,-0.4999891580111456,-0.09469393065463928,-0.42656720948890864,-0.14716915671010689,-0.0,0.0,1.0
2020-07-20,-0.4995336326760808,-0.09474848701763519,-0.42758291577189217,-0.1472853083447214,-0.0,0.0,1.0
2020-07-21,-0.5149435803598658,-0.0842809218838496,-0.43687099725526074,-0.1422689844464776,-0.0,0.0,1.0
2020-07-22,-0.5177719179724105,-0.0815699435569987,-0.4388606794952819,-0.1410639178852398,-0.0,0.0,1.0
2020-07-23,-0.5173135174006842,-0.08222013990280895,-0.43899409444529186,-0.14064372725489768,-0.0,0.0,1.0
2020-07-24,-0.519160345278577,-0.08087017176737292,-0.43961984479902344,-0.14013863458017264,-0.0,0.0,1.0
2020-07-27,-0.5184918661956475,-0.08188320467530202,-0.4409263378254612,-0.13936499629290416,-0.0,0.0,1.0
2020-07-28,-0.5189434423190176,-0.08196828582022815,-0.4415556088729906,-0.1387222719043776,-0.0,0.0,1.0
2020-07-29,-0.5184942859635349,-0.0818721102678182,-0.4413766029835122,-0.13918694931518802,-0.0,0.0,1.0
2020-07-30,-0.5192429573617152,-0.08577922503660643,-0.4415280722075311,-0.1389077081102345,-0.0,0.0,1.0
2020-07-31,-0.5208069239847882,-0.08543515321064825,-0.441600734362023,-0.13775844734886566,-0.0,0.0,1.0
2020-08-03,-0.5195052123172411,-0.08636929868653977,-0.4419870183797015,-0.13759643333260485,-0.0,0.0,1.0
2020-08-04,-0.5211720681882838,-0.08878044510580564,-0.4437271593321225,-0.13464778869510033,-0.0,0.0,1.0
2020-08-05,-0.5214898459383754,-0.08838848039215687,-0.443561799719888,-0.13493522408963585,-0.0,0.0,1.0
2020-08-06,-0.521467962184874,-0.08722864145658264,-0.44421831232493,-0.13546043417366946,-0.0,0.0,1.0
2020-08-07,-0.5162881445106979,-0.09196334619431779,-0.44979831638021744,-0.13414152928796913,-0.0,0.0,1.0
2020-08-10,-0.5348852589114477,-0.07561228313824041,-0.4585014218636334,-0.13544077772634086,-0.0,0.0,1.0
2020-08-11,-0.539900194311959,-0.07081346051934287,-0.46433933933933935,-0.13305953011835364,-0.0,0.0,1.0
2020-08-12,-0.540242825607064,-0.0708167770419426,-0.463841059602649,-0.1326269315673289,-0.0,0.0,1.0
2020-08-13,-0.5385955626130299,-0.07467690000441092,-0.4580741916986458,-0.13411406642847692,-0.0,0.0,1.0
2020-08-14,-0.541987766908826,-0.07370768653255902,-0.4611698721487403,-0.1312517941131009,-0.0,0.0,1.0
2020-08-17,-0.5427719491993374,-0.0736609607951408,-0.4611595803423523,-0.13110988404196577,-0.0,0.0,1.0
2020-08-18,-0.5427548720668169,-0.07360024747006054,-0.4637854081046445,-0.12941358433868044,-0.0,0.0,1.0
2020-08-19,-0.5435359116022099,-0.07257458563535911,-0.46406629834254143,-0.12976795580110498,-0.0,0.0,1.0
2020-08-20,-0.5434657709815707,-0.07278914571087639,-0.46400318203915675,-0.12951341317894552,-0.0,0.0,1.0
2020-08-21,-0.5424652096244184,-0.07952715964978056,-0.45248439670952517,-0.130935315263657,-0.0,0.0,1.0
2020-08-24,-0.5417089641170499,-0.0822703800150064,-0.45396566182636716,-0.128878492298186,-0.0,0.0,1.0
2020-08-25,-0.5417163289630512,-0.08177724804661633,-0.45841610382730763,-0.12530349181123912,-0.0,0.0,1.0
2020-08-26,-0.5426262447835015,-0.08112345161076641,-0.4592726710680297,-0.12501932036476848,-0.0,0.0,1.0
