Date,EPD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2531594077127515,-0.5087053208222596,-0.02619732060530455,-0.4389813961056571,-0.4848945056137115,0.0
2018-09-25,1.0,-0.25431034482758624,-0.5074549989156365,-0.028193450444589027,-0.43783886358707436,-0.48311103882021256,0.0
2018-09-26,1.0,-0.254208799848185,-0.5073874264646081,-0.02786889690134736,-0.43795917260823597,-0.4835307832027544,0.0
2018-09-27,1.0,-0.2539398377953183,-0.5089375322103779,-0.027612770228117287,-0.4381967613312719,-0.48379309409499005,0.0
2018-09-28,1.0,-0.2534718455028751,-0.509222089617012,-0.02796463057393946,-0.43804925680807205,-0.48367147661929044,0.0
2018-10-01,1.0,-0.25403499254034995,-0.5086667570866675,-0.027994032279940323,-0.43832903838329046,-0.48360233283602333,0.0
2018-10-02,1.0,-0.2573471440611152,-0.48992741211972923,-0.035124921838892965,-0.44536878449283634,-0.49087893864013266,0.0
2018-10-03,1.0,-0.25706521739130433,-0.48619565217391303,-0.034755434782608695,-0.44644021739130435,-0.49293478260869567,0.0
2018-10-04,1.0,-0.2579996740370511,-0.4841636334003368,-0.03517683489976639,-0.44746563807247236,-0.4915792904873146,0.0
2018-10-05,1.0,-0.2492221109878514,-0.4783949782191077,-0.026218241835547502,-0.4528261046023973,-0.4990394761763035,0.0
2018-10-08,1.0,-0.24789813738476926,-0.4761158119542591,-0.02216755426995756,-0.4575977940580141,-0.4995809791570922,0.0
2018-10-09,1.0,-0.2479117670910713,-0.4761441353769632,-0.022166355797042687,-0.45754602222042007,-0.49947287324628986,0.0
2018-10-10,1.0,-0.2493647618532735,-0.4748878196464292,-0.02373357841812186,-0.4584797534735363,-0.49664810509812407,0.0
2018-10-11,1.0,-0.22271008014388868,-0.4676647181738831,-0.0,-0.4503927844050043,-0.5042452455894411,0.0
2018-10-12,1.0,-0.22938130850896923,-0.4611683489357251,-0.0,-0.43569896971915695,-0.4886512211704409,0.0
2018-10-15,1.0,-0.21127752844170752,-0.477063980795324,-0.0,-0.43187036843753257,-0.48914518317503386,0.0
2018-10-16,1.0,-0.211256947524985,-0.4771547112699945,-0.0,-0.4318555436682932,-0.4891057589437152,0.0
2018-10-17,1.0,-0.19716859716859717,-0.4511196911196911,-0.0,-0.42947232947232944,-0.49626769626769623,0.0
2018-10-18,1.0,-0.1967571741088663,-0.45036674816625916,-0.0,-0.4301634281302278,-0.49635825505083003,0.0
2018-10-19,1.0,-0.18514732564974062,-0.4405714139684649,-0.0,-0.43216375763461196,-0.4976617004421047,0.0
2018-10-22,1.0,-0.18512084206223495,-0.4361299882479179,-0.0,-0.43416279188595375,-0.4993612998824792,0.0
2018-10-23,1.0,-0.18316667092913225,-0.43686862228587503,-0.0,-0.43656172476407246,-0.5009079051686658,0.0
2018-10-24,1.0,-0.18312498395667015,-0.4433606283851426,-0.0,-0.4386374720846061,-0.5018096876042816,0.0
2018-10-25,1.0,-0.1703292544468273,-0.42480131197174215,-0.0,-0.4376939573609184,-0.49019805727261256,0.0
2018-10-26,1.0,-0.15795926537556923,-0.41667917730070564,-0.0,-0.44300155131862085,-0.4844868137917229,0.0
2018-10-29,1.0,-0.15289359364857444,-0.4170869326409347,-0.0,-0.44117940779947074,-0.48546961601837524,0.0
2018-10-30,1.0,-0.1432994581637494,-0.41771330120602257,-0.0,-0.44208344777647385,-0.4938450398262129,0.0
2018-10-31,1.0,-0.1444425091442932,-0.41135634128741694,-0.0,-0.44064296200452857,-0.49180123914503965,0.0
2018-11-01,1.0,-0.14358923329518883,-0.4119110403502662,-0.0,-0.4404945519677596,-0.49169112891188615,0.0
2018-11-02,1.0,-0.14688622013123684,-0.39579051628079737,-0.0,-0.4448929057818497,-0.488597251454748,0.0
2018-11-05,1.0,-0.1487357461576599,-0.39184432325235496,-0.0,-0.44526524541398116,-0.49310857709469513,0.0
2018-11-06,1.0,-0.1453167701863354,-0.39021118012422357,-0.0,-0.44986335403726707,-0.4990807453416149,0.0
2018-11-07,1.0,-0.14481525625744932,-0.3905194676201827,-0.0,-0.44889749702026216,-0.49888259833134685,0.0
2018-11-08,1.0,-0.12577050150401894,-0.39198185314857736,-0.0,-0.44324177720794916,-0.5046106810000494,0.0
2018-11-09,1.0,-0.12457729617653593,-0.393034334658011,-0.0,-0.4457581517043912,-0.5049737121417817,0.0
2018-11-12,1.0,-0.12419136637559955,-0.3826589595375723,-0.0,-0.4496371909974172,-0.5032591317181159,0.0
2018-11-13,1.0,-0.11675487601685779,-0.38015779672645306,-0.0,-0.44989218857198865,-0.5034793688130942,0.0
2018-11-14,1.0,-0.11497391988977462,-0.3850752878653676,-0.0,-0.45308040547190237,-0.5072827477610471,0.0
2018-11-15,1.0,-0.11440927855317476,-0.3851238450953411,-0.0,-0.45441812463141346,-0.5032681344603892,0.0
2018-11-16,1.0,-0.11651131824234354,-0.3904177146520688,-0.0,-0.45650244118952504,-0.5024411895250777,0.0
2018-11-19,1.0,-0.11455016660496112,-0.3917808219178082,-0.0,-0.45842280636801186,-0.5034678514130568,0.0
2018-11-20,1.0,-0.08526731992435964,-0.3859132100493627,-0.0,-0.4634445836096171,-0.5212308750214888,0.0
2018-11-21,1.0,-0.08076495990129551,-0.389487970388649,-0.0,-0.4671684145589142,-0.5301665638494757,0.0
2018-11-23,1.0,-0.08018529069335383,-0.40030716639005176,-0.0,-0.4656295672421908,-0.5310015110604672,0.0
2018-11-26,1.0,-0.08077247679094475,-0.39827731718214765,-0.0,-0.4690214963014447,-0.5341806086481656,0.0
2018-11-27,1.0,-0.07658248200460088,-0.398842357830163,-0.0,-0.46637148440398746,-0.5317980557548173,0.0
2018-11-28,1.0,-0.07502352999455095,-0.40763857928369746,-0.0,-0.4637638083915391,-0.5304156140090157,0.0
2018-11-29,1.0,-0.05337099349134226,-0.4011052437676532,-0.0,-0.4647181628392484,-0.5368783003806951,0.0
2018-11-30,1.0,-0.053854094975911905,-0.4024186412348835,-0.0,-0.4674319142660506,-0.5342640841608495,0.0
2018-12-03,1.0,-0.052136311147146265,-0.4031596275275792,-0.0,-0.46760521854499887,-0.5340655020761161,0.0
2018-12-04,1.0,-0.054962962962962957,-0.4039259259259259,-0.0,-0.47271604938271605,-0.5375308641975308,0.0
2018-12-06,1.0,-0.05009470156864649,-0.3779078238065174,-0.0,-0.47192948375503857,-0.5283133407799524,0.0
2018-12-07,1.0,-0.048909611928699796,-0.37809024236242655,-0.0,-0.472266744378066,-0.5292146291709166,0.0
2018-12-10,1.0,-0.02493609222013216,-0.3863647325519703,-0.0,-0.47995948487917817,-0.5203299088409782,0.0
2018-12-11,1.0,-0.01431646151241808,-0.3923000652946725,-0.0,-0.4791661628497497,-0.5325385117651327,0.0
2018-12-12,1.0,-0.016386300375166404,-0.3924724676267699,-0.0,-0.4806970833837589,-0.5308725644439065,0.0
2018-12-13,1.0,-0.01664932362122789,-0.3920092926457421,-0.0,-0.48084601795610193,-0.5304551944437723,0.0
2018-12-14,1.0,-0.020079349719372943,-0.3828140119992258,-0.0,-0.4860896071221211,-0.530239984517128,0.0
2018-12-17,1.0,-0.01652373475057374,-0.38222007488827153,-0.0,-0.48433385674598384,-0.5326971856504409,0.0
2018-12-18,1.0,-0.015141986357699191,-0.3837501814135746,-0.0,-0.4861883798558367,-0.5337429248705916,0.0
2018-12-19,1.0,-0.008312330360604886,-0.38711709965102753,-0.0,-0.49146956184567664,-0.536545172547499,0.0
2018-12-20,1.0,-0.005203921094033644,-0.3762555972407116,-0.0,-0.5043930775747307,-0.5345758199201258,0.0
2018-12-21,1.0,-0.0027297323412890134,-0.3756643153927916,-0.0,-0.5050971108319644,-0.5322011788578607,0.0
2018-12-24,1.0,-0.0,-0.3606707024118382,-0.0,-0.4988949745363698,-0.5426635918132027,0.0
2018-12-26,1.0,-0.0,-0.35983947324153515,-0.0,-0.49974767500540695,-0.5435080383533992,0.0
2018-12-27,1.0,-0.0,-0.3502870427480192,-0.0,-0.48097452199079566,-0.5409925511220761,0.0
2018-12-28,1.0,-0.0,-0.35891825036272385,-0.0,-0.480983754727303,-0.5386152272673216,0.0
2018-12-31,1.0,-0.0,-0.3558324597350615,-0.0,-0.4845373105880111,-0.5421471457161918,0.0
2019-01-02,1.0,-0.0,-0.3603201994056179,-0.0,-0.4919231137954175,-0.5444588246572716,0.0
2019-01-03,1.0,-0.0,-0.36146978351653625,-0.0,-0.48787980607689724,-0.5506888110209763,0.0
2019-01-04,1.0,-0.0,-0.37197476673622604,-0.0,-0.46465664052193517,-0.5619678107984937,0.0
2019-01-07,1.0,-0.0,-0.3663961813842482,-0.0,-0.46207637231503584,-0.558162291169451,0.0
2019-01-08,1.0,-0.0,-0.3706492637215528,-0.0,-0.46036527060623444,-0.5594759992350353,0.0
2019-01-09,1.0,-0.0,-0.37089100863037605,-0.0,-0.4604221951277822,-0.5593726840230462,0.0
2019-01-10,1.0,-0.0,-0.3678656041352574,-0.0,-0.46658051547131885,-0.5586665709431162,0.0
2019-01-11,1.0,-0.0,-0.3634229875697555,-0.0,-0.46846933154503867,-0.5631451632218044,0.0
2019-01-14,1.0,-0.0,-0.36544953908775285,-0.0,-0.4700586615587214,-0.558841134921585,0.0
2019-01-15,1.0,-0.0,-0.3611523896265759,-0.0,-0.47133406835722164,-0.5643066008340923,0.0
2019-01-16,1.0,-0.0,-0.352239660353957,-0.0,-0.47283308686733766,-0.5600820493250012,0.0
2019-01-17,1.0,-0.0,-0.3449859597353767,-0.0,-0.4729427442768074,-0.5617771643424873,0.0
2019-01-18,1.0,-0.0,-0.3464608076009501,-0.0,-0.4724228028503563,-0.5564133016627079,0.0
2019-01-22,1.0,-0.0,-0.29542548657479756,-0.0,-0.47478334990765736,-0.5975517355684993,0.0
2019-01-23,1.0,-0.0,-0.282696724999408,-0.0,-0.4795282862487864,-0.6057922280897013,0.0
2019-01-24,1.0,-0.0,-0.28557888251741625,-0.0,-0.4768020472963367,-0.6071750154021137,0.0
2019-01-25,1.0,-0.0,-0.23586753954221817,-0.0,-0.49326229273187744,-0.6601519568022172,0.0
2019-01-28,1.0,-0.0,-0.22668294551374127,-0.0,-0.5093842765488844,-0.6578808771425836,0.0
2019-01-29,1.0,-0.0,-0.23231842311995618,-0.0,-0.49689337491370483,-0.6513438236484396,0.0
2019-01-30,1.0,-0.0,-0.23101996145701983,-0.0,-0.49632414170493205,-0.6518759962884537,0.0
2019-01-31,1.0,-0.0,-0.24196543350949865,-0.0,-0.470432795314955,-0.6682140646574299,0.0
2019-02-01,1.0,-0.0,-0.23932538832988418,-0.0,-0.48000666048193347,-0.6594114988463095,0.0
