Date,IWF,IWM,MTUM,PRTA,SPY,VLUE,VXX
2018-11-27,-2.1153322608588043,-2.569855215938621,-1.797426061131048,1.0,-2.4506867961885903,-2.4414057666130424,0.0
2018-11-28,-2.128192350815996,-2.5979818113865707,-1.804534695403015,1.0,-2.4679207674099914,-2.4594493584153487,0.0
2018-11-29,-2.0774225162317776,-2.5580056351831435,-1.75107190983707,1.0,-2.433664094083058,-2.430233982604435,0.0
2018-11-30,-2.0769136558481325,-2.55786895284752,-1.7499081445192897,1.0,-2.4335578689528474,-2.4292712798530314,0.0
2018-12-03,-2.0730096612449556,-2.5555827320533204,-1.7440381558028617,1.0,-2.4305980188333134,-2.4263177204353674,0.0
2018-12-04,-2.0614484272128752,-2.552304316020483,-1.7367715191416728,1.0,-2.42233601560595,-2.419166057059254,0.0
2018-12-06,-1.9943040227839088,-2.4630354811914086,-1.6919425655630713,1.0,-2.3672718642458763,-2.350065266405601,0.0
2018-12-07,-1.9967941106625502,-2.4639040607931606,-1.6946093564473999,1.0,-2.3683210638803134,-2.350154357634766,0.0
2018-12-10,-1.9611228564716938,-2.4497298567066013,-1.6624383368569415,1.0,-2.3489546629081515,-2.322997416020672,0.0
2018-12-11,-1.962171052631579,-2.449953007518797,-1.6634163533834585,1.0,-2.349624060150376,-2.322955827067669,0.0
2018-12-12,-1.9622885338345866,-2.4498355263157894,-1.663768796992481,1.0,-2.349624060150376,-2.322720864661654,0.0
2018-12-13,-1.9582502638677142,-2.4437668582150818,-1.6611938548141199,1.0,-2.3464289902662134,-2.31781400258004,0.0
2018-12-14,-1.9575714955461794,-2.4389357712142523,-1.6619784341303332,1.0,-2.346108766994843,-2.316104078762307,0.0
2018-12-17,-1.9450356683428838,-2.4388960355513976,-1.6471757689159163,1.0,-2.3387907847035434,-2.324757338323003,0.0
2018-12-18,-1.9159343200740055,-2.4122340425531914,-1.6149398704902869,1.0,-2.315795559666975,-2.3044634597594817,0.0
2018-12-19,-1.9204505864591799,-2.4263151782603645,-1.6192079897805132,1.0,-2.329462315642782,-2.31750087097898,0.0
2018-12-20,-1.9001382170006913,-2.401981110343239,-1.6075788988712278,1.0,-2.3119096982262155,-2.2964754664823777,0.0
2018-12-21,-1.8883923455941332,-2.3939498109315918,-1.5941331499942706,1.0,-2.3035407356479887,-2.278675375272144,0.0
2018-12-24,-1.8562032206849626,-2.362667271490134,-1.5733726468586982,1.0,-2.281469721025176,-2.2668405534134726,0.0
2018-12-26,-1.842223722709881,-2.357416160252082,-1.5515417510690974,1.0,-2.2565833896016207,-2.2457798784604996,0.0
2018-12-27,-1.689662447257384,-2.2182489451476797,-1.4141350210970467,1.0,-2.105168776371308,-2.121308016877637,0.0
2018-12-28,-1.6857624262847515,-2.2159856781802865,-1.4112257792754843,1.0,-2.1009898904802022,-2.116680707666386,0.0
2018-12-31,-1.6858677337826453,-2.215775063184499,-1.4112257792754843,1.0,-2.1009898904802022,-2.1167860151642794,0.0
2019-01-02,-1.6825830879259573,-2.2145561632309634,-1.404922170803534,1.0,-2.098969289019773,-2.1164282709297435,0.0
2019-01-03,-1.6824061415501106,-2.2141129456304554,-1.4051950783468292,1.0,-2.0989588810600486,-2.1154695551582714,0.0
2019-01-04,-1.6523510971786834,-2.2141065830721005,-1.385788923719958,1.0,-2.0841170323928946,-2.112957157784744,0.0
2019-01-07,-1.5955882352941178,-2.1584967320261437,-1.3540645424836604,1.0,-2.041156045751634,-2.0631127450980395,0.0
2019-01-08,-1.5903491804947572,-2.1469001323424615,-1.3495877023312632,1.0,-2.0373612949200854,-2.0559910414333706,0.0
2019-01-09,-1.5861368025205813,-2.1382254294135583,-1.3458684825693668,1.0,-2.0358776298404306,-2.0574245350137206,0.0
2019-01-10,-1.5865853658536586,-2.136382113821138,-1.3459349593495935,1.0,-2.0369918699186993,-2.0568089430894307,0.0
2019-01-11,-1.5907701711491444,-2.134474327628362,-1.3531988590057051,1.0,-2.04319478402608,-2.065912795436023,0.0
2019-01-14,-1.5931822820983874,-2.137579097775056,-1.356909573382323,1.0,-2.0471524800979792,-2.071341090018371,0.0
2019-01-15,-1.5951114747392103,-2.1371446103497647,-1.3644917160973615,1.0,-2.0507261198609124,-2.0794641030885663,0.0
2019-01-16,-1.5868013055895553,-2.1324969400244798,-1.357201142390861,1.0,-2.044777641778866,-2.0787433700530396,0.0
2019-01-17,-1.5849383470905942,-2.129725873840824,-1.3574849689187811,1.0,-2.042392744318761,-2.0759196983593196,0.0
2019-01-18,-1.5925660454638542,-2.1293262338726193,-1.3741552324390744,1.0,-2.0503788654515667,-2.0931804218718,0.0
2019-01-22,-1.6638131473261466,-2.182096808285775,-1.4655463961107587,1.0,-2.112978228704291,-2.1442612555485097,0.0
2019-01-23,-1.6228577328102416,-2.1013834400165186,-1.4446623993392524,1.0,-2.0569894693371875,-2.0983894280404707,0.0
2019-01-24,-1.623607098638052,-2.098431696244325,-1.442736277342138,1.0,-2.0567478332645477,-2.0962649607924058,0.0
2019-01-25,-1.6831714527027026,-2.116237331081081,-1.5126689189189189,1.0,-2.1046241554054053,-2.140625,0.0
2019-01-28,-1.6841216216216215,-2.107052364864865,-1.5229096283783783,1.0,-2.106102195945946,-2.137352195945946,0.0
2019-01-29,-1.6905796333580587,-2.1116880364522626,-1.5308890537247006,1.0,-2.1150789445798455,-2.148352230581753,0.0
2019-01-30,-1.6905872376510493,-2.1121475514097945,-1.5312698749205005,1.0,-2.1159635361458555,-2.150095399618402,0.0
2019-01-31,-1.6844840386043058,-2.119312758510977,-1.5326121539930004,1.0,-2.1117827977516175,-2.1572807296638032,0.0
2019-02-01,-1.6891015417331208,-2.1242955874534823,-1.5379053694843168,1.0,-2.118341307814992,-2.1631047315257845,0.0
2019-02-04,-1.6879447689856613,-2.1207647371216143,-1.536590546999469,1.0,-2.115772703133298,-2.1602761550716942,0.0
2019-02-05,-1.6836518046709128,-2.1181528662420384,-1.5360934182590231,1.0,-2.1149681528662416,-2.1628450106157113,0.0
2019-02-06,-1.6827300711177158,-2.1162296996072603,-1.5366733892368114,1.0,-2.1150620953189683,-2.1638891837384566,0.0
2019-02-07,-1.6830978434080526,-2.118240730904069,-1.5381918623180706,1.0,-2.116647190056305,-2.1673217890151917,0.0
2019-02-08,-1.6895780051150893,-2.1222293265132137,-1.5506180733162829,1.0,-2.123294970161978,-2.170716112531969,0.0
2019-02-11,-1.6942960905789364,-2.1235847041230507,-1.5561845759453108,1.0,-2.1294595171971804,-2.17795342875454,0.0
2019-02-12,-1.6999037124210978,-2.127527548946186,-1.558040012838344,1.0,-2.133411789879106,-2.1797368139510005,0.0
2019-02-13,-1.6954802863553795,-2.128432524842397,-1.5571108024361575,1.0,-2.129180467998718,-2.174591302489582,0.0
2019-02-14,-1.7023988005997002,-2.1224030841721997,-1.5695009638038122,1.0,-2.1356821589205395,-2.1789462411651317,0.0
2019-02-15,-1.7046209928165539,-2.129194810764447,-1.570708695186019,1.0,-2.136914334727136,-2.1801222257960755,0.0
2019-02-19,-1.7037988228999463,-2.1196361690743712,-1.5683253076511503,1.0,-2.1340823970037452,-2.1749598715890848,0.0
2019-02-20,-1.7040248340826374,-2.1228858916720186,-1.56818668379362,1.0,-2.134018411475059,-2.175230143438236,0.0
2019-02-21,-1.7035530821917808,-2.1240368150684934,-1.5679580479452055,1.0,-2.1329195205479454,-2.1735873287671232,0.0
2019-02-22,-1.7022141405497915,-2.1227938816985774,-1.5688308910043853,1.0,-2.1311370200021393,-2.171248261846187,0.0
2019-02-25,-1.7070371164986053,-2.125402274190088,-1.5795966530787384,1.0,-2.1378459558034755,-2.177537009225488,0.0
2019-02-26,-1.7071443896159624,-2.125295001072731,-1.5798111993134523,1.0,-2.137738682686119,-2.177322462990775,0.0
2019-02-27,-1.7095631641086186,-2.1246109262638186,-1.5823763013845658,1.0,-2.1394225609101643,-2.176988300955243,0.0
2019-02-28,-1.7089952769428938,-2.1251610133104335,-1.5826534993559465,1.0,-2.1397595534564187,-2.1776513525118073,0.0
2019-03-01,-1.7081231891833888,-2.1252280287584506,-1.5820366992166544,1.0,-2.138963408090997,-2.176413778302393,0.0
2019-03-04,-1.7054155495978554,-2.1238605898123324,-1.5801608579088473,1.0,-2.1378016085790885,-2.1768364611260056,0.0
2019-03-05,-1.7237140084115172,-2.1287609187965058,-1.5941982098565726,1.0,-2.15140731154966,-2.1860239404723387,0.0
2019-03-06,-1.7237920621225196,-2.128882657463331,-1.5943701466781708,1.0,-2.1517471958584986,-2.186367558239862,0.0
2019-03-07,-1.6874540682414698,-2.048293963254593,-1.5634645669291338,1.0,-2.084829396325459,-2.1146456692913382,0.0
2019-03-08,-1.7000422475707646,-2.050802703844529,-1.5945289395859736,1.0,-2.0953738910012674,-2.121144909167723,0.0
2019-03-11,-1.7050397877984085,-2.0580371352785147,-1.6078514588859418,1.0,-2.103342175066313,-2.135915119363395,0.0
2019-03-12,-1.7213956973134967,-2.059509793428235,-1.6394091833458204,1.0,-2.1220164829283954,-2.160869099860858,0.0
2019-03-13,-1.7438471502590673,-2.0752374784110534,-1.667314335060449,1.0,-2.135254749568221,-2.1728195164075994,0.0
2019-03-14,-1.7427184466019416,-2.0738942826321467,-1.6664509169363537,1.0,-2.1334412081984895,-2.1709816612729234,0.0
2019-03-15,-1.7491620715753056,-2.074278300356795,-1.6738025732511623,1.0,-2.137528381446643,-2.1772083468483077,0.0
2019-03-18,-1.7711818082431399,-2.0974089865529684,-1.7101782005028974,1.0,-2.1563354105171095,-2.1974417841915383,0.0
2019-03-19,-1.7733667793652526,-2.0880139600828884,-1.7152361217144727,1.0,-2.1448358599629187,-2.1846439088232086,0.0
2019-03-20,-1.7707089349690588,-2.075561828248833,-1.71479752469873,1.0,-2.128650526544349,-2.166865704049506,0.0
2019-03-21,-1.7438281500480923,-2.0397563321577428,-1.691140322753019,1.0,-2.090092978518756,-2.122368280431762,0.0
2019-03-22,-1.7597542573830567,-2.0528131062729034,-1.7173959905151974,1.0,-2.1116619961198535,-2.1365596033627936,0.0
2019-03-25,-1.715913887716336,-1.9880751371886873,-1.6891093288307304,1.0,-2.0700717602363867,-2.0897002954833264,0.0
2019-03-26,-1.7283071033602724,-2.004466184602297,-1.7075712462781796,1.0,-2.0847511697150147,-2.1086771586558912,0.0
2019-03-27,-1.7264140931762708,-1.9949060808659664,-1.705720046694259,1.0,-2.0812904595139554,-2.1040008489865225,0.0
2019-03-28,-1.723471986417657,-1.9925721561969438,-1.7099957555178267,1.0,-2.0797962648556876,-2.1053692699490663,0.0
2019-03-29,-1.7208907741251327,-1.9898197242841995,-1.7121951219512195,1.0,-2.077518557794274,-2.1039236479321315,0.0
2019-04-01,-1.720012726694241,-1.991727648743239,-1.7109979849400785,1.0,-2.0780570580125146,-2.1047831159189734,0.0
2019-04-02,-1.7341866666666668,-2.0027733333333333,-1.7357866666666668,1.0,-2.0885333333333334,-2.1053866666666665,0.0
2019-04-03,-1.7294455066921608,-1.993414064159762,-1.7296579562353942,1.0,-2.077012959422137,-2.0929466751646486,0.0
2019-04-04,-1.7322206867226535,-1.9945785053683427,-1.7306261294780483,1.0,-2.078133304985649,-2.094823004145849,0.0
2019-04-05,-1.7246805364874858,-1.9759214278170874,-1.7174992079417046,1.0,-2.0627310170028514,-2.0800506917309116,0.0
2019-04-08,-0.0,-1.3055763365368014,-0.0,1.0,-1.8859411866259999,-1.5632157449502215,0.0
2019-04-09,-0.0,-1.3054082103321032,-0.0,1.0,-1.8991582103321032,-1.5611738929889298,0.0
2019-04-10,-0.0,-1.3044484294556604,-0.0,1.0,-1.8924625441082894,-1.5877827269046105,0.0
2019-04-11,-0.0,-1.2766360505166476,-0.0,1.0,-1.8680826636050516,-1.595809414466131,0.0
2019-04-12,-0.0,-1.2833715596330275,-0.0,1.0,-1.860665137614679,-1.5899082568807341,0.0
2019-04-15,-0.0,-1.2886668963141577,-0.0,1.0,-1.8510736020208978,-1.6014467791939375,0.0
2019-04-16,-0.0,-1.2892348345588234,-0.0,1.0,-1.8500689338235294,-1.6051815257352942,0.0
2019-04-17,-0.0,-1.1861147143421127,-0.0,1.0,-1.866956178444532,-1.5867689357622243,0.0
2019-04-18,-0.0,-1.1888218374598163,-0.0,1.0,-1.8560712875754328,-1.5949467035136202,0.0
2019-04-22,-0.0,-1.1933521126760565,-0.0,1.0,-1.8494084507042254,-1.5909859154929578,0.0
2019-04-23,-0.0,-1.205993353236073,-0.0,1.0,-1.8570382470568354,-1.5698191854897765,0.0
2019-04-24,-0.0,-1.1904547754230144,-0.0,1.0,-1.8597447861037721,-1.571308111754455,0.0
2019-04-25,-0.0,-1.1530862819511105,-0.0,1.0,-1.864382185511776,-1.5635115526286416,0.0
2019-04-26,-0.0,-1.1632148546942813,-0.0,1.0,-1.8287644893698842,-1.5016206119870352,0.0
2019-04-29,-0.0,-1.1544109648645708,-0.0,1.0,-1.7968563037093441,-1.487653649515936,0.0
2019-04-30,-0.0,-1.1820752200586824,-0.0,1.0,-1.7549213123499598,-1.3977594025073354,0.0
2019-05-01,-0.0,-1.20086358547897,-0.0,1.0,-1.7402846633615863,-1.3895730049576203,0.0
2019-05-02,-0.0,-1.2111460386808035,-0.0,1.0,-1.7154350258404816,-1.4013000159838032,0.0
2019-05-03,-0.0,-1.2549227186110523,-0.0,1.0,-1.6636142282447597,-1.3747088714799915,0.0
2019-05-06,-0.0,-1.225801341289539,-0.0,1.0,-1.6779320906162536,-1.3769868511379837,0.0
2019-05-07,-0.0,-1.223725613593455,-0.0,1.0,-1.6516677155443675,-1.3689951751625762,0.0
2019-05-08,-0.0,-1.217778936392075,-0.0,1.0,-1.6277372262773722,-1.3682481751824818,0.0
2019-05-09,-0.0,-1.2120830049908065,-0.0,1.0,-1.6869976359338064,-1.3543997898607827,0.0
2019-05-10,-0.0,-1.2022318855765703,-0.0,1.0,-1.6875884109603394,-1.3493477235814952,0.0
2019-05-13,-0.0,-1.2053136299324005,-0.0,1.0,-1.6819158413247395,-1.3530367342661007,0.0
2019-05-14,-0.0,-1.1661219195849546,-0.0,1.0,-1.6787548638132295,-1.3431906614785993,0.0
2019-05-15,-0.0,-1.1900077259850632,-0.0,1.0,-1.6731393252639712,-1.2875611640484164,0.0
2019-05-16,-0.0,-1.1927493691745197,-0.0,1.0,-1.6663576909212625,-1.290488696637314,0.0
2019-05-17,-0.0,-1.1846749226006192,-0.0,1.0,-1.649793601651187,-1.3254901960784313,0.0
2019-05-20,-0.0,-1.168691444455884,-0.010501389889838363,1.0,-1.6432101307525997,-1.3253886543807267,0.0
2019-05-21,-0.0,-1.1630406830221673,-0.007611994033842514,1.0,-1.6479452759347837,-1.3245898266728386,0.0
2019-05-22,-0.0,-1.1534823952711386,-0.017116422513492675,1.0,-1.648419429452583,-1.3210485736314572,0.0
2019-05-23,-0.0,-1.147767558958023,-0.008580383291373376,1.0,-1.652314648307044,-1.3292914761342034,0.0
2019-05-24,-0.0,-1.1205633802816901,-0.021101152368758005,1.0,-1.6467605633802815,-1.3332650448143406,0.0
2019-05-28,-0.0,-1.1533818294381675,-0.008099881339317959,1.0,-1.6595986173450963,-1.338131352215859,0.0
2019-05-29,-0.0,-1.1593949372298826,-0.010187281333607738,1.0,-1.6617102284420662,-1.3138505865404402,0.0
2019-05-30,-0.0,-1.1556504295046552,-0.006635461138830306,1.0,-1.6610771050871869,-1.3203538912607375,0.0
2019-05-31,-0.0,-1.1464104013566987,-0.010329410555527005,1.0,-1.659180841769875,-1.3231409630505162,0.0
2019-06-03,-0.0,-1.149956541745488,-0.03947032056853622,1.0,-1.651567053530344,-1.2717419090955568,0.0
2019-06-04,-0.0,-1.1629463145527916,-0.036624610512335905,1.0,-1.634469019768095,-1.2739439137763704,0.0
2019-06-05,-0.0,-1.1280125037813857,-0.07865281839265907,1.0,-1.6372390844005245,-1.1978925078148634,0.0
2019-06-06,-0.0,-1.1489491010382376,-0.018283109648012157,1.0,-1.6313497087870348,-1.2659913902253737,0.0
2019-06-07,-0.0,-1.1991439054219324,-0.009427231960864249,1.0,-1.622350183448838,-1.2648797390949857,0.0
2019-06-10,-0.0,-1.2076226147694489,-0.04287088120666093,1.0,-1.5618261881864657,-1.2491775067064839,0.0
2019-06-11,-0.0,-1.2083650576112888,-0.05969240140094412,1.0,-1.5594639865996651,-1.2484137861022284,0.0
2019-06-12,-0.0,-1.1955113491456262,-0.04611068604947717,1.0,-1.5807702116806939,-1.2783473603672533,0.0
2019-06-13,-0.0,-1.204856151805754,-0.06269128749234851,1.0,-1.572434197102632,-1.2610691695572331,0.0
2019-06-14,-0.0,-1.2002243982048144,-0.07124643002855977,1.0,-1.5753263973888207,-1.2531619747042022,0.0
2019-06-17,-0.0,-1.2179907739620708,-0.06858021527421834,1.0,-1.5719118400820093,-1.2670425422860072,0.0
2019-06-18,-0.0,-1.2298308559712967,-0.05889287544848796,1.0,-1.579600205023065,-1.2572526909277295,0.0
2019-06-19,-0.0,-1.2142528265206938,-0.07418018110195938,1.0,-1.5754335703688545,-1.2520591395098992,0.0
2019-06-20,-0.0,-1.232234020829079,-0.05717786399836634,1.0,-1.5669797835409434,-1.2488258117214621,0.0
2019-06-21,-0.0,-1.2430927940350338,-0.054491598999029674,1.0,-1.5553853225065113,-1.2540217557836677,0.0
2019-06-24,-0.0,-1.2325878921242515,-0.061358170001535234,1.0,-1.5481807481705134,-1.2753185609743616,0.0
2019-06-25,-0.0,-1.204259883542752,-0.0641025641025641,1.0,-1.5582797017059966,-1.2810808049851872,0.0
2019-06-26,-0.0,-1.2024108745832265,-0.03677866119517825,1.0,-1.5226981277250575,-1.3675814311361887,0.0
2019-06-27,-0.0,-1.2020554984583762,-0.05688591983556012,1.0,-1.530010277492292,-1.349845837615622,0.0
2019-06-28,-0.0,-1.2052929085303188,-0.05626927029804728,1.0,-1.5279547790339156,-1.3491778006166495,0.0
2019-07-01,-0.0,-1.2000409920065587,-0.05790120926419348,1.0,-1.5118364418938306,-1.35417093666735,0.0
2019-07-02,-0.0,-1.218849512069851,-0.04745762711864406,1.0,-1.5036466358500258,-1.3661530559835644,0.0
2019-07-03,-0.0,-1.228534770336156,-0.039107005388760586,1.0,-1.4979214780600463,-1.3665896843725944,0.0
2019-07-05,-0.0,-1.2072706705059646,-0.05255039078568491,1.0,-1.5099238996297821,-1.3722233648704238,0.0
2019-07-08,-0.0,-1.195729537366548,-0.06302542678838516,1.0,-1.5228222187838465,-1.3759348083965135,0.0
2019-07-09,-0.0,-1.1945647689768977,-0.06064356435643564,1.0,-1.5238242574257423,-1.3777330858085808,0.0
2019-07-10,-0.0,-1.191554246136352,-0.06367912337830155,1.0,-1.537344291104564,-1.3761823538533104,0.0
2019-07-11,-0.0,-1.1821328924253385,-0.0863387413454583,1.0,-1.5352381936550585,-1.3631290689263202,0.0
2019-07-12,-0.0,-1.182132535094963,-0.09160817506193228,1.0,-1.5441783649876137,-1.3431564822460775,0.0
2019-07-15,-0.0,-1.235512094698919,-0.13566649511065362,1.0,-1.51044776119403,-1.265054040144107,0.0
2019-07-16,-0.0,-1.2322779922779923,-0.14398970398970398,1.0,-1.509240669240669,-1.2625482625482625,0.0
2019-07-17,-0.0,-1.2428814170228104,-0.13953967354925081,1.0,-1.5076463621852634,-1.2589979918644767,0.0
2019-07-18,-0.0,-1.2490596318772254,-0.17031947439691056,1.0,-1.3956567530969457,-1.2002607954260494,0.0
2019-07-19,-0.0,-1.2495355726263995,-0.1764824019681679,1.0,-1.3907214942009338,-1.2040970025606266,0.0
2019-07-22,-0.0,-1.2274872000803132,-0.16544523642204598,1.0,-1.3971990763979518,-1.2294448348559381,0.0
2019-07-23,-0.0,-1.221638129568439,-0.16371282667467707,1.0,-1.3906077901271654,-1.2305497146290179,0.0
2019-07-24,-0.0,-1.2237183323359264,-0.17429682824655895,1.0,-1.375872730899661,-1.2131956912028725,0.0
2019-07-25,-0.0,-1.1989335725320178,-0.18757163502267404,1.0,-1.3963721532864903,-1.200428564309563,0.0
2019-07-26,-0.0,-1.1937717987045342,-0.18505231689088192,1.0,-1.4009466865969107,-1.2028400597907325,0.0
2019-07-29,-0.0,-1.1580847801355296,-0.17514962655191174,1.0,-1.392986100806252,-1.2201117871098581,0.0
2019-07-30,-0.0,-1.1609104403760515,-0.17783275606135576,1.0,-1.3904997525977238,-1.2188025729836716,0.0
2019-07-31,-0.0,-1.1669880828759334,-0.17885575829501063,1.0,-1.3851060673490583,-1.2138654007812888,0.0
2019-08-01,-0.0,-1.1582811807027054,-0.1697136943773715,1.0,-1.386537229586557,-1.2132755137239444,0.0
2019-08-02,-0.0,-1.1358475663935235,-0.2133478132095962,1.0,-1.3885378615855464,-1.198538848849837,0.0
2019-08-05,-0.0,-1.1367048597392335,-0.20441525088897672,1.0,-1.387001185302252,-1.2105887001185303,0.0
2019-08-06,-0.0,-1.1355167394468704,-0.19116933527413876,1.0,-1.330470645317807,-1.19490538573508,0.0
2019-08-07,-0.0,-1.1289758655853932,-0.19089010828922448,1.0,-1.3406497353469624,-1.1954547661826835,0.0
2019-08-08,-0.0,-1.125261366399222,-0.18161925601750548,1.0,-1.34860199367858,-1.2071480671043033,0.0
2019-08-09,-0.0,-1.0918377226955849,-0.17873741285824943,1.0,-1.3263458559256391,-1.2443357862122386,0.0
2019-08-12,-0.0,-1.0914395948878708,-0.20106100795755966,1.0,-1.3083192669399566,-1.2218953460332769,0.0
2019-08-13,-0.0,-1.0930433945925142,-0.19484268257481,1.0,-1.3069373616857503,-1.2160588857885115,0.0
2019-08-14,-0.0,-1.1032019940561786,-0.19159236890039305,1.0,-1.2918703863483847,-1.2066915923689006,0.0
2019-08-15,-0.0,-1.1325187526536775,-0.2036608954097278,1.0,-1.2511676180591593,-1.1303014577534558,0.0
2019-08-16,-0.0,-1.1467365412101,-0.1932825154835636,1.0,-1.2516912815626489,-1.1724154359218675,0.0
2019-08-19,-0.0,-1.13192437094252,-0.2044732976354073,1.0,-1.2510543524617355,-1.1512107283324646,0.0
2019-08-20,-0.0,-1.1511004514672687,-0.1826561324303988,1.0,-1.243416102332581,-1.1256113619262604,0.0
