Date,HFC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4793626250912683,-1.1677189365631577,-0.1269595842460164,-0.7782072756947128,-0.7427307477558733,0.0
2018-09-25,1.0,-0.49965187119234117,-1.1789817232375979,-0.14273281114012185,-0.7865100087032202,-0.743733681462141,0.0
2018-09-26,1.0,-0.5026586471408647,-1.1833594839609483,-0.1473152022315202,-0.7869159693165969,-0.7381450488145049,0.0
2018-09-27,1.0,-0.5071441017598884,-1.1727652901202301,-0.15046175291862696,-0.7875500958355115,-0.7382383690538422,0.0
2018-09-28,1.0,-0.503193630238866,-1.1847930702598652,-0.1517193105258553,-0.7921515443170881,-0.7430221366698748,0.0
2018-10-01,1.0,-0.5038061072709773,-1.183830606352262,-0.15185055560416483,-0.7923702861142707,-0.7429346399510018,0.0
2018-10-02,1.0,-0.504199107689616,-1.1803866678330854,-0.15344239349138308,-0.7925815764150118,-0.743417023882425,0.0
2018-10-03,1.0,-0.5043965177829302,-1.1807603132245506,-0.15394374207095674,-0.7923793691762545,-0.7431208714291964,0.0
2018-10-04,1.0,-0.5041431593794076,-1.19975317348378,-0.1539580394922426,-0.7931064880112835,-0.7566995768688294,0.0
2018-10-05,1.0,-0.49139822698147984,-1.1950759238128674,-0.14056877029755113,-0.7983849732291758,-0.7632318090055298,0.0
2018-10-08,1.0,-0.4893561103810775,-1.1920280332895312,-0.13797634691195795,-0.7991239597021462,-0.761760840998686,0.0
2018-10-09,1.0,-0.49621944786354844,-1.1966766309126078,-0.14818885176718832,-0.7977844206084052,-0.757077545278706,0.0
2018-10-10,1.0,-0.500902646294747,-1.196160450882832,-0.15217295583637885,-0.8019021619479547,-0.752058473867289,0.0
2018-10-11,1.0,-0.44567258449982927,-1.1909781495390919,-0.08492659610788665,-0.7832878115397747,-0.7628456811198361,0.0
2018-10-12,1.0,-0.4633157338965153,-1.1900316789862724,-0.08042238648363254,-0.7580992608236536,-0.7319957761351638,0.0
2018-10-15,1.0,-0.4451659147446979,-1.2211915503647173,-0.05413838175148628,-0.7589071130412784,-0.7369819117089008,0.0
2018-10-16,1.0,-0.452285145495362,-1.211233004362743,-0.06561057223940023,-0.7639883095429709,-0.7425558049896226,0.0
2018-10-17,1.0,-0.43488033298647244,-1.1710718002081166,-0.05369406867845994,-0.7563371488033299,-0.7463475546305931,0.0
2018-10-18,1.0,-0.4352025311186045,-1.1720161525332,-0.05312018650347613,-0.7561716831106116,-0.7465134673827069,0.0
2018-10-19,1.0,-0.41988167652695607,-1.169152570619115,-0.029664194650445792,-0.7822681443213065,-0.765352887259395,0.0
2018-10-22,1.0,-0.42609739368998634,-1.2365826474622772,-0.05727023319615913,-0.7905521262002744,-0.7762345679012346,0.0
2018-10-23,1.0,-0.4345655635409046,-1.2409519301114602,-0.06941515686190128,-0.7841373671300083,-0.7744114989026122,0.0
2018-10-24,1.0,-0.43490971625107483,-1.238993981083405,-0.06259673258813414,-0.7858555460017197,-0.7768701633705933,0.0
2018-10-25,1.0,-0.398196625945317,-1.1837862544668827,-0.06012631928862295,-0.7781933017535111,-0.7349788082772376,0.0
2018-10-26,1.0,-0.38670558250431636,-1.16874948614651,-0.04904217709446682,-0.7809339801035928,-0.7253966948943518,0.0
2018-10-29,1.0,-0.3726525101264269,-1.1784296878196474,-0.036782455709668184,-0.773904504725666,-0.729716460046643,0.0
2018-10-30,1.0,-0.36220021281820414,-1.180813620365065,-0.029098796758615045,-0.7773594172055333,-0.7431857248096914,0.0
2018-10-31,1.0,-0.3659913110560721,-1.154614478866377,-0.03191359779122173,-0.7725039587478176,-0.7351496203662349,0.0
2018-11-01,1.0,-0.3952970297029703,-1.1446369636963696,-0.050618811881188115,-0.7873349834983497,-0.7475660066006601,0.0
2018-11-02,1.0,-0.41250514191690657,-1.1027149321266967,-0.0374331550802139,-0.8133278486219663,-0.7475113122171945,0.0
2018-11-05,1.0,-0.4125462772521596,-1.1025503907856848,-0.037474290415466883,-0.8133278486219663,-0.7476758535582065,0.0
2018-11-06,1.0,-0.429178704085844,-1.118365662401981,-0.028518365662401984,-0.811473380107305,-0.7396203054065209,0.0
2018-11-07,1.0,-0.42615651026634777,-1.11742393007339,-0.03335532283334708,-0.808155355817597,-0.7378989032736868,0.0
2018-11-08,1.0,-0.4124555014525963,-1.1170669831007816,-0.021359302753795162,-0.8012193624943738,-0.7397602193215762,0.0
2018-11-09,1.0,-0.41976020765522637,-1.1266120060978122,-0.015944954884429978,-0.808330929916361,-0.7494952824358286,0.0
2018-11-12,1.0,-0.41893942500922776,-1.1092974613460198,-0.015502604273469221,-0.8125743345773695,-0.7449452487388755,0.0
2018-11-13,1.0,-0.3987799918666124,-1.1087840585603903,-0.0,-0.8173241154941032,-0.7418056120374135,0.0
2018-11-14,1.0,-0.396403793259165,-1.1243482901596946,-0.0,-0.8296317582823597,-0.7548749948684264,0.0
2018-11-15,1.0,-0.3966197878114976,-1.1320832305288262,-0.0,-0.8416810592976396,-0.7417550785426433,0.0
2018-11-16,1.0,-0.3937020788060191,-1.1229242691377261,-0.0,-0.8390257903153061,-0.7445569724055927,0.0
2018-11-19,1.0,-0.3925846936264457,-1.1236978098597326,-0.0,-0.8400049216635223,-0.7450988434090723,0.0
2018-11-20,1.0,-0.3548203080433543,-1.1156384972699862,-0.0,-0.8422703936109527,-0.7618775975878087,0.0
2018-11-21,1.0,-0.35459297378337856,-1.1116333725029375,-0.0,-0.8380404392398395,-0.7477207342274809,0.0
2018-11-23,1.0,-0.3558999676270638,-1.0995872450631272,-0.0,-0.8425056652638394,-0.748624150210424,0.0
2018-11-26,1.0,-0.3590916516909002,-1.0991668028099986,-0.0,-0.8607662146708054,-0.7652752818166967,0.0
2018-11-27,1.0,-0.36031791552296283,-1.1019296161251997,-0.0,-0.8655004301691999,-0.7691015608996682,0.0
2018-11-28,1.0,-0.3603064694554841,-1.1036178145613962,-0.0,-0.864588028024747,-0.7686729217027901,0.0
2018-11-29,1.0,-0.3272859804000972,-1.088280553980724,-0.0,-0.8602089576415324,-0.7737912043411356,0.0
2018-11-30,1.0,-0.327165991902834,-1.0885425101214574,-0.0,-0.8608502024291499,-0.7720242914979757,0.0
2018-12-03,1.0,-0.3260368197450941,-1.088407849484119,-0.0,-0.8602872749342504,-0.7713938903499898,0.0
2018-12-04,1.0,-0.29992539169360855,-1.1461908314681257,-0.0,-0.8928956312691702,-0.8058940562049242,0.0
2018-12-06,1.0,-0.2928672459082643,-1.0660335421297233,-0.0,-0.9076177005455648,-0.7747423721964033,0.0
2018-12-07,1.0,-0.29167845451238733,-1.0665642808066929,-0.0,-0.9080952188497756,-0.775209150062644,0.0
2018-12-10,1.0,-0.25946659202687034,-1.073413571114399,-0.0,-0.910152345155744,-0.7555280099164302,0.0
2018-12-11,1.0,-0.2383136213693781,-1.0883820098157535,-0.0,-0.9125834741330758,-0.7836109099686217,0.0
2018-12-12,1.0,-0.23916804119563906,-1.0881039546204287,-0.0,-0.9127408778211369,-0.7829987528663958,0.0
2018-12-13,1.0,-0.24028382518948554,-1.0924850830511208,-0.0,-0.9124737945492662,-0.7863247863247863,0.0
2018-12-14,1.0,-0.24008712839336857,-1.0958815699245694,-0.0,-0.9108547456738333,-0.7868984712193942,0.0
2018-12-17,1.0,-0.23073829821457292,-1.0949815023323146,-0.0,-0.9034100048254785,-0.7921023001447642,0.0
2018-12-18,1.0,-0.21840319361277447,-1.083433133732535,-0.0,-0.8980439121756487,-0.7921357285429141,0.0
2018-12-19,1.0,-0.21582015652451686,-1.0844114358728638,-0.0,-0.899696534099984,-0.7930442421338445,0.0
2018-12-20,1.0,-0.21420630509012945,-1.0681727944095927,-0.0,-0.9026046216151832,-0.7855157627253236,0.0
2018-12-21,1.0,-0.20895522388059704,-1.068743583668957,-0.0,-0.904406538734897,-0.7663665797994157,0.0
2018-12-24,1.0,-0.19042578216890144,-1.0492825217595858,-0.0,-0.898964949423665,-0.7819728691288323,0.0
2018-12-26,1.0,-0.18859015881687283,-1.0503375346314434,-0.0,-0.8887501463300425,-0.7744566277753931,0.0
2018-12-27,1.0,-0.1688296946536002,-1.0138862613038706,-0.0,-0.8321162359529304,-0.7688902342124181,0.0
2018-12-28,1.0,-0.16776340670145978,-1.0147492625368733,-0.0,-0.8315558581045307,-0.7677936615989714,0.0
2018-12-31,1.0,-0.17042530649311335,-1.0111245648554563,-0.0,-0.8327531406084455,-0.7696004237929468,0.0
2019-01-02,1.0,-0.1660301735546565,-1.0113056301281809,-0.0,-0.8312095889892994,-0.772563995916361,0.0
2019-01-03,1.0,-0.17261185006045948,-1.0086154776299878,-0.0,-0.8353990326481258,-0.7620541112454655,0.0
2019-01-04,1.0,-0.16112869198312238,-1.0114903556359252,-0.0,-0.8311482820976492,-0.7635247136829415,0.0
2019-01-07,1.0,-0.14765399154992218,-0.9873248832555037,-0.0018901489882143653,-0.8241049588614632,-0.7452005040397301,0.0
2019-01-08,1.0,-0.14892594372758533,-0.9716419565940769,-0.006174437090989759,-0.8299626575960366,-0.740599696824047,0.0
2019-01-09,1.0,-0.14438977470311865,-0.9557545040878992,-0.0022936628315637603,-0.8375568791387665,-0.7594613591802005,0.0
2019-01-10,1.0,-0.14424749287643857,-0.9565555267734891,-0.0021093142878288863,-0.8375457943233541,-0.7600562483810086,0.0
2019-01-11,1.0,-0.1433969253565475,-0.943767364326727,-0.007705130579736987,-0.8393406186330802,-0.7701426190035191,0.0
2019-01-14,1.0,-0.14655712338356114,-0.9361898095273182,-0.01248940795048447,-0.825921968831743,-0.7630328261430203,0.0
2019-01-15,1.0,-0.13850578951250095,-0.9297145807212922,-0.02171989084740763,-0.8227745408953464,-0.774835902352681,0.0
2019-01-16,1.0,-0.12391072544765967,-0.9428981137625474,-0.0,-0.8096481229547378,-0.800419163878369,0.0
2019-01-17,1.0,-0.12256523337008451,-0.9439911797133406,-0.0,-0.8094450569643513,-0.7991179713340684,0.0
2019-01-18,1.0,-0.1235642830678029,-0.9405335309373843,-0.005631715450166729,-0.81363467951093,-0.8216746943312339,0.0
2019-01-22,1.0,-0.0,-1.0268273274980109,-0.0,-0.9350915084687963,-0.8272517145996742,0.0
2019-01-23,1.0,-0.0,-1.0119214852500094,-0.0,-0.9416834352101446,-0.8430464330460533,0.0
2019-01-24,1.0,-0.0,-1.0158561565890296,-0.0,-0.9322509673014187,-0.8452317730066004,0.0
2019-01-25,1.0,-0.0,-0.9847088882006813,-0.0,-1.030388665221431,-0.856069990709198,0.0
2019-01-28,1.0,-0.0,-0.9666614979066521,-0.0,-1.0572569390603193,-0.8526515738874244,0.0
2019-01-29,1.0,-0.0,-0.9491472626742467,-0.0,-1.077564052643875,-0.8670664278482983,0.0
2019-01-30,1.0,-0.0,-0.9473069283794836,-0.0,-1.0767613038906414,-0.870428788409861,0.0
2019-01-31,1.0,-0.0,-0.9536408335284476,-0.0,-1.0724264418949505,-0.876180441738859,0.0
2019-02-01,1.0,-0.0,-0.9512747432944207,-0.0,-1.084136961699137,-0.8688556592355443,0.0
2019-02-04,1.0,-0.0,-0.9605458668960662,-0.0,-1.095018378040197,-0.8546570735903651,0.0
2019-02-05,1.0,-0.0,-0.9445487986225249,-0.0,-1.0869531188854975,-0.8817797605071613,0.0
2019-02-06,1.0,-0.0,-0.9580228611555417,-0.0,-1.0841493387430265,-0.85904888230016,0.0
2019-02-07,1.0,-0.0,-0.9549531981279251,-0.0,-1.0849453978159125,-0.8602574102964118,0.0
2019-02-08,1.0,-0.0,-0.9485743380855397,-0.0,-1.0933338555538148,-0.874745417515275,0.0
2019-02-11,1.0,-0.0,-0.9278670490708365,-0.0,-1.092602050838801,-0.90834086355243,0.0
2019-02-12,1.0,-0.0,-0.9439650076841235,-0.0,-1.0943767978878514,-0.9022343066556331,0.0
2019-02-13,1.0,-0.0,-0.9455239144115795,-0.0,-1.0936123348017621,-0.8941551290119572,0.0
2019-02-14,1.0,-0.0,-0.8904925273078592,-0.0,-1.1274103868449072,-0.9254702472494973,0.0
2019-02-15,1.0,-0.0,-0.9133491311216431,-0.0,-1.1184044233807267,-0.9176935229067932,0.0
2019-02-19,1.0,-0.0,-0.8961951373539628,-0.0,-1.1349857909693717,-0.9157325544679508,0.0
2019-02-20,1.0,-0.0,-0.8953497552502764,-0.0,-1.1409679456813517,-0.9112190115269225,0.0
2019-02-21,1.0,-0.0,-0.9011802915082384,-0.0,-1.15058618504436,-0.9089432826362485,0.0
2019-02-22,1.0,-0.0,-0.9015925837889234,-0.0,-1.1497107994612157,-0.9103478329767848,0.0
2019-02-25,1.0,-0.0,-0.8960388164174355,-0.0,-1.1607142857142858,-0.9203786191536748,0.0
2019-02-26,1.0,-0.0,-0.9036403421523771,-0.0,-1.1591008553809428,-0.9157748159936343,0.0
2019-02-27,1.0,-0.0,-0.9071766906818453,-0.0,-1.1667794451299605,-0.9065000199020817,0.0
2019-02-28,1.0,-0.0,-0.9006854774430099,-0.0,-1.1620038259206122,-0.9226845209628568,0.0
2019-03-01,1.0,-0.0,-0.898868316871276,-0.0,-1.1584756268244891,-0.9415363698164513,0.0
2019-03-04,1.0,-0.0,-0.893824398817608,-0.0,-1.1625389470320364,-0.938204042502197,0.0
2019-03-05,1.0,-0.0,-0.8760310723152078,-0.0,-1.1888363898454393,-0.9392568271001842,0.0
2019-03-06,1.0,-0.0,-0.8800605071454162,-0.0,-1.1741968870665977,-0.926515664185343,0.0
2019-03-07,1.0,-0.0,-0.8421888020316655,-0.0,-1.2017380262687989,-0.9241696758065155,0.0
2019-03-08,1.0,-0.0,-0.8287545054064879,-0.0,-1.2482579094913897,-0.9277933520224269,0.0
2019-03-11,1.0,-0.0,-0.8217825787919245,-0.0,-1.2500708014726705,-0.9739450580572075,0.0
2019-03-12,1.0,-0.0,-0.782832618025751,-0.0,-1.2756999795626405,-1.0289801757612917,0.0
2019-03-13,1.0,-0.0,-0.7987589381112846,-0.0,-1.2850743815237937,-1.0256020383003204,0.0
2019-03-14,1.0,-0.0,-0.8019745196837491,-0.0,-1.270533775756831,-1.0240055712588587,0.0
2019-03-15,1.0,-0.0,-0.7949233991867581,-0.0,-1.281020248901302,-1.0313796360947962,0.0
2019-03-18,1.0,-0.0,-0.8188672991672535,-0.0,-1.2844181132700834,-1.039731532501968,0.0
