Date,EH,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-08-12,1.0,-0.9188892375274552,-0.1402965171007217,-0.6921085660495764,-1.170889551302165,-0.0,0.0
2020-08-13,1.0,-0.9132119788608337,-0.15290663534938342,-0.6740653748287336,-1.1744372675670385,-0.0,0.0
2020-08-14,1.0,-0.9130417682687013,-0.1559427357822701,-0.6742311020215528,-1.1897663808699757,-0.0,0.0
2020-08-17,1.0,-0.9149120390412847,-0.15612578220315637,-0.6751151166909363,-1.1894604274076115,-0.0,0.0
2020-08-18,1.0,-0.9150108203816645,-0.15730867597875273,-0.6664568168404486,-1.1959079283887468,-0.0,0.0
2020-08-19,1.0,-0.9112020782492325,-0.16358340549476502,-0.6656301661024955,-1.195662441942848,-0.0,0.0
2020-08-20,1.0,-0.9177270212597802,-0.1601201296135304,-0.6711451829605627,-1.202600173871809,-0.0,0.0
2020-08-21,1.0,-0.9124217697853124,-0.17012596054820564,-0.6667590905489978,-1.2116770973619582,-0.0,0.0
2020-08-24,1.0,-0.9121875866439576,-0.17083217808056403,-0.6667722897770031,-1.2111141917851624,-0.0,0.0
2020-08-25,1.0,-0.9135675204186822,-0.16866227896281025,-0.6778209499643169,-1.204702244072635,-0.0,0.0
2020-08-26,1.0,-0.9267737296260786,-0.1663470757430489,-0.688239054010866,-1.2135666347075744,-0.0,0.0
2020-08-27,1.0,-0.9207102952913009,-0.17238627294493217,-0.6853950518754988,-1.2119313647246608,-0.0,0.0
2020-08-28,1.0,-0.9282168308111137,-0.17038994314997197,-0.6909280166546561,-1.2139482744815437,-0.0,0.0
2020-08-31,1.0,-0.9281595386833253,-0.17119173474291208,-0.6910139356078808,-1.214119814191895,-0.0,0.0
2020-09-01,1.0,-0.9524352965151823,-0.15406562054208273,-0.7478703892398614,-1.2214387609537396,-0.0,0.0
2020-09-02,1.0,-0.9466927497249052,-0.15364551493662632,-0.7496026409096467,-1.2255369442067081,-0.0,0.0
2020-09-03,1.0,-0.9471218478836518,-0.15590499857416384,-0.7533710840428566,-1.2173789057725994,-0.0,0.0
2020-09-04,1.0,-0.8964235199030106,-0.1782986461911497,-0.7048696706405334,-1.261628611840776,-0.0,0.0
2020-09-08,1.0,-0.9072788535704137,-0.17821621402184062,-0.7129460479844112,-1.2611537368570616,-0.0,0.0
2020-09-09,1.0,-0.8830418803763984,-0.2066152417107548,-0.6749323532975243,-1.2740600137312708,-0.0,0.0
2020-09-10,1.0,-0.8707691069344388,-0.2088380891053246,-0.6576246629371755,-1.2753249889322655,-0.01207389222038878,0.0
2020-09-11,1.0,-0.8656837329876863,-0.2215651328580687,-0.6649384316267013,-1.286454957874271,-0.011908619572261827,0.0
2020-09-14,1.0,-0.8638664992506785,-0.21920693426222204,-0.6645469642350844,-1.286159828263599,-0.016606585928956218,0.0
2020-09-15,1.0,-0.8677916717251426,-0.20500991461292542,-0.6542025818461414,-1.2967909028367934,-0.023026182671684676,0.0
2020-09-16,1.0,-0.8787199347737464,-0.2062780269058296,-0.6739502649816551,-1.3048919690175296,-0.012841418671015084,0.0
2020-09-17,1.0,-0.8653822605004285,-0.21609045267153762,-0.6663537287236213,-1.3046246785583084,-0.029348136658639126,0.0
2020-09-18,1.0,-0.8649851026488715,-0.2163993306395657,-0.6666258520060405,-1.3030080404881432,-0.03044773682706828,0.0
2020-09-21,1.0,-0.8611224406558448,-0.22024634962068684,-0.6700383391793784,-1.2974549310710497,-0.02977404355983359,0.0
2020-09-22,1.0,-0.8545536556361996,-0.24094804609012999,-0.6618690285808012,-1.3088120720055767,-0.034403575675564846,0.0
2020-09-23,1.0,-0.8565333333333334,-0.2415179487179487,-0.6617435897435897,-1.309374358974359,-0.033435897435897435,0.0
2020-09-24,1.0,-0.8518427618930748,-0.23610258927475763,-0.6559496052685402,-1.3107947805456703,-0.03583261749907964,0.0
2020-09-25,1.0,-0.8604478228538379,-0.24274973147153597,-0.6701644220441213,-1.3258283070313146,-0.032016855325126,0.0
2020-09-28,1.0,-0.8546511627906976,-0.23816592445983834,-0.6600692726373082,-1.3253339930727361,-0.04510968167573808,0.0
2020-09-29,1.0,-0.8544773045555647,-0.2314029162204465,-0.6639344262295082,-1.3259741329598813,-0.04316665293681522,0.0
2020-09-30,1.0,-0.8542541800510666,-0.23185899019850095,-0.6648958075941026,-1.324149575817478,-0.04311835927847788,0.0
2020-10-01,1.0,-0.854178674351585,-0.23326471799094278,-0.6636887608069164,-1.3225607245780155,-0.04318649650061753,0.0
2020-10-02,1.0,-0.8521170225898037,-0.2289429288565198,-0.6620170349339588,-1.3239929226844422,-0.047607291280911825,0.0
2020-10-05,1.0,-0.8395366034015282,-0.23798373182154303,-0.6487141566017582,-1.324377618930244,-0.05751376222167447,0.0
2020-10-06,1.0,-0.8410022965879265,-0.22551673228346455,-0.6422654199475065,-1.3285761154855644,-0.06368930446194226,0.0
2020-10-07,1.0,-0.8338867707949001,-0.23646127987537408,-0.6391587750584183,-1.3223465748370433,-0.06764235641372525,0.0
2020-10-08,1.0,-0.8324808707393919,-0.23409304799705388,-0.6374647080486109,-1.3211260689880928,-0.06661483694095503,0.0
2020-10-09,1.0,-0.8308330935843163,-0.23385804118203116,-0.6380337840614853,-1.3301138465332292,-0.0771032838765361,0.0
2020-10-12,1.0,-0.8373079616129165,-0.23555335886980516,-0.6408830676716504,-1.335392726224309,-0.06968985543061905,0.0
2020-10-13,1.0,-0.8223711425498469,-0.24964838255977495,-0.6461901216182675,-1.3381318772234632,-0.08029287664432862,0.0
2020-10-14,1.0,-0.8228067998510981,-0.2496587665963519,-0.6473094263142656,-1.3370972411796336,-0.07929023452041195,0.0
2020-10-15,1.0,-0.8212981407702523,-0.24257138114209828,-0.6513114209827356,-1.3436669986719787,-0.0911769588313413,0.0
2020-10-16,1.0,-0.8208565026143249,-0.24313221014192052,-0.6510083824383766,-1.3430990123661715,-0.09162586106730848,0.0
2020-10-19,1.0,-0.8200829875518673,-0.24286307053941908,-0.6509958506224066,-1.3430705394190874,-0.09236514522821576,0.0
2020-10-20,1.0,-0.8167419876445956,-0.24221568058377213,-0.6487001948671172,-1.3396492391890211,-0.09880177453459929,0.0
2020-10-21,1.0,-0.8166666666666667,-0.2423714759535655,-0.6490878938640133,-1.3389303482587065,-0.09896351575456053,0.0
2020-10-22,1.0,-0.8172885572139303,-0.24054726368159204,-0.6478855721393034,-1.3399253731343284,-0.10033167495854063,0.0
2020-10-23,1.0,-0.8217678045543158,-0.23692397030154713,-0.6510846571819653,-1.3404952507362398,-0.09755692894769588,0.0
