Date,ARCT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-16,1.0,-1.8880529251524192,-3.784278116487222,-0.2865481904267739,-2.962900505902192,-3.050071345180957,0.0
2018-10-17,1.0,-1.8415293511843462,-3.691941297631308,-0.203913491246138,-3.0011585993820806,-3.134783728115345,0.0
2018-10-18,1.0,-1.8406133230253834,-3.6907614998067255,-0.20615900012884938,-3.0088906068805565,-3.1386419275866513,0.0
2018-10-19,1.0,-1.792091836734694,-3.6525510204081635,-0.14540816326530615,-3.021045918367347,-3.1441326530612246,0.0
2018-10-22,1.0,-1.7914438502673795,-3.6376368729309907,-0.14107461166284696,-3.0197351667939905,-3.142347848230201,0.0
2018-10-23,1.0,-1.9037187288708586,-3.8649087221095333,-0.1488843813387424,-3.2470588235294118,-3.357944557133198,0.0
2018-10-24,1.0,-1.8966958867161159,-3.8582602832097104,-0.1304113283884019,-3.2445043830074174,-3.3561699258260287,0.0
2018-10-25,1.0,-1.694925898015574,-3.558151218286863,-0.04295403165033911,-3.1336347651343885,-3.129866867621201,0.0
2018-10-26,1.0,-1.6270056776104667,-3.4953098000493705,-0.0,-3.1351518143668233,-3.085164156998272,0.0
2018-10-29,1.0,-1.5462737457379445,-3.486726741354116,-0.0,-3.0769605455431077,-3.067340477350219,0.0
2018-10-30,1.0,-1.516225289071242,-3.5700609225413404,-0.0,-3.155165982842223,-3.1917195076464004,0.0
2018-10-31,1.0,-1.512515337423313,-3.4775460122699386,-0.0,-3.1266257668711654,-3.1532515337423312,0.0
2018-11-01,1.0,-1.4675688856376494,-3.484394050231651,-0.0,-3.104730553523531,-3.1354547671299686,0.0
2018-11-02,1.0,-1.4492840813379857,-3.418962820358561,-0.0,-3.070629286487787,-3.09349055468656,0.0
2018-11-05,1.0,-1.5092063492063492,-3.7161904761904765,-0.0,-3.268190476190476,-3.2048253968253966,0.0
2018-11-06,1.0,-1.5102144397919044,-3.715391447785814,-0.0,-3.263672122827052,-3.199467072706509,0.0
2018-11-07,1.0,-1.5092686642965973,-3.721432199085831,-0.0,-3.2637125444388015,-3.202386998476384,0.0
2018-11-08,1.0,-1.4152002040295841,-3.785131344044886,-0.0,-3.277862790104565,-3.2736546799285895,0.0
2018-11-09,1.0,-1.4181073120758099,-3.8020233064412854,-0.0,-3.297733384556281,-3.2878729670892555,0.0
2018-11-12,1.0,-1.4035020936429385,-3.7284608552214182,-0.0,-3.2962821976906485,-3.260626824007105,0.0
2018-11-13,1.0,-1.29631480324797,-3.6919425359150537,-0.0,-3.2762023735165524,-3.2277326670830733,0.0
2018-11-14,1.0,-1.297739477956788,-3.6896465592606473,-0.0,-3.275633820407144,-3.2261770950418382,0.0
2018-11-15,1.0,-1.2915415415415414,-3.7004504504504503,-0.0,-3.28465965965966,-3.235985985985986,0.0
2018-11-16,1.0,-1.2736881372792836,-3.674334742601342,-0.0,-3.26473514051231,-3.2218353643372293,0.0
2018-11-19,1.0,-1.276603679761313,-3.6724266534062657,-0.0,-3.262307309796121,-3.220288413724515,0.0
2018-11-20,1.0,-1.1352143642359838,-3.607548552583364,-0.0,-3.2315866617808724,-3.2400146573836572,0.0
2018-11-21,1.0,-1.1087940896091515,-3.530147759771211,-0.0,-3.160390848427074,-3.116777883698761,0.0
2018-11-23,1.0,-1.1101997146932954,-3.4922729434141697,-0.0,-3.1690442225392297,-3.116262482168331,0.0
2018-11-26,1.0,-1.1093247588424437,-3.5155412647374065,-0.0,-3.1691080147671786,-3.1151601762534233,0.0
2018-11-27,1.0,-1.0669574443003653,-3.5064246139337496,-0.0,-3.1337970057762585,-3.0811033832370622,0.0
2018-11-28,1.0,-1.0685727844346897,-3.5552260054573495,-0.0,-3.1450943172381063,-3.094791790247953,0.0
2018-11-29,1.0,-0.9504535938590369,-3.4869737148174,-0.0,-3.107350546638753,-3.085833914863922,0.0
2018-11-30,1.0,-0.956750438340152,-3.507773232028054,-0.0,-3.131268264172998,-3.093395675043834,0.0
2018-12-03,1.0,-0.951310861423221,-3.51685393258427,-0.0,-3.1375234082397,-3.098314606741573,0.0
2018-12-04,1.0,-0.9243579218951566,-3.551190336577929,-0.0,-3.142371291192682,-3.1095344200774013,0.0
2018-12-06,1.0,-0.8431350626118068,-3.2889087656529514,-0.0,-3.0809481216457963,-2.9676878354203935,0.0
2018-12-07,1.0,-0.8338382138449455,-3.30337708964434,-0.0,-3.0957029058678334,-2.9865365196903397,0.0
2018-12-10,1.0,-0.7321962565068114,-3.3168678701960355,-0.0,-3.092036770406468,-2.934322737844723,0.0
2018-12-11,1.0,-0.7131056039294486,-3.3533154722036165,-0.0,-3.113418173699486,-2.9834784550122793,0.0
2018-12-12,1.0,-0.715194819694094,-3.353019984369767,-0.0,-3.113877414312828,-2.9823601652338954,0.0
2018-12-13,1.0,-0.7100980829246546,-3.3469683459652253,-0.0,-3.1114578689255468,-2.977262594739189,0.0
2018-12-14,1.0,-0.7243839892964655,-3.3136358568402273,-0.0,-3.131787267253874,-2.979707882707102,0.0
2018-12-17,1.0,-0.6652532916759651,-3.3322918991296584,-0.0,-3.1118054005802276,-3.048873019415309,0.0
2018-12-18,1.0,-0.6128106018774158,-3.2872446162341245,-0.0,-3.0933186085035893,-3.05002760905577,0.0
2018-12-19,1.0,-0.6129210381004969,-3.2872446162341245,-0.0,-3.0933186085035893,-3.05002760905577,0.0
2018-12-20,1.0,-0.5953442836941151,-3.2194060698357445,-0.0,-3.0617861416295007,-3.0014141194387034,0.0
2018-12-21,1.0,-0.5645645645645645,-3.1917631917631915,-0.0,-3.0324967824967826,-2.936186186186186,0.0
2018-12-24,1.0,-0.4987379049221708,-3.1080143037442154,-0.0,-2.9788599074463606,-2.9317416912074044,0.0
2018-12-26,1.0,-0.4944847147809644,-3.17018594390167,-0.0,-2.931190251076794,-2.9093392163042338,0.0
2018-12-27,1.0,-0.2955858085808581,-3.144389438943894,-0.0,-2.8334364686468643,-3.040016501650165,0.0
2018-12-28,1.0,-0.28200620475698035,-3.1706308169596693,-0.0,-2.843743536711479,-3.04488107549121,0.0
2018-12-31,1.0,-0.2897467828974678,-3.1714404317144043,-0.0,-2.8575134910751347,-3.059049398090494,0.0
2019-01-02,1.0,-0.28522265095421834,-3.189592241109605,-0.0,-2.8779851913651058,-3.075920325372823,0.0
2019-01-03,1.0,-0.2897313059779213,-3.183815871693397,-0.0,-2.8784628202457827,-3.0624869818787754,0.0
2019-01-04,1.0,-0.1689507270635004,-3.2667643058897373,-0.0,-2.8849252013808977,-3.140600481221885,0.0
2019-01-07,1.0,-0.08132771760930604,-3.120537505014039,-0.0,-2.803549939831528,-3.022763738467709,0.0
2019-01-08,1.0,-0.08497057943552408,-3.07479804527775,-0.0,-2.8086167348159967,-3.004587613443702,0.0
2019-01-09,1.0,-0.07607508193465091,-3.0430032773860365,-0.0,-2.8015691727083127,-3.0108253053927894,0.0
2019-01-10,1.0,-0.07960297766749379,-3.0336476426799006,-0.0,-2.806153846153846,-3.0061538461538455,0.0
2019-01-11,1.0,-0.08476266453929,-3.0134623055444756,-0.0,-2.829078579976067,-3.0447746310331074,0.0
2019-01-14,1.0,-0.12428413543655181,-3.034763387923239,-0.0,-2.8582336983823975,-3.0299407213905356,0.0
2019-01-15,1.0,-0.1344993968636912,-3.021712907117008,-0.0,-2.8602734217933254,-3.0356855649376757,0.0
2019-01-16,1.0,-0.11275934649694297,-3.0162373458955596,-0.0,-2.845745213992182,-3.048210885035582,0.0
2019-01-17,1.0,-0.10481219487894788,-3.004184517286042,-0.0,-2.827737371724619,-3.026501942811597,0.0
2019-01-18,1.0,-0.0688174190970835,-3.017179384738314,-0.0,-2.851378345984818,-3.050639232920495,0.0
2019-01-22,1.0,-0.0,-2.8505321610365573,-0.0,-2.6571031929662197,-2.747431744562703,0.0
2019-01-23,1.0,-0.0,-2.749141531322506,-0.0,-2.6926218097447796,-2.8389791183294664,0.0
2019-01-24,1.0,-0.0,-2.7457158651188505,-0.0,-2.646213377556661,-2.8212640501197717,0.0
2019-01-25,1.0,-0.0,-2.7106697819314642,-0.0,-2.9611565420560746,-3.063376168224299,0.0
2019-01-28,1.0,-0.0,-2.5479439164392583,-0.0,-2.9300837489413754,-2.931965747623977,0.0
2019-01-29,1.0,-0.0,-2.53637741568776,-0.0,-2.9554755589238346,-2.9814323607427053,0.0
2019-01-30,1.0,-0.0,-2.508418775279842,-0.0,-2.913836892107986,-2.9842912237795125,0.0
2019-01-31,1.0,-0.0,-2.5762987012987013,-0.0,-2.841959511077158,-3.1311115355233006,0.0
2019-02-01,1.0,-0.0,-2.5707321735805775,-0.0,-2.8637927738482123,-3.123876887784362,0.0
2019-02-04,1.0,-0.0,-2.5558837541686517,-0.0,-2.8588851834206763,-3.11357789423535,0.0
2019-02-05,1.0,-0.0,-2.5262000382482306,-0.0,-2.8596289921591125,-3.1762287244214957,0.0
2019-02-06,1.0,-0.0,-2.512675786855448,-0.0,-2.8635798335406104,-3.1902803023055584,0.0
2019-02-07,1.0,-0.0,-2.5125334864140836,-0.0,-2.8695943360122462,-3.1855147340221968,0.0
2019-02-08,1.0,-0.0,-2.5316541208260954,-0.0,-2.938428874734607,-3.18056359776105,0.0
2019-02-11,1.0,-0.0,-2.5177353342428375,-0.0,-3.0079906450984213,-3.218963165075034,0.0
2019-02-12,1.0,-0.0,-2.5192535545023698,-0.0,-3.0970576619273302,-3.2573064770932074,0.0
2019-02-13,1.0,-0.0,-2.5732465226398347,-0.0,-3.074183683535563,-3.2174213278090162,0.0
2019-02-14,1.0,-0.0,-2.513240107110979,-0.0,-3.1525339680650597,-3.2519091540216207,0.0
2019-02-15,1.0,-0.0,-2.5717831612390785,-0.0,-3.127382843526608,-3.2294479745830023,0.0
2019-02-19,1.0,-0.0,-2.5276947599123334,-0.0,-3.191073919107392,-3.2433751743375177,0.0
2019-02-20,1.0,-0.0,-2.567801672640382,-0.0,-3.170151334129829,-3.218239745121466,0.0
2019-02-21,1.0,-0.0,-2.5808281903245076,-0.0,-3.1655385227951425,-3.2078439179773044,0.0
2019-02-22,1.0,-0.0,-2.594051526907391,-0.0,-3.162140654530986,-3.191087237640505,0.0
2019-02-25,1.0,-0.0,-2.556862354231037,-0.0,-3.1934615767965715,-3.2167846107844116,0.0
2019-02-26,1.0,-0.0,-2.544560357675112,-0.0,-3.1899652260308,-3.2008941877794337,0.0
2019-02-27,1.0,-0.0,-2.527374079235517,-0.0,-3.2288473024089193,-3.19808879155883,0.0
2019-02-28,1.0,-0.0,-2.5233877388535033,-0.0,-3.2235270700636947,-3.2052149681528666,0.0
2019-03-01,1.0,-0.0,-2.535465232117952,-0.0,-3.2383941024108394,-3.188284518828452,0.0
2019-03-04,1.0,-0.0,-2.5778939957759226,-0.0,-3.266217439404606,-3.2133159006336114,0.0
2019-03-05,1.0,-0.0,-2.587846091205212,-0.0,-3.325834690553746,-3.265472312703583,0.0
2019-03-06,1.0,-0.0,-2.5785779676533416,-0.0,-3.333740209541247,-3.2595870206489677,0.0
2019-03-07,1.0,-0.0,-2.4914844301118615,-0.0,-3.352413584601431,-3.2335987100675196,0.0
2019-03-08,1.0,-0.0,-2.4846859853562955,-0.0,-3.5133546457667317,-3.3143240177374444,0.0
2019-03-11,1.0,-0.0,-2.464610927152318,-0.0,-3.474027317880794,-3.4089403973509933,0.0
2019-03-12,1.0,-0.0,-2.3122008296989685,-0.0,-3.645888735240932,-3.679076693968727,0.0
2019-03-13,1.0,-0.0,-2.366464339908953,-0.0,-3.741599826577065,-3.730869282462606,0.0
2019-03-14,1.0,-0.0,-2.357220412595005,-0.0,-3.763626492942454,-3.7370249728555915,0.0
2019-03-15,1.0,-0.0,-2.3110027100271,-0.0,-3.7552303523035233,-3.7738753387533874,0.0
2019-03-18,1.0,-0.0,-2.4008452897341783,-0.0,-3.854854854854855,-3.866533199866533,0.0
2019-03-19,1.0,-0.0,-2.427671541057368,-0.0,-3.882564679415073,-3.9383577052868386,0.0
2019-03-20,1.0,-0.0,-2.425103479136369,-0.0,-3.8278330909497704,-3.9338852220606335,0.0
2019-03-21,1.0,-0.0,-2.4341529134388686,-0.0,-3.934321320309869,-3.8586504996070508,0.0
2019-03-22,1.0,-0.0,-2.4270442397361536,-0.0,-4.086773569885136,-3.858865006254976,0.0
2019-03-25,1.0,-0.0,-2.1456675508399647,-0.0,-4.100906277630415,-3.8055923961096374,0.0
2019-03-26,1.0,-0.0,-2.1735600658255625,-0.0,-3.9976961053209,-3.7996708721887,0.0
2019-03-27,1.0,-0.0,-2.130277838547364,-0.0,-4.009516517173485,-3.798621745788668,0.0
2019-03-28,1.0,-0.0,-2.2803672316384183,-0.0,-4.348399246704331,-4.141360640301318,0.0
2019-03-29,1.0,-0.0,-2.2695836273817926,-0.0,-4.34438955539873,-4.147965184662432,0.0
2019-04-01,1.0,-0.0,-2.268960674157303,-0.0,-4.301147003745318,-4.134012172284645,0.0
2019-04-02,1.0,-0.0,-2.2849499883693882,-0.0,-4.303791579437078,-4.041870202372644,0.0
2019-04-03,1.0,-0.0,-2.2798698279869827,-0.0,-4.32624360762436,-4.016503951650395,0.0
2019-04-04,1.0,-0.0,-2.290610328638498,-0.0,-4.338849765258216,-4.107629107981221,0.0
2019-04-05,1.0,-0.0,-2.3033787788974514,-0.0,-4.426437462951986,-4.125429756965027,0.0
2019-04-08,1.0,-0.0,-2.278126852400711,-0.0,-4.443390634262004,-4.133965619442798,0.0
2019-04-09,1.0,-0.0,-2.2247951549697187,-0.0,-4.546609666310415,-4.1036693979337375,0.0
2019-04-10,1.0,-0.0,-2.167377904220009,-0.0,-4.588074917022285,-4.09850640113798,0.0
2019-04-11,1.0,-0.0,-2.0761938618319706,-0.0,-4.712880673065529,-4.0605521981277395,0.0
2019-04-12,1.0,-0.0,-2.0827512726411745,-0.0,-4.702616313484078,-4.053036581034687,0.0
2019-04-15,1.0,-0.0,-2.0889965725091595,-0.0,-4.6694244179175035,-4.060631131071977,0.0
2019-04-16,1.0,-0.0,-2.1022164583824567,-0.0,-4.649375147370902,-4.03808064135817,0.0
2019-04-17,1.0,-0.0,-1.9291266575217192,-0.0,-4.5651577503429355,-3.9368998628257885,0.0
2019-04-18,1.0,-0.0,-1.9382954545454547,-0.0,-4.501250000000001,-3.9240909090909093,0.0
2019-04-22,1.0,-0.0,-1.9303826126330086,-0.0,-4.477473398234095,-3.9121575730133578,0.0
2019-04-23,1.0,-0.0,-1.963912310286678,-0.0,-4.440359752670039,-3.838111298482293,0.0
2019-04-24,1.0,-0.0,-1.9000226705962364,-0.0,-4.502267059623668,-3.9330083881206073,0.0
2019-04-25,1.0,-0.0,-1.9326034895655149,-0.0,-4.540882654806705,-3.9302086897023605,0.0
2019-04-26,1.0,-0.0,-1.8643371017471737,-0.0,-4.64314262875414,-3.911956149366221,0.0
2019-04-29,1.0,-0.0,-1.8561479620961296,-0.0,-4.642767439205389,-3.917913003767553,0.0
2019-04-30,1.0,-0.0,-1.8362492853058892,-0.0,-4.667238421955403,-3.931618067467124,0.0
2019-05-01,1.0,-0.0,-1.833505213704595,-0.0,-4.71284519307895,-3.9123410106565832,0.0
2019-05-02,1.0,-0.0,-1.8321117727897391,-0.0,-4.689418231791113,-3.930600091617041,0.0
2019-05-03,1.0,-0.0,-1.8202170188463735,-0.0,-4.681324957167333,-3.9206167904054823,0.0
2019-05-06,1.0,-0.0,-1.7162007332722276,-0.0,-4.755499541704858,-3.985563703024748,0.0
2019-05-07,1.0,-0.0,-1.6978903921119008,-0.0,-4.764618206833295,-4.002751662462737,0.0
2019-05-08,1.0,-0.0,-1.694808713558036,-0.0,-4.4175788446949165,-3.725262815649723,0.0
2019-05-09,1.0,-0.0,-1.6921750377236473,-0.0,-4.405583099805993,-3.6804268161241644,0.0
2019-05-10,1.0,-0.0,-1.6975677405589928,-0.0,-4.333262214636227,-3.636867932579475,0.0
2019-05-13,1.0,-0.0,-1.7020822210357713,-0.0,-4.328457020822211,-3.647517351841965,0.0
2019-05-14,1.0,-0.0,-1.560885985505767,-0.0,-4.141471879146677,-3.504848422986629,0.0
2019-05-15,1.0,-0.0,-1.5794563778886288,-0.0,-4.157182123587499,-3.443550850045811,0.0
2019-05-16,1.0,-0.0,-1.5912839833010894,-0.0,-4.141024335607372,-3.4498523571937683,0.0
2019-05-17,1.0,-0.0,-1.534468857085265,-0.0,-4.085265067526708,-3.4587784720822414,0.0
2019-05-20,1.0,-0.0,-1.477561556791104,-0.0,-4.03743050039714,-3.413522637013503,0.0
2019-05-21,1.0,-0.0,-1.4493962893884362,-0.0,-3.994208304702071,-3.3728281142632768,0.0
2019-05-22,1.0,-0.0,-1.4301675977653632,-0.0,-4.004998529844164,-3.3658727825149466,0.0
2019-05-23,1.0,-0.0,-1.441285658460336,-0.0,-4.02706135209066,-3.301191871824931,0.0
2019-05-24,1.0,-0.0,-1.3706076490001942,-0.0,-4.025626092020967,-3.3105222286934577,0.0
2019-05-28,1.0,-0.0,-1.3514557618015641,-0.0,-3.8898520682182225,-3.1810986525958733,0.0
2019-05-29,1.0,-0.0,-1.446312311728695,-0.0,-4.074433971431348,-3.196482363230007,0.0
2019-05-30,1.0,-0.0,-1.4373792037108621,-0.0,-4.045419404715887,-3.180904522613065,0.0
2019-05-31,1.0,-0.0,-1.4489815712900096,-0.0,-4.042095053346266,-3.2081474296799226,0.0
2019-06-03,1.0,-0.0,-1.4901482637534138,-0.0,-4.157822863831448,-3.106320717908701,0.0
2019-06-04,1.0,-0.0,-1.495953193564115,-0.0,-4.148317893710385,-3.1069722086786933,0.0
2019-06-05,1.0,-0.0,-1.4858531842489062,-0.0,-4.284103062712688,-2.952941176470588,0.0
2019-06-06,1.0,-0.0,-1.4999512623062676,-0.0,-4.2388146992884295,-3.00877278487182,0.0
2019-06-07,1.0,-0.0,-1.5483304042179262,-0.0,-4.212849052919352,-3.0025385666861943,0.0
2019-06-10,1.0,-0.0,-1.5648580318942045,-0.0,-4.151205756514975,-3.007779074290159,0.0
2019-06-11,1.0,-0.0,-1.5765765765765767,-0.014688601645123384,-4.183509596553074,-3.0176263219741477,0.0
2019-06-12,1.0,-0.0,-1.5815846244361638,-0.023534026279662678,-4.187389684251814,-3.0133359482251425,0.0
2019-06-13,1.0,-0.0,-1.6146572104018915,-0.05161544523246651,-4.173167848699763,-3.010835303388495,0.0
2019-06-14,1.0,-0.0,-1.62819243714116,-0.0699861413581469,-4.189170461294793,-3.011680855276183,0.0
2019-06-17,1.0,-0.0,-1.6484118291347207,-0.06193368515383849,-4.2173653290849344,-3.0295728368017523,0.0
2019-06-18,1.0,-0.0,-1.6206827510261288,-0.07338071879066974,-4.249274201621784,-3.0677745520072075,0.0
2019-06-19,1.0,-0.0,-1.569021190716448,-0.16034308779011103,-4.305045408678104,-3.056407669021191,0.0
2019-06-20,1.0,-0.15317498788172565,-2.2209161415414447,-1.3923897237033447,-3.9303199224430445,-3.4214735821619002,0.0
2019-06-21,1.0,-0.14320536258379038,-2.2257160268129192,-1.395734308348568,-3.979646556977453,-3.4433881779402804,0.0
2019-06-24,1.0,-0.1425006239081607,-2.192538058397804,-1.415148490142251,-4.119915148490143,-3.6081856750686296,0.0
2019-06-25,1.0,-0.14374456454217915,-2.139271959249596,-1.4217915268977512,-4.118399801217542,-3.6005714995651634,0.0
2019-06-26,1.0,-0.09738805970149254,-2.150995024875622,-1.4067164179104479,-4.11044776119403,-3.672388059701493,0.0
2019-06-27,1.0,-0.11257947886797157,-2.1351452437351948,-1.4362298965216307,-4.11457424261314,-3.668744545567884,0.0
2019-06-28,1.0,-0.12876337397362528,-2.074272207016671,-1.4586961930828564,-4.122791739238617,-3.65650659368002,0.0
2019-07-01,1.0,-0.17270576516000496,-2.0343668285394094,-1.4744116548375046,-4.139833146557091,-3.6305565932013444,0.0
2019-07-02,1.0,-0.15600895745210253,-2.05162975864643,-1.4686489176412045,-4.131127146056233,-3.63361532719582,0.0
2019-07-03,1.0,-0.1506525792417651,-2.0564325668116843,-1.4657551274083283,-4.12355500310752,-3.633685518955873,0.0
2019-07-05,1.0,-0.15324384787472037,-2.0380313199105142,-1.4650758140691025,-4.126646781009197,-3.645413870246085,0.0
2019-07-08,1.0,-0.14976987187461127,-2.045279263589999,-1.4610026122652071,-4.131235228262222,-3.65219554670979,0.0
2019-07-09,1.0,-0.14150943396226415,-2.0336395233366433,-1.4591608738828201,-4.126986097318768,-3.6518123138033762,0.0
2019-07-10,1.0,-0.1346273485131268,-2.0241383600846086,-1.4582555679980092,-4.152046783625731,-3.673385591638671,0.0
2019-07-11,1.0,-0.13738259236067626,-2.012273011897307,-1.4791484032561053,-4.200500939261114,-3.694301815904821,0.0
2019-07-12,1.0,-0.10270270270270271,-2.0642363293526085,-1.4842237586423632,-4.2114393463230675,-3.7081081081081084,0.0
2019-07-15,1.0,-0.11077542799597181,-2.108509566968782,-1.5251762336354482,-4.194486404833837,-3.64916918429003,0.0
2019-07-16,1.0,-0.1394793107785184,-2.1052697773864923,-1.56231920513143,-4.172305370393661,-3.5975349012702806,0.0
2019-07-17,1.0,-0.13656387665198236,-2.1360604153555696,-1.5477658904971678,-4.172435494021397,-3.593580868470736,0.0
2019-07-18,1.0,-0.14257002889084286,-2.131641753548549,-1.5523175480467277,-4.159778922245949,-3.574927772892853,0.0
2019-07-19,1.0,-0.15763914830033618,-2.1161748225625696,-1.5489976341676004,-4.0961275059145805,-3.5328103598555596,0.0
2019-07-22,1.0,-0.11284498323445964,-2.150502966210988,-1.5735104462213052,-4.295718338921847,-3.7639927779210733,0.0
2019-07-23,1.0,-0.1057417511041829,-2.1547155105222133,-1.5897635749545336,-4.348402182385034,-3.7918939984411533,0.0
2019-07-24,1.0,-0.11148692597892546,-2.1553271757512684,-1.6210485234812022,-4.346819305320672,-3.774294263041499,0.0
2019-07-25,1.0,-0.11805915931499741,-2.1094966268811626,-1.6370005189413595,-4.362221069019201,-3.7467566165023354,0.0
2019-07-26,1.0,-0.11264516129032258,-2.0778064516129033,-1.6323870967741938,-4.347096774193548,-3.733290322580645,0.0
2019-07-29,1.0,-0.10692635108990069,-2.0417902747323615,-1.632658325809364,-4.353282600283761,-3.7635753901715465,0.0
2019-07-30,1.0,-0.07655190401669275,-2.0374282733437665,-1.6636671883150755,-4.427490871152844,-3.8360719874804388,0.0
2019-07-31,1.0,-0.012910954345800613,-2.173432716624517,-1.6902701983229067,-4.531744975376014,-3.902036470118461,0.0
2019-08-01,1.0,-0.0,-2.2078644247318944,-1.6799947040910896,-4.492916721832384,-3.8580696412021713,0.0
2019-08-02,1.0,-0.0,-2.209209475645462,-1.6461272291722118,-4.527415491083311,-3.9257386212403516,0.0
2019-08-05,1.0,-0.0,-2.1985937914566196,-1.6280180419209338,-4.5225524011674185,-3.916954099230565,0.0
2019-08-06,1.0,-0.0,-2.1492325551399456,-1.5573326454275764,-4.346962466142139,-3.8448342577066943,0.0
2019-08-07,1.0,-0.0,-2.21765087605451,-1.510577547047372,-4.349123945489942,-3.9012329656067495,0.0
2019-08-08,1.0,-0.0,-2.2203147353361947,-1.5072181037846275,-4.362465860319937,-3.915593705293276,0.0
2019-08-09,1.0,-0.0,-2.1719216296872976,-1.4826780848579213,-4.344102763721292,-3.9765148566238486,0.0
2019-08-12,1.0,-0.0,-2.1542178114390182,-1.5587620788717682,-4.396839905980674,-3.9484199529903377,0.0
2019-08-13,1.0,-0.0,-2.1125535505647153,-1.5419966246916785,-4.383486953135142,-3.9439179540438793,0.0
2019-08-14,1.0,-0.0,-2.1302667182064168,-1.5229996134518748,-4.321350341450844,-3.910320834943951,0.0
2019-08-15,1.0,-0.0,-2.1090639297638183,-1.4764436750340053,-4.12649931989613,-3.6535179918387537,0.0
2019-08-16,1.0,-0.0,-2.1130790190735693,-1.477334654446371,-4.12794154074808,-3.6670795144909585,0.0
2019-08-19,1.0,-0.0,-2.111111111111111,-1.4691220238095237,-4.14422123015873,-3.6763392857142856,0.0
2019-08-20,1.0,-0.0,-2.1047701220263777,-1.4602489831135217,-4.120424010846789,-3.640330334031801,0.0
2019-08-21,1.0,-0.0,-2.0988929889298893,-1.4865928659286594,-4.102706027060271,-3.6119311193111936,0.0
2019-08-22,1.0,-0.0,-2.1135381957299764,-1.4837714426755522,-4.1260027150438106,-3.6177958780698507,0.0
2019-08-23,1.0,-0.0,-2.1028592647604905,-1.4861987869785864,-4.142344349548211,-3.646367124644139,0.0
2019-08-26,1.0,-0.0,-2.033684468397844,-1.4935080842724153,-4.130695737383635,-3.591009309162175,0.0
2019-08-27,1.0,-0.0,-2.027060119995102,-1.482306844618587,-4.1257499693890045,-3.6094036978082524,0.0
2019-08-28,1.0,-0.0,-1.9881171138061988,-1.5195393850300136,-4.146392257748377,-3.5963493813548943,0.0
2019-08-29,1.0,-0.0,-1.9664790800097873,-1.540249571813066,-4.150110105211647,-3.577195987276731,0.0
2019-08-30,1.0,-0.0,-1.9187416494594922,-1.561642171747844,-4.136888133122799,-3.528847321753917,0.0
2019-09-03,1.0,-0.0,-1.9362786745964315,-1.5880568030100741,-4.114334263866974,-3.4987255734919285,0.0
2019-09-04,1.0,-0.0,-1.8885783718104499,-1.618469015795869,-4.120777642770353,-3.5227217496962333,0.0
2019-09-05,1.0,-0.0,-1.9340391870512352,-1.6285749056833392,-4.133868808567603,-3.4734087866617984,0.0
2019-09-06,1.0,-0.0,-1.9095796676441839,-1.6966031280547411,-4.185606060606061,-3.4271749755620724,0.0
2019-09-09,1.0,-0.0,-1.9267188646929287,-1.7013701981893812,-4.187790555419624,-3.4180327868852465,0.0
2019-09-10,1.0,-0.0,-1.8903233739087666,-1.8180253289069224,-4.232263617361368,-3.354973564490348,0.0
