Date,IWF,IWM,MTUM,NWN,SPY,VLUE,VXX
2018-09-24,-0.2335697263774441,-0.7354216313991214,-0.0,1.0,-0.5215481351747108,-0.380602371586896,0.0
2018-09-25,-0.23231132075471697,-0.7376035434882652,-0.0,1.0,-0.5232397606994938,-0.38305338242061665,0.0
2018-09-26,-0.23121670266378688,-0.7375089992800575,-0.0,1.0,-0.5243196544276458,-0.386695464362851,0.0
2018-09-27,-0.23150099519962533,-0.7643718534129492,-0.0,1.0,-0.5344807399601921,-0.3967041330055029,0.0
2018-09-28,-0.23324349660182797,-0.7638563393484884,-0.0,1.0,-0.5350656198734474,-0.39729318022029525,0.0
2018-10-01,-0.23318582774082,-0.7646162412449081,-0.0,1.0,-0.5350643261143511,-0.39770829059578583,0.0
2018-10-02,-0.23527515677196273,-0.7569595030182266,-0.0,1.0,-0.537595967883725,-0.40051573580261385,0.0
2018-10-03,-0.23482137619522497,-0.746964275239045,-0.0,1.0,-0.5425588080014079,-0.40869361177919866,0.0
2018-10-04,-0.23719771361571157,-0.7426645170746006,-0.0,1.0,-0.5452147149347794,-0.40618496262641063,0.0
2018-10-05,-0.22094582774505803,-0.7347367193422357,-0.0,1.0,-0.5492156977083212,-0.41072365735611405,0.0
2018-10-08,-0.2190900824264469,-0.7366460356105717,-0.0,1.0,-0.5621425009533308,-0.415446892141621,0.0
2018-10-09,-0.2123115948441141,-0.7409668760876619,-0.0,1.0,-0.5700675456449281,-0.42624546500309707,0.0
2018-10-10,-0.21574937994567142,-0.7407287114680524,-0.0,1.0,-0.5729597259950396,-0.4232018424471478,0.0
2018-10-11,-0.14729433220300345,-0.7278659561735958,-0.0,1.0,-0.5494828028381729,-0.4249280483287265,0.0
2018-10-12,-0.1449918543902028,-0.7203527891691478,-0.0,1.0,-0.5360934778945003,-0.40739284309870233,0.0
2018-10-15,-0.10336688847181938,-0.7806119547289996,-0.0,1.0,-0.5396121253483479,-0.42006483535232897,0.0
2018-10-16,-0.10016495079915819,-0.7859905579887378,-0.0,1.0,-0.5386781184232979,-0.4191456686195325,0.0
2018-10-17,-0.08786165985785438,-0.7612345402652639,-0.0,1.0,-0.5311713022553025,-0.4178745313112094,0.0
2018-10-18,-0.08699182439242917,-0.7598275282786427,-0.0,1.0,-0.5342703550229589,-0.4187758987568597,0.0
2018-10-19,-0.06921923589515772,-0.7498611728120835,-0.0,1.0,-0.5388993780541982,-0.4185639715681919,0.0
2018-10-22,-0.06939195197865718,-0.7407736771898622,-0.0,1.0,-0.5447143174744331,-0.4241329479768786,0.0
2018-10-23,-0.06615719306074636,-0.7437942767892005,-0.0,1.0,-0.5506777486472918,-0.42845986500808836,0.0
2018-10-24,-0.06524414117120644,-0.7495385647966888,-0.0,1.0,-0.5528832708764472,-0.4289110129201857,0.0
2018-10-25,-0.027849547172890208,-0.7111153417280861,-0.0,1.0,-0.5767086404307976,-0.4040088117707851,0.0
2018-10-26,-0.004231273203756279,-0.7114817645774186,-0.0,1.0,-0.6063005022930771,-0.40784013976850847,0.0
2018-10-29,-0.0037496236691572926,-0.7137696034157157,-0.0,1.0,-0.6116539398418043,-0.40777841639981394,0.0
2018-10-30,-0.0,-0.7141366145733198,-0.0,1.0,-0.6101788019445741,-0.4222856985910077,0.0
2018-10-31,-0.0,-0.6957161142732645,-0.0,1.0,-0.6094392548816688,-0.4182303439636156,0.0
2018-11-01,-0.0,-0.7235674041500618,-0.0,1.0,-0.6054967706472447,-0.41929366497182907,0.0
2018-11-02,-0.0,-0.695576140120775,-0.0,1.0,-0.6195863048883788,-0.4173019646419105,0.0
2018-11-05,-0.0,-0.7029803043133828,-0.0,1.0,-0.6189799765072255,-0.4097576966154014,0.0
2018-11-06,-0.0,-0.7017770686619719,-0.0,1.0,-0.6276133362676056,-0.4214898767605634,0.0
2018-11-07,-0.0,-0.7038508220236125,-0.0,1.0,-0.6308617455588656,-0.42375593070727136,0.0
2018-11-08,-0.0,-0.6976655290102389,-0.0,1.0,-0.6126689419795222,-0.4200409556313993,0.0
2018-11-09,-0.0,-0.6979101215680917,-0.0,1.0,-0.6139052042070756,-0.42005190547739385,0.0
2018-11-12,-0.0,-0.6823359886898127,-0.0,1.0,-0.6196949511976292,-0.41679127810554356,0.0
2018-11-13,-0.0,-0.6727282509280681,-0.0,1.0,-0.6127938882014311,-0.40453004788292896,0.0
2018-11-14,-0.0,-0.673058278573737,-0.0,1.0,-0.6148066357858452,-0.405256921253905,0.0
2018-11-15,-0.0,-0.6727502419094722,-0.0,1.0,-0.6155789700032255,-0.39958069024836035,0.0
2018-11-16,-0.0,-0.6638887400182217,-0.0,1.0,-0.6127605981027923,-0.40302267002518893,0.0
2018-11-19,-0.0,-0.6655302928623199,-0.0,1.0,-0.6146619064236437,-0.40415537003731244,0.0
2018-11-20,-0.0,-0.6519329656568886,-0.0,1.0,-0.6052806863293635,-0.4071350544853862,0.0
2018-11-21,-0.0,-0.6464022797435288,-0.0,1.0,-0.6021794770310562,-0.38998390458851157,0.0
2018-11-23,-0.0,-0.6310255323657167,-0.0,1.0,-0.6190804110604937,-0.3984797118338807,0.0
2018-11-26,-0.0,-0.6333553937789543,-0.0,1.0,-0.6172600926538716,-0.3966644606221046,0.0
2018-11-27,-0.0,-0.6338721566975569,-0.0,1.0,-0.6094934709351305,-0.3893218197135636,0.0
2018-11-28,-0.0,-0.6356646302928165,-0.0,1.0,-0.6085685696229198,-0.38900884769328,0.0
2018-11-29,-0.0,-0.6204642894489176,-0.0,1.0,-0.5995764927324061,-0.3942016103733138,0.0
2018-11-30,-0.0,-0.6205228758169935,-0.0,1.0,-0.5995555555555555,-0.3943267973856209,0.0
2018-12-03,-0.0,-0.6203239289446186,-0.0,1.0,-0.59858934169279,-0.3934169278996866,0.0
2018-12-04,-0.0,-0.6211308511473351,-0.0,1.0,-0.6008529788848479,-0.3945419817368325,0.0
2018-12-06,-0.0,-0.5903432763336145,-0.0,1.0,-0.592362548884288,-0.3733098177542622,0.0
