Date,IWF,IWM,MSFT,MTUM,SPY,VLUE,VXX
2018-09-24,-0.46101032654200386,-0.2838961763885013,1.0,-0.4045771699692995,-0.3816075914038515,-0.25989394362266255,0.0
2018-09-25,-0.46215017160077015,-0.28282039119395075,1.0,-0.40642875080219876,-0.380590976310723,-0.2582661346577751,0.0
2018-09-26,-0.46180681532750967,-0.2825207222795903,1.0,-0.4052915073539672,-0.38109458290307274,-0.2601657782367224,0.0
2018-09-27,-0.461963498353519,-0.2819947535859798,1.0,-0.40542501534855163,-0.3810905843612212,-0.26017190377853433,0.0
2018-09-28,-0.4612100239995535,-0.2826366021097282,1.0,-0.4054808282636603,-0.38103477144611264,-0.2602835296087515,0.0
2018-10-01,-0.4615706630944407,-0.28223375753516405,1.0,-0.4053360125027908,-0.381307211431123,-0.2603259656173253,0.0
2018-10-02,-0.46255826285969465,-0.272265483267744,1.0,-0.40866337324513663,-0.38404644282564404,-0.263501632755589,0.0
2018-10-03,-0.4624229062595931,-0.27120252281416574,1.0,-0.4084782184020317,-0.38439427343510174,-0.26425362096391597,0.0
2018-10-04,-0.46406651043410335,-0.2681062381430644,1.0,-0.4086318491239817,-0.38673139158576053,-0.2623312130342596,0.0
2018-10-05,-0.46461212661613915,-0.2657991529201962,1.0,-0.4089110566205974,-0.38650802496656267,-0.2606163620151583,0.0
2018-10-08,-0.4638891208148952,-0.26381119367676936,1.0,-0.4074197767944115,-0.3879379922629484,-0.2600539923742729,0.0
2018-10-09,-0.4655734053512265,-0.26385834006180914,1.0,-0.410891778266559,-0.386390845560598,-0.2574825291644625,0.0
2018-10-10,-0.4684016941596077,-0.26251114578689255,1.0,-0.4137316094516273,-0.38845853767275973,-0.2533437360677664,0.0
2018-10-11,-0.46433210801249275,-0.25568668638235537,1.0,-0.40847406097122796,-0.3849810674110721,-0.2504076725353086,0.0
2018-10-12,-0.47639132340052587,-0.24811021034180544,1.0,-0.41224802804557403,-0.37045354951796666,-0.23162248028045576,0.0
2018-10-15,-0.4807159891450344,-0.24234533044598558,1.0,-0.4169567720183109,-0.37087799128313365,-0.23025684602944,0.0
2018-10-16,-0.4825372438201323,-0.2371532826689347,1.0,-0.42138330269691904,-0.37136821311970153,-0.2311174517819419,0.0
2018-10-17,-0.47797422834881625,-0.22396273190399651,1.0,-0.4175497861443321,-0.3706649957773721,-0.23412428147219877,0.0
2018-10-18,-0.47817795455783796,-0.22421402495504822,1.0,-0.4173977006483954,-0.37045714597068596,-0.23407617283277937,0.0
2018-10-19,-0.47662714669415884,-0.2171789793537535,1.0,-0.41691310127784265,-0.37076426381616434,-0.2315580997856697,0.0
2018-10-22,-0.47853692950561677,-0.21237857491724105,1.0,-0.4105117490638737,-0.3758886416671189,-0.2360937754382157,0.0
2018-10-23,-0.48030171478185374,-0.2120414586498806,1.0,-0.41450510093336224,-0.37231387019752554,-0.23410028217929238,0.0
2018-10-24,-0.4805829194822112,-0.2124073923308638,1.0,-0.4158321799777471,-0.3720589432549052,-0.23289641509945996,0.0
2018-10-25,-0.4783781596482235,-0.20399794976934907,1.0,-0.41711403059159946,-0.371604305484367,-0.226577463648871,0.0
2018-10-26,-0.4847435442968942,-0.21413574019033077,1.0,-0.4225451967387451,-0.37139039620429193,-0.23398685681564094,0.0
2018-10-29,-0.4772529622785085,-0.21920860963148167,1.0,-0.4168116099576041,-0.3666702902489401,-0.23774323296010436,0.0
2018-10-30,-0.4884170936443911,-0.22021149024310474,1.0,-0.4228714706202987,-0.36648315709146406,-0.2273792652349286,0.0
2018-10-31,-0.49362279511533247,-0.2034464043419267,1.0,-0.4236906377204884,-0.3676255088195387,-0.2253188602442334,0.0
2018-11-01,-0.4962250828309163,-0.20061376351094456,1.0,-0.4262669056542284,-0.3674705339199392,-0.2251643039487263,0.0
2018-11-02,-0.5076964769647697,-0.1740379403794038,1.0,-0.41693766937669374,-0.3855555555555556,-0.22579945799457996,0.0
2018-11-05,-0.5040654813529922,-0.1851420208152645,1.0,-0.41657632263660016,-0.38697961838681694,-0.21755745880312227,0.0
2018-11-06,-0.5010578279266573,-0.18362807855050448,1.0,-0.417814907236628,-0.38903656287295213,-0.22084192253444723,0.0
2018-11-07,-0.49936295372604306,-0.18338800184336795,1.0,-0.4205318658678739,-0.3874054596221096,-0.22014692726829138,0.0
2018-11-08,-0.49832187516916576,-0.18245547555892383,1.0,-0.41950414117901796,-0.386537108211985,-0.21980728630974936,0.0
2018-11-09,-0.4979835981270468,-0.1825046688499743,1.0,-0.41962811594987415,-0.3866349094649092,-0.21982840284732183,0.0
2018-11-12,-0.49824172257087207,-0.18099437351222677,1.0,-0.41984959965375457,-0.38684808483012334,-0.2191354685133088,0.0
2018-11-13,-0.49539728682170536,-0.1760066752799311,1.0,-0.41712424633936257,-0.3877853143841516,-0.21533161068044787,0.0
2018-11-14,-0.495693599612424,-0.17570113581310223,1.0,-0.417155622544006,-0.3877644398987996,-0.2151316143618453,0.0
2018-11-15,-0.49601679405748733,-0.17526106147055656,1.0,-0.41734847669286257,-0.387662826999677,-0.21506620734201742,0.0
2018-11-16,-0.4958682135070388,-0.17560765524481173,1.0,-0.4172700600253021,-0.3876880837662512,-0.21528357244757879,0.0
2018-11-19,-0.49574101029705103,-0.17863496684457383,1.0,-0.4110733732276673,-0.3921505202436789,-0.2179901881503046,0.0
2018-11-20,-0.49237431745434,-0.1756731312370552,1.0,-0.4071603410710924,-0.39381875891007884,-0.22080856443500013,0.0
2018-11-21,-0.4938500375980234,-0.17311204210978623,1.0,-0.40858309163175416,-0.3930873348372542,-0.21696745085401223,0.0
2018-11-23,-0.49396716201327495,-0.17590626931448688,1.0,-0.40762636712976646,-0.3925778625749066,-0.21718216752210248,0.0
2018-11-26,-0.4938473938742612,-0.17925846319183236,1.0,-0.40668995163890387,-0.39126813541106936,-0.21566362170875872,0.0
2018-11-27,-0.4944505656929402,-0.17860310123350623,1.0,-0.40732579076079656,-0.3915508854908495,-0.21542017145467737,0.0
2018-11-28,-0.494571351787154,-0.17678043536683688,1.0,-0.407739854877721,-0.39231389411448536,-0.21604407417360927,0.0
