Date,IWF,IWM,MTUM,OPRA,SPY,VLUE,VXX
2019-03-27,-0.0,-1.5278652392947105,-0.0,1.0,-2.6941120906801013,-2.6496379093198996,0.0
2019-03-28,-0.0,-1.5272970421648833,-0.0,1.0,-2.6913939584644426,-2.647970421648836,0.0
2019-03-29,-0.0,-1.498142439332859,-0.0,1.0,-2.719231681290016,-2.6871393565726027,0.0
2019-04-01,-0.0,-1.507414418678025,-0.0,1.0,-2.7138349897460166,-2.6664300362833253,0.0
2019-04-02,-0.0,-1.5292549019607842,-0.0,1.0,-2.7241568627450983,-2.5898039215686275,0.0
2019-04-03,-0.0,-1.5292964154051298,-0.0,1.0,-2.731429916071849,-2.5830261196956625,0.0
2019-04-04,-0.0,-1.5427756653992395,-0.0,1.0,-2.74580164765526,-2.6327629911280104,0.0
2019-04-05,-0.0,-1.5428390267099943,-0.0,1.0,-2.746690972497424,-2.6363636363636362,0.0
2019-04-08,-0.0,-1.528899445764054,-0.0,1.0,-2.7518606492478224,-2.6368962787015047,0.0
2019-04-09,-0.0,-1.5287037770211418,-0.0,1.0,-2.7521577322036577,-2.6374218069522524,0.0
2019-04-10,-0.0,-1.4972397791823346,-0.0,1.0,-2.857668613489079,-2.6456516521321705,0.0
2019-04-11,-0.0,-1.4902823322402623,-0.0,1.0,-2.861553227225466,-2.646244901223706,0.0
2019-04-12,-0.0,-1.49272,-0.0,1.0,-2.86232,-2.64496,0.0
2019-04-15,-0.0,-1.4930477864791434,-0.0,1.0,-2.8524053060572157,-2.6455969314367906,0.0
2019-04-16,-0.0,-1.4906330749354004,-0.0,1.0,-2.9104489664082682,-2.673853359173126,0.0
2019-04-17,-0.0,-1.4913370382477935,-0.0,1.0,-2.9312683883622097,-2.75,0.0
2019-04-18,-0.0,-1.477766879189145,-0.0,1.0,-2.9329736799084514,-2.7631191760666995,0.0
2019-04-22,-0.0,-1.4980318189273412,-0.0,1.0,-2.938084303755945,-2.7646383467278985,0.0
2019-04-23,-0.0,-1.4986469864698646,-0.0,1.0,-2.9379253792537923,-2.7635096350963506,0.0
2019-04-24,-0.0,-1.4852676379112784,-0.0,1.0,-2.9341954493370435,-2.765182517596988,0.0
2019-04-25,-0.0,-1.4837917485265226,-0.0,1.0,-2.93565815324165,-2.766453831041257,0.0
2019-04-26,-0.0,-1.4662698412698412,-0.0,1.0,-3.0517526455026456,-2.7490906084656084,0.0
2019-04-29,-0.0,-1.4244700383909197,-0.0,1.0,-3.091136705057586,-2.830245368052078,0.0
2019-04-30,-0.0,-1.4261145433294373,-0.0,1.0,-3.090833194189347,-2.83169143429621,0.0
2019-05-01,-0.0,-1.3961209452019987,-0.0,1.0,-3.158804099263149,-2.914542220716524,0.0
2019-05-02,-0.0,-1.3785537437035773,-0.0,1.0,-3.1849227354221803,-2.974131307094681,0.0
2019-05-03,-0.0,-1.361487065273257,-0.0,1.0,-3.211238649991434,-2.993232825081378,0.0
2019-05-06,-0.0,-1.2779926097791525,-0.0,1.0,-3.2757583569648534,-3.039529088252986,0.0
2019-05-07,-0.0,-1.2897517395412765,-0.0,1.0,-3.268619534404261,-3.0319560175242675,0.0
2019-05-08,-0.0,-1.288667687595712,-0.009954058192955589,1.0,-3.199251318700017,-3.0098689807725028,0.0
2019-05-09,-0.0,-1.2829883294999573,-0.01942243802708919,1.0,-3.2142431212198654,-3.0020444671607462,0.0
2019-05-10,-0.0,-1.28384130767921,-0.02596628639536864,1.0,-3.211476247233101,-2.992252681764005,0.0
2019-05-13,-0.0,-1.286990555602825,-0.01735727048413171,1.0,-3.209648600357356,-2.9945545818088997,0.0
2019-05-14,-0.0,-1.1543349218292784,-0.23819078672351812,1.0,-3.0804280578546948,-2.8875512080929693,0.0
2019-05-15,-0.0,-1.1308512410461435,-0.2632017324670998,1.0,-3.0767949358654008,-2.8581542562052307,0.0
2019-05-16,-0.0,-1.1298593190710062,-0.2608007991342712,1.0,-3.0751685673853326,-2.8584866394739032,0.0
2019-05-17,-0.0,-1.1327175902812447,-0.24454984190381096,1.0,-3.0579131303045433,-2.8856714927608587,0.0
2019-05-20,-0.0,-1.0959109042553192,-0.26811835106382975,1.0,-3.058427526595745,-2.888713430851064,0.0
2019-05-21,-0.0,-1.0926679398820893,-0.26679398820891803,1.0,-3.056713443494146,-2.887486506684381,0.0
2019-05-22,-0.0,-1.0674882143743278,-0.2826068976924985,1.0,-3.051608634521545,-2.868910760069473,0.0
2019-05-23,-0.0,-1.0505687951507099,-0.3420244125217969,1.0,-3.088848293614548,-2.822137341194055,0.0
2019-05-24,-0.0,-0.9922410235245563,-0.36046223689640944,1.0,-3.0774246801485763,-2.8241023524556335,0.0
2019-05-28,-0.0,-1.1126273967870097,-0.3738124028329591,1.0,-3.216013128346865,-2.9346173777854556,0.0
2019-05-29,-0.0,-1.1885976763037016,-0.4182653336935963,1.0,-3.4165540844816715,-2.983157705124741,0.0
2019-05-30,-0.0,-1.181442186657076,-0.41557273871605827,1.0,-3.4100881136486243,-2.984085596115807,0.0
2019-05-31,-0.0,-1.1694181326116373,-0.4344609833107803,1.0,-3.4335588633288228,-2.983852052322959,0.0
2019-06-03,-0.0,-1.1663543061133423,-0.45792057117358326,1.0,-3.4006247211066487,-2.8996876394466753,0.0
2019-06-04,-0.0,-1.153200802480394,-0.5362028086813788,1.0,-3.576600401240197,-2.853000182381908,0.0
2019-06-05,-0.0,-1.11674127126231,-0.5914950760966876,1.0,-3.5773500447627575,-2.666965085049239,0.0
2019-06-06,-0.0,-1.1703918197448195,-0.506831960908515,1.0,-3.5916206678128675,-2.7801103972491177,0.0
2019-06-07,-0.0,-1.2279665636925312,-0.4899145920407051,1.0,-3.588315464292204,-2.779756496456478,0.0
2019-06-10,-0.0,-1.2382206082614617,-0.46736268724466634,1.0,-3.5733999092147073,-2.799546073536087,0.0
2019-06-11,-0.0,-1.2354701242179706,-0.47619911143349347,1.0,-3.5699519448726087,-2.785293317617191,0.0
2019-06-12,-0.0,-1.231118373275236,-0.47049745824255634,1.0,-3.578159041394336,-2.797930283224401,0.0
2019-06-13,-0.0,-1.2348244260956356,-0.4744578531893658,1.0,-3.5736321567915796,-2.7906723527810544,0.0
2019-06-14,-0.0,-1.2310204081632654,-0.47346938775510206,1.0,-3.577052154195011,-2.7887528344671204,0.0
2019-06-17,-0.0,-1.2270172257479601,-0.47543064369900273,1.0,-3.577969174977335,-2.785766092475068,0.0
2019-06-18,-0.0,-1.228377153218495,-0.4761559383499547,1.0,-3.5766092475068,-2.7850407978241165,0.0
2019-06-19,-0.0,-1.225151214227679,-0.501850681592489,1.0,-3.566850230206735,-2.733862959285005,0.0
2019-06-20,-0.0,-1.2239776112665885,-0.4944479552225332,1.0,-3.5724474135596282,-2.736932382414011,0.0
2019-06-21,-0.0,-1.2236557199566944,-0.49079754601226994,1.0,-3.5711836881992065,-2.7363767592926744,0.0
2019-06-24,-0.0,-1.1803759743237048,-0.4740027510316369,1.0,-3.6917010545621274,-2.824025676295278,0.0
2019-06-25,-0.0,-1.1939750183688465,-0.4696914033798677,1.0,-3.6935157972079353,-2.827240999265246,0.0
2019-06-26,-0.0,-1.1897501836884643,-0.46179279941219686,1.0,-3.7026083761939748,-2.8303637031594415,0.0
2019-06-27,-0.0,-1.194985304922851,-0.4697832476120499,1.0,-3.7037105069801615,-2.815944158706833,0.0
2019-06-28,-0.0,-1.1254137550570062,-0.49337991908789997,1.0,-3.7507355645457894,-2.8250275836704675,0.0
2019-07-01,-0.0,-1.1019283746556474,-0.5094582185491277,1.0,-3.771900826446281,-2.7994490358126725,0.0
2019-07-02,-0.0,-1.1224190144076351,-0.4944480132146462,1.0,-3.754244287418556,-2.8058181150775447,0.0
2019-07-03,-0.0,-1.1296806167400881,-0.4910976505139501,1.0,-3.7491740088105723,-2.8077276064610865,0.0
2019-07-05,-0.0,-1.131082697083985,-0.4778769202465275,1.0,-3.759083800938276,-2.8306503541532515,0.0
2019-07-08,-0.0,-1.1315305371596762,-0.4782928623988226,1.0,-3.757818248712289,-2.830298013245033,0.0
2019-07-09,-0.0,-1.1209003215434084,-0.47551676619200733,1.0,-3.758566835094166,-2.831970601745521,0.0
2019-07-10,-0.0,-1.1216352779053744,-0.4767110702802021,1.0,-3.7577400091869544,-2.8308681672025724,0.0
2019-07-11,-0.0,-1.1133191607357427,-0.4764765689989833,1.0,-3.8021074036417417,-2.851187725298087,0.0
2019-07-12,-0.0,-1.094593341370676,-0.47751089678197167,1.0,-3.8261151813039045,-2.8756375776685528,0.0
2019-07-15,-0.0,-1.0903100055689623,-0.4953591980694264,1.0,-3.8554854278819377,-2.8405420456654906,0.0
2019-07-16,-0.0,-1.0868566176470589,-0.43878676470588235,1.0,-3.807904411764706,-2.8575367647058827,0.0
2019-07-17,-0.0,-1.104203071829302,-0.43180355007817534,1.0,-3.8104478984640857,-2.850639198013428,0.0
2019-07-18,-0.0,-1.1227854097584082,-0.4824253908100426,1.0,-3.9556608242539077,-2.913311226906679,0.0
2019-07-19,-0.0,-1.127661587962525,-0.49682975300463705,1.0,-3.935459449228731,-2.9035677107977667,0.0
2019-07-22,-0.0,-1.0658710768652508,-0.4634467205412517,1.0,-3.9175906784439016,-2.949727494831799,0.0
2019-07-23,-0.0,-0.9965034965034965,-0.37816030123722433,1.0,-3.7556033709879864,-2.835126412049489,0.0
2019-07-24,-0.0,-1.0013512296189533,-0.42527700207188546,1.0,-3.7648860463021347,-2.816593099720746,0.0
2019-07-25,-0.0,-0.9558453237410072,-0.44973021582733813,1.0,-3.7950539568345327,-2.792086330935252,0.0
2019-07-26,-0.0,-0.9243214093115226,-0.45604889448139496,1.0,-3.809635088980766,-2.797860866438972,0.0
2019-07-29,-0.0,-0.8805835734870318,-0.46280619596541783,1.0,-3.8148414985590775,-2.8475324207492796,0.0
2019-07-30,-0.0,-0.8782224625923923,-0.4731386334955832,1.0,-3.806742383270236,-2.855777897962863,0.0
2019-07-31,-0.0,-0.9030401151286203,-0.4672602986148588,1.0,-3.7809857888109373,-2.843137254901961,0.0
2019-08-01,-0.0,-0.8557909359263761,-0.2603750651154714,1.0,-3.8208890432366727,-2.745007813856572,0.0
2019-08-02,-0.0,-0.8167972149695387,-0.3458659704090513,1.0,-3.8351610095735422,-2.705395996518712,0.0
2019-08-05,-0.0,-0.8238527307625196,-0.32934915372535334,1.0,-3.82498691327866,-2.7462920956203107,0.0
2019-08-06,-0.0,-0.8252410759600743,-0.3130603958721029,1.0,-3.631111487058027,-2.6893926577567244,0.0
2019-08-07,-0.0,-0.8070307281229124,-0.27145958583834334,1.0,-3.5870073480293923,-2.684452237808951,0.0
2019-08-08,-0.0,-0.7935668094398254,-0.27017720668514317,1.0,-3.623162845385068,-2.711514235323759,0.0
2019-08-09,-0.0,-0.7417279411764707,-0.24707553475935828,1.0,-3.5921624331550803,-2.774649064171123,0.0
2019-08-12,-0.0,-0.7406510851419031,-0.2269616026711185,1.0,-3.5954090150250417,-2.784307178631052,0.0
2019-08-13,-0.0,-0.7104604604604604,-0.21671671671671672,1.0,-3.615115115115115,-2.7993827160493825,0.0
2019-08-14,-0.0,-0.7108718701574097,-0.20373542125438382,1.0,-3.4970230813147376,-2.744229671315553,0.0
2019-08-15,-0.0,-0.7709554745682142,-0.2425130724132467,1.0,-3.373791792109016,-2.5354143558865476,0.0
2019-08-16,-0.0,-0.7761750019814536,-0.24459063168740586,1.0,-3.3650630102243007,-2.5399064753903464,0.0
2019-08-19,-0.0,-0.7243721371031432,-0.2746801453166956,1.0,-3.3899857842362975,-2.508608434686463,0.0
