Date,IWF,IWM,MTD,MTUM,SPY,VLUE,VXX
2018-09-24,-0.32239935772450967,-0.482394770042436,1.0,-0.19704094506250716,-0.4680009175364147,-0.39746530565431815,0.0
2018-09-25,-0.32295608301800255,-0.481739479417498,1.0,-0.19802774911134047,-0.4673775943125788,-0.39657149409471393,0.0
2018-09-26,-0.32314748459223164,-0.4819549949835173,1.0,-0.19853805360470117,-0.4672208685681525,-0.3957001576608858,0.0
2018-09-27,-0.32563603025441207,-0.47593399037359607,1.0,-0.20029223011689204,-0.46745358698143474,-0.39571395828558326,0.0
2018-09-28,-0.3241740924328816,-0.4772642617690038,1.0,-0.20065327641041802,-0.4673505057161686,-0.3958052777857369,0.0
2018-10-01,-0.3245845272206304,-0.47679083094555874,1.0,-0.2006303724928367,-0.46753581661891125,-0.3957879656160459,0.0
2018-10-02,-0.3269567212550549,-0.4605787707574498,1.0,-0.20647030143115266,-0.4726532251125707,-0.4013823959617977,0.0
2018-10-03,-0.3266435390922905,-0.45462885977235584,1.0,-0.20559649072507813,-0.47487026577596836,-0.4053155193669543,0.0
2018-10-04,-0.32931093785828935,-0.4501261178628755,1.0,-0.20600206374684704,-0.47835932125659253,-0.402516624627379,0.0
2018-10-05,-0.3202948655675876,-0.44386982485213855,1.0,-0.19780565159004543,-0.4851852910083145,-0.4100688591102603,0.0
2018-10-08,-0.31978985238271995,-0.44302315621163235,1.0,-0.19704194386545987,-0.4856808383062559,-0.40975930103075126,0.0
2018-10-09,-0.32513105502878914,-0.4455011601592712,1.0,-0.20619324529490962,-0.4832278209057836,-0.40453751181643705,0.0
2018-10-10,-0.32577319587628867,-0.44453035509736544,1.0,-0.20707331042382587,-0.48356242840778924,-0.40274914089347075,0.0
2018-10-11,-0.3070049330514447,-0.4398590556730092,1.0,-0.1841860465116279,-0.48014094432699084,-0.4076673713883016,0.0
2018-10-12,-0.30952380952380953,-0.4347546304068043,1.0,-0.18317385708690057,-0.47277712495103796,-0.3975714845280063,0.0
2018-10-15,-0.29921215846231214,-0.45172375258423203,1.0,-0.16877130245292507,-0.4735709895513215,-0.40048611499133935,0.0
2018-10-16,-0.29827061157209506,-0.45559187550638386,1.0,-0.16587042159081383,-0.4736959740731428,-0.40041348867096915,0.0
2018-10-17,-0.29369309349322675,-0.44464801243615365,1.0,-0.16230846102598268,-0.47274039529202755,-0.40250943815234286,0.0
2018-10-18,-0.29210423959548815,-0.4424626326609991,1.0,-0.163777296216036,-0.4764405178640885,-0.4034561315774851,0.0
2018-10-19,-0.2878649508786495,-0.437996402379964,1.0,-0.1599557215995572,-0.4784834647848346,-0.40309948803099493,0.0
2018-10-22,-0.28712679333074836,-0.44147787071400874,1.0,-0.16343544009305933,-0.4761812441145516,-0.40140142912535315,0.0
2018-10-23,-0.28789389156559786,-0.4410754831921138,1.0,-0.16539292241236084,-0.4743589743589743,-0.40028797696184304,0.0
2018-10-24,-0.28716507609693664,-0.4496814223310426,1.0,-0.16905483987646422,-0.47636404106730473,-0.4001001641579255,0.0
2018-10-25,-0.27140906608410703,-0.426406335335882,1.0,-0.16744948115783723,-0.4809120699071545,-0.38459858001092295,0.0
2018-10-26,-0.26733157594369106,-0.42220833220099463,1.0,-0.16245889610566078,-0.48351767807158186,-0.38206919042313225,0.0
2018-10-29,-0.25445871957499866,-0.4339458990621781,1.0,-0.15105437198460456,-0.47977991001246817,-0.39120182143437965,0.0
2018-10-30,-0.2489971812662619,-0.43489809193408496,1.0,-0.1472788378143972,-0.481271682567216,-0.39787510841283613,0.0
2018-10-31,-0.25071517245101743,-0.4248394235440169,1.0,-0.14848599341501592,-0.4797052949749015,-0.3950180817185729,0.0
2018-11-01,-0.2469928259345164,-0.429499973029829,1.0,-0.14447920599816602,-0.4803657155186364,-0.3957063487782512,0.0
2018-11-02,-0.24751381215469614,-0.4273009028432826,1.0,-0.14423932084624713,-0.4807707856084086,-0.39520280285675785,0.0
2018-11-05,-0.2414743555099173,-0.4506296276279522,1.0,-0.14254445225098633,-0.4858941793222721,-0.38172188293790194,0.0
2018-11-06,-0.23885117775914758,-0.4490358871731076,1.0,-0.1439543500013522,-0.48778970711523384,-0.3847526841009276,0.0
2018-11-07,-0.23809909982969754,-0.4487335441840349,1.0,-0.1452166626118455,-0.4869029275808937,-0.38428891952531563,0.0
2018-11-08,-0.2333998059717581,-0.44904063813732886,1.0,-0.14102080413926915,-0.48569041716072003,-0.38565807912040523,0.0
2018-11-09,-0.23215007681733646,-0.4491523139538018,1.0,-0.1418290612112881,-0.4867254251906956,-0.38546130832053044,0.0
2018-11-12,-0.2359319650631405,-0.4316000108163651,1.0,-0.13625916010924527,-0.5099104945782968,-0.3904167004678078,0.0
2018-11-13,-0.22837463341135952,-0.42992439529690313,1.0,-0.12928135173675573,-0.5138160195872683,-0.3891624290365109,0.0
2018-11-14,-0.22778061980022077,-0.4311677122317654,1.0,-0.12894106243773726,-0.5144449530168815,-0.3901079669368083,0.0
2018-11-15,-0.22751621847156048,-0.4312094538210988,1.0,-0.12853643435893294,-0.5149263775606342,-0.38967401545129077,0.0
2018-11-16,-0.22777448710354856,-0.43145226428302197,1.0,-0.1288298960745248,-0.514727262936837,-0.3895859135210813,0.0
2018-11-19,-0.22772384034519957,-0.43476267529665585,1.0,-0.12238403451995683,-0.5194983818770226,-0.3925026968716289,0.0
2018-11-20,-0.22878268613217473,-0.4358150956634374,1.0,-0.1225679358825593,-0.5207113365895781,-0.3906684297163829,0.0
2018-11-21,-0.23665045282308994,-0.4339845744537905,1.0,-0.12958533766896885,-0.5244954448953267,-0.3626615785654779,0.0
2018-11-23,-0.23671692332500205,-0.4341422774060039,1.0,-0.12961917815582252,-0.5243623854443817,-0.36268107178370823,0.0
2018-11-26,-0.23679892400806993,-0.44236718224613314,1.0,-0.12696704774714188,-0.5230665770006725,-0.36078009414929385,0.0
2018-11-27,-0.2351600010729326,-0.44435503339502697,1.0,-0.1216437327324911,-0.5222767629623669,-0.3589227756766182,0.0
2018-11-28,-0.23546137339055792,-0.4424624463519313,1.0,-0.12226394849785407,-0.5228004291845493,-0.3593884120171673,0.0
2018-11-29,-0.22796766189065876,-0.43877904960110997,1.0,-0.11577149870594199,-0.5231196136503109,-0.3625230128872168,0.0
2018-11-30,-0.23061704630520802,-0.4420917548925249,1.0,-0.11207357501871458,-0.5288204470110149,-0.35990803122660675,0.0
2018-12-03,-0.2306129541019541,-0.4421930551471572,1.0,-0.11157742789168383,-0.5288566922398353,-0.35988665829078564,0.0
2018-12-04,-0.22759909248632057,-0.442786600827439,1.0,-0.1126918457226745,-0.5273722140664621,-0.3587081275857467,0.0
2018-12-06,-0.2144166797632144,-0.40515480119440517,1.0,-0.1378018754256378,-0.5236261721410236,-0.33833621457383833,0.0
2018-12-07,-0.20719602977667495,-0.4151047991130352,1.0,-0.12520458265139117,-0.5359273533604351,-0.35634338208119953,0.0
2018-12-10,-0.2014833127317676,-0.41553796386397707,1.0,-0.12353049470057596,-0.5375693659101071,-0.3518922757278489,0.0
2018-12-11,-0.20236686390532546,-0.41499013806706114,1.0,-0.12428665351742277,-0.5374621959237345,-0.3507429322813938,0.0
2018-12-12,-0.2040477945046847,-0.41496473312980314,1.0,-0.12527634487840825,-0.5387146015370039,-0.3488525107906095,0.0
2018-12-13,-0.20481007323112585,-0.4167325219956799,1.0,-0.12444022970338758,-0.5381170644328539,-0.35011327116590274,0.0
2018-12-14,-0.2047570076207051,-0.4225140416106321,1.0,-0.12169395881127547,-0.5366400337526039,-0.3513171426311209,0.0
2018-12-17,-0.20180080562356842,-0.4224258220782982,1.0,-0.11923755364241898,-0.5347392254429614,-0.3545796803833294,0.0
2018-12-18,-0.1993174061433447,-0.41937516408506165,1.0,-0.11695983197689681,-0.5349435547387765,-0.35473877658177994,0.0
2018-12-19,-0.20158580130224743,-0.41887208569628226,1.0,-0.1167034236504936,-0.5339214450745642,-0.3544160890569208,0.0
2018-12-20,-0.20202736416397488,-0.4191286535885921,1.0,-0.11665222301005804,-0.533548675122771,-0.3547362063079388,0.0
2018-12-21,-0.20062794348508634,-0.4199372056514914,1.0,-0.115149136577708,-0.5369963369963371,-0.34372056514913657,0.0
2018-12-24,-0.18719083571986464,-0.4073678729497527,1.0,-0.12119239781306952,-0.5339494923197085,-0.35376204113512105,0.0
2018-12-26,-0.18832953131480715,-0.4094773952716715,1.0,-0.1193488179178764,-0.5267264620489424,-0.34840315221899626,0.0
2018-12-27,-0.1682660573749683,-0.3953541507996954,1.0,-0.12188372683422188,-0.4980198019801981,-0.3551916730134552,0.0
2018-12-28,-0.16954278598114217,-0.39426131598342945,1.0,-0.12201692632221008,-0.4988690370295067,-0.3567743411187638,0.0
2018-12-31,-0.17232522062002492,-0.39131761654077973,1.0,-0.12072429490602986,-0.5002161694768699,-0.35858701457236586,0.0
2019-01-02,-0.1722708312137552,-0.3913928171736697,1.0,-0.12091769254247633,-0.5004323939363109,-0.35848000813918,0.0
2019-01-03,-0.17736205883104603,-0.3864652815047662,1.0,-0.14899435201512942,-0.5157555777045157,-0.32707199263973014,0.0
2019-01-04,-0.19643826410607665,-0.3856393290082452,1.0,-0.1448990669182455,-0.5312362687068676,-0.32647522551629665,0.0
2019-01-07,-0.18031614699047474,-0.37005541510253076,1.0,-0.161418830920095,-0.5268265277458567,-0.3150999770167778,0.0
