Date,CMCO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3141885131078648,-0.8628843973050497,-0.10616369821893136,-0.564138483089854,-0.4879260889867254,0.0
2018-09-25,1.0,-0.3145925036681339,-0.8622782446311857,-0.10697612378284647,-0.563625450180072,-0.48719487795118055,0.0
2018-09-26,1.0,-0.31581932212436614,-0.8638577528689618,-0.1093875100080064,-0.5632506004803842,-0.4836869495596477,0.0
2018-09-27,1.0,-0.3152569539519818,-0.8670985407553344,-0.10875880722609944,-0.5637960396700837,-0.4843223027348315,0.0
2018-09-28,1.0,-0.3130574205832247,-0.8693255837258241,-0.10939639910478671,-0.5638841567291311,-0.4846845041253298,0.0
2018-10-01,1.0,-0.34041450777202076,-0.8964421416234888,-0.10497409326424871,-0.6004145077720208,-0.511986183074266,0.0
2018-10-02,1.0,-0.3403688453686724,-0.908861285076641,-0.10176118473409225,-0.598837410470226,-0.5102591605826788,0.0
2018-10-03,1.0,-0.34034456514218503,-0.9074240642081228,-0.10184736732858231,-0.5990451809312946,-0.5108627966512143,0.0
2018-10-04,1.0,-0.34245012274817604,-0.9030116524324885,-0.10241692887521178,-0.6015352166245981,-0.5082811797655682,0.0
2018-10-05,1.0,-0.3321618082833713,-0.8997656949900076,-0.09196471642202467,-0.6074357384053477,-0.5143339535524775,0.0
2018-10-08,1.0,-0.3327239488117002,-0.9017971094477597,-0.09216653444172329,-0.6076023593529026,-0.515056396812804,0.0
2018-10-09,1.0,-0.3317581318340175,-0.9022455244731125,-0.08975199199751648,-0.6088786175019834,-0.5167120830602601,0.0
2018-10-10,1.0,-0.33111187845303863,-0.904799723756906,-0.08787983425414364,-0.6094958563535912,-0.5197168508287292,0.0
2018-10-11,1.0,-0.2923751686909582,-0.9086369770580297,-0.03748313090418354,-0.6030026990553307,-0.5323211875843455,0.0
2018-10-12,1.0,-0.30108819013285265,-0.9065024367447759,-0.03401428666800187,-0.5859202884037652,-0.5104813405434275,0.0
2018-10-15,1.0,-0.28709043031898934,-0.930768974367521,-0.01399953334888837,-0.587013766207793,-0.5143828539048699,0.0
2018-10-16,1.0,-0.2863713628637136,-0.9334399893343998,-0.0119321401193214,-0.5870079658700796,-0.514281905142819,0.0
2018-10-17,1.0,-0.2728468545496399,-0.903679831628794,-0.0,-0.5871616955506592,-0.5248117333684107,0.0
2018-10-18,1.0,-0.27355603093631725,-0.9061049860128353,-0.0,-0.5862103011354286,-0.5251933519828863,0.0
2018-10-19,1.0,-0.2573409194951279,-0.8973252239879669,-0.0,-0.5899548754169119,-0.5252763063239815,0.0
2018-10-22,1.0,-0.25725123442660475,-0.8881985546581209,-0.0,-0.5947810732153951,-0.5297733887054052,0.0
2018-10-23,1.0,-0.2562802564438048,-0.8884600287845086,-0.0,-0.5958066204370012,-0.5304199921496795,0.0
2018-10-24,1.0,-0.2667613828563697,-0.9413436168053584,-0.0,-0.6237737636154523,-0.5508084703335363,0.0
2018-10-25,1.0,-0.25610980917308335,-0.9298962169400736,-0.0,-0.6216940073652494,-0.540140609306997,0.0
2018-10-26,1.0,-0.2467178515637983,-0.9203310399840461,-0.0,-0.6227606607504902,-0.5339183035862665,0.0
2018-10-29,1.0,-0.2305782661944325,-0.9277415510906623,-0.0,-0.6152394823077687,-0.5364933302439509,0.0
2018-10-30,1.0,-0.22290611866706378,-0.9278268638935769,-0.0,-0.6156060756477713,-0.5428041960356067,0.0
2018-10-31,1.0,-0.2510375813882649,-1.1250047595476527,-0.0,-0.7507900849103302,-0.6808056962266307,0.0
2018-11-01,1.0,-0.2720822306600698,-1.1174394967974532,-0.0,-0.7589076822766846,-0.686955854715606,0.0
2018-11-02,1.0,-0.2800809283860131,-1.0819590777217896,-0.0,-0.7727133913574591,-0.682623301267369,0.0
2018-11-05,1.0,-0.27273422854738133,-1.1082290829794559,-0.0,-0.7776885114197176,-0.6670109797620414,0.0
2018-11-06,1.0,-0.2757104065475963,-1.109955252992695,-0.0,-0.7752705855356256,-0.6636325391058249,0.0
2018-11-07,1.0,-0.27618026572730403,-1.1110004977600796,-0.0,-0.777041773557453,-0.6647011525060306,0.0
2018-11-08,1.0,-0.24264426366608377,-1.1165133429635825,-0.0,-0.7683038090169543,-0.6739527104082719,0.0
2018-11-09,1.0,-0.24468895149623085,-1.1179471560191883,-0.0,-0.7686362598035482,-0.6758927891570852,0.0
2018-11-12,1.0,-0.24348123125972598,-1.108475348236991,-0.0,-0.7706000683189737,-0.6729418909173721,0.0
2018-11-13,1.0,-0.2185981695604685,-1.1078302135512785,-0.0,-0.7720989793228126,-0.6677714587021204,0.0
2018-11-14,1.0,-0.21801876483665547,-1.108896341233656,-0.0,-0.7725988168356004,-0.6685632465428237,0.0
2018-11-15,1.0,-0.2168284789644013,-1.1095055317227365,-0.0,-0.7739519831414164,-0.6628283284413337,0.0
2018-11-16,1.0,-0.21692365550959006,-1.1074840165475743,-0.0,-0.7731854080481383,-0.6632192553591575,0.0
2018-11-19,1.0,-0.2197901387791944,-1.1066230396028431,-0.0,-0.7717477152205798,-0.6627928842754522,0.0
2018-11-20,1.0,-0.20664040517726504,-1.1065841305571187,-0.0,-0.7726130181954606,-0.6658413055711874,0.0
2018-11-21,1.0,-0.21103376391318915,-1.1022968395190411,-0.0,-0.769981014778692,-0.6392807951457395,0.0
2018-11-23,1.0,-0.21248744933249045,-1.0895095013201443,-0.0,-0.7757242199992563,-0.6409579413186569,0.0
2018-11-26,1.0,-0.2118880339020854,-1.092450094792015,-0.0,-0.7739117504925466,-0.6390840489201144,0.0
2018-11-27,1.0,-0.19937002038169355,-1.1009449694274598,-0.0,-0.7707244765610525,-0.6347229942560682,0.0
2018-11-28,1.0,-0.19739430607624067,-1.1139155933335807,-0.0,-0.767120745332393,-0.6333469433205895,0.0
2018-11-29,1.0,-0.1806066853188043,-1.1037402444411721,-0.0,-0.7626638197614489,-0.6343322043881607,0.0
2018-11-30,1.0,-0.18009129730525697,-1.1041083787365633,-0.0,-0.7628110734796054,-0.6342953909586218,0.0
2018-12-03,1.0,-0.18080011788108746,-1.1045457894349076,-0.0,-0.7635010682973551,-0.6349738451337213,0.0
2018-12-04,1.0,-0.17181183388460125,-1.1097758177140757,-0.0,-0.760124954061007,-0.6334068357221609,0.0
2018-12-06,1.0,-0.162608351616732,-1.0673308635758731,-0.0,-0.7584073661115707,-0.6084235514153149,0.0
2018-12-07,1.0,-0.15498287979816183,-1.0711119120562265,-0.0,-0.7620111731843576,-0.6161110109929718,0.0
2018-12-10,1.0,-0.13288062902072909,-1.0763759828448891,-0.0,-0.7624731951393853,-0.6022516082916368,0.0
2018-12-11,1.0,-0.1338408205568064,-1.0758371752260463,-0.0,-0.7623744683892641,-0.6018012222579608,0.0
2018-12-12,1.0,-0.13544235924932976,-1.0755317247542449,-0.0,-0.7630741733690796,-0.6005719392314567,0.0
2018-12-13,1.0,-0.13453700393278512,-1.0700035752592063,-0.0,-0.7719342152306041,-0.5987844118698605,0.0
2018-12-14,1.0,-0.1418043929312442,-1.0503684624740646,-0.0,-0.7850397080918652,-0.6000930099449096,0.0
2018-12-17,1.0,-0.13413284791376667,-1.0508262840418319,-0.0,-0.7803119534568299,-0.603990434379127,0.0
2018-12-18,1.0,-0.12212169593755544,-1.0423274791555792,-0.0,-0.7778605641298563,-0.605676778428242,0.0
2018-12-19,1.0,-0.1107235647933943,-1.0488664270206784,-0.0,-0.7878065273872655,-0.6117379079617041,0.0
2018-12-20,1.0,-0.10948517166849733,-1.0362116004677038,-0.0,-0.7910569393756866,-0.6064557275980584,0.0
2018-12-21,1.0,-0.10408213668277881,-1.0399040327417703,-0.0,-0.7966340895459195,-0.5875877641745757,0.0
2018-12-24,1.0,-0.07324627785012848,-1.016542888317905,-0.0,-0.8020485023406427,-0.6279258033860126,0.0
2018-12-26,1.0,-0.07336662359884066,-1.0280057268568634,-0.0,-0.7777001780912804,-0.6129482836889338,0.0
2018-12-27,1.0,-0.03587140439932318,-0.9987478849407784,-0.0,-0.7251776649746193,-0.6242978003384095,0.0
2018-12-28,1.0,-0.03128911138923655,-1.0039238236985422,-0.0,-0.7252646889693197,-0.6221290126171227,0.0
2018-12-31,1.0,-0.030048727666486197,-1.0066323768272876,-0.0,-0.7252977801840823,-0.6218868435300487,0.0
2019-01-02,1.0,-0.029055608172101205,-1.0065958598295224,-0.0,-0.7248680828034095,-0.6219388445406575,0.0
2019-01-03,1.0,-0.04275703307491791,-1.0033515014049224,-0.0,-0.7374318697315414,-0.6018145502555944,0.0
2019-01-04,1.0,-0.040597277713821364,-1.0048757364393581,-0.0,-0.7388095076860568,-0.6015778424866256,0.0
2019-01-07,1.0,-0.030663768600568467,-0.9891322521317506,-0.0,-0.7351613442568132,-0.5889316167864905,0.0
2019-01-08,1.0,-0.031087043722422783,-0.9875986094397647,-0.0,-0.7355595667870036,-0.5884476534296029,0.0
2019-01-09,1.0,-0.02988313856427379,-0.9818697829716194,-0.0,-0.7354590984974958,-0.5916861435726211,0.0
2019-01-10,1.0,-0.029689743846641956,-0.9825334802791973,-0.0,-0.7353304612096316,-0.5921584343586147,0.0
2019-01-11,1.0,-0.034024312648605205,-0.9685877900941027,-0.0,-0.7394260071665383,-0.6068115602290614,0.0
2019-01-14,1.0,-0.03440643863179074,-0.9661971830985915,-0.0,-0.7385311871227364,-0.614319248826291,0.0
2019-01-15,1.0,-0.0311009605696245,-0.9594612749378651,-0.0,-0.7406797877342648,-0.6273594411231276,0.0
2019-01-16,1.0,-0.0191365070838649,-0.9600819176794467,-0.0,-0.736151211978782,-0.6419123077956087,0.0
2019-01-17,1.0,-0.0227486243457254,-0.9547376191115287,-0.0,-0.7352704334988591,-0.6424640987786874,0.0
2019-01-18,1.0,-0.03306229420065856,-0.9480545662253882,-0.0,-0.7322088569316578,-0.6466635306767018,0.0
2019-01-22,1.0,-0.0,-1.0422745978301533,-0.0,-0.7823351358704894,-0.5764037683229601,0.0
2019-01-23,1.0,-0.0,-1.0185683622363804,-0.0,-0.7916254982794454,-0.5968450819392865,0.0
2019-01-24,1.0,-0.0,-1.0274606498682701,-0.0,-0.753293251367966,-0.5969060325609673,0.0
2019-01-25,1.0,-0.0,-1.043444079846869,-0.0,-0.8056467049494122,-0.569011484823626,0.0
2019-01-28,1.0,-0.0,-1.0375657400450786,-0.0,-0.8097466020080595,-0.567754934772215,0.0
2019-01-29,1.0,-0.0,-1.0128428459200056,-0.0,-0.8181507668135397,-0.5846568979062062,0.0
2019-01-30,1.0,-0.0,-1.0119893428063942,-0.0,-0.8175638748462905,-0.5862139636562371,0.0
2019-01-31,1.0,-0.0,-1.032867397053268,-0.0,-0.8243294295428788,-0.577222928186283,0.0
2019-02-01,1.0,-0.0,-1.03369935630443,-0.0,-0.8371484630477436,-0.5713744793638773,0.0
2019-02-04,1.0,-0.0,-1.0388836951629097,-0.0,-0.86226238703646,-0.561372528652055,0.0
2019-02-05,1.0,-0.0,-1.03300547205098,-0.0,-0.8557525801759368,-0.574565352912655,0.0
2019-02-06,1.0,-0.0,-1.0307932109456184,-0.0,-0.854450987183928,-0.5785936958780741,0.0
2019-02-07,1.0,-0.0,-1.0285555671211961,-0.0,-0.8461538461538461,-0.5949828250234204,0.0
2019-02-08,1.0,-0.0,-1.030170316301703,-0.0,-0.8605144247480014,-0.5851581508515815,0.0
