Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WIW
2018-09-24,-0.09652384526164973,-0.24338200177389643,-0.0,-0.20212185303950328,-0.16365900252439106,0.0,1.0
2018-09-25,-0.09786000511552562,-0.24283400119362264,-0.0,-0.20172222695882,-0.162741921732458,0.0,1.0
2018-09-26,-0.09875153499795335,-0.24370650839132216,-0.0,-0.20178400873243282,-0.16129417382999045,0.0,1.0
2018-09-27,-0.09887092372765727,-0.2435700641288034,-0.0,-0.20180106426524766,-0.16131122936280531,0.0,1.0
2018-09-28,-0.09955801293537432,-0.24340005802146794,-0.0,-0.20203416440553593,-0.16152152767112066,0.0,1.0
2018-10-01,-0.1001229130390249,-0.24294103588377888,-0.0,-0.20244801802724574,-0.16159650380688995,0.0,1.0
2018-10-02,-0.10144630568789167,-0.23829038812902345,-0.0,-0.20429281286819323,-0.16353328893670063,0.0,1.0
2018-10-03,-0.10118976494887597,-0.23573391598245227,-0.0,-0.20504241844903814,-0.16503081098612227,0.0,1.0
2018-10-04,-0.10208887978701617,-0.23426513755205133,-0.0,-0.20608915284319748,-0.16414089698955558,0.0,1.0
2018-10-05,-0.09625822647398061,-0.2295440667616528,-0.0,-0.20595020014926388,-0.16441074699776106,0.0,1.0
2018-10-08,-0.09604787982570659,-0.2293619979315373,-0.0,-0.2058289957783015,-0.1642223766975806,0.0,1.0
2018-10-09,-0.10001699235344096,-0.23112999150382327,-0.0,-0.20562446898895498,-0.16246389124893798,0.0,1.0
2018-10-10,-0.10020550620764618,-0.23072742403913107,-0.0,-0.20567604748721954,-0.1618064165491941,0.0,1.0
2018-10-11,-0.07725966777847494,-0.22061688847792343,-0.0,-0.19391697764274626,-0.15940688880816353,0.0,1.0
2018-10-12,-0.07732471812945649,-0.2155432636611353,-0.0,-0.18721751758121624,-0.15158190154518902,0.0,1.0
2018-10-15,-0.07094286829776159,-0.219839927121291,-0.0,-0.18523880791254554,-0.15075156168662154,0.0,1.0
2018-10-16,-0.07396420771261857,-0.2166769892753529,-0.0,-0.18688268083580534,-0.15236170420836456,0.0,1.0
2018-10-17,-0.06994860522998352,-0.20843973235931088,-0.0,-0.1849888483046191,-0.15279438859617933,0.0,1.0
2018-10-18,-0.07029658139008377,-0.20949901355153788,-0.0,-0.18441734855590414,-0.15289951162715482,0.0,1.0
2018-10-19,-0.06439412151225218,-0.20302258121384037,-0.0,-0.18403128355529913,-0.15117713992659904,0.0,1.0
2018-10-22,-0.06475881871701504,-0.20468727441890308,-0.0,-0.18370522465872086,-0.15098092686761097,0.0,1.0
2018-10-23,-0.06519856290498492,-0.2046577275935074,-0.0,-0.18330980945659844,-0.15075062552126772,0.0,1.0
2018-10-24,-0.06452335969771687,-0.20298440552050978,-0.0,-0.1829709564827564,-0.15059720131928656,0.0,1.0
2018-10-25,-0.05394210328873327,-0.186366762535951,-0.0,-0.1837251469300988,-0.13906777541578091,0.0,1.0
2018-10-26,-0.04707452172968611,-0.1817970240958247,-0.0,-0.18665342663418721,-0.13605684938945867,0.0,1.0
2018-10-29,-0.041820399215771034,-0.18245673618722696,-0.0,-0.18335211572008583,-0.136128564150856,0.0,1.0
2018-10-30,-0.04288140827671402,-0.18253551575046326,-0.0,-0.183384805435454,-0.1353458925262508,0.0,1.0
2018-10-31,-0.04526540451732768,-0.1738910129439403,-0.0,-0.18282739877470172,-0.1334776667127305,0.0,1.0
2018-11-01,-0.04054178426800834,-0.17738372806479322,-0.0,-0.18253773469137316,-0.13346729660080991,0.0,1.0
2018-11-02,-0.0424914467253177,-0.1680718475073314,-0.0,-0.1851020283479961,-0.13170515640273706,0.0,1.0
2018-11-05,-0.041915436180121855,-0.16957046221502847,-0.0,-0.18516086671043994,-0.1303272305272641,0.0,1.0
2018-11-06,-0.04060417048859536,-0.16885280988197884,-0.0,-0.18677001161866325,-0.13254448725004586,0.0,1.0
2018-11-07,-0.04077354997628555,-0.16906106087728157,-0.0,-0.18729823595110234,-0.13283150502593288,0.0,1.0
2018-11-08,-0.03516991694301622,-0.168274057622684,-0.0,-0.18456600444187532,-0.13318020018862758,0.0,1.0
2018-11-09,-0.03515737909421447,-0.1683020704973149,-0.0,-0.18465610880379718,-0.13319033057976967,0.0,1.0
2018-11-12,-0.035060860074881385,-0.16184384047536038,-0.0,-0.1870367282593867,-0.1318761273893074,0.0,1.0
2018-11-13,-0.028837195323535594,-0.15856700628136927,-0.0,-0.1862771616626093,-0.12903855979322573,0.0,1.0
2018-11-14,-0.028169437965540594,-0.15977729290497328,-0.0,-0.1869084342788353,-0.12993755172673238,0.0,1.0
2018-11-15,-0.028006490774685977,-0.16012080052887792,-0.0,-0.1884428150730212,-0.12590900895486506,0.0,1.0
2018-11-16,-0.02768519352610876,-0.1590096988259316,-0.0,-0.18815121760802328,-0.1265201333213224,0.0,1.0
2018-11-19,-0.027955019742669687,-0.1589172309216749,-0.0,-0.18799825844130494,-0.1264731935081898,0.0,1.0
2018-11-20,-0.016536572989269135,-0.15542587645329312,-0.0,-0.18882736593883856,-0.1316806710147307,0.0,1.0
2018-11-21,-0.018648260335046584,-0.1524447143513101,-0.0,-0.18740094500318455,-0.12268748241079495,0.0,1.0
2018-11-23,-0.01940870801071846,-0.14594282499592875,-0.0,-0.19111137430233766,-0.12398774186862481,0.0,1.0
2018-11-26,-0.018893347350341295,-0.1491478744984231,-0.0,-0.18995513570339218,-0.12267349749026459,0.0,1.0
2018-11-27,-0.015290249332802526,-0.15054334203270373,-0.0,-0.18808333701950725,-0.12053788649533331,0.0,1.0
2018-11-28,-0.014753832307941988,-0.15343985600259666,-0.0,-0.18709334749701237,-0.12008144115433984,0.0,1.0
2018-11-29,-0.007917308115240818,-0.15041419250788066,-0.0,-0.18633531266036216,-0.12150135620555677,0.0,1.0
2018-11-30,-0.008229185002640381,-0.15107375462066538,-0.0,-0.18783371472158658,-0.1197412427389544,0.0,1.0
2018-12-03,-0.008184698427599155,-0.15109422670734568,-0.0,-0.18779335836658062,-0.11971954940154893,0.0,1.0
2018-12-04,-0.007560993479375778,-0.15102937944171732,-0.0,-0.18739834420104037,-0.11932009671038171,0.0,1.0
2018-12-06,-0.0072433685958458,-0.12728860386217558,-0.0,-0.18841347323818655,-0.10855032423379188,0.0,1.0
2018-12-07,-0.008185343655643164,-0.12700161703467322,-0.0,-0.1882629040797928,-0.10753996079048667,0.0,1.0
2018-12-10,-0.0013052607684013392,-0.1271636115997957,-0.0,-0.1882554906077975,-0.1020373418080699,0.0,1.0
2018-12-11,-0.0,-0.12789905470235896,-0.0,-0.18744145115962188,-0.10402532148635987,0.0,1.0
2018-12-12,-0.0,-0.12794048751401924,-0.0,-0.18763753034540526,-0.10409006374309686,0.0,1.0
2018-12-13,-0.0,-0.1277344803600074,-0.0,-0.1878256178754454,-0.10402736964638076,0.0,1.0
2018-12-14,-0.0,-0.12769945052604678,-0.0,-0.18764464511365733,-0.10445684428731666,0.0,1.0
2018-12-17,-0.0,-0.12674140105724124,-0.0,-0.18619350632785817,-0.10427856748061962,0.0,1.0
2018-12-18,-0.0,-0.12525272519051592,-0.0,-0.18522812424889365,-0.10336637023003294,0.0,1.0
2018-12-19,-0.0,-0.12532699840212674,-0.0,-0.18532501873612467,-0.10339512719354065,0.0,1.0
2018-12-20,-0.0,-0.12364991740671195,-0.0,-0.1855737056855243,-0.10264157336684127,0.0,1.0
2018-12-21,-0.0,-0.12279714771944135,-0.0,-0.18524352681396886,-0.09840930507306508,0.0,1.0
2018-12-24,-0.0,-0.12083239784463404,-0.0,-0.18413224068253253,-0.0982824427480916,0.0,1.0
2018-12-26,-0.0,-0.12207705286054911,-0.0,-0.17804704602813837,-0.09424543692569405,0.0,1.0
2018-12-27,-0.0,-0.11233498237078744,-0.0,-0.15851258643780577,-0.09575805614015907,0.0,1.0
2018-12-28,-0.0,-0.11194836098081315,-0.0,-0.15912913857473024,-0.09648127128263337,0.0,1.0
2018-12-31,-0.0,-0.11387276907916348,-0.0,-0.1587512317967809,-0.09603908901784737,0.0,1.0
2019-01-02,-0.0,-0.11358071972753758,-0.0,-0.15810206398489965,-0.09610045000068389,0.0,1.0
2019-01-03,-0.0,-0.11438907082859452,-0.0,-0.15519533016347167,-0.10067279628386247,0.0,1.0
2019-01-04,-0.0,-0.1153966760740044,-0.0,-0.1463863552701542,-0.10159924741298214,0.0,1.0
2019-01-07,-0.0,-0.11051734401212186,-0.0,-0.1444883381135343,-0.09788137886249255,0.0,1.0
2019-01-08,-0.0,-0.11248526881866085,-0.0,-0.14358668707584354,-0.09851943161345379,0.0,1.0
2019-01-09,-0.0,-0.11327352072208821,-0.0,-0.14375355758544983,-0.09824356924077739,0.0,1.0
2019-01-10,-0.0,-0.1143446348379394,-0.0,-0.14339207944971305,-0.09898652773820668,0.0,1.0
2019-01-11,-0.0,-0.11385500481689032,-0.0,-0.14357046907013662,-0.09944503995983663,0.0,1.0
