Date,IWF,IWM,MTUM,SPY,SUZ,VLUE,VXX
2018-10-17,-1.438669205780217,-3.3516298868600876,-0.0,-2.7561330794219785,1.0,-2.6556513946454574,0.0
2018-10-18,-1.4366812227074237,-3.347889374090247,-0.0,-2.757473967080954,1.0,-2.6549098645168514,0.0
2018-10-19,-1.354661991892188,-3.2624082392900187,-0.0,-2.7249917826229866,1.0,-2.6144406705379644,0.0
2018-10-22,-1.3592307692307692,-3.244065934065934,-0.0,-2.748681318681319,1.0,-2.636923076923077,0.0
2018-10-23,-1.3784201235657547,-3.2592674315975287,-0.0,-2.7514342453662843,1.0,-2.6435348631950575,0.0
2018-10-24,-1.3712112862338808,-3.246445497630331,-0.0,-2.7541055880083762,1.0,-2.649950402292516,0.0
2018-10-25,-1.2034236504935938,-3.036546943919345,-0.0,-2.7565637471119513,1.0,-2.5055660575509346,0.0
2018-10-26,-1.118091735621616,-2.940443354785984,-0.0,-2.7255082235161914,1.0,-2.4315047502298497,0.0
2018-10-29,-1.0512769153730597,-2.90806209313971,-0.0,-2.6594892338507763,1.0,-2.396294441662494,0.0
2018-10-30,-1.0699054516193927,-2.920036210018105,-0.0,-2.670488835244418,1.0,-2.3978072822369745,0.0
2018-10-31,-1.1137266890859066,-2.9013553449505762,-0.0,-2.7339243860185474,1.0,-2.4414552124732496,0.0
2018-11-01,-1.0670651403099989,-2.9180427514942764,-0.0,-2.7168473305642786,1.0,-2.4286293182048424,0.0
2018-11-02,-1.0880604534005038,-2.816120906801008,-0.0,-2.754659949622166,1.0,-2.416725440806045,0.0
2018-11-05,-1.0969112769485903,-2.978233830845771,-0.0,-2.846289386401327,1.0,-2.4434079601990053,0.0
2018-11-06,-1.1377390208026896,-3.0429712124395882,-0.0,-2.8710863626812357,1.0,-2.454612313511242,0.0
2018-11-07,-1.1488569909622541,-3.087931951089846,-0.0,-2.905263157894737,1.0,-2.4905901116427436,0.0
2018-11-08,-1.0389129745162313,-3.1162102146558106,-0.0,-2.8890768742730253,1.0,-2.529872052447922,0.0
2018-11-09,-1.0412567438908282,-3.11689410769068,-0.0,-2.8893472971543424,1.0,-2.5311541309637153,0.0
2018-11-12,-1.0249713869524504,-3.029341379669129,-0.0,-2.8647383206742276,1.0,-2.485693476225159,0.0
2018-11-13,-0.9218750000000001,-2.9911151960784315,-0.0,-2.849979575163399,1.0,-2.449448529411765,0.0
2018-11-14,-0.9392624728850326,-3.0230348104534657,-0.0,-2.8873050304720587,1.0,-2.479805805185415,0.0
2018-11-15,-0.9498012967998327,-3.0756117966952523,-0.0,-2.9480234260614933,1.0,-2.484626647144949,0.0
2018-11-16,-0.9435057530838603,-3.0386648699077434,-0.0,-2.918212915932414,1.0,-2.4654296672540688,0.0
2018-11-19,-0.9736510602561411,-3.074007978165022,-0.0,-2.950346420323326,1.0,-2.499580096577787,0.0
2018-11-20,-0.8367598684210525,-3.004625822368421,-0.0,-2.9200246710526314,1.0,-2.5181949013157894,0.0
2018-11-21,-0.8552792498980839,-2.990419894007338,-0.0,-2.9214227476559316,1.0,-2.4244802282918876,0.0
2018-11-23,-0.8584502745576571,-2.9493593654667483,-0.0,-2.9345129143786863,1.0,-2.4264795607077487,0.0
2018-11-26,-0.8586094734702177,-2.9484651351900792,-0.0,-2.9326082537101037,1.0,-2.424984752998577,0.0
2018-11-27,-0.8197433565726987,-2.9618066080630494,-0.0,-2.9165403657674043,1.0,-2.4058805698696575,0.0
2018-11-28,-0.8214790866841786,-2.9587795514245303,-0.0,-2.9165487977369167,1.0,-2.406243685593049,0.0
2018-11-29,-0.7028431672271477,-2.9888922857434017,-0.0,-2.991134209721798,1.0,-2.507693875471314,0.0
2018-11-30,-0.7108917000925641,-3.021495423223285,-0.0,-3.029003394014193,1.0,-2.523500977064692,0.0
2018-12-03,-0.7184656741108354,-3.036497105045492,-0.0,-3.0451819685690653,1.0,-2.538978494623656,0.0
2018-12-04,-0.6866618896509367,-3.0249769679598733,-0.0,-3.012590848602723,1.0,-2.512334937045757,0.0
2018-12-06,-0.6169309173272933,-2.6792185730464326,-0.0,-2.8585315213288034,1.0,-2.282842582106455,0.0
2018-12-07,-0.647272379860514,-2.711283080156683,-0.0,-2.897009649374224,1.0,-2.2982707557084168,0.0
2018-12-10,-0.5803185123814784,-2.6343551505109084,-0.0,-2.8034612906195338,1.0,-2.1874252048237133,0.0
2018-12-11,-0.5708221832610502,-2.6451047337824125,-0.0,-2.806311709882809,1.0,-2.205315124111839,0.0
2018-12-12,-0.5692079940784605,-2.653497409326425,-0.0,-2.8129163582531462,1.0,-2.216783863804589,0.0
2018-12-13,-0.5674229846891717,-2.636598413576831,-0.0,-2.8135030437188706,1.0,-2.2058660763696736,0.0
2018-12-14,-0.5837338262476894,-2.602125693160813,-0.0,-2.8432532347504624,1.0,-2.2130314232902033,0.0
2018-12-17,-0.5290665688611773,-2.5928846506510173,-0.0,-2.800568494406748,1.0,-2.246744911058133,0.0
2018-12-18,-0.482615370721575,-2.5396911406123004,-0.0,-2.7727806375869233,1.0,-2.2359794093741536,0.0
2018-12-19,-0.49701032795796335,-2.544482696140605,-0.0,-2.7765899619496284,1.0,-2.241619858670049,0.0
2018-12-20,-0.48870031263957125,-2.4827154979901747,-0.0,-2.758642251004913,1.0,-2.2025011165698976,0.0
2018-12-21,-0.4703634586332533,-2.4897360703812312,-0.0,-2.774637874344619,1.0,-2.151781747089665,0.0
2018-12-24,-0.42953425208731516,-2.7429836032592294,-0.0,-3.20863092244241,1.0,-2.6783019816919826,0.0
2018-12-26,-0.43120856705762367,-2.8659867414584395,-0.0,-3.204589495155533,1.0,-2.6969913309535953,0.0
2018-12-27,-0.20010649627263047,-3.045686900958467,-0.0,-3.310223642172524,1.0,-3.0936102236421728,0.0
2018-12-28,-0.17979395147889665,-3.213803035338429,-0.0,-3.4607289243380968,1.0,-3.2235515675196633,0.0
2018-12-31,-0.18178796942505818,-3.2123629112662013,-0.0,-3.46028580923895,1.0,-3.2234407887448766,0.0
2019-01-02,-0.1695887087881795,-3.199139927224611,-0.0,-3.4424964163634355,1.0,-3.2152387253280406,0.0
2019-01-03,-0.1778095447547834,-3.1872663294479877,-0.0,-3.437871123817902,1.0,-3.1933142731471302,0.0
2019-01-04,-0.04115271258596223,-3.235127169522978,-0.0,-3.4035585634756034,1.0,-3.2360004366335553,0.0
2019-01-07,-0.0,-3.176931447225245,-0.0,-3.4701849836779113,1.0,-3.2342763873775846,0.0
2019-01-08,-0.0,-3.182717971530249,-0.0,-3.622553380782918,1.0,-3.3157250889679717,0.0
2019-01-09,-0.0,-3.1279955825510766,-0.0,-3.600220872446162,1.0,-3.315405853119823,0.0
2019-01-10,-0.0,-3.134166574493972,-0.0,-3.605021568410574,1.0,-3.3214246211702245,0.0
2019-01-11,-0.0,-3.093046467783076,-0.0,-3.6277032272374403,1.0,-3.369413330375956,0.0
2019-01-14,-0.0,-3.104141223492839,-0.0,-3.6422782280448542,1.0,-3.356056400577329,0.0
2019-01-15,-0.0,-3.1004699037816064,-0.0,-3.664801969120609,1.0,-3.422913403445961,0.0
2019-01-16,-0.0,-3.1053515450067177,-0.0,-3.663681146439767,1.0,-3.4265562024182716,0.0
2019-01-17,-0.0,-3.0964784795975406,-0.0,-3.6602571268865285,1.0,-3.4228060368921183,0.0
2019-01-18,-0.0,-3.1413305756635648,-0.0,-3.7552568079972426,1.0,-3.5934735148799266,0.0
2019-01-22,-0.0,-3.2495954188970497,-0.0,-4.355284451636997,1.0,-3.843769451014565,0.0
2019-01-23,-0.0,-3.0746527777777777,-0.0,-4.3823164682539675,1.0,-3.9439484126984126,0.0
2019-01-24,-0.0,-3.0826870152614463,-0.0,-4.452589442081561,1.0,-3.9739804853640233,0.0
2019-01-25,-0.0,-3.1173152848279755,-0.0,-5.3296672306824595,1.0,-4.653412295544276,0.0
2019-01-28,-0.0,-3.0899653979238755,-0.0,-5.568627450980392,1.0,-4.758938869665513,0.0
2019-01-29,-0.0,-3.0701420412944795,-0.0,-5.66466539756919,1.0,-4.908624981695709,0.0
2019-01-30,-0.0,-3.068111908598213,-0.0,-5.662809433133148,1.0,-4.9168009374542265,0.0
2019-01-31,-0.0,-3.2068294144076686,-0.0,-5.620038939643552,1.0,-5.149917627677101,0.0
2019-02-01,-0.0,-3.229709267110842,-0.0,-5.711235614778921,1.0,-5.201544518473652,0.0
2019-02-04,-0.0,-3.1633626471903415,-0.0,-5.622745565658072,1.0,-5.119093754657923,0.0
2019-02-05,-0.0,-3.1143407978644517,-0.0,-5.562509268871422,1.0,-5.153344208809135,0.0
2019-02-06,-0.0,-3.0555555555555554,-0.0,-5.533009136457412,1.0,-5.147509578544061,0.0
2019-02-07,-0.0,-3.057774502579219,-0.0,-5.537214443625645,1.0,-5.143404568901991,0.0
2019-02-08,-0.0,-2.97444781290602,-0.0,-5.4649920600548585,1.0,-4.996679659304172,0.0
2019-02-11,-0.0,-2.8532345397549155,-0.0,-5.400683955542889,1.0,-4.9951553149045305,0.0
2019-02-12,-0.0,-2.924370977179637,-0.0,-5.583235810415448,1.0,-5.120830895260386,0.0
2019-02-13,-0.0,-3.0160105757931848,-0.0,-5.578730904817862,1.0,-5.093860164512338,0.0
2019-02-14,-0.0,-2.926785978405561,-0.0,-5.698417393876645,1.0,-5.165360153823398,0.0
2019-02-15,-0.0,-3.0146753631781795,-0.0,-5.66943373851171,1.0,-5.139341832196857,0.0
2019-02-19,-0.0,-2.9241440377804016,-0.0,-5.715318772136954,1.0,-5.1185064935064934,0.0
2019-02-20,-0.0,-2.9553584626755356,-0.0,-5.709977827050998,1.0,-5.116777531411678,0.0
2019-02-21,-0.0,-2.957729825598581,-0.0,-5.71164646763228,1.0,-5.110404966006503,0.0
2019-02-22,-0.0,-2.9637755853335297,-0.0,-5.687380356353998,1.0,-5.074363127668974,0.0
2019-02-25,-0.0,-2.9532779590625933,-0.0,-5.751854049243549,1.0,-5.127261940077129,0.0
2019-02-26,-0.0,-2.950369276218612,-0.0,-5.717134416543575,1.0,-5.103692762186116,0.0
2019-02-27,-0.0,-2.9470702251379155,-0.0,-5.8157149247055315,1.0,-5.147010585954972,0.0
2019-02-28,-0.0,-2.857868757259001,-0.0,-5.635162601626017,1.0,-5.024825783972125,0.0
2019-03-01,-0.0,-2.8561484918793507,-0.0,-5.6319605568445485,1.0,-5.012906032482599,0.0
2019-03-04,-0.0,-2.1686607487456584,-0.0,-5.2536987006303875,1.0,-4.442686221536087,0.0
2019-03-05,-0.0,-2.006093769431663,-0.0,-5.149856982962318,1.0,-4.280189031215023,0.0
2019-03-06,-0.0,-1.9730997038499505,-0.0,-5.125370187561698,1.0,-4.24111549851925,0.0
2019-03-07,-0.0,-1.7580548568690861,-0.0,-5.102886573242304,1.0,-4.116540903102168,0.0
2019-03-08,-0.0,-1.7018057589067836,-0.0,-5.31539775500244,1.0,-4.183748169838945,0.0
2019-03-11,-0.0,-1.581436077057793,-0.0,-4.989258610624635,1.0,-4.104611792177466,0.0
2019-03-12,-0.0,-1.3902207453121291,-0.0,-5.115357227628768,1.0,-4.362449560882982,0.0
2019-03-13,-0.0,-1.5062919975565057,-0.0,-5.24923640806353,1.0,-4.462064752596212,0.0
2019-03-14,-0.0,-1.513483831604637,-0.0,-5.2381940207443565,1.0,-4.450884685784015,0.0
2019-03-15,-0.0,-1.4739162380602497,-0.0,-5.255082047514083,1.0,-4.516899338721529,0.0
2019-03-18,-0.0,-1.5101577437858509,-0.0,-5.061663479923518,1.0,-4.378465583173996,0.0
2019-03-19,-0.0,-1.523809523809524,-0.0,-5.063973063973064,1.0,-4.437349687349688,0.0
2019-03-20,-0.0,-1.5800902769305842,-0.0,-5.113090154934732,1.0,-4.506404782237404,0.0
2019-03-21,-0.0,-1.5817871093749998,-0.0,-5.188598632812499,1.0,-4.436523437499999,0.0
2019-03-22,-0.0,-1.5508236729713243,-0.0,-5.287248322147652,1.0,-4.364490543014033,0.0
2019-03-25,-0.0,-1.1144198831748942,-0.0,-5.179933570037797,1.0,-4.159088306035964,0.0
2019-03-26,-0.0,-1.2086229237837203,-0.0,-5.29190717398987,1.0,-4.279302626928967,0.0
2019-03-27,-0.0,-1.1602307511184364,-0.0,-5.331057216858959,1.0,-4.281846008947492,0.0
2019-03-28,-0.0,-1.1462753418198963,-0.0,-5.314238566713814,1.0,-4.326379066478077,0.0
2019-03-29,-0.0,-1.1217598097502972,-0.0,-5.37217598097503,1.0,-4.39678953626635,0.0
2019-04-01,-0.0,-1.1473309608540925,-0.0,-5.343416370106762,1.0,-4.371648873072361,0.0
2019-04-02,-0.0,-1.1849065475490772,-0.0,-5.34418714000235,1.0,-4.2259315857529085,0.0
2019-04-03,-0.0,-1.1869851729818781,-0.0,-5.361379148034832,1.0,-4.219110378912686,0.0
2019-04-04,-0.0,-1.1751325869180906,-0.0,-5.3704183853859755,1.0,-4.2399528579846795,0.0
2019-04-05,-0.0,-1.1551744670715731,-0.0,-5.4609979754674285,1.0,-4.292842681910206,0.0
2019-04-08,-0.0,-1.1311280342693955,-0.0,-5.473584007615421,1.0,-4.294264635887672,0.0
2019-04-09,-0.0,-1.1118079845615727,-0.0,-5.622482209624895,1.0,-4.3269810638041255,0.0
2019-04-10,-0.0,-1.0767113451412158,-0.0,-5.621349928195309,1.0,-4.269387266634753,0.0
2019-04-11,-0.0,-1.0244108761329305,-0.0,-5.759637462235649,1.0,-4.300543806646526,0.0
2019-04-12,-0.0,-1.0267134050525808,-0.0,-5.76054635561465,1.0,-4.300253837785568,0.0
2019-04-15,-0.0,-1.0504458287529008,-0.0,-5.789422254794186,1.0,-4.3747404421644065,0.0
2019-04-16,-0.0,-1.0579904773531925,-0.0,-5.786961298986693,1.0,-4.363569771700647,0.0
2019-04-17,-0.0,-0.9556388250936784,-0.0,-5.825335428502357,1.0,-4.3066602199927475,0.0
2019-04-18,-0.0,-0.9635813672111313,-0.0,-5.811373260738052,1.0,-4.324137931034483,0.0
2019-04-22,-0.0,-0.9850273889227025,-0.0,-5.835301278149727,1.0,-4.352525867315886,0.0
2019-04-23,-0.0,-1.015439856373429,-0.0,-5.738001196888091,1.0,-4.215439856373429,0.0
2019-04-24,-0.0,-0.9532198547791929,-0.0,-5.718009760742769,1.0,-4.232115224378051,0.0
2019-04-25,-0.0,-0.9671699017493409,-0.0,-5.768511861969805,1.0,-4.2461059190031145,0.0
2019-04-26,-0.0,-0.9220842464085707,-0.0,-5.967859751643536,1.0,-4.284392500608717,0.0
2019-04-29,-0.0,-0.9022995498235795,-0.0,-5.9643508942693755,1.0,-4.30027983939652,0.0
2019-04-30,-0.0,-0.8969674826452319,-0.0,-5.984045792229935,1.0,-4.297893070271587,0.0
2019-05-01,-0.0,-0.9116387223106106,-0.0,-6.044425406926936,1.0,-4.282339982866234,0.0
2019-05-02,-0.0,-0.9100350199251298,-0.0,-5.890351406834924,1.0,-4.275329066537858,0.0
2019-05-03,-0.0,-0.9411693352741388,-0.0,-5.902595827268316,1.0,-4.2862688015526444,0.0
2019-05-06,-0.0,-0.8020113897976493,-0.0,-5.956015994183932,1.0,-4.358778625954198,0.0
2019-05-07,-0.0,-0.8201904296874999,-0.0,-5.9974365234375,1.0,-4.389404296875,0.0
2019-05-08,-0.0,-0.7976584673604541,-0.0,-5.738174077578051,1.0,-4.290089877010407,0.0
2019-05-09,-0.0,-0.7939853184939616,-0.0,-5.769121477622544,1.0,-4.276817428368458,0.0
2019-05-10,-0.0,-0.7882882882882883,-0.0,-5.810336652441915,1.0,-4.255334281650071,0.0
2019-05-13,-0.0,-0.8299683775237168,-0.0,-5.941376793967405,1.0,-4.39114570664072,0.0
2019-05-14,-0.0,-0.6908904810644831,-0.0,-5.577163652905721,1.0,-4.104514955077903,0.0
2019-05-15,-0.0,-0.7134939486483429,-0.0,-5.595860196810316,1.0,-4.0015835312747425,0.0
2019-05-16,-0.0,-0.7304722979109899,-0.0,-5.603088101725704,1.0,-4.01975476839237,0.0
2019-05-17,-0.0,-0.7238952347986617,-0.0,-5.656051690319603,1.0,-4.1579554632514135,0.0
2019-05-20,-0.0,-0.674165120593692,-0.0,-5.72019944341373,1.0,-4.201298701298701,0.0
2019-05-21,-0.0,-0.6651291512915128,-0.0,-5.688191881918819,1.0,-4.178044280442804,0.0
2019-05-22,-0.0,-0.6311926605504588,-0.0,-5.689449541284404,1.0,-4.147247706422019,0.0
2019-05-23,-0.0,-0.5981170598911071,-0.0,-5.668557168784029,1.0,-4.076451905626134,0.0
2019-05-24,-0.0,-0.4888543861594766,-0.0,-5.590440279472109,1.0,-4.010868359764888,0.0
2019-05-28,-0.0,-0.44301512074023924,-0.0,-5.723087339201083,1.0,-4.118032046941999,0.0
2019-05-29,-0.0,-0.4613821138211382,-0.0,-5.7635501355013545,1.0,-4.066847335140018,0.0
2019-05-30,-0.0,-0.4492476981810015,-0.0,-5.7287222097462385,1.0,-4.050415450258253,0.0
2019-05-31,-0.0,-0.45853932584269663,-0.0,-5.724157303370786,1.0,-4.0533707865168545,0.0
2019-06-03,-0.0,-0.46755243219501486,-0.0,-5.6564181398923905,1.0,-3.8565938289228066,0.0
2019-06-04,-0.0,-0.4751399407309846,-0.0017561189770606961,-5.694874327735704,1.0,-3.8039732191856,0.0
2019-06-05,-0.0,-0.43599698048096625,-0.0978108487005284,-5.7091556130702035,1.0,-3.5411409468348967,0.0
2019-06-06,-0.0,-0.48529570182053217,-0.04879887967251966,-5.662501346547452,1.0,-3.5757836906172575,0.0
2019-06-07,-0.0,-0.5628438882295825,-0.06397669651526595,-5.6016830294530155,1.0,-3.560146725644622,0.0
2019-06-10,-0.0,-0.5650776647027316,-0.036850562399571504,-5.558650241028388,1.0,-3.5516871987145153,0.0
2019-06-11,-0.0,-0.5670935112450232,-0.1482836543634994,-5.512751533412246,1.0,-3.532658990638115,0.0
2019-06-12,-0.0,-0.5735199138858988,-0.15048439181916037,-5.507750269106566,1.0,-3.5325080731969862,0.0
2019-06-13,-0.0,-0.6364321878703005,-0.20047398470322098,-5.441344392976409,1.0,-3.4940213293116456,0.0
2019-06-14,-0.0,-0.644927536231884,-0.22539476530391522,-5.452628163530175,1.0,-3.492645468310621,0.0
2019-06-17,-0.0,-0.6339671564390665,-0.22968885047536733,-5.452247191011236,1.0,-3.4877917026793432,0.0
2019-06-18,-0.0,-0.656425789701428,-0.22955430549545652,-5.450454348766767,1.0,-3.4812851579402855,0.0
2019-06-19,-0.0,-0.6055359623811051,-0.28214171208720745,-5.385059313882655,1.0,-3.414342203697766,0.0
2019-06-20,-0.0,-0.632255300920968,-0.2627971728421503,-5.390233454701221,1.0,-3.4237524095095306,0.0
2019-06-21,-0.0,-0.6646210163652024,-0.2603359173126615,-5.387273901808785,1.0,-3.454349698535745,0.0
2019-06-24,-0.0,-0.5722445525703407,-0.2682462449756717,-5.248889359001481,1.0,-3.4881531626824627,0.0
2019-06-25,-0.0,-0.5127766492034641,-0.29391639046295304,-5.343419223778467,1.0,-3.541644392173634,0.0
2019-06-26,-0.0,-0.5018674634510725,-0.26112474655853163,-5.293138405719774,1.0,-3.6150891046846656,0.0
2019-06-27,-0.0,-0.4861066409183564,-0.3043664842828023,-5.315953223903015,1.0,-3.621928977577513,0.0
2019-06-28,-0.0,-0.4271179179608011,-0.3210881439434508,-5.342186997965086,1.0,-3.6195780229195673,0.0
2019-07-01,-0.0,-0.3924418604651163,-0.34679155900086134,-5.424095607235142,1.0,-3.603251507321275,0.0
2019-07-02,-0.0,-0.42796702104578,-0.3261011065307008,-5.4525927533087435,1.0,-3.6415708396615316,0.0
2019-07-03,-0.0,-0.4463783783783784,-0.3095135135135135,-5.416432432432432,1.0,-3.638486486486487,0.0
2019-07-05,-0.0,-0.406216274552126,-0.31750485646449383,-5.412691560543924,1.0,-3.6557306281027406,0.0
2019-07-08,-0.0,-0.4428665785997358,-0.30922501100836636,-5.518383971818582,1.0,-3.738000880669308,0.0
2019-07-09,-0.0,-0.42204655248133516,-0.3065436978480457,-5.513285024154589,1.0,-3.7375933245498465,0.0
2019-07-10,-0.0,-0.4084863141695064,-0.3017478289546004,-5.533142794327801,1.0,-3.749257997141915,0.0
2019-07-11,-0.0,-0.41000771519894186,-0.3053014438443734,-5.547889342003748,1.0,-3.7585142731180423,0.0
2019-07-12,-0.0,-0.43900826446280994,-0.29961432506887054,-5.532011019283747,1.0,-3.7487603305785124,0.0
2019-07-15,-0.0,-0.5159347278501807,-0.35746358558755886,-5.439382323951374,1.0,-3.6389223524258023,0.0
2019-07-16,-0.0,-0.5135931870291516,-0.43978600283873787,-5.400152855115187,1.0,-3.5645812861666117,0.0
2019-07-17,-0.0,-0.5507389162561577,-0.4239737274220033,-5.408976464148878,1.0,-3.5631089217296115,0.0
2019-07-18,-0.0,-0.5545494699646643,-0.4508613074204947,-5.46411219081272,1.0,-3.572879858657244,0.0
2019-07-19,-0.0,-0.5629498394419223,-0.4608570479459639,-5.476359207175285,1.0,-3.572804783523419,0.0
2019-07-22,-0.0,-0.5121978143282923,-0.4362512418589248,-5.478419251573021,1.0,-3.6117673032343522,0.0
2019-07-23,-0.0,-0.5249198806497956,-0.43485468007514644,-5.478726931152614,1.0,-3.6125538733561724,0.0
2019-07-24,-0.0,-0.5255628257735389,-0.4907397138737939,-5.487412664966175,1.0,-3.5864478207829658,0.0
2019-07-25,-0.0,-0.46633554083885215,-0.5158940397350993,-5.51887417218543,1.0,-3.536423841059603,0.0
2019-07-26,-0.0,-0.4292473591549296,-0.5169454225352113,-5.523767605633803,1.0,-3.533670774647887,0.0
2019-07-29,-0.0,-0.3630363036303631,-0.5240924092409242,-5.514411441144115,1.0,-3.5995599559955997,0.0
2019-07-30,-0.0,-0.3737164081275945,-0.5334280096132838,-5.443303473891195,1.0,-3.5737382564998907,0.0
2019-07-31,-0.0,-0.4366535605067715,-0.5271952817824377,-5.408475316732197,1.0,-3.549475753604194,0.0
2019-08-01,-0.0,-0.47606642787365683,-0.49625529143601427,-5.380332139368284,1.0,-3.501573863019646,0.0
2019-08-02,-0.0,-0.4223034734917733,-0.5261856113560598,-5.322615334982256,1.0,-3.482740079578449,0.0
2019-08-05,-0.0,-0.41054210413541886,-0.5054638954360402,-5.32644096850225,1.0,-3.4709663595457463,0.0
2019-08-06,-0.0,-0.39508564437194127,-0.46084828711256115,-4.99347471451876,1.0,-3.3463499184339316,0.0
2019-08-07,-0.0,-0.4242669362992922,-0.4011122345803842,-4.940040444893832,1.0,-3.3458038422649143,0.0
2019-08-08,-0.0,-0.41060270106833296,-0.3865148155613788,-4.931566216488611,1.0,-3.3499294497077203,0.0
2019-08-09,-0.0,-0.35211544124865024,-0.33847059978403843,-4.791106311966232,1.0,-3.3346421910277804,0.0
2019-08-12,-0.0,-0.3309879800644972,-0.3635297566695983,-4.7933157431838165,1.0,-3.2844718068992473,0.0
2019-08-13,-0.0,-0.25623120938803223,-0.34594122781495495,-4.796721947434778,1.0,-3.299485985840365,0.0
2019-08-14,-0.0,-0.27018781580703594,-0.3339689198207646,-4.694727810086757,1.0,-3.2349127657546,0.0
2019-08-15,-0.0,-0.33149670309818446,-0.36825941649354166,-4.433023213801825,1.0,-2.8997380543762983,0.0
2019-08-16,-0.0,-0.3300180831826401,-0.37721518987341773,-4.433001808318264,1.0,-2.901356238698011,0.0
2019-08-19,-0.0,-0.2583654795012111,-0.3958015609581053,-4.451870458419306,1.0,-2.8649860949134296,0.0
2019-08-20,-0.0,-0.2836168307967771,-0.3935541629364369,-4.455237242614145,1.0,-2.820143240823635,0.0
2019-08-21,-0.0,-0.25830321803476164,-0.5147995181552228,-4.20719325417312,1.0,-2.6240750301152986,0.0
2019-08-22,-0.0,-0.268563080096253,-0.4955311103471984,-4.210897215537986,1.0,-2.6190271570986594,0.0
2019-08-23,-0.0,-0.26547147043613173,-0.5066367867609033,-4.224788829512153,1.0,-2.622220306843648,0.0
2019-08-26,-0.0,-0.2164087447801523,-0.4955375419634815,-4.026037828543355,1.0,-2.4500122819945958,0.0
2019-08-27,-0.0,-0.20188479974002763,-0.4871232431554147,-3.9909009667722803,1.0,-2.4443090421642704,0.0
2019-08-28,-0.0,-0.16164160910199107,-0.5181633482324258,-4.015847216578626,1.0,-2.431044290938643,0.0
2019-08-29,-0.0,-0.12482764214453726,-0.5379998377808419,-4.0266850515045824,1.0,-2.421526482277557,0.0
2019-08-30,-0.0,-0.09783744674009165,-0.5448991076453091,-4.0122196318032,1.0,-2.38427526328483,0.0
2019-09-03,-0.0,-0.12039193639065135,-0.5754557866838006,-3.9766283832623888,1.0,-2.3590073086499075,0.0
2019-09-04,-0.0,-0.09493922300786525,-0.5994279812504966,-3.9165011519822035,1.0,-2.3338364979741004,0.0
2019-09-05,-0.0,-0.10661417322834646,-0.5758267716535433,-3.905984251968504,1.0,-2.285590551181102,0.0
2019-09-06,-0.0,-0.09207340882467786,-0.5917219836001563,-3.8998828582584926,1.0,-2.2258492776259273,0.0
2019-09-09,-0.0,-0.091533895657607,-0.5917681974383007,-3.8998750390502974,1.0,-2.2268822243049047,0.0
2019-09-10,-0.0,-0.10890545311887014,-0.5525304040800313,-3.9089839152608863,1.0,-2.2757159670459,0.0
2019-09-11,-0.0,-0.07917773956542129,-0.5715960606534313,-3.903001406909489,1.0,-2.262388619665468,0.0
2019-09-12,-0.0,-0.026809441925902767,-0.5923088947944349,-3.921994685008598,1.0,-2.275050805064874,0.0
2019-09-13,-0.0,-0.023698921344776,-0.6207385245256278,-3.9578773324935037,1.0,-2.2710810172427363,0.0
2019-09-16,-0.0,-0.030023640661938533,-0.612608353033885,-3.9626477541371155,1.0,-2.2749408983451533,0.0
