Date,ALX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2412024212578229,-0.6040833076844158,-0.0,-0.40761259874833283,-0.3119677849594747,0.0
2018-09-25,1.0,-0.24192928023795482,-0.6036052206466832,-0.0,-0.40726685299623067,-0.31136695812713144,0.0
2018-09-26,1.0,-0.24483139430361867,-0.6070318719983563,-0.0,-0.4082492231039885,-0.3081387882990472,0.0
2018-09-27,1.0,-0.2441082638674488,-0.610759493670886,-0.0,-0.408973963157353,-0.30896881753627664,0.0
2018-09-28,1.0,-0.2431493631802393,-0.6117071915605301,-0.0,-0.4089798018782967,-0.30917277756336037,0.0
2018-10-01,1.0,-0.2429391622254834,-0.6129090394171108,-0.0,-0.409052290105816,-0.3096985144563734,0.0
2018-10-02,1.0,-0.25168428689883915,-0.5930762852404644,-0.0,-0.4229892205638474,-0.3234608208955224,0.0
2018-10-03,1.0,-0.25232772259252534,-0.5957413699198588,-0.0,-0.4228026039370283,-0.3227170163653811,0.0
2018-10-04,1.0,-0.2538427641981389,-0.5927577179294434,-0.0,-0.4244796391819383,-0.3210036548381244,0.0
2018-10-05,1.0,-0.24632893752096827,-0.5889958450540659,-0.0,-0.4246303130403365,-0.32073085757051795,0.0
2018-10-08,1.0,-0.24356991907633627,-0.5859491778774291,-0.0,-0.4277099118602134,-0.31995773413741563,0.0
2018-10-09,1.0,-0.23879595208591492,-0.5868442792234614,-0.0,-0.4309427922346138,-0.32499483684427927,0.0
2018-10-10,1.0,-0.24048835888699605,-0.58603066439523,-0.0,-0.4320375819524031,-0.32259563264673996,0.0
2018-10-11,1.0,-0.19274217734679597,-0.5738028591422574,-0.0,-0.4117514745576328,-0.32097870638808357,0.0
2018-10-12,1.0,-0.18975926063948723,-0.5724826712379817,-0.0,-0.407666890263596,-0.3145015030682468,0.0
2018-10-15,1.0,-0.15619066653342661,-0.6145198361147197,-0.0,-0.4067152992904966,-0.32082542220445687,0.0
2018-10-16,1.0,-0.15378850333508207,-0.6183267131329786,-0.0,-0.40595568213045546,-0.3200929326238477,0.0
2018-10-17,1.0,-0.1418240850059032,-0.5949429358520268,-0.0,-0.4009248327430146,-0.32196969696969696,0.0
2018-10-18,1.0,-0.14195040346388507,-0.595601259594568,-0.0,-0.40061011611887426,-0.3219838614445975,0.0
2018-10-19,1.0,-0.12958220531206555,-0.5869612936269848,-0.0,-0.40216092290431943,-0.32028487110070486,0.0
2018-10-22,1.0,-0.1295325416372016,-0.5812870345533907,-0.0,-0.4048135775073764,-0.3228559584481455,0.0
2018-10-23,1.0,-0.1353576314246629,-0.5832519054133282,-0.0,-0.40213992573773694,-0.3220881375806136,0.0
2018-10-24,1.0,-0.13401810330104666,-0.581965013296899,-0.0,-0.40195671798375093,-0.321858150145168,0.0
2018-10-25,1.0,-0.10828959190428902,-0.5485175202156335,-0.0,-0.4094197758547312,-0.29817468198798885,0.0
2018-10-26,1.0,-0.09901871238202299,-0.53973160963957,-0.0,-0.4108761329305136,-0.2923487669500457,0.0
2018-10-29,1.0,-0.09706942558868967,-0.5406816160292122,-0.0,-0.41166143907120456,-0.29130190534151024,0.0
2018-10-30,1.0,-0.09247472856608012,-0.5406682890303257,-0.0,-0.4117839760389367,-0.2950205915387495,0.0
2018-10-31,1.0,-0.09767614971271721,-0.5237618925771709,-0.0,-0.41231477819907414,-0.292446905022215,0.0
2018-11-01,1.0,-0.0655305526786555,-0.5619998116938142,-0.0,-0.4227944637981358,-0.30350249505696264,0.0
2018-11-02,1.0,-0.06935117808090971,-0.5428297339666347,-0.0,-0.4278059851657737,-0.2997730410164019,0.0
2018-11-05,1.0,-0.06841465126070076,-0.5452355335173318,-0.0,-0.42781961921691536,-0.2974926322683258,0.0
2018-11-06,1.0,-0.06973481128104392,-0.5458818577241477,-0.0,-0.42675740143117724,-0.2961507880828773,0.0
2018-11-07,1.0,-0.06950709327599505,-0.5457031341295253,-0.0,-0.4261107345689112,-0.29583752074228153,0.0
2018-11-08,1.0,-0.0600594326043553,-0.5444815898221664,-0.0,-0.4214143102567674,-0.2956075590843664,0.0
2018-11-09,1.0,-0.05897805467732937,-0.5455179468104892,-0.0,-0.4239585270596987,-0.2962618560535615,0.0
2018-11-12,1.0,-0.058566170513206325,-0.5341790319220352,-0.0,-0.4282506539503229,-0.2938725433459108,0.0
2018-11-13,1.0,-0.04022843512763469,-0.5321437581706842,-0.0,-0.43109103002224713,-0.2900162840301828,0.0
2018-11-14,1.0,-0.039707131217149805,-0.5331313548624022,-0.0,-0.43159126902155204,-0.29075718974500214,0.0
2018-11-15,1.0,-0.03903993397826785,-0.53314841135207,-0.0,-0.4320755582045757,-0.28813442758241253,0.0
2018-11-16,1.0,-0.03854781852309665,-0.5304216453783821,-0.0,-0.4310992079842512,-0.28899418578034153,0.0
2018-11-19,1.0,-0.04045051850834421,-0.5299086601194972,-0.0,-0.43012155758533066,-0.2887164343108303,0.0
2018-11-20,1.0,-0.017037053886222505,-0.5251916384232195,-0.0,-0.4328867456724973,-0.29952460023201327,0.0
2018-11-21,1.0,-0.018661852645830982,-0.5214938508405732,-0.0,-0.430599119936816,-0.2858400090262891,0.0
2018-11-23,1.0,-0.019633478349074678,-0.5133782656718436,-0.0,-0.43423573698803053,-0.28688321348871804,0.0
2018-11-26,1.0,-0.018723634640979946,-0.519547023393264,-0.0,-0.43262875318640165,-0.28493762548219,0.0
2018-11-27,1.0,-0.008258495419468386,-0.5300555079200325,-0.0,-0.43379665147344193,-0.28428629450787485,0.0
2018-11-28,1.0,-0.006892966913758815,-0.5380582173205569,-0.0,-0.43159012836738386,-0.28344783945037066,0.0
2018-11-29,1.0,-0.0,-0.5295105458779276,-0.0,-0.4262460257041781,-0.2832833281089069,0.0
2018-11-30,1.0,-0.0,-0.5298410566375644,-0.0,-0.42708753078128503,-0.28168793373628837,0.0
2018-12-03,1.0,-0.0,-0.5301391035548686,-0.0,-0.427637031561499,-0.28221669690656986,0.0
2018-12-04,1.0,-0.0,-0.5310252401161493,-0.0,-0.42316283225374135,-0.2794505249050704,0.0
2018-12-06,1.0,-0.0,-0.4962558230658714,-0.0,-0.42095868344290127,-0.25963254821716225,0.0
2018-12-07,1.0,-0.0,-0.498658523284982,-0.0,-0.4253244628639982,-0.2572581524702803,0.0
2018-12-10,1.0,-0.0,-0.5009730571292652,-0.0,-0.4216364658565065,-0.23973965315919216,0.0
2018-12-11,1.0,-0.0,-0.5009190580195921,-0.0,-0.4216421944943018,-0.2399282053499989,0.0
2018-12-12,1.0,-0.0,-0.5008974719404857,-0.0,-0.4216388053891568,-0.24002508596267383,0.0
2018-12-13,1.0,-0.0,-0.49744920017293554,-0.0,-0.425745784695201,-0.2385214007782101,0.0
2018-12-14,1.0,-0.0,-0.49474867095993436,-0.0,-0.4274538617798332,-0.23881661408134158,0.0
2018-12-17,1.0,-0.0,-0.4920908210481007,-0.0,-0.4145055418056601,-0.24553965350263637,0.0
2018-12-18,1.0,-0.0,-0.4850331409022878,-0.0,-0.40949326491340604,-0.2435963224289074,0.0
2018-12-19,1.0,-0.0,-0.48559565087110995,-0.0,-0.4101065879029151,-0.24461709687085312,0.0
2018-12-20,1.0,-0.0,-0.479682769794909,-0.0,-0.4104165778365241,-0.24182407367927347,0.0
2018-12-21,1.0,-0.0,-0.4791803940740111,-0.0,-0.4097391969732395,-0.23661444938040682,0.0
2018-12-24,1.0,-0.0,-0.4672565624142082,-0.0,-0.40295229446919945,-0.24158976200029567,0.0
2018-12-26,1.0,-0.0,-0.4705833071525814,-0.0,-0.39059587391349876,-0.23328097182951096,0.0
2018-12-27,1.0,-0.0,-0.45061665477525226,-0.0,-0.35584547956375495,-0.23206604831311792,0.0
2018-12-28,1.0,-0.0,-0.4513007517265264,-0.0,-0.3550430867643164,-0.23085541996862716,0.0
2018-12-31,1.0,-0.0,-0.45266139550048906,-0.0,-0.3546829149005543,-0.23049804369090318,0.0
2019-01-02,1.0,-0.0,-0.4520246747694375,-0.0,-0.35308129237158736,-0.2307457399377023,0.0
2019-01-03,1.0,-0.0,-0.45256635003465284,-0.0,-0.36613804068653427,-0.21967874760487585,0.0
2019-01-04,1.0,-0.0,-0.456880287261883,-0.0,-0.34877163086036556,-0.22303369646805835,0.0
2019-01-07,1.0,-0.0,-0.4417332268370607,-0.0,-0.34363019169329073,-0.211461661341853,0.0
2019-01-08,1.0,-0.0,-0.4385982408201528,-0.0,-0.34527394937870237,-0.21068272932165866,0.0
2019-01-09,1.0,-0.0,-0.44165001997602876,-0.0,-0.3460846983619656,-0.20986815821014781,0.0
2019-01-10,1.0,-0.0,-0.44444666920289133,-0.0,-0.34579420539414935,-0.21206175039545083,0.0
2019-01-11,1.0,-0.0,-0.4331207636465728,-0.0,-0.3495969197449164,-0.2226567200096258,0.0
2019-01-14,1.0,-0.0,-0.4336789846658926,-0.0,-0.3499819834247508,-0.21818072626816673,0.0
2019-01-15,1.0,-0.0,-0.43310748506595037,-0.0,-0.3497173555707012,-0.22172553421801708,0.0
2019-01-16,1.0,-0.0,-0.43367776042292444,-0.0,-0.342644879650767,-0.22616043894429091,0.0
2019-01-17,1.0,-0.0,-0.44192296207823234,-0.0,-0.33341295909226637,-0.21528814571513885,0.0
2019-01-18,1.0,-0.0,-0.44234582490436036,-0.0,-0.336331043323252,-0.22426743044845474,0.0
2019-01-22,1.0,-0.0,-0.4904778733262653,-0.0,-0.35469431028389675,-0.11815290375780421,0.0
2019-01-23,1.0,-0.0,-0.46081473915776244,-0.0,-0.3558493086109365,-0.14750942803268385,0.0
2019-01-24,1.0,-0.0,-0.4528216615578086,-0.0,-0.369134638057062,-0.14298907490371768,0.0
2019-01-25,1.0,-0.0,-0.4428336926210865,-0.0,-0.43114530387833,-0.10375175523604216,0.0
2019-01-28,1.0,-0.0,-0.45839628009182054,-0.0,-0.39975279091212307,-0.1038081971394377,0.0
2019-01-29,1.0,-0.0,-0.4634160686978003,-0.0,-0.38748382543230214,-0.10963416068697801,0.0
2019-01-30,1.0,-0.0,-0.461999882382922,-0.0,-0.3870778036970968,-0.1112265500950738,0.0
2019-01-31,1.0,-0.0,-0.47180662885151287,-0.0,-0.400596873332411,-0.10401802478407811,0.0
2019-02-01,1.0,-0.0,-0.47082566629073425,-0.0,-0.40357333649907995,-0.1041926356819216,0.0
