Date,IWF,IWM,MTUM,SPY,URBN,VLUE,VXX
2018-09-24,-0.497048198079126,-1.277865891267953,-0.08824566041060887,-0.7027491408934708,1.0,-0.8398096748612214,0.0
2018-09-25,-0.4973792009866538,-1.277099942738845,-0.0890631194115315,-0.7021539003655904,1.0,-0.8390080606087301,0.0
2018-09-26,-0.49698144802361965,-1.2770898514960562,-0.08729564182787644,-0.7032124443661041,1.0,-0.8420217688273918,0.0
2018-09-27,-0.5194161756829138,-1.2689251919300124,-0.09538475272272809,-0.7223263702910195,1.0,-0.8573915372254955,0.0
2018-09-28,-0.5174076057846813,-1.270353508302089,-0.09618818068202108,-0.7221924656311374,1.0,-0.8573469023388681,0.0
2018-10-01,-0.5222411169784301,-1.2702944598585877,-0.09563232793341091,-0.7271547480533429,1.0,-0.8597511858945673,0.0
2018-10-02,-0.5224643529728276,-1.285221056407497,-0.09227871939736347,-0.7260783786207514,1.0,-0.8578602815890951,0.0
2018-10-03,-0.5219144931433181,-1.2756565384960115,-0.09115353589674643,-0.729273102088375,1.0,-0.8635385856413014,0.0
2018-10-04,-0.5223566308243728,-1.2738799283154123,-0.09189068100358423,-0.7295698924731183,1.0,-0.8625896057347671,0.0
2018-10-05,-0.5116050705231209,-1.2715140153544011,-0.07869130512408498,-0.7325923942153187,1.0,-0.8690858775218712,0.0
2018-10-08,-0.5100683127204536,-1.2695003795151136,-0.07103629950439791,-0.7428226994686787,1.0,-0.871500647408135,0.0
2018-10-09,-0.5126692586137552,-1.2708584707512178,-0.07556866425347455,-0.7412074898333111,1.0,-0.8685704071144479,0.0
2018-10-10,-0.5157151160191353,-1.2694594715428982,-0.07850851701166897,-0.7433272231412348,1.0,-0.8638619394643895,0.0
2018-10-11,-0.4497241888546236,-1.2754202319419712,-0.0,-0.7262302914476827,1.0,-0.8921078921078921,0.0
2018-10-12,-0.4531705227077978,-1.267866323907455,-0.0,-0.6982433590402742,1.0,-0.8652956298200515,0.0
2018-10-15,-0.4335526878044611,-1.2835655072216048,-0.0,-0.6918639432527134,1.0,-0.8641141782753611,0.0
2018-10-16,-0.4352639452874546,-1.2815986321863646,-0.0,-0.6927121179739261,1.0,-0.8648429151528105,0.0
2018-10-17,-0.4021808307522593,-1.2320420891849464,-0.0,-0.7052908481479909,1.0,-0.9033900462471891,0.0
2018-10-18,-0.4013152312261349,-1.2304624522698346,-0.0,-0.7071701315231226,1.0,-0.9037759864234196,0.0
2018-10-19,-0.3837086929067564,-1.220332561565986,-0.0,-0.7036834350663018,1.0,-0.9019153862344769,0.0
2018-10-22,-0.3851533535557803,-1.2237108190091002,-0.0,-0.7031092012133469,1.0,-0.9009942703067071,0.0
2018-10-23,-0.4052307038060812,-1.237890708058686,-0.0,-0.7035509249415267,1.0,-0.9059323835849458,0.0
2018-10-24,-0.4028810606382527,-1.2330769557642458,-0.0,-0.7039901415034208,1.0,-0.9094038159180725,0.0
2018-10-25,-0.3500414593698176,-1.1798507462686567,-0.0,-0.7378524046434494,1.0,-0.8781509121061359,0.0
2018-10-26,-0.32361994664477733,-1.1631438538887748,-0.0,-0.7500513030987072,1.0,-0.8674327929406936,0.0
2018-10-29,-0.28440329218106997,-1.197201646090535,-0.0,-0.741440329218107,1.0,-0.8920987654320988,0.0
2018-10-30,-0.26659528907922914,-1.1990611101960138,-0.0,-0.7438642727721957,1.0,-0.9084170647339812,0.0
2018-10-31,-0.2686487812857844,-1.1813348601341405,-0.0,-0.7382218223458205,1.0,-0.901439555046622,0.0
2018-11-01,-0.2318650190894536,-1.2195081899913789,-0.0,-0.7447350055420994,1.0,-0.9091506219467137,0.0
