Date,IWF,IWM,MTUM,SPY,TECH,VLUE,VXX
2018-09-24,-0.3717612144732337,-0.5491952973404862,-0.1963246204771145,-0.40765894304303163,1.0,-0.32861545485675153,0.0
2018-09-25,-0.3794733675252858,-0.5493252342339762,-0.20457866536775451,-0.4071516575456291,1.0,-0.3247184894415633,0.0
2018-09-26,-0.380413287094093,-0.5505717806884297,-0.2065575649881058,-0.4067524576538362,1.0,-0.3217735232581468,0.0
2018-09-27,-0.38129475794901174,-0.5476940704669149,-0.2073617874534517,-0.40661701518189625,1.0,-0.32154110570037236,0.0
2018-09-28,-0.38308728679948406,-0.5469399455353303,-0.20725240074530601,-0.4071950695141178,1.0,-0.322058191199656,0.0
2018-10-01,-0.38344226579520696,-0.5464396284829722,-0.20722967549592936,-0.40740740740740744,1.0,-0.3220960898979475,0.0
2018-10-02,-0.3834002293577981,-0.5468176605504588,-0.20731077981651377,-0.40731077981651376,1.0,-0.32213302752293577,0.0
2018-10-03,-0.3838120104438642,-0.5501104639485841,-0.20781568301150544,-0.4067081743321952,1.0,-0.3207758299142111,0.0
2018-10-04,-0.38861293749461656,-0.5437709954348388,-0.20824600189497258,-0.41347727468488904,1.0,-0.3170633667346177,0.0
2018-10-05,-0.39757852457595283,-0.5550322189152483,-0.21067992024734883,-0.4131534082700032,1.0,-0.3131736353916838,0.0
2018-10-08,-0.39663530905523164,-0.5532117504472788,-0.20895134760777975,-0.4144110348011773,1.0,-0.31248917873838516,0.0
2018-10-09,-0.400080929533499,-0.5544251112781086,-0.2151858488929996,-0.41222035955835595,1.0,-0.3084282328458292,0.0
2018-10-10,-0.39990749573613155,-0.5549677680455584,-0.2146677073396352,-0.41225103344607283,1.0,-0.3089931489029572,0.0
2018-10-11,-0.37907365913151997,-0.5529682048954817,-0.1860339790679865,-0.4050259522931617,1.0,-0.3132143971409933,0.0
2018-10-12,-0.386756157151282,-0.5482602712797325,-0.18590805695189416,-0.39133365160493133,1.0,-0.29602066893201157,0.0
2018-10-15,-0.387498947013731,-0.5481144525875383,-0.1856906185943335,-0.3914020161177098,1.0,-0.295257349844158,0.0
2018-10-16,-0.3900731158605174,-0.5416760404949381,-0.19139482564679414,-0.392379077615298,1.0,-0.2966254218222722,0.0
2018-10-17,-0.38069824327329327,-0.5182899710918389,-0.1816210807204803,-0.39326217478318876,1.0,-0.30573159884367357,0.0
2018-10-18,-0.38285905218020827,-0.5224981901208442,-0.17967923372500974,-0.3924931781477975,1.0,-0.30689981622765494,0.0
2018-10-19,-0.37511079104808326,-0.5145136272989143,-0.17128296033680476,-0.39934633281630844,1.0,-0.30949479282074005,0.0
2018-10-22,-0.3727833784802703,-0.5350051662989751,-0.1845904660839454,-0.3940908710100812,1.0,-0.3060962327906392,0.0
2018-10-23,-0.3773152034021599,-0.5361759274802753,-0.1925186055620838,-0.38831067091936655,1.0,-0.3035084774215209,0.0
2018-10-24,-0.3820089198058961,-0.5337578188550111,-0.18136938655297186,-0.3955569268744215,1.0,-0.31227735547389973,0.0
2018-10-25,-0.376797085731765,-0.5248463613358917,-0.1805567142181808,-0.39445510414059676,1.0,-0.3041350351769973,0.0
2018-10-26,-0.3746740638002774,-0.522246879334258,-0.17894590846047156,-0.39514563106796113,1.0,-0.3029403606102635,0.0
2018-10-29,-0.3619411243913236,-0.5357459052678176,-0.16663899955732625,-0.3902722443559097,1.0,-0.31214032757857463,0.0
2018-10-30,-0.36521426198649093,-0.5357103310818292,-0.16861366404606357,-0.38990698704462406,1.0,-0.3087697929354446,0.0
2018-10-31,-0.39829848594087963,-0.536928622927181,-0.14987743330930065,-0.44844989185291995,1.0,-0.35033886085075705,0.0
2018-11-01,-0.39064030891591267,-0.5471730735980636,-0.1412598697481413,-0.45037749985591613,1.0,-0.3522275373177339,0.0
2018-11-02,-0.3965635935976135,-0.527508461935632,-0.13725546440250128,-0.4576616373128335,1.0,-0.3494922838620848,0.0
2018-11-05,-0.3928110387561318,-0.5388565363320806,-0.136894345793052,-0.459077999942626,1.0,-0.34103101064287555,0.0
2018-11-06,-0.39500932166929587,-0.5403413165065252,-0.135981643482002,-0.4577943496343037,1.0,-0.33910798795353503,0.0
2018-11-07,-0.3951693869940621,-0.5404320013768968,-0.13571039270244686,-0.45801898970195926,1.0,-0.33923295373052986,0.0
2018-11-08,-0.3918652212465319,-0.5404879723120048,-0.13211864649180516,-0.4563370612968737,1.0,-0.3395211807442579,0.0
2018-11-09,-0.3982405537929045,-0.5491491202768964,-0.12627631958465532,-0.46238823190077877,1.0,-0.3482838188635708,0.0
2018-11-12,-0.3982458662832495,-0.5403882099209202,-0.12612508986340762,-0.4648741912293314,1.0,-0.3459956865564342,0.0
2018-11-13,-0.4006852273054443,-0.5432297814758298,-0.12302421328419656,-0.4667031353467883,1.0,-0.34543517692108366,0.0
2018-11-14,-0.40003458013947324,-0.5448389141836205,-0.12255777764970319,-0.4675811192438476,1.0,-0.34666589821912286,0.0
2018-11-15,-0.4005008058945429,-0.5454754777803361,-0.12140225650472024,-0.4695774810039143,1.0,-0.3412387750402947,0.0
2018-11-16,-0.3988854418016776,-0.5400436631046766,-0.1195564747788119,-0.46920602091232916,1.0,-0.34488107549120994,0.0
