Date,IWF,IWM,MTUM,NIE,SPY,VLUE,VXX
2018-09-24,-0.22960372960372963,-0.31178255706557595,-0.11153626247965871,1.0,-0.29427804899503013,-0.25183621410036505,0.0
2018-09-25,-0.23033460845095194,-0.3110407597942224,-0.11278195488721804,1.0,-0.2935628545046828,-0.25075847513520644,0.0
2018-09-26,-0.2310720175920836,-0.3119956019791094,-0.11434854315557999,1.0,-0.2932380428807037,-0.24835623969213855,0.0
2018-09-27,-0.23111599780098957,-0.3119076415612974,-0.11441451346893898,1.0,-0.2932380428807037,-0.24835623969213855,0.0
2018-09-28,-0.23048842170078948,-0.3124491456468674,-0.11459547423745958,1.0,-0.29318496690343715,-0.2484111450750995,0.0
2018-10-01,-0.23227653016292382,-0.3116468516072215,-0.1141347424042272,1.0,-0.2947380008806693,-0.24889916336415677,0.0
2018-10-02,-0.2332151586550107,-0.303415321603946,-0.11705899191861362,1.0,-0.2969414044436615,-0.25140378305771477,0.0
2018-10-03,-0.23295542102366537,-0.29873417721518986,-0.11632361034672536,1.0,-0.298778205833792,-0.25461750137589434,0.0
2018-10-04,-0.2348358130117088,-0.2955365789242011,-0.11660357425829738,1.0,-0.3012809226164275,-0.2526190685799806,0.0
2018-10-05,-0.23509620670698186,-0.2957009345794393,-0.11564595931830676,1.0,-0.30106652006597034,-0.251478834524464,0.0
2018-10-08,-0.24046685673556664,-0.30751069137562365,-0.11860744832501781,1.0,-0.3031673200285103,-0.25761760513186027,0.0
2018-10-09,-0.24,-0.30757238307349666,-0.11746102449888642,1.0,-0.30374164810690424,-0.2584187082405345,0.0
2018-10-10,-0.24048180968072316,-0.30687536180255603,-0.11807008950438616,1.0,-0.3039364118092354,-0.25711359487019636,0.0
2018-10-11,-0.22740825185250144,-0.3033060025430789,-0.10089007760775201,1.0,-0.30014907703775157,-0.2605559696584382,0.0
2018-10-12,-0.22777098436544677,-0.30140186915887857,-0.09930998340466417,1.0,-0.2979517861821993,-0.25716219757184033,0.0
2018-10-15,-0.21990145205598918,-0.31452492042035496,-0.08816988619020624,1.0,-0.2983473596999956,-0.2593206296603148,0.0
2018-10-16,-0.21797502619629758,-0.32465944813133074,-0.08099022004889976,1.0,-0.29951100244498774,-0.259867272092211,0.0
2018-10-17,-0.21244509833618208,-0.3109110971678314,-0.07559661611025768,1.0,-0.29976849347670875,-0.264869425993639,0.0
2018-10-18,-0.21336248890428455,-0.3126068977462166,-0.07471475892528523,1.0,-0.2991404879949771,-0.2651930113230423,0.0
2018-10-19,-0.20850825636719844,-0.3067450321858382,-0.07033520635535748,1.0,-0.30166419083295654,-0.26566772158711704,0.0
2018-10-22,-0.20904198062432724,-0.3053821313240043,-0.06904198062432723,1.0,-0.30273412271259414,-0.2666523143164693,0.0
2018-10-23,-0.2086787983202326,-0.30571766986109616,-0.06798750942177237,1.0,-0.30382254764724886,-0.2673414450306881,0.0
2018-10-24,-0.2083898615328294,-0.30628593578396535,-0.06798458126063268,1.0,-0.30385253138660984,-0.2669423089346857,0.0
2018-10-25,-0.20864471388882905,-0.30721685008506877,-0.06633213447332716,1.0,-0.3042232894708505,-0.2672237417354037,0.0
2018-10-26,-0.20346459390591207,-0.3035052782595662,-0.05837134108477335,1.0,-0.3104858568339008,-0.26545470118412884,0.0
2018-10-29,-0.20646670099553724,-0.30245880535530384,-0.05872382423618263,1.0,-0.31350841057329215,-0.2643752145554411,0.0
2018-10-30,-0.2107331529442082,-0.3024524331056994,-0.06124640295494567,1.0,-0.31306103165399646,-0.2599965640166645,0.0
2018-10-31,-0.2121523320496363,-0.2951433461703038,-0.06210954214805306,1.0,-0.3120453572956782,-0.2580445014976466,0.0
2018-11-01,-0.21635233604800685,-0.2908058294042006,-0.06615945135019288,1.0,-0.31193741963137595,-0.2579082726103729,0.0
2018-11-02,-0.21622722400857447,-0.29129689174705253,-0.06628081457663451,1.0,-0.31181136120042874,-0.25800643086816716,0.0
2018-11-05,-0.21660270565786932,-0.29041871234697597,-0.0662478828548764,1.0,-0.3118152777480008,-0.25888128979696845,0.0
2018-11-06,-0.2141830275721489,-0.2890247827486321,-0.06748202982512605,1.0,-0.3135071344276365,-0.2614955476880163,0.0
2018-11-07,-0.21503575339818337,-0.28948442096673754,-0.06611694474865254,1.0,-0.3145869569885546,-0.2621056926281432,0.0
2018-11-08,-0.21445736600437712,-0.2894047976655366,-0.06516328369737803,1.0,-0.31448740505514317,-0.26211217439814616,0.0
2018-11-09,-0.21362514751636089,-0.28938955047741655,-0.06572256195687158,1.0,-0.3150520330436648,-0.2619246861924686,0.0
2018-11-12,-0.2136126102972672,-0.28518804077786347,-0.06560010280133642,1.0,-0.3163925297695537,-0.2609440589394329,0.0
2018-11-13,-0.21175365166139917,-0.28410352780387804,-0.0624626291962074,1.0,-0.31724609208166055,-0.2599086016912958,0.0
2018-11-14,-0.21206038735025942,-0.28382908757019926,-0.06250133458606479,1.0,-0.31722576925540774,-0.2596997715188657,0.0
2018-11-15,-0.21202024732491828,-0.2838469917344781,-0.062215672454667775,1.0,-0.31720809038679226,-0.2605027658529292,0.0
2018-11-16,-0.21121112580521306,-0.28096070986732646,-0.06117486455356,1.0,-0.3170513203361631,-0.26259545241243976,0.0
2018-11-19,-0.21153435993686817,-0.27969969713773835,-0.06528601288231028,1.0,-0.31480612549588366,-0.2615279614383825,0.0
2018-11-20,-0.20346154663945057,-0.2780931725882928,-0.05606940103336098,1.0,-0.31891730985945443,-0.26971571941910655,0.0
2018-11-21,-0.20229343050048226,-0.2841281749008681,-0.049448076304790485,1.0,-0.3248955095916836,-0.2826063658771836,0.0
2018-11-23,-0.20231511254019294,-0.28448017148981775,-0.04943193997856377,1.0,-0.3247802786709539,-0.2826152197213291,0.0
2018-11-26,-0.20224165273670225,-0.28618576143328617,-0.04896918263254897,1.0,-0.323968111096824,-0.28172817281728174,0.0
2018-11-27,-0.2019313120931826,-0.286378040424803,-0.04781175059952038,1.0,-0.3237410071942446,-0.2812821171634121,0.0
2018-11-28,-0.2026343970871707,-0.2814949668023131,-0.04900406939387449,1.0,-0.32597986720925254,-0.2826943671021632,0.0
2018-11-29,-0.20172922997902665,-0.2810212729529598,-0.048559688396181994,1.0,-0.32583572315199244,-0.2830115995377306,0.0
2018-11-30,-0.2019557914107804,-0.2810861703721139,-0.048188646138702836,1.0,-0.3261720839663621,-0.28241285601181176,0.0
2018-12-03,-0.2020902938404866,-0.2809903195408207,-0.049708729546817446,1.0,-0.32622290756446504,-0.28268225820268994,0.0
2018-12-04,-0.20299575708224402,-0.28088972699609993,-0.048857840826297516,1.0,-0.3270903870055286,-0.2830754725067501,0.0
