Date,IWF,IWM,MTUM,PHK,SPY,VLUE,VXX
2018-09-24,-0.20921736068315874,-0.46324500396161633,-0.0,1.0,-0.2934237168764856,-0.23501188484901842,0.0
2018-09-25,-0.22417950435365036,-0.4715114981022549,-0.0,1.0,-0.3002455905336012,-0.23668229515516853,0.0
2018-09-26,-0.23539686500465032,-0.48928158246943265,-0.0,1.0,-0.30966585758682486,-0.23412653403806455,0.0
2018-09-27,-0.23388096002936995,-0.5063328897251159,-0.0,1.0,-0.3149694828140058,-0.23934193015465102,0.0
2018-09-28,-0.23848369627837307,-0.5066482313630603,-0.0,1.0,-0.31768636939739603,-0.24159465376195416,0.0
2018-10-01,-0.23831808017704417,-0.5073192097558726,-0.0,1.0,-0.3177113349777542,-0.2419373429539639,0.0
2018-10-02,-0.2394596712846638,-0.5027777137456491,-0.0,1.0,-0.31926419400198247,-0.24365505636107976,0.0
2018-10-03,-0.23966559366387993,-0.4923461707695514,-0.0,1.0,-0.3277830527315254,-0.25601537713346145,0.0
2018-10-04,-0.2412851256886255,-0.4893291977223277,-0.0,1.0,-0.32979954631730013,-0.2542706356187214,0.0
2018-10-05,-0.24714864298682557,-0.4981146129137377,-0.0,1.0,-0.3302686094688329,-0.2520832363484009,0.0
2018-10-08,-0.24761793826441467,-0.49926616191030865,-0.0,1.0,-0.3303203261502621,-0.25246359930110657,0.0
2018-10-09,-0.25064713975886754,-0.5005480282642661,-0.0,1.0,-0.32995965579160935,-0.25085702292390566,0.0
2018-10-10,-0.2546911878110906,-0.5007361016988761,-0.0,1.0,-0.33344238543687055,-0.24796111513565303,0.0
2018-10-11,-0.22510517339397385,-0.49007390562819786,-0.0,1.0,-0.3165662308129619,-0.24227401932916431,0.0
2018-10-12,-0.22470238095238093,-0.4870355339105339,-0.0,1.0,-0.30961399711399706,-0.2333378427128427,0.0
2018-10-15,-0.23472508552139731,-0.48172900478013636,-0.0,1.0,-0.3141297206678598,-0.2348836682449423,0.0
2018-10-16,-0.22765226491934568,-0.4979182308374855,-0.0,1.0,-0.3145177803562897,-0.23504652697199283,0.0
2018-10-17,-0.21540426103904833,-0.4741582095570939,-0.0,1.0,-0.31115442346035804,-0.23957703250666487,0.0
2018-10-18,-0.21571044374719858,-0.4751232631107127,-0.0,1.0,-0.310667861945316,-0.23964589870013447,0.0
2018-10-19,-0.21155303874793777,-0.47206492174610964,-0.0,1.0,-0.3092477816917109,-0.23656753020912294,0.0
2018-10-22,-0.2112698058469092,-0.46429368444543634,-0.0,1.0,-0.31457264003570634,-0.24153090827940193,0.0
2018-10-23,-0.20950912706392297,-0.4650222311593717,-0.0,1.0,-0.3167772638916817,-0.24297875192707286,0.0
2018-10-24,-0.20875075302884938,-0.4632633481336041,-0.0,1.0,-0.3164283004975569,-0.2427541890715991,0.0
2018-10-25,-0.18944859711840537,-0.4348824612718015,-0.0,1.0,-0.3201169970750731,-0.22214277976383923,0.0
2018-10-26,-0.18425471454404546,-0.4294540601050547,-0.0,1.0,-0.32039524670627745,-0.21865581675708257,0.0
2018-10-29,-0.18146867415537274,-0.4300779655920445,-0.0,1.0,-0.31879980240125433,-0.21746601086793102,0.0
2018-10-30,-0.1881038972218038,-0.431126127095483,-0.0,1.0,-0.3195894036884805,-0.21317437431405883,0.0
2018-10-31,-0.1926277731425026,-0.41623344671929485,-0.0,1.0,-0.3197698051045076,-0.21070534625505422,0.0
2018-11-01,-0.2018699623858141,-0.4120365394948952,-0.0,1.0,-0.32262224610424506,-0.21283181085437936,0.0
2018-11-02,-0.20373263703101258,-0.4017079382745115,-0.0,1.0,-0.324444063951373,-0.21038888769984804,0.0
2018-11-05,-0.19834693001288106,-0.4201588664662945,-0.0,1.0,-0.3285744954916273,-0.19976384714469728,0.0
2018-11-06,-0.1961252311529695,-0.41904270416720424,-0.0,1.0,-0.3314411043736292,-0.20365114178815638,0.0
2018-11-07,-0.19621042670337235,-0.4191113214039917,-0.0,1.0,-0.33164143152099107,-0.20378097040605644,0.0
2018-11-08,-0.18852879558766944,-0.4181025268288512,-0.0,1.0,-0.3275043824019839,-0.20364273803924923,0.0
2018-11-09,-0.18863446860368163,-0.41808308212002654,-0.0,1.0,-0.3274966326726958,-0.20377140658071966,0.0
2018-11-12,-0.1884444065557,-0.4121395537179514,-0.0,1.0,-0.32876537158202085,-0.2018925427846806,0.0
2018-11-13,-0.1846852582877032,-0.41128655715437834,-0.0,1.0,-0.32809117534700116,-0.1982681777664587,0.0
