Date,FANH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.5235181644359466,-2.6102294455066923,-0.4844168260038241,-2.113193116634799,-1.828776290630975,0.0
2018-09-25,1.0,-1.523481587757054,-2.6126255380200862,-0.48283118125298896,-2.1150645624103297,-1.8308943089430894,0.0
2018-09-26,1.0,-1.5266583708241601,-2.6168277974538148,-0.4880827031683737,-2.115344117928592,-1.825308701062506,0.0
2018-09-27,1.0,-1.5336202773792444,-2.597513151602104,-0.49363940698230513,-2.1154471544715445,-1.8245815399330465,0.0
2018-09-28,1.0,-1.5373863092388702,-2.5977979894686456,-0.4944949736716132,-2.1176639540449975,-1.826615605552896,0.0
2018-10-01,1.0,-1.565871168024835,-2.6287349631354284,-0.49524641055490876,-2.155219247186651,-1.8562281722933645,0.0
2018-10-02,1.0,-1.592014910731803,-2.5937806552874236,-0.5219737100255052,-2.200804394742005,-1.9012164018049833,0.0
2018-10-03,1.0,-1.5974805629367186,-2.6131286290719413,-0.5236689302234032,-2.205097923432733,-1.9021749827772856,0.0
2018-10-04,1.0,-1.6029888899813194,-2.5984662275095864,-0.5256120342149249,-2.211385311178842,-1.8935207944154953,0.0
2018-10-05,1.0,-1.5700943767204087,-2.588183248132127,-0.4828942194258749,-2.2516712544239086,-1.9381635863153754,0.0
2018-10-08,1.0,-1.565593087195601,-2.580616653574234,-0.4702474469756481,-2.2642380204241945,-1.93872741555381,0.0
2018-10-09,1.0,-1.5631382560879812,-2.581696779261587,-0.463668499607227,-2.267576590730558,-1.9432443047918302,0.0
2018-10-10,1.0,-1.5638861629048086,-2.57909715407262,-0.46437684003925417,-2.2676153091265947,-1.9385672227674189,0.0
2018-10-11,1.0,-1.4227478127103161,-2.631477742524757,-0.2244014998557831,-2.286030189404865,-2.0498029035669645,0.0
2018-10-12,1.0,-1.465018612198148,-2.6339601030829436,-0.20778848907129904,-2.2457764627278802,-1.9921733320607042,0.0
2018-10-15,1.0,-1.4313520698822635,-2.672236992024307,-0.15979870869730348,-2.240125332320547,-1.9914546145081657,0.0
2018-10-16,1.0,-1.4347908745247147,-2.669011406844106,-0.16435361216730038,-2.2431558935361218,-1.9943916349809885,0.0
2018-10-17,1.0,-1.3757525238492174,-2.5406131332777626,-0.10882652588682042,-2.2252477540057423,-2.011484671668056,0.0
2018-10-18,1.0,-1.3762275338150824,-2.542430980174171,-0.10737446729664629,-2.226051510098203,-2.0123216601815823,0.0
2018-10-19,1.0,-1.3445006902899217,-2.5179935572940635,-0.06378278877128395,-2.2519098021168893,-2.0255867464335022,0.0
2018-10-22,1.0,-1.3477101342652198,-2.503494574213721,-0.05352216295751333,-2.25915026669119,-2.032278830237263,0.0
2018-10-23,1.0,-1.3659416936603426,-2.5201295696436836,-0.07366959740860714,-2.257843590930125,-2.0373900971772327,0.0
2018-10-24,1.0,-1.3660722535341403,-2.513258800702208,-0.05756259817056269,-2.2614801810958145,-2.041300933197819,0.0
2018-10-25,1.0,-1.2581901894811405,-2.3607225075261202,-0.015406410483442537,-2.2802372941384803,-1.9397024969010093,0.0
2018-10-26,1.0,-1.2048475371383893,-2.3064025714533924,-0.0,-2.276083745982104,-1.900095560767961,0.0
2018-10-29,1.0,-1.143092533171451,-2.3464573757696643,-0.0,-2.2571329459717284,-1.9255918827508456,0.0
2018-10-30,1.0,-1.144877244729765,-2.3476186345102805,-0.0,-2.2581764552789103,-1.9246985338769844,0.0
2018-10-31,1.0,-1.1780630512618984,-2.3113265217011616,-0.0,-2.296480656711204,-1.946991529124094,0.0
2018-11-01,1.0,-1.149208282582217,-2.323299112580477,-0.0,-2.287454323995128,-1.9402296850530714,0.0
2018-11-02,1.0,-1.161880120741699,-2.2357050452781375,-0.0,-2.3054764984907288,-1.9214316515739542,0.0
2018-11-05,1.0,-1.1518528116092253,-2.273991534939967,-0.0,-2.311825170596873,-1.9001468428781205,0.0
2018-11-06,1.0,-1.1649520186738136,-2.2867640701997063,-0.0,-2.305092072274574,-1.8884758364312269,0.0
2018-11-07,1.0,-1.1620478287144953,-2.2854182854182854,-0.0,-2.3000949667616335,-1.8857808857808858,0.0
2018-11-08,1.0,-1.0882253138785205,-2.2639972853749577,-0.0,-2.2563624024431626,-1.8747030878859856,0.0
2018-11-09,1.0,-1.0870526226302815,-2.2697441128963702,-0.0,-2.2651534472498516,-1.879197483635127,0.0
2018-11-12,1.0,-1.0794640599983145,-2.2259206202072974,-0.0,-2.2613971517654,-1.8600320215724278,0.0
2018-11-13,1.0,-1.0122042341220423,-2.2000830220008303,-0.0,-2.254794520547945,-1.8352013283520132,0.0
2018-11-14,1.0,-1.0151162790697674,-2.1992524916943523,-0.0,-2.2561461794019935,-1.8351328903654487,0.0
2018-11-15,1.0,-1.0213822712349523,-2.2315851502651736,-0.0,-2.2853775570334203,-1.8798720431012712,0.0
2018-11-16,1.0,-1.0098360655737706,-2.2078184110971,-0.0,-2.287515762925599,-1.9016393442622952,0.0
2018-11-19,1.0,-1.0253164556962024,-2.2140084388185652,-0.0,-2.2909704641350213,-1.908607594936709,0.0
2018-11-20,1.0,-0.910857908847185,-2.1909349865951744,-0.0,-2.3073056300268098,-1.969001340482574,0.0
2018-11-21,1.0,-0.95099281791297,-2.223236163920575,-0.0,-2.3569919729615547,-1.9183776932826362,0.0
2018-11-23,1.0,-0.9537399897767933,-2.2622252513204977,-0.0,-2.36914295450673,-1.9342307036973931,0.0
2018-11-26,1.0,-0.9517364657814097,-2.2681307456588353,-0.0,-2.3636363636363633,-1.9285835886959481,0.0
2018-11-27,1.0,-0.9245623069001031,-2.32389289392379,-0.0,-2.3870580157912804,-1.9467902506007553,0.0
2018-11-28,1.0,-0.9266220391349125,-2.3190010298661177,-0.0,-2.388602814967388,-1.9480775832475112,0.0
2018-11-29,1.0,-0.8368722615436469,-2.271402089652848,-0.0,-2.3670374115267947,-1.9507077856420627,0.0
2018-11-30,1.0,-0.8355106888361045,-2.2889379029521546,-0.0,-2.3837801153715645,-1.9749745503902272,0.0
2018-12-03,1.0,-0.8302126577988647,-2.288485978141151,-0.0,-2.381513174616623,-1.972295179191731,0.0
2018-12-04,1.0,-0.8081591368846933,-2.2913014160485505,-0.0,-2.367329737019555,-1.9620701281186783,0.0
2018-12-06,1.0,-0.7727090193558751,-2.0877841137258053,-0.0,-2.323508151955666,-1.8475624447835515,0.0
2018-12-07,1.0,-0.7829581993569132,-2.0885852090032153,-0.0,-2.3256430868167204,-1.8413987138263666,0.0
2018-12-10,1.0,-0.7099224560848235,-2.0905997784459567,-0.0,-2.320382971989239,-1.7917391992403862,0.0
2018-12-11,1.0,-0.7254513778904023,-2.087108013937282,-0.0,-2.3262591067469116,-1.780091859360152,0.0
2018-12-12,1.0,-0.7241324671209,-2.088654729836793,-0.0,-2.3266518776739025,-1.7833148470923785,0.0
2018-12-13,1.0,-0.7230963864948209,-2.0773305922353127,-0.0,-2.3298806040958326,-1.7766268680319444,0.0
2018-12-14,1.0,-0.7269352290679305,-2.066745655608215,-0.0,-2.330568720379147,-1.7746445497630334,0.0
2018-12-17,1.0,-0.6872989723072095,-2.0594649721503098,-0.0,-2.2991292068722053,-1.799089981956539,0.0
2018-12-18,1.0,-0.6533839832545159,-2.022404837584309,-0.0,-2.282657570354291,-1.7940925653151407,0.0
2018-12-19,1.0,-0.6774898532625663,-2.0319231970028095,-0.0,-2.2905869497346236,-1.805104589447393,0.0
