Date,IWF,IWM,MTUM,POTX,SPY,VLUE,VXX
2020-06-25,-0.452079621551883,-0.6614855317318916,-0.3613688026049026,1.0,-0.5968851754008724,-0.0,0.0
2020-06-26,-0.4542884361267324,-0.6576933714391076,-0.3612673242985772,1.0,-0.5997971789434867,-0.0,0.0
2020-06-29,-0.45060876498911273,-0.6569141595362958,-0.36154813383629275,1.0,-0.5977550832643297,-0.0,0.0
2020-06-30,-0.4541803354079161,-0.6481282766655425,-0.3656375509703529,1.0,-0.5979397246834472,-0.0,0.0
2020-07-01,-0.45270228820317776,-0.6485184957978039,-0.3575854242071039,1.0,-0.608490276670143,-0.0,0.0
2020-07-02,-0.45318731210503715,-0.6479231854715014,-0.3580587766120621,1.0,-0.6085035891772502,-0.0,0.0
2020-07-06,-0.4536196319018405,-0.6479447852760736,-0.35763803680981593,1.0,-0.6082515337423312,-0.0,0.0
2020-07-07,-0.4508259523736553,-0.6506175488062766,-0.35560391063164665,1.0,-0.6076802844095743,-0.0,0.0
2020-07-08,-0.45064338235294116,-0.6486213235294117,-0.3573223039215686,1.0,-0.6071078431372549,-0.0,0.0
2020-07-09,-0.4481026614805059,-0.6491991056935469,-0.3567425193715353,1.0,-0.6086490459710269,-0.0,0.0
2020-07-10,-0.4484089308137576,-0.6487090747603442,-0.35704878870478696,1.0,-0.6085265382377262,-0.0,0.0
2020-07-13,-0.4453060348790879,-0.6513317191283293,-0.35740337757072366,1.0,-0.6108744291537683,-0.0,0.0
2020-07-14,-0.43441117031049054,-0.6534692877702247,-0.34855165656194503,1.0,-0.6256353726498868,-0.0,0.0
2020-07-15,-0.4384702532226951,-0.6500505220613001,-0.34740806515814937,1.0,-0.6260142686548884,-0.0,0.0
2020-07-16,-0.4346267009930121,-0.6615483633688856,-0.34418291038371945,1.0,-0.6245249478975113,-0.0,0.0
2020-07-17,-0.4345347554247885,-0.6614870663234032,-0.3443055044746843,1.0,-0.6245249478975113,-0.0,0.0
2020-07-20,-0.4347186465612357,-0.6613951207551796,-0.3443055044746843,1.0,-0.6244636508520288,-0.0,0.0
2020-07-21,-0.42102684995254575,-0.6725652879404831,-0.33597648715672174,1.0,-0.6319688944677464,-0.0,0.0
2020-07-22,-0.42052412441831993,-0.673095762919422,-0.33569066862601027,1.0,-0.6321638501102131,-0.0,0.0
2020-07-23,-0.4200244947948561,-0.6745560318432333,-0.3364053888548683,1.0,-0.6308634415186772,-0.0,0.0
2020-07-24,-0.4145968432644072,-0.6790958032546189,-0.3338737305762878,1.0,-0.6312859415147437,-0.0,0.0
2020-07-27,-0.41698015108419734,-0.6763005780346821,-0.3309172095299263,1.0,-0.634186622625929,-0.0,0.0
2020-07-28,-0.41681957186544344,-0.6762385321100917,-0.33070336391437305,1.0,-0.6343425076452599,-0.0,0.0
2020-07-29,-0.41649490878887624,-0.6734549481650106,-0.33414341526440455,1.0,-0.652167225520657,-0.0,0.0
2020-07-30,-0.4240643365295392,-0.6577791524899474,-0.3437983297247139,1.0,-0.6674605629446335,-0.0,0.0
2020-07-31,-0.4232244493937144,-0.6580054441969809,-0.34375773323434794,1.0,-0.6683061123484285,-0.0,0.0
2020-08-03,-0.4157723828668625,-0.6643575073449822,-0.3469305705891449,1.0,-0.665532704499768,-0.0,0.0
2020-08-04,-0.4157904502721425,-0.6641823354774864,-0.34698169223156855,1.0,-0.6656048985650669,-0.0,0.0
2020-08-05,-0.41519363526607433,-0.6656657276413955,-0.34823391016314276,1.0,-0.6665944339535028,-0.0,0.0
2020-08-06,-0.4165634291377602,-0.6592851833498513,-0.35251486620416256,1.0,-0.6687933597621407,-0.0,0.0
2020-08-07,-0.41154920832039743,-0.665166097485253,-0.36038497361067995,1.0,-0.667494566904688,-0.0,0.0
2020-08-10,-0.42334380931636434,-0.6542614431963159,-0.3666801506052214,1.0,-0.6673927248965368,-0.0,0.0
2020-08-11,-0.4184271203340188,-0.6617747865644669,-0.36041004549136907,1.0,-0.6752352464635135,-0.0,0.0
2020-08-12,-0.4178323312252718,-0.6620767002087292,-0.3595127574067728,1.0,-0.6759400604380199,-0.0,0.0
2020-08-13,-0.4144421629021218,-0.6699956443282933,-0.34817372907721983,1.0,-0.6785825399788439,-0.0,0.0
2020-08-14,-0.4190241774675972,-0.6685879860418743,-0.3524738285144566,1.0,-0.6755670488534397,-0.0,0.0
2020-08-17,-0.4191618632185699,-0.6685776600716622,-0.3525471257205172,1.0,-0.6754634678298801,-0.0,0.0
2020-08-18,-0.4197669346295258,-0.6691281859537608,-0.3441764815853431,1.0,-0.6827755966847385,-0.0,0.0
2020-08-19,-0.4196423007415716,-0.6693774537296691,-0.34420764005733157,1.0,-0.6826509627967845,-0.0,0.0
2020-08-20,-0.41915384136083245,-0.6699482833821423,-0.3438843541653686,1.0,-0.6824412735996013,-0.0,0.0
2020-08-21,-0.41580209988472444,-0.673801289840172,-0.34096644546219274,1.0,-0.6850172913356389,-0.0,0.0
2020-08-24,-0.4150308468872687,-0.6765439022870318,-0.34046862341870754,1.0,-0.6838038262603602,-0.0,0.0
2020-08-25,-0.4154771551455464,-0.6750296079286917,-0.3468179268216668,1.0,-0.6793305491491617,-0.0,0.0
2020-08-26,-0.41582769691113675,-0.6748433749961039,-0.34703737181685,1.0,-0.6791758875416888,-0.0,0.0
2020-08-27,-0.4093188401283209,-0.6817204970878624,-0.3443797302768866,1.0,-0.6791353910362226,-0.0,0.0
2020-08-28,-0.4096742041985922,-0.6815859963869682,-0.34451504391702487,1.0,-0.6789073693390643,-0.0,0.0
2020-08-31,-0.40976248363568357,-0.6825010909544292,-0.34446106851193814,1.0,-0.6803191820958794,-0.0,0.0
2020-09-01,-0.4122385263815173,-0.6768966593818296,-0.3571963783952545,1.0,-0.6757414923509211,-0.0,0.0
2020-09-02,-0.4060046911649726,-0.675996872556685,-0.3607505863956216,1.0,-0.6847224394057858,-0.0,0.0
2020-09-03,-0.40624023010066906,-0.6769836803601577,-0.3624398174201213,1.0,-0.680672794347527,-0.0,0.0
2020-09-04,-0.37628738056830874,-0.6918972577242835,-0.3371075815858047,1.0,-0.6968296314679241,-0.0,0.0
2020-09-08,-0.374015503875969,-0.6928062015503875,-0.33649612403100776,1.0,-0.6974263565891473,-0.0,0.0
2020-09-09,-0.38155887023946683,-0.6878211316289352,-0.3465574689378133,1.0,-0.6980662037181203,-0.0,0.0
2020-09-10,-0.3764490163781583,-0.6916430991080585,-0.33884451626938494,1.0,-0.7008732945893029,-0.0,0.0
2020-09-11,-0.37122105655223786,-0.6953566329381091,-0.33838227078030914,1.0,-0.6989260661741883,-0.0,0.0
2020-09-14,-0.37401696699486037,-0.6929840857019011,-0.3372035420149855,1.0,-0.6919933122793981,-0.0,0.0
2020-09-15,-0.37690119945591694,-0.6855137875602819,-0.3320143440089032,1.0,-0.6969518981080748,-0.0,0.0
2020-09-16,-0.3796293431515114,-0.6753503913864052,-0.3315182079762383,1.0,-0.7010612295411652,-0.006404504811113517,0.0
2020-09-17,-0.36959876543209874,-0.6810185185185186,-0.32552469135802464,1.0,-0.696574074074074,-0.013734567901234567,0.0
2020-09-18,-0.3688289233999197,-0.6789342060576121,-0.32773472475223064,1.0,-0.6969958936676032,-0.014974219642471209,0.0
2020-09-21,-0.3667458285784782,-0.6811214261481048,-0.32813126484285843,1.0,-0.6933349782561762,-0.01492767479875397,0.0
2020-09-22,-0.3677010961865061,-0.6792033348772579,-0.331758530183727,1.0,-0.6916473676084607,-0.017538984097576038,0.0
2020-09-23,-0.3707021716968892,-0.6764387878038985,-0.33184022736399865,1.0,-0.6925952241203547,-0.017608353155602236,0.0
2020-09-24,-0.36193185293937724,-0.6711934911604576,-0.3162659815256622,1.0,-0.6834587386064721,-0.02581513427540221,0.0
2020-09-25,-0.36048967100229534,-0.6747666411629687,-0.3154705432287682,1.0,-0.6811629686304514,-0.02852333588370314,0.0
2020-09-28,-0.3574703508986429,-0.6729734686391979,-0.3107348086563149,1.0,-0.6812263112849982,-0.03420344785426091,0.0
2020-09-29,-0.3523574711594071,-0.6676711411438834,-0.3171399872157794,1.0,-0.6780202721212675,-0.028673180531458314,0.0
2020-09-30,-0.3521821169882525,-0.6696086189055938,-0.31797431371355533,1.0,-0.6769127761884474,-0.0266906080710938,0.0
2020-10-01,-0.35132673507802537,-0.6624870969700649,-0.3158054526686502,1.0,-0.6742364442285506,-0.032181674661485214,0.0
2020-10-02,-0.34811624097555055,-0.6591336528544561,-0.31456652308439,1.0,-0.6750288175696172,-0.03658314627191652,0.0
2020-10-05,-0.3450053054418675,-0.6616037592845233,-0.31147491283916934,1.0,-0.6753675913293922,-0.038199181446111875,0.0
2020-10-06,-0.34357389565533536,-0.6611222202023873,-0.30924680361146456,1.0,-0.6752711628188813,-0.04053808398473004,0.0
2020-10-07,-0.34014510278113663,-0.6629383313180169,-0.30994558645707376,1.0,-0.6688331318016929,-0.04114268440145103,0.0
2020-10-08,-0.33915724563206573,-0.6640469137295205,-0.3075992987122907,1.0,-0.6701831811861435,-0.04180521129315035,0.0
2020-10-09,-0.3358081271005194,-0.6628169874732661,-0.3091659028414299,1.0,-0.6876871371830126,-0.05979223953559426,0.0
2020-10-12,-0.3380070869990225,-0.6632759042033236,-0.3069403714565005,1.0,-0.6855449657869014,-0.06097262952101662,0.0
2020-10-13,-0.33171743040946366,-0.6658129821031129,-0.30811914997408457,1.0,-0.6833744931247904,-0.059818896917588946,0.0
2020-10-14,-0.33156466319031497,-0.6652334339645657,-0.3079925593876742,1.0,-0.6854511633580338,-0.05918946116549264,0.0
2020-10-15,-0.3322860106155817,-0.6658532121286072,-0.30840095174180954,1.0,-0.6852846074065035,-0.05859923128546154,0.0
2020-10-16,-0.33716311189879605,-0.6614618346269021,-0.3113732200696694,1.0,-0.6881684287722301,-0.05747723522581434,0.0
2020-10-19,-0.33612341530471973,-0.6602107835649916,-0.3079272949442493,1.0,-0.6887123873529862,-0.06189094241637392,0.0
2020-10-20,-0.335417049702764,-0.6602316602316602,-0.31105595391309676,1.0,-0.6863394006251149,-0.07124471410185695,0.0
2020-10-21,-0.3348244377719223,-0.6592009314296219,-0.31215147987009007,1.0,-0.6861020895888228,-0.07160365218457013,0.0
2020-10-22,-0.33436475598174076,-0.6595998897092614,-0.31163260929505837,1.0,-0.6848442143316688,-0.07319015961520788,0.0
2020-10-23,-0.33470758894487707,-0.6587570621468927,-0.30587876011604825,1.0,-0.683066116964422,-0.07146129180027484,0.0
2020-10-26,-0.3334859165674876,-0.6569928896212884,-0.30653971741585034,1.0,-0.6803991577405475,-0.07424700173944887,0.0
2020-10-27,-0.331363830176037,-0.6580374002558323,-0.30444051897423396,1.0,-0.6815496132058232,-0.0702320765060608,0.0
2020-10-28,-0.3300814490639436,-0.6566678823243375,-0.312241672744955,1.0,-0.6790663749088257,-0.06111718939946511,0.0
2020-10-29,-0.31853013938333435,-0.6596271043263139,-0.30332468472817237,1.0,-0.6749834067459121,-0.06048995353888855,0.0
