Date,EQIX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.41090004522840345,-0.6393680945919752,-0.0,-0.6191122310525297,-0.5612198746527105,0.0
2018-09-25,1.0,-0.4082865214144234,-0.646329187907913,-0.0,-0.6243789979543461,-0.5680748124817352,0.0
2018-09-26,1.0,-0.40734243014944765,-0.6459714100064977,-0.0,-0.6249512670565301,-0.5705977907732294,0.0
2018-09-27,1.0,-0.4070281516156296,-0.6476171900396593,-0.0,-0.6251869189259476,-0.5708991613029062,0.0
2018-09-28,1.0,-0.4117167633826694,-0.6477798787246527,-0.0,-0.6276651235574102,-0.5729282128186738,0.0
2018-10-01,1.0,-0.4114941778922992,-0.6491079291562021,-0.0,-0.6276786587951336,-0.5734042206203726,0.0
2018-10-02,1.0,-0.4118990149390045,-0.6484441255137321,-0.0,-0.6277969861047688,-0.5736512492660969,0.0
2018-10-03,1.0,-0.4111165444172779,-0.6412061939690301,-0.0,-0.6298940505297473,-0.577799511002445,0.0
2018-10-04,1.0,-0.41969454164895187,-0.6346273342708572,-0.0,-0.6419858063250156,-0.5741243418255553,0.0
2018-10-05,1.0,-0.4058390834526754,-0.6250488217679989,-0.0,-0.6451633901835698,-0.5787006900143211,0.0
2018-10-08,1.0,-0.4042573935651609,-0.622814429639259,-0.0,-0.6452063698407541,-0.577608059798505,0.0
2018-10-09,1.0,-0.40109872249130446,-0.6227286025420147,-0.0,-0.6466534473230828,-0.580177485940903,0.0
2018-10-10,1.0,-0.40113747156321095,-0.622391940201495,-0.0,-0.646766330841729,-0.5796230094247644,0.0
2018-10-11,1.0,-0.33673308779551103,-0.6036452922844462,-0.0,-0.6228161299461705,-0.5847262882865867,0.0
2018-10-12,1.0,-0.3349867415379816,-0.5962252378724069,-0.0,-0.6141007643113399,-0.5743253782561223,0.0
2018-10-15,1.0,-0.30834163967106903,-0.6215113381510092,-0.0,-0.6095502118116123,-0.5755046100174434,0.0
2018-10-16,1.0,-0.3045889280039877,-0.6278077198666625,-0.0,-0.608492476401134,-0.5744415713885168,0.0
2018-10-17,1.0,-0.29291004640585144,-0.603829251052583,-0.0,-0.6020467746396632,-0.574449122591352,0.0
2018-10-18,1.0,-0.29205607476635514,-0.6021581406787997,-0.0,-0.6048635022134776,-0.5751967535661583,0.0
2018-10-19,1.0,-0.27508169685123535,-0.5893168005375194,-0.0,-0.611428396909263,-0.5782610023516477,0.0
2018-10-22,1.0,-0.2749213332111325,-0.5803928756911985,-0.0,-0.6166559740934225,-0.5830507438975957,0.0
2018-10-23,1.0,-0.2748686300867652,-0.5804106073567151,-0.0,-0.6167359159232555,-0.5830991079066357,0.0
2018-10-24,1.0,-0.27322104235322836,-0.576254119370194,-0.0,-0.6172647381911387,-0.5846454290247772,0.0
2018-10-25,1.0,-0.23477248298101042,-0.5364266093395438,-0.0,-0.6509614236235519,-0.5635972769616625,0.0
2018-10-26,1.0,-0.2119421598028445,-0.5288755604382553,-0.0,-0.6687847026336887,-0.5596365687817335,0.0
2018-10-29,1.0,-0.2368412994886555,-0.5446584402461803,-0.0,-0.7067270890106861,-0.5736856609204201,0.0
2018-10-30,1.0,-0.24050128692241698,-0.5451954896433386,-0.0,-0.707102586101238,-0.5713016301017282,0.0
2018-10-31,1.0,-0.24818608621425522,-0.5222547405645998,-0.0,-0.7092860191451741,-0.5688677519663435,0.0
2018-11-01,1.0,-0.23646324760310453,-0.530573733069548,-0.0,-0.7081722721047025,-0.568497945518186,0.0
2018-11-02,1.0,-0.23813276750530463,-0.5192785692634131,-0.0,-0.7087299181570171,-0.5650803273719308,0.0
2018-11-05,1.0,-0.23120912547528516,-0.5446692015209126,-0.0,-0.714555133079848,-0.551361216730038,0.0
2018-11-06,1.0,-0.23040871602909402,-0.5441127240634225,-0.0,-0.7156638972579811,-0.5531209105572293,0.0
2018-11-07,1.0,-0.22965328467153284,-0.5444951338199514,-0.0,-0.7143248175182482,-0.5528588807785888,0.0
2018-11-08,1.0,-0.20706796818510484,-0.5434442034225115,-0.0,-0.7058628585201253,-0.5563991323210412,0.0
2018-11-09,1.0,-0.21053269866294758,-0.5497377436861414,-0.0,-0.7092744747294061,-0.5623503016705576,0.0
2018-11-12,1.0,-0.20980498701925981,-0.5380063998067982,-0.0,-0.7118275674696614,-0.5591378373483065,0.0
2018-11-13,1.0,-0.17884199134199136,-0.5386904761904762,-0.0,-0.7264309764309764,-0.5622895622895624,0.0
2018-11-14,1.0,-0.17833724357817485,-0.5396438669313601,-0.0,-0.726884437225531,-0.5630150995608495,0.0
2018-11-15,1.0,-0.17777176689808552,-0.541640369068013,-0.0,-0.73206503771827,-0.5539626724371112,0.0
2018-11-16,1.0,-0.17418020502367962,-0.5327618248306456,-0.0,-0.7308914333673041,-0.5595887536718421,0.0
2018-11-19,1.0,-0.17278507588027114,-0.5337712194829344,-0.0,-0.7322596125007499,-0.5603743026813028,0.0
2018-11-20,1.0,-0.14533861692935673,-0.5257873253284867,-0.0,-0.7355123201144117,-0.5728331793939755,0.0
2018-11-21,1.0,-0.1478396975871947,-0.51847257907327,-0.0,-0.7327013378222733,-0.5542364371991376,0.0
2018-11-23,1.0,-0.1478569317174106,-0.5215784806384866,-0.0,-0.7320721253325451,-0.5544782737215489,0.0
2018-11-26,1.0,-0.14759765971278294,-0.5226050469830388,-0.0,-0.7311624608474676,-0.5535724838957509,0.0
2018-11-27,1.0,-0.13957316714680465,-0.5245458286789346,-0.0,-0.726909283320595,-0.5486213181256981,0.0
2018-11-28,1.0,-0.13998882911485436,-0.5242672781256431,-0.0,-0.7267836669900345,-0.5486962401152365,0.0
2018-11-29,1.0,-0.11262937550878009,-0.513984184207466,-0.0,-0.725433189905803,-0.5552389812768928,0.0
2018-11-30,1.0,-0.11263552597157224,-0.5141412086155277,-0.0,-0.7264192076272418,-0.5535563758974508,0.0
2018-12-03,1.0,-0.1113337980713373,-0.5142326013709771,-0.0,-0.7260079005460672,-0.553038224700825,0.0
2018-12-04,1.0,-0.1081449275362319,-0.5144347826086957,-0.0,-0.724376811594203,-0.5516521739130434,0.0
2018-12-06,1.0,-0.1028242854726873,-0.45986244996899484,-0.0,-0.7279440780201816,-0.5280173628727662,0.0
2018-12-07,1.0,-0.11307300509337861,-0.4620260328239955,-0.0,-0.7316921335597056,-0.522863610639502,0.0
2018-12-10,1.0,-0.0951127293096205,-0.46206413667553564,-0.0,-0.7328665453017785,-0.5106847780422911,0.0
2018-12-11,1.0,-0.0981320189318621,-0.46108606155655757,-0.0,-0.7333015935250792,-0.5080516425350772,0.0
2018-12-12,1.0,-0.09983468295553252,-0.4611504945501415,-0.0,-0.7342598559780324,-0.5067387710499034,0.0
2018-12-13,1.0,-0.09911474675033617,-0.45702599731062304,-0.0,-0.7403070372030479,-0.504986553115195,0.0
2018-12-14,1.0,-0.10368876564994538,-0.4445844886984287,-0.0,-0.7474722012155841,-0.5051116152704255,0.0
2018-12-17,1.0,-0.09118295166104153,-0.44336280717413745,-0.0,-0.7384452316532314,-0.516359376307495,0.0
2018-12-18,1.0,-0.09146016333174306,-0.45020065669463705,-0.0,-0.7457974349619735,-0.5189010187186036,0.0
2018-12-19,1.0,-0.09476491228070175,-0.4495157894736842,-0.0,-0.744280701754386,-0.5184280701754386,0.0
2018-12-20,1.0,-0.09371422188712966,-0.43863617324285836,-0.0,-0.7466979419731369,-0.5133897405825026,0.0
2018-12-21,1.0,-0.0911878676368097,-0.4377352178640127,-0.0,-0.7482924925427226,-0.5105795768169273,0.0
