Date,ATVI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5988121500084846,-0.5870694043780756,-0.3856439843882572,-0.5250296962497879,-0.2973018835907008,0.0
2018-09-25,1.0,-0.6004953518355161,-0.5854312275225623,-0.388444052385153,-0.5235122480830562,-0.2949379113795209,0.0
2018-09-26,1.0,-0.6002850259577212,-0.5852532998540938,-0.3877370974856638,-0.5238369922975127,-0.2960198160903939,0.0
2018-09-27,1.0,-0.6060101867572156,-0.5751103565365026,-0.39103565365025467,-0.5259083191850594,-0.2975212224108659,0.0
2018-09-28,1.0,-0.6089957163255593,-0.5742843543890663,-0.39066430951247705,-0.5271299381247024,-0.2987012987012987,0.0
2018-10-01,1.0,-0.6087858284315392,-0.5745129373363708,-0.390772160076162,-0.5270817041243072,-0.2989017714460576,0.0
2018-10-02,1.0,-0.6087917318283811,-0.5718025430067315,-0.39175222683076083,-0.5275379071190589,-0.2998232134357789,0.0
2018-10-03,1.0,-0.6082996295415152,-0.5642184685450158,-0.39054481188186113,-0.53053733473813,-0.3051014512456242,0.0
2018-10-04,1.0,-0.6118190777177422,-0.5582968022564312,-0.39096747884595784,-0.5354946137900568,-0.30166173921908457,0.0
2018-10-05,1.0,-0.615010707365988,-0.5600802202658146,-0.39046194636119513,-0.5356402325028042,-0.2979367075699378,0.0
2018-10-08,1.0,-0.614066053426564,-0.5577203760904247,-0.388513628186416,-0.5371168663657038,-0.29690098774651236,0.0
2018-10-09,1.0,-0.6197705688123363,-0.5603022772917589,-0.39813459509139804,-0.5345338189740274,-0.29131633590904454,0.0
2018-10-10,1.0,-0.6204655278023549,-0.5593820186483359,-0.39893146396243107,-0.5347104063159327,-0.28949159463690194,0.0
2018-10-11,1.0,-0.6017240803234322,-0.5528417254168198,-0.37131210531591435,-0.5265461592435431,-0.28878345417488055,0.0
2018-10-12,1.0,-0.6210951734190213,-0.5484480074204128,-0.37320700963991116,-0.5077019909232451,-0.2622320866598204,0.0
2018-10-15,1.0,-0.6393535677318108,-0.5325720391331932,-0.39019666766836963,-0.51414070586664,-0.2627800594343718,0.0
2018-10-16,1.0,-0.6441035603041163,-0.5226245101651205,-0.39977224771410386,-0.5166962521351777,-0.2660682586998024,0.0
2018-10-17,1.0,-0.6370844668568775,-0.5031185720920974,-0.39396854886868815,-0.5145643951960719,-0.26889390219627096,0.0
2018-10-18,1.0,-0.6374796774942765,-0.5036995255317032,-0.3936427884136833,-0.5142838183085039,-0.2688874879723946,0.0
2018-10-19,1.0,-0.6612589227774173,-0.5456812049591857,-0.3922606646401858,-0.5315072236073637,-0.2847433313979303,0.0
2018-10-22,1.0,-0.6587747550195299,-0.5576646337285,-0.4014253409168779,-0.5266908791886521,-0.28177893510587265,0.0
2018-10-23,1.0,-0.6592442876228974,-0.557329313829605,-0.40276112500428213,-0.5254016648967148,-0.2809427563290055,0.0
2018-10-24,1.0,-0.6605846912227852,-0.5556962891962207,-0.4005887991236478,-0.525845542927564,-0.28053539641243325,0.0
2018-10-25,1.0,-0.6362269446672013,-0.5161053194333066,-0.39705292702485967,-0.5395616145415665,-0.2524391873830527,0.0
2018-10-26,1.0,-0.6327570700509644,-0.512674461210486,-0.394290663202425,-0.5403217747576696,-0.25099097298557677,0.0
2018-10-29,1.0,-0.6252364674255749,-0.5184029736815904,-0.387242374962663,-0.5352294978593475,-0.25272974677242704,0.0
2018-10-30,1.0,-0.6511394101876675,-0.5259383378016086,-0.3987265415549598,-0.5401474530831099,-0.23525469168900803,0.0
2018-10-31,1.0,-0.6516211061665607,-0.5223006658413356,-0.3993040452370596,-0.5390638070063907,-0.23364673603908054,0.0
2018-11-01,1.0,-0.6476075835088775,-0.5271341157588525,-0.3950580131741733,-0.5396395492694018,-0.23422610091282978,0.0
2018-11-02,1.0,-0.6571656899307406,-0.49956712839637724,-0.3879861481086841,-0.5529102290889718,-0.23211907298881193,0.0
2018-11-05,1.0,-0.654927936624172,-0.5054754851379689,-0.38797723263322575,-0.5532070698665247,-0.22697466964018242,0.0
2018-11-06,1.0,-0.702346644709757,-0.5704679566351036,-0.3534719363249622,-0.5741731851241938,-0.23030739673390968,0.0
2018-11-07,1.0,-0.69945486337299,-0.5701649124010012,-0.3581444783488189,-0.571502039976686,-0.22926595124627147,0.0
2018-11-08,1.0,-0.6815314854590706,-0.5790801541031673,-0.335856261293512,-0.5706931233166275,-0.24220108417715047,0.0
2018-11-09,1.0,-0.6876523291339123,-0.5875527788266794,-0.33009508770725343,-0.5763276234938726,-0.25117572345611205,0.0
2018-11-12,1.0,-0.7064531601667712,-0.717964800944545,-0.29978231192118954,-0.6331033464930081,-0.3323248348891267,0.0
2018-11-13,1.0,-0.696181191819981,-0.717364216081507,-0.28318551638202744,-0.6404749688484938,-0.3276771970974126,0.0
2018-11-14,1.0,-0.6950529256101147,-0.7227653631284916,-0.2814245810055866,-0.6441120258747427,-0.33203469567774185,0.0
2018-11-15,1.0,-0.6956330113490286,-0.7228853711389429,-0.2806405406398061,-0.6447643882910347,-0.32886472986373816,0.0
2018-11-16,1.0,-0.6962295383483539,-0.7260621666360125,-0.28158911164244993,-0.6458340996873276,-0.32878425602354244,0.0
2018-11-19,1.0,-0.7015308018131827,-0.7303262242698968,-0.3038195734561938,-0.6450917737980233,-0.33477000817418445,0.0
2018-11-20,1.0,-0.6843273642148883,-0.7278007991712298,-0.2817448571851413,-0.6543584430960484,-0.3516353411277194,0.0
2018-11-21,1.0,-0.6944965258630198,-0.7224734384765267,-0.2911657659644867,-0.6538362560199994,-0.31432667916620716,0.0
2018-11-23,1.0,-0.6956184996680682,-0.7355609648152247,-0.2866415873718374,-0.6536475621450174,-0.31666297853507414,0.0
