Date,CYD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-02,1.0,-0.2337919293240694,-1.3553121980398473,-0.0,-0.9967330787282014,-1.0154603598214698,0.0
2018-11-05,1.0,-0.22859640244743984,-1.3701522749229422,-0.0,-0.9978377881032341,-1.0038643787091135,0.0
2018-11-06,1.0,-0.23344370860927152,-1.3732064017660046,-0.0,-0.9940213392200148,-0.998252391464312,0.0
2018-11-07,1.0,-0.23213711344943255,-1.373431971695079,-0.0,-0.9918669301107385,-0.9975187244405643,0.0
2018-11-08,1.0,-0.18794906775807182,-1.3763528876762163,-0.0,-0.9768985902683037,-1.0063665302410185,0.0
2018-11-09,1.0,-0.19471826142771997,-1.3876025858511758,-0.0,-0.9851909586905689,-1.0173765531154004,0.0
2018-11-12,1.0,-0.19310344827586207,-1.3768440283169674,-0.0,-0.9843799954327471,-1.0129253254167618,0.0
2018-11-13,1.0,-0.13957873436350257,-1.4014900662251657,-0.0,-1.0227649006622517,-1.0351361295069905,0.0
2018-11-14,1.0,-0.13904358632116723,-1.403184977217287,-0.0,-1.0238413034473237,-1.0364983660882774,0.0
2018-11-15,1.0,-0.13695861847241997,-1.4037110182335921,-0.0,-1.0260414274560234,-1.0261332843429936,0.0
2018-11-16,1.0,-0.1313404138436184,-1.388802417139718,-0.0,-1.0238509430507232,-1.0339223585423916,0.0
2018-11-19,1.0,-0.1243102888672509,-1.4105346130662586,-0.0,-1.0491027959382389,-1.0527657996012427,0.0
2018-11-20,1.0,-0.0716977663388179,-1.398703924993106,-0.0,-1.0508318779299568,-1.0747770934828569,0.0
2018-11-21,1.0,-0.06963293560433555,-1.389561890882594,-0.0,-1.0418981692321705,-1.0530558338646507,0.0
2018-11-23,1.0,-0.0704494740197641,-1.388815519832415,-0.0,-1.0417596429709912,-1.0529167994899584,0.0
2018-11-26,1.0,-0.07015387416917054,-1.3893744878448513,-0.0,-1.0408813621050717,-1.0520804880269508,0.0
2018-11-27,1.0,-0.05441129871893531,-1.3950024897016886,-0.0,-1.0331809334117967,-1.0441808881444932,0.0
2018-11-28,1.0,-0.056599501924383074,-1.3891328956305184,-0.0,-1.0361331220285261,-1.0460493547656782,0.0
2018-11-29,1.0,-0.0,-1.384872582685704,-0.0,-1.0544460509669258,-1.0790258449304175,0.0
2018-11-30,1.0,-0.0,-1.3950628529786846,-0.0,-1.06312625250501,-1.096329021679723,0.0
2018-12-03,1.0,-0.007567618068855981,-1.4280842714999764,-0.0,-1.103844536833746,-1.1318727519035827,0.0
2018-12-04,1.0,-0.0,-1.4351554126473742,-0.0,-1.096183419544247,-1.128710564331982,0.0
2018-12-06,1.0,-0.0,-1.340428453721505,-0.0,-1.1327931886844274,-1.1042753822210016,0.0
2018-12-07,1.0,-0.0,-1.3407810997664942,-0.0,-1.1327320177647544,-1.105031820887322,0.0
2018-12-10,1.0,-0.0,-1.3330174203447966,-0.0,-1.1115172849535158,-1.0685079880855672,0.0
2018-12-11,1.0,-0.0,-1.3451991271140207,-0.0,-1.1077014002545917,-1.0933806146572105,0.0
2018-12-12,1.0,-0.0,-1.345337152730414,-0.0,-1.108898285818215,-1.0926658482244351,0.0
2018-12-13,1.0,-0.0,-1.3429648811957657,-0.0,-1.1089909590659217,-1.0912271137158693,0.0
2018-12-14,1.0,-0.0,-1.3403424315364003,-0.0,-1.1100867432671784,-1.0911485535219583,0.0
2018-12-17,1.0,-0.0,-1.3321894613265906,-0.0,-1.0826748543820832,-1.1004199214340544,0.0
2018-12-18,1.0,-0.0,-1.316095813745243,-0.0,-1.0678755316767405,-1.0933064696664427,0.0
2018-12-19,1.0,-0.0,-1.3161241212555412,-0.0,-1.0679711637487126,-1.0936282631084047,0.0
2018-12-20,1.0,-0.0,-1.2934661744429126,-0.0,-1.0715207045323134,-1.0828181292532135,0.0
2018-12-21,1.0,-0.0,-1.3152830610874915,-0.0,-1.1014544640859252,-1.0584918326247483,0.0
2018-12-24,1.0,-0.0,-1.2746613368865203,-0.0,-1.082611592271819,-1.0842105263157895,0.0
2018-12-26,1.0,-0.0,-1.2877404057258277,-0.0,-1.042724159128831,-1.0605075963818391,0.0
2018-12-27,1.0,-0.0,-1.21210225614079,-0.0,-0.9262688185495642,-1.0319446182075984,0.0
2018-12-28,1.0,-0.0,-1.2187330580924975,-0.0,-0.9238917386046123,-1.0276908962008424,0.0
2018-12-31,1.0,-0.0,-1.2155298442003257,-0.0,-0.9288667975439622,-1.032538323378305,0.0
2019-01-02,1.0,-0.0,-1.2144586359462393,-0.0,-0.9247015610651974,-1.0348109191084398,0.0
2019-01-03,1.0,-0.0,-1.214527238572323,-0.0,-0.9243999165101231,-1.0355666875391358,0.0
2019-01-04,1.0,-0.0,-1.2237826159215557,-0.0,-0.8878593983712814,-1.0432524513877346,0.0
2019-01-07,1.0,-0.0,-1.1789448091417456,-0.0,-0.8648188670070508,-1.0084285598508793,0.0
2019-01-08,1.0,-0.0,-1.1659191013052088,-0.0,-0.8704085343678022,-1.0046066189841194,0.0
2019-01-09,1.0,-0.0,-1.1713221601489758,-0.0,-0.8727633390008906,-1.0041697028580683,0.0
2019-01-10,1.0,-0.0,-1.1673626596391649,-0.0,-0.88270829110075,-1.004297587674843,0.0
2019-01-11,1.0,-0.0,-1.159284116331096,-0.0,-0.8898108602806589,-1.0184258694325807,0.0
2019-01-14,1.0,-0.0,-1.1592174197773413,-0.0,-0.893664047151277,-1.0401113294040603,0.0
2019-01-15,1.0,-0.0,-1.1501828491597157,-0.0,-0.898919340921231,-1.0598676911698237,0.0
2019-01-16,1.0,-0.0,-1.1389991407177054,-0.0,-0.8884978927124678,-1.06436433569295,0.0
2019-01-17,1.0,-0.0,-1.1377843233513336,-0.0,-0.8887252495499918,-1.064473899525446,0.0
2019-01-18,1.0,-0.0,-1.1368039239932402,-0.0,-0.9007048349202423,-1.0843740983471415,0.0
2019-01-22,1.0,-0.0,-1.2096924510717613,-0.0,-0.8936711005676523,-1.1328899432347708,0.0
2019-01-23,1.0,-0.0,-1.167134115247323,-0.0,-0.901155872853986,-1.181242563318035,0.0
2019-01-24,1.0,-0.0,-1.16484311805526,-0.0,-0.9106390225211802,-1.181829792668909,0.0
2019-01-25,1.0,-0.0,-1.1449975833736104,-0.0,-0.9374752845028341,-1.3113932949602356,0.0
2019-01-28,1.0,-0.0,-1.1304730860717116,-0.0,-0.9641000792881684,-1.3103250814906175,0.0
2019-01-29,1.0,-0.0,-1.1290236646983085,-0.0,-0.9631487812458376,-1.3477334280513251,0.0
2019-01-30,1.0,-0.0,-1.1247170564999336,-0.0,-0.9578802538724425,-1.3557321024366429,0.0
2019-01-31,1.0,-0.0,-1.149389164305949,-0.0,-0.9008055949008498,-1.376150849858357,0.0
2019-02-01,1.0,-0.0,-1.1484749068983862,-0.0,-0.9114647987231778,-1.373514807589998,0.0
2019-02-04,1.0,-0.0,-1.1573098125689083,-0.0,-0.8978169790518192,-1.3550165380374863,0.0
2019-02-05,1.0,-0.0,-1.128395274639993,-0.0,-0.8228852289385186,-1.3601793567301887,0.0
2019-02-06,1.0,-0.0,-1.1260043196544276,-0.0,-0.8179697624190064,-1.375680345572354,0.0
2019-02-07,1.0,-0.0,-1.1158946099535043,-0.0,-0.8162992939555709,-1.372955054244877,0.0
2019-02-08,1.0,-0.0,-1.1098653737933424,-0.0,-0.8296177654646985,-1.3893337950738065,0.0
2019-02-11,1.0,-0.0,-1.087908751843178,-0.0,-0.8398386677075201,-1.4091421632405239,0.0
2019-02-12,1.0,-0.0,-1.0911819724191936,-0.0,-0.8535259059468396,-1.405577065297777,0.0
2019-02-13,1.0,-0.0,-1.0892470323195562,-0.0,-0.8508361493804697,-1.392297027987176,0.0
2019-02-14,1.0,-0.0,-1.0530731113622533,-0.0,-0.8931583065287316,-1.4005042162914023,0.0
2019-02-15,1.0,-0.0,-1.0815501043841336,-0.0,-0.8794363256784968,-1.3883524704244954,0.0
2019-02-19,1.0,-0.0,-1.062369701181376,-0.0,-0.8956306462821404,-1.3852936066712995,0.0
2019-02-20,1.0,-0.0,-1.0689895167253904,-0.0,-0.8911653399451911,-1.3897516203401625,0.0
2019-02-21,1.0,-0.0,-1.087844295768529,-0.0,-0.8831783821357199,-1.3734034234077679,0.0
2019-02-22,1.0,-0.0,-1.098462870751245,-0.0,-0.8675903875297684,-1.3638882875081186,0.0
2019-02-25,1.0,-0.0,-1.0987966515521452,-0.0,-0.8882978723404256,-1.372863620509243,0.0
2019-02-26,1.0,-0.0,-1.1015977770059049,-0.0,-0.8687912469607503,-1.3713529003126086,0.0
2019-02-27,1.0,-0.0,-1.0716737422093758,-0.0,-0.9901544575919067,-1.454430494083642,0.0
2019-02-28,1.0,-0.0,-1.0801575088259256,-0.0,-0.9995473884312484,-1.4464107902597991,0.0
2019-03-01,1.0,-0.0,-1.085430795139047,-0.0,-1.0344545082153749,-1.4315233717172637,0.0
2019-03-04,1.0,-0.0,-1.0772760312556786,-0.0,-1.0357986552789387,-1.4299018717063419,0.0
2019-03-05,1.0,-0.0,-1.0537487473808873,-0.0,-1.0722419604627857,-1.4290334335428623,0.0
2019-03-06,1.0,-0.0,-1.052494873547505,-0.0,-1.0687628161312372,-1.4355889724310775,0.0
2019-03-07,1.0,-0.0,-1.0335530802455104,-0.0,-1.082791543532621,-1.43009774948852,0.0
2019-03-08,1.0,-0.0,-1.0211754936335116,-0.0,-1.1370178999815463,-1.4552039121609153,0.0
2019-03-11,1.0,-0.0,-1.0240626748740906,-0.0,-1.152583473232606,-1.4866163029285582,0.0
2019-03-12,1.0,-0.0,-0.917959776850593,-0.0,-1.1794571281233883,-1.5906427265482161,0.0
2019-03-13,1.0,-0.0,-0.9546547101784227,-0.0,-1.135712304705556,-1.5319866876213368,0.0
2019-03-14,1.0,-0.0,-0.9672221965744887,-0.0,-1.1187849129772403,-1.530631088130742,0.0
2019-03-15,1.0,-0.0,-0.959139186494133,-0.0,-1.127266824358796,-1.5515977923101898,0.0
2019-03-18,1.0,-0.0,-0.9924079107695193,-0.0,-1.1371731183803544,-1.5568469397319338,0.0
2019-03-19,1.0,-0.0,-1.006428436377387,-0.0,-1.1301758366420873,-1.5901399130270373,0.0
2019-03-20,1.0,-0.0,-1.020079749359157,-0.0,-1.1292604196335327,-1.597645495110605,0.0
2019-03-21,1.0,-0.0,-1.0198424000759518,-0.0,-1.164150764264692,-1.5629924997626508,0.0
2019-03-22,1.0,-0.0,-1.0094249354128793,-0.0,-1.2304085733422638,-1.544397665295187,0.0
2019-03-25,1.0,-0.0,-0.9156864590194786,-0.0,-1.2563282205702455,-1.532934976945516,0.0
2019-03-26,1.0,-0.0,-0.9082564444021687,-0.0,-1.2695710073242652,-1.5781889089698469,0.0
2019-03-27,1.0,-0.0,-0.9039703647416414,-0.0,-1.2697093465045592,-1.5755604103343466,0.0
2019-03-28,1.0,-0.0,-0.9033883001473173,-0.0,-1.2705412726322292,-1.5781970251390012,0.0
2019-03-29,1.0,-0.0,-0.9042800817063322,-0.0,-1.2671132012730986,-1.578974870552468,0.0
2019-04-01,1.0,-0.0,-0.912335659025108,-0.0,-1.2578195453035268,-1.5761545398452703,0.0
2019-04-02,1.0,-0.0,-0.928503832686666,-0.0,-1.2749124633292326,-1.5282956373615975,0.0
2019-04-03,1.0,-0.0,-0.9241724040365934,-0.0,-1.2714326134112988,-1.5200414976893333,0.0
2019-04-04,1.0,-0.0,-0.9258087367178276,-0.0,-1.2679102715466353,-1.5288311688311689,0.0
2019-04-05,1.0,-0.0,-0.9185698684772803,-0.0,-1.2744409097383789,-1.5551018470158111,0.0
2019-04-08,1.0,-0.0,-0.9089014164574353,-0.0,-1.2710218390260077,-1.557345208205031,0.0
2019-04-09,1.0,-0.0,-0.9012404353405256,-0.0,-1.291858751960458,-1.5594791122094955,0.0
2019-04-10,1.0,-0.0,-0.8970210335966499,-0.0,-1.2880936518511468,-1.5736175882744836,0.0
2019-04-11,1.0,-0.0,-0.8767885154727385,-0.0,-1.3263773351713648,-1.5503636450064173,0.0
2019-04-12,1.0,-0.0,-0.8741381769768437,-0.0,-1.3274689743711663,-1.5532309447957777,0.0
2019-04-15,1.0,-0.0,-0.879545021892252,-0.0,-1.3136303064915287,-1.5659623072529982,0.0
2019-04-16,1.0,-0.0,-0.8767620776986668,-0.0,-1.33344483203517,-1.5683088832608592,0.0
2019-04-17,1.0,-0.0,-0.8679236207974604,-0.0,-1.333702082631908,-1.608147756240681,0.0
2019-04-18,1.0,-0.0,-0.8463617062343177,-0.0,-1.3417293958695231,-1.6372804477900018,0.0
2019-04-22,1.0,-0.0,-0.852546397247662,-0.0,-1.350293162765906,-1.642825992150022,0.0
2019-04-23,1.0,-0.0,-0.8611811481768812,-0.0,-1.3473138091543833,-1.6402734678044995,0.0
2019-04-24,1.0,-0.0,-0.8387159250472087,-0.0,-1.3477460901563938,-1.6554979906066916,0.0
2019-04-25,1.0,-0.0,-0.8399360712901977,-0.0,-1.3489926385122046,-1.6542037969779155,0.0
2019-04-26,1.0,-0.0,-0.8382381697301526,-0.0,-1.343517794290184,-1.7067852952678921,0.0
2019-04-29,1.0,-0.0,-0.8350525543876802,-0.0,-1.343387924712784,-1.7102908824248348,0.0
2019-04-30,1.0,-0.0,-0.8305714425380065,-0.0,-1.3422789265288166,-1.7154519235469523,0.0
2019-05-01,1.0,-0.0,-0.8470443953887662,-0.0,-1.3572725042923717,-1.7012018641157713,0.0
2019-05-02,1.0,-0.0,-0.8604991940604698,-0.0,-1.3084061935231768,-1.7155766131001806,0.0
2019-05-03,1.0,-0.0,-0.859430691860749,-0.0,-1.308676334163371,-1.7144670670377424,0.0
2019-05-06,1.0,-0.0,-0.8101488167845816,-0.0,-1.3291534520614783,-1.7399365698950964,0.0
2019-05-07,1.0,-0.0,-0.8097325734327049,-0.0,-1.3183788786594575,-1.7430464221345412,0.0
2019-05-08,1.0,-0.0,-0.8068099492876116,-0.0,-1.2988650084520648,-1.7240763100700314,0.0
2019-05-09,1.0,-0.0,-0.8096525096525097,-0.0,-1.3003861003861006,-1.7162644787644787,0.0
2019-05-10,1.0,-0.0,-0.8149143432986228,-0.0,-1.2764528048370845,-1.7073276068909258,0.0
2019-05-13,1.0,-0.0,-0.7952144759805273,-0.0,-1.143887204923303,-1.6535776614310647,0.0
2019-05-14,1.0,-0.0,-0.6725200656290187,-0.0,-1.126158485211299,-1.6357146024566538,0.0
2019-05-15,1.0,-0.0,-0.6670526925303996,-0.0,-1.166228675782816,-1.6208186717740858,0.0
2019-05-16,1.0,-0.0,-0.6738812258837096,-0.0,-1.1517275025502285,-1.6096154699073049,0.0
2019-05-17,1.0,-0.0,-0.6565136311162418,-0.0,-1.1287185862712015,-1.6548707930023976,0.0
2019-05-20,1.0,-0.0,-0.6344541523254787,-0.0,-1.1229370752802048,-1.6552819698173153,0.0
2019-05-21,1.0,-0.0,-0.621672394043528,-0.0,-1.2325315005727377,-1.7276975945017183,0.0
2019-05-22,1.0,-0.0,-0.5906550833528997,-0.0,-1.346701103545433,-1.7585818267198872,0.0
2019-05-23,1.0,-0.0,-0.5975884395233181,-0.0,-1.3776391104438397,-1.716524350192362,0.0
2019-05-24,1.0,-0.0,-0.5891987194358094,-0.0,-1.3533150837470422,-1.6972115250777156,0.0
2019-05-28,1.0,-0.0,-0.5829544400111348,-0.0,-1.3567319291082862,-1.6998236986174258,0.0
2019-05-29,1.0,-0.0,-0.6315716272600834,-0.0,-1.3735744089012516,-1.6309689383402874,0.0
2019-05-30,1.0,-0.0,-0.6317939197029473,-0.0,-1.3773961475980507,-1.6322580645161289,0.0
2019-05-31,1.0,-0.0,-0.6394491584365002,-0.0,-1.3771502758844532,-1.6201140631520379,0.0
2019-06-03,1.0,-0.0,-0.6528213166144201,-0.0,-1.3920339295592845,-1.5651392218329336,0.0
2019-06-04,1.0,-0.0,-0.6145067786552243,-0.0,-1.393344593052449,-1.5568996211256676,0.0
2019-06-05,1.0,-0.0,-0.5794915028619604,-0.0,-1.3751608466078005,-1.4824954519235038,0.0
2019-06-06,1.0,-0.0,-0.5968570163789287,-0.0,-1.3518813634351483,-1.478043382027446,0.0
2019-06-07,1.0,-0.0,-0.5949642524090767,-0.0,-1.3632044051689682,-1.4825258670456058,0.0
2019-06-10,1.0,-0.0,-0.6000355444972676,-0.0,-1.3446483316301596,-1.4983782823121696,0.0
2019-06-11,1.0,-0.0,-0.6046708939894615,-0.0,-1.3657229615075466,-1.495132624810217,0.0
2019-06-12,1.0,-0.0,-0.6010816609305859,-0.0,-1.36664729808251,-1.5019443078710946,0.0
2019-06-13,1.0,-0.0,-0.6340339892665474,-0.0,-1.3617620751341681,-1.4764758497316637,0.0
2019-06-14,1.0,-0.0,-0.6181296512149197,-0.0,-1.404778983233211,-1.4602349143728144,0.0
2019-06-17,1.0,-0.0,-0.6179304192685102,-0.0,-1.3772970561998215,-1.4651204281891168,0.0
2019-06-18,1.0,-0.0,-0.6224016415380498,-0.0,-1.3758140779730574,-1.4624855027210277,0.0
2019-06-19,1.0,-0.0,-0.603165429244654,-0.0,-1.3803405503934556,-1.462321611167919,0.0
2019-06-20,1.0,-0.0,-0.6215490291048391,-0.0,-1.3352560433270222,-1.4463475848707674,0.0
2019-06-21,1.0,-0.0,-0.6382772163629142,-0.0,-1.3189179647853138,-1.455716870394069,0.0
2019-06-24,1.0,-0.0,-0.6233261148185796,-0.0,-1.3087461881822602,-1.4874265258319708,0.0
2019-06-25,1.0,-0.0,-0.5640348915231492,-0.0,-1.3884589577275777,-1.5207336166405725,0.0
2019-06-26,1.0,-0.0,-0.5497459213693501,-0.0,-1.351207987875546,-1.5566105019167336,0.0
2019-06-27,1.0,-0.0,-0.5352846832397755,-0.0,-1.3572128664349996,-1.5626392230241468,0.0
2019-06-28,1.0,-0.0,-0.5002452182442374,-0.0,-1.3909670515850014,-1.5673012617593296,0.0
2019-07-01,1.0,-0.0,-0.5042050639706541,-0.0,-1.378500492081954,-1.590722018430706,0.0
2019-07-02,1.0,-0.0,-0.5098459477561956,-0.0,-1.368296494753293,-1.5871399866041525,0.0
2019-07-03,1.0,-0.0,-0.4832911849710983,-0.0,-1.4342937138728324,-1.5982658959537572,0.0
2019-07-05,1.0,-0.0,-0.4852231196137707,-0.0,-1.4253485538961332,-1.6014528719036234,0.0
2019-07-08,1.0,-0.0,-0.4868510081645541,-0.0,-1.4236095448599395,-1.60034282105643,0.0
2019-07-09,1.0,-0.0,-0.47834893770255676,-0.0,-1.4175369103348936,-1.6054195174648902,0.0
2019-07-10,1.0,-0.0,-0.45943145470108576,-0.0,-1.4314547010857324,-1.6142271478127677,0.0
2019-07-11,1.0,-0.0,-0.46835557158312296,-0.0,-1.4189956725567976,-1.6204020915975477,0.0
2019-07-12,1.0,-0.0,-0.47909431239005906,-0.0,-1.4266835054801317,-1.6046186459789817,0.0
2019-07-15,1.0,-0.0,-0.5052812133249075,-0.0,-1.4430351178116818,-1.565586350094791,0.0
2019-07-16,1.0,-0.0,-0.4910247670983867,-0.0,-1.476346284935242,-1.577050670302204,0.0
2019-07-17,1.0,-0.0,-0.4845449601160261,-0.0,-1.4696337926033356,-1.5780456852791878,0.0
2019-07-18,1.0,-0.0,-0.49166026307462823,-0.0,-1.464584369208516,-1.5639831849206707,0.0
2019-07-19,1.0,-0.0,-0.4940314704286489,-0.0,-1.4653644420329173,-1.562217399168023,0.0
2019-07-22,1.0,-0.0,-0.48506922450456974,-0.0,-1.4675142521038822,-1.5718939462492083,0.0
2019-07-23,1.0,-0.0,-0.48866464545907057,-0.0,-1.4675777184487986,-1.5688492691977014,0.0
2019-07-24,1.0,-0.0,-0.4913676218024044,-0.0,-1.4698996655518395,-1.5583024496067972,0.0
2019-07-25,1.0,-0.0,-0.45737697496491464,-0.0,-1.527909819367106,-1.5418534112001447,0.0
2019-07-26,1.0,-0.0,-0.45231422889170136,-0.0,-1.5284758633158562,-1.5391430121135419,0.0
2019-07-29,1.0,-0.0,-0.4353434666907221,-0.0,-1.5163952911460918,-1.558702809976997,0.0
2019-07-30,1.0,-0.0,-0.432472691161867,-0.0,-1.5175137672655052,-1.563871084228582,0.0
2019-07-31,1.0,-0.0,-0.44459496071525334,-0.0,-1.509753454348415,-1.5611397092025647,0.0
2019-08-01,1.0,-0.0,-0.4562593245625932,-0.0,-1.505899905058999,-1.5588408155884081,0.0
2019-08-02,1.0,-0.0,-0.4399529752215591,-0.0,-1.5176342919153554,-1.564026044492675,0.0
2019-08-05,1.0,-0.0,-0.43931831467242227,-0.0,-1.5119384864427357,-1.545348262062143,0.0
2019-08-06,1.0,-0.0,-0.4402024327443843,-0.0,-1.4477936606587942,-1.5513184764272396,0.0
2019-08-07,1.0,-0.0,-0.4362003362534289,-0.0,-1.4346075568533758,-1.5535350853906733,0.0
2019-08-08,1.0,-0.0,-0.4351029829545454,-0.0,-1.447265625,-1.5565518465909092,0.0
2019-08-09,1.0,-0.0,-0.4080804516584333,-0.0,-1.418225123500353,-1.5844654199011996,0.0
2019-08-12,1.0,-0.0,-0.40096937651465075,-0.0,-1.4411103767349636,-1.564177131526768,0.0
2019-08-13,1.0,-0.0,-0.38902095439337914,-0.0,-1.443475964078183,-1.5696425427011798,0.0
2019-08-14,1.0,-0.0,-0.4029191976576498,-0.0,-1.415504960013984,-1.551632216055587,0.0
2019-08-15,1.0,-0.0,-0.4554293581139218,-0.0,-1.4104284976768198,-1.4363276544484598,0.0
2019-08-16,1.0,-0.0,-0.46783524738796306,-0.0,-1.3981089715913997,-1.4514290648475952,0.0
2019-08-19,1.0,-0.0,-0.4292961864224601,-0.0,-1.4262865987359732,-1.4438281955372114,0.0
2019-08-20,1.0,-0.0,-0.4302032085561497,-0.0,-1.4171122994652405,-1.43075935828877,0.0
2019-08-21,1.0,-0.0,-0.42612355967515625,-0.0,-1.3902801989880522,-1.4354776988817552,0.0
2019-08-22,1.0,-0.0,-0.4294147625923724,-0.0,-1.3853308417565615,-1.432260256519154,0.0
2019-08-23,1.0,-0.0,-0.42914790587035934,-0.0,-1.3862458584657207,-1.4323761787443718,0.0
2019-08-26,1.0,-0.0,-0.4086476078858147,-0.0,-1.3692603909421956,-1.4077686157967435,0.0
2019-08-27,1.0,-0.0,-0.40326759150927627,-0.0,-1.3600200568276783,-1.4151763329433393,0.0
2019-08-28,1.0,-0.0,-0.38051839464882947,-0.0,-1.3912207357859532,-1.4088628762541806,0.0
2019-08-29,1.0,-0.0,-0.3500959853100743,-0.0,-1.4154077289040983,-1.407770636841666,0.0
2019-08-30,1.0,-0.0,-0.3374360680277766,-0.0,-1.424092477857707,-1.3966069275229738,0.0
2019-09-03,1.0,-0.0,-0.3548884077281812,-0.0,-1.4360842771485673,-1.3729180546302464,0.0
2019-09-04,1.0,-0.0,-0.3490754622688656,-0.0,-1.4389471930701316,-1.3765617191404298,0.0
2019-09-05,1.0,-0.0,-0.33587912314742185,-0.0,-1.4188993931387524,-1.373529290343888,0.0
2019-09-06,1.0,-0.0,-0.3278175681238166,-0.0,-1.4450893224664527,-1.3433769655058863,0.0
2019-09-09,1.0,-0.0,-0.33203317457710624,-0.0,-1.4412465101001808,-1.3324848086713745,0.0
2019-09-10,1.0,-0.0,-0.32452071103083047,-0.0,-1.4787963381091178,-1.3019417874296972,0.0
2019-09-11,1.0,-0.0,-0.32414132709590054,-0.0,-1.4855759366408143,-1.2938569494029302,0.0
2019-09-12,1.0,-0.0,-0.30829472303087463,-0.0,-1.4952642584771825,-1.296650129156587,0.0
2019-09-13,1.0,-0.0,-0.3078405642581809,-0.0,-1.496309357828262,-1.2965636020667597,0.0
2019-09-16,1.0,-0.0,-0.31189578895625103,-0.0,-1.4901278059970506,-1.2943224643617892,0.0
2019-09-17,1.0,-0.0,-0.3093206432556613,-0.0,-1.500164095831966,-1.2929110600590745,0.0
2019-09-18,1.0,-0.0,-0.3224218557715974,-0.0,-1.4898268931003364,-1.289769464271064,0.0
2019-09-19,1.0,-0.0,-0.30802709915828375,-0.0,-1.51742968589612,-1.280476288236502,0.0
2019-09-20,1.0,-0.0,-0.310490030136647,-0.0,-1.537877224125831,-1.2798992692895181,0.0
2019-09-23,1.0,-0.0,-0.29730830313149004,-0.0,-1.5165940465040517,-1.2582563016655128,0.0
