Date,IWF,IWM,MTUM,SFIX,SPY,VLUE,VXX
2018-11-02,-1.9884259259259256,-3.735430283224401,-0.5738017429193899,1.0,-3.284722222222222,-3.034313725490196,0.0
2018-11-05,-1.9786539768864715,-3.751189666893269,-0.5717199184228415,1.0,-3.2800815771583953,-3.0145479265805575,0.0
2018-11-06,-1.9854619565217393,-3.755163043478261,-0.5684782608695652,1.0,-3.273233695652174,-3.0046195652173915,0.0
2018-11-07,-1.98109615123079,-3.760369917040664,-0.5803073575411397,1.0,-3.271861825105399,-3.006391948864409,0.0
2018-11-08,-1.8990223650729878,-3.754787732690505,-0.49296906388107675,1.0,-3.2347663050756665,-3.010847730012053,0.0
2018-11-09,-1.901193189435581,-3.7604236492827456,-0.49028019841801845,1.0,-3.2393082182598203,-3.0154176163024533,0.0
2018-11-12,-1.8860860329261815,-3.692511949017525,-0.47902283590015937,1.0,-3.2326075411577273,-2.986457780138078,0.0
2018-11-13,-1.814776138885263,-3.6624461558543273,-0.400339381281817,1.0,-3.2189009267719624,-2.9565330896749775,0.0
2018-11-14,-1.8196549921589127,-3.664532148457919,-0.4012023000522739,1.0,-3.22360167276529,-2.9594877156299004,0.0
2018-11-15,-1.8255007199895272,-3.68045555701008,-0.39403063228171226,1.0,-3.243880089016887,-2.946720774970546,0.0
2018-11-16,-1.8121417404898386,-3.646300156331423,-0.3798853569567483,1.0,-3.234887962480459,-2.9544033350703494,0.0
2018-11-19,-1.8131839499739448,-3.6438249088066703,-0.38705054715997916,1.0,-3.2315007816571133,-2.9521886399166237,0.0
2018-11-20,-1.718227104355601,-3.592285093881722,-0.290330821305403,1.0,-3.2097330438114704,-2.96244731127858,0.0
2018-11-21,-1.7136197555751542,-3.550459871487968,-0.2958296585611692,1.0,-3.175759102935618,-2.863550459871488,0.0
2018-11-23,-1.7077579713783582,-3.51795129299523,-0.3004017072558373,1.0,-3.1723575194576954,-2.8547577203113232,0.0
2018-11-26,-1.7061480552070263,-3.5274780426599754,-0.2971141781681305,1.0,-3.167001254705145,-2.849184441656211,0.0
2018-11-27,-1.6901249999999999,-3.5513749999999997,-0.24724999999999997,1.0,-3.1662500000000002,-2.8448749999999996,0.0
2018-11-28,-1.691,-3.547,-0.24937499999999999,1.0,-3.167,-2.8455,0.0
2018-11-29,-1.6044346441259343,-3.492343501163788,-0.1663604067132182,1.0,-3.1434521621952713,-2.8436849197598923,0.0
2018-11-30,-1.6068627450980388,-3.4954656862745095,-0.16348039215686272,1.0,-3.148161764705882,-2.8409313725490195,0.0
2018-12-03,-1.6027397260273972,-3.4932729941291583,-0.15362035225048923,1.0,-3.1446917808219177,-2.8367172211350296,0.0
2018-12-04,-1.5754728492983527,-3.5072605247101896,-0.15314215985356927,1.0,-3.1347162904209886,-2.8320927394752897,0.0
2018-12-06,-1.4826127819548873,-3.2665648496240602,-0.22356672932330826,1.0,-3.0783599624060147,-2.697015977443609,0.0
2018-12-07,-1.5097248576850093,-3.2943548387096775,-0.23481973434535106,1.0,-3.1093453510436433,-2.7112191650853887,0.0
2018-12-10,-1.424881817133633,-3.2480110688343133,-0.1895537876167416,1.0,-3.0486567508359275,-2.618932318690188,0.0
2018-12-11,-1.4221453287197232,-3.2510957324106116,-0.1869665513264129,1.0,-3.049019607843137,-2.62479815455594,0.0
2018-12-12,-1.5095014807502467,-3.490128331688055,-0.17250740375123394,1.0,-3.2930651530108586,-2.8743830207305034,0.0
2018-12-13,-1.507341147439852,-3.4924120913016656,-0.16681061073411477,1.0,-3.2963602714373845,-2.8751388032078964,0.0
2018-12-14,-1.5082920792079209,-3.5175742574257423,-0.15420792079207923,1.0,-3.308168316831683,-2.8881188118811885,0.0
2018-12-17,-1.4695587872812421,-3.5244022676854816,-0.11017993591323638,1.0,-3.2840769041163416,-2.936159723933941,0.0
2018-12-18,-1.4228074414109686,-3.461826528146895,-0.06909881613916405,1.0,-3.233872916163324,-2.8927277120077313,0.0
2018-12-19,-1.4517661388550547,-3.4875761266747864,-0.06187576126674787,1.0,-3.2604141291108397,-2.9186358099878196,0.0
2018-12-20,-1.4149357665986313,-3.414095329571377,-0.09256813543042382,1.0,-3.221515187897707,-2.86300876455757,0.0
2018-12-21,-1.4024812119766192,-3.4139329595610164,-0.07491351544793033,1.0,-3.2246212573064534,-2.8128355004175116,0.0
2018-12-24,-1.332240693046125,-3.328728634980098,-0.07047529852493561,1.0,-3.1716225708265045,-2.803793022711309,0.0
2018-12-26,-1.332367933271548,-3.3554216867469884,-0.03405931417979611,1.0,-3.105305838739574,-2.757761816496757,0.0
2018-12-27,-1.125027085590466,-3.170422535211268,-0.0,1.0,-2.852112676056338,-2.686673889490791,0.0
2018-12-28,-1.1147967479674796,-3.1861246612466125,-0.0,1.0,-2.8543089430894306,-2.684878048780488,0.0
2018-12-31,-1.11790866688361,-3.183642477492136,-0.0,1.0,-2.8573598004121923,-2.6882525219655062,0.0
2019-01-02,-1.1084690553745928,-3.189359391965255,-0.0,1.0,-2.85971769815418,-2.700108577633008,0.0
2019-01-03,-1.1170028193450445,-3.1821730644111907,-0.0,1.0,-2.8619605291693775,-2.682498373454782,0.0
2019-01-04,-1.0217110920034396,-3.2042132416165092,-0.0,1.0,-2.8250214961306965,-2.6971195184866725,0.0
2019-01-07,-0.9357321131447588,-3.087146422628952,-0.0,1.0,-2.7707986688851918,-2.6057612312811984,0.0
2019-01-08,-0.9292447943644463,-3.068994095099969,-0.0,1.0,-2.7672226250906453,-2.5940122241790116,0.0
2019-01-09,-0.9206217616580311,-3.0429015544041453,-0.0,1.0,-2.7778238341968913,-2.6213471502590675,0.0
2019-01-10,-0.9195985099337749,-3.0362168874172184,-0.0,1.0,-2.7759726821192054,-2.6158940397350996,0.0
2019-01-11,-0.9253607391259213,-3.0223191113879375,-0.0,1.0,-2.7912384511574797,-2.6420637392297315,0.0
2019-01-14,-0.9391484942886813,-3.0188992731048803,-0.0,1.0,-2.7896157840083076,-2.6364485981308414,0.0
2019-01-15,-0.9366798583628412,-3.0110393667985837,-0.011039366798583628,1.0,-2.795355134347011,-2.660383253488857,0.0
2019-01-16,-0.9062791904514789,-3.0170212765957447,-0.0,1.0,-2.7729112610275037,-2.6826154644525166,0.0
2019-01-17,-0.9065934065934066,-3.0116110304789547,-0.0,1.0,-2.770267468380676,-2.678519593613933,0.0
2019-01-18,-0.904940587867417,-2.9860329372524497,-0.02168021680216802,1.0,-2.7750677506775068,-2.735355430477382,0.0
2019-01-22,-0.566025432018259,-3.238778393652864,-0.0,1.0,-3.1358547983914793,-2.92761656341702,0.0
2019-01-23,-0.5561380515508956,-3.200633464394932,-0.0,1.0,-3.1750764525993884,-2.9899519440803846,0.0
2019-01-24,-0.5684348395546824,-3.1829294913774286,-0.0,1.0,-3.1832569308011354,-2.9801353416284657,0.0
2019-01-25,-0.5494281508322953,-3.1885403691541163,-0.0,1.0,-3.4226021968067037,-3.163288415807949,0.0
2019-01-28,-0.5688898886514453,-3.120233944438196,-0.0,1.0,-3.4286356990214824,-3.1295692273085143,0.0
2019-01-29,-0.5667232597623091,-3.115563101301641,-0.0,1.0,-3.457498585172609,-3.1789473684210527,0.0
2019-01-30,-0.5660291954283128,-3.1122552902568743,-0.0,1.0,-3.4549055109199958,-3.1828674889668442,0.0
2019-01-31,-0.5052487448653583,-3.179826563213145,-0.0,1.0,-3.453674121405751,-3.271451392058421,0.0
2019-02-01,-0.4999426934097421,-3.1885386819484243,-0.0,1.0,-3.484813753581662,-3.2879083094555877,0.0
2019-02-04,-0.5013733119707027,-3.1908903639276724,-0.0,1.0,-3.4771114671549554,-3.274776836804761,0.0
2019-02-05,-0.4779462439696761,-3.1832069836894097,-0.0,1.0,-3.496209510682288,-3.328968527452332,0.0
2019-02-06,-0.4801974514981058,-3.1833314200436225,-0.0,1.0,-3.4890368499598203,-3.327057743083458,0.0
2019-02-07,-0.48162609095084974,-3.1851171336701882,-0.0,1.0,-3.49265043638034,-3.324299494717501,0.0
2019-02-08,-0.48866121791182227,-3.185334407735697,-0.0,1.0,-3.516403821802694,-3.3210544491769305,0.0
2019-02-11,-0.4941625245636343,-3.1724656109120333,-0.0,1.0,-3.543867760952491,-3.3488614033059765,0.0
2019-02-12,-0.5051939058171746,-3.1740535549399818,-0.0,1.0,-3.5380886426592797,-3.3246768236380424,0.0
2019-02-13,-0.47343215507411635,-3.1899657924743443,-0.0,1.0,-3.480501710376283,-3.25860889395667,0.0
2019-02-14,-0.5030927835051546,-3.1545246277205043,-0.0,1.0,-3.5171821305841924,-3.2798396334478803,0.0
2019-02-15,-0.5137677833868747,-3.170146856356127,-0.0,1.0,-3.5115878843506194,-3.2776502983019733,0.0
2019-02-19,-0.5579972813774354,-3.1059130040779337,-0.0,1.0,-3.4483461712732217,-3.2154508382419573,0.0
2019-02-20,-0.5544082605242255,-3.119142176330421,-0.0,1.0,-3.4513786451832518,-3.221831385453308,0.0
2019-02-21,-0.5646007816862088,-3.121608040201005,-0.0,1.0,-3.3611390284757117,-3.119486320491345,0.0
2019-02-22,-0.5655957161981259,-3.1122266845158415,-0.0,1.0,-3.3643462739848284,-3.1134538152610443,0.0
2019-02-25,-0.5604273314044069,-3.090140218117071,-0.0,1.0,-3.367015357222346,-3.1108390830180284,0.0
2019-02-26,-0.5618362831858408,-3.065376106194691,-0.0,1.0,-3.3481194690265488,-3.0866150442477878,0.0
2019-02-27,-0.5722978205553712,-3.0584135413209426,-0.0,1.0,-3.3480473503706163,-3.084411992477044,0.0
2019-02-28,-0.5895679080561388,-3.056801856558736,-0.0,1.0,-3.337053818101448,-3.0675212730688473,0.0
2019-03-01,-0.5969522968197879,-3.051568021201413,-0.0,1.0,-3.3387809187279154,-3.0549911660777385,0.0
2019-03-04,-0.5794166208035223,-3.0501926252063845,-0.0,1.0,-3.320528343423225,-3.0569069895432035,0.0
2019-03-05,-0.5974112180550946,-3.043367629162518,-0.0,1.0,-3.3470516650071906,-3.075229560792123,0.0
2019-03-06,-0.6055463117027178,-3.0434830837493068,-0.0,1.0,-3.365058236272879,-3.078535773710483,0.0
2019-03-07,-0.6391535563926434,-2.973520939508088,-0.0,1.0,-3.4022822955905156,-3.064148016840239,0.0
2019-03-08,-0.613671615333481,-2.929426102370928,-0.07068468867715488,1.0,-3.420008863283847,-3.045424329714159,0.0
2019-03-11,-0.5650610287707062,-2.862031386224935,-0.12380122057541414,1.0,-3.323343504795118,-3.0236486486486487,0.0
2019-03-12,-0.5384615384615384,-2.688874584272074,-0.2403175624932947,1.0,-3.2417122626327646,-3.0190966634481278,0.0
2019-03-13,-0.6428239125377995,-2.8382181902768084,-0.3714817399395208,1.0,-3.503838101884159,-3.2742498255408234,0.0
2019-03-14,-0.6356899188330785,-2.8826020468180213,-0.36913304317139156,1.0,-3.5536995647570873,-3.3223150217621455,0.0
2019-03-15,-0.6519699812382739,-2.8345450281425895,-0.39528611632270166,1.0,-3.524742026266417,-3.3194183864915576,0.0
2019-03-18,-0.6393093661305582,-2.8589167455061495,-0.5054399243140966,1.0,-3.5030747398297066,-3.319181646168401,0.0
2019-03-19,-0.6285509668178563,-2.8800429696825023,-0.5180233946049176,1.0,-3.541298639293388,-3.367987586536166,0.0
2019-03-20,-0.6370068353519607,-2.9028660510852617,-0.5116920494064036,1.0,-3.5512651397050004,-3.3890154694807526,0.0
2019-03-21,-0.6431565082026105,-2.8983355286792003,-0.5157466171715962,1.0,-3.559214465333493,-3.35804095317926,0.0
2019-03-22,-0.623399928221079,-2.8540495274554374,-0.5991147266419429,1.0,-3.5771025242253858,-3.3096064122502695,0.0
2019-03-25,-0.5820930505097855,-2.6194773233329425,-0.72963787647955,1.0,-3.5438884331419196,-3.244111098089769,0.0
2019-03-26,-0.569449378330373,-2.6567199526346954,-0.7772646536412079,1.0,-3.555239786856128,-3.282652457075193,0.0
2019-03-27,-0.5945626477541371,-2.6056737588652483,-0.7938534278959811,1.0,-3.5542553191489366,-3.271985815602837,0.0
2019-03-28,-0.5807560137457044,-2.6031520322313066,-0.825216257850456,1.0,-3.5510131532172053,-3.2896077734328713,0.0
2019-03-29,-0.5741377266800995,-2.5941685433210857,-0.8363162261467346,1.0,-3.552329026905298,-3.2954841768401093,0.0
2019-04-01,-0.5621343318511585,-2.584483969108355,-0.8167563772525158,1.0,-3.493213199157501,-3.2446758717528668,0.0
2019-04-02,-0.5769096209912536,-2.5763265306122447,-0.9110204081632651,1.0,-3.4593586005830903,-3.1381924198250726,0.0
2019-04-03,-0.5867055393586006,-2.5755102040816324,-0.9085714285714285,1.0,-3.4600583090379007,-3.1308454810495623,0.0
2019-04-04,-0.5972417017297803,-2.5750350631136043,-0.9093034128097242,1.0,-3.4691444600280503,-3.1370967741935485,0.0
2019-04-05,-0.6245012907768129,-2.5603144801689743,-0.9176249706641634,1.0,-3.484745364937808,-3.147031213330204,0.0
2019-04-08,-0.6284101599247413,-2.545860771401693,-0.9259172154280338,1.0,-3.501175917215428,-3.1579256820319848,0.0
2019-04-09,-0.6788235294117647,-2.496705882352941,-0.955764705882353,1.0,-3.5129411764705876,-3.1204705882352934,0.0
2019-04-10,-0.6750733137829911,-2.4743695014662754,-0.9682111436950146,1.0,-3.5149560117302054,-3.097712609970674,0.0
2019-04-11,-0.7135002339728592,-2.414248947122134,-1.0039775386055216,1.0,-3.5139213851193265,-3.0529948525970987,0.0
2019-04-12,-0.7155011655011655,-2.4102564102564106,-1.003146853146853,1.0,-3.48962703962704,-3.036480186480186,0.0
2019-04-15,-0.7001849283402681,-2.4002542764678685,-0.997457235321313,1.0,-3.4481044845122515,-3.0122515025427647,0.0
2019-04-16,-0.7085398179094157,-2.4018670047251356,-1.002996427336637,1.0,-3.4227267488763395,-2.988590526679728,0.0
2019-04-17,-0.7065066912782649,-2.3902861098292574,-1.0169589293954777,1.0,-3.4350484540839874,-2.9877711121365946,0.0
2019-04-18,-0.6883565587930438,-2.40009213405505,-0.9933202810088678,1.0,-3.4364850857998386,-2.9985028216054355,0.0
2019-04-22,-0.7056914338704068,-2.4218152312507244,-0.9799466790309495,1.0,-3.461690042888606,-3.022255708821143,0.0
2019-04-23,-0.7109519408502772,-2.430106284658041,-0.9924907578558225,1.0,-3.4393484288354896,-2.9797828096118297,0.0
2019-04-24,-0.7003339859495566,-2.400898307036738,-0.9996544972935621,1.0,-3.432108718184959,-2.98376137279742,0.0
2019-04-25,-0.7048915551453623,-2.4052838024919247,-1.0162667281956623,1.0,-3.4300876788186434,-2.980156898938625,0.0
2019-04-26,-0.7096253602305476,-2.379827089337176,-1.0176368876080693,1.0,-3.439884726224784,-2.9802881844380407,0.0
2019-04-29,-0.7008635578583765,-2.379504893494531,-1.0090961427748992,1.0,-3.444559585492228,-2.9800805987334487,0.0
2019-04-30,-0.7029043737802777,-2.3578234416255306,-1.013431293766502,1.0,-3.4300309952933072,-2.9755481575020086,0.0
2019-05-01,-0.7159586681974742,-2.3580941446613086,-1.0138920780711826,1.0,-3.4234213547646384,-2.9696900114810565,0.0
2019-05-02,-0.7094369911707373,-2.3658984061460844,-1.0011466574934067,1.0,-3.3993808049535605,-2.9907120743034055,0.0
2019-05-03,-0.707454128440367,-2.371788990825688,-1.0009174311926605,1.0,-3.3978211009174313,-2.9897935779816516,0.0
2019-05-06,-0.7011546816051217,-2.3084486109523263,-1.023665256659426,1.0,-3.4000228649822795,-2.999314050531611,0.0
2019-05-07,-0.6919469229009381,-2.308968199496683,-1.0358041638069093,1.0,-3.3988789750629147,-3.0035460992907805,0.0
2019-05-08,-0.6820704496545476,-2.267074413863405,-1.0608222901800883,1.0,-3.3423943821497337,-2.973949484652849,0.0
2019-05-09,-0.6920900758175851,-2.259364037569311,-1.0661989362905964,1.0,-3.340839651465429,-2.9574516238542494,0.0
2019-05-10,-0.6919597421689473,-2.258170304195409,-1.0679633608503902,1.0,-3.3383467149157524,-2.952052470880923,0.0
2019-05-13,-0.71097740946759,-2.269156544443183,-1.050743557725054,1.0,-3.3482801680099894,-2.9729821773186513,0.0
2019-05-14,-0.595644891122278,-2.121943048576214,-1.2215522054718033,1.0,-3.3116694584031263,-2.9161362367392516,0.0
2019-05-15,-0.5481088254810883,-2.13216102632161,-1.2347931873479319,1.0,-3.290533067905331,-2.85390400353904,0.0
2019-05-16,-0.512428937688106,-2.1594025192286255,-1.267082822427823,1.0,-3.318247686991417,-2.889755880057965,0.0
2019-05-17,-0.5030357544411963,-2.1549359118506857,-1.289183719361367,1.0,-3.3284236563975713,-2.9679559253429275,0.0
2019-05-20,-0.5026271660145333,-2.133370598099497,-1.2953605366126328,1.0,-3.3017328116266067,-2.946450531022918,0.0
2019-05-21,-0.46952316689158796,-2.1420377867746287,-1.332433648223122,1.0,-3.328272604588394,-2.9739091318038686,0.0
2019-05-22,-0.47072678331090173,-2.1249439210408254,-1.344997756841633,1.0,-3.31740690892777,-2.9578286227007626,0.0
2019-05-23,-0.4750726581712498,-2.1087636932707357,-1.3487592219986586,1.0,-3.307958864296893,-2.9376257545271627,0.0
2019-05-24,-0.3574230848647532,-1.910592607887673,-1.2819533347098906,1.0,-3.0593640305595704,-2.7148461697295065,0.0
2019-05-28,-0.3716467189434585,-1.8858852661989267,-1.2790961617829135,1.0,-3.059327280231118,-2.721729261246389,0.0
2019-05-29,-0.39399256812551614,-1.8996696944673825,-1.2803468208092486,1.0,-3.058526011560694,-2.689512799339389,0.0
2019-05-30,-0.40114730587994263,-1.8868059823806596,-1.2566072526121697,1.0,-3.0289899610735507,-2.6701495595164926,0.0
2019-05-31,-0.39607602697731453,-1.886266094420601,-1.243817698753321,1.0,-3.015225832822399,-2.6771919068056405,0.0
2019-06-03,-0.3950167122455181,-1.8838245720652282,-1.2733718221411932,1.0,-2.980654309733617,-2.59576623113542,0.0
2019-06-04,-0.43194192377495466,-1.8440209719701552,-1.2677959265981043,1.0,-2.973684210526316,-2.5652349263964505,0.0
2019-06-05,-0.4142321358073431,-1.8042834583497829,-1.2833596525858668,1.0,-2.9291354125542837,-2.4387090406632455,0.0
2019-06-06,-0.4069824943131243,-1.8320640886163582,-1.2461675403026407,1.0,-2.925625556324795,-2.4793788942735637,0.0
2019-06-07,-0.3945891783567134,-1.8151302605210422,-1.290981963927856,1.0,-2.991182364729459,-2.52815631262525,0.0
2019-06-10,-0.3774768495469481,-1.8182813900229013,-1.3000099571841084,1.0,-2.949417504729662,-2.5119984068505428,0.0
2019-06-11,-0.3918,-1.8229,-1.3306999999999998,1.0,-2.9457999999999998,-2.5088,0.0
2019-06-12,-0.39939909864797196,-1.812819228843265,-1.3207811717576365,1.0,-2.953630445668503,-2.5283925888833254,0.0
2019-06-13,-0.4111088790678988,-1.8372840498192047,-1.3388911209321013,1.0,-2.941442346323825,-2.5154680594616314,0.0
2019-06-14,-0.416876194307553,-1.8183646786684098,-1.360655737704918,1.0,-2.9572563612591773,-2.5041737906064565,0.0
2019-06-17,-0.4227167455442554,-1.8004229181351323,-1.3689457255059914,1.0,-2.9805659047427246,-2.496828113986507,0.0
2019-06-18,-0.42405318291700245,-1.8040894439967767,-1.3698630136986303,1.0,-2.978444802578566,-2.4960717163577764,0.0
2019-06-19,-0.4225761217948718,-1.8020833333333333,-1.3757011217948718,1.0,-2.958934294871795,-2.456730769230769,0.0
2019-06-20,-0.436550759392486,-1.7969624300559552,-1.3729016786570742,1.0,-2.939548361310951,-2.446143085531575,0.0
2019-06-21,-0.4422810832180272,-1.793437438228899,-1.356493378137972,1.0,-2.873591618897015,-2.4175726428147852,0.0
2019-06-24,-0.44105790974338804,-1.7483040015731002,-1.3550290040310689,1.0,-2.844754694720283,-2.4427293284829417,0.0
2019-06-25,-0.4422380905800646,-1.7443998826176268,-1.3535165802601976,1.0,-2.8201115132544263,-2.4215005380025434,0.0
2019-06-26,-0.4019101452100185,-1.7437871552480264,-1.3331059350940453,1.0,-2.800214404054185,-2.4667186434070754,0.0
2019-06-27,-0.424034749034749,-1.7001930501930502,-1.3527027027027025,1.0,-2.7532818532818535,-2.4222007722007723,0.0
2019-06-28,-0.43088490456911505,-1.655581260844419,-1.3689030267977635,1.0,-2.766435319066898,-2.4176788124156543,0.0
2019-07-01,-0.43400404351593336,-1.6500433233850003,-1.365745643592953,1.0,-2.76720901126408,-2.4105131414267835,0.0
2019-07-02,-0.41346061132002704,-1.6723556069810048,-1.3626458393597531,1.0,-2.7679105197184457,-2.4258027191206253,0.0
2019-07-03,-0.4112032394909371,-1.672772849980717,-1.3639606633243349,1.0,-2.7667759352101813,-2.426629386810644,0.0
2019-07-05,-0.4110263589842618,-1.6667954040745392,-1.360915322969972,1.0,-2.774934826687265,-2.441537124649995,0.0
2019-07-08,-0.4091918509220817,-1.670754079366612,-1.3568600946219946,1.0,-2.774065849184127,-2.4445302693830264,0.0
2019-07-09,-0.4038368842186445,-1.661525113274848,-1.357562903692278,1.0,-2.7712330087727755,-2.446254699701147,0.0
2019-07-10,-0.41428571428571426,-1.6066155321188877,-1.3395973154362417,1.0,-2.781016299137104,-2.4462128475551292,0.0
2019-07-11,-0.4235904331956585,-1.6009028911727983,-1.353088079915474,1.0,-2.7851311113245605,-2.442608779175872,0.0
2019-07-12,-0.41344489324870165,-1.6207924600884787,-1.3538180419311405,1.0,-2.786785920369302,-2.442488940180804,0.0
2019-07-15,-0.4308330919972971,-1.6375132734819964,-1.3806351964475336,1.0,-2.790906458152331,-2.4134568973839174,0.0
2019-07-16,-0.4472945503823444,-1.6298519020423967,-1.400251669731875,1.0,-2.7936308198625492,-2.408576130093892,0.0
2019-07-17,-0.4476411895766734,-1.6508766831347474,-1.3912622299719073,1.0,-2.791824082146663,-2.4055022764700187,0.0
2019-07-18,-0.44642166344294,-1.6484526112185685,-1.392649903288201,1.0,-2.7882011605415857,-2.395357833655706,0.0
2019-07-19,-0.47019286966686147,-1.65819209039548,-1.3963569062926164,1.0,-2.8123904149620103,-2.403759984414572,0.0
2019-07-22,-0.46563473520249216,-1.6442757009345792,-1.3858060747663552,1.0,-2.8148364485981308,-2.4247468847352023,0.0
2019-07-23,-0.4669976635514018,-1.6457359813084111,-1.3858060747663552,1.0,-2.8127920560747666,-2.4238707165109035,0.0
2019-07-24,-0.4717293819457984,-1.6465197894326378,-1.4079742639890818,1.0,-2.8115617079352697,-2.4106063560148177,0.0
2019-07-25,-0.475561169954329,-1.6188902924885822,-1.4178408317947722,1.0,-2.8129433485569915,-2.3919930035953745,0.0
2019-07-26,-0.46959459459459457,-1.5844594594594594,-1.41496138996139,1.0,-2.8018339768339766,-2.3816602316602316,0.0
2019-07-29,-0.46478198370867274,-1.5405845711547674,-1.4020124580737903,1.0,-2.7862961188308577,-2.389554384283661,0.0
2019-07-30,-0.46144994246260074,-1.5386459532029153,-1.4072688914461067,1.0,-2.786536248561565,-2.3956655159186804,0.0
2019-07-31,-0.46333493512734264,-1.5375300336376743,-1.4113407015857762,1.0,-2.7928880345987506,-2.405574243152331,0.0
2019-08-01,-0.45865310821181887,-1.5574635456638526,-1.4068495778971604,1.0,-2.7809861857252494,-2.3891980046047583,0.0
2019-08-02,-0.4554085155350978,-1.5434407364787113,-1.4254890678941312,1.0,-2.779727656309935,-2.3855005753739933,0.0
2019-08-05,-0.44102221798417085,-1.5359969486030323,-1.4035472489749212,1.0,-2.770573090492991,-2.384476017926957,0.0
2019-08-06,-0.3826701375976199,-1.5071587950911118,-1.367887690591298,1.0,-2.692450725176646,-2.34696913350688,0.0
2019-08-07,-0.3732642103314201,-1.512497685613775,-1.3386409924088132,1.0,-2.6783003147565267,-2.3549342714312163,0.0
2019-08-08,-0.3687864482088309,-1.5103212070721095,-1.3338887346107564,1.0,-2.6818476349162266,-2.3619364991206147,0.0
2019-08-09,-0.3412800293416468,-1.4795525398863012,-1.3111131487254721,1.0,-2.6558774986246103,-2.3814414083990463,0.0
2019-08-12,-0.3332417330768526,-1.4729321242099478,-1.317852889988092,1.0,-2.6620866538426307,-2.3739122469542915,0.0
2019-08-13,-0.33424507658643327,-1.439095550692925,-1.3123632385120352,1.0,-2.6548140043763677,-2.3770058351568197,0.0
