Date,IWF,IWM,KOD,MTUM,SPY,VLUE,VXX
2019-06-03,-0.0,-2.0677826564215147,1.0,-1.7141877058177826,-4.731888035126235,-4.2073271130625685,0.0
2019-06-04,-0.0,-2.066401426807518,1.0,-1.7151872684867608,-4.733571134586363,-4.2041432295239405,0.0
2019-06-05,-0.0,-1.9904953145917,1.0,-1.7631860776439088,-4.686077643908969,-3.9471218206157963,0.0
2019-06-06,-0.0,-2.027331189710611,1.0,-1.7031082529474815,-4.670418006430869,-3.9969185423365485,0.0
2019-06-07,-0.0,-2.055510968432317,1.0,-1.6884697699304443,-4.6503477795612636,-3.9816746923488497,0.0
2019-06-10,-0.0,-2.0672897196261686,1.0,-1.6582109479305742,-4.630440587449934,-3.995193591455274,0.0
2019-06-11,-0.0,-2.0769856329628626,1.0,-1.6486852805638383,-4.738004879371103,-4.09026836541068,0.0
2019-06-12,-0.0,-2.0859937508490694,1.0,-1.6599646787121316,-4.748267898383372,-4.090884390707784,0.0
2019-06-13,-0.0,-2.112936344969199,1.0,-1.6891170431211497,-4.792607802874743,-4.094592744695413,0.0
2019-06-14,-0.0,-2.085952446023504,1.0,-1.7103033615742007,-4.798715496037168,-4.069964471166986,0.0
2019-06-17,-0.0,-2.070501434622216,1.0,-1.7170378467003689,-4.809810083344719,-4.065719360568384,0.0
2019-06-18,-0.0,-2.0664025140046456,1.0,-1.7199070911326682,-4.808990299221205,-4.067768820877169,0.0
2019-06-19,-0.0,-2.07276221856123,1.0,-1.7786930258099947,-4.847473915431082,-4.029791323448655,0.0
2019-06-20,-0.0,-2.0698312525723694,1.0,-1.7706132528467555,-4.849362052407738,-4.029496501577721,0.0
2019-06-21,-0.0,-2.088170865279299,1.0,-1.75342278203724,-4.819003285870757,-4.030668127053669,0.0
2019-06-24,-0.0,-2.0724260679079958,1.0,-1.746029572836802,-4.830503833515882,-4.042168674698796,0.0
2019-06-25,-0.0,-2.0702258726899383,1.0,-1.7464750171115673,-4.83066392881588,-4.041889117043121,0.0
2019-06-26,-0.0,-2.0714188174245525,1.0,-1.7178751877645773,-4.7963949201147065,-4.069780144749419,0.0
2019-06-27,-0.0,-2.0733205898416167,1.0,-1.721190606226106,-4.794784270890224,-4.064445658110322,0.0
2019-06-28,-0.0,-1.9807850672522649,1.0,-1.7702443041449358,-4.878945923689268,-4.094976667581664,0.0
2019-07-01,-0.0,-1.950553203114329,1.0,-1.7713427127441606,-4.878022128124573,-4.059554705641307,0.0
2019-07-02,-0.0,-1.93921221207578,1.0,-1.7477170505656263,-4.884012539184953,-4.058743355594929,0.0
2019-07-03,-0.0,-1.9381218481668254,1.0,-1.750170369360774,-4.883467357230476,-4.057789287174594,0.0
2019-07-05,-0.0,-1.9253974724826743,1.0,-1.7299904878380215,-4.880690311183584,-4.052724554966708,0.0
2019-07-08,-0.0,-1.9217793497483335,1.0,-1.7378587947218065,-4.888178479118487,-4.0559107604407565,0.0
2019-07-09,-0.0,-1.9033790202198397,1.0,-1.7341566019812726,-4.879495182521373,-4.053331523951689,0.0
2019-07-10,-0.0,-1.9039923954372624,1.0,-1.7360130363932647,-4.884845192829983,-4.054725692558392,0.0
2019-07-11,-0.0,-1.9126833242802825,1.0,-1.7331613253666485,-4.878598587724063,-4.055133079847909,0.0
2019-07-12,-0.0,-1.9218028780885146,1.0,-1.7330980179201736,-4.873336953570459,-4.047651371164812,0.0
2019-07-15,-0.0,-1.9088693297224104,1.0,-1.7263371699390655,-4.877454299255247,-4.028300609343263,0.0
2019-07-16,-0.0,-1.906973595125254,1.0,-1.7286391333784699,-4.876506431956669,-4.028706838185511,0.0
2019-07-17,-0.0,-1.91655377946356,1.0,-1.7232457328637225,-4.875372527770252,-4.031292332701166,0.0
2019-07-18,-0.0,-1.9101214574898786,1.0,-1.7261808367071525,-4.854655870445344,-4.004453441295547,0.0
2019-07-19,-0.0,-1.9106589408435521,1.0,-1.718771055113866,-4.854062794771594,-3.9917800835466917,0.0
2019-07-22,-0.0,-1.9064738478172725,1.0,-1.7033382889579674,-4.8666035950804165,-4.0389241789431,0.0
2019-07-23,-0.0,-1.9041373715521905,1.0,-1.7036235803136832,-4.871957815035154,-4.041103299080584,0.0
2019-07-24,-0.0,-1.9228559704554784,1.0,-1.7758172616605117,-4.926138695116948,-4.053207495554644,0.0
2019-07-25,-0.0,-1.8633015006821283,1.0,-1.8073669849931784,-4.954433833560709,-4.017462482946794,0.0
2019-07-26,-0.0,-1.9299496644295304,1.0,-1.8361297539149888,-5.08822706935123,-4.127796420581655,0.0
2019-07-29,-0.0,-1.9080379570192574,1.0,-1.8257047167178342,-5.08791515489813,-4.133268210996372,0.0
2019-07-30,-0.0,-1.897110149378752,1.0,-1.8288426636883988,-5.091721345804831,-4.142817255339941,0.0
2019-07-31,-0.0,-1.9025819958129795,1.0,-1.8274947662247032,-5.087787857641311,-4.138869504535938,0.0
2019-08-01,-0.0,-1.9153761061946903,1.0,-1.7689435840707963,-5.056277654867257,-4.086836283185841,0.0
2019-08-02,-0.0,-1.8715621946111967,1.0,-1.8855228256317187,-5.120480245707106,-4.0830657545721065,0.0
2019-08-05,-0.0,-1.8532759578012212,1.0,-1.863964464186563,-5.106746252082176,-4.057190449750138,0.0
2019-08-06,-0.0,-1.7854128198364547,1.0,-1.7490108150883672,-4.7847533632287,-3.869955156950673,0.0
2019-08-07,-0.0,-1.795032679738562,1.0,-1.684313725490196,-4.733202614379086,-3.8593464052287585,0.0
2019-08-08,-0.0,-1.7968606932635707,1.0,-1.6824068018312623,-4.736429038587311,-3.8646173969914974,0.0
2019-08-09,-0.0,-1.7343912591050985,1.0,-1.6503642039542141,-4.698881373569199,-3.9237773152965656,0.0
2019-08-12,-0.0,-1.7078039927404718,1.0,-1.67941405237231,-4.702877884366088,-3.873476795436868,0.0
2019-08-13,-0.0,-1.6905558414822441,1.0,-1.657874420998456,-4.676016469377252,-3.842254246011323,0.0
2019-08-14,-0.0,-1.7122081898201302,1.0,-1.6354126801887996,-4.611430029340477,-3.7978058425819614,0.0
2019-08-15,-0.0,-1.7093375317912072,1.0,-1.5894392636550805,-4.337895119292721,-3.4742642606273466,0.0
2019-08-16,-0.0,-1.7149951550387597,1.0,-1.5873304263565893,-4.332848837209302,-3.477228682170543,0.0
2019-08-19,-0.0,-1.647838547886315,1.0,-1.5749940291378077,-4.30260329591593,-3.4162885120611417,0.0
2019-08-20,-0.0,-1.6437462951985775,1.0,-1.5698873740367518,-4.270776526378186,-3.370835803200949,0.0
2019-08-21,-0.0,-1.6540738986262433,1.0,-1.5808858360966367,-4.263145428706774,-3.344623401231644,0.0
2019-08-22,-0.0,-1.6487379098844066,1.0,-1.5685303137532436,-4.256900212314226,-3.3210662892191554,0.0
2019-08-23,-0.0,-1.6528154881359935,1.0,-1.570770865305159,-4.262542793058671,-3.318734505961516,0.0
2019-08-26,-0.0,-1.5630755064456723,1.0,-1.544313996316759,-4.185543278084714,-3.2171961325966847,0.0
2019-08-27,-0.0,-1.5550316273720528,1.0,-1.527544565842438,-4.179988499137435,-3.2382978723404254,0.0
2019-08-28,-0.0,-1.5415278575531304,1.0,-1.530729465824239,-4.183917288914417,-3.2314761631246407,0.0
2019-08-29,-0.0,-1.522789738891434,1.0,-1.5439761795694,-4.182317911131471,-3.202931745304627,0.0
2019-08-30,-0.0,-1.4837315130830488,1.0,-1.5524459613196813,-4.1762229806598405,-3.164163822525597,0.0
2019-09-03,-0.0,-1.4925407129028585,1.0,-1.5592757089169798,-4.185969707322629,-3.15032456440041,0.0
2019-09-04,-0.0,-1.455569461827284,1.0,-1.5624075548981682,-4.193082261918307,-3.166799408351349,0.0
2019-09-05,-0.0,-1.4879873073436083,1.0,-1.5531504986400726,-4.186650045330915,-3.1049410698096103,0.0
2019-09-06,-0.0,-1.4538824057450626,1.0,-1.5564407540394973,-4.170556552962298,-3.0400583482944343,0.0
2019-09-09,-0.0,-1.468718409524879,1.0,-1.5613838032124003,-4.1714028978995845,-3.0305514994945524,0.0
2019-09-10,-0.0,-1.4591985632506455,1.0,-1.5837916713435851,-4.172073184420249,-3.009540913682793,0.0
2019-09-11,-0.0,-1.518987341772152,1.0,-1.4982324096248145,-4.243357281331964,-3.1433458775230925,0.0
2019-09-12,-0.0,-1.4564697849095254,1.0,-1.5199726869238648,-4.255263457380221,-3.148856264936838,0.0
2019-09-13,-0.0,-1.4575036978040732,1.0,-1.5150756627602686,-4.252816020025032,-3.1524633064057346,0.0
