Date,ICE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.256221690671281,-0.3453356404906102,-0.24161534938164794,-0.3696371316606443,-0.3318489490559316,0.0
2018-09-25,1.0,-0.25646897183421113,-0.3450118311579269,-0.24209347886929752,-0.36933567412156837,-0.3313996387044246,0.0
2018-09-26,1.0,-0.25608603468975916,-0.34638669629856694,-0.23682529951209544,-0.37366848034332134,-0.3415076506501137,0.0
2018-09-27,1.0,-0.2549185367353213,-0.3536479147453633,-0.23514192027871708,-0.3750896608259043,-0.3429654677733374,0.0
2018-09-28,1.0,-0.25333094188787536,-0.3552833862867685,-0.23542072358306856,-0.3750896792046735,-0.34311263708107,0.0
2018-10-01,1.0,-0.25377953159432176,-0.35484036283503306,-0.2353302926254292,-0.37533951724491366,-0.34310459693537637,0.0
2018-10-02,1.0,-0.2545864507533053,-0.34787844624372244,-0.2377267602746746,-0.37701137644767857,-0.345034334324075,0.0
2018-10-03,1.0,-0.25459902638995646,-0.3473225723802204,-0.23768895721240074,-0.3771714066102998,-0.34534973097617216,0.0
2018-10-04,1.0,-0.2562237475668477,-0.3443806986989038,-0.2379110746849708,-0.37918758323942214,-0.34348427415223853,0.0
2018-10-05,1.0,-0.24276300607676723,-0.3384272198148765,-0.22481474833978612,-0.39568216199584627,-0.3623496833414528,0.0
2018-10-08,1.0,-0.24150382871923579,-0.3361589878863933,-0.22186083437908163,-0.3991087663584911,-0.36240940405152766,0.0
2018-10-09,1.0,-0.2427751588440254,-0.33626255380200865,-0.22468743594998974,-0.39787866366058616,-0.36037097765935644,0.0
2018-10-10,1.0,-0.2451098520778322,-0.33504242828210323,-0.22708744584305385,-0.3995949444971416,-0.35680775245468765,0.0
2018-10-11,1.0,-0.22238152731663144,-0.32968608511922726,-0.2027366938323775,-0.3953617064090954,-0.36517758325787303,0.0
2018-10-12,1.0,-0.22241387930603468,-0.32518374081295937,-0.20273986300684968,-0.3905054747262637,-0.3590070496475176,0.0
2018-10-15,1.0,-0.21601856936055508,-0.3340987370838117,-0.1947786152847801,-0.39060550092347623,-0.3603803723855638,0.0
2018-10-16,1.0,-0.21636463481603513,-0.33300883630372924,-0.19567170885128052,-0.39061953971344415,-0.3604662772702312,0.0
2018-10-17,1.0,-0.2137636119536572,-0.32705981801004425,-0.19402317139873698,-0.38993585599920444,-0.36141912386256275,0.0
2018-10-18,1.0,-0.2174596834589845,-0.3345898447251486,-0.1907234509960557,-0.3895601378001897,-0.3640720954615807,0.0
2018-10-19,1.0,-0.2090563789379608,-0.3260346068866215,-0.18470246518209577,-0.39557111293165514,-0.36719545195005093,0.0
2018-10-22,1.0,-0.2136301455042905,-0.31851759731376694,-0.17293868921775896,-0.40604402437507775,-0.3761223728391991,0.0
2018-10-23,1.0,-0.21309476408520805,-0.31910710730639064,-0.1712621939080231,-0.40779912402946444,-0.3772645829185746,0.0
2018-10-24,1.0,-0.21524942746191378,-0.315792093995818,-0.16431843074778452,-0.4116797769590759,-0.3822562979189485,0.0
2018-10-25,1.0,-0.19440521984710524,-0.28750547791790426,-0.16112382529093833,-0.4254516238983298,-0.3661196864196329,0.0
2018-10-26,1.0,-0.18707976587819863,-0.28317128621873944,-0.14830938905819185,-0.43585836598461764,-0.3642190296522034,0.0
2018-10-29,1.0,-0.17762032150001206,-0.28903670498638323,-0.14130094232762153,-0.43257898922709853,-0.36950810980165333,0.0
2018-10-30,1.0,-0.18060378086419754,-0.28899016203703703,-0.14306037808641978,-0.4322193287037037,-0.36641589506172845,0.0
2018-10-31,1.0,-0.18367836495790055,-0.2757934128145465,-0.144313574975412,-0.43140547412862523,-0.3636145560966248,0.0
2018-11-01,1.0,-0.2131888651384487,-0.26323677550920127,-0.1628706911378099,-0.4437974496941108,-0.3738483083953711,0.0
2018-11-02,1.0,-0.22656940760389035,-0.23624619314274484,-0.15205324688083308,-0.46522251694665484,-0.3759455742214363,0.0
2018-11-05,1.0,-0.2208672086720867,-0.25875831485587586,-0.15028332101502834,-0.4704360679970436,-0.36329145109632915,0.0
2018-11-06,1.0,-0.21590319792566984,-0.2565501913816521,-0.15248796147672553,-0.47484874675885913,-0.36965057414495617,0.0
2018-11-07,1.0,-0.21386969397828232,-0.2563919052319842,-0.15589832181638696,-0.47290227048371175,-0.36885488647581444,0.0
2018-11-08,1.0,-0.20115323273218008,-0.26072874493927123,-0.1422892896577107,-0.4720647773279352,-0.37745061955588266,0.0
2018-11-09,1.0,-0.19901012041072616,-0.2639186427322646,-0.14264608111102903,-0.47743222279677916,-0.37937997094383297,0.0
2018-11-12,1.0,-0.19870283018867924,-0.25823014937106914,-0.14271324685534592,-0.4790929638364779,-0.3780463836477987,0.0
2018-11-13,1.0,-0.19107051266394742,-0.2545001587572967,-0.13670224458393376,-0.4829396966514422,-0.3772317612290257,0.0
2018-11-14,1.0,-0.19350182271915445,-0.25464242898735107,-0.13590879064419056,-0.48484329508477486,-0.3777310204780662,0.0
2018-11-15,1.0,-0.19364140661274162,-0.25500354341291753,-0.13499181349429387,-0.48718262017057257,-0.37291366291146355,0.0
2018-11-16,1.0,-0.1938985039601056,-0.25557348195951896,-0.13525471790358853,-0.4870440989537499,-0.37273882859098467,0.0
2018-11-19,1.0,-0.19395305532415347,-0.2594452883814377,-0.12799529573185672,-0.49257607683637966,-0.3761699416866761,0.0
2018-11-20,1.0,-0.17127422942484904,-0.25853682383710985,-0.10165970032509596,-0.5089584708269169,-0.40390115127960696,0.0
2018-11-21,1.0,-0.17137018295056441,-0.2543304787855196,-0.10405313351498638,-0.5078581159984429,-0.3952413390424289,0.0
2018-11-23,1.0,-0.1710839857997374,-0.24210961435588194,-0.10774206098331955,-0.5135923746535038,-0.3970237805767641,0.0
2018-11-26,1.0,-0.17100209072786504,-0.2428647833908689,-0.10755093110322361,-0.5131278261292362,-0.3965089706811883,0.0
2018-11-27,1.0,-0.16995462376549952,-0.24304190628715636,-0.10528742326077989,-0.512727184489578,-0.3955254665016622,0.0
2018-11-28,1.0,-0.1713418336369156,-0.23545840922890102,-0.10695810564663025,-0.5167455980570734,-0.3981542197935641,0.0
2018-11-29,1.0,-0.15657418576598311,-0.23314837153196624,-0.08979493365500604,-0.5237153196622437,-0.4093124246079614,0.0
2018-11-30,1.0,-0.15615724317671761,-0.23311373343951353,-0.08986703347088493,-0.5237578126885302,-0.41028982359612926,0.0
2018-12-03,1.0,-0.15615122928076822,-0.23326175597751345,-0.08924650758800395,-0.5238014814099935,-0.41025888484088113,0.0
2018-12-04,1.0,-0.14650725545967314,-0.23945427373089717,-0.09195873306657669,-0.52203152870848,-0.4105240322036349,0.0
2018-12-06,1.0,-0.13509544787077826,-0.2078063568755625,-0.11112690066789827,-0.5186158874520392,-0.3958126095400502,0.0
2018-12-07,1.0,-0.13599014941630555,-0.20719376761147024,-0.11212142738746418,-0.518339608344581,-0.39430749923042313,0.0
2018-12-10,1.0,-0.12258807492538015,-0.20935862182424972,-0.10912124844297164,-0.5226209781663494,-0.3865660767585607,0.0
2018-12-11,1.0,-0.1250675628040326,-0.20797593589171148,-0.11108499988249947,-0.5228068526308368,-0.3830517237327568,0.0
2018-12-12,1.0,-0.12390859240780401,-0.20997387682097382,-0.10910545762632086,-0.523734437880963,-0.3867171871690475,0.0
2018-12-13,1.0,-0.12270717712350672,-0.20696547831812626,-0.11083153042987488,-0.5261499388580566,-0.3849590819302041,0.0
2018-12-14,1.0,-0.1230074763718437,-0.20498895001645742,-0.11202802463911224,-0.5264259180890581,-0.3846099590915503,0.0
2018-12-17,1.0,-0.11682922254524993,-0.2048907436931445,-0.10693519647378785,-0.5217809246928632,-0.39411985369970925,0.0
2018-12-18,1.0,-0.11263037543458478,-0.19880066266887556,-0.10313367711225704,-0.5222484074946916,-0.3965279884266281,0.0
2018-12-19,1.0,-0.10301866466827475,-0.204351186154891,-0.1025737102175593,-0.5306667291164141,-0.40127865857942435,0.0
2018-12-20,1.0,-0.09550011657729075,-0.19368151084168805,-0.11520167871298671,-0.5314525530426673,-0.39570995570062956,0.0
2018-12-21,1.0,-0.09407738510965219,-0.19257810681193838,-0.1147972249383061,-0.5329422172556689,-0.39365367602551565,0.0
2018-12-24,1.0,-0.08309203363524752,-0.1815654752252774,-0.12003984340614791,-0.530403761958813,-0.40139915216938077,0.0
2018-12-26,1.0,-0.08225578867016724,-0.18100437186278365,-0.11949758275311696,-0.5299206587865188,-0.4004765099118688,0.0
2018-12-27,1.0,-0.06728348867269883,-0.16971676077737716,-0.12236660090255574,-0.504637503685058,-0.40372360931582646,0.0
2018-12-28,1.0,-0.06784045015201706,-0.16910196487725188,-0.12243045786631573,-0.5050596723691972,-0.4044561419430957,0.0
2018-12-31,1.0,-0.06719161296178633,-0.17028229100481074,-0.12269674139965507,-0.5048561314332396,-0.4041935191068349,0.0
2019-01-02,1.0,-0.06707815194699102,-0.17021421439593354,-0.12271943360261414,-0.5049922846509939,-0.4041935191068349,0.0
2019-01-03,1.0,-0.06784888203546646,-0.16844301328858452,-0.12748877500113384,-0.5054424236926846,-0.398430767835276,0.0
2019-01-04,1.0,-0.059153400868306796,-0.1702921490593343,-0.12737427641099855,-0.5033692112879884,-0.4010265918958032,0.0
2019-01-07,1.0,-0.04666607039041187,-0.15739457090470013,-0.14049013908143643,-0.49928446849425334,-0.39220070658736195,0.0
2019-01-08,1.0,-0.04886989767232655,-0.13756887439559204,-0.1420443045091645,-0.525806814348364,-0.39466996514112224,0.0
2019-01-09,1.0,-0.0453245027145142,-0.1265121308373319,-0.1383613795589196,-0.5325403798067175,-0.4099704895136402,0.0
2019-01-10,1.0,-0.045692023600414355,-0.12556861685357834,-0.13853983695896951,-0.5328108814124217,-0.40931405665901005,0.0
2019-01-11,1.0,-0.045685050373008185,-0.12141359958529604,-0.1398498951970971,-0.5337735806531588,-0.41310374360476915,0.0
2019-01-14,1.0,-0.04682537894997635,-0.12211986756458479,-0.1401608144327575,-0.5298317529674091,-0.4133426428523165,0.0
2019-01-15,1.0,-0.04661169685500586,-0.1216995584392178,-0.14093899252050104,-0.5289717941786068,-0.4146390916463909,0.0
2019-01-16,1.0,-0.04580273059072681,-0.12339476411481098,-0.13824178795115577,-0.5288153922407967,-0.41670797098184115,0.0
2019-01-17,1.0,-0.049079478108028936,-0.12278883205263988,-0.13374045113459676,-0.5292606530409897,-0.418550149852401,0.0
2019-01-18,1.0,-0.048736298577769725,-0.12362985777697255,-0.13574599148473593,-0.5273122565449768,-0.4292961318960051,0.0
2019-01-22,1.0,-0.0,-0.035037750350377504,-0.06890004068900041,-0.7035806320358063,-0.45295899452958993,0.0
2019-01-23,1.0,-0.0,-0.011122162944208338,-0.08282846550321006,-0.7043810471109504,-0.46227054887422014,0.0
2019-01-24,1.0,-0.0,-0.016259430244341854,-0.08737754757347146,-0.6847652291408626,-0.4635739218556469,0.0
2019-01-25,1.0,-0.0,-0.0,-0.02759332376166547,-0.7990174084709261,-0.4167489231873654,0.0
2019-01-28,1.0,-0.0,-0.0,-0.02877166271102951,-0.7949487259862971,-0.41531951099368586,0.0
2019-01-29,1.0,-0.0,-0.0,-0.028540656973613354,-0.7932597379285586,-0.42196194579070184,0.0
2019-01-30,1.0,-0.0,-0.0,-0.029544383875092534,-0.794310967539314,-0.41943154541579736,0.0
2019-01-31,1.0,-0.0,-0.0,-0.022681102801651972,-0.7919410648509878,-0.4177921643040518,0.0
2019-02-01,1.0,-0.0,-0.0,-0.024650945286926313,-0.7836862849889772,-0.4184870955530318,0.0
2019-02-04,1.0,-0.0,-0.0,-0.02463997150933737,-0.7793754312551473,-0.42179535691232445,0.0
2019-02-05,1.0,-0.0,-0.0,-0.014634580312263688,-0.770406120724167,-0.43908189137493886,0.0
2019-02-06,1.0,-0.0,-0.0,-0.01461754104925911,-0.7688782094068437,-0.44139634227739954,0.0
2019-02-07,1.0,-0.0,-0.0,-0.019593501340957956,-0.7593811645277834,-0.4374847618414345,0.0
2019-02-08,1.0,-0.0,-0.0,-0.00415197107013706,-0.7718648153935443,-0.45622572436269476,0.0
2019-02-11,1.0,-0.0,-0.0,-0.007570174850941247,-0.7762890511600903,-0.4492530314195753,0.0
2019-02-12,1.0,-0.0,-0.0,-0.003538713073081144,-0.7866021635422966,-0.44955094179040966,0.0
2019-02-13,1.0,-0.0,-0.0,-0.007787325456498389,-0.7820443967060509,-0.44790547798066593,0.0
2019-02-14,1.0,-0.0,-0.0,-0.010237913885030692,-0.779201577131592,-0.4508042475021282,0.0
2019-02-15,1.0,-0.0,-0.0,-0.008274655783289233,-0.7821904292057228,-0.4519890568237879,0.0
2019-02-19,1.0,-0.0,-0.0,-0.010451945721655264,-0.7884490299428059,-0.44400583155769874,0.0
2019-02-20,1.0,-0.0,-0.0,-0.012155191747028482,-0.7929356357927786,-0.4375644763399865,0.0
2019-02-21,1.0,-0.0,-0.0,-0.014085138832817477,-0.7919750594356973,-0.4367963037724847,0.0
2019-02-22,1.0,-0.0,-0.0,-0.023602317725228753,-0.7810912995816461,-0.4324928969328173,0.0
2019-02-25,1.0,-0.0,-0.0,-0.02287479296297954,-0.7823089663816644,-0.43305429965531134,0.0
2019-02-26,1.0,-0.0,-0.0,-0.02359050113028492,-0.7813066541328141,-0.4332908077620359,0.0
2019-02-27,1.0,-0.0,-0.0,-0.02421123293801745,-0.7790557171626762,-0.43437010516894153,0.0
2019-02-28,1.0,-0.0,-0.0,-0.02169527993186606,-0.7923259670984804,-0.4272266798153212,0.0
2019-03-01,1.0,-0.0,-0.0,-0.030586388608588404,-0.7965242740217513,-0.4152931943042942,0.0
2019-03-04,1.0,-0.0,-0.0,-0.031245797283363966,-0.7934729008831308,-0.4167301743847223,0.0
2019-03-05,1.0,-0.0,-0.0,-0.029626130381967875,-0.7961713231655195,-0.4237189004364062,0.0
2019-03-06,1.0,-0.0,-0.0,-0.025069826110460398,-0.7982250653212,-0.42916028471033424,0.0
2019-03-07,1.0,-0.0,-0.0,-0.02482333348336859,-0.8016833955979654,-0.42402214520412296,0.0
2019-03-08,1.0,-0.0,-0.0,-0.007647536545749864,-0.8292275762497744,-0.41901281357155745,0.0
2019-03-11,1.0,-0.0,-0.0,-0.009058711347227896,-0.8326068201425781,-0.4286654860827317,0.0
2019-03-12,1.0,-0.0,-0.0,-0.01316889159946692,-0.825371010367961,-0.42027512367012265,0.0
2019-03-13,1.0,-0.0,-0.0,-0.02111337406653089,-0.8198913781398507,-0.4219506675718488,0.0
2019-03-14,1.0,-0.0,-0.0,-0.0194363899963755,-0.8223767669445452,-0.4234777093149692,0.0
2019-03-15,1.0,-0.0,-0.0,-0.020487252124645892,-0.822458923512748,-0.42334277620396604,0.0
2019-03-18,1.0,-0.0,-0.0,-0.030514722614117324,-0.8152277795476267,-0.4297774541482729,0.0
2019-03-19,1.0,-0.0,-0.0,-0.03620145713702081,-0.8100955536893711,-0.423364125377335,0.0
2019-03-20,1.0,-0.0,-0.0,-0.034814444242313995,-0.8097371293432782,-0.42941604511551756,0.0
2019-03-21,1.0,-0.0,-0.0,-0.032574997720434026,-0.8075590407586396,-0.43943193216011667,0.0
2019-03-22,1.0,-0.0,-0.0,-0.0388738420920864,-0.8066322234107928,-0.43045724560165693,0.0
2019-03-25,1.0,-0.0,-0.0,-0.06155409984187938,-0.7863338604020781,-0.41095550033882994,0.0
2019-03-26,1.0,-0.0,-0.0,-0.06385722041259502,-0.7966883821932683,-0.4014657980456026,0.0
2019-03-27,1.0,-0.0,-0.0,-0.0641676252340032,-0.7943703904188376,-0.3969145409026321,0.0
2019-03-28,1.0,-0.0,-0.0,-0.06208325824472879,-0.7957965399171022,-0.3948008650207245,0.0
2019-03-29,1.0,-0.0,-0.0,-0.0640721940214326,-0.7975860124083475,-0.3944275239706712,0.0
2019-04-01,1.0,-0.0,-0.0,-0.06171469968984175,-0.7984876955468521,-0.4037264268411401,0.0
