Date,FFIN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.14998213844082325,-0.7136929460580913,-0.0665823967464483,-0.37946195487895357,-0.4382127449094556,0.0
2018-09-25,1.0,-0.14874734724251026,-0.7181324587272276,-0.06259129619932201,-0.3834302565939972,-0.44321031888212115,0.0
2018-09-26,1.0,-0.14964298514046262,-0.7193229123590549,-0.064483224436909,-0.38306729523336913,-0.4403550850494859,0.0
2018-09-27,1.0,-0.14852529064121417,-0.7335534530118476,-0.061541022724119744,-0.38694819788574125,-0.4440775783135873,0.0
2018-09-28,1.0,-0.14593228342082604,-0.7370774657667416,-0.06213371107963225,-0.3875788128767047,-0.44485181790406353,0.0
2018-10-01,1.0,-0.1454661700116751,-0.7387835659087119,-0.06251737365875354,-0.38758547840106744,-0.4454328125868683,0.0
2018-10-02,1.0,-0.1456416262338966,-0.7555908761363003,-0.057888572862640125,-0.38609112709832133,-0.44322681389771906,0.0
2018-10-03,1.0,-0.1454692421328428,-0.751094015664632,-0.05736265574044653,-0.38754633888006246,-0.44585667697968057,0.0
2018-10-04,1.0,-0.14397280669719356,-0.7661038851588617,-0.056662078265022335,-0.3862404135179931,-0.45627440514650114,0.0
2018-10-05,1.0,-0.130963386278959,-0.7624170098327591,-0.045269910636748185,-0.3948511079362411,-0.46785444154971,0.0
2018-10-08,1.0,-0.1297596732227289,-0.7610720980331812,-0.04367288699885292,-0.39579777858601684,-0.4674201941638922,0.0
2018-10-09,1.0,-0.12907737928719298,-0.7613719017512449,-0.04224248867006099,-0.3964359648632015,-0.46838807139260336,0.0
2018-10-10,1.0,-0.12988393231715845,-0.760509019717522,-0.04337854845476157,-0.3968955390854426,-0.46617256327786327,0.0
2018-10-11,1.0,-0.09170472882422119,-0.7678253972595246,-0.0,-0.39094166233624156,-0.48453354484041244,0.0
2018-10-12,1.0,-0.08384004382360997,-0.7745823062174747,-0.0,-0.39265954533004654,-0.4878937277458231,0.0
2018-10-15,1.0,-0.04464408741422547,-0.8240141097362691,-0.0,-0.3912696006834403,-0.49588006724171185,0.0
2018-10-16,1.0,-0.04071562465541956,-0.8308247877384496,-0.0,-0.39028558826772525,-0.4948175101995809,0.0
2018-10-17,1.0,-0.031068279232302272,-0.8147369570558846,-0.0,-0.38698845177318514,-0.49728357312511945,0.0
2018-10-18,1.0,-0.030060394064438552,-0.8129970212882245,-0.0,-0.39111305440931327,-0.4986199546361327,0.0
2018-10-19,1.0,-0.020437042479658205,-0.8125561270307781,-0.0,-0.39001823278090725,-0.4983263939913462,0.0
2018-10-22,1.0,-0.020559322495438827,-0.8029845056231789,-0.0,-0.3959916128856575,-0.5035808621300003,0.0
2018-10-23,1.0,-0.013998682476943348,-0.8094532279314889,-0.0,-0.4086791831357049,-0.5126811594202899,0.0
2018-10-24,1.0,-0.01182149812117721,-0.8094846265668284,-0.0,-0.40840396061329165,-0.5131243314407965,0.0
2018-10-25,1.0,-0.0,-0.7788819543031634,-0.0,-0.40945008437575336,-0.4902633059223743,0.0
2018-10-26,1.0,-0.0,-0.7856622900434067,-0.0,-0.4136313391388746,-0.4967781941710927,0.0
2018-10-29,1.0,-0.0,-0.7910588108863276,-0.0,-0.3980279949490879,-0.4975685768786438,0.0
2018-10-30,1.0,-0.0,-0.7897874406560207,-0.0,-0.39407099697885195,-0.51362214069918,0.0
2018-10-31,1.0,-0.0,-0.7820047822465812,-0.0,-0.3931114155987212,-0.511566051422584,0.0
2018-11-01,1.0,-0.0,-0.792498455090142,-0.0,-0.3863349364571858,-0.5079663612670947,0.0
2018-11-02,1.0,-0.0,-0.7826249966524731,-0.0,-0.38925042178838276,-0.5061460592913954,0.0
2018-11-05,1.0,-0.0,-0.8057086032198242,-0.0,-0.39199612976052894,-0.48993468970892573,0.0
2018-11-06,1.0,-0.0,-0.8059877986508641,-0.0,-0.3919750597973609,-0.48955897766669354,0.0
2018-11-07,1.0,-0.0,-0.8058674977164043,-0.0,-0.3914351727473,-0.4892805330181076,0.0
2018-11-08,1.0,-0.0,-0.803315005605082,-0.0,-0.3773821598249079,-0.4883894731222976,0.0
2018-11-09,1.0,-0.0,-0.8041270180690687,-0.0,-0.38011867849887737,-0.4886934673366834,0.0
2018-11-12,1.0,-0.0,-0.7911648726420121,-0.0,-0.3862837045720985,-0.4869444740488117,0.0
2018-11-13,1.0,-0.0,-0.7877881586957097,-0.0,-0.37845062594288437,-0.48045417251144695,0.0
2018-11-14,1.0,-0.0,-0.7883600689380883,-0.0,-0.3814927747580539,-0.481585576030757,0.0
2018-11-15,1.0,-0.0,-0.7886678498582819,-0.0,-0.3815263171836507,-0.4787157956080633,0.0
2018-11-16,1.0,-0.0,-0.7913239586097108,-0.0,-0.3833112231361103,-0.4785884850092863,0.0
2018-11-19,1.0,-0.0,-0.7921501978383833,-0.0,-0.38436412884722626,-0.4790344424675359,0.0
2018-11-20,1.0,-0.0,-0.7778013076739815,-0.0,-0.3747783042592054,-0.49453371098816745,0.0
2018-11-21,1.0,-0.0,-0.7764065049207935,-0.0,-0.3723751381506236,-0.4826588074311878,0.0
2018-11-23,1.0,-0.0,-0.7574313772201487,-0.0,-0.39540485454882346,-0.49413695439265204,0.0
