Date,IWF,IWM,MTUM,SBSI,SPY,VLUE,VXX
2018-09-24,-0.1225577717696271,-0.6612253226546957,-0.05848594602866908,1.0,-0.3314288629291435,-0.3769321022292506,0.0
2018-09-25,-0.12159934047815334,-0.6733305853256388,-0.05018549051937345,1.0,-0.3419466199505358,-0.38916941467436106,0.0
2018-09-26,-0.12147365709133066,-0.6733221692644596,-0.0499033878655159,1.0,-0.3420584825454077,-0.3895916527115806,0.0
2018-09-27,-0.12054482954692307,-0.6807526298105503,-0.04827996174821018,1.0,-0.3437491923186271,-0.3912537799488253,0.0
2018-09-28,-0.11929380137517448,-0.6818487308070104,-0.048699788037015974,1.0,-0.3437419221423771,-0.39133019697048027,0.0
2018-10-01,-0.12053582973441258,-0.6808813261268718,-0.04848845328299155,1.0,-0.34464299568129514,-0.3915022369339781,0.0
2018-10-02,-0.12073259313064232,-0.6965082494552247,-0.0441527446300716,1.0,-0.3433122340977483,-0.389488430009339,0.0
2018-10-03,-0.12140334475953049,-0.7000623247117482,-0.04474394930923444,1.0,-0.3427080087254597,-0.38794536200270074,0.0
2018-10-04,-0.12020220444537091,-0.7069598978554863,-0.04453188107460198,1.0,-0.3411939442895484,-0.392813403861688,0.0
2018-10-05,-0.11221019290183555,-0.7056105096450919,-0.03816496611885661,1.0,-0.3435366201936807,-0.3967339097022094,0.0
2018-10-08,-0.11086917074941027,-0.7038390750965601,-0.036031832439018065,1.0,-0.34517977032947095,-0.39629831246597713,0.0
2018-10-09,-0.10818307905686546,-0.7133697956192918,-0.01876324810928218,1.0,-0.3612906602465129,-0.4153298615654358,0.0
2018-10-10,-0.11104415039958078,-0.7125900694353465,-0.02140704834272239,1.0,-0.36368400366828246,-0.41150268570679943,0.0
2018-10-11,-0.07476372205004739,-0.7141100837538099,-0.0,1.0,-0.35279051302410164,-0.419614271444305,0.0
2018-10-12,-0.067325208466966,-0.7207697241821681,-0.0,1.0,-0.35486850545221293,-0.4227838357921745,0.0
2018-10-15,-0.02967611963427863,-0.7686347435301409,-0.0,1.0,-0.3537889353788935,-0.4306524097319076,0.0
2018-10-16,-0.023469440563059565,-0.7811933964705273,-0.0,1.0,-0.35312839621176834,-0.42979868550432127,0.0
2018-10-17,-0.00958025700636129,-0.7579388396392713,-0.0,1.0,-0.350790690544925,-0.4364254145057865,0.0
2018-10-18,-0.008815412919051514,-0.7565668438266558,-0.0,1.0,-0.35289758789861003,-0.4369123058053966,0.0
2018-10-19,-0.001784257748776509,-0.7587428629690048,-0.0,1.0,-0.3518301386623165,-0.43655689233278955,0.0
2018-10-22,-0.002549524513678199,-0.758738495270632,-0.0,1.0,-0.3517833923973179,-0.43642760625143406,0.0
2018-10-23,-0.0,-0.7625753494933949,-0.0,1.0,-0.36013851481338977,-0.4423496216493523,0.0
2018-10-24,-0.0,-0.7635216577334393,-0.0,1.0,-0.35919267560844254,-0.44184853691688253,0.0
2018-10-25,-0.0,-0.7485962871161921,-0.0,1.0,-0.3524710405179827,-0.4281703677474834,0.0
2018-10-26,-0.0,-0.7447216406427364,-0.0,1.0,-0.3520671997578387,-0.4257498171177762,0.0
2018-10-29,-0.0,-0.7502890754612639,-0.0,1.0,-0.3369111658539038,-0.4264994218490774,0.0
2018-10-30,-0.0,-0.7518237158524927,-0.0,1.0,-0.33903506565377073,-0.42461135986315846,0.0
2018-10-31,-0.0,-0.751345370416939,-0.0,1.0,-0.3389076095156666,-0.4244580797666348,0.0
2018-11-01,-0.0,-0.7511443086363865,-0.0,1.0,-0.33919319953724664,-0.42462652784065186,0.0
2018-11-02,-0.0,-0.7342846413819001,-0.0,1.0,-0.3464263362122919,-0.4227312554762799,0.0
2018-11-05,-0.0,-0.7615702271239362,-0.0,1.0,-0.35090899934531905,-0.4055496802135267,0.0
2018-11-06,-0.0,-0.7608805158170461,-0.0,1.0,-0.35142554906306667,-0.40630666935321375,0.0
