Date,IWF,IWM,MTUM,RL,SPY,VLUE,VXX
2018-09-24,-0.4811391644123835,-0.8255184851217313,-0.16456266907123535,1.0,-0.6675683799218515,-0.6183874361286443,0.0
2018-09-25,-0.48007382853698966,-0.8304580382703028,-0.16072773843604038,1.0,-0.671802018984481,-0.6237381346994123,0.0
2018-09-26,-0.4806569480543941,-0.8311673635439034,-0.16201454024936907,1.0,-0.6714506347233209,-0.6216521640863375,0.0
2018-09-27,-0.49137474464704545,-0.8200045396080805,-0.1670575773624877,1.0,-0.6779148066883558,-0.6266550654460165,0.0
2018-09-28,-0.4912426707017213,-0.8198978626820503,-0.1674295441649329,1.0,-0.677737847550596,-0.6265935313031966,0.0
2018-10-01,-0.4918665355224332,-0.81909661799198,-0.1674737081032004,1.0,-0.678066126957706,-0.6265415752440039,0.0
2018-10-02,-0.4917734475699446,-0.8341799984835848,-0.16373493062400485,1.0,-0.676624459777087,-0.6247251497460004,0.0
2018-10-03,-0.4993098159509203,-0.8664493865030676,-0.16702453987730062,1.0,-0.6799079754601228,-0.6216641104294479,0.0
2018-10-04,-0.49815512337612416,-0.8732031670382042,-0.1671535091090783,1.0,-0.6785686832193097,-0.6263740487354907,0.0
2018-10-05,-0.5083649601115328,-0.8895515451940206,-0.16729920223065603,1.0,-0.6816667957555573,-0.6257842150104562,0.0
2018-10-08,-0.5064578499613303,-0.8861948955916474,-0.16264501160092806,1.0,-0.6861175560711524,-0.6255607115235885,0.0
2018-10-09,-0.5036029753602975,-0.8894700139470013,-0.15260344026034403,1.0,-0.6934759026809235,-0.6349759801642646,0.0
2018-10-10,-0.5042020061190504,-0.888579063552922,-0.15324735680260254,1.0,-0.6936989272297742,-0.6330893458812594,0.0
2018-10-11,-0.49747659590861804,-0.8902800785915166,-0.13942289170551295,1.0,-0.6925684786377471,-0.6328158107639557,0.0
2018-10-12,-0.5177199220094048,-0.8902779370722941,-0.13610123485109146,1.0,-0.672401269258707,-0.6066062621860304,0.0
2018-10-15,-0.5182395227898441,-0.891518813092689,-0.13398592841847662,1.0,-0.6734092994799633,-0.6066457632303458,0.0
2018-10-16,-0.5170001942879346,-0.9523605984068388,-0.10083543811929278,1.0,-0.6926753448610841,-0.6228871187099281,0.0
2018-10-17,-0.5007846889952153,-0.9141818181818182,-0.08378947368421052,1.0,-0.6928995215311005,-0.6361339712918661,0.0
2018-10-18,-0.5011868300153139,-0.9150459418070445,-0.0832312404287902,1.0,-0.6927258805513017,-0.6362940275650842,0.0
2018-10-19,-0.4905308792211742,-0.9053468208092484,-0.0703529053848494,1.0,-0.6986613933678125,-0.6379297231518102,0.0
2018-10-22,-0.4892887093085309,-0.9141190821071891,-0.07829534192269573,1.0,-0.6948997484180833,-0.6352443394068765,0.0
2018-10-23,-0.5020387751961839,-0.924372980458532,-0.09339898445914754,1.0,-0.69037544237575,-0.6365979381443299,0.0
2018-10-24,-0.503574998077958,-0.9216191281617591,-0.08622280310601983,1.0,-0.6928576920119937,-0.6398477742753902,0.0
2018-10-25,-0.47032253247722855,-0.8741974018217112,-0.0779453486635807,1.0,-0.703225324772286,-0.607324175003733,0.0
2018-10-26,-0.4586969383227333,-0.8631859192427156,-0.06315633781984914,1.0,-0.7115071734950451,-0.6010945126460583,0.0
2018-10-29,-0.4408173803991,-0.8824462395337686,-0.044188705691416766,1.0,-0.7065397809007413,-0.6145844860019918,0.0
2018-10-30,-0.4170480336347062,-0.898798228969007,-0.0210588979424787,1.0,-0.7254157830114968,-0.6583696097034639,0.0
2018-10-31,-0.4238096999741038,-0.8733676149606009,-0.022381709888646368,1.0,-0.725759313380933,-0.654174836299064,0.0
2018-11-01,-0.4037455961431485,-0.9059892453180047,-0.0,1.0,-0.7352864824772853,-0.663489708881884,0.0
2018-11-02,-0.40735413439551527,-0.8834919229918125,-0.0,1.0,-0.7392122150918344,-0.658110201371985,0.0
2018-11-05,-0.40129951637316796,-0.9031269612729353,-0.0,1.0,-0.7422379739358365,-0.6451434267360726,0.0
2018-11-06,-0.3978029294274301,-0.9013537505548158,-0.0,1.0,-0.7474848350347685,-0.6521304926764314,0.0
2018-11-07,-0.4012991975544517,-0.9455865494841422,-0.006190294230034391,1.0,-0.780855941918227,-0.6872372946121514,0.0
2018-11-08,-0.3646177823393013,-0.9567415516782606,-0.0,1.0,-0.775915155661991,-0.7039951343748811,0.0
2018-11-09,-0.3628546201389689,-0.9692118699374257,-0.0,1.0,-0.792928711274905,-0.713923759069446,0.0
2018-11-12,-0.36463873898357724,-0.99402104282331,-0.0,1.0,-0.7981519586908413,-0.7255891602282873,0.0
2018-11-13,-0.34133949191685914,-0.990030792917629,-0.0,1.0,-0.7979984603541187,-0.7197459584295612,0.0
2018-11-14,-0.34241724403387225,-0.9892224788298692,-0.0,1.0,-0.7981909160892995,-0.7192840646651272,0.0
2018-11-15,-0.3419382141345747,-0.9925364521217251,-0.0,1.0,-0.8044473512099412,-0.7082676105105221,0.0
2018-11-16,-0.33454250762165705,-0.982171111025354,-0.0,1.0,-0.8127194844286652,-0.7296337745533129,0.0
2018-11-19,-0.34315243477587676,-0.9835488116435703,-0.0,1.0,-0.8125338700936751,-0.7316714407370132,0.0
2018-11-20,-0.31917597227570277,-0.9778975741239894,-0.0,1.0,-0.8130920292645359,-0.7404697728147863,0.0
2018-11-21,-0.3243645523242501,-0.9708419204640868,-0.0,1.0,-0.8089458819937411,-0.7123502022746356,0.0
2018-11-23,-0.32431089192185647,-0.9775968192070955,-0.0,1.0,-0.8080819665863822,-0.7131169476621936,0.0
2018-11-26,-0.3234349919743178,-0.9819995413895896,-0.0,1.0,-0.8057020561033402,-0.7106168310020637,0.0
2018-11-27,-0.3153831526906256,-0.9831526906255943,-0.0,1.0,-0.7998859098687963,-0.7045826202700133,0.0
2018-11-28,-0.31075330649798727,-1.0182096990607628,-0.0,1.0,-0.798274870615296,-0.7064213149319531,0.0
2018-11-29,-0.2658983721284041,-1.0089000456412598,-0.0,1.0,-0.8048075460216036,-0.7238703788224555,0.0
2018-11-30,-0.2653402822688021,-1.0093201962947465,-0.0,1.0,-0.8049606269258569,-0.7245406474683304,0.0
2018-12-03,-0.2628597498384215,-1.0100368779226705,-0.0,1.0,-0.804889176139604,-0.7240618940805232,0.0
2018-12-04,-0.26110583317499525,-1.0106783203496104,-0.0,1.0,-0.8046741402242067,-0.7236557096712901,0.0
2018-12-06,-0.25300803376402203,-0.9548702380511642,-0.0,1.0,-0.8000814482988412,-0.6942356817592832,0.0
2018-12-07,-0.25064810014073036,-0.9558180875490705,-0.0,1.0,-0.8009406710614029,-0.6959854825568478,0.0
2018-12-10,-0.23212187958883995,-0.9571953010279003,-0.0,1.0,-0.7988619676945669,-0.6828560939794421,0.0
2018-12-11,-0.2361427207987666,-0.9556199985316791,-0.0,1.0,-0.7996843109903825,-0.6793554070919904,0.0
2018-12-12,-0.23688557688777948,-0.9553981131382843,-0.0,1.0,-0.7998237950148673,-0.6787929958518409,0.0
2018-12-13,-0.2376525062472439,-0.9574819932382773,-0.0,1.0,-0.7992797295310893,-0.6804351021608115,0.0
2018-12-14,-0.23168836934004144,-0.9852397158922759,-0.0,1.0,-0.795242675347736,-0.6871855578573542,0.0
2018-12-17,-0.21886861986364475,-0.9846323935876174,-0.0,1.0,-0.7849640685461582,-0.6968490878938641,0.0
2018-12-18,-0.20292350527549827,-0.9733660609613131,-0.0,1.0,-0.7840709261430246,-0.7031799531066824,0.0
2018-12-19,-0.2105842226867642,-0.9723108519455752,-0.0,1.0,-0.7817875087101624,-0.7027542450581289,0.0
2018-12-20,-0.2088517532017368,-0.9578939686941292,-0.0,1.0,-0.7854562702959098,-0.6964644069033459,0.0
2018-12-21,-0.20433425294032234,-0.9585450849426456,-0.0,1.0,-0.7869173805720924,-0.6802671700304923,0.0
2018-12-24,-0.18538150872638107,-0.9394922832828501,-0.0,1.0,-0.7829222558776864,-0.6981826049329294,0.0
2018-12-26,-0.18602573266619013,-0.94903502501787,-0.0,1.0,-0.7566476054324518,-0.6822730521801287,0.0
2018-12-27,-0.15573997233748268,-0.9160442600276625,-0.0,1.0,-0.7020401106500691,-0.6839903181189488,0.0
2018-12-28,-0.15351922877578522,-0.9181092567637608,-0.0,1.0,-0.7013924881655783,-0.6822846480771224,0.0
2018-12-31,-0.15456116102280582,-0.9166897028334486,-0.0,1.0,-0.701520387007602,-0.6826537664132689,0.0
2019-01-02,-0.15355391310354355,-0.9165227602403813,-0.0,1.0,-0.7008703460661739,-0.6828072114388339,0.0
2019-01-03,-0.15134443906822426,-0.9178129536185803,-0.0,1.0,-0.6996267367111357,-0.6873574341605032,0.0
2019-01-04,-0.1458649730774541,-0.919508490956786,-0.0,1.0,-0.6982603893414332,-0.6879745961618114,0.0
2019-01-07,-0.13244133528033417,-0.8973749448161102,-0.0,1.0,-0.6940605155024281,-0.6720548782558494,0.0
2019-01-08,-0.13444523543170955,-0.8887080917997221,-0.0,1.0,-0.6973117732804502,-0.6694464219126073,0.0
2019-01-09,-0.13311666328119712,-0.8823549326291557,-0.0,1.0,-0.697102038052678,-0.6728959306655834,0.0
2019-01-10,-0.13379805089334054,-0.8806848944233893,-0.0,1.0,-0.6975162425554954,-0.6718665403356795,0.0
2019-01-11,-0.13092243899123104,-0.8759431717762219,-0.0,1.0,-0.7071918972197676,-0.6847936917952553,0.0
2019-01-14,-0.14134648078884735,-0.8763345800748046,-0.0,1.0,-0.7086025161509691,-0.6739204352261136,0.0
2019-01-15,-0.1365743897449884,-0.8690508659484523,-0.0,1.0,-0.713418791763262,-0.6902018273557888,0.0
2019-01-16,-0.1253960143076137,-0.8677227048203032,-0.0,1.0,-0.7091125872934765,-0.7043433827286664,0.0
2019-01-17,-0.12290654618337464,-0.8683629445935387,-0.0,1.0,-0.7068315385399327,-0.6989842714950572,0.0
2019-01-18,-0.12486316365626708,-0.8621031746031745,-0.0,1.0,-0.7112068965517241,-0.7227353585112206,0.0
2019-01-22,-0.0,-0.9459402755437443,-0.0,1.0,-0.8104762570809148,-0.7403314917127071,0.0
2019-01-23,-0.0,-0.9186413348289402,-0.0,1.0,-0.8183538979248458,-0.7683328659562535,0.0
2019-01-24,-0.0,-0.910353048417067,-0.0,1.0,-0.831749815938015,-0.7638046488798513,0.0
2019-01-25,-0.0,-0.9074297473743969,-0.0,1.0,-0.8754612546125461,-0.7652214022140222,0.0
2019-01-28,-0.0,-0.9024372912669651,-0.0,1.0,-0.8848504227954239,-0.7656150074610957,0.0
2019-01-29,-0.0,-0.8868610536821843,-0.0,1.0,-0.8846866756968703,-0.7930063449062522,0.0
2019-01-30,-0.0,-0.8851173072808957,-0.0,1.0,-0.8840476360265279,-0.7963702488768452,0.0
2019-01-31,-0.0,-0.8963166535798417,-0.0,1.0,-0.8489542437004782,-0.8238632307802128,0.0
2019-02-01,-0.0,-0.894268244716988,-0.0,1.0,-0.857224586119355,-0.8241856473701149,0.0
2019-02-04,-0.0,-0.900710739669274,-0.0,1.0,-0.8561377192042573,-0.8147076681310047,0.0
2019-02-05,-0.0,-0.8812497763143767,-0.0,1.0,-0.8478579864714936,-0.8498622096560611,0.0
2019-02-06,-0.0,-0.874051874051874,-0.0,1.0,-0.9456469456469455,-0.8803048803048803,0.0
2019-02-07,-0.0,-0.8731346047028328,-0.0,1.0,-0.9384188113312348,-0.8914645436030365,0.0
2019-02-08,-0.0,-0.8720222634508348,-0.0,1.0,-0.9538033395176252,-0.8847124304267161,0.0
2019-02-11,-0.0,-0.8607237160177024,-0.0,1.0,-0.9573431514745806,-0.9009632191602513,0.0
2019-02-12,-0.0,-0.8631822248732479,-0.0,1.0,-0.9650313152400835,-0.8997912317327766,0.0
2019-02-13,-0.0,-0.8723744972441533,-0.0,1.0,-0.9610829733353197,-0.8906971547743185,0.0
2019-02-14,-0.0,-0.8596451745996024,-0.0,1.0,-1.0007876673793181,-0.8903266944225647,0.0
2019-02-15,-0.0,-0.8725504917786621,-0.0,1.0,-0.9956453187176215,-0.8858397777610932,0.0
2019-02-19,-0.0,-0.8598229025964281,-0.0,1.0,-1.0077667717244485,-0.8844739606783731,0.0
2019-02-20,-0.0,-0.8759140510743616,-0.0,1.0,-0.9965875426557167,-0.8774515318558518,0.0
2019-02-21,-0.0,-0.8793025871766029,-0.0,1.0,-0.9968128983877015,-0.8734158230221223,0.0
2019-02-22,-0.0,-0.8672009587296832,-0.0,1.0,-1.0138566399520637,-0.8639427758220359,0.0
2019-02-25,-0.0,-0.860751879699248,-0.0,1.0,-1.0266541353383458,-0.8719924812030074,0.0
2019-02-26,-0.0,-0.8576525821596245,-0.0,1.0,-1.0303098591549296,-0.8679061032863851,0.0
2019-02-27,-0.0,-0.8565524496543432,-0.0,1.0,-1.0373083859332732,-0.8632777276825969,0.0
2019-02-28,-0.0,-0.8575938662757921,-0.0,1.0,-1.0374713421280115,-0.8633066486263014,0.0
2019-03-01,-0.0,-0.8619717250714395,-0.0,1.0,-1.0301925101519027,-0.867762069484133,0.0
2019-03-04,-0.0,-0.8612781954887218,-0.0,1.0,-1.0270300751879697,-0.8710526315789473,0.0
2019-03-05,-0.0,-0.8516299227435463,-0.0,1.0,-1.0418692293197664,-0.8751083474656115,0.0
