Date,IWF,IWM,MTUM,SPY,VLUE,VNET,VXX
2018-09-24,-1.3174603174603174,-2.734057365636313,-0.3273925554627309,-1.9677898449828275,-1.9357653392741112,1.0,0.0
2018-09-25,-1.3177257525083612,-2.7368078781122263,-0.3265514678558157,-1.9703641768859161,-1.9388703084355259,1.0,0.0
2018-09-26,-1.3207810320781033,-2.7413296141329613,-0.3310088331008833,-1.9709902370990235,-1.9338912133891213,1.0,0.0
2018-09-27,-1.3247910863509749,-2.7243268337975857,-0.3351903435468895,-1.9691736304549674,-1.9315691736304548,1.0,0.0
2018-09-28,-1.3213854582598201,-2.727179868140032,-0.33680007428730613,-1.9687993314142447,-1.9316556783359646,1.0,0.0
2018-10-01,-1.3224997678521682,-2.7253226854861174,-0.33735722908348037,-1.9691707679450274,-1.931469960070573,1.0,0.0
2018-10-02,-1.3290550595238095,-2.6977306547619047,-0.34970238095238093,-1.9807477678571428,-1.943359375,1.0,0.0
2018-10-03,-1.3269552294259706,-2.6843767415939066,-0.34878320639048854,-1.9814229983280698,-1.9469626602266392,1.0,0.0
2018-10-04,-1.374746008708273,-2.8257377842283504,-0.36826318335752295,-2.05292694726657,-2.0540880503144656,1.0,0.0
2018-10-05,-1.383889483412783,-2.855336122190874,-0.3580114797159256,-2.066738009534001,-2.0645977235139603,1.0,0.0
2018-10-08,-1.375617792421746,-2.8422327744936524,-0.347901928481442,-2.067060761701715,-2.0580482604903576,1.0,0.0
2018-10-09,-1.3880073980336805,-2.8554463155845418,-0.36104351211914726,-2.0717414581913753,-2.058016158863039,1.0,0.0
2018-10-10,-1.3975797794476432,-2.858495169317849,-0.3678149702351908,-2.0812920854884354,-2.0536742461208157,1.0,0.0
2018-10-11,-1.2495491219743713,-2.8946369245372567,-0.13706691979117228,-2.072330327479829,-2.1385856668248695,1.0,0.0
2018-10-12,-1.2830916964790058,-2.899359819243081,-0.1174919977405385,-2.029655432122011,-2.084823950291847,1.0,0.0
2018-10-15,-1.2528326622342916,-2.931173330836221,-0.07472609794924617,-2.022005805787059,-2.0833411368105628,1.0,0.0
2018-10-16,-1.2523171987641606,-2.9315607152888306,-0.07424398464563242,-2.0214399400805165,-2.0828574103548356,1.0,0.0
2018-10-17,-1.1936160510715914,-2.8124031007751937,-0.018695850433196538,-2.0001823985408116,-2.095029639762882,1.0,0.0
2018-10-18,-1.198135624200329,-2.822427344178395,-0.015810637908974592,-2.0026503381465908,-2.099981721805886,1.0,0.0
2018-10-19,-1.152910434312489,-2.7832942872589657,-0.0,-1.990178410524419,-2.0842494143088843,1.0,0.0
2018-10-22,-1.1534029528267917,-2.7741267554915376,-0.0,-1.9905473532589126,-2.0844436442203818,1.0,0.0
2018-10-23,-1.177206015582533,-2.7938938213444464,-0.0,-1.9950172132632722,-2.0934951984055084,1.0,0.0
2018-10-24,-1.1715216211326218,-2.7846028586936855,-0.0,-1.9942102406368736,-2.0960738194318798,1.0,0.0
2018-10-25,-1.0554439884746354,-2.6524927966471665,-0.0,-2.01562909281411,-2.00768357635554,1.0,0.0
2018-10-26,-0.9979406212459241,-2.60108117384589,-0.0,-2.0120988501801955,-1.969624163377381,1.0,0.0
2018-10-29,-0.9409106412005458,-2.6231241473397002,-0.0,-1.9834583901773533,-1.9791098226466577,1.0,0.0
2018-10-30,-0.924184342788994,-2.621518016866854,-0.0,-1.9824516568702617,-1.9905443393815487,1.0,0.0
2018-10-31,-0.9351374207188161,-2.563720930232558,-0.0,-1.9797040169133193,-1.9780972515856239,1.0,0.0
2018-11-01,-1.0050290470822856,-2.5901326627937222,-0.0,-2.042573484782797,-2.032948929159802,1.0,0.0
2018-11-02,-1.0160832544938505,-2.5082996473724952,-0.0,-2.0602046959662856,-2.0160832544938505,1.0,0.0
2018-11-05,-1.013406668958405,-2.512203506359574,-0.0,-2.0586112066002062,-2.0097971811619115,1.0,0.0
2018-11-06,-1.022860089377793,-2.519766242695084,-0.0,-2.0519938123066344,-1.9993984187005842,1.0,0.0
2018-11-07,-1.019651591864756,-2.5179782030378446,-0.0,-2.047369776023342,-1.9963957779112678,1.0,0.0
2018-11-08,-0.9365514876103918,-2.553116693818057,-0.0,-2.0438995112749723,-2.040555603189574,1.0,0.0
2018-11-09,-0.9453448275862067,-2.5668103448275863,-0.0,-2.054655172413793,-2.0538793103448274,1.0,0.0
2018-11-12,-0.9514495889225443,-2.5318909562959755,-0.0,-2.1031588057118134,-2.0677628732150586,1.0,0.0
2018-11-13,-0.8791584708800136,-2.5177456597964594,-0.0,-2.10142820490892,-2.0538783887796117,1.0,0.0
2018-11-14,-0.8900275576989322,-2.5322941784361004,-0.0,-2.1210816396830863,-2.06837754047537,1.0,0.0
2018-11-15,-0.8898560717055933,-2.542445919158838,-0.0,-2.136171679737999,-2.0499870723088858,1.0,0.0
2018-11-16,-0.8846319044755605,-2.53062451679409,-0.0,-2.1286831028262174,-2.046387767373937,1.0,0.0
2018-11-19,-0.8961005423086855,-2.5328398037359046,-0.0,-2.129551519325127,-2.0495825083928727,1.0,0.0
2018-11-20,-0.783993850358729,-2.5105056371711654,-0.0,-2.1405022207037923,-2.1061667236077897,1.0,0.0
2018-11-21,-0.7964497041420118,-2.49323753169907,-0.0,-2.1317836010143703,-2.031614539306847,1.0,0.0
2018-11-23,-0.8251687727194045,-2.4865847325601522,-0.0,-2.2370607581789854,-2.1061969880560847,1.0,0.0
2018-11-26,-0.8232546067998961,-2.495458084609395,-0.0,-2.231767453932001,-2.1007872653343713,1.0,0.0
2018-11-27,-0.8112769189527299,-2.623626128138683,-0.0,-2.3220445000446785,-2.1788043963899564,1.0,0.0
2018-11-28,-0.8129020729092209,-2.6206218727662614,-0.0,-2.322373123659757,-2.179056468906362,1.0,0.0
2018-11-29,-0.7235978650800594,-2.564878817044361,-0.0,-2.2904891066585003,-2.1707060985213054,1.0,0.0
2018-11-30,-0.722402171058391,-2.5667512912544868,-0.0,-2.2920423706556945,-2.173071872537862,1.0,0.0
2018-12-03,-0.7162766237181173,-2.5744587606275746,-0.0,-2.2973091419055134,-2.1769655535103865,1.0,0.0
2018-12-04,-0.6971070059254095,-2.570233530846985,-0.0,-2.282066922272569,-2.164430115022656,1.0,0.0
2018-12-06,-0.655301767255752,-2.3715405135045016,-0.0,-2.2482494164721576,-2.0611037012337445,1.0,0.0
2018-12-07,-0.6670284712365367,-2.3742172497286465,-0.0,-2.2524004341654837,-2.055690072639225,1.0,0.0
2018-12-10,-0.5923342087984241,-2.3724556795797764,-0.0,-2.2383453709783323,-2.004267892317794,1.0,0.0
2018-12-11,-0.5849149617944294,-2.3780297428313206,-0.0,-2.2379426505628133,-2.0153643907649332,1.0,0.0
2018-12-12,-0.5853257743817271,-2.3777832552789415,-0.0,-2.237531837975516,-2.015528715799852,1.0,0.0
2018-12-13,-0.5838799606428337,-2.3690554280091836,-0.0,-2.236962938668416,-2.0095113151853066,1.0,0.0
2018-12-14,-0.5958668197474167,-2.3381171067738227,-0.0,-2.255617516811547,-2.011153026078399,1.0,0.0
2018-12-17,-0.5490035935968638,-2.339676576282261,-0.0,-2.2261515844495263,-2.0524338451486446,1.0,0.0
2018-12-18,-0.5139471138342471,-2.3007094485649793,-0.0,-2.203402128345695,-2.0438568203805225,1.0,0.0
2018-12-19,-0.5247476786435205,-2.3014129995962858,-0.0,-2.202987484860719,-2.045215987081147,1.0,0.0
2018-12-20,-0.5179515948068601,-2.2610995351819203,-0.0,-2.2086071485815033,-2.026366404872576,1.0,0.0
2018-12-21,-0.5035455342203808,-2.2644410803920008,-0.0,-2.2167157995378854,-1.9828698908453508,1.0,0.0
2018-12-24,-0.4609399559886828,-2.2106255894372837,-0.0,-2.190348946872053,-1.997327884313109,1.0,0.0
2018-12-26,-0.45734984809534934,-2.2412557451117863,-0.0,-2.1304043000701096,-1.9609721897639634,1.0,0.0
2018-12-27,-0.30577837195484253,-2.154040404040404,-0.0,-1.9754901960784312,-1.9919043374925725,1.0,0.0
2018-12-28,-0.29286990175647515,-2.17460553736231,-0.0,-1.9822119678475736,-1.9930038701994641,1.0,0.0
2018-12-31,-0.2960095294818344,-2.1711584276354974,-0.0,-1.9832489577129246,-1.9944907683144733,1.0,0.0
