Date,FUTU,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-11-06,1.0,-0.6115249242858312,-0.5426864205615126,-2.3475484979945977,-2.1893263485307357,-1.4943112056969796,0.0
2019-11-07,1.0,-0.6124170693750512,-0.5374723564583503,-2.354164960275207,-2.190679007289704,-1.4960275206814646,0.0
2019-11-08,1.0,-0.614249405591539,-0.536935311961958,-2.3545953923095846,-2.1933262277609247,-1.4995490694433058,0.0
2019-11-11,1.0,-0.6202417166817397,-0.5381895913837047,-2.341527583655348,-2.2178738797993915,-1.5038230699662911,0.0
2019-11-12,1.0,-0.619980250164582,-0.538429888084266,-2.3423304805793284,-2.2225148123765632,-1.5059249506254113,0.0
2019-11-13,1.0,-0.6205676676264911,-0.5394487865076101,-2.3403537638831757,-2.220814479638009,-1.5059646236116824,0.0
2019-11-14,1.0,-0.6216060556195492,-0.5416323844001975,-2.326888267237124,-2.2221490867204214,-1.5154681586309033,0.0
2019-11-15,1.0,-0.6279835390946503,-0.5411522633744856,-2.3227983539094654,-2.2242798353909463,-1.5143209876543209,0.0
2019-11-18,1.0,-0.6133749589221164,-0.5521689122576405,-2.3329773250082155,-2.21910943148209,-1.4979461058166283,0.0
2019-11-19,1.0,-0.6131788678005095,-0.5538575301947252,-2.3324295456412787,-2.2187987839947416,-1.4979048558047818,0.0
2019-11-20,1.0,-0.6127177127834373,-0.5507722642129478,-2.3299375616168256,-2.219930989155439,-1.5022182057180415,0.0
2019-11-21,1.0,-0.6126066973079448,-0.5570420223243598,-2.3303512803676956,-2.221684175968483,-1.485801050558109,0.0
2019-11-22,1.0,-0.6155239114330397,-0.5390567124866245,-2.315334595439954,-2.247345460531731,-1.513869454276072,0.0
2019-11-25,1.0,-0.6359554299018793,-0.5403292865458174,-2.354232496258107,-2.275403292865458,-1.5093963079993347,0.0
2019-11-26,1.0,-0.6320864505403159,-0.45810473815461344,-2.3708229426433918,-2.312053200332502,-1.539484621778886,0.0
2019-11-27,1.0,-0.6332059165697191,-0.4558750207744723,-2.3542463021439257,-2.311118497590161,-1.5553431942828653,0.0
2019-11-29,1.0,-0.6295803905276278,-0.4476111341919402,-2.35828832571666,-2.311674283340258,-1.5619443290402992,0.0
2019-12-02,1.0,-0.62699203187251,-0.44032204515272244,-2.357320717131474,-2.3172310756972108,-1.5583499335989375,0.0
2019-12-03,1.0,-0.5949752883031302,-0.4249588138385502,-2.328418451400329,-2.319357495881384,-1.5696046128500825,0.0
2019-12-04,1.0,-0.567398119122257,-0.45017323873948195,-2.3813727107737996,-2.3181818181818183,-1.5323378980366276,0.0
2019-12-05,1.0,-0.568910124392454,-0.44665952714391627,-2.381332893978087,-2.3135348875525166,-1.5273910536287998,0.0
2019-12-06,1.0,-0.5699341021416804,-0.4471993410214168,-2.3804777594728175,-2.312355848434926,-1.527182866556837,0.0
2019-12-09,1.0,-0.5624691358024692,-0.4338271604938272,-2.411028806584362,-2.2958024691358028,-1.5273251028806585,0.0
2019-12-10,1.0,-0.5483791344413362,-0.42973506664472605,-2.4169820635181836,-2.3045910811255554,-1.528056606878394,0.0
2019-12-11,1.0,-0.5480872069107363,-0.4334841628959276,-2.4154668860551216,-2.3032496914849854,-1.5267791032496913,0.0
2019-12-12,1.0,-0.5468377333662308,-0.4381939304219097,-2.414754502837404,-2.3010115963483835,-1.5235627929928448,0.0
2019-12-13,1.0,-0.5559489501852614,-0.44825030876904076,-2.4578015644298064,-2.291807328118567,-1.4801152737752161,0.0
2019-12-16,1.0,-0.5616709236219823,-0.44640355936392845,-2.463129274120458,-2.293812309466919,-1.474252286396968,0.0
2019-12-17,1.0,-0.5500288707415656,-0.4536005939123979,-2.4808215788171246,-2.304710055266848,-1.4597046935577003,0.0
2019-12-18,1.0,-0.5482593631413959,-0.4628774129681571,-2.477561458505197,-2.304570202936809,-1.4561953473024254,0.0
2019-12-19,1.0,-0.5473223863355062,-0.46216684544929443,-2.479247462661936,-2.3065434441785624,-1.4563082762604176,0.0
2019-12-20,1.0,-0.5438813349814586,-0.46163988463123196,-2.4711990111248454,-2.306716110424392,-1.457189946435929,0.0
2019-12-23,1.0,-0.5557570262919311,-0.48495837797741703,-2.4526497980713757,-2.322426440286821,-1.4261106074342702,0.0
2019-12-24,1.0,-0.5570298335256304,-0.4853304763474534,-2.4504697544090983,-2.322811933410252,-1.4257458381407613,0.0
2019-12-26,1.0,-0.5560959525183414,-0.48858296925232875,-2.4528892918967933,-2.32132552963482,-1.424532190256368,0.0
2019-12-27,1.0,-0.5412511332728922,-0.500535729003544,-2.4608917827412844,-2.3127008983763293,-1.426687546361164,0.0
2019-12-30,1.0,-0.5389117889530091,-0.495795548227535,-2.465539983511954,-2.316570486397362,-1.427205276174773,0.0
2019-12-31,1.0,-0.5136048812664907,-0.5136048812664907,-2.478149736147757,-2.3190963060686016,-1.4209267810026387,0.0
2020-01-02,1.0,-0.508613549776379,-0.5107669372204737,-2.4966042736458505,-2.3348517475567334,-1.4314228921649828,0.0
2020-01-03,1.0,-0.4995447396738681,-0.5133680986673288,-2.500455260326132,-2.333002234914328,-1.431090141544574,0.0
2020-01-06,1.0,-0.4835929731521379,-0.5064633742127942,-2.512346702021876,-2.349685117666556,-1.4342890288365926,0.0
2020-01-07,1.0,-0.4940278699402787,-0.5069674850696748,-2.5094558725945584,-2.35650298606503,-1.4277538155275382,0.0
2020-01-08,1.0,-0.4943997345059321,-0.5002074172405211,-2.5107442130589894,-2.348046129594292,-1.4432091595453413,0.0
2020-01-09,1.0,-0.4830957905203845,-0.5029002320185615,-2.509115014915479,-2.342558833278091,-1.4488730527013591,0.0
2020-01-10,1.0,-0.47284899578477557,-0.5116951814199521,-2.4949995867427064,-2.3293660633110176,-1.456318704025126,0.0
2020-01-13,1.0,-0.47317960161996864,-0.5117778328787503,-2.494916935283908,-2.3290354574758245,-1.4562360525663278,0.0
2020-01-14,1.0,-0.4669193375628244,-0.5079508939606163,-2.479443025459339,-2.3216610364999584,-1.4632940594875175,0.0
2020-01-15,1.0,-0.4580140090646889,-0.51495673671199,-2.480922950144211,-2.316357643180882,-1.4702925422332096,0.0
2020-01-16,1.0,-0.457092819614711,-0.5427403886248019,-2.5522475189725626,-2.3408389625552495,-1.4466683345842717,0.0
2020-01-17,1.0,-0.4581066376496191,-0.55017996149661,-2.564660584247091,-2.349543818531849,-1.447894869004771,0.0
2020-01-21,1.0,-0.458744769874477,-0.5515481171548117,-2.5625104602510462,-2.3480334728033476,-1.44744769874477,0.0
2020-01-22,1.0,-0.4579920628219201,-0.5781474288609305,-2.5603309972135437,-2.3871485265557717,-1.460103014438909,0.0
2020-01-23,1.0,-0.45622041920216366,-0.5744590939824206,-2.5670216362407032,-2.3841277890466532,-1.4698275862068968,0.0
2020-01-24,1.0,-0.4532447623914155,-0.5827797649463465,-2.593595639584398,-2.4083631408618635,-1.478453415091126,0.0
2020-01-27,1.0,-0.4220900594732371,-0.5548853016142736,-2.6218351741716224,-2.397621070518267,-1.4997451146983858,0.0
2020-01-28,1.0,-0.33195824212830444,-0.621906044788685,-2.6876578548577204,-2.361424482236067,-1.4159791210641524,0.0
2020-01-29,1.0,-0.3013583766560456,-0.6315612946503437,-2.692436692939795,-2.349488512493711,-1.4101962099614287,0.0
2020-01-30,1.0,-0.39001880020509316,-0.6339087335498205,-2.7204751324559906,-2.465988719876944,-1.3351563835241838,0.0
2020-01-31,1.0,-0.4157274369784049,-0.645874559063925,-2.711606297857696,-2.479996558547707,-1.3504258797212423,0.0
2020-02-03,1.0,-0.4150959488272921,-0.606908315565032,-2.6969722814498938,-2.4629424307036247,-1.3468656716417913,0.0
2020-02-04,1.0,-0.37206914256375145,-0.5728221803867876,-2.713760054766387,-2.5013691596782475,-1.3972274516515488,0.0
2020-02-05,1.0,-0.2834679133021674,-0.5921801954951126,-2.7501062473438163,-2.5103272418189544,-1.3636209094772629,0.0
2020-02-06,1.0,-0.3273314081875318,-0.5831493120434856,-2.799303550195346,-2.4788517071513505,-1.3046543230847631,0.0
2020-02-07,1.0,-0.32492997198879553,-0.5875562346150582,-2.7956879721585604,-2.476020711314829,-1.3040488922841864,0.0
2020-02-10,1.0,-0.33832921740611427,-0.548241505577791,-2.819552073575747,-2.5001277356723155,-1.3095461125777057,0.0
2020-02-11,1.0,-0.32600950118764843,-0.5490329148286393,-2.799457074991517,-2.49151679674245,-1.317271801832372,0.0
2020-02-12,1.0,-0.3464523787781938,-0.6393023468176423,-3.0601771527714363,-2.6079810063007947,-1.4776732718473198,0.0
2020-02-13,1.0,-0.3104436229205176,-0.6486136783733827,-3.1569316081330867,-2.6480591497227355,-1.4780961182994452,0.0
2020-02-14,1.0,-0.31724456773000465,-0.6370781322237633,-3.143042071197411,-2.6603791030975494,-1.4886731391585761,0.0
2020-02-18,1.0,-0.31992230854605996,-0.6368849426563079,-3.1453940066592674,-2.660932297447281,-1.4858490566037736,0.0
2020-02-19,1.0,-0.33547426231034166,-0.6503769896676906,-3.1775109373545565,-2.678581401843061,-1.4663501815135438,0.0
2020-02-20,1.0,-0.3325890780537724,-0.6503860824262722,-3.1781561075448876,-2.6765280491208485,-1.4655316773653364,0.0
2020-02-21,1.0,-0.3292887810341609,-0.6390703752100056,-3.19787194325182,-2.6975919357849545,-1.469852529400784,0.0
2020-02-24,1.0,-0.21070892723180795,-0.6521942985746437,-3.2751312828207055,-2.753657164291073,-1.4856526631657914,0.0
2020-02-25,1.0,-0.20869870220975098,-0.754559803577692,-3.081813398807436,-2.3876709926341633,-1.3361101367941073,0.0
2020-02-26,1.0,-0.2346850733390854,-0.6667817083692839,-3.0786885245901643,-2.4253666954270923,-1.2225194132873167,0.0
2020-02-27,1.0,-0.2798225435425567,-0.638268156424581,-2.841521524811042,-2.2997042392375944,-1.156260269470917,0.0
2020-02-28,1.0,-0.21698549830299288,-0.8720302375809935,-2.5788336933045355,-1.9716908361616785,-1.0742054921320578,0.0
2020-03-02,1.0,-0.21321945213911972,-0.8584949215143122,-2.5781009541397357,-1.9726069559864574,-1.072253000923361,0.0
2020-03-03,1.0,-0.1871250088233218,-0.9983765087880286,-2.1541610785628573,-1.7377002894049554,-0.9812945577751113,0.0
2020-03-04,1.0,-0.0783987810790221,-1.111711337350232,-2.2354041138583005,-1.6573169887111299,-0.8427868965994876,0.0
2020-03-05,1.0,-0.07628403771345685,-1.296762708511901,-1.9703962550273622,-1.4928463110700865,-0.7569723742335333,0.0
2020-03-06,1.0,-0.10656008456100943,-1.4835832727753187,-1.9441765211072206,-1.4016647948734888,-0.670344189733765,0.0
2020-03-09,1.0,-0.10343910064524713,-1.4817401716224308,-2.004656422537085,-1.4146876870884055,-0.6475088139426595,0.0
2020-03-10,1.0,-0.6395662464908901,-0.9338911212638301,-1.3683051687125007,-1.0232839764407993,-0.5394396433092971,0.0
2020-03-11,1.0,-0.5379510576524265,-1.0054956449605974,-1.281729572791373,-0.896982579842389,-0.4624637080049772,0.0
2020-03-12,1.0,-0.600289536741214,-0.846595447284345,-1.1908446485623003,-0.9159844249201278,-0.4382987220447285,0.0
2020-03-13,1.0,-0.683483615570706,-0.6372113481416318,-0.9839894435891796,-0.8144710798328568,-0.27934902133274686,0.0
2020-03-16,1.0,-0.555962691538974,-0.9027315123251165,-0.9365839440373084,-0.7479180546302465,-0.020736175882744835,0.0
2020-03-17,1.0,-0.5908118024766855,-0.5811420272129644,-0.6389695765173521,-0.8551062528665343,-0.15605412016511236,0.0
2020-03-18,1.0,-0.5691753878126624,-0.6033177466043198,-0.5416759444815558,-0.8351146737920286,-0.16184220292436727,0.0
2020-03-19,1.0,-0.5696071674707098,-0.6759323072210736,-0.576498966230186,-0.859177578681369,-0.14756106899456312,0.0
2020-03-20,1.0,-0.5704257767548907,-0.6301879555044112,-0.5977752205600307,-0.8672420406597623,-0.17023398542385887,0.0
2020-03-23,1.0,-0.5691435053885422,-0.6949139723955379,-0.5128379655889581,-0.8501796180752504,-0.15439591605218375,0.0
2020-03-24,1.0,-0.5743044560054287,-0.6985599034909146,-0.49630551157355046,-0.8367639297293221,-0.1639523486390711,0.0
2020-03-25,1.0,-0.5653577382852684,-0.6998332801248626,-0.3508921286935547,-0.802312794863609,-0.12883544393600793,0.0
2020-03-26,1.0,-0.5544670429134277,-0.6982926915841409,-0.3681184112448089,-0.8006602065807689,-0.12795939374578497,0.0
