Date,IWF,IWM,KEYS,MTUM,SPY,VLUE,VXX
2018-09-24,-0.4051133967100354,-0.774504396353136,1.0,-0.12812692644625417,-0.482495700983096,-0.4542681937639921,0.0
2018-09-25,-0.4071034706454752,-0.7727213752838145,1.0,-0.13133311709373985,-0.4808627959779435,-0.4515731430424911,0.0
2018-09-26,-0.40826789538581343,-0.7742553053410344,1.0,-0.13362320721656176,-0.48049841002011806,-0.4482120838471023,0.0
2018-09-27,-0.4083771332165337,-0.7736357147492051,1.0,-0.1338654208033223,-0.48043605217052754,-0.4481214716760755,0.0
2018-09-28,-0.40982276179964944,-0.7729013828474972,1.0,-0.13396740894630915,-0.4809128091930144,-0.44851652275530735,0.0
2018-10-01,-0.40932709794751887,-0.774129644063393,1.0,-0.1343530787217459,-0.48083917900753437,-0.4489802546115874,0.0
2018-10-02,-0.4094953562382282,-0.7721309345976489,1.0,-0.13528609469377154,-0.4811002143274664,-0.4494057283886472,0.0
2018-10-03,-0.40921928258399615,-0.7690959259860413,1.0,-0.1350754747605908,-0.48186982632689496,-0.4509657523129362,0.0
2018-10-04,-0.41098601602803286,-0.7651925635118912,1.0,-0.13558937088348855,-0.48411797151292957,-0.448655137730768,0.0
2018-10-05,-0.40309075037987785,-0.7615337363809771,1.0,-0.1266690375351589,-0.48811871585141126,-0.45362257928938604,0.0
2018-10-08,-0.4017171260732038,-0.759085920857272,1.0,-0.12403976502485314,-0.48999419017494034,-0.4528758634045575,0.0
2018-10-09,-0.4071819447592527,-0.7620049865621864,1.0,-0.13298578505974162,-0.48784120713661233,-0.4479810899200207,0.0
2018-10-10,-0.40921014281550566,-0.7607111629262605,1.0,-0.13510800220214386,-0.48910262638038793,-0.44434729103921755,0.0
2018-10-11,-0.39057174709348624,-0.7596751075011944,1.0,-0.10893454371715242,-0.48058608058608054,-0.4454530976270107,0.0
2018-10-12,-0.39685441422132567,-0.7556024836889715,1.0,-0.10640779147098685,-0.46537649320767804,-0.42764837520093296,0.0
2018-10-15,-0.398102024087269,-0.7555016079197932,1.0,-0.10609117851062487,-0.46579229459612836,-0.4272968030771171,0.0
2018-10-16,-0.3990601444475983,-0.7525782950137193,1.0,-0.1085564701800864,-0.4660169678619863,-0.42766581511968965,0.0
2018-10-17,-0.38875046717329015,-0.7276379718450231,1.0,-0.09913417216892986,-0.4644948299489224,-0.4344400149495453,0.0
2018-10-18,-0.3879667403693438,-0.7263865964934135,1.0,-0.09977889196848432,-0.4656348291862601,-0.4344617109401762,0.0
2018-10-19,-0.3788854489164087,-0.7186996904024768,1.0,-0.0895046439628483,-0.47182662538699693,-0.4370278637770898,0.0
2018-10-22,-0.37740533829919304,-0.7270328988206084,1.0,-0.0968653010552452,-0.46809435133457483,-0.43426443202979514,0.0
2018-10-23,-0.37835489776288433,-0.726519594154333,1.0,-0.09928945980328276,-0.46576065034596165,-0.4328399888299358,0.0
2018-10-24,-0.37894900015501476,-0.7253759107115176,1.0,-0.09570609207874749,-0.46647031467989464,-0.4338242133002635,0.0
2018-10-25,-0.3665365377577162,-0.706294985970477,1.0,-0.09411979992680249,-0.46456020495303163,-0.4183847749176528,0.0
2018-10-26,-0.35741951101428227,-0.6987714839022029,1.0,-0.08106390704429921,-0.47394698620188813,-0.41473008956669083,0.0
2018-10-29,-0.349989445432888,-0.7048038358312475,1.0,-0.07373119025361116,-0.4696782364826151,-0.41738789541931787,0.0
2018-10-30,-0.3689612243038897,-0.709106367473355,1.0,-0.08268302310752133,-0.4723529590380469,-0.40336440652233324,0.0
2018-10-31,-0.3724040086935522,-0.6922542864042501,1.0,-0.08433953151412701,-0.47047814537551313,-0.3991185703936247,0.0
2018-11-01,-0.36015337238089484,-0.7107662580762031,1.0,-0.06941005977899885,-0.475212849465612,-0.4035686250830264,0.0
2018-11-02,-0.3675812122487003,-0.6875920305315985,1.0,-0.06421852931454157,-0.484809327763921,-0.4009075337320071,0.0
2018-11-05,-0.36734877850896963,-0.6881216382703808,1.0,-0.06424471889179363,-0.4848102406923286,-0.40040265632981764,0.0
2018-11-06,-0.3613630200958091,-0.6853665150191317,1.0,-0.06700611611581453,-0.49064505438221206,-0.40848422765207437,0.0
2018-11-07,-0.35993858011681823,-0.684861805262841,1.0,-0.06933823086650208,-0.48904076594207263,-0.40765942072619976,0.0
2018-11-08,-0.35486096529381767,-0.6854246032936377,1.0,-0.06407295197528272,-0.4866964633890272,-0.40861505234424217,0.0
2018-11-09,-0.35392921415716855,-0.6851529694061188,1.0,-0.06481703659268147,-0.4871625674865028,-0.40830833833233354,0.0
2018-11-12,-0.35391859872229386,-0.6855823160673046,1.0,-0.06424522359857233,-0.48729792147806006,-0.40823610569569,0.0
2018-11-13,-0.345345613878208,-0.6859220841157709,1.0,-0.052848072967897695,-0.490536230588095,-0.40603296670541594,0.0
2018-11-14,-0.3451287860720248,-0.6862926305747674,1.0,-0.05276651562127355,-0.490668972096351,-0.4062723586930599,0.0
2018-11-15,-0.34526503871352,-0.6868374032162001,1.0,-0.051756998213222154,-0.4919297200714711,-0.40217391304347827,0.0
2018-11-16,-0.34486042497470387,-0.6851080292839712,1.0,-0.05187191238616749,-0.4914290816022856,-0.40274388429260166,0.0
2018-11-19,-0.3460324079590134,-0.6829500774454903,1.0,-0.06142023114500178,-0.48719170737519363,-0.40107827951864644,0.0
2018-11-20,-0.34928115492453615,-0.6861838573047784,1.0,-0.06150450396707033,-0.48759171985921373,-0.3981685855753743,0.0
2018-11-21,-0.3510010381135993,-0.682693163280439,1.0,-0.06424440160166098,-0.48405754115378913,-0.3840427109595136,0.0
2018-11-23,-0.3564915458937198,-0.7266908212560387,1.0,-0.04743357487922705,-0.49178743961352656,-0.3968900966183575,0.0
2018-11-26,-0.3567716202332749,-0.7252674200761468,1.0,-0.04762192542454825,-0.49350335408231094,-0.39853145585302474,0.0
2018-11-27,-0.3569722801608174,-0.7259756355611984,1.0,-0.04706629182914664,-0.49415072095764945,-0.3987182975121671,0.0
2018-11-28,-0.3589634921595931,-0.7149603438881152,1.0,-0.04940364472967246,-0.5007567960283344,-0.40309983653205783,0.0
2018-11-29,-0.3504062594041529,-0.709810412278062,1.0,-0.04300331026181162,-0.5003310261811617,-0.40577791152572973,0.0
2018-11-30,-0.3508951406649617,-0.7101850458853618,1.0,-0.04224462163381977,-0.501038062283737,-0.4045133142771175,0.0
2018-12-03,-0.3508286461936415,-0.7111619093452042,1.0,-0.039071194393479114,-0.5018798688603483,-0.4048485577646104,0.0
2018-12-04,-0.3444561140285071,-0.7136084021005251,1.0,-0.04138034508627157,-0.4984246061515379,-0.402880720180045,0.0
2018-12-06,-0.32885551709978295,-0.6641637824837214,1.0,-0.07485188009620461,-0.49035020824778547,-0.3748460139614008,0.0
2018-12-07,-0.32781738696710966,-0.6651116392336355,1.0,-0.07329167033418418,-0.49127130827685356,-0.3764926796350086,0.0
2018-12-10,-0.3216131764156178,-0.6670268376018457,1.0,-0.07052536284788131,-0.491078468592121,-0.3700610343719884,0.0
2018-12-11,-0.32935951379149137,-0.6629850397381954,1.0,-0.07637914913510986,-0.4934548854604956,-0.3597475455820477,0.0
2018-12-12,-0.3290377253733088,-0.6631308261009321,1.0,-0.07615207036614943,-0.49341047894567663,-0.36045118494491685,0.0
2018-12-13,-0.3294255225844175,-0.6639672562490864,1.0,-0.0758368659552697,-0.49311504166057585,-0.3612337377576378,0.0
2018-12-14,-0.3299345565034475,-0.6551361458455066,1.0,-0.08046044174360173,-0.4957929180787659,-0.36028982119901837,0.0
2018-12-17,-0.3156555315041245,-0.6644825367109343,1.0,-0.0616334171883227,-0.489732639092026,-0.3936114198794829,0.0
2018-12-18,-0.3131557472604337,-0.6609640941944509,1.0,-0.05823035672650968,-0.4884005595709956,-0.393710655164374,0.0
2018-12-19,-0.31951817068191096,-0.6600944992125065,1.0,-0.05707869101090825,-0.48655427871434404,-0.3933675552703727,0.0
2018-12-20,-0.3121588665660202,-0.6484148182557194,1.0,-0.0697654163279526,-0.4858320752525838,-0.3871211241435373,0.0
2018-12-21,-0.3116977195676741,-0.6490104604329056,1.0,-0.06835501724087972,-0.4861058792848657,-0.38245776708875434,0.0
2018-12-24,-0.3021202942449156,-0.639665368527333,1.0,-0.07249386989759123,-0.481984710803404,-0.38851867878263374,0.0
2018-12-26,-0.30540346853948686,-0.6446610290955999,1.0,-0.06891213988820409,-0.46793750895800484,-0.37964741292819265,0.0
2018-12-27,-0.2787219768546989,-0.6246715491697881,1.0,-0.07295801420025717,-0.43190585341309334,-0.3870967741935484,0.0
2018-12-28,-0.2783600234761465,-0.6251082976998966,1.0,-0.0728040021240323,-0.4317654621167658,-0.38674156675330484,0.0
2018-12-31,-0.2760423949215582,-0.6287088565116473,1.0,-0.07340809306747952,-0.43191923711513186,-0.3863922369193769,0.0
