Date,IWF,IWM,MTUM,MVF,SPY,VLUE,VXX
2018-09-24,-0.08564872549508655,-0.2406345089040754,-0.0,1.0,-0.17678455629271211,-0.15969139189571174,0.0
2018-09-25,-0.08712347895471774,-0.24009242635813552,-0.0,1.0,-0.17640800585145291,-0.15872065961832568,0.0
2018-09-26,-0.08705409089397918,-0.2400511985105888,-0.0,1.0,-0.17640214102862464,-0.15878187439742011,0.0
2018-09-27,-0.08986186605495437,-0.23567546003091808,-0.0,1.0,-0.17734669791718613,-0.15937764922954173,0.0
2018-09-28,-0.0908864044719505,-0.23540959606042458,-0.0,1.0,-0.17771344912490852,-0.15967924402741732,0.0
2018-10-01,-0.09055538857161942,-0.2392545837090472,-0.0,1.0,-0.17863941488828777,-0.1613732758908593,0.0
2018-10-02,-0.08963819919971873,-0.24748447152974268,-0.0,1.0,-0.17726732408042994,-0.15983860436303973,0.0
2018-10-03,-0.09030083509407386,-0.2508300633866586,-0.0,1.0,-0.17699634436730727,-0.15876848777543012,0.0
2018-10-04,-0.09402714324106423,-0.24694302606826124,-0.0,1.0,-0.1822258801397474,-0.15645995700080623,0.0
2018-10-05,-0.09164366373902133,-0.2452195734002509,-0.0,1.0,-0.18097867001254705,-0.1550982852363028,0.0
2018-10-08,-0.09121604680317594,-0.24469703301295445,-0.0,1.0,-0.18087755954868368,-0.15475135812787297,0.0
2018-10-09,-0.09102759070171627,-0.24462307190962418,-0.0,1.0,-0.18080181821220273,-0.1546984408161901,0.0
2018-10-10,-0.09178372780570912,-0.2439826955519551,-0.0,1.0,-0.18116220414571813,-0.15336818720873907,0.0
2018-10-11,-0.06615751325582528,-0.23464837606006067,-0.0,1.0,-0.16842600249712184,-0.15227578602584682,0.0
2018-10-12,-0.07044031186094069,-0.22945424335378323,-0.0,1.0,-0.15763995398773004,-0.1401137525562372,0.0
2018-10-15,-0.0644462496615218,-0.23351013841767415,-0.0,1.0,-0.15563625937783726,-0.1392618785938421,0.0
2018-10-16,-0.06936647313788526,-0.22909969131359662,-0.0,1.0,-0.15870959486908817,-0.14223565727812165,0.0
2018-10-17,-0.0654739246288542,-0.22118068772998348,-0.0,1.0,-0.15678530643319374,-0.14265321659687857,0.0
2018-10-18,-0.06513154764736667,-0.22046719634616302,-0.0,1.0,-0.1575558621564616,-0.1427121493252137,0.0
2018-10-19,-0.060760529255361,-0.2156511068107802,-0.0,1.0,-0.15622787558408457,-0.14065228677962902,0.0
2018-10-22,-0.061786126163130534,-0.22284712238739945,-0.0,1.0,-0.15526311632095294,-0.13990742349800153,0.0
2018-10-23,-0.062140645731977,-0.2227996461742592,-0.0,1.0,-0.1549251279459152,-0.13971378024894168,0.0
2018-10-24,-0.06165617984633383,-0.2196224744680178,-0.0,1.0,-0.15670155247099,-0.14294748158219242,0.0
2018-10-25,-0.0490316820099141,-0.20094522614612517,-0.0,1.0,-0.1592875396409988,-0.13019181625050033,0.0
2018-10-26,-0.04318449332742254,-0.1966461317394561,-0.0,1.0,-0.1614565021324732,-0.12735221731354235,0.0
2018-10-29,-0.03933952214274844,-0.19683457616801098,-0.0,1.0,-0.15871252472987368,-0.12693653933952215,0.0
2018-10-30,-0.04481959313142404,-0.19763930826242107,-0.0,1.0,-0.15928569250007626,-0.12325006862475982,0.0
2018-10-31,-0.04465539344362371,-0.19844637079543373,-0.0,1.0,-0.15951407118002564,-0.12354251877174774,0.0
2018-11-01,-0.03668913355088597,-0.20480953978468389,-0.0,1.0,-0.15948946292964103,-0.12389825856232273,0.0
2018-11-02,-0.041365046535677345,-0.1875570290163635,-0.0,1.0,-0.16885151164912707,-0.12300018249285234,0.0
2018-11-05,-0.0433205292360222,-0.18351015182001099,-0.0,1.0,-0.16941040180476802,-0.1280562160843851,0.0
2018-11-06,-0.04239641178983341,-0.18298041130164155,-0.0,1.0,-0.17056203087813512,-0.12964545066211022,0.0
2018-11-07,-0.041892407478061805,-0.18400610454025182,-0.0,1.0,-0.1701945822205265,-0.1300419687142312,0.0
2018-11-08,-0.040607436065374015,-0.18351027371178774,-0.0,1.0,-0.16940581542351454,-0.12963611716143972,0.0
2018-11-09,-0.039907319898783565,-0.18395780616444618,-0.0,1.0,-0.17068077192768513,-0.12981311545379712,0.0
2018-11-12,-0.040062055119547364,-0.17421062237634607,-0.0,1.0,-0.1773133783537142,-0.1293575469976273,0.0
2018-11-13,-0.021541829459249914,-0.17747305371015065,-0.0,1.0,-0.18806914060718466,-0.13315799875340154,0.0
2018-11-14,-0.02160198233532479,-0.1774068500022803,-0.0,1.0,-0.18804822061081466,-0.13312354631276507,0.0
2018-11-15,-0.021559074299634592,-0.18052679658952495,-0.0,1.0,-0.19352923264311814,-0.1269183922046285,0.0
2018-11-16,-0.021300550771384232,-0.17947235492803457,-0.0,1.0,-0.19324163953382226,-0.12746858168761221,0.0
2018-11-19,-0.022749406537220768,-0.17913445736198189,-0.0,1.0,-0.1925254123805466,-0.12729015764806137,0.0
2018-11-20,-0.0040976170315713085,-0.17500302407161003,-0.0,1.0,-0.19533990564896578,-0.13761037861376557,0.0
2018-11-21,-0.003437980638740613,-0.17397991495521578,-0.0,1.0,-0.19478874513706684,-0.1356796043306493,0.0
2018-11-23,-0.004311774461028192,-0.1665309814563546,-0.0,1.0,-0.19936680235187698,-0.1373888135082165,0.0
2018-11-26,-0.004357791248228234,-0.1662595373805,-0.0,1.0,-0.19962905998371483,-0.13762477758677885,0.0
2018-11-27,-0.002977533158891997,-0.16608018286264248,-0.0,1.0,-0.19842702036151463,-0.13631988931997954,0.0
2018-11-28,-0.0038970809509479387,-0.16298525428829372,-0.0,1.0,-0.20025579295817036,-0.13752633162804695,0.0
2018-11-29,-0.00020978182690002396,-0.16090266123231842,-0.0,1.0,-0.19933768880364425,-0.1380064732678015,0.0
2018-11-30,-0.0004495931182280036,-0.16132899725748195,-0.0,1.0,-0.2004735714178668,-0.13639156563310204,0.0
2018-12-03,-0.0,-0.16217188600896457,-0.0,1.0,-0.2005936408472874,-0.13632752184928115,0.0
2018-12-04,-0.0,-0.16217994735582675,-0.0,1.0,-0.19843263938741323,-0.13497547260110074,0.0
2018-12-06,-0.0,-0.1329295877417001,-0.0,1.0,-0.20288945640277267,-0.12350237139730025,0.0
2018-12-07,-0.0,-0.1328431587086233,-0.0,1.0,-0.20301399040074694,-0.12299590062293024,0.0
2018-12-10,-0.0,-0.13209400413109734,-0.0,1.0,-0.19967933440221866,-0.11265184671606651,0.0
2018-12-11,-0.0,-0.13202531279798885,-0.0,1.0,-0.20157771549108564,-0.1111769295229289,0.0
2018-12-12,-0.0,-0.1334657024014841,-0.0,1.0,-0.2016116175596748,-0.11421904665285006,0.0
2018-12-13,-0.0,-0.1322454231736562,-0.0,1.0,-0.21446745042989995,-0.1155319646721647,0.0
2018-12-14,-0.0,-0.13544457621411105,-0.0,1.0,-0.21285193481793827,-0.1158108958873223,0.0
2018-12-17,-0.0,-0.13326140522256405,-0.0,1.0,-0.2046306151311473,-0.12009564494729322,0.0
2018-12-18,-0.0,-0.13272841142457653,-0.0,1.0,-0.20441602703214437,-0.11934342183836058,0.0
2018-12-19,-0.0,-0.1328428873188142,-0.0,1.0,-0.20454512346128634,-0.11938232937577391,0.0
2018-12-20,-0.0,-0.13469906258213357,-0.0,1.0,-0.2048301842712379,-0.12060859153695647,0.0
2018-12-21,-0.0,-0.13375545851528384,-0.0,1.0,-0.2043377001455604,-0.1175254730713246,0.0
2018-12-24,-0.0,-0.12118143948160148,-0.0,1.0,-0.19897014579958341,-0.12627285350613285,0.0
2018-12-26,-0.0,-0.12355439492639253,-0.0,1.0,-0.19031767440525726,-0.12095732774700835,0.0
2018-12-27,-0.0,-0.11107846429370942,-0.0,1.0,-0.16535146630848443,-0.12271938661293932,0.0
2018-12-28,-0.0,-0.11166724921356168,-0.0,1.0,-0.1646836770360014,-0.12176162181055575,0.0
2018-12-31,-0.0,-0.1102637654796054,-0.0,1.0,-0.1659413699013503,-0.123067235709788,0.0
2019-01-02,-0.0,-0.11130434782608696,-0.0,1.0,-0.16782608695652176,-0.12339410939691446,0.0
2019-01-03,-0.0,-0.11469594833312136,-0.0,1.0,-0.1618405618914374,-0.13667133025254025,0.0
2019-01-04,-0.0,-0.11734012179856823,-0.0,1.0,-0.14966034232992503,-0.139449515477982,0.0
2019-01-07,-0.0,-0.106308103689541,-0.0,1.0,-0.14709672056195186,-0.13207808581681144,0.0
2019-01-08,-0.0,-0.11312450380935136,-0.0,1.0,-0.1450060587489728,-0.13467136509882027,0.0
2019-01-09,-0.0,-0.11220170968729985,-0.0,1.0,-0.14490574443794726,-0.13515996992732437,0.0
2019-01-10,-0.0,-0.11408281712149115,-0.0,1.0,-0.14456721915285453,-0.13653105642055918,0.0
2019-01-11,-0.0,-0.11421607765684749,-0.0,1.0,-0.14672717849588882,-0.13979353139751508,0.0
2019-01-14,-0.0,-0.11150546348824861,-0.0,1.0,-0.14022021630383144,-0.14557191962663835,0.0
2019-01-15,-0.0,-0.11196295415436702,-0.0,1.0,-0.14040487415884387,-0.14665845912785574,0.0
2019-01-16,-0.0,-0.11127418092362742,-0.0,1.0,-0.13762160348876218,-0.14883148831488316,0.0
2019-01-17,-0.0,-0.10891421380130044,-0.0,1.0,-0.1393833461511571,-0.1500244703908271,0.0
2019-01-18,-0.0,-0.10918529564862621,-0.0,1.0,-0.14213362220565268,-0.15552679337657038,0.0
2019-01-22,-0.0,-0.07474226804123711,-0.0,1.0,-0.112741210679355,-0.13421887390959555,0.0
2019-01-23,-0.0,-0.07610677510329901,-0.0,1.0,-0.11088082901554404,-0.12474585164294616,0.0
2019-01-24,-0.0,-0.06620866874688623,-0.0,1.0,-0.12723863964129323,-0.11762854970238876,0.0
2019-01-25,-0.0,-0.045461002983378324,-0.0,1.0,-0.13569851089385113,-0.11033333763835255,0.0
2019-01-28,-0.0,-0.038284443064824876,-0.0,1.0,-0.1473692379326401,-0.1077396657871592,0.0
2019-01-29,-0.0,-0.03499630594548353,-0.0,1.0,-0.1509896177625695,-0.11017355575430002,0.0
2019-01-30,-0.0,-0.03685870397528909,-0.0,1.0,-0.1533919092549091,-0.10760405445743727,0.0
2019-01-31,-0.0,-0.04233156028368794,-0.0,1.0,-0.15610659157279932,-0.10527482269503545,0.0
2019-02-01,-0.0,-0.043491352787924015,-0.0,1.0,-0.16180301899637353,-0.1038974640954139,0.0
2019-02-04,-0.0,-0.04217451705066708,-0.0,1.0,-0.16002201777148697,-0.10838510130796046,0.0
2019-02-05,-0.0,-0.03722692822113241,-0.0,1.0,-0.15715559518502006,-0.11689963546720515,0.0
2019-02-06,-0.0,-0.040967294247034484,-0.0,1.0,-0.15520175966901464,-0.11310848673701851,0.0
2019-02-07,-0.0,-0.042523915607390904,-0.0,1.0,-0.15996592844974447,-0.1079543965404272,0.0
2019-02-08,-0.0,-0.04442673703186027,-0.0,1.0,-0.15990228991678967,-0.10194244510339241,0.0
2019-02-11,-0.0,-0.0392970242612997,-0.0,1.0,-0.16162422465911172,-0.10767096757308489,0.0
2019-02-12,-0.0,-0.04922793876075958,-0.0,1.0,-0.15651488271239897,-0.10840396872330638,0.0
2019-02-13,-0.0,-0.054726302788216434,-0.0,1.0,-0.15469213991012537,-0.10453840695871548,0.0
2019-02-14,-0.0,-0.04657602890562156,-0.0,1.0,-0.1605765300067253,-0.11153455619585143,0.0
2019-02-15,-0.0,-0.05814934979293608,-0.0,1.0,-0.15448023001239744,-0.10626203476563531,0.0
2019-02-19,-0.0,-0.058127531168109266,-0.0,1.0,-0.15752137430847826,-0.10783768760422456,0.0
2019-02-20,-0.0,-0.06238215376444031,-0.0,1.0,-0.16206347098658877,-0.10339928296374983,0.0
2019-02-21,-0.0,-0.06916898650718595,-0.0,1.0,-0.161261105265261,-0.10153575662320018,0.0
2019-02-22,-0.0,-0.06931998242366946,-0.0,1.0,-0.16146256374748674,-0.10075764636955567,0.0
2019-02-25,-0.0,-0.06684117042161354,-0.0,1.0,-0.16523992040491994,-0.10342018456443061,0.0
2019-02-26,-0.0,-0.06854052610495394,-0.0,1.0,-0.1640806516223795,-0.10265723060488717,0.0
