Date,CP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2555021698698078,-0.4719208514155817,-0.04298408762140938,-0.40682475718123573,-0.40594647654474064,0.0
2018-09-25,1.0,-0.25593347279254147,-0.47134629787453836,-0.0438263474600346,-0.4063169856150409,-0.4051806513261538,0.0
2018-09-26,1.0,-0.2570409797943259,-0.4728696191411297,-0.04596661671231461,-0.4059996899385045,-0.4019688904966152,0.0
2018-09-27,1.0,-0.2590957213313709,-0.46760657938905675,-0.04751207168125597,-0.4060991039843003,-0.4018643323779275,0.0
2018-09-28,1.0,-0.2599834685126828,-0.4671694994058997,-0.04763134783282534,-0.4062613008214083,-0.4019734462984967,0.0
2018-10-01,1.0,-0.26041020872081005,-0.4667028311634635,-0.04765964042157471,-0.4064889439966935,-0.4019425501136598,0.0
2018-10-02,1.0,-0.26546398442569763,-0.4431148604802077,-0.05689811810512654,-0.4172615184944841,-0.413004542504867,0.0
2018-10-03,1.0,-0.2664845883730004,-0.4500195083886071,-0.05779685264663805,-0.4163610352451554,-0.41045649629340614,0.0
2018-10-04,1.0,-0.27157439716681425,-0.44398729232852463,-0.05830425498671945,-0.4234154471121296,-0.40674964845580963,0.0
2018-10-05,1.0,-0.2570094683557584,-0.442127626091746,-0.03926351404516484,-0.4491305374144307,-0.4352820835628295,0.0
2018-10-08,1.0,-0.2570691380127429,-0.4429729872044653,-0.032304775946500976,-0.46095518930019486,-0.4395239850455479,0.0
2018-10-09,1.0,-0.2600601234112125,-0.4440166657876694,-0.03781446126259164,-0.45910025842518853,-0.43600021095933755,0.0
2018-10-10,1.0,-0.266373230100228,-0.44556398154531474,-0.041973802831839636,-0.465689134008591,-0.4319350904173516,0.0
2018-10-11,1.0,-0.28593966760057665,-0.46266626771482194,-0.051546391752577324,-0.48396485596931693,-0.43603623208116854,0.0
2018-10-12,1.0,-0.2895672791938352,-0.4568087514145605,-0.048930322789243946,-0.47478040631567603,-0.42434121894702803,0.0
2018-10-15,1.0,-0.2893276586574723,-0.45698200624932656,-0.047462557914017885,-0.47543368171533235,-0.42446934597564917,0.0
2018-10-16,1.0,-0.2883926406809795,-0.4607386256498667,-0.0446623387118498,-0.4755542386121811,-0.42439996767502625,0.0
2018-10-17,1.0,-0.2784429544487016,-0.436382503192848,-0.03400383141762452,-0.4771445295870583,-0.43470625798212004,0.0
2018-10-18,1.0,-0.2813117028656812,-0.44215272960136615,-0.0314050909867122,-0.47670633438283794,-0.4366828539409787,0.0
2018-10-19,1.0,-0.2821458149662045,-0.44497876092009303,-0.02770430926237611,-0.4789078571237744,-0.43784563597018517,0.0
2018-10-22,1.0,-0.28243214362043173,-0.4441921350715965,-0.027409702927976065,-0.47924235947852106,-0.43823466552682194,0.0
2018-10-23,1.0,-0.2882151091094311,-0.4467320787089164,-0.03640555466194842,-0.47340625167551337,-0.4360624095222776,0.0
2018-10-24,1.0,-0.2876922249704269,-0.4520647381438864,-0.038095494139154744,-0.47467469620389285,-0.43590708678352513,0.0
2018-10-25,1.0,-0.2655261984099913,-0.4206963503266602,-0.03313829926796631,-0.4874977041954188,-0.4169181119303125,0.0
2018-10-26,1.0,-0.25606925865081226,-0.416647109442228,-0.015411092857701637,-0.5034290333515867,-0.41609950715794414,0.0
2018-10-29,1.0,-0.24420357662715741,-0.4268818881264296,-0.003976918278228322,-0.4998700353503847,-0.42433458099396965,0.0
2018-10-30,1.0,-0.24140440240130978,-0.4271940538995296,-0.002131032511239897,-0.5004807817250968,-0.42758387691987837,0.0
2018-10-31,1.0,-0.24106909357183953,-0.4373659710235891,-0.0,-0.5044981432083268,-0.4321355719441393,0.0
2018-11-01,1.0,-0.23636696192939824,-0.44064696506493173,-0.0,-0.5039847404039612,-0.4319197303441248,0.0
2018-11-02,1.0,-0.2416959292495773,-0.4176615944856288,-0.0,-0.5128365197034724,-0.4289244375081285,0.0
2018-11-05,1.0,-0.23842592592592593,-0.4270443196004994,-0.0,-0.5138368705784436,-0.42160840615896794,0.0
2018-11-06,1.0,-0.23789577750604884,-0.426620183677186,-0.0,-0.5144782371152796,-0.42266566069152117,0.0
2018-11-07,1.0,-0.2372766754219437,-0.42719683769796896,-0.0,-0.5134579876732634,-0.4226198216003953,0.0
2018-11-08,1.0,-0.2216195273149942,-0.42735373886090666,-0.0,-0.5080718067932326,-0.42590727108355936,0.0
2018-11-09,1.0,-0.22190648411263242,-0.42743477137690516,-0.0,-0.5079307672436063,-0.42603978300180834,0.0
2018-11-12,1.0,-0.2218302605829643,-0.4143320630342981,-0.0,-0.514419610670512,-0.4243485425893501,0.0
2018-11-13,1.0,-0.2106286620781414,-0.41043420412967274,-0.0,-0.5158508814574112,-0.4217434690274544,0.0
2018-11-14,1.0,-0.2121879400844962,-0.4099859172961209,-0.0,-0.5167072077838946,-0.4216361541415952,0.0
2018-11-15,1.0,-0.21178877381409028,-0.410126582278481,-0.0,-0.5183224651579083,-0.41700549801815623,0.0
2018-11-16,1.0,-0.2111111111111111,-0.4076883780332056,-0.0,-0.5175223499361431,-0.4179821200510856,0.0
2018-11-19,1.0,-0.21183561923735092,-0.40742727249508337,-0.0,-0.5170485020304958,-0.41779684826194674,0.0
2018-11-20,1.0,-0.18405001524855139,-0.40151977228829927,-0.0,-0.522135813764359,-0.433745044220799,0.0
2018-11-21,1.0,-0.17602007813914977,-0.4156381795130534,-0.0,-0.5354084193640197,-0.46032238867758546,0.0
2018-11-23,1.0,-0.17464634050675942,-0.4408911434772377,-0.0,-0.5347906806474387,-0.4645033077948906,0.0
2018-11-26,1.0,-0.17483779824194223,-0.43993302637086645,-0.0,-0.5358675177898702,-0.4655190456257848,0.0
2018-11-27,1.0,-0.16569251643878508,-0.44650871516543156,-0.0,-0.5342083289844484,-0.46294750026093306,0.0
2018-11-28,1.0,-0.1660360618949456,-0.44599848654854785,-0.0,-0.5343005505832007,-0.4630639563708478,0.0
2018-11-29,1.0,-0.17008636482596182,-0.44841664485736715,-0.0,-0.5352787228474222,-0.46333420570531275,0.0
2018-11-30,1.0,-0.17010309278350513,-0.44850593960960805,-0.0,-0.53584698309697,-0.462112093777801,0.0
2018-12-03,1.0,-0.16923841406004814,-0.44863479443456433,-0.0,-0.5356470342085993,-0.461816089549116,0.0
2018-12-04,1.0,-0.15867699392924428,-0.45855139208708395,-0.0,-0.5356133556625498,-0.4638894703788989,0.0
2018-12-06,1.0,-0.15456686595750188,-0.4421668348991899,-0.0,-0.5355229443279759,-0.4559360198773197,0.0
2018-12-07,1.0,-0.1466701285213553,-0.44582630144099705,-0.0,-0.5395560171361807,-0.4643645332987148,0.0
2018-12-10,1.0,-0.14206871534435403,-0.4457169508213712,-0.0,-0.5405503446131523,-0.4627403223298958,0.0
2018-12-11,1.0,-0.14640339966832505,-0.44431488391376456,-0.0,-0.5416925787728027,-0.4587997512437811,0.0
2018-12-12,1.0,-0.14773728681768702,-0.4441967756985123,-0.0,-0.5423513555544036,-0.457596806801099,0.0
2018-12-13,1.0,-0.14749300735522636,-0.44152077074484614,-0.0,-0.5447270278669843,-0.45615352740080806,0.0
2018-12-14,1.0,-0.14766752143393683,-0.44204418887766467,-0.0,-0.5442795347993887,-0.45618670189343896,0.0
2018-12-17,1.0,-0.1521343050494534,-0.44489849036959916,-0.0,-0.5538001041124414,-0.4519521082769391,0.0
2018-12-18,1.0,-0.1456800994509479,-0.43854242204496013,-0.0,-0.5524189371179944,-0.4532269760696156,0.0
2018-12-19,1.0,-0.15210515399771854,-0.4375972207819143,-0.0,-0.5501140723841128,-0.45271181167686403,0.0
2018-12-20,1.0,-0.15205752269611775,-0.43343765357059727,-0.0,-0.5503711558854719,-0.45058583141504804,0.0
2018-12-21,1.0,-0.1503180102383784,-0.4333988313770102,-0.0,-0.5514762914318216,-0.45025595946015823,0.0
2018-12-24,1.0,-0.13934763595205024,-0.4214384935946906,-0.0,-0.5498276482996348,-0.46177393630704333,0.0
2018-12-26,1.0,-0.139354541499245,-0.42318224861157316,-0.0,-0.540808230747575,-0.4559670360607069,0.0
2018-12-27,1.0,-0.12225532660674494,-0.4086026889662252,-0.0,-0.5120803184697429,-0.460754613054255,0.0
2018-12-28,1.0,-0.11995796216594937,-0.4109948954058653,-0.0,-0.511910719647683,-0.4593884496046442,0.0
2018-12-31,1.0,-0.11796964992237192,-0.41485951820503836,-0.0,-0.5121951219512195,-0.45913256873841846,0.0
2019-01-02,1.0,-0.11650776968696043,-0.41460851287440886,-0.0,-0.5113229737507194,-0.45990040787728653,0.0
2019-01-03,1.0,-0.11671087533156499,-0.41459386417096245,-0.0,-0.5112106501176118,-0.4598368450027527,0.0
2019-01-04,1.0,-0.11154970394983386,-0.4156944062757639,-0.0,-0.5100557123941339,-0.46101381567441974,0.0
2019-01-07,1.0,-0.10664487208063997,-0.40651856254798524,-0.0,-0.5087302176981945,-0.454788617282116,0.0
2019-01-08,1.0,-0.10659169164457875,-0.4071440957170106,-0.0,-0.5084346899848894,-0.45497782952265353,0.0
2019-01-09,1.0,-0.10708973723351513,-0.4092464055528012,-0.0,-0.508601883986118,-0.4539910758552306,0.0
2019-01-10,1.0,-0.10632119723028814,-0.411510684237957,-0.0,-0.5083761447397811,-0.4555878192241829,0.0
2019-01-11,1.0,-0.10682072307118898,-0.4025344763324637,-0.0,-0.511392719592496,-0.46403279910547895,0.0
2019-01-14,1.0,-0.1130251056425553,-0.4032314193388019,-0.0,-0.5125528212776534,-0.4569226945065872,0.0
2019-01-15,1.0,-0.10735889616557516,-0.3975403689446582,-0.0,-0.5212218167274909,-0.473478978153277,0.0
2019-01-16,1.0,-0.10131861545377355,-0.39633384945806904,-0.0,-0.5185555167074571,-0.48116977173967335,0.0
2019-01-17,1.0,-0.10284387406057277,-0.39369803500536815,-0.0,-0.51896332176475,-0.4813113280567277,0.0
2019-01-18,1.0,-0.10747768694217355,-0.3932098302457561,-0.0,-0.5166629165729143,-0.482712067801695,0.0
2019-01-22,1.0,-0.0,-0.38643045608744814,-0.0,-0.630682246513381,-0.49579092850860657,0.0
2019-01-23,1.0,-0.0,-0.36815619967793883,-0.0,-0.637655998389694,-0.5102908615136875,0.0
2019-01-24,1.0,-0.0,-0.36746608953871707,-0.0,-0.6394040818380854,-0.5096761204922364,0.0
