Date,IWF,IWM,MTUM,SAM,SPY,VLUE,VXX
2018-09-24,-0.7370014616830236,-1.5980893714762998,-0.06159949885153476,1.0,-1.0155042806431405,-0.8081019001879306,0.0
2018-09-25,-0.7382095158597662,-1.5956803005008349,-0.06432595993322204,1.0,-1.0134599332220366,-0.8053005008347246,0.0
2018-09-26,-0.7380256704581029,-1.595690284879474,-0.0634978607951581,1.0,-1.0138787436084733,-0.8064802253991444,0.0
2018-09-27,-0.7430642469753859,-1.5835419274092615,-0.06716729244889445,1.0,-1.0145494367959949,-0.8065811430955361,0.0
2018-09-28,-0.7403369672943508,-1.585989254603307,-0.06817589066819676,1.0,-1.0145532314433259,-0.8071044807260968,0.0
2018-10-01,-0.7538064380169643,-1.5960697539644908,-0.06764659396238344,1.0,-1.0314525051367156,-0.8195037142405562,0.0
2018-10-02,-0.7557428872497366,-1.579346680716544,-0.07402528977871443,1.0,-1.0354056902002107,-0.8241833508956797,0.0
2018-10-03,-0.761720407297412,-1.6016652524395418,-0.07769410267288926,1.0,-1.0386084005091216,-0.823610521849809,0.0
2018-10-04,-0.7654478007419184,-1.5931637519872814,-0.07890832008479068,1.0,-1.0431372549019606,-0.8187599364069952,0.0
2018-10-05,-0.7449446573009791,-1.5952532992762878,-0.04730736483610047,1.0,-1.0783844189016603,-0.8555236270753511,0.0
2018-10-08,-0.7415330714513219,-1.589659199490392,-0.04082174328484977,1.0,-1.0827051704002548,-0.8536999681494851,0.0
2018-10-09,-0.7389705882352942,-1.5973998294970162,-0.026481244671781753,1.0,-1.0957480818414322,-0.8695652173913043,0.0
2018-10-10,-0.7402687797826203,-1.6085024361514164,-0.022434009744605667,1.0,-1.1016758580071746,-0.8812978529742465,0.0
2018-10-11,-0.6317167051578138,-1.5807031049525275,-0.0,1.0,-1.0499358480882732,-0.8697459584295613,0.0
2018-10-12,-0.6381798002219755,-1.5681061446877207,-0.0,1.0,-1.013772575925739,-0.8248915346584602,0.0
2018-10-15,-0.5950917153799637,-1.6125277161862528,-0.0,1.0,-1.0060975609756098,-0.8255895988711953,0.0
2018-10-16,-0.5940948254144203,-1.6136443795031994,-0.0,1.0,-1.0055927848037487,-0.8251624930720007,0.0
2018-10-17,-0.5567213437761687,-1.5458351805329786,-0.0,1.0,-0.9917245455888873,-0.8315846510024136,0.0
2018-10-18,-0.5562450748620962,-1.5453605200945626,-0.0,1.0,-0.992119779353822,-0.831461780929866,0.0
2018-10-19,-0.5349970754533047,-1.5307077403002534,-0.0,1.0,-0.9871807369857671,-0.8213589393643984,0.0
2018-10-22,-0.5359202424005474,-1.5151011631316589,-0.0,1.0,-1.0013195191085915,-0.8348157560355781,0.0
2018-10-23,-0.5675150669920804,-1.5466952233899485,-0.0,1.0,-1.0132987996214575,-0.8533645464959905,0.0
2018-10-24,-0.5646332968454573,-1.5414966663349587,-0.0,1.0,-1.0141307592795303,-0.8554084983580456,0.0
2018-10-25,-0.5007703418391912,-1.469475204622051,-0.0,1.0,-1.0397688974482426,-0.8046220510351468,0.0
2018-10-26,-0.46342294954217805,-1.481784531463082,-0.0,1.0,-1.1025228910968243,-0.8227644652250146,0.0
2018-10-29,-0.4172269938650307,-1.532319018404908,-0.0,1.0,-1.1010061349693252,-0.8574723926380369,0.0
2018-10-30,-0.37051172600813537,-1.571837493094963,-0.0,1.0,-1.1405614422738914,-0.9389845829357706,0.0
2018-10-31,-0.37447688196440276,-1.578228205516059,-0.0,1.0,-1.1445066303635354,-0.9448394090656985,0.0
2018-11-01,-0.32681336593317034,-1.6404849225753872,-0.0,1.0,-1.1619804400977995,-0.9644458027709862,0.0
2018-11-02,-0.3557657517961441,-1.5929601488602885,-0.0,1.0,-1.2320256370496716,-0.987956789166279,0.0
2018-11-05,-0.35873278807329956,-1.589036132104773,-0.0,1.0,-1.233875142354281,-0.9949270110777514,0.0
2018-11-06,-0.35324838103196154,-1.5929601002715688,-0.0,1.0,-1.2556925005222477,-1.020524336745352,0.0
2018-11-07,-0.3520861654292586,-1.5975112412422878,-0.0,1.0,-1.255934330231099,-1.0229007633587786,0.0
2018-11-08,-0.30376676986584106,-1.5949948400412797,-0.0,1.0,-1.235139318885449,-1.0260577915376676,0.0
2018-11-09,-0.3035852463244777,-1.5942739231364458,-0.0,1.0,-1.2351818416301263,-1.0255867939128192,0.0
2018-11-12,-0.3079322174862252,-1.570901341095748,-0.0,1.0,-1.2794989084104378,-1.0397650483418235,0.0
2018-11-13,-0.2652998462327012,-1.559969246540236,-0.0,1.0,-1.2757560225525373,-1.0245515120451052,0.0
2018-11-14,-0.2661815200122995,-1.5590119407574436,-0.0,1.0,-1.2756623789268693,-1.0239327627735357,0.0
2018-11-15,-0.2655584628803037,-1.5671848545482532,-0.0,1.0,-1.2882355959160636,-1.0095941716689756,0.0
2018-11-16,-0.257319587628866,-1.5567010309278349,-0.0,1.0,-1.3013917525773198,-1.0392268041237114,0.0
2018-11-19,-0.2603092783505155,-1.5558762886597937,-0.0,1.0,-1.2998453608247422,-1.0386082474226803,0.0
2018-11-20,-0.18345618345618345,-1.5440724815724813,-0.0,1.0,-1.3121928746928748,-1.0789823914823915,0.0
2018-11-21,-0.1818273854720324,-1.5302455074664643,-0.0,1.0,-1.2998734497595545,-1.0500632751202228,0.0
2018-11-23,-0.18331060261655807,-1.5146234277920896,-0.0,1.0,-1.3034298125978683,-1.0499065514977017,0.0
2018-11-26,-0.18775156671931523,-1.5175523513527285,-0.0,1.0,-1.3223111020532938,-1.067407143221073,0.0
2018-11-27,-0.16750495351318395,-1.5317786922725194,-0.0,1.0,-1.3192602753645277,-1.0619824213788547,0.0
2018-11-28,-0.17250509164969452,-1.519857433808554,-0.0,1.0,-1.3297352342158861,-1.069551934826884,0.0
2018-11-29,-0.11568213783403655,-1.498292143861764,-0.0,1.0,-1.3268535262206147,-1.0822784810126582,0.0
2018-11-30,-0.11443812591213326,-1.5011826279502793,-0.0,1.0,-1.3291228423330483,-1.087665442101555,0.0
2018-12-03,-0.10801499645354139,-1.5167190191508766,-0.0,1.0,-1.3429932110649507,-1.0986422129901712,0.0
2018-12-04,-0.09907682994501338,-1.516369873379408,-0.0,1.0,-1.3360742571760076,-1.0931241487161378,0.0
2018-12-06,-0.07849978194505015,-1.4063575132044386,-0.0,1.0,-1.3263555749382179,-1.034501138731405,0.0
2018-12-07,-0.07969961240310078,-1.4062984496124031,-0.0,1.0,-1.3265503875968991,-1.0323643410852712,0.0
2018-12-10,-0.04048833993037341,-1.4051695359816874,-0.0,1.0,-1.3202823215222472,-1.0030044351185083,0.0
