Date,IWF,IWM,MTUM,SPY,VLUE,VXX,YI
2019-05-13,-0.5766139486647653,-2.611096707285455,-1.1129115893181227,-3.858698470313715,-3.804122374902774,0.0,1.0
2019-05-14,-0.48764478764478764,-2.4963963963963964,-1.3323037323037323,-3.8181467181467177,-3.7352638352638348,0.0,1.0
2019-05-15,-0.477106579453636,-2.471335128895729,-1.358471206874439,-3.813005001923817,-3.7053995126330643,0.0,1.0
2019-05-16,-0.46310530361260566,-2.473738150140917,-1.3610043556238791,-3.8078401229823213,-3.705098642070202,0.0,1.0
2019-05-17,-0.45131612573473034,-2.4729108101201125,-1.3456427293636597,-3.793892154357271,-3.7141579350881675,0.0,1.0
2019-05-20,-0.43738656987295826,-2.4458128078817736,-1.4121078558465128,-3.8781436349494425,-3.790121856365051,0.0,1.0
2019-05-21,-0.4147984968251911,-2.446805753531165,-1.4299598289490736,-3.875728910198264,-3.7909809511468184,0.0,1.0
2019-05-22,-0.41911956238603804,-2.421854649648346,-1.47968220890857,-3.9068767908309456,-3.796561604584527,0.0,1.0
2019-05-23,-0.42425819885476307,-2.409552316501822,-1.5068974492451848,-3.9073399271212907,-3.7660072878709006,0.0,1.0
2019-05-24,-0.4067004285157772,-2.341124529281912,-1.5584988962472408,-3.9045578496299185,-3.7745747305544737,0.0,1.0
2019-05-28,-0.41530267601974535,-2.3225513120290984,-1.5646921278254091,-3.9089373863341126,-3.778903611327617,0.0,1.0
2019-05-29,-0.4274443869632696,-2.323590274185204,-1.5570356958096223,-3.888903259182618,-3.7362907397827207,0.0,1.0
2019-05-30,-0.42593310086529773,-2.3155107839338758,-1.5550820095570193,-3.881312152912308,-3.737052821903655,0.0,1.0
2019-05-31,-0.42265907915157785,-2.3286342472840142,-1.545266425245732,-3.8847646145887227,-3.7519399896533887,0.0,1.0
2019-06-03,-0.41657017882413483,-2.325614305930786,-1.5921780522320854,-3.86388781680175,-3.666795317123376,0.0,1.0
2019-06-04,-0.4537371134020618,-2.3146907216494843,-1.603737113402062,-3.873840206185567,-3.6405927835051544,0.0,1.0
2019-06-05,-0.43763620048711704,-2.277528521984361,-1.6797846429944878,-3.9100115369824384,-3.5140366619664145,0.0,1.0
2019-06-06,-0.4248323878287777,-2.3256833419288294,-1.6304796286745742,-3.9234141309953583,-3.588705518308406,0.0,1.0
2019-06-07,-0.419520988926088,-2.3373680144218385,-1.6224568632500642,-3.915014164305948,-3.582152974504249,0.0,1.0
2019-06-10,-0.38448631905007746,-2.36060918946825,-1.6142230252968508,-3.9281104801239035,-3.6189984512132165,0.0,1.0
2019-06-11,-0.3757731958762886,-2.3560567010309277,-1.6164948453608246,-3.9275773195876287,-3.610567010309278,0.0,1.0
2019-06-12,-0.37168713639301876,-2.3665158371040724,-1.6294764059469944,-3.9437621202327082,-3.6168067226890757,0.0,1.0
2019-06-13,-0.3631769888572169,-2.381705104949469,-1.6462814200570097,-3.954910598600674,-3.61077999481731,0.0,1.0
2019-06-14,-0.374085684430512,-2.36128526645768,-1.6920062695924762,-4.011755485893417,-3.622518286311389,0.0,1.0
2019-06-17,-0.3793418647166362,-2.3499608252807525,-1.6948289370592844,-4.016583964481588,-3.6175241577435364,0.0,1.0
2019-06-18,-0.3791302076531279,-2.3437377563014237,-1.6984458665273605,-4.017500326498629,-3.6212615907013195,0.0,1.0
2019-06-19,-0.37988753759644306,-2.341833398718452,-1.734928730221002,-4.031123316333202,-3.5891199163070486,0.0,1.0
2019-06-20,-0.3826644005752386,-2.3401751862988625,-1.727023140279775,-4.033076219113609,-3.59066544646359,0.0,1.0
2019-06-21,-0.3746247226210678,-2.3521733455162512,-1.7164860984205719,-4.016185876517426,-3.593656180655267,0.0,1.0
2019-06-24,-0.37756033920417487,-2.343900848010437,-1.7108936725375083,-4.018003913894325,-3.595955642530985,0.0,1.0
2019-06-25,-0.3761085028690663,-2.3393322900365154,-1.711789254042775,-4.018648930620762,-3.595200834637454,0.0,1.0
2019-06-26,-0.35568285379507875,-2.337976825934123,-1.7034240333289936,-4.019919281343575,-3.6022653300351513,0.0,1.0
2019-06-27,-0.3547292889758643,-2.3362035225048925,-1.6952380952380954,-4.031311154598826,-3.6288323548597523,0.0,1.0
2019-06-28,-0.37180490349504436,-2.2745174752217006,-1.7125717266562337,-4.055164319248826,-3.627151799687011,0.0,1.0
2019-07-01,-0.43585330332318284,-2.2474513438368864,-1.755858599232093,-4.151727790282007,-3.648748841519926,0.0,1.0
2019-07-02,-0.41344626786659605,-2.2697194282689255,-1.7489412387506615,-4.144653255690842,-3.6576230809952355,0.0,1.0
2019-07-03,-0.41490206458443624,-2.2731604023292746,-1.7473530968766544,-4.141476971942827,-3.6576230809952355,0.0,1.0
2019-07-05,-0.41478929234031275,-2.2771004505698387,-1.7382719321494833,-4.14762788232176,-3.674264510999205,0.0,1.0
2019-07-08,-0.41452425125894515,-2.279485820302147,-1.73641664457991,-4.146832759077657,-3.67479459316194,0.0,1.0
2019-07-09,-0.40965608465608466,-2.2683862433862436,-1.7338624338624338,-4.142724867724868,-3.673015873015873,0.0,1.0
2019-07-10,-0.4078581822992459,-2.268421748908586,-1.7334303479296203,-4.1434052123296725,-3.6760153459452307,0.0,1.0
2019-07-11,-0.403097696584591,-2.2769393698702673,-1.734048186391316,-4.1433677521842736,-3.680566587238549,0.0,1.0
2019-07-12,-0.4038385175380542,-2.2811383189940435,-1.7336863004632694,-4.1407015221707475,-3.676902713434811,0.0,1.0
2019-07-15,-0.40575881653678514,-2.2719587901201956,-1.737419099194294,-4.141328754457799,-3.651829348831066,0.0,1.0
2019-07-16,-0.40568031704095114,-2.2750330250990753,-1.7369881109643328,-4.140951122853369,-3.6515191545574637,0.0,1.0
2019-07-17,-0.404648705758056,-2.2760169043845746,-1.7356048600105654,-4.13946117274168,-3.6506867406233496,0.0,1.0
2019-07-18,-0.4084859665305047,-2.2713137435762287,-1.7381736724206087,-4.1267624192910795,-3.6323626301225462,0.0,1.0
2019-07-19,-0.4242744063324538,-2.274142480211082,-1.7311345646437994,-4.135620052770448,-3.627572559366754,0.0,1.0
2019-07-22,-0.41947812335266205,-2.2713494992092778,-1.7231154454401687,-4.129810226673695,-3.634949920927781,0.0,1.0
2019-07-23,-0.3894243641231593,-2.316867469879518,-1.7412315930388218,-4.219946452476573,-3.7192771084337353,0.0,1.0
2019-07-24,-0.39283326647947586,-2.3130097606631903,-1.7589249899719215,-4.208985158443642,-3.6970183179569465,0.0,1.0
2019-07-25,-0.40962566844919784,-2.261898395721925,-1.7877005347593582,-4.2367647058823525,-3.6728609625668445,0.0,1.0
2019-07-26,-0.40109377084167,-2.244497799119648,-1.7892490329465123,-4.236361211151127,-3.6674669867947185,0.0,1.0
2019-07-29,-0.38811563169164887,-2.2196199143468953,-1.8050053533190578,-4.256959314775161,-3.7135974304068524,0.0,1.0
2019-07-30,-0.373581847649919,-2.2125877903835764,-1.828200972447326,-4.3190167477039445,-3.772825499729876,0.0,1.0
2019-07-31,-0.37855103982601607,-2.179556884599701,-1.8442299850482533,-4.37053146663042,-3.8196275655837977,0.0,1.0
2019-08-01,-0.3846682236570958,-2.2411045473279296,-1.819480697898063,-4.440307734578926,-3.852452259925814,0.0,1.0
2019-08-02,-0.36190606600027386,-2.2221005066411066,-1.8182938518417089,-4.448171984116117,-3.842530466931398,0.0,1.0
2019-08-05,-0.35343291763738527,-2.2162532547622313,-1.813759079073592,-4.473619295600932,-3.8471974784157874,0.0,1.0
2019-08-06,-0.2974623422445379,-2.2130546885601845,-1.7941376034740126,-4.411996200298548,-3.853847197720179,0.0,1.0
2019-08-07,-0.28178368121442127,-2.2416644076985635,-1.7516942260775277,-4.398481973434535,-3.8803198698834374,0.0,1.0
2019-08-08,-0.2824613716454324,-2.2417999457847655,-1.7516942260775277,-4.397939821089726,-3.8800487937110333,0.0,1.0
2019-08-09,-0.24969283276450516,-2.2147440273037544,-1.761774744027304,-4.435767918088738,-3.9898976109215023,0.0,1.0
2019-08-12,-0.24717725479526592,-2.1928989253162836,-1.780301999727928,-4.4335464562644535,-3.949666712011971,0.0,1.0
2019-08-13,-0.24667209997283343,-2.189079054604727,-1.774653626731866,-4.430997011681608,-3.9418636240152134,0.0,1.0
2019-08-14,-0.20441156322783943,-2.2507192766132347,-1.8051787916152897,-4.460474037539389,-3.9797232497602413,0.0,1.0
2019-08-15,-0.19271948608137046,-2.267532119914347,-1.798313704496788,-4.349973233404711,-3.7746252676659533,0.0,1.0
2019-08-16,-0.1854990583804143,-2.290556900726392,-1.7978208232445518,-4.368980360505784,-3.8088512241054615,0.0,1.0
2019-08-19,-0.18284424379232503,-2.220023901208339,-1.7842252024963483,-4.340193865356526,-3.75116186429425,0.0,1.0
2019-08-20,-0.1778724537345227,-2.2385834109972045,-1.8141392624151245,-4.347357209426175,-3.7358540806816674,0.0,1.0
2019-08-21,-0.18670042643923243,-2.2490671641791047,-1.8251599147121536,-4.347547974413646,-3.717750533049041,0.0,1.0
2019-08-22,-0.17937458416500335,-2.250565535595476,-1.8234198270126416,-4.351563539587492,-3.701796407185629,0.0,1.0
2019-08-23,-0.1808864634633302,-2.252096366298416,-1.8240383335551709,-4.352721948622388,-3.7005191002262743,0.0,1.0
2019-08-26,-0.17122040072859745,-2.164194639604476,-1.7920895134009889,-4.280770231589903,-3.602393963049701,0.0,1.0
2019-08-27,-0.16491501232645647,-2.154664590631893,-1.7756584922797456,-4.269235759698975,-3.6106137277799406,0.0,1.0
2019-08-28,-0.17876152148513566,-2.116967415292743,-1.8072179670258341,-4.284304816305335,-3.5948331818771906,0.0,1.0
2019-08-29,-0.21397835441387406,-2.085539183726692,-1.8380492893467206,-4.313209023340723,-3.5888642587038726,0.0,1.0
2019-08-30,-0.20807976175061507,-2.0481678104363588,-1.8400880486857438,-4.300530881781691,-3.5513401527903667,0.0,1.0
