Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WDFC
2018-09-24,-0.2815874730021598,-0.6441414686825053,-0.0,-0.4229481641468682,-0.35107991360691143,0.0,1.0
2018-09-25,-0.2847617762181131,-0.6431637198002429,-0.0,-0.4222972061006883,-0.3491969226616278,0.0,1.0
2018-09-26,-0.28324277566026007,-0.642797285973022,-0.0,-0.4234314600059471,-0.35371556781012625,0.0,1.0
2018-09-27,-0.28600372801685714,-0.6375449117972823,-0.0,-0.42399438096009945,-0.3539454845071183,0.0,1.0
2018-09-28,-0.2859304084720121,-0.6375621352928463,-0.0,-0.4239788199697428,-0.35406310784525613,0.0,1.0
2018-10-01,-0.28708108108108105,-0.6365945945945946,-0.0,-0.42483783783783785,-0.35421621621621624,0.0,1.0
2018-10-02,-0.2862090424524473,-0.643523904867556,-0.0,-0.4232798506453097,-0.3526881138558944,0.0,1.0
2018-10-03,-0.2890266112153089,-0.6564462203376009,-0.0,-0.4231156052080785,-0.3496153741607546,0.0,1.0
2018-10-04,-0.3022745356270749,-0.6510549565121958,-0.0,-0.44283480121820723,-0.3475183142645485,0.0,1.0
2018-10-05,-0.291831771103763,-0.64605252370672,-0.0,-0.4448938321536906,-0.34995764217200015,0.0,1.0
2018-10-08,-0.2892187627909515,-0.6430812890550386,-0.0,-0.4474036073894179,-0.34903266297377683,0.0,1.0
2018-10-09,-0.28878581173260576,-0.6431377899045021,-0.0,-0.4474761255115962,-0.34911323328785815,0.0,1.0
2018-10-10,-0.2885129604365621,-0.6433833560709413,-0.0,-0.44744884038199184,-0.34914051841746246,0.0,1.0
2018-10-11,-0.27756705499864537,-0.6438634516391222,-0.0,-0.44332159306421026,-0.34454077485776213,0.0,1.0
2018-10-12,-0.2769855789926819,-0.6421922083512699,-0.0,-0.4365314248816186,-0.33477722772277224,0.0,1.0
2018-10-15,-0.25523855577047067,-0.6636309907586503,-0.0,-0.4324897915323447,-0.33507951859015683,0.0,1.0
2018-10-16,-0.2463498232261895,-0.6842630826113945,-0.0,-0.43292041130272846,-0.3353034841983105,0.0,1.0
2018-10-17,-0.2388251344193885,-0.6701441831848702,-0.0,-0.42976754139582163,-0.33624909718321166,0.0,1.0
2018-10-18,-0.2383716265011903,-0.6692968144007276,-0.0,-0.43073795704389223,-0.33632011126862277,0.0,1.0
2018-10-19,-0.22733793836344313,-0.662327311370882,-0.0,-0.4324654622741764,-0.33464399574920295,0.0,1.0
2018-10-22,-0.23023142377106928,-0.6502086607771936,-0.0,-0.4646902606904774,-0.36474987805538994,0.0,1.0
2018-10-23,-0.2408093241108872,-0.6554653885953924,-0.0,-0.46179401993355484,-0.3650944937639562,0.0,1.0
2018-10-24,-0.24192132550611734,-0.6682119931969057,-0.0,-0.46634114226148027,-0.36670872880890987,0.0,1.0
2018-10-25,-0.21415011096553382,-0.6353913206235461,-0.0,-0.480333698761999,-0.34399315489718973,0.0,1.0
2018-10-26,-0.21546118648149634,-0.6353857269005379,-0.0,-0.4801851703192315,-0.34486634021032353,0.0,1.0
2018-10-29,-0.2129144385026738,-0.6368181818181818,-0.0,-0.4803475935828877,-0.3437165775401069,0.0,1.0
2018-10-30,-0.1968670504752979,-0.6390413710001339,-0.0,-0.48295621903869324,-0.358869995983398,0.0,1.0
2018-10-31,-0.19786438868126002,-0.6332621462893753,-0.0,-0.48155365723438337,-0.356833956219968,0.0,1.0
2018-11-01,-0.17534012241734157,-0.6539972736749258,-0.0,-0.4836019565391709,-0.35992836714510995,0.0,1.0
2018-11-02,-0.1842414216340253,-0.6229521319173915,-0.0,-0.5017610331394418,-0.3592774427664229,0.0,1.0
2018-11-05,-0.17443649615332701,-0.6666486705358349,-0.0,-0.5158051019030908,-0.34250236199217166,0.0,1.0
2018-11-06,-0.17853961398299367,-0.6698609798893238,-0.0,-0.5128627345120799,-0.33815629639627476,0.0,1.0
2018-11-07,-0.17790848262464923,-0.6703270019425858,-0.0,-0.5117904165767321,-0.3380369091301533,0.0,1.0
2018-11-08,-0.17037852940386322,-0.6699352550842221,-0.0,-0.5085296725143057,-0.33769443623566076,0.0,1.0
2018-11-09,-0.17129567391713496,-0.6704487403543677,-0.0,-0.5084021186782459,-0.3385314440889415,0.0,1.0
2018-11-12,-0.1713649652656707,-0.6547756350079125,-0.0,-0.5186009709519084,-0.337419199098785,0.0,1.0
2018-11-13,-0.15156919636915378,-0.6538983682487289,-0.0,-0.522905741741422,-0.3335374131551628,0.0,1.0
2018-11-14,-0.14923732675656115,-0.6622255582660912,-0.0,-0.5289118837627002,-0.3403479612899767,0.0,1.0
2018-11-15,-0.14858092353871305,-0.6625840859753973,-0.0,-0.5292257390185726,-0.339640339827942,0.0,1.0
2018-11-16,-0.14516517319780659,-0.6547545807141901,-0.0,-0.5290624582051625,-0.3458873879898355,0.0,1.0
2018-11-19,-0.14584503463585546,-0.6544438203749766,-0.0,-0.5286046698226752,-0.3456899087967049,0.0,1.0
2018-11-20,-0.14129621714041463,-0.655134644154734,-0.0,-0.5296804872836076,-0.3453996580465911,0.0,1.0
2018-11-21,-0.1504290762241292,-0.6542947474693801,-0.0,-0.5334892000318818,-0.3186057015329844,0.0,1.0
2018-11-23,-0.15113069327954134,-0.6482110627455144,-0.0,-0.5356991188024207,-0.31914215946491137,0.0,1.0
2018-11-26,-0.14994416972403893,-0.6576274791301112,-0.0,-0.5340564683362579,-0.3169564523847504,0.0,1.0
2018-11-27,-0.14006471461913855,-0.6653935921918099,-0.0,-0.5326490558030978,-0.31413112667091025,0.0,1.0
2018-11-28,-0.1401023845521339,-0.6661627012546085,-0.0,-0.5321079016471711,-0.31405002519827063,0.0,1.0
2018-11-29,-0.13112809699525566,-0.660305745914602,-0.0,-0.529388508170796,-0.3149182920400633,0.0,1.0
2018-11-30,-0.13210490139057793,-0.6641463543594354,-0.0,-0.5354782424787183,-0.31192830328345583,0.0,1.0
2018-12-03,-0.12908004020525843,-0.6663757075596466,-0.0,-0.5369253557636354,-0.31270168756282074,0.0,1.0
2018-12-04,-0.12485485062810092,-0.6682413174284809,-0.0,-0.5348622400506703,-0.31112108096695873,0.0,1.0
2018-12-06,-0.1209262657328199,-0.6365234021657664,-0.0,-0.5354973767864989,-0.2914997544775541,0.0,1.0
2018-12-07,-0.11681154920832042,-0.6381558522198075,-0.0,-0.5371261512987685,-0.2950946910897237,0.0,1.0
2018-12-10,-0.0766808909242298,-0.6684013322231473,-0.0,-0.5672616569525396,-0.28962843463780186,0.0,1.0
2018-12-11,-0.073771345272803,-0.6696428571428571,-0.0,-0.5664827155351937,-0.29315910037484383,0.0,1.0
2018-12-12,-0.07721423164269493,-0.6709911509044872,-0.0,-0.570544780599859,-0.2916285990237281,0.0,1.0
2018-12-13,-0.07714978743381759,-0.6684750006520435,-0.0,-0.5720768889700322,-0.2904723403145458,0.0,1.0
2018-12-14,-0.08462785710549715,-0.6486479418379623,-0.0,-0.5885768084104818,-0.2933469323709399,0.0,1.0
2018-12-17,-0.07993632235502897,-0.6486507646536875,-0.0,-0.5858604311289732,-0.29531812725090034,0.0,1.0
2018-12-18,-0.07707339951535995,-0.648219078141692,-0.0,-0.5863623335678365,-0.2939628442637901,0.0,1.0
2018-12-19,-0.0908995541568319,-0.6494623655913979,-0.0,-0.5856805664830842,-0.2965643849986887,0.0,1.0
2018-12-20,-0.08904270602063472,-0.638213399503722,-0.0,-0.5917722345566149,-0.2929606895651038,0.0,1.0
2018-12-21,-0.08641814729065321,-0.6385629926380687,-0.0,-0.5931947660050467,-0.2832132358679535,0.0,1.0
2018-12-24,-0.07505495926548558,-0.6271046165783007,-0.0,-0.5912841070735807,-0.29287469287469287,0.0,1.0
2018-12-26,-0.07403685092127303,-0.6284757118927974,-0.0,-0.5865738951166086,-0.28792681355495425,0.0,1.0
2018-12-27,-0.06696733980287328,-0.6144120404388477,-0.0,-0.5630526769199584,-0.2893303266019713,0.0,1.0
2018-12-28,-0.0662613981762918,-0.6149949341438703,-0.0,-0.5629432624113475,-0.2887284701114488,0.0,1.0
2018-12-31,-0.06591346640997062,-0.6158172053906171,-0.0,-0.56279764920458,-0.28865639882460226,0.0,1.0
2019-01-02,-0.06268830544091956,-0.6161733802567284,-0.0,-0.5619160948932831,-0.29108539889105506,0.0,1.0
2019-01-03,-0.08001324638271856,-0.6158039535357652,-0.0,-0.5843437945791726,-0.2672202975341349,0.0,1.0
2019-01-04,-0.05948728351548039,-0.6236529147754647,-0.0,-0.5793036995714684,-0.2732459365570403,0.0,1.0
2019-01-07,-0.051991288893339004,-0.6105784875716538,-0.0,-0.5776865503516985,-0.26291021051841096,0.0,1.0
2019-01-08,-0.054443694875446626,-0.5994303275616522,-0.0,-0.5840891487394748,-0.26057516927766533,0.0,1.0
2019-01-09,-0.04728357610248953,-0.5857296863639783,-0.0,-0.5931005089377491,-0.2809687366811242,0.0,1.0
2019-01-10,-0.04570250634757033,-0.5901606375223107,-0.0,-0.5934789713165238,-0.2845471228537671,0.0,1.0
2019-01-11,-0.03147794713587283,-0.5974535281968156,-0.0,-0.6439384036183953,-0.3416037020575701,0.0,1.0
2019-01-14,-0.038318976768467766,-0.5962933959801618,-0.0,-0.639989558861916,-0.335708692247455,0.0,1.0
2019-01-15,-0.036864794252122794,-0.592606139777923,-0.0,-0.6403919007184846,-0.3428086218158067,0.0,1.0
2019-01-16,-0.048654189885395854,-0.5939701398380822,-0.0,-0.65426874145726,-0.33164230890547786,0.0,1.0
2019-01-17,-0.04322319267599705,-0.6017573397874355,-0.0,-0.6550826054930022,-0.3307113543091655,0.0,1.0
2019-01-18,-0.044526901669758805,-0.5956533262655711,-0.0,-0.6565862708719852,-0.3536443148688046,0.0,1.0
2019-01-22,-0.0,-0.6356791273114274,-0.0,-0.8180391113476121,-0.20694425967806304,0.0,1.0
2019-01-23,-0.0,-0.6280014974062785,-0.0,-0.8262473929087117,-0.21969089256109953,0.0,1.0
2019-01-24,-0.0,-0.6293910067903545,-0.0,-0.8221140993423516,-0.22186280275891568,0.0,1.0
2019-01-25,-0.0,-0.6175484150167695,-0.0,-0.9803635183382019,-0.10686465433300878,0.0,1.0
2019-01-28,-0.0,-0.6127113168945839,-0.0,-0.9761763755787661,-0.10304727037794768,0.0,1.0
2019-01-29,-0.0,-0.6032946259789359,-0.0,-0.9760194436943019,-0.12117202268431002,0.0,1.0
2019-01-30,-0.0,-0.5991652664101036,-0.0,-0.9752561114423547,-0.13572551357797172,0.0,1.0
2019-01-31,-0.0,-0.602815757411669,-0.0,-0.9412752132124002,-0.16336807905780423,0.0,1.0
2019-02-01,-0.0,-0.6043827730407864,-0.0,-0.9496551349589963,-0.16143485580839625,0.0,1.0
2019-02-04,-0.0,-0.6067711871314838,-0.0,-0.954704779501671,-0.1556938293073934,0.0,1.0
2019-02-05,-0.0,-0.5996901247655549,-0.0,-0.9469406616108076,-0.1715730245453804,0.0,1.0
2019-02-06,-0.0,-0.5894711094200141,-0.0,-0.9491493178235582,-0.17924118062727618,0.0,1.0
2019-02-07,-0.0,-0.5933356927013858,-0.0,-0.9606348514959302,-0.16837720850461438,0.0,1.0
2019-02-08,-0.0,-0.5895734338303567,-0.0,-0.9666557430771752,-0.17464088699546673,0.0,1.0
2019-02-11,-0.0,-0.5814017131441395,-0.0,-0.967625407076982,-0.18765222626638572,0.0,1.0
2019-02-12,-0.0,-0.5737232289950576,-0.0,-0.9765513454146072,-0.1954695222405272,0.0,1.0
2019-02-13,-0.0,-0.5698507299469626,-0.0,-0.9719776915085571,-0.19205533380720655,0.0,1.0
2019-02-14,-0.0,-0.5658938125943203,-0.0,-0.9861709425161203,-0.19179585677047606,0.0,1.0
2019-02-15,-0.0,-0.5449018157916359,-0.0,-0.994878536411689,-0.19894284227535397,0.0,1.0
2019-02-19,-0.0,-0.5365733922434953,-0.0,-0.9965908471063111,-0.19413080237822505,0.0,1.0
2019-02-20,-0.0,-0.5412691035350083,-0.0,-0.9919621620143806,-0.20072723296060366,0.0,1.0
2019-02-21,-0.0,-0.5427688267636841,-0.0,-0.9919030555023661,-0.20078233990754166,0.0,1.0
2019-02-22,-0.0,-0.5451339529797704,-0.0,-0.9911700382722799,-0.1974302897758338,0.0,1.0
2019-02-25,-0.0,-0.5394560245418937,-0.0,-1.0008491056999644,-0.19871812429811828,0.0,1.0
2019-02-26,-0.0,-0.5408551784589256,-0.0,-1.0003560960911606,-0.19801681869230556,0.0,1.0
2019-02-27,-0.0,-0.5352355891785215,-0.0,-1.0093742290930023,-0.1963928405010553,0.0,1.0
2019-02-28,-0.0,-0.5313065905723536,-0.0,-1.005240629973111,-0.20723810569061077,0.0,1.0
2019-03-01,-0.0,-0.5300153643546971,-0.0,-1.0055695785776997,-0.2080772607550483,0.0,1.0
