Date,BLDR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.44481481481481483,-1.5606481481481482,-0.0,-0.7868518518518519,-0.8373611111111111,0.0
2018-09-25,1.0,-0.44514396815109714,-1.5602721970187947,-0.0,-0.7866864179242663,-0.837098416813258,0.0
2018-09-26,1.0,-0.4436978683966636,-1.560194624652456,-0.0,-0.7880908248378128,-0.8419369786839667,0.0
2018-09-27,1.0,-0.44404800518975024,-1.559566285158241,-0.0,-0.7881006440850749,-0.8419443028589964,0.0
2018-09-28,1.0,-0.4427300528217959,-1.5605597256973402,-0.0,-0.7881104624223889,-0.8420906310814568,0.0
2018-10-01,1.0,-0.44467108618052015,-1.559130313847295,-0.0,-0.7895786008993556,-0.8424736915302953,0.0
2018-10-02,1.0,-0.44438231045249077,-1.587958432359383,-0.0,-0.7878745514702455,-0.8398341022414837,0.0
2018-10-03,1.0,-0.44359010205508176,-1.574956894543082,-0.0,-0.7929540053124563,-0.8485483946129829,0.0
2018-10-04,1.0,-0.4453707153502236,-1.570836438152012,-0.0,-0.7945696721311476,-0.8464511922503726,0.0
2018-10-05,1.0,-0.4198469742638534,-1.5635984233712032,-0.0,-0.7986088569441224,-0.8550428935775561,0.0
2018-10-08,1.0,-0.41503933364183254,-1.5586302637667748,-0.0,-0.8009717723276262,-0.8529384544192504,0.0
2018-10-09,1.0,-0.408646494601733,-1.5599369816041888,-0.0,-0.8052453547101617,-0.8598767434317224,0.0
2018-10-10,1.0,-0.40818232766672896,-1.5745376424434896,-0.0,-0.8119745936857836,-0.8756304875770595,0.0
2018-10-11,1.0,-0.28733640384878467,-1.5868484655023027,-0.0,-0.7808837612294222,-0.9051028318664781,0.0
2018-10-12,1.0,-0.2951668843745777,-1.5871807576235304,-0.0,-0.7499662177379397,-0.8719877482996261,0.0
2018-10-15,1.0,-0.2512281966917564,-1.6357777076666515,-0.0,-0.743723802226529,-0.8763690449362239,0.0
2018-10-16,1.0,-0.24634871979805262,-1.6440677966101693,-0.0,-0.7423368193292462,-0.8749549224666425,0.0
2018-10-17,1.0,-0.22031049582024856,-1.5979034897607145,-0.0,-0.7290901853244283,-0.875757441726746,0.0
2018-10-18,1.0,-0.22575332710197177,-1.6124538211599233,-0.0,-0.7306716517559086,-0.8820937374816397,0.0
2018-10-19,1.0,-0.20842179759377213,-1.610978414720453,-0.0,-0.7256280962491154,-0.8781847133757962,0.0
2018-10-22,1.0,-0.21193844516386537,-1.620249234999335,-0.0,-0.7250875870326844,-0.8775555457004746,0.0
2018-10-23,1.0,-0.20900892896806006,-1.622317977877482,-0.0,-0.729954244591533,-0.8809915152592066,0.0
2018-10-24,1.0,-0.21096271064897812,-1.6236106131229833,-0.0,-0.745607744711366,-0.9016672642524202,0.0
2018-10-25,1.0,-0.15309715279287112,-1.566789828298196,-0.0,-0.7655292327754836,-0.8614648989350141,0.0
2018-10-26,1.0,-0.1359477685666423,-1.5467978179631459,-0.0,-0.7647008290021906,-0.8478587689532238,0.0
2018-10-29,1.0,-0.11107789545609838,-1.5574393577041339,-0.0,-0.7516228220020498,-0.8504868466006149,0.0
2018-10-30,1.0,-0.11533695141233281,-1.5580530746549293,-0.0,-0.7521473441305927,-0.8478270159394897,0.0
2018-10-31,1.0,-0.11649612535856489,-1.5609453268827334,-0.0,-0.7540780065933126,-0.849852292674573,0.0
2018-11-01,1.0,-0.08929794520547946,-1.5844606164383561,-0.0,-0.7548801369863013,-0.8522260273972603,0.0
2018-11-02,1.0,-0.09078451524494689,-1.5839328537170263,-0.0,-0.7550102774922919,-0.8525179856115108,0.0
2018-11-05,1.0,-0.0952688370377202,-1.7740938854560546,-0.0,-0.8705616526791479,-0.8712994558701467,0.0
2018-11-06,1.0,-0.12890349847382013,-1.8197698990373326,-0.0,-0.8802066212725992,-0.867011035454332,0.0
2018-11-07,1.0,-0.12810285767913285,-1.8194359720332223,-0.0,-0.8787480643798977,-0.8661723992304444,0.0
2018-11-08,1.0,-0.0741693963500234,-1.8398221806270474,-0.0,-0.8738886289190454,-0.8915301824988301,0.0
2018-11-09,1.0,-0.08026929052304506,-1.8474648086248293,-0.0,-0.8798549974106681,-0.9002871804528978,0.0
2018-11-12,1.0,-0.07808328258934845,-1.8243945852264742,-0.0,-0.8868799475385264,-0.8947491685793245,0.0
2018-11-13,1.0,-0.03481526123035557,-1.8275926011775068,-0.0,-0.8865143016086412,-0.8869315284409623,0.0
2018-11-14,1.0,-0.042353490544011205,-1.8340415596544477,-0.0,-0.898529068409993,-0.8946999766518795,0.0
2018-11-15,1.0,-0.03993848448131233,-1.8351197688507783,-0.0,-0.8995246528101407,-0.8856370584397427,0.0
2018-11-16,1.0,-0.03248281706054044,-1.828641370869033,-0.0,-0.9217117032294511,-0.9248187552961116,0.0
2018-11-19,1.0,-0.03290340802108831,-1.8284692148371307,-0.0,-0.9212483524759932,-0.9245904726040295,0.0
2018-11-20,1.0,-0.0,-1.8145953825175154,-0.0,-0.9220388395166219,-0.9654864343819063,0.0
2018-11-21,1.0,-0.0,-1.8153451492537314,-0.0,-0.9252332089552238,-0.9236007462686567,0.0
2018-11-23,1.0,-0.0,-1.8129516527577043,-0.0,-0.9256841810807032,-0.9235861811739475,0.0
2018-11-26,1.0,-0.0,-1.8190081103756874,-0.0,-0.9221124265871166,-0.9200149156334483,0.0
2018-11-27,1.0,-0.0,-1.8229891455608127,-0.0,-0.9080155858613972,-0.9076444939233695,0.0
2018-11-28,1.0,-0.0,-1.8118784273631379,-0.0,-0.9197416116739474,-0.9156520122687982,0.0
2018-11-29,1.0,-0.0,-1.7814791055718477,-0.0,-0.8951154692082112,-0.905516862170088,0.0
2018-11-30,1.0,-0.0,-1.7821705071235512,-0.0,-0.895643410142471,-0.9032021622612121,0.0
2018-12-03,1.0,-0.0,-1.7814245170740641,-0.0,-0.8942140437608715,-0.9019042387622449,0.0
2018-12-04,1.0,-0.0,-1.7881480799336953,-0.0,-0.9059766092642048,-0.9103508610369279,0.0
2018-12-06,1.0,-0.0,-1.7840966745076334,-0.0,-0.9118121857847885,-0.9163783958304506,0.0
2018-12-07,1.0,-0.0,-1.7897706252312247,-0.0,-0.9207824639289679,-0.9139382167961525,0.0
2018-12-10,1.0,-0.0,-1.7871601553575511,-0.0,-0.8997486863148275,-0.8823851953392735,0.0
2018-12-11,1.0,-0.0,-1.7940704024966725,-0.0,-0.8942585708384965,-0.9010968837486805,0.0
2018-12-12,1.0,-0.0,-1.7943985307621673,-0.0,-0.8939853076216713,-0.9029843893480258,0.0
2018-12-13,1.0,-0.0,-1.787347351023781,-0.0,-0.9030851161509502,-0.9005141860251583,0.0
2018-12-14,1.0,-0.0,-1.77477518810791,-0.0,-0.9115892824371445,-0.901633327216003,0.0
2018-12-17,1.0,-0.0,-1.7700913242009133,-0.0,-0.8849771689497717,-0.9111415525114155,0.0
2018-12-18,1.0,-0.0,-1.7522228270731264,-0.0,-0.872300852839775,-0.9118581019778624,0.0
2018-12-19,1.0,-0.0,-1.7658198826118856,-0.0,-0.8905906089508437,-0.9290627292736611,0.0
2018-12-20,1.0,-0.0,-1.74368461924992,-0.0,-0.9023342926316752,-0.9220684299483807,0.0
2018-12-21,1.0,-0.0,-1.7431088506425687,-0.0,-0.8959175332637028,-0.9020934562463103,0.0
2018-12-24,1.0,-0.0,-1.7104041814986708,-0.0,-0.876177172982472,-0.91934393727752,0.0
2018-12-26,1.0,-0.0,-1.7136670089744162,-0.0,-0.8496227173282135,-0.9015939634772514,0.0
2018-12-27,1.0,-0.0,-1.6461400205409107,-0.0,-0.7447363916466962,-0.8884799726121191,0.0
2018-12-28,1.0,-0.0,-1.6469808416010947,-0.0,-0.7430294218268901,-0.8864180636332535,0.0
2018-12-31,1.0,-0.0,-1.6467670201847417,-0.0,-0.7432004789599727,-0.8864608279165241,0.0
2019-01-02,1.0,-0.0,-1.645658861733037,-0.0,-0.7390189711160485,-0.8880533242180824,0.0
2019-01-03,1.0,-0.0,-1.6560668734918993,-0.0,-0.7322475008617718,-0.9205446397793864,0.0
2019-01-04,1.0,-0.0,-1.6642094887069814,-0.0,-0.6968670981014013,-0.9247417820254574,0.0
2019-01-07,1.0,-0.0,-1.6289374212515748,-0.0,-0.6760184796304073,-0.894960100797984,0.0
2019-01-08,1.0,-0.0,-1.6222427241466075,-0.0,-0.6784785708294891,-0.8928541474461125,0.0
2019-01-09,1.0,-0.0,-1.6077035796525017,-0.0,-0.6780406112622985,-0.9009838810969227,0.0
2019-01-10,1.0,-0.0,-1.6092840085466504,-0.0,-0.6780342703925594,-0.9022162637730948,0.0
2019-01-11,1.0,-0.0,-1.6049429657794678,-0.0,-0.6954795099281791,-0.9243768483312209,0.0
2019-01-14,1.0,-0.0,-1.5977679511476102,-0.0,-0.6929037692145715,-0.9207412086755106,0.0
2019-01-15,1.0,-0.0,-1.5876223422207223,-0.0,-0.694271009112386,-0.9368039149510632,0.0
2019-01-16,1.0,-0.0,-1.5882303275920298,-0.0,-0.6757007767646066,-0.9576156703816279,0.0
2019-01-17,1.0,-0.0,-1.5752223580491507,-0.0,-0.6786662732369431,-0.9614298360241117,0.0
2019-01-18,1.0,-0.0,-1.567130611898498,-0.0,-0.6955359416107952,-0.9807349571416447,0.0
2019-01-22,1.0,-0.0,-1.8029774966653758,-0.0,-0.5434361688395508,-0.9563271804139237,0.0
2019-01-23,1.0,-0.0,-1.7837278489199329,-0.0,-0.550338464191782,-0.9775794420730393,0.0
2019-01-24,1.0,-0.0,-1.7858931192264524,-0.0,-0.5502892169558836,-0.9804886471553138,0.0
2019-01-25,1.0,-0.0,-1.8534357209056003,-0.0,-0.4944172293569884,-1.0654044750430292,0.0
2019-01-28,1.0,-0.0,-1.8289717973653965,-0.0,-0.5283352488727787,-1.063168596941031,0.0
2019-01-29,1.0,-0.0,-1.8063316360416206,-0.0,-0.5286251937126412,-1.0927606818684967,0.0
2019-01-30,1.0,-0.0,-1.8042246036666372,-0.0,-0.5266584004959702,-1.0974227260650076,0.0
2019-01-31,1.0,-0.0,-1.8214396593781876,-0.0,-0.493724220517142,-1.1200159666474474,0.0
2019-02-01,1.0,-0.0,-1.821512634898077,-0.0,-0.5055291557489896,-1.1140471643647023,0.0
2019-02-04,1.0,-0.0,-1.808815719596389,-0.0,-0.5012834129934501,-1.1154629137900514,0.0
2019-02-05,1.0,-0.0,-1.7970956745030329,-0.0,-0.4960818169743658,-1.1341479612166292,0.0
2019-02-06,1.0,-0.0,-1.7917958713564277,-0.0,-0.5012403650217064,-1.13683884114468,0.0
2019-02-07,1.0,-0.0,-1.7946796719131013,-0.0,-0.5103081356683662,-1.128618931500776,0.0
