Date,CL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1928692699490662,-0.5287188193809585,-0.0,-0.4714901397414131,-0.41891080057463753,0.0
2018-09-25,1.0,-0.1906684141546527,-0.5328178243774574,-0.0,-0.47457404980340756,-0.42317169069462646,0.0
2018-09-26,1.0,-0.18922183995587888,-0.5327625600756363,-0.0,-0.4760879270950968,-0.4281849935656695,0.0
2018-09-27,1.0,-0.19167082163382054,-0.5278295326318,-0.0,-0.4764216548140761,-0.42826777232529456,0.0
2018-09-28,1.0,-0.1900336063852132,-0.5301144717496324,-0.0,-0.47665931526990124,-0.4286914513757614,0.0
2018-10-01,1.0,-0.18995719200567274,-0.53076660451191,-0.0,-0.47661317855923524,-0.4289203456154634,0.0
2018-10-02,1.0,-0.19208950520012605,-0.5232692509717407,-0.0,-0.479252022271247,-0.43171551633574956,0.0
2018-10-03,1.0,-0.19152065985447478,-0.5151172870314429,-0.0,-0.48262365704378896,-0.4375476109170191,0.0
2018-10-04,1.0,-0.203162662569862,-0.5105819405080391,-0.0,-0.4995629486398432,-0.4354885704447329,0.0
2018-10-05,1.0,-0.19769622995429445,-0.5085202504557343,-0.0,-0.5002245647406938,-0.43552350003962903,0.0
2018-10-08,1.0,-0.19534895984391068,-0.5055501357871701,-0.0,-0.5013842381416932,-0.43436074564294563,0.0
2018-10-09,1.0,-0.1901516352300946,-0.5065779045807577,-0.0,-0.5050192846198552,-0.44000634014899354,0.0
2018-10-10,1.0,-0.190254852766407,-0.506193054271755,-0.0,-0.5051894889739865,-0.4393239139046613,0.0
2018-10-11,1.0,-0.14648111536190206,-0.4923357383110381,-0.0,-0.48925462808431974,-0.4395203738413742,0.0
2018-10-12,1.0,-0.1436642658997786,-0.4872369124271499,-0.0,-0.4829104420634719,-0.4311709464790166,0.0
2018-10-15,1.0,-0.1305650032996599,-0.4969541601096502,-0.0,-0.4801005127163816,-0.43058023249911165,0.0
2018-10-16,1.0,-0.1282012233813041,-0.50077413132313,-0.0,-0.4793268864691997,-0.42983324449859134,0.0
2018-10-17,1.0,-0.11193059652982648,-0.4716985849292465,-0.0,-0.4777238861943097,-0.4387719385969298,0.0
2018-10-18,1.0,-0.11111390053473251,-0.4712424371752064,-0.0,-0.4857028092285291,-0.4424221123189315,0.0
2018-10-19,1.0,-0.09958154827139584,-0.4622397130616718,-0.0,-0.48732190893693333,-0.4416658364053004,0.0
2018-10-22,1.0,-0.10189939047522699,-0.45185765952603757,-0.0,-0.5113938137029261,-0.4639975720175017,0.0
2018-10-23,1.0,-0.09933355294833135,-0.4532600157109191,-0.0,-0.514988723614525,-0.4664369155918202,0.0
2018-10-24,1.0,-0.09758566583995545,-0.4507010173609354,-0.0,-0.5153616439742875,-0.46710026825935114,0.0
2018-10-25,1.0,-0.06395782563286417,-0.4203013875764659,-0.0,-0.550032327050281,-0.45240463520167107,0.0
2018-10-26,1.0,-0.04556242274412855,-0.4137453646477132,-0.0,-0.5641038318912237,-0.4487762669962917,0.0
2018-10-29,1.0,-0.07796971746708986,-0.43803007440553615,-0.0,-0.6157188199177897,-0.4698735626203236,0.0
2018-10-30,1.0,-0.09849539164456582,-0.44526429115353305,-0.0,-0.6217209778641388,-0.46036289157891974,0.0
2018-10-31,1.0,-0.0977649182416649,-0.46055425780420467,-0.0,-0.6283181142493098,-0.4678541091526863,0.0
2018-11-01,1.0,-0.07706816853514692,-0.47935816375325435,-0.0,-0.6298018171191755,-0.4703522660857553,0.0
2018-11-02,1.0,-0.08004438104295451,-0.4626987900882338,-0.0,-0.6326676176890157,-0.466344375759497,0.0
2018-11-05,1.0,-0.0763580638342845,-0.4736049461001902,-0.0,-0.6339833016275629,-0.4582012259564574,0.0
2018-11-06,1.0,-0.07924558205880021,-0.4756583987109385,-0.0,-0.6316137042026573,-0.4549753017935917,0.0
2018-11-07,1.0,-0.07898835766519707,-0.4754613374165105,-0.0,-0.6309036669394651,-0.45463185406161727,0.0
2018-11-08,1.0,-0.06495207165680163,-0.47349536430778905,-0.0,-0.6251113089937668,-0.4554764024933215,0.0
2018-11-09,1.0,-0.06546683432882741,-0.4736718013203395,-0.0,-0.624908309755842,-0.4557005134653673,0.0
2018-11-12,1.0,-0.0709440285397692,-0.4681765357693035,-0.0,-0.6815491473203428,-0.4819599470284587,0.0
2018-11-13,1.0,-0.067316808885277,-0.47045916294189355,-0.0,-0.6875253961804145,-0.48362454286875256,0.0
2018-11-14,1.0,-0.06907305960839616,-0.4702500406790692,-0.0,-0.6887780007593426,-0.48380973043336767,0.0
2018-11-15,1.0,-0.06865485332826789,-0.47407125993867194,-0.0,-0.696263330710157,-0.47464112235760225,0.0
2018-11-16,1.0,-0.06560749181259642,-0.46628954989579663,-0.0,-0.6951037973313123,-0.47960592199637314,0.0
2018-11-19,1.0,-0.06268308560269067,-0.46910599978300965,-0.0,-0.6987631550396007,-0.481827058695888,0.0
2018-11-20,1.0,-0.03446324638930804,-0.4617643888769131,-0.0,-0.7032496227635266,-0.49509592584608747,0.0
2018-11-21,1.0,-0.0382254017404303,-0.45518125033367146,-0.0,-0.7023116758315092,-0.473626608296407,0.0
2018-11-23,1.0,-0.03977272727272727,-0.4432618437900128,-0.0,-0.7086534357661118,-0.4758589415279556,0.0
2018-11-26,1.0,-0.03927476336488468,-0.4455672576989735,-0.0,-0.7071857085721904,-0.47431009198773494,0.0
2018-11-27,1.0,-0.03551789177270675,-0.4449432829476928,-0.0,-0.7048056743617671,-0.47124299338522435,0.0
2018-11-28,1.0,-0.037537218205019145,-0.4389355593364526,-0.0,-0.7082890259464057,-0.4736814121650362,0.0
2018-11-29,1.0,-0.007298500777277159,-0.4317181777461597,-0.0,-0.7111690775432772,-0.4846520696651121,0.0
2018-11-30,1.0,-0.007430634238886986,-0.4322415746620642,-0.0,-0.7128402413638639,-0.48249057995836736,0.0
2018-12-03,1.0,-0.007271002924207698,-0.43217682236096844,-0.0,-0.7126373192128349,-0.48233620485260414,0.0
2018-12-04,1.0,-0.0016811137378513266,-0.4339374835828737,-0.0,-0.7103230890464933,-0.4807985290254794,0.0
2018-12-06,1.0,-0.0,-0.3830510206688639,-0.0,-0.7138550369178099,-0.45795968421859434,0.0
2018-12-07,1.0,-0.0,-0.3833320559004625,-0.0,-0.7152857617332209,-0.4562479241715848,0.0
2018-12-10,1.0,-0.0,-0.3792467138523761,-0.0,-0.7095803842264914,-0.43897876643073813,0.0
2018-12-11,1.0,-0.0,-0.3801839231880019,-0.0,-0.7204418209915638,-0.4327515010260178,0.0
2018-12-12,1.0,-0.0,-0.3829165395954051,-0.0,-0.7261360170783775,-0.4323980888482261,0.0
