Date,HPE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.38387968168212017,-0.733226253924217,-0.1338614295101117,-0.6657297218368986,-0.7337373147404541,0.0
2018-09-25,1.0,-0.3843290390861648,-0.7324915149082151,-0.13481259808036206,-0.6650487208496041,-0.732783475055655,0.0
2018-09-26,1.0,-0.384384274356062,-0.7349137141391566,-0.12897079837320924,-0.6707214304034002,-0.7449529183307075,0.0
2018-09-27,1.0,-0.38634449935932635,-0.7289767526999816,-0.13066080907926048,-0.6705107084019769,-0.7444993593263775,0.0
2018-09-28,1.0,-0.38270472556501317,-0.7360214264749045,-0.13156736131493982,-0.672255650132081,-0.7463677722336366,0.0
2018-10-01,1.0,-0.382851482242442,-0.7358012914587613,-0.13175080716172582,-0.6722189609627237,-0.746257704725565,0.0
2018-10-02,1.0,-0.38286469422215696,-0.7408413479186551,-0.1307539828206446,-0.6712796417296821,-0.7450627707216798,0.0
2018-10-03,1.0,-0.3849074688490747,-0.7261299122612992,-0.12729484627294846,-0.6845830568458305,-0.7635847526358476,0.0
2018-10-04,1.0,-0.3848224492053542,-0.7268335853091928,-0.1276964489841071,-0.6841328957557432,-0.7639293484273019,0.0
2018-10-05,1.0,-0.36901387713034195,-0.7191077410093127,-0.11112747082857878,-0.6989362093716641,-0.7827143225236499,0.0
2018-10-08,1.0,-0.3750649929436233,-0.7320433781475154,-0.11420188665230632,-0.7025922899799449,-0.7899799450345392,0.0
2018-10-09,1.0,-0.37852413895707804,-0.7335044260953656,-0.12036003868184185,-0.7007364427583129,-0.7863200178531577,0.0
2018-10-10,1.0,-0.3780655725503331,-0.7348814707305273,-0.11912470693312492,-0.7011648245320233,-0.7882475531241859,0.0
2018-10-11,1.0,-0.33696481098158837,-0.7283654719105204,-0.06700076261030613,-0.6927043614046555,-0.8064422413480045,0.0
2018-10-12,1.0,-0.3379851095205553,-0.7211092328166026,-0.06171995827788369,-0.6807538754810631,-0.7951659892817322,0.0
2018-10-15,1.0,-0.3597263663488829,-0.7056618877810931,-0.0803798850156466,-0.6919802052252383,-0.8010334036824103,0.0
2018-10-16,1.0,-0.35886333866977155,-0.7088487847474895,-0.07797263862610974,-0.6919662349003056,-0.8008295735700772,0.0
2018-10-17,1.0,-0.3431073466604458,-0.6720381868427664,-0.06018734522485016,-0.6952948354448553,-0.8183612676309084,0.0
2018-10-18,1.0,-0.3421968636738795,-0.6706498726091794,-0.06078874654609395,-0.6964151146517387,-0.8184232246025765,0.0
2018-10-19,1.0,-0.3307426289707298,-0.6594174480373632,-0.04959178580341545,-0.7021997219152197,-0.8232022531997575,0.0
2018-10-22,1.0,-0.334724600456621,-0.6514340753424657,-0.03956192922374429,-0.7110445205479452,-0.830550799086758,0.0
2018-10-23,1.0,-0.34367267902606946,-0.6568293470075662,-0.05192383547889697,-0.7046652562125721,-0.8288091225302112,0.0
2018-10-24,1.0,-0.3432381088927918,-0.6560091759561274,-0.048926484820244455,-0.7056883759274526,-0.8304957166923544,0.0
2018-10-25,1.0,-0.31463457177742893,-0.6136403279260422,-0.043642072213500784,-0.7107971393685678,-0.8058608058608059,0.0
2018-10-26,1.0,-0.30235457063711907,-0.6067867036011081,-0.02209141274238227,-0.7284279778393352,-0.802943213296399,0.0
2018-10-29,1.0,-0.29960901006885576,-0.6075568319435314,-0.017438842946610845,-0.7298017369641189,-0.8056814643091935,0.0
2018-10-30,1.0,-0.2949112671671222,-0.6081917874563254,-0.01428719687272979,-0.7308610371190369,-0.8111530079219567,0.0
2018-10-31,1.0,-0.29616245052486667,-0.5953192221648599,-0.01586646016176218,-0.7276200309757357,-0.8067802443641371,0.0
2018-11-01,1.0,-0.29538885065381965,-0.596145905024088,-0.015106675843083273,-0.7276668960770819,-0.8068479008947006,0.0
2018-11-02,1.0,-0.29571797076526224,-0.5945657781599312,-0.015133276010318143,-0.7276698194325022,-0.8062940670679277,0.0
2018-11-05,1.0,-0.29066005919196086,-0.6113978938674376,-0.01441943698809278,-0.7301603689173377,-0.7947553169523023,0.0
2018-11-06,1.0,-0.2942127718139279,-0.6138177814478393,-0.01304018717313515,-0.7281860721167079,-0.7914602257087806,0.0
2018-11-07,1.0,-0.2910003782798583,-0.6137762646583446,-0.01846693490147529,-0.7253000447058014,-0.7903297912582964,0.0
2018-11-08,1.0,-0.27727676436428234,-0.615290018446403,-0.004850720776115324,-0.7217667554826809,-0.7968846075015371,0.0
2018-11-09,1.0,-0.27639443932096874,-0.6150903439560065,-0.005704136352768385,-0.7221368309594562,-0.7963247600505516,0.0
2018-11-12,1.0,-0.2761000273298716,-0.6156736813336977,-0.00485105220005466,-0.7226018037715224,-0.7970073790653185,0.0
2018-11-13,1.0,-0.2619176965910634,-0.6111978812983838,-0.0,-0.724772511204672,-0.7975010186065462,0.0
2018-11-14,1.0,-0.26309891677136743,-0.610479133417094,-0.0,-0.7250500865903766,-0.797106862711807,0.0
2018-11-15,1.0,-0.26219388101214297,-0.6102367546299436,-0.0,-0.7261040634963707,-0.7933654433213485,0.0
2018-11-16,1.0,-0.25983958848015165,-0.6035737249991541,-0.0,-0.72459304883414,-0.796236759281194,0.0
2018-11-19,1.0,-0.2637370078206994,-0.6029725429122795,-0.0,-0.7229915021837017,-0.7958492737921928,0.0
2018-11-20,1.0,-0.2417000910040783,-0.596683406923051,-0.0,-0.7249317469412517,-0.8071387643668475,0.0
2018-11-21,1.0,-0.2454995650137188,-0.590109081175132,-0.0,-0.722612594525865,-0.7877936157398113,0.0
2018-11-23,1.0,-0.24600414632515213,-0.5862703136494349,-0.0,-0.7237343676854143,-0.7878352170133084,0.0
2018-11-26,1.0,-0.24588738798983548,-0.5865654674334626,-0.0,-0.7234853550889393,-0.7876153537515046,0.0
2018-11-27,1.0,-0.24160693448908155,-0.5863643940656776,-0.0,-0.7207534589098183,-0.7851975329221538,0.0
2018-11-28,1.0,-0.2437625083388926,-0.5794529686457639,-0.0,-0.7247164776517678,-0.7876250833889259,0.0
2018-11-29,1.0,-0.22460317460317458,-0.5703703703703703,-0.0,-0.7217592592592593,-0.7901785714285714,0.0
2018-11-30,1.0,-0.22341165943061678,-0.5721340271103305,-0.0,-0.7226991018460213,-0.7959765353130281,0.0
2018-12-03,1.0,-0.21997878124792788,-0.5746966381539685,-0.0,-0.724189377362244,-0.7965652145083217,0.0
2018-12-04,1.0,-0.22042957208777347,-0.5747435514390997,-0.0,-0.72638847392358,-0.7981940709756664,0.0
2018-12-06,1.0,-0.21493748985224873,-0.5214482870595876,-0.0,-0.7300860529306705,-0.7807761000162363,0.0
2018-12-07,1.0,-0.2449896797389973,-0.5438777548438645,-0.0011651907583727279,-0.7584393102070711,-0.7806445169452028,0.0
2018-12-10,1.0,-0.25487150045591167,-0.5511127621492014,-0.0,-0.7714025193340314,-0.7997365843774273,0.0
2018-12-11,1.0,-0.25027876330461224,-0.5534718702483528,-0.0,-0.7703666159824295,-0.8047981077884778,0.0
2018-12-12,1.0,-0.2541988351618583,-0.5549234728430177,-0.0,-0.7745157794934308,-0.8025193010971149,0.0
2018-12-13,1.0,-0.2532927035720332,-0.5500931098696462,-0.0,-0.7820551887590993,-0.8003724394785847,0.0
2018-12-14,1.0,-0.25420630353092527,-0.5488337452181861,-0.0,-0.7823216764277735,-0.8000270828396358,0.0
2018-12-17,1.0,-0.24382424406047518,-0.5472124730021598,-0.0,-0.7743992980561556,-0.8093277537796977,0.0
2018-12-18,1.0,-0.24059466019417475,-0.5453074433656957,-0.0,-0.7748449298813376,-0.810376213592233,0.0
2018-12-19,1.0,-0.2424232208475205,-0.5448875703738664,-0.0,-0.7739271145871961,-0.8099652766072211,0.0
2018-12-20,1.0,-0.24275764610881198,-0.5410315938225497,-0.0,-0.7734598432085058,-0.807341610309209,0.0
2018-12-21,1.0,-0.24008336694903856,-0.5402043834879656,-0.0,-0.7745730805432298,-0.8067096947693962,0.0
2018-12-24,1.0,-0.2176138074054253,-0.5179449443087935,-0.0,-0.7743586313007994,-0.8346991336923436,0.0
2018-12-26,1.0,-0.21797170751145648,-0.5215182307232515,-0.0,-0.7564255827854154,-0.8247990967656239,0.0
2018-12-27,1.0,-0.1828761161793624,-0.49759840108313724,-0.0,-0.7084233261339093,-0.8347248638019407,0.0
2018-12-28,1.0,-0.18419694134348585,-0.4968380976963283,-0.0,-0.7092985739175325,-0.836097309156611,0.0
2018-12-31,1.0,-0.1853321717807247,-0.49533765689026554,-0.0,-0.7094505210854064,-0.8364146742812895,0.0
2019-01-02,1.0,-0.18437177502579977,-0.494969040247678,-0.0,-0.7088170794633643,-0.8368163054695561,0.0
2019-01-03,1.0,-0.1813956490865664,-0.49674004260538385,-0.0,-0.7071848169905106,-0.8423600800464787,0.0
2019-01-04,1.0,-0.15929686997879042,-0.5033421171026415,-0.0,-0.7006234333826081,-0.8503438524326756,0.0
2019-01-07,1.0,-0.14705602285351532,-0.4856054594508808,-0.006856054594508808,-0.6955721314077131,-0.8389779400095223,0.0
2019-01-08,1.0,-0.147441182066079,-0.4810704546895808,-0.008275730864354113,-0.6966833660980405,-0.8373073752298815,0.0
2019-01-09,1.0,-0.1428072292983515,-0.4663151542102087,-0.0036845281580535527,-0.7059683003525713,-0.8575421656131881,0.0
2019-01-10,1.0,-0.1424802949402492,-0.46789982201881514,-0.0033689295703025683,-0.7059178743961353,-0.8586003051106027,0.0
2019-01-11,1.0,-0.14176659562963198,-0.46152867457616337,-0.006170679728999014,-0.7071789815197684,-0.8641178154521455,0.0
2019-01-14,1.0,-0.1438371391367866,-0.458570203576079,-0.011877917870867342,-0.704354177914695,-0.857274430717439,0.0
2019-01-15,1.0,-0.14443985905209358,-0.4561442493889083,-0.012444049395257293,-0.7041363766229644,-0.8573378622900859,0.0
2019-01-16,1.0,-0.1450292026409345,-0.45416455053326565,-0.014664804469273743,-0.7052755205688167,-0.8550660233621128,0.0
2019-01-17,1.0,-0.15440594842588198,-0.43496282233823763,-0.02021831988609397,-0.6998576174655908,-0.8546116120866951,0.0
2019-01-18,1.0,-0.14889963109019208,-0.4286032311410762,-0.029894415468769878,-0.6999109528049866,-0.8729487342577281,0.0
2019-01-22,1.0,-0.0,-0.3614255765199162,-0.0,-0.8217706821480407,-1.042089985486212,0.0
2019-01-23,1.0,-0.0,-0.3198527036630273,-0.0,-0.8278958589056139,-1.082434265779443,0.0
2019-01-24,1.0,-0.0,-0.32295669583750447,-0.0,-0.8236186908644686,-1.0826686472696743,0.0
2019-01-25,1.0,-0.0,-0.22074555358666403,-0.0,-0.8510205421014636,-1.2096869462492617,0.0
2019-01-28,1.0,-0.0,-0.2259939241843878,-0.0,-0.8606524897635714,-1.2154272883370758,0.0
2019-01-29,1.0,-0.0,-0.22802543551699012,-0.0,-0.8487779028946149,-1.2351460555077167,0.0
2019-01-30,1.0,-0.0,-0.22823747558027882,-0.0,-0.8462633687626236,-1.236647793119433,0.0
2019-01-31,1.0,-0.0,-0.22139844470805323,-0.0,-0.8226242256491366,-1.251087386318703,0.0
2019-02-01,1.0,-0.0,-0.2199103079865462,-0.0,-0.8265184989777749,-1.2511046626656996,0.0
2019-02-04,1.0,-0.0,-0.21942291838417147,-0.0,-0.8262159934047815,-1.251937345424567,0.0
2019-02-05,1.0,-0.0,-0.2187870797626895,-0.0,-0.8165458141067896,-1.260646011865524,0.0
2019-02-06,1.0,-0.0,-0.22251507264520803,-0.0,-0.8157019075544427,-1.2563502783909333,0.0
2019-02-07,1.0,-0.0,-0.2226176354290233,-0.0,-0.8089824700144984,-1.2635429023329379,0.0
2019-02-08,1.0,-0.0,-0.2204434659537663,-0.0,-0.7390470199716936,-1.1856581223462808,0.0
2019-02-11,1.0,-0.0,-0.22145285156741787,-0.0,-0.7455306559234546,-1.1804418985270049,0.0
2019-02-12,1.0,-0.0,-0.2282109370083695,-0.0,-0.7546724561072305,-1.163551695928513,0.0
2019-02-13,1.0,-0.0,-0.23838269508897691,-0.0,-0.7518392756083758,-1.1538703389297615,0.0
2019-02-14,1.0,-0.0,-0.22099360488926695,-0.0,-0.772611284377658,-1.1567274674731438,0.0
2019-02-15,1.0,-0.0,-0.21118207846962211,-0.0,-0.7756977000283171,-1.159456313123368,0.0
2019-02-19,1.0,-0.0,-0.19876108420854033,-0.0,-0.7880321992327526,-1.1576630400603733,0.0
2019-02-20,1.0,-0.0,-0.18426501035196688,-0.0,-0.7964426877470355,-1.1562519605997865,0.0
2019-02-21,1.0,-0.0,-0.1948528259302216,-0.0,-0.7938309143913984,-1.1460142315287922,0.0
2019-02-22,1.0,-0.0,-0.18676115518484837,-0.0,-0.8122981405412185,-1.1365902605750837,0.0
2019-02-25,1.0,-0.0,-0.1826877694219817,-0.0,-0.8215915169440862,-1.1422548063308267,0.0
2019-02-26,1.0,-0.0,-0.18157130226095744,-0.0,-0.8222495894909688,-1.1539724643172917,0.0
2019-02-27,1.0,-0.0,-0.1781483938216621,-0.0,-0.8279162323509903,-1.1525948387504343,0.0
2019-02-28,1.0,-0.0,-0.17718438931900773,-0.0,-0.8264180755253594,-1.1564544161794912,0.0
2019-03-01,1.0,-0.0,-0.17851040941593369,-0.0,-0.8209517180282224,-1.1644624438397773,0.0
2019-03-04,1.0,-0.0,-0.1755273727821879,-0.0,-0.812201524399886,-1.1749264682627534,0.0
2019-03-05,1.0,-0.0,-0.16895961453116085,-0.0,-0.8244468395359157,-1.1765675521460723,0.0
2019-03-06,1.0,-0.0,-0.16766505023612563,-0.0,-0.8275173528572787,-1.1742892459826946,0.0
2019-03-07,1.0,-0.0,-0.15151131508150023,-0.0,-0.8429181832568444,-1.1706282639658174,0.0
2019-03-08,1.0,-0.0,-0.1315109565883066,-0.0,-0.8691588785046729,-1.1889891869477847,0.0
2019-03-11,1.0,-0.0,-0.13414516904342252,-0.0,-0.8714949527319341,-1.1990065694600225,0.0
2019-03-12,1.0,-0.0,-0.09856149991918538,-0.0,-0.888346533053176,-1.2457087441409405,0.0
2019-03-13,1.0,-0.0,-0.12188916794415997,-0.0,-0.8923643954466879,-1.2474314230731598,0.0
2019-03-14,1.0,-0.0,-0.11936988356544144,-0.0,-0.8968070186882359,-1.2452627115880108,0.0
2019-03-15,1.0,-0.0,-0.10174475593020976,-0.0,-0.9028295105534863,-1.2627589361563092,0.0
2019-03-18,1.0,-0.0,-0.11151815181518153,-0.0,-0.9124422442244224,-1.2763696369636963,0.0
2019-03-19,1.0,-0.0,-0.10914512922465207,-0.0,-0.915639496355202,-1.2886679920477135,0.0
2019-03-20,1.0,-0.0,-0.11142098273572376,-0.0,-0.9129482071713146,-1.295683930942895,0.0
2019-03-21,1.0,-0.0,-0.11283362103306334,-0.0,-0.9430686495817289,-1.2637099986721552,0.0
2019-03-22,1.0,-0.0,-0.11308115314114316,-0.0,-0.9684052657890352,-1.2512914514247626,0.0
2019-03-25,1.0,-0.0,-0.10229804782333965,-0.0,-0.9726961322292061,-1.2506900794838538,0.0
2019-03-26,1.0,-0.0,-0.10264966962557566,-0.0,-0.9720683441233399,-1.2624307548555032,0.0
2019-03-27,1.0,-0.0,-0.08975684600246822,-0.0,-0.98022080651079,-1.2655014842733732,0.0
2019-03-28,1.0,-0.0,-0.08775912140735054,-0.0,-0.9766999365757586,-1.2736589111059184,0.0
2019-03-29,1.0,-0.0,-0.08425691013486447,-0.0,-0.976365335825878,-1.2776071571638403,0.0
2019-04-01,1.0,-0.0,-0.0885437541750167,-0.0,-0.9752839011356045,-1.276185704742819,0.0
2019-04-02,1.0,-0.0,-0.09221776887107548,-0.007314629258517035,-0.9754175016700067,-1.2650634602538409,0.0
2019-04-03,1.0,-0.0,-0.09316770186335405,-0.008381753823549056,-0.9722834435316903,-1.2655112535897948,0.0
2019-04-04,1.0,-0.0,-0.09199011289999331,-0.009653283452468436,-0.9762175162001471,-1.2623755761907944,0.0
2019-04-05,1.0,-0.0,-0.08885839552863216,-0.004250476923591821,-0.9818936376719434,-1.2718631814987116,0.0
2019-04-08,1.0,-0.0,-0.08577447833065811,-0.00805912252541466,-0.9812734082397004,-1.2689606741573034,0.0
2019-04-09,1.0,-0.0,-0.07025886607950169,-0.02384380965138475,-0.9978232477144101,-1.256923746693011,0.0
2019-04-10,1.0,-0.0,-0.06030184385771175,-0.027072248435565372,-0.9958839473948399,-1.263159655991701,0.0
2019-04-11,1.0,-0.0,-0.06537262395655234,-0.03328975158402896,-0.9973180461966542,-1.2564283080223944,0.0
2019-04-12,1.0,-0.0,-0.06493462956754945,-0.0333221589004358,-0.9977204156889038,-1.256352665102246,0.0
2019-04-15,1.0,-0.0,-0.06478004291845493,-0.03319474248927039,-0.99631169527897,-1.2586842811158798,0.0
2019-04-16,1.0,-0.0,-0.06094740018103189,-0.03610580307754199,-0.9973850950417379,-1.2580374803044017,0.0
2019-04-17,1.0,-0.0,-0.046649674693138375,-0.042826480649272254,-1.003823194043866,-1.2603796364611979,0.0
2019-04-18,1.0,-0.0,-0.04743546765001676,-0.04636272209185384,-1.001240362051626,-1.2572577941669458,0.0
2019-04-22,1.0,-0.0,-0.049017302200571135,-0.04357466823450361,-1.00735763480598,-1.2597345876028891,0.0
2019-04-23,1.0,-0.0,-0.04837896858726692,-0.04307072064505291,-1.00735763480598,-1.2608432722996807,0.0
2019-04-24,1.0,-0.0,-0.027691997851772288,-0.047663802363050484,-1.0073174006444683,-1.2739325993555315,0.0
