Date,IWF,IWM,MTUM,PZN,SPY,VLUE,VXX
2018-09-24,-0.45355260383723384,-1.086864853468269,-0.08905755850727387,1.0,-0.7930845456462154,-0.7941387307611216,0.0
2018-09-25,-0.4643386871212442,-1.088612959274484,-0.10013984828579904,1.0,-0.7939992371911683,-0.790736110522524,0.0
2018-09-26,-0.47846807779829115,-1.1114164269460305,-0.11287621828173973,1.0,-0.8048602464471254,-0.7858829590829076,0.0
2018-09-27,-0.47852946258856055,-1.128780024192155,-0.11059270779332989,1.0,-0.8105667876274408,-0.7915586659754623,0.0
2018-09-28,-0.47658342694202027,-1.1304761081828394,-0.11129352803940207,1.0,-0.8104208070508944,-0.7916702670007776,0.0
2018-10-01,-0.47619871157421423,-1.1324311470448354,-0.11206710190669722,1.0,-0.8104544078862035,-0.792425094037788,0.0
2018-10-02,-0.4763922518159806,-1.1325665859564165,-0.11259079903147699,1.0,-0.810100311310965,-0.7921566931857489,0.0
2018-10-03,-0.47700428330376843,-1.1355514212780686,-0.11335611993250552,1.0,-0.8096742093194306,-0.7910266949335871,0.0
2018-10-04,-0.4768754631445883,-1.1539165685889892,-0.11416241663397411,1.0,-0.8099908460834314,-0.8040625953532976,0.0
2018-10-05,-0.4603885098431185,-1.148233453565686,-0.09599756638129589,1.0,-0.8221720046934075,-0.8189996088827082,0.0
2018-10-08,-0.458517939362349,-1.1455564242898097,-0.08965337503257753,1.0,-0.8296846494657285,-0.8202154460950395,0.0
2018-10-09,-0.45582669972595585,-1.1484623080603766,-0.08056026795423897,1.0,-0.8362260211405455,-0.8288311801296271,0.0
2018-10-10,-0.4553174810556572,-1.1515982928316348,-0.07843393432627821,1.0,-0.8372964027523735,-0.8323752286386203,0.0
2018-10-11,-0.3841053973650659,-1.1653208669783255,-0.0,1.0,-0.831916702082448,-0.8685082872928177,0.0
2018-10-12,-0.38488001342507133,-1.158038261453264,-0.0,1.0,-0.8090703138110421,-0.8433042456788051,0.0
2018-10-15,-0.370139383031267,-1.1684316269725001,-0.0,1.0,-0.8050311832907789,-0.8420744213302079,0.0
2018-10-16,-0.3628170194927688,-1.1839027457556068,-0.0,1.0,-0.8041500733598825,-0.8411234542024733,0.0
2018-10-17,-0.34662475181998675,-1.154781601588352,-0.0,1.0,-0.7950033090668431,-0.8398825281270682,0.0
2018-10-18,-0.3456938294085999,-1.1527955965732732,-0.0,1.0,-0.7989488060257418,-0.8411207217646816,0.0
2018-10-19,-0.3318649650061754,-1.148538493207081,-0.0,1.0,-0.7974886784685055,-0.839069575957184,0.0
2018-10-22,-0.33244155416529464,-1.1460322686862034,-0.0,1.0,-0.7979502798814618,-0.8394385907145209,0.0
2018-10-23,-0.35680614075341033,-1.165199616202912,-0.0,1.0,-0.8015935922573109,-0.8481081306578783,0.0
2018-10-24,-0.35405900983497246,-1.1623603933988997,-0.0,1.0,-0.801550258376396,-0.8493915652608768,0.0
2018-10-25,-0.30491816594241156,-1.1120090971855583,-0.0,1.0,-0.8263006132477765,-0.817975063964586,0.0
2018-10-26,-0.28286035854972263,-1.0960688158212073,-0.0,1.0,-0.8333065358951683,-0.8073800144706167,0.0
2018-10-29,-0.25661238045696455,-1.1083990236485135,-0.0,1.0,-0.8222159977591933,-0.8142131167220199,0.0
2018-10-30,-0.24511921907505202,-1.1087774043847016,-0.0,1.0,-0.8228916626660266,-0.8238118098895824,0.0
2018-10-31,-0.24880857823669575,-1.0861397934868944,-0.0,1.0,-0.8192613185067513,-0.8171961874503574,0.0
2018-11-01,-0.23575591768764126,-1.095039847745926,-0.0,1.0,-0.8176519567027477,-0.8165021212481662,0.0
2018-11-02,-0.2445628577067298,-1.0569173080718373,-0.0,1.0,-0.8331951845273337,-0.8124333925399645,0.0
2018-11-05,-0.2382797059056052,-1.0790181041979603,-0.0,1.0,-0.8368250454581391,-0.7987587951616729,0.0
2018-11-06,-0.244751097228263,-1.084536000948954,-0.0,1.0,-0.8327072871772567,-0.7919813372345893,0.0
2018-11-07,-0.2437858130804189,-1.085081999604821,-0.0,1.0,-0.8311796087729697,-0.791701244813278,0.0
2018-11-08,-0.2151165067554337,-1.0853338554924612,-0.0,1.0,-0.8202467201879772,-0.7954572155864499,0.0
