Date,DGX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2773692127695136,-0.5814251490333723,-0.01944398016602596,-0.45659925344030305,-0.4508329154827567,0.0
2018-09-25,1.0,-0.27860544122970676,-0.5801286513881541,-0.021553284508924842,-0.4554036367686781,-0.4489710673609758,0.0
2018-09-26,1.0,-0.27872915100381473,-0.5803191045025479,-0.021914070113886335,-0.4552668949962409,-0.44827778241862276,0.0
2018-09-27,1.0,-0.2804117974401781,-0.5755147468002226,-0.023288814691151922,-0.4551752921535894,-0.44802448525319977,0.0
2018-09-28,1.0,-0.2789202727146236,-0.5768749130374288,-0.0237929595102268,-0.45509948518157783,-0.4481146514540142,0.0
2018-10-01,1.0,-0.27854338929257494,-0.5779392522063531,-0.024137643030151174,-0.4549959631392856,-0.44842562432138977,0.0
2018-10-02,1.0,-0.2797638935293463,-0.5677135538478673,-0.027954115157589936,-0.45756765786835957,-0.4513030404276646,0.0
2018-10-03,1.0,-0.2797405272975306,-0.5670814889055932,-0.028063142069656728,-0.4576408029176759,-0.4515437512180183,0.0
2018-10-04,1.0,-0.28688272897300615,-0.5604779052563995,-0.028640817351980572,-0.46777210172235717,-0.44772911258130255,0.0
2018-10-05,1.0,-0.28749755648021447,-0.5634896255131391,-0.025608087352341588,-0.4685135021921863,-0.44745734312602975,0.0
2018-10-08,1.0,-0.28612853757144846,-0.5610204935173567,-0.022501045587620245,-0.471406663878433,-0.447176913425345,0.0
2018-10-09,1.0,-0.2862958315906873,-0.5611320228635159,-0.022779868953018263,-0.4712114875226544,-0.4468144430503276,0.0
2018-10-10,1.0,-0.2882802476711106,-0.5599375244045294,-0.024767111061527305,-0.4726390360908127,-0.443465164277347,0.0
2018-10-11,1.0,-0.238254759375766,-0.5595773075142305,-0.0,-0.46332761391181193,-0.4623743769915843,0.0
2018-10-12,1.0,-0.23576729321271872,-0.5572558366285684,-0.0,-0.4584800390011376,-0.4569091598504956,0.0
2018-10-15,1.0,-0.21531682525951557,-0.576097534602076,-0.0,-0.45447664359861584,-0.4573961937716262,0.0
2018-10-16,1.0,-0.21456953642384108,-0.5772401675902149,-0.0,-0.45416948236248145,-0.45708879578321393,0.0
2018-10-17,1.0,-0.2048869165374539,-0.5588408276747046,-0.0,-0.45048922632732713,-0.45917767203122495,0.0
2018-10-18,1.0,-0.2043145851154833,-0.5577683917878529,-0.0,-0.45174828913601367,-0.4593669803250641,0.0
2018-10-19,1.0,-0.19078475634045944,-0.5482937192935865,-0.0,-0.4555835878369407,-0.4610543088567255,0.0
2018-10-22,1.0,-0.1907391673746814,-0.5426667374681393,-0.0,-0.45823598130841126,-0.46343988954970267,0.0
2018-10-23,1.0,-0.1891540014879371,-0.5431767456690403,-0.0,-0.46006483154426614,-0.4646083537039005,0.0
2018-10-24,1.0,-0.19980028293251226,-0.5974868935674461,-0.0,-0.4898061080136473,-0.4867548750381404,0.0
2018-10-25,1.0,-0.184666049752327,-0.5765881008110609,-0.0,-0.4885961569865549,-0.47185781938925475,0.0
2018-10-26,1.0,-0.17051648766797992,-0.5673538777052188,-0.0,-0.4948459172108586,-0.4657833666144962,0.0
2018-10-29,1.0,-0.15523494801321835,-0.573654657317106,-0.0,-0.48797721716235465,-0.4697885602213804,0.0
2018-10-30,1.0,-0.14469971785570335,-0.574392046217923,-0.0,-0.4889963724304716,-0.47902727394867667,0.0
2018-10-31,1.0,-0.1473574520386897,-0.5619088334313045,-0.0,-0.48712125260514083,-0.4755517554641159,0.0
2018-11-01,1.0,-0.1474949899799599,-0.5618704074816299,-0.0,-0.48710754843019366,-0.47553774215096856,0.0
2018-11-02,1.0,-0.15440511046047378,-0.5344157572531275,-0.0,-0.49978706414692575,-0.47309023156774027,0.0
2018-11-05,1.0,-0.152644742443593,-0.5390591741166454,-0.0,-0.5,-0.4689761600681141,0.0
2018-11-06,1.0,-0.15223292702400595,-0.5385639005695427,-0.0,-0.5006387395539469,-0.46995262681641553,0.0
2018-11-07,1.0,-0.1527637119556527,-0.5393102713074996,-0.0,-0.502185384574383,-0.47087042268535795,0.0
2018-11-08,1.0,-0.14378911636787947,-0.5383738198790707,-0.0,-0.4982762278561578,-0.4714914606979951,0.0
2018-11-09,1.0,-0.1432132817058293,-0.5384288972577309,-0.0,-0.49912480772290885,-0.47133082268074045,0.0
2018-11-12,1.0,-0.14277786586332647,-0.5268220495745468,-0.0,-0.5036731673801597,-0.4692669520638444,0.0
2018-11-13,1.0,-0.12781363135526522,-0.5237420641166903,-0.0,-0.5049582874232647,-0.46694475051156936,0.0
2018-11-14,1.0,-0.1270383110574272,-0.525142452012709,-0.0,-0.5056586928550797,-0.4680040963159415,0.0
