Date,FLS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3453584639774529,-0.8721507838647173,-0.047489871410956494,-0.6429452175444778,-0.6150431565967941,0.0
2018-09-25,1.0,-0.34457338365489754,-0.8745017812422843,-0.04532467990547071,-0.6450213396352863,-0.6177912595675638,0.0
2018-09-26,1.0,-0.34473758465011284,-0.8747531038374718,-0.04581687358916479,-0.6448575056433409,-0.6168876975169301,0.0
2018-09-27,1.0,-0.3457403686863346,-0.8711712664340346,-0.04680836064995946,-0.644496140425082,-0.6164745691022523,0.0
2018-09-28,1.0,-0.34682508902443326,-0.870500299686211,-0.047103620914571806,-0.6446426682649932,-0.6166131932447202,0.0
2018-10-01,1.0,-0.3479564128786543,-0.8694502239305991,-0.04707832281270939,-0.6453433014775893,-0.6166378671932856,0.0
2018-10-02,1.0,-0.3483304537921794,-0.8664363033743522,-0.048517330136455,-0.6456048799407639,-0.6171150523606361,0.0
2018-10-03,1.0,-0.3479823788546255,-0.860511013215859,-0.0478942731277533,-0.6474008810572687,-0.6204757709251101,0.0
2018-10-04,1.0,-0.3489748467554428,-0.8580638342845065,-0.04847460015500599,-0.6483125484393715,-0.6190375537236665,0.0
2018-10-05,1.0,-0.3377799620866391,-0.8534718809239626,-0.03636874254019518,-0.6554798848557186,-0.6273959137822087,0.0
2018-10-08,1.0,-0.3368170021743705,-0.8523883004839727,-0.034895139229852004,-0.6560636880129059,-0.626920109419934,0.0
2018-10-09,1.0,-0.3364544976328248,-0.852638961949851,-0.03394704541469402,-0.6564965807469753,-0.6274241627213747,0.0
2018-10-10,1.0,-0.3365239647978682,-0.8523894674099786,-0.033939903930437214,-0.6566740296623541,-0.6266610567651906,0.0
2018-10-11,1.0,-0.30417898137329025,-0.8502302563750086,-0.0,-0.6488762114234655,-0.6333768643893051,0.0
2018-10-12,1.0,-0.30173883395840434,-0.846982611660416,-0.0,-0.6390044323218548,-0.6217524718718036,0.0
2018-10-15,1.0,-0.28851912345174907,-0.8572886892609229,-0.0,-0.635905811896012,-0.6210357969239146,0.0
2018-10-16,1.0,-0.28674469243331513,-0.8599618943930321,-0.0,-0.6352068590092542,-0.6203728905824714,0.0
2018-10-17,1.0,-0.2744405182567726,-0.8376577486118121,-0.0,-0.6305906108026249,-0.6226148409893992,0.0
2018-10-18,1.0,-0.27442533571164135,-0.8381516507925824,-0.0,-0.6303301585164743,-0.6226230942685019,0.0
2018-10-19,1.0,-0.2651022460610124,-0.8351994636272209,-0.0,-0.6305062018102581,-0.6215219577606437,0.0
2018-10-22,1.0,-0.2653485254691689,-0.8315013404825737,-0.0,-0.6317024128686327,-0.6226541554959786,0.0
2018-10-23,1.0,-0.26302371607795777,-0.8323773103887827,-0.0,-0.6345308778638757,-0.6245010231122741,0.0
2018-10-24,1.0,-0.2653213498389011,-0.8536204849923691,-0.0,-0.6432423266067492,-0.6293369509920298,0.0
2018-10-25,1.0,-0.2401073772121694,-0.8219659309339166,-0.0,-0.6453569298071187,-0.606648107642341,0.0
2018-10-26,1.0,-0.22302914790838288,-0.8107521934869047,-0.0,-0.6529197200223456,-0.5994545036311655,0.0
2018-10-29,1.0,-0.20621829487808868,-0.817771232204222,-0.0,-0.6456881034200622,-0.6031418753068238,0.0
2018-10-30,1.0,-0.2096198552765135,-0.8180806129465308,-0.0,-0.6458858583543433,-0.6007006974231361,0.0
2018-10-31,1.0,-0.21046959702174906,-0.8122265038207824,-0.0,-0.6443733263666644,-0.5985892495591405,0.0
2018-11-01,1.0,-0.1941535349580764,-0.8251933052755211,-0.0,-0.6439920394114385,-0.5991647907082966,0.0
2018-11-02,1.0,-0.1983505957985649,-0.8037273937465503,-0.0,-0.6497288873015358,-0.5950517873956946,0.0
2018-11-05,1.0,-0.19228893729072527,-0.8236078150905368,-0.0,-0.6530346867787133,-0.5819706771561394,0.0
2018-11-06,1.0,-0.19455278211128443,-0.8249154966198647,-0.0,-0.6511960478419136,-0.5794331773270931,0.0
2018-11-07,1.0,-0.19488713979054187,-0.82534313406622,-0.0,-0.6522149222663111,-0.5799778833018929,0.0
2018-11-08,1.0,-0.17583021062152732,-0.8259788086316061,-0.0,-0.6453999224706034,-0.5831825817289056,0.0
2018-11-09,1.0,-0.17605586290649036,-0.8731952503036029,-0.0,-0.7016934286870868,-0.6224531102415328,0.0
2018-11-12,1.0,-0.1764906071331337,-0.8926286414375171,-0.0,-0.7036822760686088,-0.6304111080860332,0.0
2018-11-13,1.0,-0.15489102889001521,-0.8911640479810778,-0.0,-0.7059300557526609,-0.6269640141915864,0.0
2018-11-14,1.0,-0.15258901875509648,-0.8995650992117422,-0.0,-0.7117762979070399,-0.6337319923892362,0.0
2018-11-15,1.0,-0.1514678432038011,-0.9000169692855929,-0.0,-0.7130493806210758,-0.6293229255048363,0.0
2018-11-16,1.0,-0.15513598255061004,-0.9076409242723741,-0.0,-0.716379251584759,-0.6288937359416535,0.0
2018-11-19,1.0,-0.15356814074806505,-0.9086228647413823,-0.0,-0.7177878550240377,-0.6296157386886699,0.0
2018-11-20,1.0,-0.12458860652122283,-0.903979913819428,-0.0,-0.7212703152037457,-0.6430631425372375,0.0
2018-11-21,1.0,-0.12037728167198208,-0.9062224333310714,-0.0,-0.7228743977743095,-0.6433806066363574,0.0
2018-11-23,1.0,-0.12262966857763154,-0.8896502595067676,-0.0,-0.7328267580311408,-0.647138641066522,0.0
2018-11-26,1.0,-0.12397003745318351,-0.8867211440245147,-0.0,-0.7401430030643513,-0.6539666326183179,0.0
2018-11-27,1.0,-0.12219612648490419,-0.8874025664590354,-0.0,-0.7404608734129821,-0.653732257735117,0.0
2018-11-28,1.0,-0.12133905462471054,-0.8936112246287972,-0.0,-0.7380125323525405,-0.6525337147527585,0.0
2018-11-29,1.0,-0.10910013531799731,-0.8859269282814615,-0.0,-0.7345737483085251,-0.6533491204330176,0.0
2018-11-30,1.0,-0.10881109419922204,-0.8861491628614916,-0.0,-0.7350921697953661,-0.6523592085235921,0.0
2018-12-03,1.0,-0.10906630581867388,-0.8861975642760489,-0.0,-0.7352165087956699,-0.6525033829499324,0.0
2018-12-04,1.0,-0.1015290106996996,-0.8901677523880246,-0.0,-0.7323387450636244,-0.6512640496844095,0.0
2018-12-06,1.0,-0.09291536881171715,-0.8551262509112599,-0.0,-0.7324872423619856,-0.6331764861819869,0.0
2018-12-07,1.0,-0.09012861309997347,-0.8560726597719437,-0.0,-0.733392999204455,-0.6352094935030496,0.0
2018-12-10,1.0,-0.06408022357389447,-0.8635870458655269,-0.0,-0.7380568798290318,-0.6221601183626501,0.0
2018-12-11,1.0,-0.05381904416850565,-0.8689107736899312,-0.0,-0.736734626659201,-0.6342017720101446,0.0
2018-12-12,1.0,-0.05484189723320159,-0.8686100131752306,-0.0,-0.7369565217391305,-0.6333662714097497,0.0
2018-12-13,1.0,-0.05476206147567958,-0.8651352596590535,-0.0,-0.7395511090633844,-0.6315737510695715,0.0
2018-12-14,1.0,-0.050485693517478364,-0.8842926055639992,-0.0,-0.7342562611511267,-0.6350360140091192,0.0
2018-12-17,1.0,-0.05002481389578163,-0.8864846980976013,-0.0,-0.738693134822167,-0.6333167907361456,0.0
2018-12-18,1.0,-0.040757201646090535,-0.8802304526748971,-0.0,-0.7368230452674897,-0.6343374485596707,0.0
2018-12-19,1.0,-0.027404052758586494,-0.8881028726323097,-0.0,-0.7487686357475786,-0.6414333410465769,0.0
2018-12-20,1.0,-0.02623609190861808,-0.8764566462571598,-0.0,-0.7525182698005135,-0.6366120218579235,0.0
2018-12-21,1.0,-0.021681372388231052,-0.877423163971529,-0.0,-0.754321514087972,-0.6266605438383573,0.0
2018-12-24,1.0,-0.0054484356138462045,-0.8630061009428729,-0.0,-0.7523408697921764,-0.641708264004437,0.0
2018-12-26,1.0,-0.002860951266296044,-0.8653077148151761,-0.0,-0.7459930426866934,-0.6369192756591567,0.0
2018-12-27,1.0,-0.0,-0.8394116525827563,-0.0,-0.7015058135840905,-0.6359044411970265,0.0
2018-12-28,1.0,-0.0,-0.8445729169975541,-0.0,-0.6996283472570758,-0.6323496712302659,0.0
2018-12-31,1.0,-0.0,-0.8423310349210384,-0.0,-0.7011852181373328,-0.6340122652600808,0.0
