Date,BKI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2750737640031664,-0.4957420778660014,-0.07138916208890062,-0.30815362103293586,-0.24849473456953006,0.0
2018-09-25,1.0,-0.27439068315524073,-0.49722655781006125,-0.06980429823508225,-0.30949693840797216,-0.2503301716892784,0.0
2018-09-26,1.0,-0.2740986284259326,-0.4970574812039105,-0.06867478561648771,-0.31005740914222574,-0.2521678556844659,0.0
2018-09-27,1.0,-0.27357968888995743,-0.49948308609621805,-0.06813646527059841,-0.3104368523549636,-0.25261462265285023,0.0
2018-09-28,1.0,-0.27305731871513755,-0.49978361223312173,-0.06840257741873437,-0.3103962300442393,-0.2526928255433737,0.0
2018-10-01,1.0,-0.2745626488918834,-0.49890511827129,-0.06807517385759318,-0.3116923743292346,-0.25309815434222876,0.0
2018-10-02,1.0,-0.27497593840230994,-0.49436958614051973,-0.0697786333012512,-0.3127045235803657,-0.2543310875842156,0.0
2018-10-03,1.0,-0.27480034638699125,-0.49213412874049844,-0.06959010872702781,-0.3133599538150678,-0.255604733955547,0.0
2018-10-04,1.0,-0.2761133019140136,-0.48937193421179187,-0.06992401654323363,-0.31511493700105797,-0.25401558141771663,0.0
2018-10-05,1.0,-0.28153816443779267,-0.49683773475595033,-0.07043885482547192,-0.3142712306281079,-0.2508569497417081,0.0
2018-10-08,1.0,-0.28066623279581554,-0.4952153686697037,-0.06872032202858727,-0.3155205245016511,-0.2502952732181165,0.0
2018-10-09,1.0,-0.28092460470497493,-0.4952998457385268,-0.0691525260316236,-0.3151995757809487,-0.24975896644812956,0.0
2018-10-10,1.0,-0.2813117440123368,-0.4947713363211411,-0.06958700785504313,-0.315286010312756,-0.24856633415257096,0.0
2018-10-11,1.0,-0.27498985849619395,-0.4953349082492185,-0.05791395232300093,-0.31164244636934163,-0.2463788865821939,0.0
2018-10-12,1.0,-0.2785741318951651,-0.492619926199262,-0.056249408647932625,-0.30277225849181566,-0.2352161983158293,0.0
2018-10-15,1.0,-0.27146938679133903,-0.5047814691506693,-0.04580765507307974,-0.3026610941890392,-0.23649972845977663,0.0
2018-10-16,1.0,-0.2714285714285714,-0.5049586776859505,-0.045714285714285714,-0.302668240850059,-0.23650531286894924,0.0
2018-10-17,1.0,-0.2705887898929901,-0.5030405883184839,-0.04476028850233347,-0.3021967661339744,-0.23645877527930986,0.0
2018-10-18,1.0,-0.2712759685900913,-0.5043978588440587,-0.04404933147829367,-0.3016954748036881,-0.23665904213926947,0.0
2018-10-19,1.0,-0.26627759808747015,-0.4994140533445835,-0.038461538461538464,-0.3037078704354756,-0.2359255613368959,0.0
2018-10-22,1.0,-0.2665119767496367,-0.4983827872310505,-0.03794590540477195,-0.3043406928233254,-0.23660525945717903,0.0
2018-10-23,1.0,-0.26670884889388824,-0.4982424071991001,-0.038479565054368205,-0.30378233970753654,-0.23626734158230223,0.0
2018-10-24,1.0,-0.26663229676844846,-0.49937899842992056,-0.03808028495770159,-0.30370491880111544,-0.23558221826447637,0.0
2018-10-25,1.0,-0.251846076228042,-0.477824152639545,-0.035706095491446134,-0.30851259001054904,-0.21937348071366325,0.0
2018-10-26,1.0,-0.24513131221101064,-0.4729745119923468,-0.025396897706307087,-0.31678928547024127,-0.21747944331822427,0.0
2018-10-29,1.0,-0.24045862186400274,-0.47680781019411966,-0.020660687932796004,-0.31390623226245884,-0.21857191508684298,0.0
2018-10-30,1.0,-0.28730770139660183,-0.503580121464187,-0.032776425550015365,-0.33695677859961715,-0.20249545100077984,0.0
2018-10-31,1.0,-0.2992909663865546,-0.6272321428571428,-0.0,-0.417594537815126,-0.2819327731092437,0.0
2018-11-01,1.0,-0.30417510720580887,-0.6231617163452685,-0.0030780563521086,-0.4181158085817263,-0.2822603983057536,0.0
2018-11-02,1.0,-0.3097732153145132,-0.603729115382601,-0.0,-0.42554863038810037,-0.2797098413030954,0.0
2018-11-05,1.0,-0.311282924911545,-0.6003407155025554,-0.0,-0.42581575153977197,-0.2834490892412528,0.0
2018-11-06,1.0,-0.31503079543965407,-0.6034333639103656,-0.0,-0.423090027519329,-0.27933429432577644,0.0
2018-11-07,1.0,-0.31550633741832207,-0.6040622457816149,-0.0,-0.42448893904007134,-0.2801585010627968,0.0
2018-11-08,1.0,-0.30803594754166885,-0.6037149276346726,-0.0,-0.42073776059355245,-0.2799519306128847,0.0
2018-11-09,1.0,-0.30851453062931217,-0.6038835458916998,-0.0,-0.4206042232908217,-0.2804202383441355,0.0
2018-11-12,1.0,-0.308332029824287,-0.5981020908285104,-0.0,-0.4220240888471766,-0.27855988320558944,0.0
2018-11-13,1.0,-0.29442819802800135,-0.5965942910380166,-0.0,-0.4232292124945007,-0.27369892083538216,0.0
2018-11-14,1.0,-0.29415266740869206,-0.5969766779696115,-0.0,-0.4233686226800922,-0.2739626743975358,0.0
2018-11-15,1.0,-0.294043125290863,-0.5981695020425047,-0.0,-0.42605615595428925,-0.2671803092197115,0.0
2018-11-16,1.0,-0.29282837670384143,-0.594640644361834,-0.0,-0.4252633209417596,-0.26884551838083437,0.0
2018-11-19,1.0,-0.2882677512110458,-0.5989430873248194,-0.0,-0.43095096236043834,-0.2723363469160428,0.0
2018-11-20,1.0,-0.34933129953967257,-0.647726963201046,-0.0,-0.45959197014681447,-0.2672078010513987,0.0
2018-11-21,1.0,-0.34395062408728955,-0.6585567464800375,-0.0,-0.4681067974540546,-0.28473810376656655,0.0
2018-11-23,1.0,-0.3427739251040222,-0.6767822468793343,-0.0,-0.46685159500693485,-0.2874895977808599,0.0
2018-11-26,1.0,-0.3415995556789781,-0.6853651763399056,-0.0,-0.46492640933074153,-0.28511524576506525,0.0
2018-11-27,1.0,-0.33798333748512277,-0.6862907913310637,-0.0,-0.4619557696033657,-0.28162971574081763,0.0
2018-11-28,1.0,-0.3351186346607465,-0.7007353961426391,-0.0,-0.4586651866241155,-0.28056056611627583,0.0
2018-11-29,1.0,-0.30563969818802667,-0.693892162802225,-0.0,-0.46243872886490056,-0.2917607534284298,0.0
2018-11-30,1.0,-0.30586453744493386,-0.6942455947136563,-0.0,-0.46318832599118936,-0.2899779735682819,0.0
2018-12-03,1.0,-0.3055410278290071,-0.6942112362024828,-0.0,-0.4630460513639242,-0.2898235569379834,0.0
2018-12-04,1.0,-0.30036801054597384,-0.6971877403053938,-0.0,-0.4604800615181809,-0.2883115456442931,0.0
2018-12-06,1.0,-0.3002149959688256,-0.6578876646062887,-0.0,-0.4627788228970707,-0.2665681268476216,0.0
2018-12-07,1.0,-0.30558468446667203,-0.65779355220349,-0.0,-0.4629883573982953,-0.2624559705305047,0.0
2018-12-10,1.0,-0.2804060371310271,-0.6697742754107119,-0.0,-0.47169760918926135,-0.24939227995191665,0.0
