Date,IWF,IWM,MTUM,SPY,VLUE,VXX,ZIXI
2018-09-24,-0.39311755952380956,-1.1514880952380955,-0.0,-0.6059151785714285,-0.5697172619047619,0.0,1.0
2018-09-25,-0.3926005880820337,-1.1521569211300107,-0.0,-0.6065433431347005,-0.5707001153831838,0.0,1.0
2018-09-26,-0.3969272076372315,-1.1573314439140812,-0.0,-0.6082935560859188,-0.5665647374701671,0.0,1.0
2018-09-27,-0.3981295178478277,-1.1536999776436396,-0.0,-0.6080184812579178,-0.566212087338848,0.0,1.0
2018-09-28,-0.39948559287285196,-1.1529429306295895,-0.0,-0.6084914451858202,-0.5666306333171804,0.0,1.0
2018-10-01,-0.3995003914842847,-1.1534245553857052,-0.0,-0.6085529995153052,-0.5669810969016815,0.0,1.0
2018-10-02,-0.39896218314854226,-1.16134692201441,-0.0,-0.6071975211856497,-0.5656101840444993,0.0,1.0
2018-10-03,-0.3982092893116956,-1.1540757321395263,-0.0,-0.6090281663868681,-0.5693340794627868,0.0,1.0
2018-10-04,-0.3997688550870521,-1.1504306006039593,-0.0,-0.6105581031204562,-0.5673861984118107,0.0,1.0
2018-10-05,-0.381556495288968,-1.1435566436679279,-0.0,-0.6126196305363899,-0.5717041323540323,0.0,1.0
2018-10-08,-0.3776107243371353,-1.1393497259665235,-0.0,-0.6159087542586283,-0.570285883572804,0.0,1.0
2018-10-09,-0.38740145768258216,-1.1456567008775844,-0.0,-0.617395507957757,-0.5681615350290049,0.0,1.0
2018-10-10,-0.3921429901321914,-1.14574567119717,-0.0,-0.6213740458015267,-0.5644014150065165,0.0,1.0
2018-10-11,-0.3407364537365261,-1.132315705707878,-0.0,-0.5911885987122911,-0.5529190479635391,0.0,1.0
2018-10-12,-0.33849288625151924,-1.1284049474512048,-0.0,-0.574104525630943,-0.5337098734539215,0.0,1.0
2018-10-15,-0.31008526274481824,-1.1560415254539618,-0.0,-0.5678712853626342,-0.5334807891263245,0.0,1.0
2018-10-16,-0.33009147113055426,-1.1494631042337033,-0.0,-0.5855598539354279,-0.5503452764018945,0.0,1.0
2018-10-17,-0.3090386253905141,-1.1101249644987219,-0.0,-0.576931269525703,-0.5539974439079807,0.0,1.0
2018-10-18,-0.3083913105210847,-1.1089734488144254,-0.0,-0.5781982109896351,-0.5540962657958256,0.0,1.0
2018-10-19,-0.2932873385194833,-1.1009539230525538,-0.0,-0.5760850434721391,-0.5496849589918688,0.0,1.0
2018-10-22,-0.29321509009009006,-1.0922015765765767,-0.0,-0.5802364864864864,-0.553490990990991,0.0,1.0
2018-10-23,-0.30129403053488946,-1.0950601177673567,-0.0,-0.5768837488099856,-0.5526956031169564,0.0,1.0
2018-10-24,-0.30384038832179316,-1.097937040473981,-0.0,-0.5936183881790278,-0.5737383110857307,0.0,1.0
2018-10-25,-0.30084026481072823,-1.265617042946868,-0.0,-0.9236971651672042,-0.7535647598030896,0.0,1.0
2018-10-26,-0.39538490459629666,-1.3977347495065326,-0.0,-1.0260832785036187,-0.8804398909671962,0.0,1.0
2018-10-29,-0.34811892620032714,-1.4776291734821516,-0.0,-1.0439237948619262,-0.9412585394015203,0.0,1.0
2018-10-30,-0.41799390883219334,-1.5310799340955614,-0.0,-1.0949123770532727,-0.9488242049028908,0.0,1.0
2018-10-31,-0.41894037106855836,-1.514683996428217,-0.0,-1.0866653437841054,-0.9404702847504712,0.0,1.0
2018-11-01,-0.398337374437132,-1.5278341333069425,-0.0,-1.0833786926616855,-0.9387401652728982,0.0,1.0
2018-11-02,-0.42626161185036404,-1.482701481295506,-0.0,-1.15074064775295,-0.9616369570675372,0.0,1.0
2018-11-05,-0.4213801756587202,-1.4956587202007527,-0.0,-1.1511166875784191,-0.9506148055207025,0.0,1.0
2018-11-06,-0.44279564446695363,-1.5245378576854902,-0.0,-1.1531526968852874,-0.9440871106609269,0.0,1.0
2018-11-07,-0.44557477110885046,-1.5302644964394712,-0.0,-1.1607324516785351,-0.9499491353001018,0.0,1.0
2018-11-08,-0.3978305629488274,-1.5291518103751318,-0.0,-1.1407623160749258,-0.9541003364636167,0.0,1.0
2018-11-09,-0.39673366834170853,-1.53,-0.0,-1.1436180904522613,-0.9547738693467336,0.0,1.0
2018-11-12,-0.39454899415963657,-1.5017221584385763,-0.0,-1.1489043078919783,-0.9465881295861828,0.0,1.0
2018-11-13,-0.3498322147651007,-1.4966936439005134,-0.0,-1.1516975917883934,-0.9366857481247534,0.0,1.0
2018-11-14,-0.3495271279243405,-1.5126431060228969,-0.0,-1.1648581383773022,-0.9505724240915879,0.0,1.0
2018-11-15,-0.3570629512864843,-1.5567476863622494,-0.0,-1.217685345265941,-0.9534729990847148,0.0,1.0
2018-11-16,-0.34952454381906967,-1.5537907992803908,-0.0,-1.2417887432536623,-0.9949627345155486,0.0,1.0
2018-11-19,-0.3501721568425921,-1.5533172311012897,-0.0,-1.2410709697312297,-0.9945012590575054,0.0,1.0
2018-11-20,-0.2883011190233978,-1.5372838250254324,-0.0,-1.2426246185147507,-1.0182604272634792,0.0,1.0
2018-11-21,-0.2919985971241044,-1.5194148003406984,-0.0,-1.2280675384538304,-0.9708903251665916,0.0,1.0
2018-11-23,-0.29450923469643125,-1.4980229240702738,-0.0,-1.2384503728915361,-0.9743230391911507,0.0,1.0
2018-11-26,-0.2932612937115413,-1.5036269948471659,-0.0,-1.2350792936114863,-0.9707839311621391,0.0,1.0
2018-11-27,-0.2748270197620588,-1.5126188461347003,-0.0,-1.2281845786251182,-0.9622181293245059,0.0,1.0
2018-11-28,-0.27367896311066797,-1.5240279162512462,-0.0,-1.2256729810568294,-0.9616650049850448,0.0,1.0
2018-11-29,-0.2482002056907782,-1.4944904255840148,-0.0,-1.2037807923992359,-0.9508790832068171,0.0,1.0
2018-11-30,-0.25151799377992795,-1.5091079626795676,-0.0,-1.222737819025522,-0.9532013624919782,0.0,1.0
2018-12-03,-0.245760190419518,-1.5201824853714172,-0.0,-1.232272141227809,-0.9606267975800853,0.0,1.0
2018-12-04,-0.2237997290924597,-1.5606782722119097,-0.0,-1.2506898108664024,-0.9816384889379421,0.0,1.0
2018-12-06,-0.2054319560820572,-1.4503515361648849,-0.0,-1.2396224597900412,-0.9201097948569776,0.0,1.0
2018-12-07,-0.20244748506455965,-1.451917517826171,-0.0,-1.241183272306803,-0.9223357101560995,0.0,1.0
2018-12-10,-0.14910688699971344,-1.4725857292960167,-0.0,-1.255611806285223,-0.8986054064380552,0.0,1.0
2018-12-11,-0.14873191001576158,-1.4726560634283803,-0.0,-1.2549553422171276,-0.8998901466303673,0.0,1.0
2018-12-12,-0.1464465183058148,-1.4761426178511605,-0.0,-1.2571428571428573,-0.9061019382627423,0.0,1.0
2018-12-13,-0.1484858664874982,-1.4814992561309208,-0.0,-1.2581945577578346,-0.9109756682823823,0.0,1.0
2018-12-14,-0.1522750155822985,-1.471831998849307,-0.0,-1.2604880855348326,-0.9100062329194035,0.0,1.0
2018-12-17,-0.12512517285775593,-1.4713175337370654,-0.0,-1.2407133660769634,-0.931333746602451,0.0,1.0
2018-12-18,-0.11706208268219917,-1.4609556281668798,-0.0,-1.2323246673296397,-0.9251787659231898,0.0,1.0
2018-12-19,-0.11514778325123151,-1.4617752936718453,-0.0,-1.2336585827965139,-0.9260610079575596,0.0,1.0
2018-12-20,-0.11294869385453861,-1.4374647622627326,-0.0,-1.2341195264048113,-0.9138319864687089,0.0,1.0
2018-12-21,-0.10579298131146013,-1.4337978282145685,-0.0,-1.230367712168523,-0.8905718413571329,0.0,1.0
2018-12-24,-0.07749077490774907,-1.4031826568265682,-0.0,-1.2208948339483394,-0.9109317343173432,0.0,1.0
2018-12-26,-0.07608349629360134,-1.4075219427895767,-0.0,-1.1811814998408297,-0.8829414707353677,0.0,1.0
2018-12-27,-0.0,-1.3594833980540164,-0.0,-1.0857803569091147,-0.9179283563855317,0.0,1.0
2018-12-28,-0.0,-1.3689015068792314,-0.0,-1.0847346582223192,-0.9141734003057437,0.0,1.0
2018-12-31,-0.0,-1.390511431214484,-0.0,-1.093167701863354,-0.9214131536055681,0.0,1.0
2019-01-02,-0.0,-1.3892800563281111,-0.0,-1.0908730857243443,-0.9204805491990846,0.0,1.0
2019-01-03,-0.0,-1.3886762570938365,-0.0,-1.0919449210329504,-0.9186573401962078,0.0,1.0
2019-01-04,-0.0,-1.3984241628365068,-0.0,-1.0537535565769316,-0.9251915079886189,0.0,1.0
2019-01-07,-0.0,-1.3473076923076923,-0.0,-1.037905982905983,-0.8882905982905982,0.0,1.0
2019-01-08,-0.0,-1.3272409679618267,-0.0,-1.0492927743694616,-0.8838616223585548,0.0,1.0
2019-01-09,-0.0,-1.3377245508982034,-0.0,-1.0545765611633875,-0.8848588537211292,0.0,1.0
2019-01-10,-0.0,-1.3354376019926135,-0.0,-1.0705144722150648,-0.8884737610581465,0.0,1.0
2019-01-11,-0.0,-1.306334550139575,-0.0,-1.0771312003435687,-0.9111874597380287,0.0,1.0
2019-01-14,-0.0,-1.3074774387623551,-0.0,-1.0827245380318007,-0.9071766222604212,0.0,1.0
2019-01-15,-0.0,-1.3043478260869565,-0.0,-1.0795880553281336,-0.925108803378291,0.0,1.0
2019-01-16,-0.0,-1.3025884383088868,-0.0,-1.0644089732528041,-0.9471095772217429,0.0,1.0
2019-01-17,-0.0,-1.311924224730764,-0.0,-1.0651788417455992,-0.9479693784870897,0.0,1.0
2019-01-18,-0.0,-1.30852084423513,-0.0,-1.0765742194313623,-0.9756671899529042,0.0,1.0
2019-01-22,-0.0,-1.4244029448734064,-0.0,-1.1725175076315315,-0.8922158376728317,0.0,1.0
2019-01-23,-0.0,-1.3771217045864934,-0.0,-1.1993499458288193,-0.937793427230047,0.0,1.0
2019-01-24,-0.0,-1.3625902527075813,-0.0,-1.21985559566787,-0.9301895306859207,0.0,1.0
