Date,ACGL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.18723393141633368,-0.5276450155397111,-0.00206325576536342,-0.44992034265716,-0.44485361330930556,0.0
2018-09-25,1.0,-0.1867583250561974,-0.5288828480317842,-0.0008625646923519265,-0.4510167808040149,-0.4463118824820953,0.0
2018-09-26,1.0,-0.1858761349067218,-0.528689918626861,-0.0,-0.45205264397289313,-0.4498809492660719,0.0
2018-09-27,1.0,-0.1871306803325838,-0.5257543272499084,-0.0,-0.45204727291742924,-0.44972023218114304,0.0
2018-09-28,1.0,-0.18719276226336157,-0.5258602656625876,-0.0,-0.45201861729944565,-0.44971760276121747,0.0
2018-10-01,1.0,-0.18681951423785595,-0.5277167085427136,-0.00028789782244556116,-0.4520780988274707,-0.4503768844221106,0.0
2018-10-02,1.0,-0.18544804563257367,-0.545961149225876,-0.0,-0.44964908130273634,-0.4475199116788897,0.0
2018-10-03,1.0,-0.18484832553493508,-0.5380631933126545,-0.0,-0.45278902265916615,-0.4529730298091583,0.0
2018-10-04,1.0,-0.1887258768470316,-0.5329179155492454,-0.0,-0.4577220381763685,-0.4498343587316611,0.0
2018-10-05,1.0,-0.18155612044340783,-0.5298356875180167,-0.0,-0.4582929322047224,-0.4509552137110512,0.0
2018-10-08,1.0,-0.18009577892340303,-0.5281187030591683,-0.0,-0.45856122262057414,-0.4501609399942428,0.0
2018-10-09,1.0,-0.17685863874345548,-0.5280890052356021,-0.0,-0.4600261780104712,-0.45282722513089,0.0
2018-10-10,1.0,-0.17806390829865745,-0.5272565491612363,-0.0,-0.4608097144801235,-0.4508911046557274,0.0
2018-10-11,1.0,-0.14437448812448814,-0.516994266994267,-0.0,-0.4475839475839476,-0.45039926289926285,0.0
2018-10-12,1.0,-0.14040625159089754,-0.514890800794176,-0.0,-0.4439494985491015,-0.44618948225831084,0.0
2018-10-15,1.0,-0.11991869918699187,-0.5336128048780487,-0.0,-0.44024390243902434,-0.44687499999999997,0.0
2018-10-16,1.0,-0.11550097882185441,-0.5416825566318358,-0.0,-0.4393257569979407,-0.4459105585640556,0.0
2018-10-17,1.0,-0.10660664436787969,-0.5250106883283455,-0.0,-0.4357820083997686,-0.447476297060081,0.0
2018-10-18,1.0,-0.10583647798742139,-0.5235471698113207,-0.0,-0.4382641509433962,-0.4481006289308176,0.0
2018-10-19,1.0,-0.097208324994997,-0.5185861516910146,-0.0,-0.4383880328196918,-0.4473183910346208,0.0
2018-10-22,1.0,-0.09721075672295185,-0.5118949343339587,-0.0,-0.44192620387742343,-0.45053158223889933,0.0
2018-10-23,1.0,-0.09517130835503906,-0.5126978561410539,-0.0,-0.44447505509917845,-0.45216389501101983,0.0
2018-10-24,1.0,-0.09427288462985726,-0.51639364824524,-0.0,-0.4455760981361162,-0.4523743822592379,0.0
2018-10-25,1.0,-0.07830851638901175,-0.4953314659197012,-0.0,-0.4455010074205121,-0.4379822104280308,0.0
2018-10-26,1.0,-0.07210505760593634,-0.4890402265182582,-0.0,-0.44627514157391135,-0.4335090802577622,0.0
2018-10-29,1.0,-0.05334079245007662,-0.49891761729866463,-0.0,-0.43932576070829177,-0.4407365067010435,0.0
2018-10-30,1.0,-0.04555293430940974,-0.4992582143638884,-0.0,-0.43989104263443346,-0.44738186151713405,0.0
2018-10-31,1.0,-0.04466992665036675,-0.5069682151589242,-0.0,-0.4426650366748166,-0.4506601466992666,0.0
2018-11-01,1.0,-0.05980843572255189,-0.5006032551153572,-0.0,-0.44759067293723687,-0.4542387905350504,0.0
2018-11-02,1.0,-0.06222876057374035,-0.4878754444035797,-0.0,-0.4503371337501533,-0.4514404805688366,0.0
2018-11-05,1.0,-0.06776610954986935,-0.47843021249322093,-0.0,-0.4531627471281368,-0.4657595030320958,0.0
2018-11-06,1.0,-0.073155090765588,-0.4832527624309392,-0.0,-0.44983228097868977,-0.46021606156274664,0.0
2018-11-07,1.0,-0.07278956838965712,-0.48325075796790656,-0.0,-0.4489881436564865,-0.4599324607458897,0.0
2018-11-08,1.0,-0.05885233059146102,-0.4830346650998825,-0.0,-0.44371817469643554,-0.46249510379945163,0.0
2018-11-09,1.0,-0.05791136914823253,-0.48359912789985543,-0.0,-0.4455549839543372,-0.4626295289189387,0.0
2018-11-12,1.0,-0.05756554855719936,-0.471192812850935,-0.0,-0.45151603925589573,-0.46101264586690105,0.0
2018-11-13,1.0,-0.04370273414776033,-0.4682470428543727,-0.0,-0.45241904207872796,-0.4595210393639713,0.0
2018-11-14,1.0,-0.04483293729693031,-0.4677270743416905,-0.0,-0.45286358566509866,-0.459289074244702,0.0
2018-11-15,1.0,-0.04409448818897638,-0.4676923076923077,-0.0,-0.4533252574197456,-0.4576620230163537,0.0
2018-11-16,1.0,-0.04440191851170001,-0.46720120149217576,-0.0,-0.45305460006782616,-0.45770553752240684,0.0
2018-11-19,1.0,-0.04582778248758629,-0.4667312583262686,-0.0,-0.45222235678817974,-0.45740583747123653,0.0
2018-11-20,1.0,-0.016169843603152035,-0.46152733932573436,-0.0,-0.45738246138275057,-0.4747331132371015,0.0
2018-11-21,1.0,-0.018091318081745956,-0.4576912032162344,-0.0,-0.4558007083373217,-0.46144826265913663,0.0
2018-11-23,1.0,-0.018839055178349433,-0.4518265276848044,-0.0,-0.4581380893181601,-0.4619393707564311,0.0
2018-11-26,1.0,-0.01837866258783041,-0.4543042875579561,-0.0,-0.45674202953969695,-0.46051813966827587,0.0
2018-11-27,1.0,-0.01323525911114285,-0.45561665357423403,-0.0,-0.4539027351281868,-0.45766383394034604,0.0
2018-11-28,1.0,-0.011916394575657189,-0.46340475225815675,-0.0,-0.4515121904716509,-0.45642174503682165,0.0
2018-11-29,1.0,-0.005025363864789266,-0.4590622481391931,-0.0,-0.44950931588678705,-0.4568577253117148,0.0
2018-11-30,1.0,-0.004811110584443287,-0.45911741005830214,-0.0,-0.44980328956723703,-0.45624970374934826,0.0
2018-12-03,1.0,-0.005001303657351442,-0.45912441631704953,-0.0,-0.44985659769134134,-0.456303775865747,0.0
2018-12-04,1.0,-0.0,-0.4644759582376477,-0.0,-0.4470986529037146,-0.4559293543881247,0.0
2018-12-06,1.0,-0.0,-0.42949178466315957,-0.0,-0.4467103890987462,-0.4412180482491715,0.0
2018-12-07,1.0,-0.0,-0.4294754409958044,-0.0,-0.4463966991956607,-0.4421084351313136,0.0
2018-12-10,1.0,-0.0,-0.4294973453768186,-0.0,-0.44147187938127747,-0.4274288078328622,0.0
2018-12-11,1.0,-0.0,-0.42992459076696704,-0.0,-0.43987952915210593,-0.42928085341180794,0.0
2018-12-12,1.0,-0.0,-0.4309626321000162,-0.0,-0.4394354523058504,-0.43199871065779477,0.0
2018-12-13,1.0,-0.0,-0.42788118629639,-0.0,-0.4425373306030417,-0.43038906656236336,0.0
2018-12-14,1.0,-0.0,-0.4249700984451192,-0.0,-0.4446361210782961,-0.43053638789217047,0.0
2018-12-17,1.0,-0.0,-0.4223811816493569,-0.0,-0.4351285049407341,-0.4351743586216384,0.0
2018-12-18,1.0,-0.0,-0.4175610870061658,-0.0,-0.43167389815026264,-0.4343914135647408,0.0
2018-12-19,1.0,-0.0,-0.4192078754578754,-0.0,-0.4335164835164835,-0.4366529304029304,0.0
2018-12-20,1.0,-0.0,-0.41476222004063834,-0.0,-0.43396269491564116,-0.43430515285039156,0.0
