Date,ITRN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.489187790998448,-0.7669598206587342,-0.026901189860320744,-0.6794619762027936,-0.48635971719261945,0.0
2018-09-25,1.0,-0.4941631553498653,-0.7658009256061339,-0.03308696553153277,-0.6780410306002624,-0.48266215376113836,0.0
2018-09-26,1.0,-0.49927108642832346,-0.774557445331482,-0.0386671294689344,-0.6809094064560917,-0.47757723012842757,0.0
2018-09-27,1.0,-0.5020459116443581,-0.7666273666689783,-0.040952909355711206,-0.6808031070115819,-0.47721756016367284,0.0
2018-09-28,1.0,-0.5032439371335392,-0.7661589702668008,-0.041251778093883355,-0.6811227144988378,-0.477674079727995,0.0
2018-10-01,1.0,-0.5043034635940862,-0.7652877073644756,-0.041195252307905876,-0.6818560422017075,-0.47789269105296034,0.0
2018-10-02,1.0,-0.5047358012698192,-0.7586649550706034,-0.04385386670367415,-0.6828227457239011,-0.4794088054678555,0.0
2018-10-03,1.0,-0.5059343566182868,-0.7466499599735477,-0.041070620584038146,-0.6929100971076537,-0.49396122654971975,0.0
2018-10-04,1.0,-0.5121645172533984,-0.7397350993377484,-0.041896131056117114,-0.7016382014639247,-0.4900662251655629,0.0
2018-10-05,1.0,-0.5044385879742006,-0.7331645745197308,-0.03152090991053471,-0.7058741937721061,-0.49261391219918155,0.0
2018-10-08,1.0,-0.502473278217856,-0.729184682970701,-0.027984364730706698,-0.708256944204227,-0.49126569580407486,0.0
2018-10-09,1.0,-0.5037893206907291,-0.7296259127245043,-0.030106931515382216,-0.7075128906114821,-0.4895663909748417,0.0
2018-10-10,1.0,-0.5041682521014217,-0.728873361236985,-0.030371164689197132,-0.7076343007367948,-0.48811788716316723,0.0
2018-10-11,1.0,-0.437320222088434,-0.7178072111846946,-0.0,-0.6894775570272258,-0.5001337882132584,0.0
2018-10-12,1.0,-0.4398657099598447,-0.704364426305049,-0.0,-0.6711210585214931,-0.4760713580409453,0.0
2018-10-15,1.0,-0.41982153402007744,-0.7204579751984779,-0.0,-0.6661636375565908,-0.47418148415458306,0.0
2018-10-16,1.0,-0.4138168916921257,-0.7323675306330278,-0.0,-0.6654183502513057,-0.47340757530961525,0.0
2018-10-17,1.0,-0.3966311314374054,-0.6960610647685916,-0.0,-0.6553834261973011,-0.4726400206125801,0.0
2018-10-18,1.0,-0.3959006853743696,-0.6959136169662486,-0.0,-0.6641988878830984,-0.47691710849605595,0.0
2018-10-19,1.0,-0.38136705618696976,-0.6815431407075396,-0.0,-0.665695533856251,-0.4729310068833039,0.0
2018-10-22,1.0,-0.38113848223724256,-0.6719095364705129,-0.0,-0.6716532658487362,-0.47871352147868146,0.0
2018-10-23,1.0,-0.3787426590930971,-0.6735984082667437,-0.0,-0.6754276178556529,-0.481370944449793,0.0
2018-10-24,1.0,-0.3776295536172396,-0.6726847101077476,-0.0,-0.6756990764494613,-0.4807593637762955,0.0
2018-10-25,1.0,-0.3403747870528109,-0.6213102059780082,-0.0,-0.6895772030354653,-0.44615146352795415,0.0
2018-10-26,1.0,-0.3225648556045032,-0.6069505628976994,-0.0,-0.6933431228585414,-0.4363986784140969,0.0
2018-10-29,1.0,-0.29908279245513,-0.6193741048846634,-0.0,-0.6847365694609501,-0.44400767894688725,0.0
2018-10-30,1.0,-0.2973343488194974,-0.6192231530845392,-0.0,-0.6846001523229246,-0.4453008377760853,0.0
2018-10-31,1.0,-0.30302572318109,-0.5965903938578726,-0.0,-0.6829489465888825,-0.4401051899767252,0.0
2018-11-01,1.0,-0.30294695481335954,-0.5966450052894061,-0.0,-0.6828169865497961,-0.4401088106392625,0.0
2018-11-02,1.0,-0.30383525296990893,-0.5906952903575952,-0.0,-0.6824458783091117,-0.4381595609962009,0.0
2018-11-05,1.0,-0.29484913136238955,-0.6328863151478208,-0.0,-0.6965254495580616,-0.42362084730265165,0.0
2018-11-06,1.0,-0.3086063434554331,-0.6511099511805705,-0.0,-0.6947096932666033,-0.4159783843532193,0.0
2018-11-07,1.0,-0.3091730988037763,-0.6522033272855869,-0.0,-0.6965158830222332,-0.417202250991728,0.0
2018-11-08,1.0,-0.2910972454725308,-0.6488510120225233,-0.0,-0.6870187186120834,-0.4167097854207883,0.0
2018-11-09,1.0,-0.29434829223464537,-0.6551386123449227,-0.0,-0.6907642824322254,-0.42300505437279823,0.0
2018-11-12,1.0,-0.29512718357339873,-0.6356420471958322,-0.0,-0.7092552865461232,-0.4246705485749311,0.0
2018-11-13,1.0,-0.2841977186311787,-0.6307832699619772,-0.0,-0.7093231939163499,-0.4175209125475285,0.0
2018-11-14,1.0,-0.283888635326335,-0.6313099041533546,-0.0,-0.7095998782899742,-0.41795222881484867,0.0
2018-11-15,1.0,-0.28334956183057447,-0.6315421129503409,-0.0,-0.7101083252190847,-0.41787366114897767,0.0
2018-11-16,1.0,-0.28450850143214085,-0.6336461697848741,-0.0,-0.7107684807118044,-0.41821561338289964,0.0
2018-11-19,1.0,-0.2832403426933748,-0.6345925180645751,-0.0,-0.7120643922070795,-0.4189761882984237,0.0
2018-11-20,1.0,-0.288135593220339,-0.6393562993330478,-0.0,-0.7157192681882152,-0.4161720614330295,0.0
2018-11-21,1.0,-0.2896798882342222,-0.6336329952013606,-0.0,-0.7125068335054364,-0.40129381036263134,0.0
2018-11-23,1.0,-0.29220186278687527,-0.6160893650697024,-0.0,-0.7272478237048762,-0.408230352468497,0.0
2018-11-26,1.0,-0.29116043969428457,-0.6228799366645352,-0.0,-0.7251301726500411,-0.40580372095855793,0.0
2018-11-27,1.0,-0.2918701171875,-0.6241455078125,-0.0,-0.7280883789062499,-0.40762329101562494,0.0
2018-11-28,1.0,-0.28800859818823893,-0.6481191463227391,-0.0,-0.7261169967756794,-0.40853677260862886,0.0
2018-11-29,1.0,-0.2701997207551752,-0.6364050264068476,-0.0,-0.7197838887877133,-0.408881199538639,0.0
2018-11-30,1.0,-0.2703244014202046,-0.6366339938700574,-0.0,-0.7207841471186236,-0.4069128759141808,0.0
2018-12-03,1.0,-0.263866368892832,-0.6486676660446049,-0.0,-0.731544650778597,-0.41524153333129377,0.0
2018-12-04,1.0,-0.26467253057096446,-0.6494222930521928,-0.0,-0.7342241564252658,-0.4164393637561678,0.0
2018-12-06,1.0,-0.2621313035204567,-0.5911929115128449,-0.0,-0.7348061370123691,-0.3852283539486204,0.0
2018-12-07,1.0,-0.26075060964729674,-0.5916255278653423,-0.0,-0.7355022898947243,-0.3860108249568786,0.0
2018-12-10,1.0,-0.2416490237591155,-0.5927428840272877,-0.0,-0.736150317572336,-0.3699717713479181,0.0
2018-12-11,1.0,-0.22928225711250147,-0.6004603942863889,-0.0,-0.7362471963168458,-0.38528509030811003,0.0
2018-12-12,1.0,-0.2308237378210806,-0.6004428697962799,-0.0,-0.7370829642751698,-0.38411573664009446,0.0
2018-12-13,1.0,-0.23176569137796924,-0.6186202357446299,-0.0,-0.7426853347693412,-0.39861185903189134,0.0
2018-12-14,1.0,-0.23372701450142022,-0.6133652264912542,-0.0,-0.7445059052175212,-0.39838540888025115,0.0
2018-12-17,1.0,-0.22529632497468577,-0.6117100482458753,-0.0,-0.7372386681755911,-0.40389540770742743,0.0
2018-12-18,1.0,-0.2169775071675583,-0.6018679986994946,-0.0,-0.7338397422634705,-0.4030088966393757,0.0
2018-12-19,1.0,-0.22312631298635976,-0.6011184424653077,-0.0,-0.7318401041512561,-0.40275764121075835,0.0
2018-12-20,1.0,-0.22295207517158086,-0.5930955256414032,-0.0,-0.7309199092756782,-0.39859789684526786,0.0
2018-12-21,1.0,-0.22093705965241897,-0.5920326444340065,-0.0,-0.7314173320807892,-0.3912635039924848,0.0
2018-12-24,1.0,-0.20812567398210485,-0.5763749234939232,-0.0,-0.7278715280813732,-0.4021450846667249,0.0
2018-12-26,1.0,-0.21052023121387287,-0.588728323699422,-0.0,-0.7036705202312139,-0.3872832369942197,0.0
2018-12-27,1.0,-0.1843851042479652,-0.5602352547664177,-0.0,-0.6527483554465381,-0.3899821607760062,0.0
2018-12-28,1.0,-0.17648045161110024,-0.5715563256294889,-0.0,-0.6568202777855406,-0.3897660900427578,0.0
2018-12-31,1.0,-0.1716681624411039,-0.5815851469598384,-0.0,-0.6597767556652456,-0.3915189589409917,0.0
2019-01-02,1.0,-0.16727894781121175,-0.5825177374575843,-0.0,-0.659272553913458,-0.39527188087158915,0.0
2019-01-03,1.0,-0.15903458375577334,-0.5884307761631181,-0.0,-0.6571476850287259,-0.41165371183958543,0.0
2019-01-04,1.0,-0.09587288954579046,-0.6295264623955432,-0.0,-0.6640327440168268,-0.4529304758114945,0.0
2019-01-07,1.0,-0.08602600591550869,-0.6084044868575256,-0.0,-0.6589374407053965,-0.43699425191137903,0.0
2019-01-08,1.0,-0.08965285742258526,-0.5878765839603906,-0.0,-0.6818092813785002,-0.43791434725446865,0.0
2019-01-09,1.0,-0.08836507847846731,-0.5813550801541641,-0.0,-0.6815058928671173,-0.44160196615092445,0.0
2019-01-10,1.0,-0.08949733221005336,-0.5791631564167369,-0.0,-0.6952260600954788,-0.4443133951137321,0.0
2019-01-11,1.0,-0.09017799398250992,-0.5719427494868262,-0.0,-0.698085088434609,-0.451705424176813,0.0
2019-01-14,1.0,-0.10282031074082414,-0.5735476244089169,-0.0,-0.7014185994145463,-0.4368948435037154,0.0
2019-01-15,1.0,-0.09959596530387363,-0.5755657898454496,-0.0,-0.7011273415647161,-0.44910010454044585,0.0
2019-01-16,1.0,-0.0823399495993431,-0.5780502307670528,-0.0,-0.6982189880227653,-0.4729167256561996,0.0
2019-01-17,1.0,-0.08539484857061987,-0.5733088027172375,-0.0,-0.6983300311350127,-0.47339371638833855,0.0
2019-01-18,1.0,-0.0839926613920422,-0.570462102969843,-0.0,-0.7074876734319459,-0.5047012957229675,0.0
2019-01-22,1.0,-0.0,-0.58543327707618,-0.0,-0.8987953209567595,-0.4256532619449455,0.0
2019-01-23,1.0,-0.0,-0.5503190384330019,-0.0,-0.945214423504971,-0.4722362368303903,0.0
2019-01-24,1.0,-0.0,-0.5525581671415005,-0.0,-0.9409128679962013,-0.4742699430199431,0.0
2019-01-25,1.0,-0.0,-0.4930378980506115,-0.0,-1.0946543165032088,-0.43930863300641726,0.0
2019-01-28,1.0,-0.0,-0.47705643450324303,-0.0,-1.1177789901194157,-0.4360186700612232,0.0
2019-01-29,1.0,-0.0,-0.47206839895332564,-0.0,-1.1306213107770948,-0.4399683563561127,0.0
2019-01-30,1.0,-0.0,-0.46877383531134637,-0.0,-1.1303047868932483,-0.4518412301308845,0.0
2019-01-31,1.0,-0.0,-0.48800999421067065,-0.0,-1.0758706846643713,-0.4831347694932814,0.0
2019-02-01,1.0,-0.0,-0.4871395881006865,-0.0,-1.0839054157131962,-0.4800610221205187,0.0
2019-02-04,1.0,-0.0,-0.48851014350846056,-0.0,-1.079312138551452,-0.4920596064991892,0.0
2019-02-05,1.0,-0.0,-0.4812740958325684,-0.0,-1.073526711951533,-0.5049874548681231,0.0
2019-02-06,1.0,-0.0,-0.47988849064117883,-0.0,-1.0678552829090464,-0.5157001501087523,0.0
2019-02-07,1.0,-0.0,-0.4816516571708632,-0.0,-1.069319365312749,-0.5121913863873063,0.0
2019-02-08,1.0,-0.0,-0.4769098501596659,-0.0,-1.080354949643822,-0.5132031441906165,0.0
2019-02-11,1.0,-0.0,-0.4598210166989574,-0.0,-1.086108804625273,-0.5293538764338653,0.0
2019-02-12,1.0,-0.0,-0.4766719940988444,-0.0,-1.0820629456601918,-0.5147836242930908,0.0
2019-02-13,1.0,-0.0,-0.5023837173766885,-0.0,-1.0607542326263677,-0.4929099688283112,0.0
2019-02-14,1.0,-0.0,-0.47181910226122176,-0.0,-1.0803239959500506,-0.516000368177216,0.0
2019-02-15,1.0,-0.0,-0.4346353371986573,-0.0,-1.091608178211779,-0.5252975282270369,0.0
2019-02-19,1.0,-0.0,-0.4209982997328152,-0.0,-1.0974010201603108,-0.5177920816128249,0.0
2019-02-20,1.0,-0.0,-0.43902142900503854,-0.0,-1.0896315182419718,-0.5066168882413647,0.0
2019-02-21,1.0,-0.0,-0.43595719235840663,-0.0,-1.1007328815430375,-0.5297905614669897,0.0
2019-02-22,1.0,-0.0,-0.43603813494374793,-0.0,-1.101744275160173,-0.527758192575335,0.0
2019-02-25,1.0,-0.0,-0.43803056027164683,-0.0,-1.1168081494057724,-0.5320574162679426,0.0
2019-02-26,1.0,-0.0,-0.43173076923076925,-0.0,-1.1239143920595533,-0.546091811414392,0.0
2019-02-27,1.0,-0.0,-0.4170873060385119,-0.0,-1.1450426871066242,-0.5537483641802206,0.0
2019-02-28,1.0,-0.0,-0.41012959368935076,-0.0,-1.1424591498153134,-0.5776623051399236,0.0
2019-03-01,1.0,-0.0,-0.4163074039362699,-0.0,-1.1352077475788815,-0.5725085910652922,0.0
2019-03-04,1.0,-0.0,-0.41360684401148995,-0.0,-1.1269826401898337,-0.5816785312851255,0.0
2019-03-05,1.0,-0.0,-0.3996113583651978,-0.0,-1.151350843101611,-0.5832131887419294,0.0
2019-03-06,1.0,-0.0,-0.3942331748811609,-0.0,-1.1509256942707031,-0.582186639979985,0.0
2019-03-07,1.0,-0.0,-0.35745184078673015,-0.0,-1.1753648896772788,-0.5792487473936451,0.0
2019-03-08,1.0,-0.0,-0.34061108739403545,-0.0,-1.167713606147466,-0.5410136000487894,0.0
2019-03-11,1.0,-0.0,-0.33484760121550694,-0.0,-1.1505878019583167,-0.5840265201510174,0.0
2019-03-12,1.0,-0.0,-0.2629342664333917,-0.0,-1.1903274181454637,-0.6709885028742815,0.0
2019-03-13,1.0,-0.0,-0.2738498182274038,-0.0,-1.1834963018678704,-0.6766954995612386,0.0
2019-03-14,1.0,-0.0,-0.29048818897637796,-0.0,-1.1743937007874015,-0.684724409448819,0.0
