Date,IWF,IWM,MTUM,SPY,THS,VLUE,VXX
2018-11-05,-0.2586477987421384,-1.2399186089530154,-0.0,-1.140353311135775,1.0,-0.9855715871254163,0.0
2018-11-06,-0.2559465850605091,-1.239347150739556,-0.0,-1.1471692864097927,1.0,-0.9942968423981082,0.0
2018-11-07,-0.26326415625880367,-1.255469997182834,-0.0,-1.166682317588506,1.0,-1.0098600807587566,0.0
2018-11-08,-0.22261336791884756,-1.2504052989948586,-0.0,-1.147760433554125,1.0,-1.0112094122006579,0.0
2018-11-09,-0.22397330119588396,-1.2511819783072218,-0.0,-1.1478631686289051,1.0,-1.0121442477055715,0.0
2018-11-12,-0.223197376322232,-1.2232435678322324,-0.0,-1.163194604831632,1.0,-1.0095616425700957,0.0
2018-11-13,-0.17094175386609872,-1.2386332067784054,-0.0,-1.1958977683118808,1.0,-1.024539309195296,0.0
2018-11-14,-0.17419743922805717,-1.2396084616812024,-0.0,-1.19924846910373,1.0,-1.02602523659306,0.0
2018-11-15,-0.17211218067382453,-1.2392632358385784,-0.0,-1.201406886338393,1.0,-1.0151332839689005,0.0
2018-11-16,-0.16950089865892437,-1.2277063459145585,-0.0,-1.1958154753675285,1.0,-1.0154845845430664,0.0
2018-11-19,-0.1682342093130475,-1.228769017980636,-0.0,-1.197141539880129,1.0,-1.0162747810050714,0.0
2018-11-20,-0.08351394973483976,-1.2262854507724235,-0.0,-1.2249942356467605,1.0,-1.076688955499193,0.0
2018-11-21,-0.09684974283614989,-1.2268552534900807,-0.0,-1.2356263776634826,1.0,-1.0328802351212343,0.0
2018-11-23,-0.098798826334128,-1.208784155510728,-0.0,-1.2425270493306435,1.0,-1.0344764349899138,0.0
2018-11-26,-0.09852894001191513,-1.2093396269648504,-0.0,-1.2414646441501305,1.0,-1.0334540121900921,0.0
2018-11-27,-0.07916666666666666,-1.2260989010989012,-0.0,-1.2421245421245422,1.0,-1.0313644688644688,0.0
2018-11-28,-0.08054029304029305,-1.223168498168498,-0.0,-1.2429945054945053,1.0,-1.032051282051282,0.0
2018-11-29,-0.019484658107985067,-1.215651461349358,-0.0,-1.2568514977692797,1.0,-1.060502594919421,0.0
2018-11-30,-0.020442619210586353,-1.2205338809034907,-0.0,-1.2641113392653434,1.0,-1.057951174994296,0.0
2018-12-03,-0.017323121808898615,-1.2209609773887673,-0.0,-1.263493800145879,1.0,-1.0569839533187455,0.0
2018-12-04,-0.0,-1.236976553234194,-0.0,-1.2642094699388742,1.0,-1.0603959492747013,0.0
2018-12-06,-0.0,-1.1297056511485721,-0.0,-1.2381867412001049,1.0,-0.9993012490173815,0.0
2018-12-07,-0.0,-1.1299943233919918,-0.0,-1.2394218593074537,1.0,-0.9972490284267063,0.0
2018-12-10,-0.0,-1.1289612296002072,-0.0,-1.2277437181590538,1.0,-0.960754684396857,0.0
2018-12-11,-0.0,-1.134109903433941,-0.0,-1.2233577274498766,1.0,-0.9728922184211667,0.0
2018-12-12,-0.0,-1.1630641382663662,-0.0,-1.265216814746055,1.0,-0.9919992927551607,0.0
2018-12-13,-0.0,-1.1749666518452646,-0.0,-1.2697643397065363,1.0,-1.0017341040462429,0.0
2018-12-14,-0.0,-1.1549007388943293,-0.0,-1.2898602332413425,1.0,-1.0064541974539305,0.0
2018-12-17,-0.0,-1.1452832692052541,-0.0,-1.2622617310158772,1.0,-1.0150811551899517,0.0
2018-12-18,-0.0,-1.133066818960594,-0.0,-1.2518560822387208,1.0,-1.0081711549444274,0.0
2018-12-19,-0.0,-1.1336146272855132,-0.0,-1.252417369901547,1.0,-1.009186005625879,0.0
2018-12-20,-0.0,-1.110510012652153,-0.0,-1.2545700449369572,1.0,-0.9977749661882116,0.0
2018-12-21,-0.0,-1.1065800865800866,-0.0,-1.252857142857143,1.0,-0.9695670995670995,0.0
2018-12-24,-0.0,-1.0698530986337744,-0.0,-1.2322155124416463,1.0,-0.9807700543920511,0.0
2018-12-26,-0.0,-1.068972799459368,-0.0,-1.1980064200033789,1.0,-0.9567494509207637,0.0
2018-12-27,-0.0,-0.992125669517947,-0.0,-1.0713486289871292,1.0,-0.9336477736030058,0.0
2018-12-28,-0.0,-0.9978818639597155,-0.0,-1.0691391575413636,1.0,-0.9294620733754296,0.0
2018-12-31,-0.0,-0.9959221204973413,-0.0,-1.0707632031343701,1.0,-0.9312357574061487,0.0
2019-01-02,-0.0,-0.9945287539936102,-0.0,-1.0684904153354633,1.0,-0.9305511182108626,0.0
2019-01-03,-0.0,-0.9936539612851726,-0.0,-1.0786270205547794,1.0,-0.9189383356615446,0.0
2019-01-04,-0.0,-1.0020258192651441,-0.0,-1.0441708043694142,1.0,-0.9259980139026813,0.0
2019-01-07,-0.0,-0.9555495376997176,-0.0,-1.0227861812836088,1.0,-0.8902858911369879,0.0
2019-01-08,-0.0,-0.9437586792161702,-0.0,-1.0271563030396544,1.0,-0.8865144267859897,0.0
2019-01-09,-0.0,-0.933759285631808,-0.0,-1.0251337515876988,1.0,-0.8900350255956276,0.0
2019-01-10,-0.0,-0.9317692307692308,-0.0,-1.0256538461538462,1.0,-0.8887307692307692,0.0
2019-01-11,-0.0,-0.8910807814351799,-0.0,-1.023779485414994,1.0,-0.908208127843407,0.0
2019-01-14,-0.0,-0.8880619800015267,-0.0,-1.022670025188917,1.0,-0.9057705518662699,0.0
2019-01-15,-0.0,-0.8782355644049625,-0.0,-1.0241614336039209,1.0,-0.9266733037218563,0.0
2019-01-16,-0.0,-0.8761187179683316,-0.0,-1.0185114357836762,1.0,-0.9300466610571406,0.0
2019-01-17,-0.0,-0.8725812619502867,-0.0,-1.0204971319311662,1.0,-0.9310133843212237,0.0
2019-01-18,-0.0,-0.8753319733651516,-0.0,-1.0259035448981948,1.0,-0.9477310342173128,0.0
2019-01-22,-0.0,-0.8859687662259855,-0.0,-1.1705076486799537,1.0,-0.9375723928585694,0.0
2019-01-23,-0.0,-0.8265591311985946,-0.0,-1.1802283797812023,1.0,-0.985905933083127,0.0
2019-01-24,-0.0,-0.8298016680633705,-0.0,-1.173470609361906,1.0,-0.9873099485214893,0.0
2019-01-25,-0.0,-0.742317173377157,-0.0,-1.3363599013968777,1.0,-1.02974527526705,0.0
2019-01-28,-0.0,-0.7136905498494411,-0.0,-1.3822134224312173,1.0,-1.028998061296044,0.0
2019-01-29,-0.0,-0.6803329350199844,-0.0,-1.3828340681527875,1.0,-1.0573159174255222,0.0
2019-01-30,-0.0,-0.679564841142292,-0.0,-1.3812997074216014,1.0,-1.059957967610335,0.0
2019-01-31,-0.0,-0.6849822884916386,-0.0,-1.3413378367246067,1.0,-1.092635307685971,0.0
2019-02-01,-0.0,-0.5870365644708542,-0.0,-1.2134446429222412,1.0,-0.8450293463599577,0.0
2019-02-04,-0.0,-0.5821042281219273,-0.0,-1.2206926690702502,1.0,-0.8389963217888489,0.0
2019-02-05,-0.0,-0.5668755786624884,-0.0,-1.1601737767965243,1.0,-0.8339149633217007,0.0
2019-02-06,-0.0,-0.568015098639698,-0.0,-1.1610640267787193,1.0,-0.8319208033615839,0.0
2019-02-07,-0.0,-0.5633512321752427,-0.0,-1.165250168912912,1.0,-0.8274243447957043,0.0
2019-02-08,-0.0,-0.5607313422196878,-0.0,-1.180804048756148,1.0,-0.8225105139354195,0.0
2019-02-11,-0.0,-0.5402512132457894,-0.0,-1.1899800171281758,1.0,-0.8381387382243791,0.0
2019-02-12,-0.0,-0.5414121932926176,-0.0,-1.1902925104468016,1.0,-0.8398157077038465,0.0
2019-02-13,-0.0,-0.5552621248349452,-0.0,-1.182755790300132,1.0,-0.8307340922879268,0.0
2019-02-14,-0.0,-0.5341161308799313,-0.0,-1.2062719266843274,1.0,-0.8394787713897043,0.0
2019-02-15,-0.0,-0.49439800818068647,-0.0,-1.2152943268717766,1.0,-0.8471278676862884,0.0
2019-02-19,-0.0,-0.4850540597837609,-0.0,-1.2104444915553672,1.0,-0.8377853155254046,0.0
2019-02-20,-0.0,-0.47661045650179923,-0.0,-1.2161504268679884,1.0,-0.8350737317434559,0.0
2019-02-21,-0.0,-0.4767852102737793,-0.0,-1.2178238780694326,1.0,-0.833474456675134,0.0
2019-02-22,-0.0,-0.48059796437659036,-0.0,-1.2275233248515691,1.0,-0.8259471303364434,0.0
2019-02-25,-0.0,-0.4705319827158745,-0.0,-1.239250548983495,1.0,-0.8320464687964866,0.0
2019-02-26,-0.0,-0.4682438644882948,-0.0,-1.2449253836905017,1.0,-0.8231487375344791,0.0
2019-02-27,-0.0,-0.47077554486272294,-0.0,-1.251627512029437,1.0,-0.8156665723181432,0.0
2019-02-28,-0.0,-0.4724582271311243,-0.0,-1.252124044180119,1.0,-0.8154913622203341,0.0
2019-03-01,-0.0,-0.45733848314606745,-0.0,-1.2591643258426966,1.0,-0.7946980337078652,0.0
2019-03-04,-0.0,-0.4532182213799396,-0.0,-1.255036147960974,1.0,-0.8012564048571629,0.0
2019-03-05,-0.0,-0.45665716397423717,-0.0,-1.255094498996938,1.0,-0.8077992468236371,0.0
2019-03-06,-0.0,-0.45455505119814205,-0.0,-1.2569055913297442,1.0,-0.8072768218445406,0.0
2019-03-07,-0.0,-0.4619959886575835,-0.0,-1.2338681789888652,1.0,-0.7621896396707932,0.0
2019-03-08,-0.0,-0.4449377709411271,-0.0,-1.2858341490700602,1.0,-0.7652426234093134,0.0
2019-03-11,-0.0,-0.44663626400820167,-0.0,-1.288931311203026,1.0,-0.7995899176300066,0.0
2019-03-12,-0.0,-0.3885234179478012,-0.0,-1.317125491598141,1.0,-0.869646049338577,0.0
2019-03-13,-0.0,-0.41674167416741675,-0.0,-1.316831683168317,1.0,-0.8667506750675068,0.0
2019-03-14,-0.0,-0.4172271174249236,-0.0,-1.3164538752023016,1.0,-0.8627944614278007,0.0
2019-03-15,-0.0,-0.4025819049685398,-0.0,-1.3317784045707672,1.0,-0.8817530917769582,0.0
2019-03-18,-0.0,-0.42034345135659623,-0.0,-1.3408150562044596,1.0,-0.9004064296437332,0.0
2019-03-19,-0.0,-0.4242123451343701,-0.0,-1.3354656078820635,1.0,-0.9166574758280946,0.0
2019-03-20,-0.0,-0.4272108843537415,-0.0,-1.3350983636697922,1.0,-0.9148372862658577,0.0
2019-03-21,-0.0,-0.429259327329535,-0.0,-1.3517735710347363,1.0,-0.8947619922808306,0.0
2019-03-22,-0.0,-0.42674686270141826,-0.0,-1.3845696888690873,1.0,-0.9014257072844731,0.0
2019-03-25,-0.0,-0.35004033145119895,-0.0,-1.4150106328371344,1.0,-0.9014445992520349,0.0
2019-03-26,-0.0,-0.39915888198295435,-0.0,-1.4240202463805873,1.0,-0.8985447913952883,0.0
2019-03-27,-0.0,-0.380369695391825,-0.0,-1.4396176590917544,1.0,-0.8992821809796556,0.0
2019-03-28,-0.0,-0.373921130952381,-0.0,-1.4309151785714287,1.0,-0.9154389880952382,0.0
2019-03-29,-0.0,-0.3703731259997768,-0.0,-1.4306387411182622,1.0,-0.9190878315538856,0.0
2019-04-01,-0.0,-0.37889447236180906,-0.0,-1.4286990508096036,1.0,-0.9147217569328122,0.0
2019-04-02,-0.0,-0.4102219735124044,-0.0,-1.4771497854877822,1.0,-0.8432755083006901,0.0
2019-04-03,-0.0,-0.4103722510547735,-0.0,-1.4737706754284434,1.0,-0.8495687563006384,0.0
2019-04-04,-0.0,-0.4075196408529742,-0.0,-1.498952487841377,1.0,-0.8346053123830902,0.0
2019-04-05,-0.0,-0.4069528121842607,-0.0,-1.5024136511619204,1.0,-0.8326909403884294,0.0
2019-04-08,-0.0,-0.3992443796057307,-0.0,-1.5078367560692776,1.0,-0.8336138854599184,0.0
2019-04-09,-0.0,-0.37826266571525147,-0.0,-1.5542118901866526,1.0,-0.8231494347842416,0.0
2019-04-10,-0.0,-0.37023702370237027,-0.0,-1.5626687668766877,1.0,-0.8174692469246925,0.0
2019-04-11,-0.0,-0.36499061913696057,-0.0,-1.5849155722326453,1.0,-0.802439024390244,0.0
2019-04-12,-0.0,-0.365300915503527,-0.0,-1.5838586222422333,1.0,-0.8029040972534895,0.0
2019-04-15,-0.0,-0.3690109063557728,-0.0,-1.5779616397141782,1.0,-0.8138397893945092,0.0
2019-04-16,-0.0,-0.37124261690681315,-0.0,-1.5807155487001994,1.0,-0.8101651555622438,0.0
2019-04-17,-0.0,-0.40561981020166077,-0.0,-1.5385898576512456,1.0,-0.7627891459074734,0.0
2019-04-18,-0.0,-0.40967009949380345,-0.0,-1.374934543550358,1.0,-0.7064060045383139,0.0
2019-04-22,-0.0,-0.39950292114521807,-0.0,-1.2377586262548013,1.0,-0.5904909460637164,0.0
2019-04-23,-0.0,-0.39521228545618786,-0.0,-1.238966318234611,1.0,-0.5920441347270615,0.0
2019-04-24,-0.0,-0.3874730160775849,-0.0,-1.2386506427811967,1.0,-0.59583722653607,0.0
2019-04-25,-0.0,-0.392466194462331,-0.0,-1.2376046361880233,1.0,-0.589504185447521,0.0
2019-04-26,-0.0,-0.3900090182942541,-0.0,-1.243268487503221,1.0,-0.5875096624581293,0.0
2019-04-29,-0.0,-0.38448903346323554,-0.0,-1.2429063737962576,1.0,-0.593320235756385,0.0
2019-04-30,-0.0,-0.38181759504292256,-0.0,-1.2394952559220294,1.0,-0.6059510746788872,0.0
2019-05-01,-0.0,-0.3658655091992744,-0.0,-1.2534011401917595,1.0,-0.6199468774293859,0.0
2019-05-02,-0.0,-0.36368051283711594,-0.0,-1.2466409816427624,1.0,-0.627286560688963,0.0
2019-05-03,-0.0,-0.2996300863131936,-0.0,-1.5093566403133387,1.0,-0.8176543120330747,0.0
2019-05-06,-0.0,-0.25301424252358573,-0.0,-1.5494845736349396,1.0,-0.8400903362109787,0.0
2019-05-07,-0.0,-0.2400234526732383,-0.0,-1.569826670086848,1.0,-0.8546300707244677,0.0
2019-05-08,-0.0,-0.24858161187081756,-0.0,-1.5254582484725052,1.0,-0.8628891475123655,0.0
2019-05-09,-0.0,-0.24622274001529104,-0.0,-1.5392288928532418,1.0,-0.8552808825135616,0.0
2019-05-10,-0.0,-0.24819435325016417,-0.0,-1.5492449113591595,1.0,-0.8503319471802729,0.0
2019-05-13,-0.0,-0.24376912986445123,-0.0,-1.5484623232764902,1.0,-0.8515158140212796,0.0
2019-05-14,-0.0,-0.18473447344734475,-0.0,-1.5656525652565259,1.0,-0.8499369936993699,0.0
2019-05-15,-0.0,-0.18558558558558555,-0.0,-1.5811891891891892,1.0,-0.8368288288288288,0.0
2019-05-16,-0.0,-0.1896620134906035,-0.0,-1.577534898820474,1.0,-0.8399163149731271,0.0
2019-05-17,-0.0,-0.1847865347106841,-0.0,-1.5681210720219605,1.0,-0.8589901033013075,0.0
2019-05-20,-0.0,-0.1723690377474132,-0.0,-1.5731694126978404,1.0,-0.8597541190467606,0.0
2019-05-21,-0.0,-0.1843344476796434,-0.0,-1.5564901685898127,1.0,-0.8538049534490816,0.0
2019-05-22,-0.0,-0.16868552532259803,-0.0,-1.5742065346321124,1.0,-0.8515150425937241,0.0
2019-05-23,-0.0,-0.1752680844959294,-0.0,-1.5826489258688088,1.0,-0.8284976508983968,0.0
2019-05-24,-0.0,-0.15830625870255988,-0.0,-1.584169374129744,1.0,-0.8278410510907208,0.0
2019-05-28,-0.0,-0.14934740746023822,-0.0,-1.5892589686898224,1.0,-0.8274730761001355,0.0
2019-05-29,-0.0,-0.13444962554754838,-0.0,-1.5737600678253498,1.0,-0.8243606047760351,0.0
2019-05-30,-0.0,-0.1336749116607774,-0.0,-1.575547703180212,1.0,-0.8243462897526502,0.0
2019-05-31,-0.0,-0.1367672551031238,-0.0,-1.566243322602328,1.0,-0.8347189302012948,0.0
2019-06-03,-0.0,-0.14337925217880237,-0.0,-1.5772069159403992,1.0,-0.7936111892043858,0.0
2019-06-04,-0.0,-0.1495008436445444,-0.0,-1.5598284589426321,1.0,-0.8058914510686164,0.0
2019-06-05,-0.0,-0.1285506945884304,-0.0,-1.5886377773170226,1.0,-0.7384753611168705,0.0
2019-06-06,-0.0,-0.12427385892116181,-0.0,-1.5979598893499307,1.0,-0.7355463347164591,0.0
2019-06-07,-0.0,-0.1503980616130149,-0.0,-1.57871235721703,1.0,-0.7322949117341641,0.0
2019-06-10,-0.0,-0.14878293687891694,-0.0,-1.5814895606107822,1.0,-0.7322114885218656,0.0
2019-06-11,-0.0,-0.1515901799414144,-0.0,-1.6144859813084111,1.0,-0.7211605523782955,0.0
2019-06-12,-0.0,-0.14779808163551073,-0.0,-1.617972414758804,1.0,-0.7349296366309598,0.0
2019-06-13,-0.0,-0.17284686897035606,-0.0,-1.6170145588493245,1.0,-0.7182950359586037,0.0
2019-06-14,-0.0,-0.16782383056315311,-0.0,-1.6314958973280036,1.0,-0.7072375341889333,0.0
2019-06-17,-0.0,-0.15884868882344694,-0.0,-1.6496984995091852,1.0,-0.6972724723040248,0.0
2019-06-18,-0.0,-0.16327245960250975,-0.0,-1.6457639594798277,1.0,-0.6961688106838656,0.0
2019-06-19,-0.0,-0.14981063262729694,-0.0,-1.6735867583111235,1.0,-0.6833707392341141,0.0
2019-06-20,-0.0,-0.15616862551903724,-0.0,-1.676437469209656,1.0,-0.68629037933704,0.0
2019-06-21,-0.0,-0.1684385264719387,-0.0,-1.662946349733338,1.0,-0.700561579486455,0.0
2019-06-24,-0.0,-0.14752248280726502,-0.0,-1.644895080232763,1.0,-0.7342973020631282,0.0
2019-06-25,-0.0,-0.14147649112906072,-0.0,-1.6484074635815316,1.0,-0.7373284892949102,0.0
2019-06-26,-0.0,-0.13738730776029698,-0.0,-1.6429202757645396,1.0,-0.7550998762595015,0.0
2019-06-27,-0.0,-0.14169681492516137,-0.0,-1.6663829183514223,1.0,-0.7388096758175499,0.0
2019-06-28,-0.0,-0.14966807483403743,-0.0,-1.6610458305229152,1.0,-0.7393233696616849,0.0
2019-07-01,-0.0,-0.14056196475334418,-0.0,-1.6666784627362163,1.0,-0.7315804373982588,0.0
2019-07-02,-0.0,-0.14571034677789954,-0.0,-1.6577821768178445,1.0,-0.7314503870762488,0.0
2019-07-03,-0.0,-0.14045261669024045,-0.0,-1.6643564356435643,1.0,-0.7312588401697313,0.0
2019-07-05,-0.0,-0.12779019837467617,-0.0,-1.6828844174740054,1.0,-0.7380318677028993,0.0
2019-07-08,-0.0,-0.1263307310149042,-0.0,-1.6850248403122783,1.0,-0.7372604684173173,0.0
2019-07-09,-0.0,-0.1194879592630574,-0.0,-1.6781003571554867,1.0,-0.7386046182679727,0.0
2019-07-10,-0.0,-0.08327449872917256,-0.0,-1.7063682575543633,1.0,-0.7404687941259532,0.0
2019-07-11,-0.0,-0.07684195725534308,-0.0,-1.71593785151856,1.0,-0.7224057930258717,0.0
2019-07-12,-0.0,-0.0903362084140116,-0.0,-1.7193803907762717,1.0,-0.7107903538109487,0.0
2019-07-15,-0.0,-0.09270917595751416,-0.0,-1.7245805929729539,1.0,-0.6997502901558048,0.0
2019-07-16,-0.0,-0.09748460861917325,-0.0,-1.7226385224274405,1.0,-0.6979067722075638,0.0
2019-07-17,-0.0,-0.10753482482059942,-0.0,-1.7191501336710286,1.0,-0.6909736879133249,0.0
2019-07-18,-0.0,-0.10850182532996348,-0.0,-1.718232238135355,1.0,-0.6835158663296826,0.0
2019-07-19,-0.0,-0.09928514694201748,-0.0,-1.6881583036916807,1.0,-0.6659874987049763,0.0
2019-07-22,-0.0,-0.10563550402042998,-0.0,-1.6732926113814404,1.0,-0.6720502467474203,0.0
2019-07-23,-0.0,-0.11274357647870321,-0.0,-1.6682186583893777,1.0,-0.6679082600448354,0.0
2019-07-24,-0.0,-0.1133957026832528,-0.0,-1.6590247078578526,1.0,-0.6545012165450121,0.0
2019-07-25,-0.0,-0.1151567049152252,-0.0,-1.6529542729919509,1.0,-0.6570988182908033,0.0
2019-07-26,-0.0,-0.10086248203162435,-0.0,-1.6616811554521185,1.0,-0.6600041070572935,0.0
2019-07-29,-0.0,-0.10804424506010069,-0.0,-1.6583678641142428,1.0,-0.658093900893805,0.0
2019-07-30,-0.0,-0.11042986812810413,-0.0,-1.653331049837301,1.0,-0.6614831306730605,0.0
2019-07-31,-0.0,-0.11678182937675309,-0.0,-1.6477047273722378,1.0,-0.656188000273654,0.0
2019-08-01,-0.0,-0.13748422954956185,-0.0,-1.6322842431888704,1.0,-0.6400586490264943,0.0
2019-08-02,-0.0,-0.13807704223897552,-0.0,-1.6393335398808908,1.0,-0.6650487107989947,0.0
2019-08-05,-0.0,-0.1330286264132788,-0.0,-1.6463108697893396,1.0,-0.6572047149386576,0.0
2019-08-06,-0.0,-0.14660704533042054,-0.0,-1.6045535226652103,1.0,-0.6622747132714364,0.0
2019-08-07,-0.0,-0.16445369833088713,-0.0,-1.573710618834693,1.0,-0.6751544526743353,0.0
2019-08-08,-0.0,-0.15891869752201512,-0.0,-1.5727012082736023,1.0,-0.6815823605706874,0.0
2019-08-09,-0.0,-0.14675478732418235,-0.0,-1.551194712760549,1.0,-0.6913065582104729,0.0
2019-08-12,-0.0,-0.14312267657992564,-0.0,-1.5485637039540385,1.0,-0.6878337276106793,0.0
2019-08-13,-0.0,-0.11655945845822248,-0.0,-1.5535648132556492,1.0,-0.6976728521873842,0.0
2019-08-14,-0.0,-0.12855137375493014,-0.0,-1.5239655057156227,1.0,-0.689919112240123,0.0
2019-08-15,-0.0,-0.15650606358570962,-0.0,-1.4907571288102264,1.0,-0.6303507046869878,0.0
2019-08-16,-0.0,-0.16716447303640006,-0.0,-1.475005743919651,1.0,-0.6400695834837693,0.0
2019-08-19,-0.0,-0.15008976660682224,-0.0,-1.4785376203688592,1.0,-0.6356128611065774,0.0
2019-08-20,-0.0,-0.15702425524987793,-0.0,-1.4782028324922676,1.0,-0.6205111509034674,0.0
2019-08-21,-0.0,-0.1591432743793607,-0.0,-1.481226675320461,1.0,-0.6047704040240143,0.0
2019-08-22,-0.0,-0.16329922440200742,-0.0,-1.49400378022551,1.0,-0.6015446783549501,0.0
2019-08-23,-0.0,-0.15114837530993083,-0.0,-1.492365914132846,1.0,-0.6189481926138588,0.0
2019-08-26,-0.0,-0.13168166715055327,-0.0,-1.494499822574922,1.0,-0.5997290235168876,0.0
2019-08-27,-0.0,-0.12435049217363241,-0.0,-1.4906244957237373,1.0,-0.612393093432306,0.0
2019-08-28,-0.0,-0.12461389961389961,-0.0,-1.4905727155727155,1.0,-0.6022844272844272,0.0
2019-08-29,-0.0,-0.11477309301577084,-0.0,-1.510074026392018,1.0,-0.5936916639845511,0.0
2019-08-30,-0.0,-0.11555869418675568,-0.0,-1.5053766892434117,1.0,-0.5890604436169872,0.0
2019-09-03,-0.0,-0.11047073217850473,-0.0,-1.49932384570803,1.0,-0.6099877648270977,0.0
2019-09-04,-0.0,-0.08351329572925059,-0.0,-1.5121676067687349,1.0,-0.6275261885576148,0.0
2019-09-05,-0.0,-0.07428186714542191,-0.0,-1.5049371633752247,1.0,-0.6267632726340088,0.0
2019-09-06,-0.0,-0.07921530479896238,-0.0,-1.5070363164721141,1.0,-0.6562581063553825,0.0
2019-09-09,-0.0,-0.06343501068583642,-0.0,-1.505278155559873,1.0,-0.6694190790751895,0.0
2019-09-10,-0.0,-0.056791322648534884,-0.0,-1.548712967459932,1.0,-0.6323134207544114,0.0
2019-09-11,-0.0,-0.09466224562772252,-0.0,-1.4880046811000585,1.0,-0.668097002795657,0.0
2019-09-12,-0.0,-0.09276106309701734,-0.0,-1.488725713171746,1.0,-0.6676197283774125,0.0
2019-09-13,-0.0,-0.0849920704275496,-0.0,-1.4711784315629348,1.0,-0.6803573162442955,0.0
2019-09-16,-0.0,-0.0885949023159529,-0.0,-1.4662957691810066,1.0,-0.6796480786647691,0.0
2019-09-17,-0.0,-0.053153036855354024,-0.0,-1.4790873297618279,1.0,-0.6950558316659136,0.0
2019-09-18,-0.0,-0.06664083688492832,-0.0,-1.4678419217357614,1.0,-0.6942399586723492,0.0
2019-09-19,-0.0,-0.07910933522379403,-0.0,-1.44339896239487,1.0,-0.699867882576612,0.0
2019-09-20,-0.0,-0.10251519462045779,-0.0,-1.4379930169403854,1.0,-0.6923897581792319,0.0
2019-09-23,-0.0,-0.10397800776196636,-0.0,-1.4358344113842174,1.0,-0.6943402328589909,0.0
