Date,BRP,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-06-22,1.0,-0.3376293128359244,-0.37952956134774324,-0.4124429289718546,-0.5588915217014391,-0.20120788302606485,0.0
2020-06-23,1.0,-0.3341065939801659,-0.3711071159311025,-0.41445804094415123,-0.564866902511164,-0.21515977498115177,0.0
2020-06-24,1.0,-0.33223693785475183,-0.3689419298500946,-0.42314073642846745,-0.5667006258186581,-0.21976422645903068,0.0
2020-06-25,1.0,-0.3321971683272155,-0.3700110703257007,-0.42259511740371725,-0.570121773582707,-0.21834760822699995,0.0
2020-06-26,1.0,-0.4071403943202834,-0.3993354856910009,-0.495094505218945,-0.6518195780961038,-0.1810801492022694,0.0
2020-06-29,1.0,-0.42126337369466327,-0.3858991607405983,-0.5333781792555576,-0.6733615221987315,-0.1893138573899673,0.0
2020-06-30,1.0,-0.45960006503007644,-0.3430011380263372,-0.5728824581368883,-0.6964721183547391,-0.17954804096894814,0.0
2020-07-01,1.0,-0.45814248123964524,-0.34330637039924633,-0.5699574440437905,-0.6980801091511548,-0.1790273852451028,0.0
2020-07-02,1.0,-0.4448455284552845,-0.3550569105691057,-0.5617235772357724,-0.6929756097560976,-0.1974308943089431,0.0
2020-07-06,1.0,-0.4464680629634449,-0.3557304540132692,-0.5606218290620528,-0.6929231169506961,-0.19650058540392873,0.0
2020-07-07,1.0,-0.4463414634146342,-0.35596747967479675,-0.5603902439024391,-0.692520325203252,-0.1968130081300813,0.0
2020-07-08,1.0,-0.44618739219578873,-0.35704754775929964,-0.558922120610538,-0.6941452143066359,-0.19816448074982915,0.0
2020-07-09,1.0,-0.44154491914229,-0.3562619985032376,-0.5575440080695019,-0.6954739205414376,-0.2029740018872222,0.0
2020-07-10,1.0,-0.44725188851263353,-0.3524680906486064,-0.5632977337848397,-0.6962425110705913,-0.19676348007293565,0.0
2020-07-13,1.0,-0.44577960140679956,-0.35264426208154226,-0.563045460466328,-0.696170379054318,-0.19884069297902826,0.0
2020-07-14,1.0,-0.43565064707029977,-0.34967809065487415,-0.5561227807764844,-0.7028354035247448,-0.20729010860375888,0.0
2020-07-15,1.0,-0.4397801911946414,-0.34642648110814855,-0.5554074266762047,-0.703615789815959,-0.2063796579306757,0.0
2020-07-16,1.0,-0.4531530063548965,-0.32286133289881047,-0.5673456086035522,-0.7125631416001303,-0.2029982075932866,0.0
2020-07-17,1.0,-0.4480417754569191,-0.31843994778067886,-0.5681788511749347,-0.7153394255874674,-0.21367493472584856,0.0
2020-07-20,1.0,-0.4497746718045849,-0.3180066618770818,-0.5668147083795964,-0.7161517862974333,-0.21487819214943504,0.0
2020-07-21,1.0,-0.45069732501551424,-0.31773197896593397,-0.5673971976353007,-0.715942123656792,-0.2144233595714799,0.0
2020-07-22,1.0,-0.43791726665793956,-0.3306715538683074,-0.5578282497709124,-0.7237858358423878,-0.22247676397434218,0.0
2020-07-23,1.0,-0.4388717814322218,-0.33532071021424364,-0.5600799318613642,-0.7243333551726397,-0.2172901788639193,0.0
2020-07-24,1.0,-0.4276696647587898,-0.3407031888798037,-0.554766966475879,-0.7228781684382665,-0.22459525756336873,0.0
2020-07-27,1.0,-0.4269357846184042,-0.34044293238247897,-0.5553338349308122,-0.7219732408649285,-0.22660211325198729,0.0
2020-07-28,1.0,-0.42333093572222585,-0.33806316615444976,-0.5513633688615707,-0.7244817890538154,-0.23223043222389325,0.0
2020-07-29,1.0,-0.4233963251160662,-0.3380958608513699,-0.5513306741646504,-0.7243510102661348,-0.23232851631465373,0.0
2020-07-30,1.0,-0.4228808574602967,-0.3313182144957846,-0.5519573884059865,-0.7244297758316449,-0.23714136330958757,0.0
2020-07-31,1.0,-0.4251070366375788,-0.33160113736640845,-0.5523417328496257,-0.72402523123182,-0.2352191391312874,0.0
2020-08-03,1.0,-0.43922660986400136,-0.3240701294445355,-0.551040471899066,-0.731967884646895,-0.23080452236604954,0.0
2020-08-04,1.0,-0.4379074262128607,-0.32115831886526686,-0.5498083663642022,-0.7335145936384185,-0.23343269892226556,0.0
2020-08-05,1.0,-0.440267444528203,-0.32057290813149353,-0.5503588869588018,-0.7348169512634788,-0.23149028219330733,0.0
2020-08-06,1.0,-0.4408408211451433,-0.3253754837017118,-0.5489932445727028,-0.735292188627271,-0.2288319013576441,0.0
2020-08-07,1.0,-0.43719664174209627,-0.32601993965630327,-0.550767414403778,-0.7318313000131181,-0.23376623376623373,0.0
2020-08-10,1.0,-0.416749453606199,-0.35095039406583217,-0.5450029803298231,-0.7461090138419763,-0.2526657394529439,0.0
2020-08-11,1.0,-0.4065552999233103,-0.35397285852422394,-0.5333266646660665,-0.7564602714147577,-0.2839851955586676,0.0
2020-08-12,1.0,-0.4026579622289578,-0.35396196249542017,-0.5269626619591646,-0.758285314592146,-0.28891183426040035,0.0
2020-08-13,1.0,-0.3974657443128908,-0.3597512305441,-0.5140681122788346,-0.7584807769056805,-0.2959957429825728,0.0
2020-08-14,1.0,-0.40124484090001333,-0.3610704300359473,-0.5172080947943017,-0.7580548528824391,-0.29087338570097193,0.0
2020-08-17,1.0,-0.40024729314262797,-0.3577061890121641,-0.5203515572784386,-0.7624983291003876,-0.30099585616896135,0.0
2020-08-18,1.0,-0.4003611677758084,-0.35551616894625954,-0.5082433200682206,-0.7706919038223589,-0.3093669531485135,0.0
2020-08-19,1.0,-0.3996120920278224,-0.35637372926698774,-0.5079253611556983,-0.7701310861423222,-0.3099585339753879,0.0
2020-08-20,1.0,-0.39877403363033426,-0.3591813492329336,-0.5080056273866148,-0.7706170027467005,-0.3130568768004287,0.0
2020-08-21,1.0,-0.40081093760471814,-0.35875611554185377,-0.5096508276925139,-0.7706923128476643,-0.3110716439916895,0.0
2020-08-24,1.0,-0.40248809603648317,-0.35564348467574275,-0.5109315270605593,-0.7726510629736437,-0.31148145664274696,0.0
2020-08-25,1.0,-0.4049127299683267,-0.3543028505964014,-0.49983152503537975,-0.7851944201091717,-0.32525776669586903,0.0
2020-08-26,1.0,-0.4046632298931905,-0.35435830048182215,-0.49967990835270726,-0.7849658007345262,-0.3257185215135281,0.0
2020-08-27,1.0,-0.39111545197359554,-0.36427320490367776,-0.49383672369661863,-0.7827360905294355,-0.33594907719250977,0.0
2020-08-28,1.0,-0.3912501683955274,-0.3641384884817459,-0.4939377610130675,-0.7828708069513672,-0.3357133234541291,0.0
2020-08-31,1.0,-0.39194422927962813,-0.36409254706496474,-0.49456100764489946,-0.7827097295658909,-0.33452328831711176,0.0
2020-09-01,1.0,-0.4218513420509291,-0.3516517549896765,-0.5576737783895389,-0.7932897453544391,-0.31668960770818994,0.0
2020-09-02,1.0,-0.4168673041205201,-0.3478021600055032,-0.557336451812616,-0.7923918277498796,-0.325101465226663,0.0
2020-09-03,1.0,-0.41702816222543554,-0.345383185292295,-0.5562555945741238,-0.7947049507677477,-0.3294773807064656,0.0
2020-09-04,1.0,-0.39267158873393493,-0.34464725184577527,-0.5387270987147935,-0.7992890347279191,-0.34276729559748426,0.0
2020-09-08,1.0,-0.38011916175866317,-0.34166552527051086,-0.5349609642514724,-0.8026640186275852,-0.36477879742501024,0.0
2020-09-09,1.0,-0.3735235884481464,-0.34409776746091353,-0.5258414692428485,-0.7994469857308665,-0.37075851710247837,0.0
2020-09-10,1.0,-0.3688066516731412,-0.3440673345600763,-0.5202753356505145,-0.7988141484359026,-0.3756900429360049,0.0
2020-09-11,1.0,-0.3642951924058385,-0.3465346534653465,-0.5191725358102821,-0.7967064747711885,-0.3756932394270355,0.0
2020-09-14,1.0,-0.3684264305177111,-0.3514305177111716,-0.5209809264305177,-0.796117166212534,-0.3690395095367847,0.0
2020-09-15,1.0,-0.36910878960084387,-0.34695613706741074,-0.5172355123013577,-0.7985503794194712,-0.37098036546772384,0.0
2020-09-16,1.0,-0.36751234462795845,-0.3475906691639707,-0.5088029967648561,-0.802622169249106,-0.37888642942278217,0.0
2020-09-17,1.0,-0.3702769922660216,-0.3463255085005622,-0.5105447855268986,-0.803345712241491,-0.37658001430956356,0.0
2020-09-18,1.0,-0.37482512710273996,-0.34711843586856383,-0.5118913570136827,-0.8052001228375474,-0.3731190500563006,0.0
2020-09-21,1.0,-0.370061802164783,-0.3542868849660259,-0.5197527913408679,-0.7990917471915866,-0.3713251613343804,0.0
2020-09-22,1.0,-0.36450995143971,-0.36447575405239035,-0.5143287052869161,-0.8025442856165789,-0.37388003556528276,0.0
2020-09-23,1.0,-0.36724149729692734,-0.3650174502155615,-0.5137206596865804,-0.8036337507698624,-0.3720317525491001,0.0
2020-09-24,1.0,-0.3624257324318787,-0.36078672403196066,-0.510585262582804,-0.8049238544014204,-0.37587925971453934,0.0
2020-09-25,1.0,-0.3624500392853483,-0.3620059440439996,-0.5117685238957401,-0.8049055443582824,-0.37495302838793426,0.0
2020-09-28,1.0,-0.35999181138899317,-0.3604353611518646,-0.507898597700365,-0.8041557200859804,-0.3794056433177522,0.0
2020-09-29,1.0,-0.3598186590312574,-0.3566826873913488,-0.5095953914851552,-0.8042744656917884,-0.3783277090363705,0.0
2020-09-30,1.0,-0.35989638365315796,-0.35682879443743826,-0.5099014963018509,-0.8036061215447017,-0.3781655816489996,0.0
2020-10-01,1.0,-0.36084969994544464,-0.3594517184942717,-0.5082855973813422,-0.8033278777959629,-0.3777959629023459,0.0
2020-10-02,1.0,-0.37034369211771967,-0.3715099128764492,-0.5166700967277217,-0.8039720107017904,-0.36756534266309937,0.0
2020-10-05,1.0,-0.36406935307017546,-0.37585663377192985,-0.5105194627192983,-0.803967927631579,-0.3721217105263158,0.0
2020-10-06,1.0,-0.3656466077907852,-0.36598890942698703,-0.5058533579790511,-0.8082426233997398,-0.37728486342164713,0.0
2020-10-07,1.0,-0.3627098936424883,-0.369105023767997,-0.504360315994665,-0.8053760131322457,-0.3783044355528197,0.0
2020-10-08,1.0,-0.36199357791897246,-0.367425018788003,-0.5035184805629569,-0.805287968846075,-0.37777550044408004,0.0
2020-10-09,1.0,-0.3624850657108722,-0.3650793650793651,-0.5031233998975935,-0.8016726403823179,-0.3811913295784264,0.0
2020-10-12,1.0,-0.3602983752852617,-0.36418134132633945,-0.4970537143635682,-0.7937600054497769,-0.39078306481828395,0.0
2020-10-13,1.0,-0.3598977853492334,-0.3644293015332198,-0.49846678023850094,-0.7948892674616695,-0.3894718909710392,0.0
2020-10-14,1.0,-0.3607004156162703,-0.3657423179123799,-0.5004769367036861,-0.7916127273966068,-0.3881924098930299,0.0
2020-10-15,1.0,-0.3666609676867841,-0.3709352025987348,-0.5035048726277996,-0.7959651222431184,-0.38228757052487605,0.0
2020-10-16,1.0,-0.3662039253231211,-0.3718799152020789,-0.5028721876495932,-0.7954592080968338,-0.3828557751487383,0.0
2020-10-19,1.0,-0.36503381840541094,-0.3700211792033887,-0.49569583931133426,-0.7949374871899979,-0.39027806244449,0.0
2020-10-20,1.0,-0.3656810801572381,-0.36957784994018117,-0.4979661596308324,-0.7978465219620579,-0.3871133139634251,0.0
2020-10-21,1.0,-0.36599118340566583,-0.371253801729146,-0.49659980179749175,-0.7970474660834501,-0.3863923726207156,0.0
2020-10-22,1.0,-0.36607387140902875,-0.3738030095759234,-0.4991792065663475,-0.7959644322845417,-0.38495212038303694,0.0
2020-10-23,1.0,-0.36834724312491446,-0.37145984402791077,-0.5015391982487345,-0.7959707210288685,-0.3831235463127651,0.0
2020-10-26,1.0,-0.36997364908798464,-0.37445672632695665,-0.5009068820368913,-0.7985010779918551,-0.37835803018377195,0.0
2020-10-27,1.0,-0.3671738758762182,-0.3733287741494273,-0.5019661480594975,-0.800957428620277,-0.375961702855189,0.0
2020-10-28,1.0,-0.37154190746503435,-0.37400403515371194,-0.5008378073385084,-0.801285777792976,-0.37195226207981397,0.0
2020-10-29,1.0,-0.3507561597281223,-0.37369583687340696,-0.5006287170773152,-0.7954800339847069,-0.3779099405267629,0.0
2020-10-30,1.0,-0.3492236077605246,-0.37151303047806733,-0.5020896333797696,-0.795657639903503,-0.3792939417620875,0.0
2020-11-02,1.0,-0.3392239332474052,-0.3653076453429211,-0.5001356760056983,-0.7963503154467131,-0.3908486534156434,0.0
2020-11-03,1.0,-0.34013697701227374,-0.3669220858479691,-0.5020682172645283,-0.7953482064148641,-0.38604461924459216,0.0
2020-11-04,1.0,-0.339950540329957,-0.36312205698024996,-0.5012026152647447,-0.7957247874250483,-0.3877163860564382,0.0
2020-11-05,1.0,-0.33960090795135006,-0.3626723583019955,-0.501439848223058,-0.7969983399396957,-0.38713283870312026,0.0
2020-11-06,1.0,-0.3356787659416123,-0.3581746219681337,-0.5036027197997361,-0.7993640269273706,-0.3860153580731369,0.0
