Date,CLDX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-31,1.0,-2.5632718291442687,-2.9912828708412027,-2.2407380502687784,-2.88086590149644,-2.85238994624437,0.0
2018-11-01,1.0,-2.544677769732078,-2.9972483707458366,-2.21940622737147,-2.8738595220854455,-2.8469225199131065,0.0
2018-11-02,1.0,-2.521189484269501,-2.9739979887947134,-2.1856055164487858,-2.8580663697744573,-2.826892687832208,0.0
2018-11-05,1.0,-2.518890963941962,-2.981899152420629,-2.1850308863669015,-2.8579227122539863,-2.821864674615716,0.0
2018-11-06,1.0,-2.525755395683453,-2.9903597122302155,-2.186618705035971,-2.8615827338129494,-2.8241726618705036,0.0
2018-11-07,1.0,-2.5302855494663974,-2.998846264782233,-2.19325064897606,-2.868185751370061,-2.831122007499279,0.0
2018-11-08,1.0,-2.4727582292849033,-2.963393870601589,-2.132094211123723,-2.823637911464245,-2.796538024971623,0.0
2018-11-09,1.0,-2.539347129116875,-3.055231710871466,-2.184202856310114,-2.911979014864471,-2.882250072865054,0.0
2018-11-12,1.0,-2.5172712819771643,-3.022980199450788,-2.1614395143806906,-2.892903598785952,-2.8585055643879174,0.0
2018-11-13,1.0,-2.464001138303927,-2.9847751849743887,-2.103443369379624,-2.8570005691519635,-2.8195788275469553,0.0
2018-11-14,1.0,-2.464921018926996,-2.984630710118116,-2.1040273231820126,-2.85740714387363,-2.8198377686068024,0.0
2018-11-15,1.0,-2.457848424638093,-2.9785694010786266,-2.0956571104172586,-2.8516889015044,-2.8088277036616525,0.0
2018-11-16,1.0,-2.4388215393290102,-2.9543276007893993,-2.076825486326473,-2.833098393008176,-2.7934874541866366,0.0
2018-11-19,1.0,-2.441574936494496,-2.957945244143381,-2.0798758114592153,-2.8362969235111484,-2.7966412644651424,0.0
2018-11-20,1.0,-2.3903698534542914,-2.931053733426378,-2.0219120725750175,-2.819539427773901,-2.7939986043265876,0.0
2018-11-21,1.0,-2.3887265135699374,-2.9238691718858734,-2.019206680584551,-2.81419624217119,-2.7718858733472516,0.0
2018-11-23,1.0,-2.3954234686758755,-2.9227012697083854,-2.026510394865355,-2.8265662062229664,-2.7816380633458913,0.0
2018-11-26,1.0,-2.3920557491289203,-2.9218118466898955,-2.022439024390244,-2.822996515679443,-2.7778397212543555,0.0
2018-11-27,1.0,-2.375069328896284,-2.917637271214642,-1.9962562396006653,-2.8111480865224623,-2.7656683305601772,0.0
2018-11-28,1.0,-2.375069328896284,-2.9172212978369383,-1.9965335551858014,-2.8111480865224623,-2.7658069883527454,0.0
2018-11-29,1.0,-2.356677298571627,-2.9265011787546804,-1.9653307446956043,-2.8287338787962835,-2.7905976979614477,0.0
2018-11-30,1.0,-2.3847448121144144,-2.963965227145261,-1.9835950644980374,-2.8658160403813797,-2.8231912507010657,0.0
2018-12-03,1.0,-2.3907480314960625,-2.9763779527559056,-1.982705286839145,-2.8769685039370074,-2.8339426321709786,0.0
2018-12-04,1.0,-2.392181766864239,-2.9966130397967823,-1.9874400225797346,-2.888653683319221,-2.847304544171606,0.0
2018-12-06,1.0,-2.3154712833195936,-2.885682879912064,-1.9440780434185216,-2.828386919483375,-2.766281945589448,0.0
2018-12-07,1.0,-2.31660019254573,-2.889836336129831,-1.9436116077568424,-2.832485215238619,-2.770870581763169,0.0
2018-12-10,1.0,-2.2601813015830063,-2.8582059261263697,-1.8936544445947774,-2.794885671762955,-2.7230415370044647,0.0
2018-12-11,1.0,-2.2827332242225857,-2.881478450627387,-1.910392798690671,-2.8217403164211676,-2.7423622476813967,0.0
2018-12-12,1.0,-2.2941015089163237,-2.902469135802469,-1.9163237311385457,-2.8414266117969817,-2.7631001371742108,0.0
2018-12-13,1.0,-2.286417726713172,-2.892627547531118,-1.9102721925865136,-2.8344959649842703,-2.7542059909725074,0.0
2018-12-14,1.0,-2.2848551120831053,-2.888053581191908,-1.9096500820120283,-2.8337889557135045,-2.7523236741388737,0.0
2018-12-17,1.0,-2.2540650406504064,-2.8691056910569106,-1.877913279132791,-2.806639566395664,-2.7425474254742546,0.0
2018-12-18,1.0,-2.217717114947143,-2.8317944600562024,-1.839421918908069,-2.7763950220794857,-2.7161782416700118,0.0
2018-12-19,1.0,-2.2191982839522724,-2.8391205255396166,-1.8413996514278053,-2.783751173079501,-2.723153237699423,0.0
2018-12-20,1.0,-2.238250033861574,-2.858187728565624,-1.8751185155086008,-2.821481782473249,-2.7515914939726396,0.0
2018-12-21,1.0,-2.212877263581489,-2.835680751173709,-1.8489604292421191,-2.7987927565392354,-2.717236753856472,0.0
2018-12-24,1.0,-2.1558835156147054,-2.7844248254051918,-1.79971010673343,-2.755699038081434,-2.6813809461062066,0.0
2018-12-26,1.0,-2.1483862503279982,-2.79126213592233,-1.779585410653372,-2.7348464969824193,-2.6657045394909473,0.0
2018-12-27,1.0,-2.021719914130572,-2.698067937870943,-1.6753377951761588,-2.6247000883949996,-2.6080313170854907,0.0
2018-12-28,1.0,-2.0163893091275846,-2.696923852748361,-1.671079172970247,-2.6200201714573876,-2.6026222894604136,0.0
2018-12-31,1.0,-2.0162632375189107,-2.6971759959657082,-1.6713313161875945,-2.619894099848714,-2.6024962178517397,0.0
2019-01-02,1.0,-2.0109489051094886,-2.6945633022904603,-1.6620941354140446,-2.6162849232318144,-2.601057135665744,0.0
2019-01-03,1.0,-2.135978480161399,-2.9223940820443848,-1.722528581035642,-2.8274377942165434,-2.841560188298588,0.0
2019-01-04,1.0,-2.070126782884311,-2.8874801901743266,-1.671421024828315,-2.774960380348653,-2.8026941362916005,0.0
2019-01-07,1.0,-1.9749456730154673,-2.784609484852359,-1.6198389364693853,-2.6934679790361757,-2.709957816694363,0.0
2019-01-08,1.0,-1.9635947046843176,-2.771384928716904,-1.607561099796334,-2.6866089613034623,-2.6999745417515273,0.0
2019-01-09,1.0,-1.9568199136398272,-2.757302514605029,-1.6016002032004064,-2.683261366522733,-2.701041402082804,0.0
2019-01-10,1.0,-1.9535768645357687,-2.753678335870117,-1.59779299847793,-2.6809994926433287,-2.697869101978691,0.0
2019-01-11,1.0,-1.9644087256027554,-2.758387549432326,-1.6130884041331803,-2.699579027937237,-2.7211379002423777,0.0
2019-01-14,1.0,-1.9648228396635226,-2.7541422380830998,-1.6149630384909506,-2.6964058118786642,-2.7150140198827426,0.0
2019-01-15,1.0,-1.9654996166624077,-2.7538972655251723,-1.6258625095834398,-2.7025300281114233,-2.7302581139790445,0.0
2019-01-16,1.0,-1.953826530612245,-2.753061224489796,-1.6140306122448982,-2.696811224489796,-2.7375000000000003,0.0
2019-01-17,1.0,-1.954951505870342,-2.75472179683512,-1.6144716692189895,-2.698315467075038,-2.739152628892292,0.0
2019-01-18,1.0,-1.9692604501607716,-2.7641157556270097,-1.6389710610932475,-2.7170418006430865,-2.7723472668810287,0.0
2019-01-22,1.0,-2.042613254469687,-2.899583277322221,-1.7053367388089797,-2.8792848501142627,-2.9158489044226372,0.0
2019-01-23,1.0,-2.0248397435897436,-2.8476228632478633,-1.7118055555555554,-2.861111111111111,-2.909455128205128,0.0
2019-01-24,1.0,-2.0253400906908507,-2.8407575353427577,-1.7077887436649772,-2.859029074419845,-2.903974393171512,0.0
2019-01-25,1.0,-2.1047514719978095,-2.865260851704779,-1.7992605778447213,-2.9433109680953033,-2.9805559359167466,0.0
2019-01-28,1.0,-2.1035807380985045,-2.8634929345589244,-1.8012072986692276,-2.9604884071889153,-2.990670873919605,0.0
2019-01-29,1.0,-2.100946372239748,-2.8525579481552596,-1.8023590728295158,-2.9628308873954188,-2.996708270470443,0.0
2019-01-30,1.0,-2.1027896111034767,-2.857771059502542,-1.8048646420228118,-2.969905180706335,-3.0064587055105125,0.0
2019-01-31,1.0,-2.104560622914349,-2.914071190211346,-1.7983870967741937,-3.023220244716352,-3.0643770856507233,0.0
2019-02-01,1.0,-2.1713913798090836,-3.055828753254267,-1.8235464275383282,-3.189181371131039,-3.2236042811686434,0.0
2019-02-04,1.0,-2.194791819920553,-3.11740473738414,-1.8391937619538032,-3.259232014123878,-3.301750772399588,0.0
2019-02-05,1.0,-2.2212721272127216,-3.2095709570957096,-1.8235823582358237,-3.354035403540354,-3.392889288928893,0.0
2019-02-06,1.0,-2.2494994609579546,-3.311104266132758,-1.8521484675804714,-3.4674264592638226,-3.5210226397659015,0.0
2019-02-07,1.0,-2.2724438902743147,-3.3603491271820456,-1.8555174563591024,-3.526340399002494,-3.571072319201995,0.0
2019-02-08,1.0,-2.327400994067661,-3.462241462241462,-1.924963924963925,-3.645021645021645,-3.67356100689434,0.0
2019-02-11,1.0,-2.4862834177878734,-3.801677441901101,-2.01048401188188,-4.051546391752577,-4.123187139612091,0.0
2019-02-12,1.0,-2.561628959276018,-3.941538461538461,-2.03710407239819,-4.247782805429864,-4.31131221719457,0.0
2019-02-13,1.0,-2.549412827461608,-3.9479674796747966,-2.039385727190605,-4.23486901535682,-4.295212285456188,0.0
2019-02-14,1.0,-2.5607272727272727,-3.9363636363636365,-2.0569090909090906,-4.284,-4.343999999999999,0.0
2019-02-15,1.0,-2.5683479532163744,-3.973684210526316,-2.0544590643274856,-4.309027777777778,-4.36951754385965,0.0
2019-02-19,1.0,-2.5592910652293073,-3.969121140142518,-2.0365430294171385,-4.325963822400877,-4.380778366526585,0.0
2019-02-20,1.0,-2.560329067641682,-3.980804387568556,-2.0352833638025594,-4.325228519195613,-4.380073126142596,0.0
2019-02-21,1.0,-2.5636663007683866,-3.980424442005123,-2.0393340651298937,-4.328393706549579,-4.382912550311014,0.0
2019-02-22,1.0,-2.559328221978824,-3.9731653888280394,-2.059328221978824,-4.305038335158817,-4.35797736400146,0.0
2019-02-25,1.0,-2.574691471725916,-3.9994474120464174,-2.0911770123411313,-4.350709154540431,-4.403389206115307,0.0
2019-02-26,1.0,-2.574166206007002,-4.00184263865856,-2.0925004606596644,-4.353233830845771,-4.404643449419569,0.0
2019-02-27,1.0,-2.585806451612903,-3.9929953917050693,-2.1085714285714285,-4.348018433179724,-4.397972350230415,0.0
2019-02-28,1.0,-2.58441078684891,-4.00092353158478,-2.1091614333210194,-4.36054673069819,-4.415773919468045,0.0
2019-03-01,1.0,-2.5828560871974875,-4.003510068353963,-2.1073341954553855,-4.362830223535933,-4.417328653242195,0.0
2019-03-04,1.0,-2.574644768407455,-3.9957556744786857,-2.1068462816017712,-4.355969736113674,-4.420372762502306,0.0
2019-03-05,1.0,-2.596296296296296,-3.9955555555555557,-2.1035185185185186,-4.3842592592592595,-4.438888888888889,0.0
2019-03-06,1.0,-2.597111645991483,-3.99203851138678,-2.1057211627476393,-4.3840029624143675,-4.436400666543232,0.0
2019-03-07,1.0,-2.5859403754140597,-3.941479573058521,-2.0940375414059624,-4.372101582627899,-4.408906882591093,0.0
2019-03-08,1.0,-2.593141797961075,-3.937720111214087,-2.1694161260426323,-4.406858202038925,-4.428544949026877,0.0
2019-03-11,1.0,-2.642993145468393,-4.0460776846915465,-2.2341964965727343,-4.532178217821782,-4.584729626808835,0.0
2019-03-12,1.0,-2.707193119624707,-4.076035965598123,-2.3666927286942925,-4.656567630961689,-4.7398358092259585,0.0
2019-03-13,1.0,-2.7542439794709828,-4.111527832609554,-2.4354520331622584,-4.6790367153572845,-4.759178839320964,0.0
2019-03-14,1.0,-2.755577492596249,-4.113524185587364,-2.439486673247779,-4.6773938795656465,-4.757354392892399,0.0
2019-03-15,1.0,-2.778836609092714,-4.118919992058765,-2.4651578320428826,-4.700218383958705,-4.789954337899544,0.0
2019-03-18,1.0,-2.857900101936799,-4.230988786952089,-2.600407747196738,-4.800407747196738,-4.897859327217125,0.0
2019-03-19,1.0,-2.840008131734092,-4.222606220776581,-2.5903638951006305,-4.783492579792641,-4.893067696686319,0.0
2019-03-20,1.0,-2.8657113613101335,-4.25568065506653,-2.6079836233367457,-4.812077789150461,-4.929170931422723,0.0
2019-03-21,1.0,-2.874591503267974,-4.240400326797386,-2.613562091503268,-4.807393790849673,-4.888888888888889,0.0
2019-03-22,1.0,-2.8863776453667556,-4.244092870351346,-2.6648859667146088,-4.848161084857201,-4.90302034107253,0.0
2019-03-25,1.0,-2.8379470600121235,-4.0495049504950495,-2.7169125075772884,-4.785411194180643,-4.816124469589816,0.0
2019-03-26,1.0,-2.8622521970161454,-4.102186797465768,-2.7755977927651743,-4.824034334763948,-4.87349274473738,0.0
2019-03-27,1.0,-2.8474197480698904,-4.058309630231613,-2.7624949207639173,-4.801706623323852,-4.847013409183259,0.0
2019-03-28,1.0,-2.8443991853360493,-4.061303462321793,-2.788187372708758,-4.807942973523422,-4.8649694501018335,0.0
2019-03-29,1.0,-2.8486828670614663,-4.062691443741066,-2.8076373289769245,-4.82029814171942,-4.88135593220339,0.0
2019-04-01,1.0,-0.048918717375093214,-3.1336316181953765,-0.15853840417598808,-5.532438478747204,-5.040865026099926,0.0
2019-04-02,1.0,-0.059155766944114146,-3.128121284185493,-0.2736325802615933,-5.489595719381688,-4.912901307966706,0.0
2019-04-03,1.0,-0.01520572450805009,-3.1508646392367323,-0.2848837209302325,-5.494335122242099,-4.9621347644603455,0.0
2019-04-04,1.0,-0.03228217007921088,-3.150351218054103,-0.29591989239276645,-5.503661635032134,-4.963234195187566,0.0
2019-04-05,1.0,-0.09128878281622911,-3.093675417661098,-0.2905727923627685,-5.488812649164678,-4.951968973747016,0.0
2019-04-08,1.0,-0.09562882291511263,-3.0693719230195433,-0.29867223631209905,-5.498582724153364,-4.956586603013576,0.0
2019-04-09,1.0,-0.16186995583980507,-3.0164458656920963,-0.32952641997868126,-5.686767169179229,-5.033044007918379,0.0
2019-04-10,1.0,-0.16600970285021224,-2.9743784111582774,-0.36112795633717404,-5.679957550030321,-4.9790782292298355,0.0
2019-04-11,1.0,-0.211890243902439,-2.907621951219512,-0.41036585365853656,-5.7297256097560965,-4.984298780487804,0.0
2019-04-12,1.0,-0.21018913971934108,-2.9080231848688225,-0.4144295302013423,-5.735967053081148,-4.984594264795608,0.0
2019-04-15,1.0,-0.1957891501459966,-2.94021822652528,-0.4330720762256032,-5.759182418933457,-5.039649608114338,0.0
2019-04-16,1.0,-0.19215987701767873,-2.941890853189854,-0.42521137586471947,-5.765718677940047,-5.0478093774019985,0.0
2019-04-17,1.0,-0.1911561492399816,-2.875172731460157,-0.4831874712114233,-5.7802855826807935,-5.024105634884078,0.0
2019-04-18,1.0,-0.1817623579981578,-2.8754989253914642,-0.44918636782315013,-5.790144304574762,-5.054805035308566,0.0
2019-04-22,1.0,-0.20704573547589616,-2.905284301606922,-0.41563658838071693,-5.832663782447466,-5.090698393077874,0.0
2019-04-23,1.0,-0.19796170475602223,-2.927424336009883,-0.4298949969116739,-5.819641754169241,-5.066862260654725,0.0
2019-04-24,1.0,-0.1556785000768403,-2.912555709236207,-0.429537421238666,-5.8098970339634235,-5.060242815429537,0.0
2019-04-25,1.0,-0.14925142768945823,-2.8967433245871277,-0.4550084889643463,-5.8458095385090285,-5.087513505170551,0.0
2019-04-26,1.0,-0.16577621737139367,-2.8125477026408183,-0.45183941382994963,-5.800946420393833,-5.033735307586628,0.0
2019-04-29,1.0,-0.164174549893195,-2.7985962770826975,-0.4420201403722917,-5.804699420201404,-5.048367409215746,0.0
2019-04-30,1.0,-0.1624466137888957,-2.7904209884075657,-0.44371568029286157,-5.806131787675413,-5.050488102501526,0.0
2019-05-01,1.0,-0.1941599143861795,-2.7887173215104726,-0.42073077511083934,-5.837945268307598,-5.0466289558171535,0.0
2019-05-02,1.0,-0.18674422164396143,-2.8036124292055717,-0.4031838359099954,-5.812184295117098,-5.1010255625287,0.0
2019-05-03,1.0,-0.18077452931272003,-2.8183070564824737,-0.4002755242614419,-5.808510638297872,-5.099035665084954,0.0
2019-05-06,1.0,-0.1777642028100183,-2.7164019547953577,-0.44761759315821625,-5.816127061698229,-5.1140806353084916,0.0
2019-05-07,1.0,-0.14705882352941174,-2.7426470588235294,-0.4875919117647058,-5.816023284313725,-5.125459558823529,0.0
2019-05-08,1.0,-0.16578269434762843,-2.6961660857705714,-0.5605394756781331,-5.678739202909533,-5.052583724806789,0.0
2019-05-09,1.0,-0.17009996970614966,-2.6920630112087247,-0.5624053317176614,-5.678430778551954,-5.043774613753409,0.0
2019-05-10,1.0,-0.1684322033898305,-2.6905266343825667,-0.5617433414043583,-5.674031476997579,-5.038438256658596,0.0
2019-05-13,1.0,-0.20048639610883112,-2.7075543395652835,-0.5338197294421644,-5.688098495212039,-5.069919440644475,0.0
2019-05-14,1.0,-0.015259259259259259,-2.453333333333333,-0.8315555555555555,-5.571555555555555,-4.942962962962962,0.0
2019-05-15,1.0,-0.0,-2.4605864152055403,-0.8544275821423309,-5.558273169294239,-4.8606158833063215,0.0
2019-05-16,1.0,-0.0,-2.4682200265447576,-0.8687509216929656,-5.5487391240230055,-4.861377377967852,0.0
2019-05-17,1.0,-0.0,-2.4468967560361428,-0.8974966671604206,-5.533254332691453,-4.934824470448822,0.0
2019-05-20,1.0,-0.0,-2.4119473606387696,-0.9225195918970872,-5.522992754694663,-4.928877716989502,0.0
2019-05-21,1.0,-0.0,-2.4033948339483393,-0.9434686346863469,-5.49830258302583,-4.914833948339483,0.0
2019-05-22,1.0,-0.0,-2.3672807663964632,-0.9739130434782609,-5.497273397199706,-4.899926308032424,0.0
2019-05-23,1.0,-0.0,-2.352021245205075,-1.0383593980525228,-5.516966656830923,-4.846414871643552,0.0
2019-05-24,1.0,-0.0,-2.264167520866891,-1.0773173231805535,-5.477961634207057,-4.823985942304876,0.0
2019-05-28,1.0,-0.0,-2.2532201405152223,-1.078454332552693,-5.479800936768149,-4.825526932084308,0.0
2019-05-29,1.0,-0.0,-2.2723298848899898,-1.0823255136237797,-5.457671572198747,-4.7587061052018065,0.0
2019-05-30,1.0,-0.0,-2.2608127721335265,-1.092743105950653,-5.418287373004354,-4.741799709724238,0.0
2019-05-31,1.0,-0.0,-2.2617664148750727,-1.1019755955839627,-5.42765833817548,-4.734892504357932,0.0
2019-06-03,1.0,-0.0,-2.2605187319884723,-1.164121037463977,-5.38299711815562,-4.601585014409222,0.0
2019-06-04,1.0,-0.011527798044651979,-2.2398949365241503,-1.2263242375601928,-5.531008317525171,-4.583394133955932,0.0
2019-06-05,1.0,-0.0,-2.1768549440975753,-1.340496587774067,-5.592710904602875,-4.410047916364165,0.0
2019-06-06,1.0,-0.0,-2.2303109561174073,-1.282766637605347,-5.563498982853821,-4.4539378087765185,0.0
2019-06-07,1.0,-0.0,-2.2913018096906015,-1.2819614711033276,-5.560858143607706,-4.46015761821366,0.0
2019-06-10,1.0,-0.0,-2.2809558291093412,-1.227661115133961,-5.528747284576394,-4.444895003620565,0.0
2019-06-11,1.0,-0.0,-2.277566539923954,-1.3346007604562737,-5.563761333723312,-4.448230476747587,0.0
2019-06-12,1.0,-0.0,-2.2854011398509426,-1.33347946806956,-5.5542890545082555,-4.440303960251351,0.0
2019-06-13,1.0,-0.0,-2.336111111111111,-1.3657894736842104,-5.519298245614035,-4.398684210526316,0.0
2019-06-14,1.0,-0.0,-2.311140312454373,-1.3940721273178567,-5.527814279456855,-4.3674989049496284,0.0
2019-06-17,1.0,-0.0,-2.296512476287757,-1.3951554063913616,-5.537282941777324,-4.363198599153655,0.0
2019-06-18,1.0,-0.0,-2.333137829912024,-1.384017595307918,-5.5740469208211145,-4.371554252199414,0.0
2019-06-19,1.0,-0.0,-2.291137392320047,-1.426193604905826,-5.559643743612207,-4.323696890056943,0.0
2019-06-20,1.0,-0.0,-2.3152348895068053,-1.4131421044929022,-5.570174154836821,-4.336455436850578,0.0
2019-06-21,1.0,-0.0,-2.371013202788904,-1.4098798397863819,-5.632398753894082,-4.4211541314345055,0.0
2019-06-24,1.0,-0.0,-2.3139638304180252,-1.4165431366735843,-5.611473465757485,-4.4816187370293505,0.0
2019-06-25,1.0,-0.0,-2.2653394740751747,-1.4382706878621305,-5.651017679393849,-4.502005645520725,0.0
2019-06-26,1.0,-0.0,-2.2581985457783054,-1.388633328387001,-5.606469802641341,-4.585695207004006,0.0
2019-06-27,1.0,-0.0,-2.2376561570493756,-1.4417013682331947,-5.618828078524688,-4.573914336704343,0.0
2019-06-28,1.0,-0.0,-2.1663942950527413,-1.465606893477938,-5.651463378398455,-4.573317486257614,0.0
2019-07-01,1.0,-0.0,-2.144699777613047,-1.4551519644180875,-5.665974796145293,-4.559970348406227,0.0
2019-07-02,1.0,-0.0,-2.167678862390757,-1.441119834098652,-5.6436083543178786,-4.560213301733077,0.0
2019-07-03,1.0,-0.0,-2.1640266469282015,-1.444263508512213,-5.637305699481866,-4.558105107327905,0.0
2019-07-05,1.0,-0.0,-2.143893412287195,-1.4399703923019984,-5.643375277572169,-4.57660991857883,0.0
2019-07-08,1.0,-0.0,-2.156532031365587,-1.421512057996745,-5.634709276520196,-4.582334664891256,0.0
2019-07-09,1.0,-0.0,-2.136189069423929,-1.4228951255539144,-5.625553914327918,-4.586410635155096,0.0
2019-07-10,1.0,-0.0,-2.1018149623727314,-1.4167035561457872,-5.6449756529437805,-4.592149918843146,0.0
2019-07-11,1.0,-0.0,-2.1093495332641874,-1.442732256630612,-5.661134982960439,-4.603793154541414,0.0
2019-07-12,1.0,-0.0,-2.1301197693331364,-1.4299866922963183,-5.628567203903593,-4.597515895312731,0.0
2019-07-15,1.0,-0.0,-2.1746996885659198,-1.4843541450392999,-5.629245143111374,-4.541895298828414,0.0
2019-07-16,1.0,-0.0,-2.179186460807601,-1.522565320665083,-5.627820665083135,-4.515884798099762,0.0
2019-07-17,1.0,-0.0,-2.194444444444444,-1.5234699940582292,-5.623291740938799,-4.513220439691027,0.0
2019-07-18,1.0,-0.0,-2.1885984345000735,-1.5343376163048292,-5.574213557820115,-4.471717619258603,0.0
2019-07-19,1.0,-0.0,-2.20237037037037,-1.550074074074074,-5.590222222222222,-4.4719999999999995,0.0
2019-07-22,1.0,-0.0,-2.163878608438194,-1.5199111769059956,-5.591561806069578,-4.528497409326425,0.0
2019-07-23,1.0,-0.0,-2.1881880392740256,-1.512793811365665,-5.621094912228504,-4.554448080928295,0.0
2019-07-24,1.0,-0.0,-2.203295880149813,-1.582771535580524,-5.647940074906367,-4.547265917602997,0.0
2019-07-25,1.0,-0.0,-2.1718448045191026,-1.5683068232495911,-5.627025419949457,-4.49829047123532,0.0
2019-07-26,1.0,-0.0,-2.1543127681609704,-1.5768604823198697,-5.594910489717414,-4.469004290575529,0.0
2019-07-29,1.0,-0.0,-2.119520142180095,-1.58071682464455,-5.6038210900473935,-4.506368483412322,0.0
2019-07-30,1.0,-0.0,-2.115196441808747,-1.586360266864344,-5.606523350630097,-4.517716827279466,0.0
2019-07-31,1.0,-0.0,-2.133709701381667,-1.5906997474372309,-5.607042044272768,-4.525330560095083,0.0
2019-08-01,1.0,-0.0,-2.1966141966141968,-1.576923076923077,-5.587466587466587,-4.489010989010989,0.0
2019-08-02,1.0,-0.0,-2.1567871962062832,-1.6203319502074691,-5.559573206876111,-4.4825133372851225,0.0
2019-08-05,1.0,-0.0,-2.146395728270543,-1.5946306733906854,-5.591367546722042,-4.5,0.0
2019-08-06,1.0,-0.0,-2.1150007232749894,-1.5388398669174022,-5.381455229278172,-4.4303486185447705,0.0
2019-08-07,1.0,-0.0,-2.1450172811059907,-1.4828629032258065,-5.334677419354838,-4.438508064516129,0.0
2019-08-08,1.0,-0.0,-2.1007916313259822,-1.4385072094995761,-5.217981340118745,-4.379134860050891,0.0
2019-08-09,1.0,-0.0,-2.03453096602824,-1.4079407241716762,-5.14203830560604,-4.39577799524675,0.0
2019-08-12,1.0,-0.0,-2.0099037522667036,-1.4583623936392802,-5.142976705258753,-4.337843492816292,0.0
2019-08-13,1.0,-0.0,-1.991362496517136,-1.4611312343271108,-5.138339370298134,-4.340624129283923,0.0
2019-08-14,1.0,-0.0,-1.998895485296148,-1.4328316995720005,-5.077316029269641,-4.29739058401215,0.0
2019-08-15,1.0,-0.0,-2.050696228200622,-1.4651885899689066,-4.950385291334325,-4.052859267270516,0.0
2019-08-16,1.0,-0.0,-2.0423201730665226,-1.4701189832341806,-4.9521362898864245,-4.056246619794483,0.0
2019-08-19,1.0,-0.0,-1.9679065395461264,-1.4902645360547873,-4.956761111857125,-4.013293943870015,0.0
2019-08-20,1.0,-0.0,-1.9616,-1.5052,-4.907466666666667,-3.959066666666667,0.0
