Date,APTV,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4050928933350656,-0.5948421462907626,-0.12644536832532155,-0.5320904248408471,-0.5895803559828504,0.0
2018-09-25,1.0,-0.40334269112750537,-0.6033492198211138,-0.11980152771430438,-0.539368022458706,-0.5984853430828492,0.0
2018-09-26,1.0,-0.4050449022715267,-0.6117604331748548,-0.10859086106708929,-0.5528592181722134,-0.6234152139461173,0.0
2018-09-27,1.0,-0.4071067999604078,-0.6060246131512091,-0.11023128443696592,-0.5528390906991322,-0.62314823979676,0.0
2018-09-28,1.0,-0.4044035122466495,-0.6091305208952268,-0.11091305208952268,-0.5530468079487687,-0.6234897999603882,0.0
2018-10-01,1.0,-0.40505744090849066,-0.6083784497557111,-0.11095338703287996,-0.5534464545094414,-0.6233989172058629,0.0
2018-10-02,1.0,-0.40578275076740267,-0.6009505891672443,-0.11377364095454995,-0.5550384526520777,-0.6251113971680364,0.0
2018-10-03,1.0,-0.4058339665025933,-0.5891777608932642,-0.1116249876119058,-0.561593604439893,-0.6352284364573354,0.0
2018-10-04,1.0,-0.4075614990919597,-0.5856034340432558,-0.11220075945187387,-0.5637444279346211,-0.6328545484563315,0.0
2018-10-05,1.0,-0.40769357767871883,-0.5870893181442959,-0.10820538220241044,-0.5646689780419349,-0.6343074129106818,0.0
2018-10-08,1.0,-0.41533215205108487,-0.6037243823342583,-0.11209922770886964,-0.5687874026277958,-0.6433419143458928,0.0
2018-10-09,1.0,-0.4126861924686192,-0.605723849372385,-0.1037991631799163,-0.5743598326359832,-0.6506778242677824,0.0
2018-10-10,1.0,-0.4134276814734561,-0.6233410075839653,-0.09584913326110509,-0.5828141928494041,-0.6703006500541712,0.0
2018-10-11,1.0,-0.3705448994491272,-0.6302847282139775,-0.028340080971659923,-0.583161876949625,-0.7062122519413288,0.0
2018-10-12,1.0,-0.3762656147271532,-0.6238001314924392,-0.023800131492439182,-0.5697896120973044,-0.6936554898093359,0.0
2018-10-15,1.0,-0.3613583368911951,-0.6504318696837335,-0.0012808302407304017,-0.5714144963709811,-0.6996945712502873,0.0
2018-10-16,1.0,-0.36034941381235425,-0.6530163213030771,-0.0,-0.5712127680535943,-0.6993858986568585,0.0
2018-10-17,1.0,-0.3405538621181659,-0.6181658992152539,-0.0,-0.5708217134703937,-0.713210973474285,0.0
2018-10-18,1.0,-0.3402937647936189,-0.6177491002237281,-0.0,-0.57115528030868,-0.7132712947051003,0.0
2018-10-19,1.0,-0.32299299525485003,-0.6057006359146518,-0.0,-0.5791342522353852,-0.7201652732496207,0.0
2018-10-22,1.0,-0.32281279246135475,-0.5987026817697745,-0.0,-0.5825991544841386,-0.7230451479652759,0.0
2018-10-23,1.0,-0.32544932399728954,-0.598786744538737,-0.0,-0.580523377754832,-0.7219515343164143,0.0
2018-10-24,1.0,-0.3264642787492687,-0.5956575440421245,-0.0,-0.5912045764805305,-0.7369823831502308,0.0
2018-10-25,1.0,-0.30600483953132956,-0.5660978094752929,-0.0,-0.5922058074375954,-0.719593734080489,0.0
2018-10-26,1.0,-0.2929564118761845,-0.5565066329753633,-0.0,-0.596525584333544,-0.7125710675931776,0.0
2018-10-29,1.0,-0.2735997482693518,-0.5649150409062302,-0.0,-0.5878539962240402,-0.7202643171806167,0.0
2018-10-30,1.0,-0.23631160572337043,-0.5784737678855326,-0.0,-0.6017488076311606,-0.7631160572337042,0.0
2018-10-31,1.0,-0.25040691922254493,-0.5558995308460728,-0.0,-0.616283151948425,-0.7689337120607667,0.0
2018-11-01,1.0,-0.26572574178027264,-0.5489975942261427,-0.0,-0.6208821170809944,-0.7720930232558139,0.0
2018-11-02,1.0,-0.2706670922438557,-0.5251516118736036,-0.0,-0.628088094478136,-0.7679221193744015,0.0
2018-11-05,1.0,-0.26054662379421223,-0.5665916398713826,-0.0,-0.6396463022508039,-0.7486816720257234,0.0
2018-11-06,1.0,-0.2838274141473437,-0.5997456217591234,-0.0,-0.6400547891595734,-0.7376642859472328,0.0
2018-11-07,1.0,-0.2834419817470665,-0.5996088657105606,-0.0,-0.6391134289439374,-0.7372881355932204,0.0
2018-11-08,1.0,-0.2690662865288667,-0.598231063305903,-0.0,-0.6328970388129334,-0.7396164064018661,0.0
2018-11-09,1.0,-0.2695311234243868,-0.5983603901364181,-0.0,-0.6327727552574447,-0.7396714299601439,0.0
2018-11-12,1.0,-0.2688996763754045,-0.5950161812297734,-0.0,-0.6333333333333334,-0.7389967637540453,0.0
2018-11-13,1.0,-0.24812851405622485,-0.5901686746987951,-0.0,-0.6355983935742971,-0.7389558232931727,0.0
2018-11-14,1.0,-0.2497830349394105,-0.5895342483366012,-0.0,-0.6363022725081161,-0.7386776381344219,0.0
2018-11-15,1.0,-0.24926949876376717,-0.5910156375429471,-0.0,-0.6403686221622836,-0.7303727964550621,0.0
2018-11-16,1.0,-0.24569048381928868,-0.5825696892021789,-0.0,-0.6397628965075296,-0.7360781800704902,0.0
2018-11-19,1.0,-0.2510504538602175,-0.582256150367258,-0.0,-0.6381627481797479,-0.7360233505468775,0.0
2018-11-20,1.0,-0.23331309710195863,-0.577339681119596,-0.0,-0.6394223088474933,-0.74511934051187,0.0
2018-11-21,1.0,-0.23824779547040537,-0.5714648226860369,-0.0,-0.6373786715726703,-0.7248937385015544,0.0
2018-11-23,1.0,-0.23741993052678542,-0.5871761369068484,-0.0,-0.6357755186589757,-0.7265049874119635,0.0
2018-11-26,1.0,-0.23692258681108636,-0.5896782414781777,-0.0,-0.6342147180630774,-0.7249442497610704,0.0
2018-11-27,1.0,-0.23217120721407253,-0.5900171461230711,-0.0,-0.6309455769352893,-0.7221057979297645,0.0
2018-11-28,1.0,-0.22526552944962988,-0.6377212745413583,-0.0,-0.6306404892178952,-0.7249114901834568,0.0
2018-11-29,1.0,-0.20398787685436273,-0.628648907321742,-0.0,-0.6287446163662466,-0.7289200829478385,0.0
2018-11-30,1.0,-0.20323074958498272,-0.6291342101902694,-0.0,-0.6287830417571191,-0.7313242242370067,0.0
2018-12-03,1.0,-0.20216330046903416,-0.6292077470406177,-0.0,-0.6285057911362113,-0.7308637248332854,0.0
2018-12-04,1.0,-0.2052300987052942,-0.6303038072042046,-0.0,-0.6342776567106782,-0.7349057813100884,0.0
2018-12-06,1.0,-0.20031426775612826,-0.5896920175989944,-0.0,-0.6329352608422376,-0.7197360150848523,0.0
2018-12-07,1.0,-0.19142631993695824,-0.5938534278959812,-0.0,-0.6374152876280537,-0.7293932230102443,0.0
2018-12-10,1.0,-0.18105395232120453,-0.5937578419071519,-0.0,-0.6369196988707655,-0.7250313676286074,0.0
2018-12-11,1.0,-0.16505557479769514,-0.6032620674454486,-0.0,-0.6365124846500205,-0.743883623539784,0.0
2018-12-12,1.0,-0.16964144684883903,-0.6054651713789291,-0.0,-0.6423629758332017,-0.7416205970620755,0.0
2018-12-13,1.0,-0.1696921862667719,-0.603472770323599,-0.0,-0.64353591160221,-0.7403314917127072,0.0
2018-12-14,1.0,-0.17103809613988574,-0.6007322538900988,-0.0,-0.6445727992929963,-0.7398920556765457,0.0
2018-12-17,1.0,-0.1582772289687284,-0.6002013465047505,-0.0,-0.634807777008746,-0.7527213238532688,0.0
2018-12-18,1.0,-0.1502754476023538,-0.5926192562914737,-0.0,-0.6321209465381245,-0.7550707399524227,0.0
2018-12-19,1.0,-0.14282131661442007,-0.5962068965517241,-0.0,-0.6377742946708463,-0.758025078369906,0.0
2018-12-20,1.0,-0.14240644717935905,-0.5882738801774224,-0.0,-0.6390953957643531,-0.7538264509277192,0.0
2018-12-21,1.0,-0.13739054563584807,-0.5938425103611604,-0.0,-0.6494967436352872,-0.7354086815618086,0.0
2018-12-24,1.0,-0.12172673463695809,-0.5775512101397627,-0.0,-0.6468747094734886,-0.7528277913787227,0.0
2018-12-26,1.0,-0.12215008768960954,-0.5823513122673148,-0.0,-0.6289344943232515,-0.7433617427156087,0.0
2018-12-27,1.0,-0.08394073365993547,-0.5605508423945513,-0.0,-0.5830744413908472,-0.7596487035488112,0.0
2018-12-28,1.0,-0.08159183186052066,-0.5628731788870314,-0.0,-0.5826964413661333,-0.7582397898256508,0.0
2018-12-31,1.0,-0.08352744430508272,-0.5602341276951561,-0.0,-0.5833482649465449,-0.7592128053514903,0.0
2019-01-02,1.0,-0.08124962702154324,-0.5599450975711643,-0.0,-0.5820850987646954,-0.7605478307572955,0.0
2019-01-03,1.0,-0.09045346062052506,-0.5572792362768496,-0.0,-0.5896778042959427,-0.7458830548926015,0.0
2019-01-04,1.0,-0.06457361808298927,-0.5666973594320848,-0.0,-0.58291502064336,-0.7560519202780169,0.0
2019-01-07,1.0,-0.05513681555562073,-0.5506936094084524,-0.0,-0.5808428894037598,-0.7461360236970995,0.0
2019-01-08,1.0,-0.05647665358251801,-0.5453453629386608,-0.0,-0.5829867010369676,-0.7444782939832444,0.0
2019-01-09,1.0,-0.05856016129988733,-0.5720215857202159,-0.0,-0.593192195931922,-0.741297515270118,0.0
2019-01-10,1.0,-0.05479983294552831,-0.5826621323310065,-0.0,-0.5958773342879303,-0.7497762663325577,0.0
2019-01-11,1.0,-0.054496644295302016,-0.5838926174496645,-0.0,-0.5955853840417599,-0.7488739746457868,0.0
2019-01-14,1.0,-0.06515056555346645,-0.585131465067001,-0.0,-0.5990091622646014,-0.7351598173515982,0.0
2019-01-15,1.0,-0.05928652660561442,-0.5776022026695398,-0.0,-0.603399772550428,-0.7524690249595978,0.0
2019-01-16,1.0,-0.04357846218311334,-0.582412977761815,-0.0,-0.5960611774565262,-0.7709437011762592,0.0
