Date,AMRX,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-01-03,1.0,-0.0,-1.1518099186732578,-0.0,-1.478870993461968,-1.6847924307659599,0.0
2019-01-04,1.0,-0.0,-1.1573263433813894,-0.0,-1.4065530799475752,-1.6785845347313235,0.0
2019-01-07,1.0,-0.0,-1.11187747236028,-0.0,-1.3579470534536973,-1.6016837407444975,0.0
2019-01-08,1.0,-0.0,-1.0669536591542164,-0.0,-1.401164851861231,-1.596454798683211,0.0
2019-01-09,1.0,-0.0,-1.0065216257108571,-0.0,-1.4802525173475245,-1.730578598633067,0.0
2019-01-10,1.0,-0.0,-0.9951619688683214,-0.0,-1.5236642827092974,-1.7399032393773664,0.0
2019-01-11,1.0,-0.0,-0.9971055678349647,-0.0,-1.5247868645405747,-1.7407641300915695,0.0
2019-01-14,1.0,-0.0,-1.0113510374320258,-0.0,-1.5540890132516763,-1.71411224328177,0.0
2019-01-15,1.0,-0.0,-1.0115094240008449,-0.0,-1.5540362177287366,-1.7140066522358903,0.0
2019-01-16,1.0,-0.0,-1.0054319164645078,-0.0,-1.5223077734416202,-1.745965615441409,0.0
2019-01-17,1.0,-0.0,-0.9825971261309205,-0.0,-1.5612559872272485,-1.77812666311868,0.0
2019-01-18,1.0,-0.0,-0.976568726422613,-0.0,-1.5613941873439245,-1.7752510493597577,0.0
2019-01-22,1.0,-0.0,-0.9990462060194999,-0.0,-1.5594001695633743,-1.7404090716405258,0.0
2019-01-23,1.0,-0.0,-0.9855271497992817,-0.0,-1.5716775829283753,-1.7248573843228399,0.0
2019-01-24,1.0,-0.0,-0.9843626182048707,-0.0,-1.5744096360082414,-1.7241270008980927,0.0
2019-01-25,1.0,-0.0,-0.9784556313993175,-0.0,-1.6530503412969282,-1.7012585324232083,0.0
2019-01-28,1.0,-0.0,-0.9583377730420884,-0.0,-1.6700586041555674,-1.6992541289291423,0.0
2019-01-29,1.0,-0.0,-0.9677453921988856,-0.0,-1.6613801971710245,-1.7287291041577368,0.0
2019-01-30,1.0,-0.0,-0.9682811830261465,-0.0,-1.6613801971710245,-1.7281933133304759,0.0
2019-01-31,1.0,-0.0,-0.9755207214945243,-0.0,-1.6008159759501825,-1.791926132703457,0.0
2019-02-01,1.0,-0.0,-0.9723845782615691,-0.0,-1.5972974422221031,-1.7925357928039036,0.0
2019-02-04,1.0,-0.0,-0.9725439725439725,-0.0,-1.596954096954097,-1.7929536679536677,0.0
2019-02-05,1.0,-0.0,-0.9886394228180693,-0.0,-1.6086254240025841,-1.7868949550422657,0.0
2019-02-06,1.0,-0.0,-0.9886920467395401,-0.0,-1.6096063755317433,-1.786441225566744,0.0
2019-02-07,1.0,-0.0,-0.9939070419497464,-0.0,-1.621212121212121,-1.7768791113986842,0.0
2019-02-08,1.0,-0.0,-0.9994628276751182,-0.0,-1.6208637730984101,-1.7513966480446927,0.0
2019-02-11,1.0,-0.0,-1.0087794893892061,-0.0,-1.639071420876872,-1.7382850371647098,0.0
2019-02-12,1.0,-0.0,-1.0206580366774543,-0.0,-1.6349514563106795,-1.7381337648327937,0.0
2019-02-13,1.0,-0.0,-1.017930960433779,-0.0,-1.6256509368121546,-1.7249154453213078,0.0
2019-02-14,1.0,-0.0,-1.0266358157554885,-0.0,-1.6415733964700818,-1.7128174773999139,0.0
2019-02-15,1.0,-0.0,-1.02604531022978,-0.0,-1.6419846095894097,-1.7132325243502124,0.0
2019-02-19,1.0,-0.0,-1.0148044842568256,-0.0,-1.6420104060505283,-1.7071286810062756,0.0
2019-02-20,1.0,-0.0,-1.0154589371980676,-0.0,-1.6413311862587225,-1.710842726784756,0.0
2019-02-21,1.0,-0.0,-1.0083288263926447,-0.0,-1.6686316928069227,-1.731422390481341,0.0
2019-02-22,1.0,-0.0,-1.0108160726840085,-0.0,-1.6736790871234655,-1.7235411821967443,0.0
2019-02-25,1.0,-0.0,-1.0030258820986653,-0.0,-1.673150699735235,-1.7271843086399739,0.0
2019-02-26,1.0,-0.0,-1.0120991807281212,-0.0,-1.687266019206771,-1.7262763821821931,0.0
2019-02-27,1.0,-0.0,-1.051572465361777,-0.0,-1.700461842973389,-1.7460963272487353,0.0
2019-02-28,1.0,-0.0,-1.0588494115058849,-0.0,-1.7055329446705532,-1.7356176438235618,0.0
2019-03-01,1.0,-0.0,-1.0931860875505208,-0.0,-1.8375932145500085,-1.7617123014743552,0.0
2019-03-04,1.0,-0.0,-1.0794581364904092,-0.0,-1.8359041493539756,-1.7764813022938128,0.0
2019-03-05,1.0,-0.0,-1.0843744651720006,-0.0,-1.8359290318900108,-1.7844714473158767,0.0
2019-03-06,1.0,-0.0,-1.0847264220916302,-0.0,-1.8357391453186511,-1.785017401723056,0.0
2019-03-07,1.0,-0.0,-1.048339399454049,-0.0,-1.8653321201091904,-1.773259781619654,0.0
2019-03-08,1.0,-0.0,-1.0448998126809332,-0.0,-1.8615541806209912,-1.7698813645910203,0.0
2019-03-11,1.0,-0.0,-1.0435129285795648,-0.0,-1.8763526597562366,-1.7755439116072447,0.0
2019-03-12,1.0,-0.0,-1.0164716573895263,-0.0,-1.8833920254458707,-1.780018175621947,0.0
2019-03-13,1.0,-0.0,-1.012140902872777,-0.0,-1.898939808481532,-1.788873689010488,0.0
2019-03-14,1.0,-0.0,-1.035635144037851,-0.0,-2.045157812780739,-1.908366772474097,0.0
2019-03-15,1.0,-0.0,-1.03235082674335,-0.0,-2.051521687035706,-1.907021327582075,0.0
2019-03-18,1.0,-0.0,-1.038323353293413,-0.0,-2.0505988023952093,-1.8990419161676644,0.0
2019-03-19,1.0,-0.0,-1.0402061237941158,-0.0,-2.0506920726226854,-1.9010725627658935,0.0
