Date,IWF,IWM,KTB,MTUM,SPY,VLUE,VXX
2020-01-24,-0.45497596326325607,-1.193800674463658,1.0,-1.7301427853914044,-1.8699863672239365,-0.9263112578029705,0.0
2020-01-27,-0.4202763657191953,-1.1618815780052985,1.0,-1.7697429655616814,-1.8575928975442115,-0.9501682537409609,0.0
2020-01-28,-0.34365938185161615,-1.2138057854162247,1.0,-1.8211330362826226,-1.8200014145271945,-0.8741070797086075,0.0
2020-01-29,-0.30105533371363374,-1.24187107815174,1.0,-1.874001711351968,-1.832216200798631,-0.8814175698802054,0.0
2020-01-30,-0.3564271399942742,-1.2447036931004867,1.0,-1.8545662754079588,-1.8756799312911538,-0.8257944460349269,0.0
2020-01-31,-0.37124033228301345,-1.2506445144657692,1.0,-1.8363649384130623,-1.8728158120882268,-0.830277857347465,0.0
2020-02-03,-0.360663772580871,-1.2120851421369556,1.0,-1.791415768099706,-1.824814451757457,-0.8127713205433412,0.0
2020-02-04,-0.33279810108908126,-1.1869589500139626,1.0,-1.7879782183747557,-1.8350321139346548,-0.8384529461044401,0.0
2020-02-05,-0.25641557722902397,-1.1947153628000278,1.0,-1.818081206336031,-1.8362730857024276,-0.8115099951580549,0.0
2020-02-06,-0.27689655172413796,-1.1864827586206896,1.0,-1.8435862068965518,-1.814758620689655,-0.7748275862068966,0.0
2020-02-07,-0.2763566158725781,-1.1883058677514997,1.0,-1.8421705853961252,-1.813211059780735,-0.7750810177204717,0.0
2020-02-10,-0.2721266345492085,-1.178596008258775,1.0,-1.84280798348245,-1.8164487267721954,-0.772333103922918,0.0
2020-02-11,-0.24753770920862317,-1.1815552035264136,1.0,-1.8360079895309591,-1.8237481920242442,-0.7986087196087884,0.0
2020-02-12,-0.2579778068784892,-1.1746502171066235,1.0,-1.8377558756633814,-1.83341374319388,-0.7884761182714177,0.0
2020-02-13,-0.24688382342813855,-1.1747124853660216,1.0,-1.8454651883479098,-1.8347909923558983,-0.784794435644928,0.0
2020-02-14,-0.2256431592816032,-1.2035226405935786,1.0,-1.903474100270439,-1.8331599750364052,-0.7685320019416129,0.0
2020-02-18,-0.23264709973570735,-1.2012101822228405,1.0,-1.9241201836138546,-1.8449714842119906,-0.7520517457226319,0.0
2020-02-19,-0.21187880504035111,-1.2028882910944356,1.0,-1.972674500920289,-1.897918731417245,-0.7937845108310916,0.0
2020-02-20,-0.20485423153127652,-1.201953014435324,1.0,-1.978700820832154,-1.8965468440418907,-0.7940843475799604,0.0
2020-02-21,-0.18615667420814477,-1.215497737556561,1.0,-1.9821125565610858,-1.8955033936651582,-0.7910067873303166,0.0
2020-02-24,-0.09159391720642074,-1.2230357645733596,1.0,-2.017741481272881,-1.91488313151225,-0.7930864545198536,0.0
2020-02-25,-0.10111223458038422,-1.253185035389282,1.0,-2.001685203909673,-1.6445567913717558,-0.7402763734411864,0.0
2020-02-26,-0.09898313811301326,-1.1760844381516284,1.0,-1.918779765735616,-1.5845668683228216,-0.6573561590938345,0.0
2020-02-27,-0.14689992281965525,-1.1515307435039877,1.0,-1.8942629277077436,-1.6028428093645484,-0.6361589915101621,0.0
2020-02-28,-0.12875973636908328,-1.2529059316956261,1.0,-1.681426003594967,-1.3363091671659677,-0.5922708208508088,0.0
2020-03-02,-0.17700860832137733,-1.196078431372549,1.0,-1.6523792443806788,-1.3563486370157818,-0.5961860353897657,0.0
2020-03-03,-0.13266583229036297,-1.3433837751735123,1.0,-1.421094550005689,-1.2423483900329957,-0.5494367959949937,0.0
2020-03-04,-0.025011215791834907,-1.436742934051144,1.0,-1.5081875280394796,-1.1802938537460743,-0.4577164647824136,0.0
2020-03-05,-0.007156693930262591,-1.5770555316401205,1.0,-1.332866982350409,-1.0736117089969865,-0.39033577270770553,0.0
2020-03-06,-0.0072759631490787275,-1.538892378559464,1.0,-1.3106155778894473,-1.0027742881072026,-0.37494765494137355,0.0
2020-03-09,-0.008839779005524863,-1.524809260720863,1.0,-1.3533280715601157,-1.010681399631676,-0.36416732438831884,0.0
2020-03-10,-0.45554789800137835,-0.9276361130254996,1.0,-1.1075580059728922,-0.8160808637721112,-0.2877096255456007,0.0
2020-03-11,-0.3720661450924609,-1.0172030583214795,1.0,-1.0952169274537695,-0.7333748221906117,-0.22737375533428167,0.0
2020-03-12,-0.3965031982942431,-0.8990618336886994,1.0,-1.0173134328358209,-0.7265245202558636,-0.2250319829424307,0.0
2020-03-13,-0.49690058927068187,-0.6716537843422361,1.0,-0.8609091604806,-0.6545113645060074,-0.1424963648886508,0.0
2020-03-16,-0.38115005595061907,-0.8440602100855503,1.0,-0.8128000577554778,-0.5717070353391329,-0.0,0.0
2020-03-17,-0.4213123325272857,-0.5512058035422521,1.0,-0.5421214299718972,-0.6296647277955689,-0.12345598326906738,0.0
2020-03-18,-0.4207780350213584,-0.5502657579808915,1.0,-0.5358854795056576,-0.6252323344311475,-0.128672514429191,0.0
2020-03-19,-0.44815978456014366,-0.43312387791741475,1.0,-0.5169594767889203,-0.6344896127212106,-0.17321749166452938,0.0
2020-03-20,-0.4477994678975542,-0.4156168862390614,1.0,-0.5239606372407603,-0.6365676186812834,-0.18149181010994644,0.0
2020-03-23,-0.44949169990992155,-0.4093745978638528,1.0,-0.5343263415261871,-0.637466220563634,-0.18643031784841077,0.0
2020-03-24,-0.44389051808406643,-0.4017595307917889,1.0,-0.5718800912349299,-0.6491039426523297,-0.1917562724014337,0.0
2020-03-25,-0.44520633337489085,-0.39409051240493703,1.0,-0.4736317167435482,-0.634428375514275,-0.1694614137888044,0.0
2020-03-26,-0.5002526847757423,-0.4061907770056854,1.0,-0.4401452937460518,-0.6473152242577386,-0.16468730259001896,0.0
2020-03-27,-0.5194279800545677,-0.3969329193715307,1.0,-0.4026092137861825,-0.6744127700943958,-0.1426913789318531,0.0
2020-03-30,-0.5410002538715409,-0.409018786494034,1.0,-0.3868367605991368,-0.6911652703731911,-0.1454049251078954,0.0
2020-03-31,-0.5239604462474644,-0.4327776369168357,1.0,-0.384064401622718,-0.6791011663286003,-0.14946754563894524,0.0
2020-04-01,-0.524471758481959,-0.43558146165299205,1.0,-0.38017549973073145,-0.6782399341084043,-0.14939652168403714,0.0
2020-04-02,-0.525741182623476,-0.497760925701958,1.0,-0.401562448926225,-0.6934266008564051,-0.15023044487301018,0.0
2020-04-03,-0.5224357928401266,-0.5042587214045622,1.0,-0.4027999869464478,-0.6806774793590706,-0.1532160689227556,0.0
2020-04-06,-0.5290085436121598,-0.5354328101198754,1.0,-0.4158222398834359,-0.6843499569507914,-0.14683091595469897,0.0
2020-04-07,-0.5104071809548589,-0.5141147391700274,1.0,-0.40318069467932877,-0.6812150383764799,-0.14329387277221284,0.0
2020-04-08,-0.5063088389121339,-0.5174555439330544,1.0,-0.3864082112970711,-0.6875326882845187,-0.17112316945606693,0.0
2020-04-09,-0.5065559728536602,-0.534031758582065,1.0,-0.3833102721222903,-0.6950978454239969,-0.17546287145022074,0.0
2020-04-13,-0.4866328143390389,-0.6411541177657463,1.0,-0.36893432424252615,-0.7106298550627165,-0.15549651948750715,0.0
2020-04-14,-0.4893917487643321,-0.6337715611445479,1.0,-0.37537406274166973,-0.7094246999092163,-0.15439965031438083,0.0
2020-04-15,-0.48743364021235136,-0.6357099657281097,1.0,-0.37275720717693706,-0.7111081244540017,-0.15298031046300653,0.0
2020-04-16,-0.4708489601091033,-0.6786907603136719,1.0,-0.35806341629730654,-0.7282986703034435,-0.17357654278895326,0.0
2020-04-17,-0.45986473561962016,-0.6966798742997677,1.0,-0.33973220385298536,-0.7333652138270255,-0.18612515370952312,0.0
2020-04-20,-0.44689531185174947,-0.7337505186004702,1.0,-0.32758263034158486,-0.7522472687041902,-0.19686073848706956,0.0
2020-04-21,-0.44622409796935,-0.7343550005189055,1.0,-0.3246618466115474,-0.7581208703774173,-0.1960078873629225,0.0
2020-04-22,-0.43726091601475,-0.746045421649378,1.0,-0.31281662473722305,-0.7615191094875419,-0.18861357135472312,0.0
2020-04-23,-0.4287581249785054,-0.753516525088558,1.0,-0.3068404580940262,-0.759259896137841,-0.19080372803246554,0.0
2020-04-24,-0.4289644736389586,-0.7529318705506072,1.0,-0.30714998108470615,-0.7591567218076143,-0.19094129380610106,0.0
2020-04-27,-0.43143132795810074,-0.7563227896078837,1.0,-0.30752532561505064,-0.7615257390944802,-0.18885672937771347,0.0
2020-04-28,-0.4278126508932883,-0.7657446368214114,1.0,-0.30551148513485554,-0.7615713595916397,-0.18838380354556117,0.0
2020-04-29,-0.4168419600675885,-0.7757508879616538,1.0,-0.29832063174592227,-0.7578537190937618,-0.19962757336459874,0.0
