Date,CCXI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.343847456116903,-2.611155662478838,-0.4235944043482135,-1.8628708901363273,-1.668894235053016,0.0
2018-09-25,1.0,-1.345352564102564,-2.6069266381766383,-0.42752849002849,-1.8593304843304843,-1.6639957264957266,0.0
2018-09-26,1.0,-1.3489304812834226,-2.6117647058823534,-0.4327094474153298,-1.8601604278074868,-1.6590017825311945,0.0
2018-09-27,1.0,-1.3577286503833126,-2.594312711713318,-0.4388482795507221,-1.8628097700124797,-1.6605455517917633,0.0
2018-09-28,1.0,-1.5075477356792961,-2.9277216834949518,-0.5226432070378887,-2.122563231030691,-1.9166250124962512,0.0
2018-10-01,1.0,-1.6316414686825054,-3.170086393088553,-0.5853131749460043,-2.306803455723542,-2.1052915766738662,0.0
2018-10-02,1.0,-1.6325118893212278,-3.1797449200172934,-0.5843060959792477,-2.3066364029399047,-2.10516645049719,0.0
2018-10-03,1.0,-1.6445435752366444,-3.217168969644217,-0.5875312806005875,-2.3190077249483187,-2.111957349581112,0.0
2018-10-04,1.0,-1.6485928501575573,-3.2021080082581768,-0.5891557100945344,-2.323264152993589,-2.1029012278604804,0.0
2018-10-05,1.0,-1.6083441138421732,-3.178525226390686,-0.5463561880120742,-2.3320396722725314,-2.115351444588185,0.0
2018-10-08,1.0,-1.6001074691026331,-3.1658248253627086,-0.5335840945728103,-2.3369156367544335,-2.110370768404084,0.0
2018-10-09,1.0,-1.6079086305355026,-3.1758431203534103,-0.5408899903027691,-2.3402650576446504,-2.1099019502208813,0.0
2018-10-10,1.0,-1.6098007539041463,-3.172751750134626,-0.5430263866451265,-2.340764674205708,-2.103607969843834,0.0
2018-10-11,1.0,-1.4260967609676098,-3.1339688396883973,-0.31170561705617056,-2.265990159901599,-2.1123411234112344,0.0
2018-10-12,1.0,-1.4486000202163145,-3.1210957242494692,-0.2906095218841605,-2.2082280400283025,-2.0396239765490747,0.0
2018-10-15,1.0,-1.4057125616011263,-3.1773106708236947,-0.23081564920044254,-2.2016494015890573,-2.0418384793321933,0.0
2018-10-16,1.0,-1.40327140549273,-3.2217285945072693,-0.2073909531502423,-2.2126413570274637,-2.0518982229402263,0.0
2018-10-17,1.0,-1.329896907216495,-3.0713868897101735,-0.16465668157945926,-2.1473448745380277,-2.0124489398949623,0.0
2018-10-18,1.0,-1.3279820976843744,-3.0680093403385875,-0.166958552247519,-2.1525588635921387,-2.0140105078809105,0.0
2018-10-19,1.0,-1.298204754973314,-3.0590004852013584,-0.12139737991266375,-2.1876758854924794,-2.037748665696264,0.0
2018-10-22,1.0,-1.2991469561845677,-3.04846839860411,-0.11719658782473827,-2.1894145017448623,-2.0394532764637456,0.0
2018-10-23,1.0,-1.2990781174187287,-3.0527899078117415,-0.1128578360019408,-2.1952450266860746,-2.0440562833575933,0.0
2018-10-24,1.0,-1.3031155973988158,-3.049111909152674,-0.09220615354751044,-2.2052800155294574,-2.05629428321848,0.0
2018-10-25,1.0,-1.190897244973939,-2.9023641102010425,-0.04346612062546538,-2.2180752047654506,-1.9528108711839167,0.0
2018-10-26,1.0,-1.1456275155506768,-2.8556531284302964,-0.0,-2.2248444932308815,-1.9214233443102817,0.0
2018-10-29,1.0,-1.0862303712444403,-2.8738313515476084,-0.0,-2.192611418716529,-1.9242988109285648,0.0
2018-10-30,1.0,-1.095580210985813,-2.8796835212804655,-0.0,-2.197344488905056,-1.9216987995634776,0.0
2018-10-31,1.0,-1.0877066858375268,-2.8343817397555715,-0.0,-2.1710999281092738,-1.893152408339324,0.0
2018-11-01,1.0,-1.0269556506693378,-2.938803387669611,-0.0,-2.207084964939441,-1.933703669975412,0.0
2018-11-02,1.0,-1.0268933261377946,-2.8611261018168737,-0.0,-2.2021946393236194,-1.9042093901780897,0.0
2018-11-05,1.0,-1.0180787911494873,-2.887839539485519,-0.0,-2.203723691311387,-1.8847814355099837,0.0
2018-11-06,1.0,-1.0222022471910113,-2.8891685393258424,-0.0,-2.1989213483146064,-1.878561797752809,0.0
2018-11-07,1.0,-1.0211426000899686,-2.8950067476383268,-0.0,-2.1991003148897885,-1.8816014394961762,0.0
2018-11-08,1.0,-0.9426447158789166,-2.8801557797840327,-0.0,-2.1558682952734998,-1.872366790582404,0.0
2018-11-09,1.0,-0.943947578145754,-2.88107677322235,-0.0,-2.156380058443283,-1.873638537146905,0.0
2018-11-12,1.0,-0.9556729649861198,-2.9213754813289157,-0.0,-2.1771290409241515,-1.900779081221456,0.0
2018-11-13,1.0,-0.8907185628742516,-2.897058823529412,-0.0,-2.153399084184572,-1.8648291651990139,0.0
2018-11-14,1.0,-0.8917062863180137,-2.8956682514527206,-0.0,-2.1530198978693433,-1.8638844867054059,0.0
2018-11-15,1.0,-0.8871817383669885,-2.8942932396839334,-0.0,-2.1533801580333627,-1.84486391571554,0.0
2018-11-16,1.0,-0.8794127927298147,-2.874956308982873,-0.0,-2.142607479902132,-1.8413142257951765,0.0
2018-11-19,1.0,-0.8738162048404069,-2.8879340582251842,-0.0,-2.155997895475272,-1.8510171869519467,0.0
2018-11-20,1.0,-0.7973663692281036,-2.8621675474313437,-0.0,-2.143117040630685,-1.860608160790089,0.0
2018-11-21,1.0,-0.8183464091732047,-2.8611087162686437,-0.0,-2.150702646779895,-1.791188895594448,0.0
2018-11-23,1.0,-0.8200980813903468,-2.832831454873957,-0.0,-2.158823023315839,-1.7918781725888326,0.0
2018-11-26,1.0,-0.8188006203687749,-2.851886955023264,-0.0,-2.156643115629847,-1.7889022919179736,0.0
2018-11-27,1.0,-0.7907573812580231,-2.8575952075310225,-0.0,-2.139323919554985,-1.7703038083012408,0.0
2018-11-28,1.0,-0.7920410783055198,-2.8559691912708605,-0.0,-2.139323919554985,-1.7707317073170734,0.0
2018-11-29,1.0,-0.7063926556051545,-2.815463657036975,-0.0,-2.1235576518150427,-1.777057188579129,0.0
2018-11-30,1.0,-0.7042407891408818,-2.8193238344153104,-0.0,-2.126043335300565,-1.7813000590169463,0.0
2018-12-03,1.0,-0.6991746673404076,-2.8191847734546065,-0.0,-2.124220987030487,-1.779097187131548,0.0
2018-12-04,1.0,-0.6809081008628634,-2.818966239423641,-0.0,-2.1102454553070285,-1.7671944374633493,0.0
2018-12-06,1.0,-0.6506102522375916,-2.661513425549227,-0.0,-2.1273393002441012,-1.697233523189585,0.0
2018-12-07,1.0,-0.6530263586072241,-2.661405792385291,-0.0,-2.1271558737390173,-1.693865929059551,0.0
2018-12-10,1.0,-0.5828397630862814,-2.664078757803746,-0.0,-2.114294861533536,-1.6426284616615976,0.0
2018-12-11,1.0,-0.5975170204245094,-2.66031237484982,-0.0,-2.1198237885462556,-1.6319583500200239,0.0
2018-12-12,1.0,-0.5992470362063441,-2.6598045498237743,-0.0,-2.120153796859981,-1.6310477411086188,0.0
2018-12-13,1.0,-0.5982571154461145,-2.650783498560921,-0.0,-2.120482890949792,-1.6253597697473618,0.0
2018-12-14,1.0,-0.6030668476958709,-2.6362910310678065,-0.0,-2.1235524319143844,-1.623672230652504,0.0
2018-12-17,1.0,-0.5597329306096495,-2.637230744773865,-0.0,-2.094428105873937,-1.6571019791749462,0.0
2018-12-18,1.0,-0.5223986726712492,-2.6139685549498304,-0.0,-2.094177135182113,-1.6702220115351192,0.0
2018-12-19,1.0,-0.5240578336098602,-2.6133364936398835,-0.0,-2.0933870585446788,-1.6699849885438889,0.0
2018-12-20,1.0,-0.5171763226161465,-2.577627545004324,-0.0,-2.1082462070591936,-1.6579671409480388,0.0
2018-12-21,1.0,-0.5052582012242977,-2.5937843352691887,-0.0,-2.129963898916967,-1.6190550933919323,0.0
