Date,HLIT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.1867672378453717,-2.347052553906699,-0.1873411494629827,-1.7610887923259817,-1.7164876609002213,0.0
2018-09-25,1.0,-1.1972386587771204,-2.348044049967127,-0.1989644970414201,-1.7615055884286654,-1.7126068376068375,0.0
2018-09-26,1.0,-1.1974852071005917,-2.3484549638395795,-0.19937541091387245,-1.7613412228796845,-1.7115384615384617,0.0
2018-09-27,1.0,-1.1977201902575036,-2.336230933245859,-0.20165655240282104,-1.7575036903395111,-1.707643103165491,0.0
2018-09-28,1.0,-1.1959176981719812,-2.335765226657923,-0.202803508484302,-1.7562095253709322,-1.7066972702680547,0.0
2018-10-01,1.0,-1.195999672104271,-2.335191409131896,-0.20362324780719732,-1.7559636035740636,-1.7065333224034758,0.0
2018-10-02,1.0,-1.1969523185318696,-2.320580042601999,-0.20924135670981484,-1.7574143863673604,-1.7085040144191381,0.0
2018-10-03,1.0,-1.1956610724519035,-2.302660663119116,-0.20720425706099058,-1.762668849774867,-1.7184609087187885,0.0
2018-10-04,1.0,-1.210413929040736,-2.2941031537450725,-0.21049605781865968,-1.7827693823915902,-1.7151773981603156,0.0
2018-10-05,1.0,-1.2052449616325154,-2.3482587064676617,-0.16493802175562863,-1.8885234842735474,-1.82544902605616,0.0
2018-10-08,1.0,-1.2034599156118142,-2.3466666666666667,-0.15248945147679324,-1.9055696202531647,-1.8306329113924054,0.0
2018-10-09,1.0,-1.204017894825694,-2.3479361863762978,-0.1522748375116063,-1.90605216510509,-1.8305900227905798,0.0
2018-10-10,1.0,-1.2047164229566392,-2.352886484658947,-0.15028315442481616,-1.9089679655143268,-1.8354323387710254,0.0
2018-10-11,1.0,-1.031868310087577,-2.3392799221537466,-0.0,-1.8628770677911124,-1.8749594550762245,0.0
2018-10-12,1.0,-1.0100557781443946,-2.2740199544347557,-0.0,-1.7816796291931811,-1.7903213135360203,0.0
2018-10-15,1.0,-0.956015625,-2.309609375,-0.0,-1.7635937499999998,-1.78328125,0.0
2018-10-16,1.0,-0.9501757126122609,-2.3175322139789145,-0.0,-1.7609527528309254,-1.7807887543928154,0.0
2018-10-17,1.0,-0.8782706766917292,-2.1799999999999997,-0.0,-1.7054887218045112,-1.7549624060150375,0.0
2018-10-18,1.0,-0.877753552364484,-2.1799112848657995,-0.0,-1.705586046161943,-1.7549056461920156,0.0
2018-10-19,1.0,-0.8306654809544982,-2.140210463909886,-0.0,-1.697050540981177,-1.7427745664739882,0.0
2018-10-22,1.0,-0.8305084745762712,-2.129228036414773,-0.0,-1.698097846199393,-1.74361631263415,0.0
2018-10-23,1.0,-0.8537003879438975,-2.1492837958818267,-0.0,-1.7038197552969263,-1.7536556251865114,0.0
2018-10-24,1.0,-0.8481823599523243,-2.1404201430274132,-0.0,-1.7039630512514898,-1.756778903456496,0.0
2018-10-25,1.0,-0.7370489962094623,-1.9776779446862276,-0.0,-1.6665730731433384,-1.6382844307173943,0.0
2018-10-26,1.0,-0.691705575391376,-1.9249519362812415,-0.0,-1.6514693765449053,-1.5981186487228785,0.0
2018-10-29,1.0,-0.6429544835104933,-1.9395611883346962,-0.0,-1.6266693922049604,-1.604592532025075,0.0
2018-10-30,1.0,-0.6126119964434716,-1.9497298406401748,-0.0,-1.6370289309896724,-1.6401066958484372,0.0
2018-10-31,1.0,-0.6305001366493578,-1.9083766056299536,-0.0,-1.6507925662749385,-1.6427985788466795,0.0
2018-11-01,1.0,-0.5945024213900826,-1.9356114862560534,-0.0,-1.6479776277198008,-1.6427938066980425,0.0
2018-11-02,1.0,-0.6016457574531229,-1.8657763388641573,-0.0,-1.6542560366922974,-1.623229461756374,0.0
2018-11-05,1.0,-0.6116724369391648,-2.0455733766692576,-0.0,-1.7574365858828518,-1.6509573941920443,0.0
2018-11-06,1.0,-0.6272231276128392,-2.0629915680578192,-0.0,-1.7540565436122721,-1.6413944590094238,0.0
2018-11-07,1.0,-0.6276489830749539,-2.0747404352154746,-0.0,-1.7596358981652682,-1.6493386431517565,0.0
2018-11-08,1.0,-0.5544456949915588,-2.0799099606077656,-0.0,-1.7364940911648845,-1.6634074282498592,0.0
2018-11-09,1.0,-0.5539305301645338,-2.078680916889326,-0.0,-1.736464632259879,-1.6622837856841512,0.0
2018-11-12,1.0,-0.5498219398086726,-2.0361008309475594,-0.0,-1.7454786676908036,-1.6514209901543186,0.0
2018-11-13,1.0,-0.48451692815854663,-2.0199559592623175,-0.0,-1.7413982934214147,-1.6354940820258739,0.0
2018-11-14,1.0,-0.48784016534619357,-2.0205304857044437,-0.0,-1.7443334481570791,-1.6367206338270754,0.0
2018-11-15,1.0,-0.4897521118958593,-2.0399529151087106,-0.0,-1.7694917601440245,-1.6250519318653927,0.0
2018-11-16,1.0,-0.4804125138427464,-2.0210409745293467,-0.0,-1.773809523809524,-1.6461101882613511,0.0
2018-11-19,1.0,-0.4875242583864708,-2.02217909620183,-0.0,-1.773634599390075,-1.6476296090934295,0.0
2018-11-20,1.0,-0.4450684931506849,-1.9978082191780824,-0.0,-1.759041095890411,-1.6473972602739728,0.0
2018-11-21,1.0,-0.44804363930230995,-1.9698969627584346,-0.0,-1.7371540171055289,-1.5793656138460501,0.0
2018-11-23,1.0,-0.44916051040967087,-1.9499664204163867,-0.0,-1.7393552719946273,-1.5774345198119544,0.0
2018-11-26,1.0,-0.4474284946958507,-1.9585739223848533,-0.0,-1.7351282395595542,-1.572982409023768,0.0
2018-11-27,1.0,-0.4225991718979564,-1.9687458260985709,-0.0,-1.7251903299051687,-1.5617069587284627,0.0
2018-11-28,1.0,-0.4234673433952183,-1.9686790436757045,-0.0,-1.7245892880993723,-1.5615066114598637,0.0
2018-11-29,1.0,-0.3680573663624511,-1.918057366362451,-0.0,-1.6889178617992175,-1.5438722294654499,0.0
2018-11-30,1.0,-0.36752192695378977,-1.925971985862024,-0.0,-1.695837151459615,-1.5560282759523498,0.0
2018-12-03,1.0,-0.3625179950268289,-1.9284779479125769,-0.0,-1.6966365658945164,-1.5560136107839286,0.0
2018-12-04,1.0,-0.35068653608381595,-1.9250341641179152,-0.0,-1.6849742955684257,-1.5467560356608316,0.0
2018-12-06,1.0,-0.319935691318328,-1.7730645560227554,-0.0,-1.6356665842196387,-1.4548602522879048,0.0
2018-12-07,1.0,-0.31906999752658916,-1.7736210734603015,-0.0,-1.636284936928024,-1.4545510759337126,0.0
2018-12-10,1.0,-0.28232222019797165,-1.7586688528572296,-0.0,-1.614015910609097,-1.4177445800692292,0.0
2018-12-11,1.0,-0.2967353638519059,-1.7556082436622287,-0.0,-1.6198553103532132,-1.407198005957809,0.0
2018-12-12,1.0,-0.30422036279240217,-1.7625358822451598,-0.0,-1.6315885909729433,-1.4092713613876504,0.0
2018-12-13,1.0,-0.303663963909041,-1.7536426263488387,-0.0,-1.634944827165762,-1.404194354691215,0.0
2018-12-14,1.0,-0.3110989278752436,-1.7332480506822612,-0.0,-1.6438840155945418,-1.40338693957115,0.0
2018-12-17,1.0,-0.29493701550387597,-1.7267441860465116,-0.0,-1.6281492248062017,-1.406371124031008,0.0
2018-12-18,1.0,-0.2704756206999701,-1.6996709542327253,-0.0,-1.6123840861501648,-1.400059826503141,0.0
2018-12-19,1.0,-0.2699533325355989,-1.699892305851382,-0.0,-1.6127797056359938,-1.400382912528419,0.0
2018-12-20,1.0,-0.26580024924336837,-1.6692777876683875,-0.0,-1.6143255593139874,-1.3849623167764524,0.0
2018-12-21,1.0,-0.25545556143756254,-1.662196341391683,-0.0,-1.6078465972589848,-1.35650844067996,0.0
2018-12-24,1.0,-0.21847908302786992,-1.6219817303776112,-0.0,-1.5956827834991563,-1.382149298888695,0.0
2018-12-26,1.0,-0.21514402345771289,-1.6377278215374,-0.0,-1.5463692290001723,-1.350198355660323,0.0
2018-12-27,1.0,-0.10692134584774138,-1.5739063614907516,-0.0,-1.4292222405181405,-1.3786706185849937,0.0
2018-12-28,1.0,-0.0958640413595864,-1.590309096909031,-0.0,-1.434660653393466,-1.3790562094379057,0.0
2018-12-31,1.0,-0.0942264296328912,-1.5951345698717598,-0.0,-1.435301887830921,-1.3792723870328583,0.0
2019-01-02,1.0,-0.08939069281907587,-1.5933739904400857,-0.0,-1.4316246360090106,-1.3798692379539585,0.0
2019-01-03,1.0,-0.09398331137461573,-1.5905797101449277,-0.0,-1.4328612209046994,-1.3722551602986386,0.0
2019-01-04,1.0,-0.07173225771285294,-1.5903194156764417,-0.0,-1.418674370434972,-1.3700534176387222,0.0
2019-01-07,1.0,-0.04920114273621839,-1.5319542905512644,-0.0,-1.3872077028885832,-1.3220823193312878,0.0
2019-01-08,1.0,-0.05460300712213136,-1.5053020311263519,-0.0,-1.399894486942759,-1.3158533368504353,0.0
2019-01-09,1.0,-0.05247092258302194,-1.4932371980422081,-0.0,-1.3976632808799534,-1.3195094995000263,0.0
2019-01-10,1.0,-0.05469941618892337,-1.4875085467837796,-0.0,-1.4007784147688425,-1.3165202756009047,0.0
2019-01-11,1.0,-0.05558790830642173,-1.4657207898777065,-0.0,-1.420879877177193,-1.3518979300121763,0.0
2019-01-14,1.0,-0.07311008834576523,-1.4625720785060572,-0.0,-1.42009204888113,-1.33439136644977,0.0
2019-01-15,1.0,-0.06831672673309308,-1.4583951664193346,-0.0,-1.4180093279626882,-1.3552575789696841,0.0
2019-01-16,1.0,-0.06681820584659301,-1.4509171644552519,-0.0,-1.4155521488608132,-1.3529629433842576,0.0
2019-01-17,1.0,-0.07309987851898801,-1.4408176200285214,-0.0,-1.4146199757037976,-1.3532984735646754,0.0
2019-01-18,1.0,-0.08938250611117017,-1.4379317674566905,-0.0,-1.4168349452651718,-1.3699649271973642,0.0
2019-01-22,1.0,-0.0,-1.4999726999727,-0.0,-1.591263991263991,-1.3687141687141688,0.0
2019-01-23,1.0,-0.0,-1.4654699165568732,-0.0,-1.6101229688186212,-1.4140865173473869,0.0
2019-01-24,1.0,-0.0,-1.4666922739244952,-0.0,-1.6060689201053555,-1.4145083406496926,0.0
2019-01-25,1.0,-0.0,-1.4544733861834653,-0.0,-1.7427519818799546,-1.4652887882219705,0.0
2019-01-28,1.0,-0.0,-1.431975490752298,-0.0,-1.7766367865653012,-1.4648246907976852,0.0
2019-01-29,1.0,-0.0,-1.4134237365392286,-0.0,-1.7881602187909522,-1.4960970884849865,0.0
2019-01-30,1.0,-0.0,-1.4119323038349763,-0.0,-1.7874522764829905,-1.4989458088779988,0.0
2019-01-31,1.0,-0.0,-1.4429564622749032,-0.0,-1.7086847503989058,-1.5470139047184863,0.0
2019-02-01,1.0,-0.0,-1.4335129004819962,-0.0,-1.7203855968244965,-1.5166430394102635,0.0
2019-02-04,1.0,-0.0,-1.4327562517175048,-0.0,-1.6361637812585876,-1.4270953558669965,0.0
2019-02-05,1.0,-0.0,-1.4233236471297768,-0.0,-1.615878063490323,-1.4435550194637865,0.0
