Date,AVGO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5910579902611776,-1.0172642762284196,-0.004913678618857903,-0.9308543603364321,-0.8826029216467464,0.0
2018-09-25,1.0,-0.5948470494488467,-1.0148302271016867,-0.010536101642392316,-0.9284607552348488,-0.8783035990969055,0.0
2018-09-26,1.0,-0.5945886103976619,-1.0147905411389602,-0.009255158976175714,-0.9292356744309628,-0.8804357452838544,0.0
2018-09-27,1.0,-0.595717382648321,-1.0097332212538157,-0.010618059549617306,-0.9285050656992434,-0.8796177498562138,0.0
2018-09-28,1.0,-0.5948863133681322,-1.00995310979386,-0.01132442714323631,-0.9280279571795098,-0.8793683092984163,0.0
2018-10-01,1.0,-0.5951696377228293,-1.0094218604856902,-0.011677798911841465,-0.927986906710311,-0.879196708983943,0.0
2018-10-02,1.0,-0.5979372316409189,-0.9903944048514896,-0.01921119029702094,-0.9336461422690452,-0.8853525740339073,0.0
2018-10-03,1.0,-0.5973635318057152,-0.9847385649827479,-0.01884455454304167,-0.9347518357958063,-0.8879058656993718,0.0
2018-10-04,1.0,-0.5993015957211688,-0.9797109136719269,-0.01975865269858109,-0.9368341952879813,-0.8847190911903815,0.0
2018-10-05,1.0,-0.5842102945709127,-0.9705869402492183,-0.0007045044251684207,-0.9489234291752895,-0.8987274888820396,0.0
2018-10-08,1.0,-0.5816559725762503,-0.9669508657818405,-0.0,-0.9491957458029358,-0.8969851454689286,0.0
2018-10-09,1.0,-0.584597792144962,-0.968289572063157,-0.001451378809869376,-0.9486739675418921,-0.8951048951048952,0.0
2018-10-10,1.0,-0.5894171035819712,-0.9677931004097458,-0.005419218398907345,-0.952989381856633,-0.8902057540644138,0.0
2018-10-11,1.0,-0.5234615384615384,-0.9409401709401708,-0.0,-0.9229059829059829,-0.8861965811965812,0.0
2018-10-12,1.0,-0.5326050278387042,-0.9293487430403239,-0.0,-0.8986839885270794,-0.8573477307238062,0.0
2018-10-15,1.0,-0.5142184082113411,-0.9423691738179371,-0.0,-0.8939929328621908,-0.8560491334342925,0.0
2018-10-16,1.0,-0.510788643533123,-0.9475920084121977,-0.0,-0.8927865404837014,-0.8548895899053628,0.0
2018-10-17,1.0,-0.48537673496364836,-0.8999917382683411,-0.0,-0.88433575677462,-0.8611615994712492,0.0
2018-10-18,1.0,-0.48508880627839734,-0.899628252788104,-0.0,-0.884634448574969,-0.8611730689797604,0.0
2018-10-19,1.0,-0.4742530719598899,-0.8917930382607981,-0.0,-0.8843134837463528,-0.8592446471869477,0.0
2018-10-22,1.0,-0.4741188070002465,-0.8831238189138115,-0.0,-0.8881357324788431,-0.8627475145838469,0.0
2018-10-23,1.0,-0.47759293489422877,-0.883261449989731,-0.0,-0.8854384883959745,-0.8612856849455741,0.0
2018-10-24,1.0,-0.4756998604383877,-0.8774320663328135,-0.0,-0.8869550939988506,-0.8646662835563582,0.0
2018-10-25,1.0,-0.43907963757749174,-0.8221665871880465,-0.0,-0.8851533937370848,-0.8275313940549993,0.0
2018-10-26,1.0,-0.41804245283018865,-0.8060927672955974,-0.0,-0.8904088050314465,-0.8162342767295597,0.0
2018-10-29,1.0,-0.41291969369723147,-0.8065972903985863,-0.0,-0.8906734733948558,-0.816768113096407,0.0
2018-10-30,1.0,-0.4072620215897939,-0.8063984298331699,-0.0,-0.8906378802747793,-0.8211187438665359,0.0
2018-10-31,1.0,-0.4077354128296564,-0.8024217249892238,-0.0,-0.8891414240369921,-0.8193502880206905,0.0
2018-11-01,1.0,-0.3944990023083846,-0.8115340975781525,-0.0,-0.8876716616456043,-0.8188113775969326,0.0
2018-11-02,1.0,-0.3970250379658113,-0.7937385615824929,-0.0,-0.8893734667653129,-0.813831237101359,0.0
2018-11-05,1.0,-0.40558755534657737,-0.782140198268093,-0.0,-0.895184357979703,-0.8354296461737394,0.0
2018-11-06,1.0,-0.4108843004349019,-0.7864671080985777,-0.0,-0.891274536692395,-0.8294087685616893,0.0
2018-11-07,1.0,-0.4132729421031902,-0.7916896415911776,-0.0,-0.8988578180385979,-0.834698700275699,0.0
2018-11-08,1.0,-0.38962864617907766,-0.7892537779686829,-0.0,-0.888750048810965,-0.8372447186535984,0.0
2018-11-09,1.0,-0.38761422912499516,-0.7952308114680159,-0.0,-0.8978311173863593,-0.8413538847707573,0.0
2018-11-12,1.0,-0.3870073049728505,-0.7750302746201023,-0.0,-0.9061682096956913,-0.8381577405367397,0.0
2018-11-13,1.0,-0.38450991146282226,-0.7788529342631043,-0.0,-0.9119721068714253,-0.842239285434459,0.0
2018-11-14,1.0,-0.3859958465577368,-0.7780651228400142,-0.0,-0.9124250617138827,-0.841855726656479,0.0
